,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.04927353294164579,-0.11806360128650308,0.05619663954393823,-0.060111705563394374,-0.056103274359962776,-0.001835317333284144,-0.11123034732143013,-0.11511960043320665,-0.32853432091072915,-0.022154143548081047,-0.038684091470905055,-0.0544532305458172,0.08417680667497998,-0.23098507674957808,0.019329517637019608,-0.059276662776797176,-0.01471837442414239,-0.11052987581222012,0.03292779274294817,-0.09544878153033329,0.02332431793613466,-0.0972036051932063,0.05813233370847436
QDPR,-0.07201920305496441,0.23111865482263258,0.08329925958792063,-0.01733300009886412,-0.05231267639707577,0.03869470222665399,0.2788841432218936,0.11844718915225848,0.17684923771540345,0.10689695660473307,0.08655009368823717,-0.38894011378666904,0.014004708314533952,0.07484398939083023,-0.02816349680237936,0.12398981307026576,0.07198337243553804,0.028023787272736474,0.02536881757087592,-0.06840017928823543,-0.0021141600286556893,0.35475601896906006,-0.030664791742455517
POMC,-0.03982109585259381,0.1445168953661969,0.012048445938595127,0.011464994429214682,,0.039072934296236476,0.17572248921865638,0.03657617354196191,0.034169038863276734,-0.030082420697611408,0.06719712190088797,-0.03123018526996959,0.018506983882874598,0.09798836044518133,0.01864853978863031,-0.011837852393697125,0.020932790529258317,0.04286363604028894,0.0025847666986212126,,0.052644577118405714,0.11834737795377523,0.013925506307848091
CCL18,,0.09215103629864561,-0.002493210633668398,,,,,,,,,-0.21167001370645072,0.10032741926724623,,-0.03815060945993713,0.0176499850469172,-0.053835073913325954,,-0.11761296707296015,,,,
CCL17,,,,,,-0.04563203738332221,,,,0.008203668871201305,0.01232056062248107,,,0.00394753494476554,,0.0036727957270025298,-0.015598722144223351,0.047537167124281694,,,-0.020157669461125537,,
VEGFD,,0.020534618782301475,0.0038845693345630895,0.00503297540640921,,-0.03766472297264879,-0.008198205398956205,,-0.11151024551766738,0.06709920930291398,0.011791254983633202,0.03881675160917096,0.08818582189606121,-0.016824614459028192,0.03802859745391532,,-0.01139705275519916,-0.02686246362732987,,,,,
TNFSF13,,,0.021117267955740014,,,0.01960078744055433,,0.011167668870120133,,,,,,,,0.01373041075159168,-0.009629058898378963,-0.013447218444631825,0.010355638236503826,,-0.0065512174335173754,0.029868216401008955,
WNT5A,0.00013560444100077612,-0.050934021289153905,-0.041530979376647514,-0.02449758690299602,0.047830733927163915,0.03009871680613162,-0.11179095466508585,-0.19837096382459013,-0.39620532593032215,0.0020209966991993357,-0.06128301660438192,0.003985589249315949,0.04085209324588612,-0.11882690740091993,-0.05367474540853933,0.02250693197782693,0.06269568112973053,-0.040759133387390116,0.002707496224888006,0.0167657499053839,0.0474702552388466,-0.2103185811570249,0.0628899903986836
CXCL8,,-0.17784566666277574,-0.031549244482110377,-0.040619983939665885,-0.03408798189837742,-0.0551226142591795,-0.1629815205701421,-0.013483350887449978,-0.16186856315142392,-0.12722856232710697,-0.03191637072483771,-0.24314319579102864,0.0834102200704543,-0.1185629671109494,-0.07611685176132174,-0.15526259330046008,-0.14505150081890492,0.023568797574523605,-0.09037821241082591,0.022260574202413157,-0.04065136229810626,-0.25037840648877324,0.056113928543186316
GRN,0.0043307145456987625,-0.10819843406080014,-0.14273098664089148,-0.09046876246244963,0.021182115538562245,-0.0065935525142027124,-0.09571323520762737,-0.2102960704694213,-0.4578380301371463,-0.027135278962607232,-0.061554605141314896,-0.35626979063087993,0.00610837629940192,0.03275325417183086,-0.016678009988102645,-0.0702652098121381,-0.0006715069669957435,0.015966311272241646,-0.15603208904882468,0.04060486269025847,-0.01715132019880601,0.1331771946185852,-0.10163611207540947
MIA,-0.020209301234280965,-0.007601312619584562,0.0077907300617427585,-0.03020656865550979,0.011225807240477224,0.032768329997014484,-0.10831227591526996,-0.030829998338434392,-0.18683374249615392,-0.03675320782432867,-0.0479672213301159,,0.05918177528665618,-0.05330079101916166,-0.05835983559015515,0.22867820340367287,0.1173521865866184,-0.00046156820162559473,-0.0519736308137241,,0.0688003412014233,-0.11627244252446324,
COL4A4,-0.01788111199690638,-0.05206271413359556,-0.02095227007343449,0.025239412698129453,-0.008041037951206675,0.03013716617191847,-0.08790248561691809,-0.06694665309102146,-0.02945248174285618,-0.022087018756046246,-0.0020618805079255184,,,-0.07576043411171497,,0.16218321339602454,0.07426156768237496,0.0438570682230401,0.06176595657834567,,-0.006331057754590979,-0.14158459854180758,
TAC1,-0.015439741749583753,0.4535402286092617,0.09444460885196329,-0.008914731234452349,-0.026876004709388873,0.16201328725292596,0.3885232643059854,0.2781677801665747,0.5645663874688114,0.22965658421230445,0.1056236256624685,0.3470122606378705,,0.4524820780539795,,,,,0.059121271742488476,0.07715944586796476,0.004865394019983275,0.31256481545872566,0.09825769661948902
RARRES2,0.08688943865424245,0.14027867459412782,0.05520306754618932,-0.0007201659487426507,0.0471398085777204,0.02990818428866286,-0.29950488152414434,-0.181598705165142,-0.5473787676502677,0.15513372024461206,0.019080523708949988,-0.1825755325787304,0.1630203208717644,-0.25295751008100636,0.014242111358191546,-0.04189593436348081,-0.016605348797313894,-0.02438481939379309,-0.04318294523901227,0.02915036404413697,0.03968207871761126,-0.27675475141437966,-0.049746105850572264
FGF7,0.048395799719788996,-0.09247936304291758,,-0.019984390268333947,-0.033846384630453,0.012689747319899296,0.16282138201984922,-0.0211957135277217,-0.10566125741864052,-0.014102363853469087,0.05398370061382787,0.007192040278402727,0.14955849578677283,-0.04964144897016109,0.03857738110693942,0.08583027539995168,0.03949674615045404,0.03236567485628643,-0.045734460180326515,0.009112252979882482,0.08793559576601077,0.07732313961826782,-0.04713476435865061
EFNA2,,,,,,,,,,,,,,,,,-0.049016356629060884,,,,,,
HBEGF,-0.03604461088715947,-0.09559992524361452,-0.0450293979668666,0.06940146673500623,-0.04937409771201007,-0.09491072362778458,-0.16574335822912092,-0.17522796882826555,-0.19403505753458616,-0.24992975640379875,-0.048494141462331615,-0.26602487946968945,0.07718826183985884,-0.11475123253323374,-0.04910892986577756,0.05907502917452877,0.047827335983221114,-0.057036470938424406,-0.0954159192969026,-0.012782956491465143,-0.06420936348324935,-0.254631846802508,-0.04155582028315084
CSF3,,-0.08690568167546979,,,-0.031476385100053905,-0.054389409764979996,-0.058239448641828874,,-0.04683653694896235,,,,0.017942850078483882,,,-0.09865244534165912,-0.09225712432053106,,-0.07408003786084365,-0.07911872308141325,-0.021222916255018143,-0.08393403327386731,
PI3,,-0.11839574148797676,-0.03782181259995186,,-0.046167387001659205,-0.06335217927595801,-0.09455851876491964,,-0.07814039122754553,,,,,,0.009221653306548025,-0.20263269361821398,-0.16383859795742553,0.0289854850331579,-0.11144641704877867,,-0.04611034639943059,-0.16649543863559432,
PCSK1N,0.10443563800832925,0.4233654063571026,0.13640536102623835,0.06935472066746164,0.02075828291722597,0.05938396352575726,0.12920599869318886,0.19353803090089552,0.28250725538290034,-0.025574821959585953,0.10801896518102934,0.603717324510718,0.0007946793833465158,0.4752687720232775,0.11678514390456547,0.10004762418131541,0.03879123386770564,-0.043717465698751075,0.16694576213578183,0.07319314587436124,0.07726431611543155,0.4180875626742238,0.21361873095207876
NTS,,,,,,,-0.12125612857674656,0.03763840689722172,-0.071212789426159,-0.004480735148254126,-0.03612156752223268,-0.11796398528296059,,,,0.13306797942390336,-0.0035633999695779454,,0.06945526716171883,,0.06297493648549357,,
SFRP1,-0.022465214250231447,0.06930718083652777,0.001475920671421154,-0.011522869025770602,,0.005293103554598911,0.11690206250631577,-0.10686052130354695,-0.07333700690344812,0.021659209009074323,0.022909221217672044,-0.15588412523778827,-0.04648275221453014,0.012804278068437603,-0.034692274251641786,0.10212341296882899,0.027125402874958193,-0.03353906893467442,0.04922869192212172,-0.15859947870269406,-0.0018830204266688743,0.01336130033601757,0.027791544721589668
CXCL13,,,,-0.008381700433477685,0.0002651319857552151,,0.0349642226939109,,,,,,0.08196846528845533,,,0.009576715443496224,-0.047308712662873335,,-0.030629341798213618,,,-0.08015003219003808,
MICA,0.06649990565859731,-0.11717065206257997,-0.13111444407903752,0.0038260612517716217,-0.039569362270764054,0.030927888148238866,-0.02678665173754922,0.01608953450999497,-0.21812453381095245,0.04751443584288041,-0.013824286496347028,-0.0883153093239228,0.06061802903096507,-0.14937766419670376,-0.0894935607219573,0.03228821398904046,0.058109612271045025,-0.0088324147349554,0.06238381233249135,-0.0643066822060815,0.043713859080129945,-0.10315863095890236,0.03375556939586285
TG,0.034313006601208,0.006458891287926576,0.019111992441377998,0.06062694436489821,,0.036153063207870324,-0.014952905908575467,0.007825550280542907,-0.041609741323737896,0.00923104722211098,-0.04902834547070353,,-0.00414969529791783,0.010480131845643573,-0.042476980494496386,0.0063249566931749285,0.04665198766360418,,-0.046173717579051525,,0.022946799300422833,0.017684274413257955,
ADA,0.0231100810048892,0.0392947621244233,0.006819572570741429,0.02172999211841056,-0.044517620001011345,0.005137472126568889,0.02253428296064661,-0.024639709513645837,-0.37048028026221613,-0.02620799247944772,-0.015419470150683028,-0.2451002732469495,0.052241788056072457,-0.12802134689415018,0.03264592411436045,-0.04860612877808897,0.01893545686578761,0.009528897687413483,-0.022737379328974287,-0.0052738153734714485,0.10620326702741109,-0.03189546256727123,0.08182475093179765
LAMC3,0.048038489010398415,0.08617007032190105,-0.05264825376879943,-0.058551439737192144,0.03263340493986145,-0.004950868232086817,0.052153131987035375,-0.11049762377426556,-0.25111978502536325,-0.058737770824717074,-0.018906203889092768,-0.09178191138234242,-0.03323202457290998,0.028888198950251957,0.015872057045063392,0.02744059321857459,0.02697441434368938,0.03524825559460617,0.0034839497292007402,0.008943848041692175,0.056662431323981334,0.03997495505415095,-0.12652823936282614
CCL7,,,-0.04144173508512707,,,-0.031065409435513128,-0.08090608484151456,,,,,,,,,-0.024896204938058726,,,,,-0.022239558998445205,-0.10873870204920427,
NGF,,0.01528616861241839,-0.018087998088750366,,,-0.010248891430580472,0.030880722456325102,0.048855448776506674,,,,0.11622317151944184,0.02574694286440653,,,0.0730570902121703,0.03797114731755211,,-0.017690057146486023,,0.042075641867511206,-0.004330348917041798,
TNFSF15,,-0.010870030601977887,,,,-0.001634268825244893,0.06997292580797168,-0.014455812705578481,,,,,0.004819002800500578,,,-0.013543219883486479,,,-0.06836215865050835,,-0.05133873158365813,-0.13142426874086602,
HMGB1,-0.013052715642725284,0.18635275944331803,0.11367763068394147,-0.03615507223101515,1.982779856233126e-06,0.04744226017227539,0.0438115105272974,-0.1833126300980894,-0.44708054034513256,0.11143226158361154,-0.03432693009698818,-0.2585291443154542,0.09252914041597975,-0.003897235993706753,0.10427242710837732,-0.1535618718834153,0.015723596891250725,0.024219883618057676,-0.026541548302335075,0.04780239570372721,-0.04180332619020118,0.05486353131319502,-0.07633091677175569
ITGB3BP,0.02403922906467811,-0.24551755114875115,0.016221540415449275,0.03793642011256026,-0.05529959302892585,-0.01972251424316929,0.0414801841914638,-0.18813555282788105,-0.4076091525320675,-0.045025554091039255,-0.0027570870907527075,-0.051282672281634814,0.03796463668535029,-0.26837977366977406,0.021213072388555895,0.02226136783472014,0.05481156258134849,-0.01689097591734804,0.016940302201054233,-0.004827024315442011,0.021684635574246856,-0.10472792659815475,0.017443939870572453
AANAT,,0.019574667768829896,0.0048803356556751075,,,0.11262827469482634,-0.0007763990563638673,,0.007766874182299501,-0.05629827591340659,-0.03301051158868715,-0.04186115799202948,,-0.01705079122980419,0.03311953865293541,-0.006962164648867711,-0.019887666522592048,0.023667645886596235,,,0.09672465116758004,0.0037058137324714278,
RELN,-0.014823912571573755,0.21846627582799866,-0.004755347142440404,0.03601668091365175,-0.004915302348006553,-0.008697463519029622,0.06287660060551635,0.06594662628934451,0.2525976145637329,0.11599275369119755,0.08403147432966353,0.03777731159579275,,0.15597472142446375,,,,-0.011438305555585063,-0.01443816765460537,-0.03089123577446775,,0.14872753289647514,0.017010648390936373
IL15,0.007656695178093748,-0.03527424742512387,-0.05435229440329704,-0.008857526340374445,,0.020884362113890602,-0.022412282898264243,0.014945358724873419,-0.15330596555985973,-0.016338599492969185,-0.024961757570568708,-0.11005361715659105,0.13868439824020842,-0.022071868390287082,-0.001784631046977496,-0.0220650199963973,0.05762128271528409,0.07862754080503369,-0.07327995661733723,-0.0569840478278034,0.07430063458630262,-0.09419747209996022,
UTS2,,,,,,,,,-0.18461680731233104,,,,,,-0.0030787489387771065,0.04071427533848534,,,,,,,
BSG,0.06649328434421935,-0.2151219121832241,0.11401913846133117,-0.021703486710070642,0.0011701271586520255,0.03087346289950092,-0.062379271102071185,-0.08401203762632022,0.25577151458860975,-0.14622903707956317,0.035687566698896875,0.36540800595535494,0.0762911714917769,-0.3025958606281349,-0.04057383052630361,0.03657511785825466,-0.0417880360936546,-0.016353636623158144,-0.03771415936796748,-0.02971146027559394,-0.00011669456775773224,-0.14435325658736153,0.2666594501314944
ADAMTS3,0.006798818620825244,-0.09715610627768614,-0.012475183992291404,0.015377214355245531,,-0.04440346225147356,-0.011816611505667029,-0.028317543880066152,-0.4742867282656396,0.009479381531819158,-0.009014588861788221,0.07168422732142216,0.03297083029863468,0.03986321764950256,-0.09154596762907488,0.13632085581204342,0.14154842483994387,-0.027456499057333595,0.1555822034442268,-0.08088545337100324,0.08832144104801998,-0.022208730621955695,
CD34,0.06072572435415622,0.20640637805006015,-0.06717500642281184,0.001359634606139927,0.047134071226180865,-0.021453482048660665,0.04531103763275564,-0.032195108282014426,-0.26119683631311613,0.02608928272975746,0.06751440306164724,0.011919862127356535,0.006961663682145995,0.03327792935713015,0.004564228211797469,0.0824282714469175,0.05912072853162141,-0.02662480403903225,0.0003308725704321722,0.02643445987029142,0.02864133670330702,0.013060865195502445,0.07162861060280765
CCL23,,,,,,,,,-0.07122514554720494,,,,,,,,,,,,,,
PLAT,-0.0029271822631338246,-0.10185863787975145,-0.04036361270623976,0.026786410355174088,0.0027926896483351903,-0.005054041827624962,-0.034017783349428066,-0.2856666439619711,-0.43828634701787816,-0.24995328344530562,-0.029191872692147826,-0.008986052912554774,0.03372125210357028,-0.19439584295623186,-0.05460905136825135,0.17991313413100266,0.08771125782919295,-0.038798587211096386,-0.05846294939245757,0.12180742842344099,0.02769940671169072,-0.040612282390414756,-0.1417067114235844
NTF3,,,,,,,,,,,-0.027620928136759353,,-0.054019194333300935,,,0.1254540626900895,0.13969569005488544,,0.15524686124268922,,,,
LTA,,,,0.06961280154865826,,0.01154838853655611,,,,0.003831189528742056,,,,-0.055555683243655146,,,,,,,0.007990086988278602,,
CKLF,-0.010672327024398381,-0.032250313541119596,-0.0022328098496085876,-0.04804540152751038,0.06706402070513853,0.0009126192312880884,-0.06982569141316265,-0.2118499289069638,-0.49812843506698606,-0.025527766133448555,-0.09699374242124421,-0.22554724334894916,0.01570897315822362,-0.30058909909387244,0.04520851897220869,0.10799367105990798,0.12780753136164485,0.003547533266668646,-0.027543542820941444,0.007860643942476075,0.12464912811956116,-0.04841605983520668,0.03542513042960405
APELA,,,,,,,,,,,,,0.13259007572955747,,,,,,,,,,
CD24,-0.04131778884364718,-0.1538742006873732,-0.019214269489701077,0.0714380870073434,0.0309758565698822,-0.055088281406282066,0.05802823199468425,-0.08861783010923335,-0.04259062030987225,0.1384804159125719,-0.18698936436040905,-0.10553305582643288,-0.10334761833186305,0.0037709346518455134,0.07256420939520089,0.17540447818923058,0.08478704864191891,0.007781245381558648,0.1649307098372919,0.17825170068264856,-0.002025521145025369,0.056045173585506876,0.08213203246600015
HSP90AA1,-0.032959340771184995,0.21879086882431412,-0.050821339196596156,-0.0052740577175353996,-0.1114957521031294,0.005602389354271965,0.37052648172448793,0.33298628630264737,0.5634559161170487,0.028987481523967382,0.016986506955333554,0.5728474027810474,-0.041444536953240844,0.5205744601255349,0.026391146353534914,-0.23687102173303007,-0.16714357801800073,-0.03319818058260849,0.047607559852378835,0.14326755171047242,-0.1259757806293674,0.2558597976698246,0.09114160570300502
BMP4,0.03190271689221369,0.18953958986240743,0.01881311029006442,-0.03210716488824274,-0.010498254756875646,-0.0065530420114785605,-0.059284190953365706,-0.17353686207765373,0.061569537967473484,0.010901109170533382,-0.020073467455305208,0.027751589996349666,0.0040057463265965355,-0.005858564286997151,-0.009637547440002949,0.03857705529289972,-0.011084725951991647,-0.07629210774454188,0.031963816707105686,,0.01976902415413369,0.04364147576623383,
SCGB3A1,,,-0.047127166726417424,,-0.033645142959709905,,-0.010581933622239496,0.021428503154563922,,,-0.007974013011137421,0.010236261994074394,0.017163451559343727,0.09383778876253869,-0.0429808843025213,0.024992910385129154,0.040082438834994245,,-0.02662655910571395,,-0.027884065129039497,0.046438587086553317,
IGFBP4,-0.04383388930960209,0.009025970839825433,-0.09695596862947498,-0.0071504838840307245,-0.04415711842784041,-0.13629781198744312,-0.10846983438789781,-0.1981127096259702,-0.3060909115177026,-0.15795618089726926,0.005769869323405186,-0.2433535555282451,-0.04106233129006694,-0.14501950636204614,0.05526465034829227,-0.013676707624640537,-0.05623220297889778,0.01477379539703082,-0.10823975130930953,-0.04656592395322899,0.028731117094172226,0.02653436464405599,-0.011321894622969448
RSPO4,,-0.010925587379654322,,0.040534153507170455,,-0.0005288086936484762,-0.0400797734409498,,,-0.007989536274032072,0.02867747602470265,,,-0.03737699350545366,,,,,0.02731120659911379,,0.048263517101951786,-0.07974588084789544,
LEFTY2,-0.017704312475503164,-0.058133959558767705,-0.09455913402637771,0.035402277867657,0.07020272448713803,-0.0038749204350249644,-0.06561400058204339,-0.03716704480397522,-0.3466932568689236,-0.038753131302689335,-0.009497045435244322,-0.04182793809443352,0.013776435196762268,0.0032765309473669845,0.023435798258445148,0.03775141212129047,0.004616419373380889,0.040095767656339834,0.003407395089848139,0.03659272266626887,0.08750627634585098,0.07652120864568228,
PF4,,,-0.05533977261893186,-0.027551146450583125,,-0.027103957707425665,,,,,,,,,,,0.006482226615614232,,,,-0.01808813664444412,-0.048564492849728004,
ANGPTL2,-0.04053586715430372,-0.083894906917287,-0.060457200056193025,-0.05268150325122375,0.012718734981387918,0.03903050458961729,-0.07077993257831652,-0.31584318540575257,-0.3715461651140915,-0.012726908095208522,-0.039606609337754145,-0.26187777648430904,-0.084535401456836,-0.3933507060202935,0.07759134836334729,0.10531296886688947,0.15671217978739982,-0.03422671620457123,-0.06073776665390751,-0.07137869824394309,-0.03628415306746618,-0.029187252401015457,-0.037760744979294186
LRIG2,-0.04499795600749063,-0.14695951075477287,0.06424525298588198,0.02528624552411786,0.018514745570211964,-0.002292573285590804,-0.008951842344436786,-0.06554140571565285,-0.17490086500535704,-0.046413170927550304,-0.08960983261287456,0.11161114685735785,-0.053956247781705664,-0.10277701050588085,0.04403915350461632,0.05011390645751595,0.07710866734654846,0.028546666276327404,0.0016457347125792836,-0.004145848234056233,0.04208638770720237,-0.029481405678464797,0.0021808760395979863
ICOSLG,-0.05538839567321823,-0.10937267978555722,0.029358320165213673,-0.03749025332688552,0.10786377846812352,-0.023170807640124382,-0.058238695979292425,-0.12045927219586162,-0.25735260952780625,-0.006265104857005138,-0.020281832729093684,-0.14355711933231086,0.013468436656959046,-0.16113731375967516,-0.11651620040070046,0.06395391558924576,0.0660557172112624,-0.007739050240379845,-0.0084393415398762,-0.011699137938491101,0.07116601920913962,-0.03650671455907937,0.028929966851206593
WIF1,,0.5741871227420308,0.07424192148463095,,-0.015423035484230165,,0.15772364604108963,0.31242320681418334,0.5835968536251638,0.01800435827378224,0.09130171790829762,0.27211293654283936,,0.39388913103678835,,,,,0.01440160514787167,0.024094323051541845,,-0.015806779239812902,0.1831560398172244
NPPC,0.10688020404183887,0.05796800215236948,0.05404853062522222,,-0.042210616865096855,0.05352607991746793,0.12716544854382647,0.05903463676963798,0.05804036058351469,0.01922444968655846,-0.010585849122078201,0.19972269242555013,,-0.2822180262862842,-0.010464268730085727,0.05344078568751311,-0.0058691346193069935,0.09471720754775234,-0.027804636398547338,0.038667616305181216,,0.12008276991822937,0.09468706818946514
LYZ,-0.07072632396151009,0.014660535092940378,-0.08878336480058828,-0.08215174042950107,-0.008302325524272793,-0.04049690784025064,-0.15766512963412277,-0.06166027187166207,-0.31608257393665906,-0.01303544295967958,-0.03463412261363003,-0.46197926231243064,0.14433357920432338,-0.09362221105506106,0.07945067013573652,-0.003561803967961978,-0.02246626339679059,0.035148136661469924,-0.01379786845269367,-0.12206898583344801,-0.01699472669471039,0.04839638460904391,0.10235466546362391
EREG,,,,,-0.042427849159354616,,-0.08928982579896742,,,,,-0.05077876945192224,-0.010430596280266465,,,-0.022931776019244156,-0.002151771879661244,,-0.0863571564248678,,-0.038681673943137596,0.01698147771686306,
SPTAN1,0.07105007466939026,0.2956580102798175,0.13893215255881475,0.03926673140542093,0.0456116465198002,0.1195456631413363,0.17065367589554914,0.1888715021779159,0.31490526655207646,0.14934984233868498,-0.013779165886425773,0.5061393040787097,0.05879446605673205,0.3261500106049034,-0.01781159750755093,0.11718066816115799,0.10691353777817442,0.015860983206517038,0.11683772075767859,0.13091925894903977,0.08220015822460121,0.404466165559823,0.21514084189229596
PTH2,,,,,,,,,,,,,,,,,,,0.087632915987319,,,,
LIPC,-0.022893170890373505,-0.06552667717014549,-0.02745976235201761,-0.03344479876215902,,0.00308167889542498,-0.009091045008507827,0.057297949364716286,-0.12218355183696063,0.02518734268156291,,-0.041365870139146166,-0.03247209779023996,-0.045362857154487214,-0.00973953322453283,,,0.059791893466799466,,,-0.018397333949339602,0.027657333616807632,
COL8A1,-0.01480981132235674,-0.31630241917510177,-0.09374677536805276,0.026518703968834406,-0.03929884125456185,-0.05611282576596748,-0.07961010836048484,-0.19557927662764304,-0.17482278168726376,-0.11116314152308102,-0.020286089834259252,-0.271904970623815,0.001225391479006274,-0.2609376497506031,-0.010398390400849465,0.11339100942187726,0.042309351221786064,-0.0013031587017071828,-0.0659861087827463,-0.0890127598724214,-0.0625785130808354,-0.247651296840245,
GSTM2,0.060590209111142934,-0.05048375784716038,0.040134000766003715,0.003650075541151477,-0.00849616725970124,-0.03430364185287434,-0.07608612370821823,0.01428569588577249,-0.11452409882356217,-0.022685510003641572,0.019371616671495423,-0.008459879431179129,0.050518917355896836,-0.09807622030273994,0.016767090501447805,0.060005435084518936,0.04068238187300872,0.06614556605194087,0.044885148155401025,-0.00879775397922929,0.013114088479904033,-0.028799896125223514,
IL4,,,,,,,,,,,,,,,-0.03700530265770391,,,,,,,,
SPX,-0.045838351753276795,0.2912602764513914,0.00048024164672401187,0.028969172094309038,,-0.00410727120593996,0.2714296335001333,0.11669199935441674,0.2129956525992452,0.17901945293621477,-0.0308509647127955,0.1988049725536756,,0.3726680502443394,,0.034536509757467436,0.012355140474259759,0.018455864303000013,0.04708473825387036,-0.035057090636513875,0.10736055615165842,0.14208594853390732,-0.11415393937751087
MFGE8,-0.030856987672476972,-0.2309715598572083,-0.10480227614233084,0.00542641622493396,0.004957412168839185,-0.02526448884848065,0.14277322244820062,-0.05512403904827166,-0.1636238961797456,-0.14114735466598516,-0.06523316819167976,0.12971199981853493,0.07434389968184212,-0.1281360218872621,-0.04276940563939948,-0.03686975609059525,0.004227709488132048,-0.05576762037586231,-0.0351570007979596,0.08914636338077474,0.02160038269699975,-0.15711639976344466,0.03236320528482968
TGFA,-0.008251069335959985,-0.3488314785403776,0.019199052460234293,0.07512624867098347,-0.05537908716838304,-0.04458712355074803,-0.1384285520065444,-0.10656517265596215,-0.32402108470653107,-0.1787429247205927,-0.04852345292100434,-0.1812032976646817,0.10024817739352922,-0.1522520644035151,0.010717924059609708,0.059136423500017896,0.16778373161163268,-0.04641495614152145,0.05313677377343309,-0.014745716703470212,0.01924834442036806,-0.08049839050083282,-0.13759213874226145
