,MGH258,UKF243,UKF255,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,,,,,,,,,-0.043268349944166534,,,0.02860794596328893,
BMP1,0.013745550721727682,0.020824358949900243,-0.09372444250674154,-0.005939359525149583,-0.01940296085104815,-0.015578636122460007,-0.08026619171162516,0.04886977366232343,0.17786295365636096,0.04733882082567046,0.11624951105188645,0.0012399608949295044,0.007552274403829697,0.0717867164731936,0.0158731205041768,-0.022913134020409003,0.09333041039922957,-0.07257916443005476,-0.02936290799221407,0.0783653624827741,0.1347537328117831
NDP,0.0880898914490268,-0.05588744871696922,-0.012726600564249792,0.03098310038550912,-0.06688498539948579,0.029567626456145,-0.0066927579654220415,0.07363356968275966,0.12359629326917779,-0.03478647426676097,0.1832675627150555,0.01792144826716518,0.055608052483392484,0.10311161832769865,0.022954130205264198,0.09769768783448883,0.058420748446142735,0.08227387543798025,0.029375809861656818,0.12287640352400683,0.10805932154477847
TNFSF18,0.14197146841902578,0.01113149345059788,,,,0.10816896448548169,,,,,0.03769963405501792,,-0.014375908664761681,,,,0.012509390163808703,,-0.0020748731915868645,0.07427533431331475,0.0402861481746076
IL36G,,,,,,,,,,0.06802767125522272,,,,,,,,,,,
RTN4,-0.0029005808369554653,-0.037384979435025396,0.006685933535501816,0.07134835964720487,-0.0036890824772700392,0.02880153924814446,0.009620265735090821,-0.1322721592194056,-0.05173426303350058,-0.05271876344495483,0.08271672637058274,0.06350770905626953,-0.008119759229139975,-0.19144679439367224,0.0004037899650276556,-0.06754311276261316,-0.07519225214886319,0.02489346259546067,-0.0182575421858719,-0.026926679441447846,-0.22523122097556134
HEBP1,0.008907945933662332,0.04327704696104172,0.012086285943145543,0.004884427668526576,-0.03990367157537963,-0.013257790875876418,0.006857846557242957,0.024276713826938467,0.026659848838550538,0.06968277483305203,0.09889594739680803,0.0018747232110391005,0.01108313790729995,-0.04673226417114014,0.1140672284186564,0.08711109645271047,-0.006232695753834107,0.043013775532618,-0.010017188332741204,0.16271009843120998,0.004573105966311573
WNT7B,0.1419926878544094,-0.06302232474671506,-0.038654391856954975,0.08570416364338543,0.08122828007396798,-0.017564749714005352,0.03531966853727876,,0.09739087740199133,-0.021024703327933495,0.15451667775943767,0.1144409828480496,,-0.004927952255735259,-0.0032647181828362325,0.053768213691924145,-0.005525694643584594,0.03651381659445289,-0.004181957448118483,0.057484747587797404,0.06833301062488893
PTMA,0.026778375623948806,0.014080139675527069,0.02844319474198201,-0.02373721956269794,-0.05822861476393791,0.08199247512993109,0.024443501943239087,0.19245337394277545,0.12065691257298519,0.053470423951363255,0.0181531389546095,-0.1612203842682586,0.015428997109423227,-0.2078954776857585,-0.13608141078592972,-0.05394756067272592,-0.04822366425334848,0.026134716000057397,-0.06733619540134969,-0.059851945476626846,-0.04090089682591013
FASLG,-0.01998668788972166,,,,,,,,,,,,,,,,,,,0.0035355952478646675,
CEACAM1,0.02308216540541907,,,-0.025892615885338477,0.09789420282625565,0.009204441100910404,,,,,,-0.002251419866701704,0.13940079256260834,0.011227348636748635,0.021880513092218893,-0.0069284240552572795,0.0774263981618236,-0.02403797371282225,,0.0018633045894456083,
PDAP1,-0.07034406421704369,-0.018846037091927715,0.03804775689107973,-0.00690317773829141,-0.0034537391887468137,-0.022140155010309855,0.012554765339278398,0.07013833212445317,0.042165887358610654,0.009133328927422742,0.02356910189095134,-0.060616254742874146,0.006385191084721438,-0.002300050435554315,-0.09501047442585601,-0.03825759487917489,0.01386872831879985,-0.0029202064618630078,0.09390374572169659,0.041808917212225516,0.016134367010957378
QDPR,0.13109571469398398,-0.038570455136037005,0.013493826572792344,0.020246056323180148,-0.06562269010363879,0.020679777683794354,-0.0036392264310311753,0.09409912369081622,0.07322697849027222,0.04978121702051854,0.02145928383305253,-0.0026691459253841443,0.09071088061756086,-0.16156384453343764,0.06099240345352567,0.04035426578473131,-0.06544128312568367,0.043883994295312666,0.0005530453127324213,0.09913751408480499,-0.05829606023197466
POMC,0.015714861183156615,-0.06607754485563637,,-0.010850228626989271,0.028676149214086077,-0.01830631223139992,-0.02322104334265502,0.0828408544744265,0.049128689791710055,0.053538020040612,0.10967067902929067,-0.026620536244279826,0.06117043720898315,0.029906344646698915,0.06726643018318032,0.07860515746792196,0.0804476419837125,-0.04071292947004225,,0.03130130868776717,0.00992278655683414
CCL18,,-0.009388959571994692,,,,,,0.05769667220284888,0.04783022334200228,,,-0.016152687509208005,,-0.07605384380670618,0.01952974741726627,0.036381791708119476,,-0.003858013611006418,,,
CCL17,,,,0.06174283060349562,,0.008247058597492946,-0.014702567289127767,,,-0.01747465839590835,,,,,-0.051529779782894636,0.012032965747466064,0.02145714978428787,,,0.07393102355384695,
VEGFD,,-0.0006781655685515261,,0.0179400294681952,0.047584391355527146,-0.007738573703261135,-0.01078451091097802,0.04193125008174527,-0.01832933921433943,0.017991786169849755,,-0.031100848428540787,0.012961347289728272,,,0.052665602759480346,-0.019742040528601908,,,,
TNFSF13,,,,-0.010351962070480603,,,,,,,,,,,0.05213406985787237,0.10215925656355943,0.052962450397971615,-0.04794986844841537,,0.10187966226540056,0.08177207514041795
