,UKF248,UKF259,UKF260,UKF266,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
DCN,0.08811388034143143,0.015553069198288031,0.14417804859217415,0.060535115510073324,0.07585543280547523,0.02013390283200283,0.13066356066030985,0.02350616990031504,0.055723836804703095,0.08965081803616194,0.01090764132741496,0.13175712141248397,0.14824434717079565,0.1469686677815502
RARRES2,-0.02120801324191559,-0.05300304295633865,-0.06085845083481313,0.015422175158232963,0.014388128422074667,-0.026277603562475892,0.009894708567689986,-0.10501264411203408,-0.001018823846768192,-0.015037495667569782,-0.02254482448071591,0.003662773893996963,-0.012968976021360781,-0.03473516489966046
SEMA4A,-0.013806587966512513,-0.01918520067649513,-0.0004541789278884176,-0.03148915527950706,0.006164065158810551,-0.025129220764089865,0.06481997688665161,-0.018982307076353,-0.03823697028577629,0.05953071883903457,0.05762602429193724,-0.024541985099641707,0.06694926274772472,0.02669518230016158
GDF11,-0.008900291701005075,-0.03896827635973561,0.023772015303597693,0.08139440825441023,0.041438906656241226,0.04922294784321825,-0.07976179750400327,-0.11198401958750165,0.03944033366380791,-0.023013045135859094,0.013833583213758206,0.05546413150533813,0.10373357237405419,0.06620446104975787
GPC3,0.026110503567427012,0.09870040854939222,-0.0006625658831904743,0.07220396547162972,-0.017554612562812395,,0.043792322950876476,0.07065959400818639,0.13204740934102305,0.020855052062746512,0.06735308918500248,0.024051266432536605,0.16455469243415638,0.08860518403043832
OSTN,,-0.02555624609512033,0.07811099514440313,,-0.027127745910371016,,,,,,,,,0.04172735219262664
GRN,0.07130942325769368,-0.007595957671371829,0.05198035517082945,0.0022199455333263116,0.019822966102023082,0.008262749231144681,-0.0056854018900349135,0.009191949178259443,0.13382207559478126,0.007656973160846541,-0.06436860902203449,0.15178952534581636,0.12630853246983365,0.05157834977972693
CALM1,0.01728440526004998,0.004709238435391551,0.0808093990697471,-0.08898176074975118,-0.002722317969224279,-0.009367919556761098,-0.0830073142280491,0.038356535255723974,0.04348167564141488,0.021201111951586568,0.04118736064837761,0.030297636298097116,-0.032485153959144045,-0.05475792020559181
ANGPTL4,0.01833667920154041,0.030293384290958587,-0.04013839448653605,0.03083497437655468,0.013562366227966543,-0.01814463620072079,0.044329985174978055,-0.06247778823714915,0.07754291969870322,-0.041701628357872896,-0.05982287434860929,0.059937940645878277,0.05702083916304383,-0.035667567803607254
BMP8B,-0.03110822622725966,0.0866429943328241,0.010162129322231178,0.05480731406554603,-0.015969002535977668,-0.025165673683359546,0.10602005135857495,0.07914652493909491,0.08246402622044233,0.04467287715070631,-0.004962470862351053,0.049178147389109986,0.10928858150099191,0.0450658115988984
TNFSF4,0.02230919902465166,0.010324831472610188,0.046478917174813325,0.05794792695196179,-0.022279365440810536,0.09046774687497262,-0.04110276204324553,0.1428492095667154,0.06566727404436756,0.023592059267349443,-0.022590044910033802,0.026024430267948057,0.10393455472763156,0.10215518572684745
RBP4,-0.053401279770269164,0.05419569302597253,0.03357814391463831,0.007434269758996459,-0.053727850212837,-0.03144177197335114,-0.03395298075058423,,-0.014115926317714711,0.0991180326195237,0.12398391999154504,0.02878862711369342,0.0038999698062630356,-0.007396106315242999
DKK3,-0.0159177332516562,-0.025543572672349357,0.08463363906709408,-0.07343059140867868,-0.006999524773724744,-0.0036018045787887345,0.07428292650530645,0.016889045402515297,-0.03223134839941047,0.12142449631722352,0.05957288223595278,0.07285440154605076,0.08382069202489484,0.00523423087752328
COL11A1,0.0870122654918304,-0.020846660067459666,0.019836034572529866,0.08488619397642445,-0.027387439456239844,-0.004816900003219429,0.09669405348000826,,0.0587393627389466,0.035479639358245836,0.03437733293185722,0.0608881249013201,0.07009794886709744,0.04622872703731232
COL5A1,0.041471749624757116,0.07915184593566058,0.011341867485529556,0.09077207230803219,-0.0019126542224616083,0.0453054525756456,0.04453101932623349,0.00791162839294564,0.07049572991308253,-0.021758307979167026,-0.06309727972764555,0.07584743985240384,0.15640784554902806,0.0800138895915681
KISS1,,-0.019861163077026744,,,,-0.017274547831547676,,,,0.04038396748225405,-0.011978306252873968,0.05031349523587561,,
MEGF10,-0.0690129986092285,-0.04168165479337373,0.03937860280912729,0.015510291651693138,0.014925163816454588,-0.0016810218769802705,-0.05929134848227881,0.04069230300049321,0.006734342661467026,0.04878781423355152,0.05272527823440482,0.0030115735317874236,-0.048015343008933155,0.006230530342089124
CEACAM1,-0.03156136605138463,-0.015191047034238006,0.01040110158764391,,-0.021812622924391956,,,-0.03486004918781865,-0.0020066349823707774,0.03236430182426371,0.06852945131464996,-0.022758943840662176,0.05657398332364126,
EFEMP2,0.022346176341380326,-0.07180881578090946,-0.007490184459292073,0.06561013338639315,-0.019206571920778424,0.047420466331776,0.01116167242563146,0.026645474238144343,0.07519215002042934,-0.020178824693336653,-0.038804747820481704,-0.008699753533269999,0.06296299731752389,-0.018017525301167882
IGF1,0.021067677842406096,-0.03692552566019818,0.0101684692838338,-0.024717334036580114,-0.031222916707482513,0.057206151252603546,0.01267905128538526,-0.038648146558148126,0.09068614935601892,0.0060039472440055535,0.035308001475802826,0.04243292891771027,0.13466769238959975,0.02524675161260437
COL6A3,0.05819732025013207,0.08998746236108306,0.09574069071815725,0.10752352855423565,-0.02561483810174442,0.018258806763904296,0.004126132116878839,0.0416865988083886,-0.03680668466414381,0.051855539586389145,-0.058616432359904054,0.1270665938208713,0.15642639263036934,0.15359023088237875
RLN2,,-0.016152398281276608,0.06775666634877006,0.08548736962322288,-0.015671670462770602,0.031238371513264362,,,,-0.026181984451800835,,0.10601205949678187,0.06738586154253629,-0.044511627624682075
WIF1,-0.022896292199353723,,0.03474745284051036,-0.06347618321389878,-0.013546473846935414,-0.011557000451051439,,,,,,-0.026341839244805983,,-0.02167750147309328
IL13,,,,,,0.09461423406498083,,,,,,,,
PLAU,0.03925488432283251,0.02412242196916618,0.029396320133681104,0.06676268695495001,-0.00394757442808083,0.07592602887746877,-0.021182999531995733,0.05338244026153344,0.12282239906542874,-0.022352706314548308,-0.03762325319761337,0.03639758268652578,0.09588018075771312,0.038168164682762254
CXCL12,0.04219198845080093,-0.02936734801391317,0.11066168281714131,0.048174188475982704,0.05294826438862167,0.10948636573519062,-0.05740690558843571,0.1389474021398363,0.016222439743006925,-0.036156295146491386,-0.004891241764481809,0.09371255267114607,0.12224236338545004,0.12892658456407421
MMP9,0.05979929045216627,0.046312186359945384,0.0360553619322313,0.09344819383781408,-0.020630250772750377,-0.01246153184346939,0.01985015904556222,0.08603354300333645,0.14074356075594283,0.00982328403062544,-0.018325051478302937,0.03458109255764929,0.061647787950966856,0.00854777519334698
TNFSF14,-0.011392181497663025,-0.020280894603217796,0.008047518994381036,,0.01639116077930665,,-0.017144797136810417,,-0.031039472166002124,0.038680832037763915,-0.045802639525744746,-0.03110930276257886,-0.0015142616381232333,0.015333098390080829
HBEGF,-0.0009395640788755638,0.03265808153296072,-0.03167830980892765,0.08117588849067962,-0.015551040114861926,0.054167297775922614,-0.02928486575009806,0.011841484877942376,-0.019764160912534055,0.014933478342819693,0.05752879612092818,0.09077377227957283,0.056595628947413656,0.06567006350893138
NUCB2,-0.01761939735539065,0.0099512893577289,0.01590013451697223,-0.009148225139224942,-0.00882896233886949,-0.020174956485015494,0.007525747513157392,0.006107572141981941,0.04434437264517655,-0.06242591463969971,-0.04752371887511596,0.0025584513668681142,0.028386934227293558,0.011165111928530572
VCAN,-0.006921721333348058,-0.038215041656796664,-0.028150502544347138,0.06990555732752916,0.01540007046942415,0.04655882161088624,-0.0032027748327017646,-0.022705077393494713,-0.025474769476472543,-0.022995004788637023,0.047484765354307346,0.0005304898721544383,0.0699087948578321,-0.017925943887399206
VEGFC,-0.011673398715708633,-0.02365391538009034,-0.007471975147453479,0.008782997143041203,0.012443115177274396,-0.01781499181948533,0.010381052592085804,0.0727068265529946,0.03746195287227247,-0.027355932173990086,0.00950757752229259,0.053735678382001016,0.1094845929253309,0.02671711258407238
