,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.02489592297392614,,,,,,,,-0.01611380433815359,,-0.005466087857125175,
BMP1,0.0182614383731797,0.014710836871600555,0.05227697742842831,-0.017160572639485477,-0.026129432263808944,-0.03136994198915177,0.09262508019221319,0.1477685368117191,0.059921731201524955,-0.014164137130024061,0.0465487591366974,0.000699475635989906,-0.04825968568796053,0.09187603078504475,0.06076474756506874,0.027350653023450407,-0.024841864309124165,0.05761656109495657,0.09086932084585252
NDP,0.0013423825296008996,0.020115844657317652,0.02886435970262521,0.05706447652682292,-0.014997575079362915,0.03399260706913447,0.003943419141045481,-0.024250198115136595,0.019721343698384602,-0.04586691545938599,-0.004357863766793316,0.008753378671151422,0.06155443303460651,-0.007232841605716082,0.00936923607406154,0.025677890124869467,0.015868583923829466,0.003747086318551845,-0.00662175314953769
TNFSF18,0.04712465794676561,0.05416215130822562,0.03055571573572382,-0.004253878105200034,,,-0.019423990231435113,-0.026800712435607364,0.03530587901106599,,,,,,,-0.01661788198858834,,-0.0184068862757083,0.03391160916843039
IL36G,,,,,,,,,,,,0.014523971890866369,,,,,,,
RTN4,-0.07301381494815332,0.06832921693465373,0.049176631754597515,0.023650951242680913,-0.007574126657593648,-0.04704306193246698,-0.012512101290167908,-0.12567752964323445,0.016310272264958074,-0.02530806796752105,-0.05412501701201764,-0.01890025466299345,0.1133332077536603,-0.033010575524921,-0.03527030586707155,-0.06004207346806782,-0.025509456698093697,-0.01576308028144924,-0.12078681036873998
HEBP1,0.03269514492428943,-0.010776122405591634,0.00834926643585104,0.014542418595712932,0.06368423271430856,-0.041070356698025084,0.01832056365001169,0.101787481391013,-0.019593547534911788,0.02856874410969958,0.04230436200152446,0.0033102573387743944,-0.013660708658545183,0.01651064456895815,0.03334046490718029,-0.019583813701791058,0.013562838687007209,0.013058272149797455,0.012047682515885548
WNT7B,0.1700680879884733,0.03015283585811828,-0.016504932729884705,0.001350068002726139,-0.03255376131720174,0.03704202350958317,0.043825444335550454,-0.03269811017623299,-0.051945820054001834,-0.016214409639287032,-0.0030521853526844626,0.02727809141466276,0.04248807860874643,-0.05494921970927938,-0.016352690368217508,-0.03474933558981061,0.0982701372478113,0.01865052719512013,-0.05179854892253024
PTMA,0.005324725578192827,0.04771297364906248,-0.031225674038134563,-0.0264707841223152,-0.04197589671897222,0.0014684406740139387,0.025303777896434503,-0.1339220040920373,0.0009740785908332559,-0.04327995840691957,0.04707112686578842,0.005884477955506676,-0.09934279289943916,0.024785893829371488,-0.03962573872305049,-0.004333833249272965,0.05180916159971858,-0.008209290506918578,0.09095003924075674
FASLG,0.0846381742172176,,,,,,,,,,,,,,,,,-0.020435875117992504,
CEACAM1,-0.005862635321024382,,-0.006807327256307974,-0.013221186019059382,,0.012712120080315423,,-0.007254453725430129,0.01863418974085234,,,,-0.013386446512573797,0.05879229974114305,0.13262356358415675,-0.02387816148723964,0.009818715617210918,-0.028433518742968074,
PDAP1,0.0617714426991737,-0.06901132277289525,-0.050088845779056534,0.06431131217197172,-0.02146695080787249,0.05793362706757518,0.028494988640952776,0.08313340258076482,0.03125662566466046,-0.003867795009313898,0.024720567253504144,-0.028240121813110853,-0.035002084509381984,-0.07462626881060062,-0.02704792353505624,-0.029182931371105503,0.029969398314086147,-0.05097108719967722,-0.034322541000380714
QDPR,0.02875547263039101,0.0005928418939805967,-0.020730617948776953,0.01083832011886892,-0.010149144561840556,-0.006899433852285618,-0.019817572386838362,-0.15482209816623077,0.040515096142004214,0.004992581867987426,0.006350159398134053,-0.037119995616849276,-0.022202354856185942,-0.045588097542347786,0.03876252692323741,-0.03121592865009067,0.04193796227385188,0.013512860973764931,-0.13156646473432831
POMC,-0.021636172333702595,-0.012181280113656153,0.044767574379440685,0.032155071336763506,,-0.003924749011302313,-0.021401355801996036,0.046731602382765663,0.031736772848662394,-0.006279891145851846,-0.02453573972728568,0.04362141042530944,-0.03056999306010595,0.05681346947785556,0.1078773431825076,-0.01592855269850342,0.0033393129800678117,0.035225659015405524,-0.0014060498190555102
CCL18,,0.10701315627081884,0.0020623108206000718,,,,,,,,-0.022028858006964393,,-0.0221952678308782,-0.04075501275622955,-0.0026478517235365225,,-0.006516882802097576,,
CCL17,,,,,,-0.029509786259233145,,,-0.03245442935313791,-0.02006889378109286,,0.0011952363571004364,,0.080154656511972,0.06224246439573404,-0.02124512020564015,,-0.01852282544475461,
VEGFD,,0.00795330938776443,0.01944254421447833,-0.01893669641413226,,-0.006149743754579007,,0.0828999677871569,-0.0297599110421283,0.004402241459248132,-0.01657733757907595,-0.019152303651571497,-0.03079829331655929,,-0.037432080999817166,-0.022407044525070995,,,
TNFSF13,,,-0.0031697285223839526,,,-0.020355190113100545,0.07749572053677975,,,,,,,-0.011555521052637352,0.042237435358250794,-0.02278264393552426,-0.011019239769015948,-0.03018139802480641,-0.0028322535004678194
WNT5A,0.03812398184178751,0.0882407160850396,-0.022309894705235426,0.007265247671643867,-0.0029447769696987172,0.02439903300770085,0.0681735111220025,0.06895364853818828,-0.02017237198033898,-0.025002024235865002,-0.006166805235457676,0.027812166986049706,-0.015502664073011735,0.030635378962206868,0.10848327283847974,-0.022752273056309558,0.016566065079542155,0.0661090266172115,0.1457216077356975
CXCL8,,0.044850677568744036,0.04033185750720273,-0.01773120010840117,-0.05005131925243611,-0.009898815514765784,-0.026794721481250647,0.10619974022801078,0.010434174825910698,-0.01370862696197786,-0.03165637132205122,0.07011794168880318,-0.027671005495258433,0.01899460408763895,0.026011910406085827,-0.03016343958260852,-0.012561594025493486,-0.02487347986526601,0.04223908765219369
GRN,-0.04596771796933089,0.08148857714169473,-0.014439042628275167,0.03565673797979051,0.08354266504178594,-0.0027924524885722286,-0.02249093600933136,0.08425121410691555,-0.016949777466993016,0.018914143229622784,0.04566502287844422,-0.03622002852452347,0.04102548983311448,0.08366656090399185,0.015608825586458201,0.0278845904629303,0.005478518574429641,0.04670588588659025,0.07990011740883249
MIA,0.015300869047127108,0.07537730870498513,-0.02166897719338599,-0.016840973494081653,-0.0433830795771133,-0.005901213984665537,0.021829989678468158,0.025596872640217753,0.01584565749747944,0.050661925694267196,-0.022481847924316956,-0.0009462962554054675,0.067508699457111,0.0341996774953438,-0.04081390527627769,0.0053666896955639086,0.035991894605055655,0.015015239175809072,0.01973880015479154
COL4A4,0.23374271111215952,-0.04474995363223963,0.05491131909489314,0.016440593388598726,0.0016589108104953,0.00993669727481741,0.023951774620263763,-0.024533084186760586,-0.02033678759585161,0.02385554359696247,,-0.02544403193532794,,-0.01857362928648779,0.011446347768903431,0.014567625822713924,-0.02998646072855604,0.011183055738016267,0.08732463081271608
TAC1,0.08363563011682727,-0.004251191623517758,0.02786262368853594,0.01691506162180662,0.029474178441101822,0.023151904629481294,-0.010385635302040898,-0.06586456002265417,-0.018586573987681758,-0.04677677480654893,,-0.02218186817848471,,,,,-0.03947476072286211,-0.024350137527297002,-0.10137975107625011
RARRES2,0.05909944401747929,0.051175923260903,-0.04623327076044523,-0.036198659847362646,0.022872778824539506,-0.026067460684929915,0.0066896633642189035,0.08515929263935877,-0.021355843304756334,0.033390839317522666,-0.08840245491617041,0.05173737606030191,0.04942151494845564,0.03751075879648963,0.07284588818378095,0.02352831853279794,0.03641334413721854,-0.04035901776264043,-0.029762824894096856
FGF7,0.028017185563514093,0.06173813569971169,,-0.02137356344872362,0.0027840899670049735,-0.03389637476842628,0.006300007995923766,0.015038961057028243,0.028565341783263472,-0.009103674593695045,0.01766907011626088,0.11291256477504108,-0.018252893484439436,-0.00898980785296674,-0.051316118307357286,0.08092545420828058,-0.02208791713653985,0.03948046164489058,-0.07301113924267327
EFNA2,,,,,,,,,,,,,,,0.013558962739294985,,,,
HBEGF,0.021566358626640487,0.021896424003216692,0.059541859078912476,0.06793792511045871,-0.10231255686344899,0.03692238642495173,0.06727929315325222,0.09241666888063343,0.09216722300540311,0.0003364978293534638,0.06794751293629138,0.0018472999388258354,-0.022408409893614024,0.012155184273605514,0.015307699664125459,0.019010765925784764,0.009534510251997762,0.03659703532431968,0.14613573364619697
CSF3,,-0.03099892222257502,,,-0.023107233498095264,0.007468673650355789,,-0.011513172866292179,,,-0.02490456922189081,,,0.015024268158897857,0.06937391248821217,,0.014214200992030666,-0.019501677710236472,0.026162981048425352
PI3,,0.06399394703345364,0.007302096474658567,,0.04447358081965951,0.024854899109017156,,-0.029226270331447028,,,,,-0.014185673182707326,-0.044238555298088234,0.03627804075758273,-0.018051194615515683,-0.021490874295138036,-0.0224857680328961,0.0005364419377322798
PCSK1N,0.01993227381396906,-0.09048337093601218,-0.0235669142374848,-0.006176946711167388,0.06825880895787906,-0.054773281808227985,0.05404810405107042,-0.031789075436991526,0.04837290183026217,-0.04027133040800314,-0.040329864042464816,-0.005783062686228496,-0.05682630393736886,-0.04191779731307323,-0.02908488662868747,0.008171165213915203,0.050158228755640986,-0.008473316076247314,-0.11722061587671213
NTS,,,,,,,0.09786411993591489,-0.0319024696609871,0.013335840016091536,0.05564428125187085,,,,0.007195779829512836,-0.04334344307675365,,0.03279085719814368,-0.028879325416344633,
SFRP1,-0.02611143250778691,0.017271902642592266,0.02234902855355558,-0.011418071793529041,,-0.025748429170374402,0.07012074810918334,-0.03396789633622132,0.00491313637473734,0.0081965597816191,-0.02081997545930321,0.0107138829795792,0.04776751294531696,0.01630836029038767,0.056182655053530005,-0.024291801618012927,-0.05490173701122309,0.03328144305441438,0.003589674858080132
CXCL13,,,,-0.011874767056399756,-0.016778585632005648,,,,,,0.0632972820168036,,,0.028975394047867482,-0.04156527084337717,,0.0035805110679006996,,0.04723438113240449
MICA,-0.010368709403609316,0.02825496910366933,0.057915025169767764,0.007476899064436743,0.028778384220261962,0.022606074734968083,0.018622391145303202,0.042286521678401544,-0.004685649138275255,0.03166619311727253,0.07060060961235878,-0.06477611671883772,0.05894547943049699,0.07278411222526285,0.0719349597261279,0.01661777789587981,0.006452497137803405,0.048876357919924285,0.048459024226304194
TG,0.02446897682898612,0.17460728681411175,-0.0012635480669273287,-0.017978149124441928,,0.0994820534203496,0.019594415573797423,0.0220729471228763,-0.040608503156763974,-0.01452377127777474,-0.03538322529013834,-0.026843921885936074,0.022036930956688114,0.03315205640096376,0.060660437779238394,,-0.02699639119369979,0.05291455548815844,-0.03500734967563279
ADA,0.029312874150047137,0.02255486067309632,-0.006802856837802704,-0.02800606564698431,-0.04559320094498509,0.009672564905701113,-0.009156234595135416,0.04032946403692988,0.03705424869085551,-0.02358777255756974,0.11263370441389167,-0.033844158652237125,0.0841969506434603,0.02475724642081069,0.05474113741063799,0.00039791965097716534,0.01936540589182664,-0.011501550590409283,0.043945370954311565
LAMC3,0.06519927235860042,-0.0019134341067977673,-0.0013454917016505596,-0.03196996220239672,0.01870044300280774,0.0010609758431176595,0.07329869027836287,0.08393117392427547,-0.0051766303856592664,0.0010351544159309816,0.03259486267664928,-0.016627762314706123,-0.06475776329511901,0.07984962685726284,-0.016823888514297464,0.07193046127312536,-0.001175180355457955,0.056558876237715515,0.12173153371229262
CCL7,,,-0.02376387845072679,,,-0.020089692353570186,,,,,,,,0.03663546047778583,,,,0.020124269109757946,0.05434309584532103
NGF,,-0.025781699960556743,-0.005453601303566213,,,-0.019879176859306995,0.0059314086733805,,,,0.1353586836831749,,,0.09980854433409468,-0.01143621045007787,,0.07282485430701789,0.033323084602721466,0.03951912073237375
TNFSF15,,0.006322807899550927,,,,-0.022370855009966804,0.0088209337069502,,,,-0.01585971919588292,,,0.024061538438042016,,,-0.020369358995182423,0.001955577358660889,0.06065869661067913
HMGB1,0.03387180271121723,-0.02114347329016365,-0.0443454220884134,-0.0061633288193315055,0.03025742240775358,0.01220321360931876,-0.042038006909297904,0.02851872034497168,-0.04354069613736431,-0.015119206889559929,0.019121594820565125,0.03335335971279966,-0.05021068030601452,-0.004774805693170996,-0.025981256776490852,0.014114890862243944,0.0033753092534052594,-0.03713115914726242,-0.019592514634267345
ITGB3BP,-0.006430406029287781,-0.0615824319933935,-0.02180913491509906,0.018767868943686237,0.04016250576609279,0.04100433269055771,0.006678475911811218,0.07224382067712014,0.04303522802988455,0.0372998730875239,0.045297220804580575,-0.013532393917863319,-0.05230993044507128,0.010630625932694059,-0.04631835291309413,-0.034503244876242824,0.04397400101320888,0.027457100025849418,0.04129885329301249
AANAT,,-0.04620962058630648,-0.03447777221031918,,,-0.020355192285571238,,0.042229235599637115,0.0009930329756471777,-0.01674178379459413,,0.032176887846367686,-0.048284855049034396,0.04533323083137753,-0.038977864881615316,-0.026279532106772564,,-0.02162200040681384,-0.0022030831794040036
RELN,-0.01722990879599531,0.010819921909390509,-0.004955410788826515,-0.001678630564256215,-0.026022275532635433,-0.027062000004170854,-0.004427417129098633,0.015952633501033955,-0.012018403283051524,-0.010482982363652742,,-0.02653850343346366,,,,0.035384748737107855,-0.02460397819132691,,0.02649004147898872
IL15,0.023267174978989807,-0.045338448517978545,0.04079511682773615,-0.022903886934891177,,-0.021646700419929076,0.048968969855460905,0.07517496051985822,-0.01783540754994373,-0.035983579985179204,-0.03729230474597397,-0.00704790559386591,-0.04258908674464652,0.010109266997259852,-0.00242680092451133,0.09579431993866867,-0.04191804466938976,0.014580196445294385,0.04105574471588567
UTS2,,,,,,,,0.07697732739320737,,,,,0.05297134994746025,0.08186991217765203,,,,,
BSG,-0.022754582539692172,0.05758598333212364,0.00553226402865701,0.03964287587224865,0.052187675782012326,0.014853403221626774,0.053243350455526584,0.0012543499613191218,0.007262249659070635,0.0073159387754988675,-0.02287997947689779,0.023736180715396023,0.033621356851832956,0.037226944944530896,0.01542709645321697,0.07355559973905386,-0.013834603826851085,-0.04728198691958768,0.060789773374970074
ADAMTS3,-0.0030260176746372994,0.013036639794685025,-0.011445887811766932,0.03043176566447181,,-0.0014389065578515596,0.0023583904986712386,0.13857862502055956,-0.08600772383387585,-0.016465510312442304,0.07457545443272079,-0.01883918127907455,0.09877852116544322,-0.036641675354028916,0.05474092269833661,-0.0280526384044365,-0.003441639549130547,0.06956218866407883,-0.0321911762966673
CD34,-0.021764497314182098,0.03595460394426025,0.027543696283773608,-0.027797373134272788,-0.023394515443401195,-0.024498168293507608,0.0015038213388304997,0.07677271566958702,0.018598033790996404,-0.012470452430834797,0.05137520833682054,-0.019113592148543714,-0.10778023329971037,0.04982405319590148,0.0028262564767719497,0.08674954583447071,-0.024139391019342798,0.04813155168840867,0.06381601333188597
CCL23,,,,,,,,0.04517947951318497,,,,,,,,,,,
PLAT,0.12344048465795612,0.031425043294348094,-0.007230071143318916,0.0055429088424898305,0.04421004084738417,-0.002679122788511364,-0.003437870191028394,0.12852746417697825,0.06332412021327728,-0.018479116281364404,0.014236967581113738,0.021195476894287166,-0.025258135859240742,-0.03507478975577626,-0.020913354509366724,-0.009081514328853964,-0.03281664744222028,0.036922342789314125,0.07404128273372201
NTF3,,,,,,,,,,0.037654933091736,-0.03378214251451031,,,-0.037128096802817936,-0.019212487136411854,,0.06137868566363289,,
LTA,,,,-0.013221187375789884,,-0.025748427965822412,,,-0.03517204995348413,,,0.06836390800911318,,,,,,-0.014649387291871577,
CKLF,-0.015794841601324206,0.0563079285863163,0.06656879931876764,0.011190131316651461,-0.037330932822963465,-0.043502565616959615,0.05015697865405584,0.0505051312573113,-0.020546696750439197,-0.00782493565290581,-0.00415269424584251,0.021351135736405204,0.03857920513921392,-0.005811415983863993,-0.025997328918049865,0.025612303268737945,-0.04733438003951825,-0.02044521159175354,0.008182488555473115
APELA,,,,,,,,,,,0.0567973415170151,,,,,,,,
CD24,0.1100123465754918,-0.00898946762795631,-0.035783519239074364,0.058357206783739714,-0.03159838094569805,-0.02016716977336303,0.05138536849229384,0.034306701219048344,0.05455532027968533,0.03313998862748861,0.08629355736603514,-0.01357208397728706,-0.0017204887289547165,-0.036389856935611684,-0.007146437596552004,-0.025220691748744833,-0.03598634182155652,-0.047383998086413505,-0.07858136997884801
