,UKF248,UKF313,ZH8811Abulk,ZH8811Bbulk
BMP1,0.021870030818826772,-0.000538807668300837,0.06406932775925463,-0.06287261644352352
NDP,-0.004891607404610759,-0.03815697301440775,0.0173340983319167,0.020467778925259437
TNFSF18,-0.027232129609639697,,,
RTN4,-0.007243942983127441,0.06929347388143715,-0.0278937306820575,0.05964151518300068
HEBP1,-0.014317712868655437,0.052288570111436075,0.039119369462050066,-0.024273110301603607
WNT7B,-0.04030056474456543,-0.01951569749414884,0.11132641068811255,-0.001238513108244814
PTMA,-0.022749002748074936,0.06347449637843965,-0.06450666548454576,0.03595540282915877
CEACAM1,0.021930316330681945,,-0.01848988957308973,-0.02008999854878688
PDAP1,0.01550762867288127,-0.01555989239924812,0.029104051391345923,-0.06279201016455957
QDPR,-0.005784781764070708,0.0846252396047602,0.02648834269444906,0.0856385015647555
POMC,-0.006859064942180594,0.013352537588103551,-0.034366724238901136,-0.0018528307571688107
CCL18,-0.021629327573143894,0.05851702921869725,0.11235152116606642,-0.01374304257990447
CCL17,,,-0.013117681716295813,0.029574908972150937
VEGFD,0.009547926449628631,-0.022374593629621242,,-0.02008999854878688
TNFSF13,-0.016322189850802967,,0.11261789004531572,-0.018704957788937427
WNT5A,0.056351729086946335,-0.05139507468351525,0.03568155278669019,0.014377282230111319
CXCL8,-0.04170672614578106,-0.018778903556501796,-0.014498402160401937,-0.06421385384550161
GRN,0.08627236424804302,-0.03505618501526897,0.004045389347546372,-0.06416487950047564
MIA,-0.026047408011855067,0.035935090829502324,0.05745290292358428,0.04439343440413228
COL4A4,0.028918177001536365,,-0.0346606253079855,0.019674686723972542
TAC1,0.027572269595364757,,,
RARRES2,0.01775646125942548,-0.05547404031490781,-0.008211982585847944,-0.09656758619722312
FGF7,,-0.007210034963773803,0.07798622439821205,0.0762553938367737
EFNA2,,,,-0.019094199136098552
HBEGF,0.03981378295801142,0.02470576978846785,-0.055210702367888824,-0.01813045836330952
CSF3,,-0.03361393910225482,-0.0019872518158811974,-0.05633932456907739
PI3,-0.022754964537340074,,-0.04119120265319526,-0.10673708658739132
PCSK1N,0.032049142694465266,0.01684151025858774,0.019196003208271178,0.007379646774310173
NTS,,,-0.03060218594377586,0.04656793706001561
SFRP1,0.03147429359284957,-0.02335231154663902,0.09310512969537899,-0.018539248095727687
CXCL13,,0.03678138492327257,0.01377477296528051,-0.00296393063903354
MICA,-0.0006323255628925351,-0.007352912220239144,0.0315567878982274,-0.011938120130484566
TG,-0.034060943650983076,-0.013397737974660663,-0.01743011939256773,0.05559005540156738
ADA,0.03225829395271696,-0.023859993399505647,0.08973916383689828,-0.0501442590165751
LAMC3,0.05597766532062851,-0.0027311220989682393,-0.049542931038427815,0.013411565111214835
CCL7,-0.013758079533776196,,0.13303581897550043,
NGF,-0.023621939345835744,-0.025976595320963684,0.1496946062822189,0.024791660838894367
TNFSF15,,-0.0036935645475631718,0.0259324114915845,
HMGB1,0.005019693431725358,0.02733262012501452,-0.004537014757105263,-0.031581564269956744
ITGB3BP,-0.010266105882665431,0.03419267315841034,-0.005905121997336488,-0.016937238301325895
AANAT,0.11878216119178256,,0.08340611275812079,0.05297457275821844
RELN,0.04648081059680389,,,
IL15,0.08685716790286899,-0.027103056005574035,-0.01686975486297717,-0.04658592089053938
UTS2,,,0.18852918212927977,
BSG,0.049150360618394506,-0.09837478005406537,0.06854115040263623,0.05789071418601688
ADAMTS3,-0.018775781649446856,-0.0317300106912417,0.04569619553124244,-0.01818827930793548
CD34,0.02260374351235118,-0.049223188689091146,0.014917151458716084,0.023976152194860885
PLAT,0.008684527850582208,-0.029394008102580423,0.08875243859090441,0.07194557717081926
NTF3,,0.008044368675564606,0.09636359503394476,0.08092980134879481
CKLF,0.0028273256976325115,0.05249733268602486,0.01853218199301229,0.0133924983405134
APELA,,-0.03946084532763991,,
CD24,0.00038185810708829364,0.07087502158731811,0.03781064124592169,0.059542848428548595
HSP90AA1,-0.05721169528557029,0.0822872852828314,-0.06589501440920831,-0.09057002267777074
BMP4,0.03835199426012759,0.0775793138211615,-0.010032245049887993,0.01647435670316188
SCGB3A1,-0.013758078157986625,-0.027377250594747816,0.030819104589054337,0.0334085349416785
IGFBP4,0.07518074376018213,-0.08470775463386403,0.02039187506217978,-0.08216847623216096
LEFTY2,0.051347175513643976,-0.024203566514808553,-0.016689437326473218,-0.02195489840608535
PF4,-0.014271797594324735,,,-0.017501155461224327
ANGPTL2,0.0027614103201806482,0.046799982923175554,0.0039963545242983145,0.08108140855069781
LRIG2,0.02188224743822914,0.03543283004980328,0.052668433518305524,0.02236348161165976
ICOSLG,-0.023210594093494224,0.03287727786092282,0.07268877086030529,0.020715771461942915
WIF1,-0.025679783268265022,,,
NPPC,-0.00015298478978655294,,0.09579120887058826,0.0695078508879386
LYZ,0.06121869637013784,0.03839450627469908,-0.011883181214055991,-0.030510895460944466
EREG,,-0.028302293354570168,-0.014850215358997198,-0.005661718645523809
SPTAN1,-0.011252727317579383,0.026087574328765375,0.041690773412758016,0.044583424279401
LIPC,-0.017472431523121463,0.054776197268336796,,
COL8A1,0.07600742531304501,-0.07202609242124253,0.02192190350719243,-0.015965112164680953
GSTM2,0.03086065206703275,0.0030445964652310296,-0.02523873052196736,0.009776334579222092
SPX,0.03571556613728049,,-0.019822502029009422,0.05230027478104524
MFGE8,0.0016841601564097687,-0.1046575532568952,-0.01568911055436826,0.02167434887883308
TGFA,-0.0021333863712486795,0.03356420269506315,0.07586165453510339,0.05737185187054846
SLIT2,-0.012492154790737087,-0.046876028286158805,0.06656107381004428,-0.00441443287461923
PLTP,0.024267980677826418,-0.03935515658746391,-0.008163024876301448,-0.0627424303805276
APOD,-0.038809146740519274,-0.014445230323602771,0.03831902247134075,0.12368792754744491
B2M,0.06767822381404655,-0.022278649117898265,0.07033593382114851,-0.0088621210798904
OMG,-0.03400762828799832,0.025598026200653747,0.015413494685762487,0.09109637847239084
CXCL3,0.00359199385177805,0.004479658839824563,-0.01405790341408101,-0.060210172964440964
CXCL10,-0.0030882552658428692,-0.024423283277601873,-0.020301865832838516,-0.0234741229970153
RSPO3,-0.01868860107546807,,0.068275797254514,0.03495906013850637
CORT,0.0029733027324222805,,-0.022418037504520563,-0.018314069674624584
NCAN,0.020830091023417284,,0.011696691892109526,0.10582421911181517
PRG4,-0.020690508553055598,,0.09855696417243982,-0.027023530516925597
ZG16B,-0.019078301952058035,0.01977286549297649,,
TGM2,0.05916833390931405,0.03810798062975718,0.04506430877539132,-0.03948239265215997
VEGFC,0.026149231706733705,-0.006951626084678892,0.04598150108882343,-0.013599711042826574
WNT6,0.009200446326538415,-0.03570303677027051,-0.029349407751136505,0.017650310426237933
NRG4,0.09480363156959151,,,
PMCH,0.00836957282876973,,0.13415028406962762,-0.025695619545494434
COL9A1,0.07665594466218974,,0.006630006928652578,0.03161528292791331
GDF11,-0.016257376143138477,0.03841050251844081,0.010740570476367712,0.044631101507340246
IL24,,0.03801033998660595,-0.014899159557416964,-0.017222108435309705
SORBS1,0.04797443093003668,0.13827898740964387,0.05065385202645587,0.04398779083800459
DLL1,0.06593777103382448,0.02211950350646619,0.005013701232007754,0.10508392449651927
TLN1,0.08081390031608647,-0.04950946624785829,-0.03551570214819146,-0.05985429119974005
COL2A1,0.011969425180340106,,0.035685684304062916,-0.03533866674653364
SHH,,,-0.049756987697909774,0.05918311683975869
PON2,0.033848784028493534,0.040299250855385674,0.03897766712179927,0.09269209651435369
ICAM5,-0.02703734345302349,0.042635707093043144,0.06719259353745374,0.05477684181863438
HPX,0.09879340634761437,0.025027197639980753,0.008534801374483862,-0.010938486525428807
SFRP2,-0.018291401575496465,-0.019870731243160647,-0.023082452867921457,-0.020725126762810887
CD70,0.02064596289015981,-0.060400826082741416,0.03773211118186854,-0.05748322039573824
HP,0.09236593411837501,,-0.011588915489074014,-0.10026496514502989
CXCL2,-0.041385929489289666,0.009720546293752363,-0.011079076526975795,-0.04339818056452456
NPPB,-0.01774925239405106,,-0.015943972929234027,-0.0061558716823203186
CCK,-0.03962521882618654,,-0.025996979232536976,0.02716031190324868
SEMA6A,-0.017842050876514314,-0.03613922273148184,0.03501312767191739,0.04864885903154168
IRAK4,-0.0020573831485958126,0.06485930254424692,0.014309303982329036,0.038541767885402346
GSTP1,0.04704129326746598,-0.1580615997782188,0.10314439944376902,0.03237198832354508
VCAM1,0.06952590595038234,-0.0078008703463852075,0.019662642816753746,-0.01963322891595411
NXPH3,-0.02316919135431136,-0.027507494704169515,0.11956444908754446,0.013581573908923388
MTMR4,0.01231247142782726,0.06443831865715448,-0.02482169574464645,0.008746826095487985
LAMC2,0.08305434077710691,0.10550663134409263,0.1439395091324629,0.033682825622051236
IL10,-0.029435320846546032,-0.02157985916549148,0.003245820231241503,-0.052786135174410824
SEMA4D,0.012542660522943032,0.010586400364196006,0.047667384810415256,0.07969966894813822
TRH,0.036811139597755685,,0.026936312261747128,0.01806878628601871
SEMA6D,0.0005693154877925613,-0.02713154358028468,0.011197203480133712,0.028729065912401746
CEL,,,-0.022562499747814678,0.05920038422281552
PDCD1LG2,-0.03885856831149781,0.03057922387591484,0.08491212237720738,-0.02618551795418303
SPINT1,-0.03524378379749102,-0.007907419444670296,0.0908271811928299,-0.0341553745861124
CTHRC1,0.031718189751444456,0.11396142412321601,0.0040460933791817855,-0.03814965287654112
PODXL,0.06446160714417137,0.013677835268862959,0.03402690490762587,0.018470142378224513
JAM3,0.060370557527050464,0.08412392351363539,0.04837416115259533,-0.050956072553834164
TGFB2,0.08629126464265027,0.015794043323012676,0.0556071976110721,0.009769501721954472
COL18A1,0.06428473104005995,-0.04132383778466216,0.03228949350220012,-0.03103840280398727
NODAL,0.008134292887951929,,-0.022272757118918973,-0.021273360802733315
INHBB,0.06999781627301442,0.06051876548771635,-0.0023966093986488683,-0.019601519575671356
LCN1,0.034947153465176184,,-0.005680893895848139,-0.0001662133810421785
ARF4,0.006319878935439184,0.02346256453021735,0.049174684791939254,0.08645592247835697
CXCL14,0.024085058395073702,-0.018464050129207654,-0.03710630516261132,-0.04901716722939665
LIF,0.020083308582596365,0.012881842769202649,0.04158406455245294,-0.02003961024545397
IL17B,,0.021254428320119447,0.020887592090101676,-0.03216723082634235
MMP1,-0.01920661181337862,-0.04539618942437823,-0.005812414034107446,0.005463922199096165
MATN1,-0.018291404068138995,-0.020134257930339804,0.028690658747449582,-0.023987095920841677
ADAM28,0.027072091245511274,0.021881874286132724,-8.542538993278149e-05,-0.018704914510937077
TCN2,0.028470947523810894,-0.040283458687873336,0.022154512956145758,-0.0035402319589565114
THPO,-0.008938122081526589,,,
CUBN,0.014320998121518892,0.029564243774514682,0.06086857136476068,-0.021156610607331188
TIMP3,0.03302237432007174,-0.0005207712600276744,-0.021329568781720078,-0.0035481475492205633
PIGF,0.027072671693452968,0.07024560199261759,0.04521010226302898,0.04648868635106721
CRH,-0.016322188711279346,,0.0961069817465189,-0.00407722975969998
BDNF,-0.0383457018707484,-0.03105705469347984,0.06084000009581789,-0.06620645690111843
CCL5,0.07532333570524868,-0.055291806766764186,0.02237633203024633,-0.02473183284939588
GAD1,-0.02295764416767246,-0.030163397229510894,0.047089177970537965,0.08428673617788345
COL14A1,0.03131183313712876,0.04429614714220537,0.04673206909316612,-0.025008253564834007
HLA-A,0.027863832409720107,-0.13066706738201966,0.018166613282672554,-0.09492147966417747
CD5L,0.004358537052245711,,,
FGF18,-0.014768628937028428,-0.020906026099965794,0.011463695398609176,-0.03136056071801267
ADM,-0.007514300391363719,0.010452499904630605,0.002558882892615336,-0.03739667246307505
CCL15,0.07594048239823095,,,
GNAI2,0.0804746455243139,-0.07869081229748146,0.0011207411053399798,0.022891408613481243
COL11A1,0.015640482950342482,-0.020964023465234714,0.002480330030167268,-0.01604820413239129
