,UKF248,UKF251,UKF259,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,,,,,0.0421195475781065
BMP1,0.01332853116123413,0.045523554460384495,0.0028338255206392894,0.008924784349947448,0.05383612905062222,0.02893818327395519,-0.0017952026953722367,0.06438821225820285
NDP,-0.01521170225624293,0.013021665472429762,0.05733802242273905,-0.04221864073886784,0.07377895289041748,1.0364088732129233e-05,0.06622226556102091,0.00898585652873281
TNFSF18,-0.024830504610871256,0.08849660130503453,,0.09353521791976763,,,,0.029699621472798525
IL36G,,,,,0.02277645060271947,,,
RTN4,-0.0016219017713999231,-0.004573635835254021,-0.0003706014269888746,0.04137858982686147,-0.03240900256487903,-0.006637643689148599,-0.052235907450156674,-0.010212703336873775
HEBP1,0.017918426872376565,0.049156914633160444,0.007498840810571425,0.010223352718072122,0.0028444544406168396,0.03514495420228443,0.006721035469999133,0.01637350799041688
WNT7B,0.015607977186701006,-0.021678095148966747,-0.014489071634560782,0.010834097565025479,0.017684308274001834,0.04271875262615887,0.007390365640888727,-0.011893045952900706
PTMA,0.03810617007147134,0.04056557313261226,0.004567543053184274,0.04183815169077391,0.0024206912664215723,-0.06604796398816518,-0.04794691444368972,-0.0058638343711248835
FASLG,,,,,,,,-0.017508881721048777
CEACAM1,-0.01580393568753256,0.02336694371283564,0.009702061287339527,1.3549127098832493e-05,,0.047634311620489735,-0.020090001439639318,0.044379538181854104
PDAP1,0.01206361919741189,0.012240943261627087,0.0038085443634740513,0.053383515139384274,0.07747892882830314,-0.0018934690496967641,-0.05177664409104868,0.054770097194652353
QDPR,-0.005884057759315497,-0.006595328002956519,0.040268438641285244,-0.048755963337224546,-0.028556950959644476,0.0078073960073851015,0.08045424164317055,0.033785938842357206
POMC,-0.03745709290698404,-0.007216500956452305,0.030635187781079726,-0.012354525526963844,-0.03636703824778512,0.026353825247641807,-0.029028715830927775,0.03841599175978101
CCL18,-0.0022597311940255197,,,,,0.08374899690939147,-0.03161213398765493,
CCL17,,,-0.022112119426794863,0.028924060612167735,-0.015506257036679457,-0.016913323668659504,-0.02900117831703664,-0.015869834689208058
VEGFD,-0.019721824781152864,-0.023828640661477933,-0.012564024867074575,-0.014148199666246501,-0.016618535946730465,,-0.020090001439639318,
TNFSF13,-0.01488272184950288,,0.004184816436245796,,,0.020533845859484427,0.0479795350074777,0.05758799755642212
WNT5A,-0.031252654794513404,-0.02510597558273709,-0.03850864356987543,-0.03651119917765414,0.04263681883971536,0.04538443761931501,0.009399892833806323,-0.06726226118912448
CXCL8,-0.025216257378595747,0.09318621284062925,0.028394720142140638,-0.05524826673192994,0.01976993053953378,-0.03164661018837389,-0.09060667823483633,-0.05746748843234085
GRN,-0.0057362244386292205,0.024792395729331305,-0.037149867451807476,-0.026841835849467015,0.050866738801038015,0.015221917578005954,-0.03701750509982466,-0.01705406629333277
MIA,-0.039292679281232826,-0.02119152660019738,-0.0132244920481653,-0.026101061711191906,-0.02275984656600476,0.04612548796905219,0.07032106021811146,0.012799952880975511
