,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
COL4A4,0.048234217422099684,0.08194266417182372,-0.021472174256698305,-0.0027808733463873148,0.007644088848735858,-0.014982722287848069,0.177135522046625,0.04566723099117158,-0.020272572354434144,0.1449632127333952,0.027870297517631572,-0.05036848531187,-0.025205219207601444,-0.03170362054986881,0.008301611064823841,0.0778508196243764,0.10475424594223541
TAC1,-0.08397014503213839,-0.013363677182690124,0.04716034700825623,-0.0070492882871617864,-0.017934855334875335,-0.04886070905633241,-0.11119531257997115,-0.12111313231502306,-0.11395017668283229,-0.014210667875731674,,,,,-0.03144896362443458,-0.026339448358644994,-0.12608834754799428
RARRES2,-0.053942754324068296,-0.0038664793608211585,-0.037937315227092885,0.028498158391266838,-0.02184334927543419,0.14588655205857481,0.06070487967643994,0.16402822562050542,-0.16260236358804306,0.06999091016569309,-0.008495801331341033,0.057952739634100935,0.016219026350445552,-0.043151704142012186,0.04577774267545386,0.03604315459687745,0.03590547585460025
FGF7,0.08245675810569868,,-0.01370999837433594,-0.006417106543853943,-0.011090757387938665,-0.02248116934155852,0.035096906690117426,0.014667079851970867,0.08125860804015307,0.04862853581726239,-0.066708970115461,-0.01366603345737379,0.07863467048165304,-0.010424202917537175,0.0005934026345867351,0.04002324669576123,0.030192773160427597
EFNA2,,,,,,,,,,,,,-0.02658815461221193,,,,
HBEGF,0.052264193519025275,0.017880154796164272,0.018310608465049824,0.04693762223615503,0.02054455340170291,0.12495937383080492,0.05990408961011434,0.10599682988960739,0.1610963610483078,0.10368310821452639,0.054881116405201005,0.06380282240205111,-0.019339323843946404,0.042454983447807536,0.01120251591993334,-0.029468052336907965,0.12879485811088973
CSF3,0.04005749711573696,,,0.043016936664170675,-0.012159689451685414,0.15587913520746022,,-0.014525195125611358,,,,0.019797773943450756,-0.05632155786670178,,0.0017704478431732373,0.0572705866890221,0.028083575835191874
PI3,0.061608505557197546,0.06495740163126447,,0.07430770986379778,0.02280213564438624,0.10251725487419058,,0.00416807066656626,,,,0.049540376147539346,-0.1109113129691547,0.03865256361629473,-0.06856887127606374,0.029767546766342017,0.01444703843429794
PCSK1N,-0.12486575763007089,0.004356167763643512,0.03180711227575411,-0.06975866575081284,-0.042541348346436705,-0.13887399813093868,-0.11926548862547373,-0.015603786691151257,0.03319543650703,-0.03915767266510994,0.0021253253197289464,-0.034940963984468984,-0.020730141506001484,0.03343757959247878,0.022740816160647305,0.047733371601431825,-0.11915045289285008
NTS,,,,,,-0.024420639654381807,-0.018799287025344176,-0.023715013986329754,0.03082789069964497,,,0.012138847782122583,0.04538039483098411,,0.029073945877182577,-0.01818241424202749,
SFRP1,-0.06933657934035238,0.015148792366064565,-0.04213647872974448,,-0.017753055899686024,-0.01802032431864798,0.1391487728678532,0.028598768119680658,-0.006923894093756009,0.02922362088420352,-0.05156325338237495,0.0068405070869217086,0.02669782065679362,-0.05645608742058928,-0.05671100182909665,0.02536952496586958,0.08676379406867119
CXCL13,,,0.004765058679698683,0.03283061320957155,,-0.023658560822672023,,,,,,0.0637017280397726,0.00032020009651206806,,-0.042627903001246685,,0.1036355405555632
MICA,0.021505782323659944,-0.0038268322084518574,-0.0042747218750088965,0.022815001948247683,-0.015600852918998409,0.014182449289357314,0.05366237747595985,0.13381307752200355,0.022146243830537406,0.0427566907572942,0.010365327564371089,0.0598778192152318,0.06325289006993098,0.024963003517905286,0.008264995972900263,0.06420096919471417,0.0877866447249267
TG,0.0274062691644646,0.10908658433429513,-0.027996896859657654,,-0.003412312257197265,-0.032954149446302844,-0.02169933296886526,-0.03484954742167724,-0.008224076834395199,-0.02692719365953138,0.01921310834014886,-0.02918947967534765,0.08705263741544553,,-0.021507629409136888,-0.041139056012563686,-0.04302938298678591
ADA,0.01341771953373288,0.031474683759172575,0.0761566800877139,-0.03760005607181229,-0.0030943863823331857,0.007043280064138059,0.0891304560759411,0.08600663278519899,0.04583215890328262,0.059751278155993605,-0.04797651894768376,0.04202466566310131,-0.006206020059954542,-0.004933810814652048,-0.05591422302575591,0.01442726539509861,0.029866361327501104
LAMC3,-0.07146388419098551,0.0818938260936882,0.04288337177293641,-0.027691065506812263,-0.048075646683297196,-0.07450306915554006,0.08295074719758168,0.1576322258563838,-0.017170533586180276,0.002341298596637625,0.034909428883637524,-0.01259809585644974,-0.005654885105826686,0.06164767901123879,0.008751644204812389,0.01770413763585964,-0.02814242089687268
CCL7,,0.015560608979071154,,,-0.013851463675725288,0.09569766053710724,,,,,,-0.005744441239930681,,,,-0.0022113903817353787,0.004411988434726422
NGF,-0.022126580229416652,0.04011558685276437,,,0.053219573937224034,0.07625745215099503,0.014326338837294648,,,,0.031562758486874676,0.04045600864349662,0.11766752255824754,,0.017026325809840766,0.0894683445693472,0.003084351335317244
TNFSF15,0.022647069844018267,,,,0.002961008907782988,0.06895176521233085,0.018235043665955207,,,,0.12739437450271493,-0.03209759717286081,,,-0.01622796993222902,-0.022636314265400994,0.21138517841252055
HMGB1,-0.1195202764172412,-0.031721406499100685,0.017159307316204103,-0.03763116533321595,-0.019866631388706448,-0.08185320879105887,0.13955380988088134,0.08199187300178692,-0.08067156728774875,-0.1025088979921945,-0.07383760085508541,-0.011422268264154945,-0.1086338728890627,0.018308043747970376,-0.07334368703097921,-0.03582292902015226,0.020034776183083653
ITGB3BP,0.023712126884393513,0.018735947677911122,0.0018881761319150773,0.13734740150615823,0.09883489213292226,-0.0009032952492413815,0.15074951479114057,0.1318557105340377,0.03791309910578435,0.06049007126097424,0.021229389858590648,-0.006612190138766834,0.045883542123663454,0.05512018681084972,-0.09727850308032725,0.02687431959073131,-0.07025868802348556
AANAT,0.06474348043915029,0.01678480024478455,,,0.006171992012797655,-0.050568314885373666,,-0.011023978938963395,-0.02181372062151574,0.1374632797783656,,0.015832571011733902,0.057230640169804045,-0.006184340181906548,,-0.023388433124348476,-0.029392993465533482
RELN,-0.09408032508627143,0.027887206972513817,-0.018958393679186437,-0.001482477668497132,-0.02436078526446073,-0.011732665066279825,-0.005395331961566569,-0.07122318815055197,-0.05833771691204265,0.0026646982887058627,0.007617830963981526,,,-0.03183709946065387,0.019704178162575,,0.02727970365570407
IL15,0.029134072182481232,-0.02415102741367861,-0.03566761827165086,,-0.03516362505421429,0.07708001464108961,-0.017890609707269328,0.03512001295469291,-0.020262345231617372,0.014030940694531504,-0.027558408717252708,0.0355581971584727,-0.03714060598007951,0.04773916045412493,-0.0302804867467179,0.030443130280370257,0.013381038707702712
UTS2,,,,,,,,0.08404080328011428,,,,-0.024596833774798012,,,,,
BSG,0.17570639001032268,-0.017874907023335173,0.00895184778367984,0.07307525699289043,0.009020821221302162,0.06506881713985332,0.0701670381726751,-0.015303837401820083,0.20717031029437244,0.029869782296920302,0.09565218828077265,0.10107378747419743,0.015446005302313754,-0.012164444493958043,-0.037980562415256755,0.026365783406411047,0.036612343235577785
ADAMTS3,0.006379808164033292,0.003588889564776686,0.012896109517149049,,-0.016685033169481344,-0.023841746343110194,0.02409343080343504,0.1821259674603837,-0.007515431438030803,0.040993372537761225,,-0.0496890368296272,-0.03409907936159398,0.010992384318911851,-0.043139626047418896,-0.021651021784865655,-0.00875621865745087
CD34,-0.043919659096149574,-0.00024030925667231667,0.0013831774139843537,0.03952544136573801,-0.03444489858443242,-0.00835122057537822,0.08085032043602326,0.12580355966344467,-0.06621426332770922,-0.03433212760517376,0.10004339012671468,0.06033360362019379,0.07011104676359318,-5.472804475551803e-05,0.027135216520230297,-0.0038005677336796625,0.09029738978228422
CCL23,,,,,,,,-0.016723683453600435,,,,,,,,,
PLAT,-0.04044150236636908,0.04751666728570748,-0.031919238334088766,0.02866879484467047,-0.016581087643417217,0.013479579050768709,0.10973364741891928,0.15703473028427303,0.12173781762986452,-0.06766419515045811,8.189616504070268e-05,-0.02868731478128723,-0.004645988049564564,-0.030796712966902152,-0.03514506534779181,-0.031848712063829866,0.041890488098262305
NTF3,,,,,,,,,,,,0.038201862852989966,0.07195973033019049,,0.06331606994588475,,
LTA,,,0.044797027922223835,,-0.017753055069170166,,,,0.07099695743735691,0.026337687263157196,,,,,,-0.03147730626390761,
CKLF,-0.06519116832952018,-0.04522849341636406,0.07483542441955918,-0.03658371517918782,0.0072835995307629214,-0.03772988893186206,0.13644953044805366,0.13623321268064395,-0.06509437087674674,0.009380148691591476,-0.035443539922415924,-0.025028030077144707,0.12421480299887748,-0.04205614854598222,0.012761529350996547,0.0156914769553933,0.08539205313665675
CD24,0.1282931728877556,0.06946966620221083,0.005383832839735614,-0.027820634252026542,0.05337483291890554,-0.10724919487372284,0.11700127141013361,0.03839482772152989,-0.15760559830122217,0.05862743204404148,0.06401414325052962,-0.05399239600371531,0.018391183282116037,0.029902927225860028,0.035588359415740074,0.014868820978617355,-0.017954481434362318
HSP90AA1,-0.06634706636553779,0.06509235332619905,0.03788839813779319,0.0545762989513532,-0.004538890386531514,-0.006655865397704666,-0.13118670183273176,-0.19865917855559495,-0.1549491593235366,-0.025841722245584293,0.0013540004092675922,0.04273966187301459,-0.18533767391679054,0.004893781408184127,-0.06693192222117775,-0.07263716507664363,-0.137480767416139
BMP4,-0.025112211015090407,-0.009515493633199052,-0.021825553236360377,0.01911350050542832,0.039556499913030965,-0.028213588770950787,0.15610076823921915,0.032182317472593036,-0.05726946323314399,-0.025653195638249235,0.00845143498700887,-0.01718256900880288,0.051308065621264845,-0.01026242073490676,-0.042840909600592184,0.023774566023274907,-0.040880357272329394
SCGB3A1,,0.01453005711277748,,-0.006407956883901083,,0.04104437170802285,-0.02283767971026311,,,-0.021007383722403662,0.01438256663803981,-0.024472191773952212,0.14890165695208682,,0.04462894052499619,-0.01966591211887369,-0.015117732710532168
IGFBP4,-0.03984318884774736,0.03212404222204269,0.003921053481574903,0.04249888277722361,-0.009546749600744074,0.13521872092294693,0.09347392271362084,0.16875640146941737,0.05032174863107723,-0.0017527590680979932,0.06870511768437668,0.052218368188206486,-0.08466429333364597,0.04294095400151108,-0.04245978368352829,0.021082283627994094,0.04147661950513542
RSPO4,0.025064328719466386,,-0.012556404952414677,,-0.027174161125753795,-0.019198030316586772,,,0.014335490644101953,0.009419400440918537,0.020637686784842353,,,,-0.02269576694603402,0.03168575097339229,-0.037063400477029246
LEFTY2,-0.008115708716569511,0.11381886449096326,0.043724180862748215,-0.047111229240068477,0.04207925130935625,0.0030638643228650046,0.08596426657677345,0.18570455732185503,0.00041209114697022257,1.4113746992566575e-05,,-0.012552875068959992,-0.004222551193604128,0.017523686098495365,0.04338709088043821,-0.009272369180092012,-0.0006803959317891858
PF4,,0.012719084541208594,-0.01872849925158478,,-0.012085129166964085,,,,,,,,-0.024369884485789826,,,-0.03147729897982546,-0.02903385881464436
ANGPTL2,0.0059357801609503415,0.002504865031557836,0.025898637161345904,-0.03127833004904784,-0.0037207316351497662,0.006729672514433233,0.17474603577904746,0.1476251273207665,-0.04707250909400284,0.05095102756069745,0.08765966796785138,-0.043192382775738315,0.05397683849940025,0.04141860167389009,-0.030355520544810825,0.002790044959765928,-0.04329356701873515
LRIG2,0.0718019580543442,-0.020028706485328986,-0.012739800453156161,0.04149222768236785,0.014408645586441789,0.031986901169225784,0.10298544232915927,0.05070122407266975,0.03723383572149278,0.08851643446439893,-0.07961388899705206,0.024601184642969,0.03541154982481842,0.007404857150427102,-0.026058452432236822,0.029560456092482108,0.007779159102703712
ICOSLG,0.06311579464744552,0.012136726061504554,-0.03166865425577778,0.038534049787948756,0.00672506063776756,0.04632033020114766,0.12883285927779325,0.07654574829234628,-0.00490141466373772,-0.0245918967835038,-0.09442031621963855,-0.025824365173503443,0.04080531305576754,0.07988560884351639,-0.009725363979631505,0.04794097295568107,-0.022077078045101742
WIF1,-0.09276543619734169,-0.03745754347682071,,0.07731723920112349,,-0.09845356390549907,-0.14211343907882712,-0.09918753690199027,-0.026672600837005143,-0.008920299906589059,,,,,-0.021097913731584886,,-0.023286706729178482
NPPC,0.06719903239309394,-0.03273774507661097,,0.07190296323555773,-0.01874701560846674,0.012556802197651382,-0.043814007789735356,-0.04728920656251312,-0.052029769367379686,0.1135809377000005,0.04786561503678008,0.07590226120539796,0.011937714398322788,-0.0034756798519125207,0.017873824972858148,,-0.0032842994589873963
LYZ,0.00462193537101891,0.021390862862368836,-0.023707338375612022,0.13004411600610888,0.0217864602084661,0.130376038818152,0.028497479213508276,0.225633649344815,0.015479545626951176,-0.02813406845537981,-0.02135410408954258,0.012233271415168086,0.05021892756475222,0.09373469384544765,-0.026580735067886534,0.023300780066466287,0.0463568290268921
EREG,,,,0.005634838262228742,,0.16922096985531818,,,,,,0.08719824280346847,0.08631635267122464,,-0.02826796038351568,0.0073250142550805525,0.05769421891089333
SPTAN1,-0.03813688338800856,0.018548838180117263,0.018404014036264623,-0.04077925019187073,-0.010787195731839498,-0.08674555889360273,-0.05888745156213949,0.01509522429519165,-0.1287525507672154,-0.023563665700295784,0.03683830418377228,0.0355410387111094,-0.0239293872056726,0.03889731792662205,0.04965602740647092,0.046714446362690405,-0.14431263109705106
PTH2,,,,,,,,,,,,,,,-0.03609383035606026,,
LIPC,0.024480382594398272,0.03167626199106996,-0.028187392310288557,,-0.008662095412841938,-0.037622242803123915,-0.02774374826430326,0.06339182506579022,0.03727528619897562,-0.0255160081616976,-0.009332604636966035,,,-0.029645908615634476,,-0.02855921082181213,0.0771731071658821
COL8A1,0.024978221833214236,0.01723391516007165,-0.006894557811229206,-0.020172395368156036,-0.01743964415689783,-0.027710752338772546,0.1418267239518717,0.055550814965069924,0.0787201835815517,0.01799920431140754,0.013501569274088345,-0.021740645170433615,0.0573833936750994,0.0515203761489931,-0.012289922840761984,0.021766227476643432,0.09797912903514229
GSTM2,0.0011633576726065842,0.024879606055443638,-0.02529631621922852,-0.023089193188216613,0.00563894457317065,0.0009666326237822382,0.0355645281981339,0.09831326948474135,0.11027003932453609,0.06391899458641379,0.0869503255353759,-0.042130032269994476,0.031061240790632563,-0.02899399904612784,0.0008165645356971417,0.06308003827040246,-0.05346151376331285
SPX,-0.08707992976260026,0.03496109512549273,0.01440532752854366,,0.018492882780836765,-0.009511062290181869,0.011987152316685143,-0.05170111613656194,-0.06986173004495079,-0.02431194759978732,,0.032146792027733934,0.05011687998087585,0.010390754400881145,0.08474105530122664,0.06347559417663547,0.027914831680634626
MFGE8,0.07014163971444917,0.024139488878123935,0.015976291467118025,-0.0026898118245049637,-0.049170713305917664,0.04935996975673355,0.0481521108887043,0.03893088199676304,0.0737104764578648,0.01828484180682579,0.015729219195315367,0.04070077610795031,-0.02473663281738298,-0.006767904480046018,0.01866040411508941,0.00951236697458695,0.02423017342539994
TGFA,0.21766868821703217,-0.02783548645564595,0.04665646125761623,0.03107940110666039,-0.02341091788239699,-0.03936308442239237,0.08390098686515965,0.042471500216832186,0.1835469061691058,0.047267556736899294,-0.04725232880550465,0.030128954375084754,0.017924577867353374,-0.01700561114049265,0.02740553399901699,0.1357206492242008,0.043787707919030645
SLIT2,-0.09630554981100077,-0.0539468436418372,0.07340025708710825,-0.05161102397503503,-0.019967415816953975,0.10854171218413443,-0.02548603561996017,-0.04989308296356305,-0.06037465455260916,-0.02460489786640543,-0.02046004923544977,0.07973874830921393,0.045063704890153815,0.09723266236205598,0.05647689898948082,0.011683460956218852,-0.014948924972906487
PLTP,-0.07438414793703893,0.06936141831894578,-0.037489950156320964,0.033180795425471366,-0.04237853776530917,0.0497092951004952,0.0789593737512818,0.19540251966163574,-0.08057849487316468,0.033898833871912476,-0.005564866920401207,-0.027172342046103637,-0.03301299457427333,-0.0002681054574547973,-0.01574788938658951,0.010695955200366147,-0.001405172661125724
APOD,-0.19449543366975292,0.0280132970194799,-0.02175768243460823,-0.06523376635396919,-0.012907508127696934,-0.16634031084687728,-0.09962285598535271,-0.03319886933674494,-0.16600849427405,-0.03290330574676947,-0.07204909063162677,-0.052201928588135514,0.06190048498395479,0.015952328677896158,-0.01590076818960451,-0.010477363982764233,-0.07281278501679118
B2M,-0.2353147214916341,0.05508059961281665,0.0017112500674952504,0.011115108143115622,0.008163873541034435,0.08824911353545273,0.05827081204375161,0.21376759491956782,-0.08235714876823441,-0.02918048193749621,0.033087667631455354,0.04791418526321286,0.08863890172185043,-0.03141313069603516,-0.09760689031026148,-0.06996684775057048,-0.035561917672022034
OMG,-0.060756380296200306,-0.0012348276638555371,-0.039248737321544304,-0.11142402394870557,0.0011070277774414864,-0.24479508392925178,-0.055022492038496976,-0.13440391210687389,-0.14686954753232065,0.0041321898150667394,-0.022637102769466323,-0.03803455406001116,0.1241306423956286,-0.05319479521709167,-0.008535406143563237,0.07120110449197548,-0.108635857622562
CXCL3,-0.022842261694818223,0.02348592550253051,0.01310762566211612,0.03269995084825117,0.0172321877468852,0.1558068873053183,,-0.009751908410189995,0.10058458223146673,0.009328629285406152,,0.0796664800593975,-0.06801060818104389,-0.017927705187927405,-0.03592375772275019,0.03363274807109443,0.07944275602696448
CXCL10,-0.1412798404993059,0.0032445737755311304,-0.020766794038827082,,-0.01260357904786599,0.08164989217258488,0.0053172077820122475,0.18091068037131594,-0.11037149113855113,-0.03445465592080891,-0.013871671715512518,0.03301106594546226,-0.020170135955770243,-0.024152442959703875,-0.018332477717848922,0.028348011953252518,-0.028684059511433657
RSPO3,,0.05853946708345653,,-0.055825647115181544,0.006304339717980281,-0.024708853485664865,-0.028902443608888002,-0.04276897178428108,-0.03004686281374962,-0.022656834178384492,,-0.02057406659110439,0.05309574629483681,,0.05093306107814983,-0.004029279854904747,-0.004773390270746634
CORT,0.0396252797807255,-0.002419632779959021,-0.03344791368874314,-0.0021292905201011595,-0.031473488362257024,-0.04731666428459491,-0.041160846789853184,-0.043165779974078514,-0.03619897027121527,0.021747799750481828,,-0.037542534010318394,-0.02550184548809699,,0.0027425961746396763,,
NCAN,-0.14165132782610498,0.045038768649092245,0.05084113376028742,-0.013747702995031847,-0.041277602894575056,-0.08339731085491418,0.11305080891664337,-0.01563841914514679,0.08780379851316515,-0.05845965751977053,0.04780839147450485,-0.06302192951049597,0.06438667384017983,0.02599431733665217,0.08458883419796182,0.016269807208621746,-0.08931030858737907
PRG4,0.06943747156836946,0.03930372734429648,,0.021247030700722456,-0.013851465834270285,-0.0017512979306788764,,-0.00454909634359022,0.006840992335467109,0.05011992116343544,,0.024144738340165083,-0.037629533578785894,,0.00799517594736604,0.09630598941177371,0.03581742752651996
ZG16B,,0.10947183448207644,-0.007470687718569887,,-0.01607632013135569,,,-0.020429511015457306,-0.02361409294233023,,,,,,,-0.02797110865440691,-0.02476885927598424
TGM2,-0.035934635349998544,0.05844935112979712,-0.005553935101263605,0.011016918279432453,-0.01793081081341499,0.15961016113858378,-0.008377910714259381,0.169210896489657,0.028713195378100066,-0.0471958253217167,0.05271726892314805,0.03633245945413843,-0.03319021117013357,0.04855839393849451,-0.015843922702224997,0.030441626345693893,0.04709667767390054
VEGFC,-0.015127726545753522,-0.0006174125750077614,0.015778219919964843,0.0400196122074654,0.03642331352488454,0.06992762675788161,0.03615418983828833,-0.031120058446215928,-0.02072532816384513,-0.027033676820180118,-0.009972292518824977,0.05587409940349837,-0.008041570245866162,0.1264892145980496,0.023262544146481014,0.031083441277973894,0.011327822143966682
WNT6,-0.015096334486675545,0.0005462895863257258,0.05673466681139994,0.02312942009131329,-0.019158360803208735,0.010360069778743288,-0.018350253071652337,0.03254107101024823,-0.002830065473104917,0.03408258487609254,,0.015928356362686264,-0.008545513180884094,,-0.03012098666415258,0.028611358527569786,0.17653170014098082
NRG4,0.04019434947824142,-0.01848340325411529,,0.011957884094250467,0.2772870645289468,0.008566450077131737,0.010094977072689495,0.006835050750867131,0.05816051594022716,-0.03153793719731722,0.027815868548482902,,,-0.018988150106091128,0.04606244805308473,-0.022432659173549255,-0.02508801066707487
PMCH,,-0.021303116951846945,,,-0.023358217867928306,,,,0.016501718465042163,,,-0.007250804446133643,-0.0009995149221621311,,-0.017255689612351664,-0.0015051173801658448,-0.006650323257389605
COL9A1,-0.05595407249022277,0.03198163832799322,0.059369306469076066,-0.05100718099977416,-0.017606812290755704,-0.061957378462314916,0.21373821597690518,0.06471012120047584,-0.007887250632195152,-0.03593672967131295,-0.0012686496782619403,-0.04057225821589444,0.027283079705587025,-0.012914999396309869,-0.035919647174299754,0.027613969140760895,0.100682907791386
GDF11,-0.023361758977752164,6.77008348548418e-05,-0.04139485666638249,-0.024276945595159638,-0.047202874295145976,-0.09650508582366113,0.08815846567019213,0.14198227250129644,0.04613365141625737,0.07282652066415878,0.06456246742475225,-0.024197882156890515,0.0005976274710444206,-0.03749699697880706,-0.037477444709846305,0.035923725018457156,0.013253467513514498
RAET1E,,,,,,,,,,,,,,,,0.009217706337349212,
IL24,,,,,,,,,,,,0.11818630653877488,-0.023981319067768743,,,,0.005094538344985695
SORBS1,0.031610664606136735,0.0032189129879309324,-0.00838412777770727,0.04444375838803756,-0.0662211853743139,0.000655968142608842,-0.06720569090075268,0.035663218230185895,-0.05514375945517058,0.036569167833948396,0.06451054550096495,-0.00491042389849158,0.05915484443215789,-0.027602619743407882,-0.08818390937998101,0.057067297594398464,-0.09411776068952825
DLL1,-0.03321879009595395,0.052121743969206415,-0.012391021703750681,-0.025254361972524286,-0.025035174771803424,-0.0445898089219036,0.1283622073081077,0.05138123410924068,-0.06482917375193874,0.03885985501418889,0.06526513051623105,-0.032260093990347974,0.09750587444737463,0.011755758053164306,0.044248533740280954,0.06667365142293258,-0.03461894737376067
