,UKF266,ZH916bulk
BMP1,0.027429661001542212,-0.003610304801819764
NDP,0.009292134086969895,0.046900736095172334
TNFSF18,-0.012582389070608324,-0.023592446670637285
RTN4,0.04060336980193679,0.08828624602840525
HEBP1,-0.05720887714898144,0.1166935505957163
WNT7B,0.06209716426112669,-0.051297303721290856
PTMA,-0.01942899145907226,-0.03821220007328963
PDAP1,-0.039799310679361294,-0.05437190726333594
QDPR,0.022934029406478592,0.05102112649397061
POMC,-0.00914367572285643,0.04447929979915627
TNFSF13,-0.012202292564063005,-0.025665216758463734
WNT5A,0.008295489874073763,-0.0339579115648274
CXCL8,0.06625932705076383,-0.08815676605499877
GRN,-0.04816966445755221,0.08739072521488549
MIA,-0.005570118833139019,0.020164701067538943
COL4A4,-0.011609942272346073,-0.028684765899455032
TAC1,0.06390379335037585,0.054016838342082464
RARRES2,-0.02533594789411987,-0.1143145399654016
FGF7,0.02940842652935387,0.0280158980266928
HBEGF,0.004782337128847905,-0.06721072561075475
CSF3,,-0.03017309173333391
PI3,,-0.04868650445350384
PCSK1N,0.013548403474785127,0.07280025669245241
NTS,0.16462998543678192,
SFRP1,0.039443408509541485,0.022329690932690997
CXCL13,,-0.024474476076008604
MICA,0.01897795547004238,-0.07081495870447414
TG,-0.016359495511114493,-0.026970999289682968
ADA,-0.031959881450080746,-0.025250425028052432
LAMC3,0.06050276782306496,0.04828896262186969
CCL7,,-0.05109287529404189
NGF,-0.015611346612799289,-0.03419537378283598
TNFSF15,0.0001612037989901027,-0.03339394496610759
HMGB1,0.0040808081302202955,0.013289018000391346
ITGB3BP,-0.0033957142251610896,-0.05076050558086353
AANAT,,-0.018423652649725685
RELN,0.025224518518147356,0.031226166343648453
IL15,-0.013488034384149982,0.0017211086147844025
BSG,0.043171730423389655,0.017310238744759045
ADAMTS3,0.013733832030680055,-0.02433323354403589
CD34,0.027040369592595856,-0.04845321595887647
PLAT,-0.0491219008631161,0.034761290617258626
CKLF,-0.010635600765603699,-0.07563688863205156
CD24,-0.0034311129184428674,-0.0291326147219483
HSP90AA1,0.006423007502685353,0.0031663578694286864
BMP4,-0.00817629151201601,-0.014823948665855687
SCGB3A1,0.025002292448604174,-0.03702243681057404
IGFBP4,-0.021359235441134054,0.06131343465582711
RSPO4,,-0.0015888946013907057
LEFTY2,0.03308426721547544,-0.005009162530187801
PF4,,0.03781106818402883
ANGPTL2,-0.034644959955665716,0.025757487674815182
LRIG2,0.0010632079921185365,-0.04985011368639769
ICOSLG,0.043292550734686214,0.001712739998970895
WIF1,0.07524417247888705,0.03230333110191088
NPPC,-0.022069328056089063,0.057131556322344824
LYZ,-0.03858911233480522,0.14043141981330853
EREG,,0.028315969341905466
SPTAN1,0.05831040080772051,0.029458774474583917
LIPC,-0.020916482817356138,-0.02837954240986915
COL8A1,-0.012370359511324642,-0.0820478546387961
GSTM2,-0.011405949270850101,-0.0035123340631504118
SPX,0.06947723061315146,-0.05311587488278531
MFGE8,0.02723287862277578,0.0388938434984959
TGFA,0.06614846355965624,0.04453980163494935
SLIT2,-0.006396763803796006,-0.0008822278786714334
PLTP,-0.03987549667702266,0.01018380303116113
APOD,-0.0169037207343551,-0.016633173799759718
B2M,-0.06088704962671484,0.11150306385802945
OMG,0.008106369700584166,0.03779775958734051
CXCL3,,-0.07506725939580694
CXCL10,-0.01843661497094137,-0.042152462040505476
RSPO3,-0.006383009564444645,0.0034205233622871
CORT,0.029568123095709626,
NCAN,-0.009509990087694492,0.08109601748771142
PRG4,,0.05855472902353083
ZG16B,,-0.015525225777557166
TGM2,-0.011066927026782896,-0.005679388614172318
