,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.03315740335503184,,,,,,,,,,,0.00392570951851479,,,0.12019141683644172,,
BMP1,-0.024366374432107093,0.06318461936528835,-0.028469129061833326,0.013009281456073107,0.003848892437901371,0.017659072148432927,0.03370225840935776,0.039952808037171605,0.02159899323321293,0.00019792740644516372,0.007219206444015573,0.051677139550953474,-0.02766701074858037,0.12135708737123159,-0.021220471925213924,0.01701382910994862,0.03583159775251233,0.06870367768440594,0.0988679941747482,0.0423668511857197,0.049252176534890904,0.00546405383604301,0.03919106662428828,0.009086506127083284,0.018701877986623257
NDP,0.02375859242618345,0.008365751041707146,0.031825361853176755,0.018611832151933634,0.00020604952105597544,-0.018495119042812418,0.08222176129061116,-0.02039398008116303,0.002180027199774165,0.0032306551069299022,0.02418528387483782,0.08254199840437212,0.06238084603319286,0.11674769335689075,-0.016950046620276424,0.08288283874328299,0.05426763677217414,-0.04591477995450768,0.03050645867994487,-0.0007567590704897126,-0.020900280435379413,0.030346314219464276,0.11228115324361934,-0.004223182318171179,0.004764692659050254
TNFSF18,0.058850157527734856,-0.02420095359459078,-0.025519345988403563,0.0035926263217773953,,,,-0.02437235891845067,-0.033298001943503054,0.008687615787074861,,,,,-0.046688523702722716,0.09166864525328623,,,,-0.015232919125908984,,0.06363820466604317,0.08486226907115502,-0.04173715783177605,
IL36G,,,,,,,,,,,,,,-0.004147010192596031,,,,,,,,,,,
RTN4,0.1051607901063525,-0.048944756125537774,0.033795387447831,-0.0609068890131676,-0.030753712489736372,-0.017155886010815632,0.03686561413268111,-0.06638850122566486,-0.075286461429972,-0.004933731211717372,-0.052865622708859854,-0.10065769200103905,-0.018814646569639687,-0.004270632292729716,0.018150902825863395,-0.018634761199728553,-0.004863406588289459,-0.028307278088867623,-0.019721909938766168,0.03510269958165316,-0.03424485193264526,-0.01038701350472016,0.025104276901246895,-0.003908374862955701,0.08186768021145986
HEBP1,0.05102841130136308,-0.005616048241300111,-0.002601182559220158,-0.013728395122680256,0.005042113429836575,-0.0005627666701446334,0.033434140391222465,0.014173491427218594,-0.0005621477949936418,-0.0094571887379531,0.024364587902703034,0.1694934533962712,-0.028555516664958713,-0.03252844035507615,0.048423119971961644,0.018059349642034924,0.05499556510579155,0.037446884594960275,0.029133368113478993,0.056883243305293735,0.04861920456171786,0.04003300034435744,0.05821239554676006,0.007716678594147197,-0.08727979912742685
WNT7B,0.01985239148712207,-0.01714153938369388,0.0396773728855828,-0.01367325812899866,0.09314557044521653,0.03850547843522388,0.029381788985293974,-0.020185411912462634,-0.10487459319268856,0.005807570013521954,-0.012913395524753402,,0.01951903340836079,0.03242805522358224,0.07168823129296759,,-0.0859164581508648,-0.0007871769511561549,-0.04212787969946362,-0.05017784858029229,-0.03306894932729721,-0.03400576038457268,0.07092637585129155,0.031698853742476885,-0.058225999873039794
PTMA,0.09238480704824485,-0.01115541346711672,-0.03332741842704679,-0.01275419079111534,-0.007130463209859177,0.016822270537222395,-0.0017900595854569417,0.12545623427684613,0.07657818640597712,-0.07009452689653187,0.033650553465376765,0.22817143868032028,-0.020383424692234243,0.09294584225861055,0.07589980749073658,-0.13494597612088288,-0.03770205628805767,-0.062484696492705036,0.037120746173766414,0.022503294957259227,0.0008981196196542227,0.05488973240831064,-0.04534845765253553,-0.14113497901838296,0.09610407842634924
FASLG,0.11316701960527216,,,,,,,,,,,,,,,,,,,,,,0.048637045198756196,,
CEACAM1,-0.047203742224354354,,0.013371894832814533,-0.011811402519633358,,-0.026593917688219792,0.07545901306604234,,0.0515222896197134,-0.02448328990163041,,,,,,-0.024152683028061974,0.01865817560845599,-0.021321066718280313,0.09895060449488968,-0.03304328054542629,-0.028071645554148185,,-0.03273760310569838,,
