,UKF243,UKF248,UKF266,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
PDAP1,-0.060973659030529155,-0.0007663847936007878,0.04282610473081323,0.007422821008616452,-0.011297005439675501,0.022344597938212946,-0.06110673615053861,0.06074886284362447,-0.044587415420712824,-0.008994074797034884,-0.009410972909362617,-0.025596761817359384,0.008381445106518459
QDPR,0.03356354678774033,-0.012065419235708672,-0.07700675362212245,-0.10286940385568653,0.04612327869768044,0.03941809048781615,-0.02277119749705698,-0.009425356079827023,-0.0012214617281316612,-0.02265261145536414,-0.020855010731983446,-0.02258585032949303,-0.09479484766486514
POMC,-0.011530349002127651,-0.005920895765999846,-0.038745487312469774,0.007403810425420537,0.05970878076788412,-0.03781919265247855,-0.01608787801993649,0.006173128404685965,-0.024508790388226277,0.008863040816500634,0.02704225804159406,0.07485822445551073,-0.02298677477635911
CCL18,0.04614261065001227,0.07761692323860155,,,,0.016528772269250643,-0.03399614998088035,,-0.008626037027005722,0.037767064288175126,,,
CCL17,,,,,-0.0188689253898348,,,,-0.02172089988160282,0.06983486042254251,-0.002462602125555959,0.05193035522122287,
VEGFD,-0.020899739905652824,0.01959307135141236,,-0.0005729070439382539,-0.020103244047201825,0.01058993019460933,0.10513886356835973,-0.024338087949093545,,0.005174575529881503,-0.02471177172135836,,
TNFSF13,,-0.0032841711606877632,-0.017493257929228966,,,,,,-0.0005677664572623371,0.002128215213320641,-0.025126004257890015,0.09228680870509302,-0.043478061360951434
WNT5A,0.1189734580477507,0.010165528161169942,0.11453843357950232,0.03501053918220304,-0.009435714656904917,0.03566199473905909,-0.021833778523588622,0.050863437737939825,0.01455899270320984,0.033521367010284575,0.005254421724602588,0.11099501896083823,0.0755632781356886
CXCL8,0.07986101965753976,0.06234154728176156,-0.01032091070828887,0.018686313151982884,-0.053509812393851136,0.03055054321186556,-0.004671081934066671,0.19558947378598338,-0.004318675627382861,-0.02922265970676416,0.059010158638141276,-0.006173357113974151,0.04676434938158479
GRN,-0.0021166070435196076,0.006537807768242851,0.019204034950558054,0.06674130241017089,-0.0051442155168039015,-0.005364896382698243,-0.053263835885177496,0.055200457023124365,0.06761435041448265,0.04698760327352806,0.01484632366796811,0.17303232175332678,0.005442362493614042
MIA,0.05699396782785367,-0.05768551349118429,-0.03163118410698278,0.07496531292744593,0.05740230315676684,0.012454819301639405,0.0645602257555849,-0.021556544067621187,0.05195374054948449,0.04538793486732722,0.00526250603554667,0.022584792625735473,0.03708086255096505
COL4A4,0.01622680000657176,-0.028437613851771574,-0.01664406206025137,-0.016406620183118625,-0.01969974188647168,,,-0.03935675965363362,0.003063485003058692,-0.014626088594980118,-0.005312959478851382,-0.016042894979681352,0.08345398362600555
TAC1,0.15209822906670076,0.054723785306004274,-0.028563995761490872,-0.016539567100880725,0.04921818628619591,,,,,,,-0.01243825850279177,-0.013301839104678833
RARRES2,-0.02716401492952013,-0.08370744396269597,0.021569684187199057,0.02646510626718858,0.08399994869525158,-0.08252301342825258,-0.09055645004003611,0.010867547774792681,0.011733955522923648,0.04013779092671638,-0.02240625558930999,-0.09845003788701043,0.04084262890686506
FGF7,-0.03046721584343496,,0.006974130397643695,0.02015318464767781,0.0376130356059589,-0.00794043507070711,-0.03379660653099911,0.02391143550577323,-0.01809642996294357,0.02538963465591855,0.016487165488063588,-0.05490285836078469,0.03754219389358102
EFNA2,,,,,,,,,,-0.017001461358403167,,,
HBEGF,0.06643954193988928,0.0019278432808386115,0.039542860487179844,0.022875076646376495,-0.019343386244292,0.024852999012642707,-5.619423199053869e-05,-0.03761233839021004,0.008222864691404309,-0.04689179777887062,-0.0036411163307686466,0.058895260512047826,0.003790848379433463
CSF3,0.0788888557212416,,,-0.017357888365514676,,0.00985124810620565,,,0.010852430835700588,-0.028921162194606262,,0.004899959304099077,0.019335474983105932
PI3,0.11386038948091406,-0.029676305638954164,,-0.019545211398898105,,,-0.054418948729216716,,-0.04224868052097149,0.008769095886780924,0.07881193029192274,-0.016373082610336383,0.12974574420826432
PCSK1N,0.027776321693016987,0.06416058059406818,-0.03184494997049543,-0.0129504448553918,-0.03218349079371697,0.05415079564508326,-0.05476496758819194,-0.01670730888684981,0.014410012496008597,-0.04106277725117647,0.05088491816553028,-0.08505572050434712,-0.04952155614100311
NTS,,,0.05115892085388505,-0.021334932805299002,0.02704465230530981,,,,-0.05067259836143129,0.057427811383943275,,-0.020907112751577497,
SFRP1,0.07443713923094303,-0.01602798769955693,0.07492208810887739,0.007766824110489633,-0.04178644187561093,0.021872531712501975,-0.061367073302290465,-0.044001184717801366,0.02100964760762962,0.010686168805580189,-0.007862782485391935,-0.033448684531316185,0.09425909721891469
CXCL13,,,,,,0.04069325190003806,,,0.02570282729261108,0.03348190956772985,,,-0.0059605051878979425
MICA,0.004938325010693014,-0.03280985957162372,0.11129503690678967,0.004741784585449612,-0.010453635309421548,0.025304341459899533,0.062143951084568196,-0.07226146485903463,0.023161482352170942,0.06105855304042936,0.08920619193409018,0.08885178470077776,-0.02084077087843244
TG,-0.004639327827812697,0.08054258687985376,-0.023453041554733833,-0.0020833029753686357,-0.019009728264206258,-0.025739281784679973,-0.03393437809261946,0.09820934902791972,0.029892660876313114,-0.025510390782623054,,0.010348791239122405,-0.045690117216575024
ADA,0.026032148512835564,0.029420025650157257,0.04394168871316906,0.03516664297446816,-0.04172180504414768,-0.020403653945623334,0.11426190195919414,-0.017364545588965368,0.01681146159582557,0.02209438526625808,-0.007727585910074225,0.22613110328564615,0.005864606535880799
LAMC3,0.026296158104240058,0.04724062763826071,0.08740184351555325,0.05534553554369058,-0.024932907424049376,0.023057624784039055,-0.006122849373773302,-0.026071633898353118,0.06677082927912102,0.05584864739353362,0.03473960519112102,0.15618452639760946,-0.007121520205857575
CCL7,,-0.02345806949755878,,,,,,,0.11959967437729771,,,0.008172297267759797,0.02858726107644895
NGF,-0.026490162343880876,0.08569949344872245,-0.0223804921482198,,,0.017486821852185176,,-0.011300894035951654,-0.03759798249447613,-0.016772933114734462,,0.03106218955791568,0.013763820801083288
TNFSF15,0.07400971918603536,,-0.027174824011662834,,,-0.015585124773830594,,0.001598913021177481,0.03675595203308983,,,0.13015602347120922,0.06264458278910369
HMGB1,-0.06330741905021017,-0.047169899984374576,0.07401655372627773,0.02630483845294155,0.06867214363035463,0.049378454551840104,-0.09532046015194108,-0.08514205535784732,0.07546635603934301,-0.004190264649593007,-0.015553597508706751,-0.0870940583280525,0.007191408214006915
ITGB3BP,-0.07981510985599624,-0.0033645727917046464,0.09228453372190078,0.00892543785601357,0.012801160808274864,-0.006272807587000653,0.01164517961454376,0.015884870777952195,0.029194923317924518,0.01297687869762597,-0.004928286444657962,0.025855730316131077,0.05557007072577512
AANAT,-0.034138130314173475,-0.013121645305658115,,0.008423752303601276,-0.01709555972119846,,-0.02327666062296576,,0.0308164375055008,-0.022879362216825672,0.05598934685912498,-0.004502175200380052,0.0012398038668302426
RELN,-0.04567476877808668,0.0019578548703593876,-0.022959304018296017,-0.045943386948079284,0.0014952461874588336,,,0.05844776739684311,,,-0.020884970069186496,,-0.06470662590429686
IL15,0.033758696820722356,-0.040522736484068345,-0.01933650280891809,-0.02145882150663135,0.06733590310645429,0.011220060616583092,0.03423594633698091,0.05185310043571001,-0.04348162110466739,-0.030859394188911825,-0.036092532579726715,0.09679905160581918,0.020037660834933035
UTS2,,,,0.06205382203229992,,,0.12107736970231571,,-0.0243205806484132,,,,
BSG,-0.09726166683632109,0.04643195099589131,0.13784873677343434,0.05081019041119494,-0.03181694883367459,-0.02712851064356823,0.01263426050672486,0.04491997336978534,0.07557459008324527,0.019934701578301038,0.03429605240687104,0.051556233294264925,0.10020908065867037
ADAMTS3,-0.011502811667354479,-0.0211868618754687,-0.01953974142969473,0.05692605853078239,-0.020283751311443023,-0.01967048075060357,0.020335825865590337,,-0.029172018173422024,-0.03920771174099329,-0.044906589121588854,0.04544098379824989,-0.00641051689800308
CD34,0.04202393274036859,-0.012235151185233623,0.08374527168919729,0.07595793811172333,-0.009479373110979033,0.05181410757251912,-0.024408823254382223,0.045476127422178256,0.040016108295110715,0.07113666162548372,0.06458138339500412,0.1591957055501521,-0.012250653500344582
CCL23,,,,0.11105815938274667,,,,,,,,,
PLAT,-0.07611348590897728,-0.008740023540877795,0.09022747917042202,0.06883610074377132,-0.027882413146491147,-0.01728744309583879,-0.006959274210822308,-0.014457881054712901,0.04072065449772478,-0.04614618354343154,0.006967037602376977,0.11905859390217968,0.056988417808161794
NTF3,,,,,,0.03401895701984757,,,-0.07626551108675621,0.017122881702672482,,,
LTA,,,,,0.04999438236569587,,,,,,,0.040824042973165074,
CKLF,0.02380237655546311,-0.01327761861370862,0.08717862494873281,0.08081130742285378,-0.019800668079758953,0.019105139184946593,0.06432972542327982,0.07161885227909023,0.06374018574764714,0.0371658184455691,-0.0020946906325249744,0.039359956882403555,-0.04626150843386927
APELA,,,,,,-0.06048579170087306,,,,,,,
CD24,-0.003684264490214763,-0.0021104758375113347,0.04992156151492687,-0.04084504594138613,0.027546705194020565,-0.04383838531860368,-0.022120667442323303,-0.03295864401348084,-0.0051486649463102245,-0.018094831432005264,0.12003586458053575,-0.06680259785317663,0.08972016203526186
HSP90AA1,-0.06017760374722562,0.02445345774563102,-0.08571490717595479,-0.05147648328881915,-0.02995661804591706,0.04058252664756289,-0.0736425131295413,-0.07368232382912351,-0.056958896909361637,-0.03369326685651442,-0.03199665583242974,-0.10543486777886422,-0.03999549784903332
BMP4,0.01844412459363092,0.022035941617717276,0.10553421189968654,-0.023492738706180728,0.01588928861877174,0.054977905221429785,-0.0031468463356295363,0.013150295027537348,-0.06845534509111181,0.045274450262411295,-0.022217651151943137,0.13226898545298907,0.00015694247071757871
SCGB3A1,,0.03640760330897909,-0.009906120675803707,,,0.022651655586590942,-0.03830042585804048,0.04404966697010774,0.05015168713536789,0.04567113634310663,,0.11382873966719284,-0.0293142948423955
IGFBP4,-0.008703290060698504,0.01350396199668525,0.11217181078491524,0.0708273508673005,-0.060190106864277386,0.042690446156306974,0.021215307832611257,-0.019738124591225897,0.045205408177258245,0.021808506061795675,-0.004600946393373588,0.23229546087253877,0.04110726583410399
RSPO4,-0.03236044917449411,,,,-0.019149571319862956,,,-0.07301415773314175,,,,0.0034924961503482606,0.012974208088565555
LEFTY2,-0.054203961696436306,-0.011501056548621087,0.16742007216106503,0.09530320619806748,-0.040140870345360784,-0.035036655459716945,0.013364486222526737,,0.08034623749836778,0.0009596622128980192,0.006497299997984762,0.08856510102973499,0.10847558874921835
PF4,,-0.024333979099397742,,,,,,,,0.03655404013923114,,0.05043190863838652,-0.03082917579594321
ANGPTL2,0.013672490840384043,0.030304088876156744,0.12039045803330183,0.03631339167132441,0.030851066869501786,0.004929271120969507,0.07082482257045349,0.03706970240570503,0.06713955273980513,-0.013774714920669714,-0.06430425853612215,0.1663546619328995,0.061788684053132245
LRIG2,0.015539051210775812,-0.011564769006250203,0.026972548476767673,0.04967516507319151,0.018223287969726994,0.022204245116554305,-0.04390865528346596,-0.01302866617143617,-0.010533177673710786,0.08913332663288126,0.04490759046742427,0.020087152766883686,0.002647114158481468
ICOSLG,-0.015428017126161587,0.00292631430985662,0.18761636245056545,0.01840111924100287,0.01014069216993161,0.024113729336663073,-0.07989380468390488,0.11123991362305281,0.05311992593950886,-0.02206001345187218,-0.007733808194570126,0.1115427198229425,0.049300409410059205
WIF1,0.11960395481131851,0.05226587661228657,-0.06457812099014054,0.009502165374988082,0.04148256139027117,,,,,,,,-0.03580001160018484
NPPC,0.030047626782134577,-0.05720563751217873,0.009253640216854715,-0.03238768639082558,0.062492376943046886,,0.11348639615687545,0.04114860542840928,-0.0011368792100823792,-0.014856222438090672,0.043960442241261374,,-0.005032320730454505
LYZ,0.02708536010255198,-0.00214275647145571,0.040949299247307155,0.041396270271536105,0.011184214783361979,0.005633917970427812,-0.04634178016802595,-0.018147287949715294,0.008331873222051386,0.033175164884141045,-0.027153263119029526,0.1131953408726759,0.027845724545244085
EREG,,,,,,0.05358033794424903,,,-0.06608004576035871,0.01178711103680736,,0.10380640744253346,-0.03549351395389013
SPTAN1,0.021804073026299973,0.01315501406531568,0.03165445741609594,-0.042808301245235755,0.002608082517653541,0.0064225404041212755,-0.08508815259524445,-0.09971347128713828,0.020941816132211577,-0.021201093645021554,-0.028261440491304902,-0.055552899671651855,-0.08804981739546046
LIPC,-0.00782391136890835,-0.017986025753592816,-0.029985957718625923,-0.010957405298342349,-0.0358020737308133,-0.03941037457067728,0.12524962173695817,0.09072736133043648,,,-0.03374996418718329,0.03275104456464532,-0.0018774186499909893
COL8A1,0.008492626934226295,-0.0033957634152371216,0.02086161417041599,0.015309791906510831,-0.015929005213774664,-0.02599298251155693,-0.0004447825228663544,-0.011006460250995241,0.01667967656071561,0.013406315003527956,0.08827173611589033,0.010735016405824443,0.06173631776188178
GSTM2,-0.05962762943734934,-0.002102662502606791,-0.016351616835537108,-0.03496394470878123,0.06159286197146542,0.027822181120990722,0.07643941011050373,-0.029421709020011434,-0.040719093097904446,0.00366127670017236,0.006888616043338393,-0.002707027243026471,0.02591580506040291
IL4,,,,,,,-0.03297556282974373,,,,,,
SPX,-0.056610653071014136,0.020128203552720228,-0.007863049450391258,-0.011246135261095167,0.04786172564289301,,,,-0.03282306975325554,-0.019348306660956313,0.005158007133268924,-0.09466821918409991,-0.055100291997577884
MFGE8,0.025007106501010082,0.043211985563443134,0.04929191766357936,0.012230531127232427,-0.0039042659726234233,-0.032592587087183385,0.02735770000334956,-0.03828114303548262,-0.027598036270456275,-0.015278842382238084,0.04779490206439317,0.22260548127383206,0.07501308501643407
TGFA,-0.0400471284171928,-0.01991002260722319,0.08772122833126288,-0.01680537445831397,-0.014198977586917882,-0.044739698718272596,-0.029085118913423736,0.003388869172164021,0.0006901706013797994,0.07207989414098659,-0.04222054144645919,0.06917349724231223,0.03490001903958621
SLIT2,0.08301157269675061,-0.006621962650495643,0.08252088456858589,0.06293179051457781,-0.013807059707455953,0.01636451136324726,-0.021165484304128894,0.08918119092081125,0.073935845054011,0.016787433091388873,-0.014863855392021908,0.010370984859024397,0.046335651801029006
PLTP,-0.02586802046553295,0.012161402637973353,0.05256259017118653,0.07474656480623593,0.09178724138460888,0.047853490622695775,0.021493121120795263,-0.06814959460956038,0.06678684491095171,0.004111564526325004,0.0265097325278299,0.03895021908216632,0.001764321330467319
APOD,-0.03536113472988837,-0.01685594918344583,0.005174544254760397,-0.005651115662149148,-0.003065557337709943,-0.0009542312814677703,-0.016384380713960516,-0.003290770743913555,0.027624721768370185,-0.002171954902904566,-0.037165346800028094,-0.1574196430386671,-0.08673410194920575
B2M,0.05932756740284147,-0.015645171135340818,0.04565153416792103,0.07967384242573694,0.023057647944460538,-0.024916312332663566,0.0676013743497665,0.006085040885671522,0.09028859948027142,0.08527802218780595,0.0073253712506631714,0.22212296665614717,0.03258309774207924
OMG,0.050308542769628484,-0.019457217613840776,-0.076147936472077,0.0015316863823034192,0.0723775561580669,-0.024923915602019904,0.07765808503904316,0.07093348437279556,0.02532207046507611,-0.03060937769116301,-0.07445317679307283,0.014934018337167081,-0.06128469147325301
CXCL3,0.06816595924072678,-0.009286146174571117,,-0.020557266803443094,-0.058264570069090825,-0.013697055227712626,-0.06683066945468241,,-0.06103541945680518,0.045811950152151025,0.029665149565675154,-0.021534064898224896,0.07514727004244533
CXCL10,-0.012022812653901527,0.03487900152701434,0.08646321374794078,0.10382025900769698,-0.009113925790312592,-0.03114212799569907,-0.04100223844063391,-0.051334978384634855,-0.033616823818571916,-0.020901342455450285,0.05070517153220669,0.10248617795897981,-0.012220697048624227
RSPO3,,-0.031864803642413154,-0.010424598869821174,-0.025710092259179976,0.012572844056004074,,,,0.06212358485496767,-0.04338539361900003,,-0.024703173905984144,-0.031060632612826426
CORT,0.03298653877809466,-0.05331620857958106,0.05966383682624076,0.11662067873756687,0.017840212320855954,,,,0.013564213218286514,-0.016306834639614708,,,
NCAN,-0.11474502007615965,-0.016132595956621698,0.018503630893235718,0.06720180167056705,0.023616697922443024,,-0.09963778408256642,0.085085836309721,0.023565770993395182,-0.014627242564362701,0.029100486825818346,-0.025913173042982653,-0.0886455565184243
PRG4,-0.04951609070558859,0.05715023418604768,,0.01140355313816878,0.07595678297815757,,,,0.016319080617313398,0.04563303551882805,,-0.010117660213108625,0.1481965876916409
ZG16B,,0.055094634710441334,,-0.00828469658578476,-0.013082782736980662,-0.04103457706748624,,,,,,0.001589076622373991,-0.026300448788403683
TGM2,0.05885968031401745,0.08199847900521098,0.014155649492875866,0.0225925095367486,-0.019778485776377103,0.05123908639311089,0.0009675993997427162,0.01960567004362379,-0.042942241667658206,0.03025573719947447,0.07986841428531206,0.06424726902285506,0.06979187663758402
VEGFC,-0.03552878370298255,-0.01112588087558254,0.07523273111968912,0.05228090953062001,0.05519827250869193,-0.010037331909917225,0.08002658183194243,0.03890779099314798,-0.00014540283888307107,-0.005576997531660904,-0.008637164977161603,0.0524805282090282,0.05350125150922678
WNT6,-0.04505996291039315,-0.02882999876491566,-0.0016023298016034347,-0.021901521846521266,-0.01921103696996728,0.0006513104081766299,-0.015245044784160446,,0.052926554835328786,0.011070321049942756,,0.01576461039091429,-0.02717625430244063
NRG4,-0.03358028279958799,-0.0216057055622561,0.03638739863090719,-0.012955152997488308,-0.014376026424674069,,,0.005041665157640263,,,-0.021616790173989438,-0.03728509766157765,-0.028531334295819635
PMCH,,0.0306191603421513,,,-0.01914957039568931,,,,0.03478245801241168,-0.02287936140547738,,0.13669647591250728,-0.052338531509553275
COL9A1,-0.0523138905792103,0.014659039520051098,0.1395666197812454,0.007482065704132045,-0.009167554304597893,,0.057536492406729645,-0.0391910441653161,-0.018480089123093093,-0.007106648652339573,0.06647545323746737,0.023379561873553525,-0.01174835980997263
GDF11,0.01668385578245378,0.01029068918403595,0.08949461797234576,0.04728809808947646,0.03687967823728005,-0.06227270839231636,-0.07158904043391351,-0.01269965075042266,0.0013033533408042081,-0.0010850580330399354,0.07422783101307165,0.11386426783433273,0.0036434161574604015
RAET1E,,,,,,,,,,,,0.048360055821537316,
IL24,,,,,,0.09791515052576742,,,-0.02467075814659,-0.015334553127163737,,,0.1645400971002479
SORBS1,0.010816365631043072,-0.04383660334672752,0.004735306640385198,0.061329444021673736,0.0381697979192438,0.0009234634516180274,0.0019887753038574933,-0.0595712032896517,0.041409621135994674,-0.0036904513390788557,0.03887420741955038,-0.08811810377768996,-0.04781643014198301
DLL1,0.058979067596319386,-0.02947070121185501,0.11308588966730958,0.01437884216967812,-0.007380105081567297,0.06065565547491832,0.025475103873198016,0.10563289378871853,-0.0062937945957975555,-0.0025042750105409204,0.0071573865314962445,0.15581593815134778,0.02579993660132224
TLN1,0.002679012925187309,0.013563743241333593,0.06810748785688663,0.007658777922053272,-0.02471857560203705,0.0187398846918501,-0.09515272170131958,0.01991897304439671,0.006047600281814127,0.033350583221516884,0.08778351672958588,0.08322746072660181,0.04720407904177969
COL2A1,-0.03437163076894003,0.03165678297428075,0.09878242763628164,0.03783407277950032,,,,,0.013954784416692123,0.004845975527485832,,0.10508904475880018,0.018393974892008683
SHH,,,-0.007671378418344748,-0.016160515045648017,-0.00837416491748739,,-0.023546941932042844,,-0.022556257599992097,-0.0025724148868045728,-0.01761731665277573,0.022804193091314526,0.06312195150262079
PON2,-0.04747997399872733,-0.034571008047440725,0.0009267538129721637,0.023255210291768986,0.02915603972898584,-0.0021994958546974566,0.12513341314089538,-0.03130626587170301,0.0875836823802394,0.04846288654706763,0.08762142904890076,-0.06865346409399448,-0.016130430799546354
ICAM5,0.04653102453824961,0.08536919735453039,0.007232956446233346,-0.03028242638633259,0.008614380477563272,0.033447144998187676,,,-0.049012645135530296,0.02797713287723478,,0.006938502404143883,0.01857439689745552
HPX,0.029322444934799876,0.015631729233372124,-0.019833295220562402,0.06085619267649625,-0.025674150278313775,0.01976900607359078,-0.0019173221453227152,0.057250893043665756,-0.032167048865265134,0.01731499991115219,0.022356191631070815,-0.023740500570275744,0.03502278451679689
SFRP2,0.03840147564111711,0.049598673342048025,0.07666369158139623,-0.01640661535196508,-0.0213977253543965,0.007560477884974728,-0.03297558223864163,,0.08079083560783959,0.012584585969628791,5.780874010278589e-05,0.02836324250744232,0.022116887881482583
CFC1,,,0.0208782101788404,,0.05155647647968561,,,,,,,,0.024619386621855366
CD70,,0.023504432244950683,,,-0.030712629247940052,-0.010395497096159409,,-0.029777524160103742,0.08246598669804774,-0.004087087929759521,,-0.0038654247726343594,0.07736766953077996
HP,-0.061462168011012015,0.002084713001035562,,0.02024159553840818,-0.04216640191183521,,0.09191631391242659,0.014055931662238454,0.0484465320292735,0.041664562114441424,0.04398496020438344,-0.047690881260514045,0.12035213168967047
CXCL2,0.07299521885774843,0.001304100686164194,-0.018641256967905435,0.039149744210841636,-0.04558821404368009,0.0426751102824852,0.1723805546756156,0.1292598170201678,0.01112109423764904,0.09049981079940751,-0.005305592954952469,0.043759886409492875,0.021176559819992627
NPPB,,0.027284884185639513,,,0.11640340174679435,,,,0.0030156130423279327,0.06469414190216141,,-0.03782157912812587,
CCK,0.11896193357362449,0.0071997948264606705,-0.08741945768558024,-0.018385128490787512,0.0717142241542758,,,,0.003187623502942582,-0.0015124614335598658,0.03230320741904027,-0.020618225385710568,-0.0854085895137098
SEMA6A,-0.14128904097839914,-0.0037929168033168053,0.06793191172477084,0.01696925159690058,-0.03594134730167313,-0.030563925491428036,0.018820119316311106,-0.049038563190430325,0.039067423573739164,0.006285997334011182,0.07327367379323534,-0.09078593345848303,0.0639136794366984
IRAK4,-0.06037461570787135,-0.03785121242981226,0.05901578690288008,0.025132892236445575,0.0756708264182707,-0.007560518029955085,-0.03356240692112734,-0.07781499736691773,-0.02895838175737802,0.011275253988128434,-0.04646120660841608,0.03306025852346208,0.03913390456494041
GSTP1,-0.10218829915790581,-0.015192655499143882,0.09188400319285422,0.07990545447553545,0.038061184595593156,-0.020559282893566865,-0.0350903818355074,0.08098643587013465,0.011744120625425885,0.036665889160463934,-0.07450092837448745,-0.030809682321816922,0.026948007479820187
VCAM1,0.07212287767144104,0.013124738907834348,0.09102175569766058,0.03340504925190992,0.03884885850438937,0.043610479258487364,-0.00386731726107412,-0.07438584500121939,0.009702306827776706,0.049035319706104044,0.004041138007666236,0.11462927779182688,0.06598351926592287
NXPH3,-0.0511776135831618,-0.03024907851875572,0.0822935265005509,0.04485230000579605,0.03362100046887814,-0.004862218200415484,-0.019668687914198537,0.09073592880524242,0.02790640242790278,0.03491123417088779,-0.0011686690910270078,-0.028913562158961254,0.0233816478401517
MTMR4,0.019581165167212145,0.0186509232384708,0.024739857581473075,0.021956129062208077,0.027720747001996476,-0.05614412704449436,0.07665779232234753,0.05416609817771315,-0.03661954779384186,0.03991098086479045,-0.015663336568426407,0.06039856495728264,0.038949259478299296
LAMC2,-0.030665404384559416,0.005357436883123113,-0.027174821340827743,,-0.01814971471230209,0.12220630676696981,,-0.058273980213794555,-0.03033044661240818,-0.020138571049006432,-0.020900094595469144,0.08068869600910117,0.06324216156670774
IL10,-0.048651733417565825,-0.021344916983218037,,-0.026975733166725527,-0.035261414038303435,0.01520228049161064,-0.0353811790011534,-0.03701946054504746,-0.05011363070049237,0.026124317140502323,0.07732388444064474,0.09584503888163125,0.04903449675617644
SEMA4D,0.04492896019462746,0.010817360099050011,-0.013423362169066769,-0.0326167780644986,0.042588719186493325,0.01634395426397511,-0.016381197032881194,-0.06081517441483129,0.04659678336880889,-0.005034301973649711,-0.08778241638968233,0.022894567344193626,0.03530519291525037
TRH,0.10512328426994787,0.024629722089598495,0.09589940979745887,-0.04258882917307928,-0.04197004581671389,,-0.030968861978733685,,0.008884895674151558,0.01593680902693034,0.15073642830826622,0.11723245241499512,0.1356252078678095
SEMA6D,-0.03525355901961874,-0.03161863386417828,0.034702895732483204,0.050117932964137406,-0.03041160785787587,-0.005780079473416593,-0.015879156790041565,-0.0157766475271025,0.02507320765403823,-0.012506859597063203,0.04299047043053732,-0.03484543880976428,0.08067890176971788
CEL,,,,,,,-0.04223806529211963,-0.03771392178756171,-0.014152814927048124,0.05508657173572116,-0.003393121243095298,0.1266630688862989,0.006499062434872222
PDCD1LG2,-0.019502143915776655,-0.025223542798094106,-0.019083536430309987,0.04712737027185926,-0.02285690193265824,0.012932192860684175,0.18722466473859734,-0.030599260902356706,0.02450637716651652,0.019446784138575122,0.030740132508618578,0.10916795598735168,0.032723512557354256
SPINT1,-0.03523921543894741,-0.0029253711583021916,-0.02468339536905308,0.07445952708400717,0.09052479836351247,0.00233489062009831,0.009115240134609171,-0.061102965827860685,0.011162292459676109,0.0006993489545158113,0.08092969544388962,0.05732180570393766,0.01825871151439272
CTHRC1,-0.038996723675683874,0.009423158633396538,0.10491980486740218,-0.003493066560869853,-0.014597218846947018,0.05687863273795222,0.03516897222339184,0.03294467976715415,0.013464924357621519,0.01191120386886795,-0.01517841130364606,0.16716921416080405,0.08816004184541884
PODXL,0.039487627155747815,0.0024381885568490144,0.08777388315593522,0.07230296980320106,-0.018439207688799593,0.020335843828558433,0.06720762992448436,-0.06983856025328367,0.07144167759857492,0.0522692650556871,0.015884998074840777,0.1522402896983868,0.09876142490968802
