,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.013977904136363599,,,,,,0.005707938265091285,,0.06936863751523674,
BMP1,-0.010227276336856338,0.0019833209332625413,0.03929835724807944,0.02850892938026456,0.012290082976885683,0.07064652914831905,0.017416635563421632,-0.02183437425617184,-0.026809483631188867,-0.02004512316876134,0.07423344285378003,0.012770575594520491,0.040865384837617584,0.023053061240427112,0.08977110692913999
NDP,0.09555036277414398,-0.008549927297044131,0.006854325852717755,0.06435656873825361,-0.019711264737203457,0.012422950887462534,-0.013632172787002406,0.0991196271512719,-0.009348123493661268,-0.00814039404184067,0.050112684662160734,0.02052505710310129,-0.01975164576481362,0.04474098322681465,0.07416501630504364
TNFSF18,-0.02528570486860588,-0.024102611009505972,0.009715480662166714,,,-0.020756768014318683,0.01106923038229427,,,0.0325225903990745,,-0.020329360395051965,,-0.0261522625601466,-0.02794314461384288
RTN4,0.00031833970461771406,0.002963213134945262,-0.027806895726738418,0.00933323715894754,-0.010880825315014105,-0.09693938758478622,0.027993800056162702,-0.020230680731461795,0.05756348900511082,-0.035797816388260385,-0.04901983653493477,-0.02914930392735634,-0.04634983959575008,0.0359248504575567,-0.11340751181637718
HEBP1,-0.03336894362909199,0.03421880334580852,-0.02293594473985232,-0.024901829025935147,-0.059551082981371344,0.08773658735206638,0.007022984888419438,-0.011916482686273697,-0.07756657850042661,0.04939344188743355,0.07555765805793847,0.04453176333991645,0.05604340016439638,0.05731859634004958,-0.027021569653682475
WNT7B,0.024869069805925636,-0.0147639823298173,-0.012050622363170286,-0.005191799177493339,-0.04043745252022564,-0.05785411351618245,0.029858257793293517,-0.011878754606001173,-0.044317822314539415,,-0.03179182223020799,0.08474868588060672,0.20871290038960724,0.020840088812607016,0.05896834229697314
PTMA,-0.09993819194004071,-0.030656412630070407,0.018427244055375977,-0.0471556522216002,0.02214463188930576,-0.09729058834595918,-0.009996863961183891,0.016002866022725798,0.04506198801906605,0.019245826758760985,-0.14178161006249065,0.04820997711212822,0.04514309689298837,-0.057388448048701565,0.04364258828326007
FASLG,,,,,,,,,,,,,,0.03996527279078745,
CEACAM1,,0.0726186518127665,0.015350648565258043,0.05740858961211825,-0.014777319648623886,-0.013131102620942674,-0.029423537623387806,,,-0.0469283570209256,0.04123643733170754,-0.029211168473737656,0.007406861521033783,-0.03680525886313021,
PDAP1,0.06490278395564907,0.02242368049936587,0.007872497380306478,0.043677690570617086,0.01285491538006152,0.11004489012388408,-0.0015888669910303747,-0.003682204682827223,0.07391484983643115,0.1828269209317838,0.045467555667465326,0.06977689401347456,-0.0154638212551271,0.006618988498908742,0.0053360890604767655
QDPR,0.11528108559276376,0.013259022687002072,0.0016923407780287418,-0.0013291978165537867,0.009929841261577494,-0.0862075389374654,-0.0170271972134074,-0.031048947033847453,-0.01666496273010159,0.07015782655649735,-0.0831934694221361,0.09400760920789755,-0.029636522172789944,0.1309899262743362,-0.04637603441492535
POMC,0.0967601049437209,0.0043791160184345436,0.004742984411044068,0.0029619188205154434,-0.029735461557353644,0.03277637464109222,-0.021707512884977288,0.06718336402397826,0.10690651674649711,0.04802552155554902,0.10053427687534065,-0.008175887738889017,0.1899134194970313,0.06280497554794572,0.003281670152368383
CCL18,-0.01564894662416599,-0.01914368344913171,,,,,,,0.056134531169002154,,-0.04564401686818221,,0.008208271757828858,,
CCL17,,,,-0.0032398789886013708,,,0.059001171345586356,0.004851284488803965,,,,-0.025990057312553355,,0.04754615366712339,
VEGFD,-0.004834217349182744,0.055079692898394136,0.04644476072715603,0.05452458837326173,-0.014138102775176672,0.07586632083642465,-0.02485908713240187,-0.010784511619608873,0.13070584518050288,0.01611960390507492,,-0.00892534406216033,,,
TNFSF13,,-0.014446442435333844,,0.015529019058597094,,,,,,,,0.17890554803245165,-0.018006209565815192,0.028206477751855117,0.0019333998211290288
WNT5A,0.007096013555874666,-0.06306412041867315,0.017169182904707245,-0.01698134508880861,0.0681626523283022,0.03721590464173827,0.010468693975934928,-0.004980209028902434,0.005279232772284868,0.03720635764168354,0.023168038539544435,-0.006518563535942554,0.06661066028280364,0.021850785952022413,0.03513552547575525
CXCL8,-0.04257270552407742,-0.04266338002247959,-0.02570196223548617,-0.04681905380793864,0.012630745113733301,-0.019197866435731823,0.0083049679715301,0.10282529724234601,-0.04380580098621584,-0.03985109445672379,-0.08036347803802783,-0.03690021595112524,-0.00793502854684796,-0.014536199241146458,-0.010052239026219626
GRN,0.004933088864220111,-0.005477949086243518,-0.019271400943601084,-0.029739564910972422,0.04783510397343025,0.07679881788094907,-0.010067941451390188,-0.046467119911915614,-0.02639053069389196,-0.014486755486651048,0.05681334822233868,0.04979569890305733,0.04347555333839809,-0.008980699545257676,-0.04794550016967883
MIA,-0.045842204872114926,-0.0381408343921529,-0.024411549252586952,-0.05356858563802643,-0.03394703488775043,0.08977056748913045,-0.02064091810800795,-0.012265110770305735,0.04013372888234398,0.03058347397509956,0.07258765976270122,-0.026646605108141982,0.02468036566879431,0.07375894014739008,-0.02403976422026185
COL4A4,-0.038461907191706966,0.006379106576771679,-0.023902268286998596,-0.012693869206989554,-0.04112740816390797,0.042423851031301155,-0.02436012809135599,-0.020604410682211322,,-0.06784478029486643,-0.0007828152322891134,-0.013062962919511175,-0.008675787724877667,0.02562415401127662,-0.002536179037876671
TAC1,0.07988655888774648,0.00038337067400994026,-0.05451308047012522,0.04452713804116216,-0.007969247935561277,-0.07027267107899829,-0.0031939238451214,-0.04958561421229868,,,,,-0.027664911244327368,0.11690671315548568,-0.06762762935996511
RARRES2,0.0037710621256658245,0.026363150467118044,-0.06323052222040412,0.03366408476243629,-0.011712674743359696,0.10602272794834516,-0.056152826210428,0.053247620321139395,0.06934881971429722,-0.020813978758398754,0.06099611987055122,0.005998879724457512,-0.004230222745461839,-0.039352126769641005,-0.01169803507669157
FGF7,0.022889107014651335,,0.013537142073233843,-0.02587001343875559,-0.027070355058689582,0.04709625877699184,0.02672342313907561,-0.028741851887922637,0.002918975654097991,0.02429833264890022,0.029439470243876633,0.003822481643614983,0.019372528223405124,0.05765056240154737,-0.04765497821378117
HBEGF,-0.0027960814838451555,-0.0011337152152037595,0.06074441076163855,-0.04183189047462201,0.010551060464120514,0.046281385031839886,0.047775835101588296,0.012927256314082005,0.0878742385861982,0.022561516240325746,0.0980231347308258,0.017053819762338523,0.049063381834095685,-0.03885117342654082,0.016683909192215747
CSF3,-0.005883088527960562,,,-0.020586640005477705,-0.04710443287302803,-0.01457282474075623,,,0.10451618810884448,,,,0.04242076101587543,0.042778222763415745,-0.03573733057541004
PI3,-0.04556382847295006,-0.02013996211976267,,-0.01779143730483703,0.044322368166716926,-0.016409192998559047,,,,,,-0.02208279256959708,-0.03183100825019137,-0.031244172717241142,-0.0543015174042875
PCSK1N,0.0638104444696857,0.046484053519431814,0.002285147474017982,0.002517265432347308,-0.05926489116611095,-0.050738317805694454,0.032288760029422096,0.00046041190752971986,0.017049935866671962,-0.0010943354845557942,0.04898371984188495,0.003376904563453856,-0.05474037849498758,0.09069753526063164,-0.07667792739063546
NTS,,,,,-0.0013689403054826753,-0.017911754591366406,-0.027828614660891787,0.01504468079068452,,,,,-0.017301092004999043,0.021437517585103625,
SFRP1,0.014153375905980696,0.007939313367219751,-0.04207676646183281,-0.02219758240854897,0.00708450341561243,0.013812559502450071,-0.051671899177060714,0.160227088354416,0.020031166633338676,0.03907493799967333,0.06356299259835467,0.006968868196791963,-0.02090132109997006,-0.036513654788919075,0.004929203767765733
CXCL13,,,-0.03148333618575759,,-0.015984170711172353,,,,-0.004177198346355524,,,,0.024651471650995575,,0.02313449995984924
MICA,-0.05403973930318241,-0.03706638858450936,0.024270414025586835,-0.014643327381027924,0.033948721374894686,0.11433138427490538,0.034789991532856286,-0.01472032195789589,0.021052363864917715,-0.0029311302441881603,0.05771869270663962,-0.00816770529331496,0.0199895324550538,0.06717505596201942,0.005407873262791664
TG,0.12088192834163419,-0.005193419230259199,0.05088147126208136,-0.023954708276001973,0.02371123813023991,0.02647441934385658,-0.02350687730664854,-0.010640184798609807,-0.008057493437538869,0.0386023259507272,0.03132003464844999,,-0.018919754106534716,0.02820887122134968,-0.03194473824834153
ADA,0.017194997207823758,-0.050788359422086725,-0.03452044800037535,0.028306882133651335,0.009998880554910173,0.0854183575251094,0.0650461132413468,-0.017280515797173362,0.05787342928652171,0.050871672526910806,0.01897929816208033,-0.07149385113247822,0.022710547691111697,0.056272703205710824,0.05753397465747786
LAMC3,-0.012901596411057484,0.06463479703849521,-0.04634151981661963,-0.027639879869739554,0.039906696537691064,0.08139357649814925,0.017172286190021986,0.033867556998799085,-0.00523466093773288,-0.05009113894363878,0.0666484430509125,-0.020809719332305413,0.07167557890127595,-0.03871880172578182,0.07270247299313645
CCL7,,-0.012176999889243709,,-0.01731921581041,-0.02119205925181621,,,,,,,,,-0.02645284296877941,-0.011563034302802248
NGF,-0.02215898052714341,0.0118846829491684,,-0.03968274695705868,-0.02262031755367382,,,,-0.010461968370337586,-0.01752531070337588,0.07565789868577,,0.11900383690279333,-0.05769542162273678,-0.04050136418989672
TNFSF15,0.03653063291669819,,,-0.003860163557436641,0.07955677145798337,,,,0.02686915437105114,0.07268667999668581,-0.04532971723767708,,0.03850534713296767,-0.009883324488890108,-0.03955214338053429
