,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
POMC,-0.0073810234312607454,-0.024870571360893486,0.002924805304324481,-0.014539971630537572,0.004926304853622356,-0.025523495302172246,0.0027085397395045243,-0.005397604060198208,-0.041374482016329324,0.05964297344085047,0.057944398291736955,0.03132166848471628,0.02341949557712659,0.07215388108762151
CCL18,-0.03508323039603186,,,,,,,0.006166204893460434,,0.032382105161487935,0.02214237391339298,,-0.01570404726488286,
CCL17,,,-0.014555480165642011,,,0.012637020075907572,-0.0076703802344564075,,,-0.01896578696332135,-0.019466674034178774,0.01014701158057367,,
VEGFD,-0.012669640742535336,-0.02004800349919375,0.18251507122831773,,-0.035708581733272154,-0.02922908750542536,-0.024053946488228787,-0.05178422515882344,0.05740411389577517,,-0.0017975403429457153,-0.02209475220544955,,
TNFSF13,0.029498478589487762,,-0.010040044456994537,0.003578295229947223,,,,,,-0.03639249647770722,0.053181820391938535,-0.00901935178134671,-0.019964933591380983,-0.02901804342073641
WNT5A,-0.021667194317639898,0.09632194271514154,-0.003880031221491129,0.06777272792250243,0.05941186271023847,0.03863952778340253,0.04449586451814328,-0.0528812865142038,-0.02770227286419547,0.016953245080611593,0.03180655910192781,0.010490100453323553,0.006879645518283576,-0.014713300449967546
CXCL8,-0.06791124133542263,-0.018771762193581124,-0.0508224617053061,-0.02506219747755699,0.03820257523080323,-0.04050361784459753,-0.04197804828851195,-0.10988590438230982,-0.06486974241801673,-0.04422496799998896,-0.15744406424920018,-0.028601046629940535,-0.03479932157825173,-0.06650214252993326
GRN,0.011505569361744338,-0.025654413891215363,-0.018252137496001908,0.022088575691968898,0.10725864672266233,0.009189662932319485,-0.02290756733559616,-0.056098248780091425,-0.05673609886886585,0.004798444140118935,-0.012754264934619229,-0.02939897258881801,-0.03886163740685713,0.0624053581023836
MIA,0.054627488443836414,9.369977799437073e-05,0.04457939720707194,0.02673008516454496,0.05893978643806497,0.011638724551958793,-0.022913123993381638,-0.09160426401811197,0.03153346674047515,0.03898134874415702,0.09185540330613899,0.0035600183014403396,0.006456552145695843,0.08175800887895046
COL4A4,0.0016379483624513152,0.1017707666025203,0.023998199296710515,0.004829379816905144,0.05514845976415532,0.06947456217197823,-0.021332670371919653,,-0.036677154021326014,0.015108487998417432,-0.058590731862051645,-0.0007530692812811084,-0.03583138309572461,-0.0324320573723403
TAC1,-0.03164393235748495,-0.0059490622752775835,0.07475627315468308,0.008601368418612091,-0.029883476572840153,0.05303206857328786,-0.03286509858419905,,,,,,-0.030674313424244513,0.01615477940521065
RARRES2,0.058069405497172426,0.04323164754088336,0.019665457681428522,0.05545655298539107,0.08359548483031552,0.04709073827758473,0.02407834752222189,-0.016890812367081953,0.16035201987150371,0.031578329304427916,-0.01133529914370616,0.050690624190966975,0.009016587564559244,-0.13384547502954494
FGF7,,0.036384351322042756,-0.025800939092600658,0.015190588730790955,0.11262414793160146,0.011503826443327187,0.05145226656680371,-0.05816866816581473,0.012218891056141334,0.014505767028660287,0.035224310499337205,0.04743338865637319,-0.02833482478205741,0.09111382361788585
EFNA2,,,,,,,,,,,0.0153791611386364,,,
HBEGF,-0.008502458769056297,0.02377346835230791,0.032851118446887,0.00459336854186636,0.018794751807667598,0.013137260979045816,0.009063281942603649,-0.02366005323561449,0.010968402365173489,0.0437249250613374,-0.012865145381238091,-0.05913296732414119,-0.0017955871670485243,0.0012202450713215132
CSF3,,,-0.0173488632209195,,-0.02222234723845422,,,,,-0.02118545555560127,-0.103895897328248,,-0.025489018544240113,-0.03411481361313684
PI3,-0.05247033858110714,,0.009159702749312772,,0.11743273944696249,,,-0.05510583909130279,,-0.02133832073476064,-0.06849461620234053,0.03819908553074082,0.011320906236019791,-0.053713086475440944
PCSK1N,0.061353632523705744,0.032004754247584054,-0.013322667213166077,0.032968438702798954,-0.0231078445660398,0.03698524659693156,-0.015378512196917132,0.05020215072364744,-0.00044191799112736145,-0.009959314159917158,-0.006106699831599529,0.04861030686221871,0.028911218387580317,0.03887358092286582
NTS,,,,0.05211576788808066,0.001683158511340752,-0.0068735259677305685,,,,0.015170608329400833,-0.04237157561817011,,-0.007320296104153482,
SFRP1,0.06497053031864375,-0.005892557074145967,0.03349431841170469,0.007654516437437849,-0.002151945780573732,0.03234538216562464,0.003944465630044057,-0.025357419252483002,-0.05484304694033531,0.036855173517055015,-0.020146710873681504,0.06381012373086678,0.031226713286945696,0.017626012427032635
CXCL13,,-0.014773035123559678,,,,,,,,0.0028104221850039383,-0.04878468610161946,,-0.041577893405129435,-0.027671747959782413
MICA,-0.0314677271808341,0.0063341824242192585,0.024398068698520896,0.0020577803387562244,0.06871362279432064,0.04459828846385911,-0.013421860268273722,-0.025164662658783612,0.038931280369864964,0.016919598322419786,0.11729149904610359,0.037518688021698984,0.005455081203868095,-0.03870732130892986
TG,0.013081992278123929,-0.019033203504643856,-0.013705548521914355,0.08880147187289969,-0.02682038492839886,-0.017221423265975266,0.04243951575004421,-0.07262792638573629,0.08517037169102973,0.009418392170727962,0.012241471911040117,,-0.020977853940973068,-0.030494409451288767
ADA,0.01363736815778726,-0.039320064308637756,0.02757274342293417,0.03732267777896836,0.03904223364365357,0.029657430729843472,-0.009729878823189347,0.10862010270141279,-0.0547624675920162,-0.008303893489315277,0.05777890165571832,0.010933889133967699,-0.02083156459012593,-0.028158056854011116
LAMC3,0.020046374626086827,0.005497850521799134,-0.019575310244937087,-0.015442217805406484,0.13991985447769215,0.02623002554976734,-0.011516398200397704,0.15004573457077183,-0.07736657277154789,-0.008373522367003143,0.07850143191044742,-0.03001861623437961,0.03934542511372746,0.06726297271516674
CCL7,-0.03172455356625322,,-0.00990908968358755,,,,,,,0.0016992287707745107,,,,-0.05776749472742519
NGF,-0.0062690959301820075,,-0.022704255365433704,-0.022541645086474764,,,,,-0.065984407745708,-0.006485543590950317,0.016362693933092524,,0.011627174380365866,-0.012027560707056113
TNFSF15,,,-0.01103425601004291,0.05629010448478171,,,,,0.19350729984443912,0.004119879990829749,,,-0.01582824292351728,-0.03775642941712666
HMGB1,0.09041379279113436,0.07969619054579095,-0.03189665728330197,0.03558446278850533,0.07182824130524736,0.008992030229727081,-0.0017102817469316631,0.1585839097821378,-0.07409206747405794,-0.005465936201559661,-0.014612727761668822,-0.018684026322587272,0.053644889046317444,0.1176091740680799
ITGB3BP,-0.04960529616033142,0.007674664447427906,0.04514318281480003,0.05289358671091389,0.07319669725671989,-0.03812330000356111,0.0277107930636337,-0.0798909122001896,-0.030580314117686327,0.027713402698220025,0.024695716389310163,-0.05381381604665562,-0.07414439510723225,-0.004711769573092713
AANAT,0.006381580776113137,,0.0473197883005839,,-0.02004515858848145,0.010887092771831253,-0.008258155451654026,-0.06259742557234833,,0.045981980495545804,0.06857754970662096,0.015524146890059758,,0.12333125463559903
RELN,0.021673254660969546,0.04021549673712278,-0.017427270619147738,-0.0066173480718872335,-0.019973773203468798,0.015242754745402244,-0.033330493975007126,,0.014533346228315076,,,-0.01216934055966462,-0.019118802108075657,-0.025636344115247484
IL15,-0.019948109087857657,-0.024248010073877366,0.01685402435427943,0.03843701315263468,0.03531506906538833,0.020984213159035776,-0.027922387146674138,0.011023103342385722,0.024161505228053368,0.133025195287056,0.11304891204976515,-0.052873356173609,0.002663597118794881,-0.01070453785936244
UTS2,,,,,0.043540107238067186,,,-0.044380695579070095,,0.040592540920191114,,,,
BSG,0.12007423294498369,0.0093903618580883,-0.00903318409192014,-0.005510773842979509,0.039049052298262714,-0.045217538694168405,-0.024067815238159745,-0.07105516490675765,-0.014733462174286883,0.09072362114420837,0.04314064564109194,0.036413648037031315,-0.011283057111416342,0.058640940483545304
ADAMTS3,0.06018632375389453,-0.03344271849547268,0.029036689948720776,-0.0313697785470293,0.11025053380237167,0.007849709014333078,-0.024150131874775126,0.13833596315650282,,0.09383273432557801,0.06417234141150262,0.020804356134826552,0.021704237152030285,0.07930070953208854
CD34,-0.021447118064108858,0.04086318009189952,0.0005608679274401506,-0.05513478488965161,0.10600675182450142,0.012270630322899618,-0.016232426699097323,0.0814762607599345,0.04940192685552421,0.06454596306141241,0.14044930499187538,0.05092857785608696,0.008032512708742542,0.00028729066133220964
CCL23,,,,,0.11154063103522557,,,,,,,,,
PLAT,0.05905972325462203,-0.03322094621366376,0.07321163639856994,0.04190699884280885,0.12919359218621765,-0.003075654636209504,0.07744632445094027,0.12035638197358124,-0.02351857923913428,0.05077327153378739,0.012190834172315302,0.04578662470310674,0.12306013888476046,0.16375704879925948
NTF3,,,,,,,,,,0.11121039126199045,0.09289177631940013,,0.010613338165370195,
LTA,,-0.013997077683281728,-0.012700218471956137,,,-0.023938984369874867,0.019194290385161374,,,,,,,
CKLF,0.05204824392738298,0.04804282244815178,0.01845862233855769,0.052480974329696554,0.07705090210793471,0.024324023289282612,0.008211278167564888,0.02023964042933824,0.04278796602189863,0.06435593320530011,0.12726916892124468,0.06879744466473443,-0.03134756861689801,0.0996832730340192
CD24,0.01916155692368293,0.02623344856917793,-0.06345731967525126,-0.0321069199823877,0.008687435184313618,0.07404894516706147,0.004436080604351974,0.037738989819974075,0.1346381501810447,0.06043140940704211,0.009071381533748124,0.12718379495705992,0.012198000593127997,0.033804072462591386
HSP90AA1,-0.08421253727854493,0.05184616466645003,0.048047292501068366,0.001724989086867189,-0.08419453433818637,0.005499334620617224,-0.04713961652106819,-0.030108101514010985,-0.14325244094603018,-0.08663853002002073,-0.179397203209627,-0.006099806297913808,0.0036286623473456327,0.013776400476959477
BMP4,-0.010049020863914767,-0.014837722853052116,-0.019156573353227156,0.051827850140699384,-0.04163884016613369,-0.036485018265576125,0.005495732313490405,0.23400850792079791,-0.000206682094585332,-0.04054451009403736,0.013355021369121974,0.09393424211465626,0.01776290485992505,-0.05776751429894066
SCGB3A1,-0.00989937207834155,,,0.03584047618630871,,,-0.01948387489792088,0.03653622762191611,-0.03216142123256981,-0.022891497264672375,0.0189775178888155,,-0.020649864082223312,0.10914438873745573
IGFBP4,0.0390546926239884,0.020481696924356172,-0.024961093483248,0.0062225930433015605,0.12513021555056858,0.025905005893491023,-0.0004786116633180859,0.04150168257648681,-0.033652121246358635,0.05336502711674939,-0.012906073256857862,0.020506322929096224,0.029690052496890402,0.02387856368087806
RSPO4,,-0.022627874687809187,-0.019439909454713508,,,-0.027842496190437795,0.058583518360221895,,-0.045954474887705814,,,,0.011655731752597176,-0.02626638894986497
LEFTY2,0.00382565139289783,0.008589776148282758,0.012515753777459195,0.07686226658135648,0.13059350011806498,0.006207369413465644,0.07907512050029863,0.20645605511675583,,0.06434610675405154,0.03036827681393698,-0.01838883525928248,0.019888673093519434,0.12369930004875834
PF4,-0.03290912849837318,-0.012732244554775353,-0.008645485528222804,,,,,,,,-0.031877334203507086,,,-0.02057594873987775
ANGPTL2,0.028933813428844726,7.792932574994834e-06,0.05473448622909488,0.03341008094281315,0.08749378221203757,0.07837156457968551,-0.003345181518836752,-0.013048283519284812,0.05181225095542393,0.08130349751291154,0.10156918002335848,0.07016840458554423,0.07684899068100581,0.09659963652987401
LRIG2,0.006570237410175147,0.038326925011747726,-0.0008211341149974112,0.021775360696255273,0.018021588923203394,-0.0024374078210002564,-0.006778716037671218,0.04187048378002312,0.002640532457403297,0.0470029074266984,0.023916786341954953,0.036636376402772564,0.04928161358492101,0.10240947721764466
ICOSLG,0.024564103345664057,0.031141192888937883,0.00048450383744103574,-0.012331007551490759,0.0138946489652248,0.001487690009748676,0.054984081680842956,-0.13202747790552974,-0.0587546632503975,0.0316324616669611,0.09061875975228806,-0.05382528685752725,0.013964796789514303,0.04241511452073994
WIF1,-0.052871479355018534,,,0.017053534399632215,-0.06954488126709527,0.031917284376348644,-0.0697425006846916,,,,,,-0.02057823037123826,-0.037756426318644544
NPPC,0.05611596859447647,,-0.013411280086556305,0.0015213221015975577,-0.003868616057678542,0.07741749740527516,0.0034141635467636617,-0.0646929930906283,0.03411723683026269,0.05043240759350743,0.03205924410811279,0.05793195599823025,-0.06040419344608736,-0.017795651770094685
LYZ,-0.005250062159820538,0.009376139473325272,0.005895742226071528,0.01626146689994039,0.05376596685984565,-0.00929142297413203,-0.005494264412400328,-0.02224426890078988,0.027804865649276592,0.07687863980150875,0.11338488508352298,-0.01581477391663676,0.019584229798482202,0.015316928570285396
EREG,,,,,,,,,,-0.003302077844538362,-0.034072734671942134,,-0.027571664587203917,-0.02368901227030144
SPTAN1,0.053115319310942606,0.031535367977830055,0.0031174842791926605,0.0012730200296414789,-0.06357146860943401,0.0305923473994682,-0.003190676752125087,0.14771137989765512,0.02227286784021133,-0.0307415398655386,0.010747337929370836,-0.029132227302522445,-0.02149824866479452,0.012441572954112067
PTH2,,,,,,,,,,,,,0.011949649324182281,
LIPC,0.03754167458622301,-0.019162708524315925,-0.01553658138709135,-0.0174146735880581,0.0016619471085628354,0.004876193004957982,0.09183592390373395,-0.0466413529717281,0.005869007299459732,,,0.01243568875081334,,-0.03208696040483032
COL8A1,-0.018921244419583975,-0.038130200523892696,0.04533158169747078,0.015954587741051275,0.02229308850904748,0.022899728324906717,0.11778306572919445,0.05926296813418892,-0.07353611727290077,0.07789589818948439,0.06453691037461702,-0.025667324638722445,0.01995306842305298,0.055366969667749705
GSTM2,-0.03707272020452028,-0.027899636308895973,-0.028621125447278722,-0.016469358263241845,0.061769241929402245,-0.035301331666998614,-0.008034818064396994,-0.0622661619276922,0.033551993920244064,0.05467915902541381,-0.011364100999902512,-0.027313676490396017,-0.0295087375157082,0.08025552560657977
IL4,,,,,,,,0.07956140490623015,,,,,,
SPX,-0.02967445348277443,-0.006512118397913462,-0.02545843525893053,-0.05587477051680657,-0.04827310232654083,-0.06895449166539958,-0.03680765041271891,,,0.04922463918446637,0.05392121839222423,-0.011939674531993615,-0.047261026589582124,-0.06972887374772482
MFGE8,-0.01589831499490027,-0.023123842783711084,0.00020020020038789425,0.02546987087068031,0.02155398558666483,0.011793530179187254,0.02048882026039513,0.0676483597540476,-0.026850043227930144,0.044229963215585665,-0.0362700481862456,0.0737299451216203,0.0306237244991614,0.022211422631196704
TGFA,0.07280546897422543,-0.009201646013770494,-0.022659334779375324,0.06095568415938255,-0.016731903221619052,-0.022811468002051274,0.0061262200186674165,-0.03773093214436261,-0.05436045402283461,0.03695210790383139,0.07755932627162987,-0.011435415658602253,-0.010368534463247144,0.0019959422737810544
SLIT2,-0.0380123303756561,-0.0018859861110133616,0.07189230113491102,0.006897261007233187,0.028587569754707727,-0.028870633132483045,-0.05624992841761145,-0.04522655509463084,0.015352435129386471,-0.016778166646748895,0.036250242946642586,0.08833827794219266,0.016784368636642184,0.03627347525666227
PLTP,0.0002860017160218094,0.0838839945682653,-0.033316302257570686,0.033950976220913684,0.06950742848993247,0.02867150536846619,-0.06451419436573913,0.07852034667465778,-0.004845099596161914,0.07358552563891035,0.03319978399652148,-0.005892030774271059,-0.010322350777944495,-0.0107319701196429
APOD,0.13609481592186795,-0.01887571820536516,0.019061726674789108,0.03489160057663209,0.02200806036417039,-0.008406220342322173,0.05158625619438841,0.00012538240198978358,0.03169301104170047,0.07980641766370376,0.07082642260830774,0.013822380350257778,0.06053094663374348,-0.05839919113952721
B2M,0.019240889311807518,0.0055919614416767354,0.034315390195363775,0.0027937790738404773,0.11408629914191541,0.0709203034141282,-0.0013328803993187621,0.015828204496185945,0.05523057767508851,0.10439459074136266,0.13863846455818946,-0.007370821002006981,-0.012473450061076786,0.15760428394072032
OMG,0.05919747077551331,0.040832572144033866,0.007969467414928752,-0.008917548830290048,-0.03693227807417203,0.0471828927658194,0.00757135050555951,0.028623146009794626,0.039050418400861146,0.07121263276814861,0.14528556176522706,-0.004000854661758398,0.05645729002977467,0.005463108709297658
CXCL3,-0.02691175201735254,-0.026176283099656226,-0.016197792686782866,,-0.02631833501632933,-0.05075493920065492,-0.020109177592158953,-0.06212312586751383,,-0.0034980256446053683,-0.023330315926075765,-0.02989873224130424,-0.028172666604653198,-0.05092095320772741
CXCL10,0.010392656643939412,0.0320600166522591,0.0351952429153383,-0.02662112638830376,0.10593197930060357,0.015943580613462186,0.00047948898843388604,-0.09609771278728928,0.02876271745595792,0.01538422007398992,0.005083086886633078,-0.02756745449493801,-0.030247798043175008,-0.047659132798048835
RSPO3,-0.008441788019140743,,0.018727404218097335,-0.015616101131016948,0.016281710051571106,-0.0138825633875905,-0.021013703017372768,,,-0.03387642195803149,-0.029998535186774505,,0.048653976362868535,0.014856210081344148
CORT,-0.025704780914232252,-0.022738982510627996,-0.02251557136041247,0.03558411247080252,0.003360632871907497,-0.002211611717859436,0.025042895983557356,,,0.03819235840373567,-0.008842103923099608,,0.005337954399608646,
NCAN,0.10856387678675829,0.01694947361030965,-0.039151301982696285,0.038682055723353245,0.0516067191403006,-0.0045686543526663875,0.1264457813788824,0.14607727375247387,-0.05164776190086053,0.021000341460459402,0.07819935860442134,-0.03271403491197475,0.03447114428280488,0.04962773018280505
PRG4,-0.02493346163256748,,-0.009909091227772084,,-0.002214909813773022,0.004914397555325253,0.09067350002368432,,,0.010289579184968813,0.0546308637063041,,0.031373013104365556,0.023553132588409586
ZG16B,0.005118507922758347,-0.015321186967413995,-0.011500712249120935,,0.018840740506539437,-0.019021696226530268,,,,,,,,-0.017553394540543783
TGM2,-0.011455884163625583,0.0020094192912327043,-0.039190989967316396,0.046615425464267335,0.03690593089851922,-0.00946187548618409,0.0623717782253134,-0.13138873108922164,-0.04230124356722867,0.04272940824650107,0.02105982124123768,0.019377598564119074,0.02795124882747177,-0.035716729734382974
VEGFC,-0.041472276119211005,0.014393099959325681,-0.0009547138761529255,0.009610635799570937,0.036188727990819645,-0.004756459923132093,-0.02507312591398438,0.13573562508889747,-0.041957142172662776,0.00132398975342768,0.013198197918038002,-0.026961001550321592,0.04336127362308125,0.06923459398897013
WNT6,-0.015028348214661513,-0.01416898346527105,0.04975360853387603,0.017465928864417574,-0.028039310616315025,-0.021577659533974773,0.010228332888143577,-0.056536408347986365,,0.018926026485919577,-0.034406666232219246,,-0.003821359968680185,-0.018137922958760454
NRG4,-0.029219427605405468,,0.08367118039761769,-0.02445444590801896,-0.02419492493492708,-0.004740464413606889,0.04232055316510596,,-0.03667711356318161,,,0.03080837460596013,-0.0030187432885760137,-0.02727665415477951
PMCH,-0.022277514824400067,,-0.01671005181262616,,,0.013214494498867305,,,,-0.02889240451967282,0.0967842579707995,,-0.0168306478344331,-0.03493168122914123
COL9A1,0.0008858225285830384,0.014968918723458685,0.010022072027405958,0.036936663922315094,0.09335559802678778,-0.020710447787326607,0.10337920774185885,0.02892506851559344,0.010945394587608199,0.07579453485684663,0.07489183989316915,0.10797969917999567,-0.03329258935212018,0.11603152107495707
GDF11,0.04436281098499669,0.021657258966536114,-0.01819890471886253,0.043258090343288265,0.06244689572629037,0.0376092064891897,0.011058633828622927,0.04537215880510124,-0.01332093568785014,0.07212526181017141,-0.016103369418621245,-0.05809867176436952,-0.01208933211172585,0.018904596965137525
IL24,,,,,,,,,,-0.021541480591609978,-0.03136906631666478,,,-0.030494391940547646
SORBS1,-0.03749360168375354,-0.009535296108302671,0.0384905406876649,0.04039959579817533,-0.052733494423584826,-0.03155216833243685,-0.027057653651066257,0.13065623643774416,-0.0960646794881169,0.04808370168578192,-0.014685450231272655,0.0552456864134212,0.016217484363159132,0.031055249797575627
DLL1,0.05946787795988099,0.03513845055437546,0.04742591252764858,0.037554744023968634,0.04854939601808631,0.02641159043137096,0.07945502143963154,0.09285852710789541,0.03710684634004438,0.04150646544868544,0.13897724535889489,-0.0026971501748122876,-0.019519737618534976,0.11401851738396841
TLN1,0.0008576739888739586,0.005560703862873538,0.024700402781843957,0.057517556528152214,0.0967298947978806,0.026612771124678806,0.03888846830351816,0.027704625564370783,0.052113773081161795,-0.006761958737217002,-0.05820515177181865,0.05789594370010357,0.03568210561454976,-0.015472537149564652
COL2A1,0.005093038292633845,,,-0.02164162419440683,-0.02631834397275042,,0.0630643933376012,,,0.07240965023789736,0.08450780356719428,,0.009194429466317903,0.09713206491526875
SHH,,,-0.010297172720360966,0.007170223784511249,0.05454423576390825,-0.035518131425094544,-0.01948387319490892,-0.06167686882185344,,0.03443080899643927,0.0548866078645019,0.05544196460503538,0.012780518713031057,0.09556369182784913
PON2,0.09321051022163408,0.022316581816565654,0.015455006751596763,0.0026148934461841795,0.11121257277419379,-0.026218110792761644,0.050483034504983613,0.07162290042577618,0.009417967718675053,0.10545764764784021,0.15099545057646652,-0.015506564596292573,0.008119398317771222,0.019853612245877932
ICAM5,-0.027388582420055107,-0.01823866384339511,-0.016048874538665513,0.04183915405850099,-0.0514286160269166,-0.04720605225278309,-0.020309246915105283,,,-0.01653236187484294,0.03371431209900285,,-0.033833832211002876,0.0011352030641343068
HPX,-0.0015327022824363878,,0.08646988855847579,0.05287627563355055,0.0022094495459012405,0.015560495541751072,-0.008072760292160685,-0.06874659287298215,0.030939025393477287,0.032896116454575734,0.02520317045095159,0.006434123095939492,-0.021866663850866573,-0.043530379507691216
SFRP2,-0.033704540622926965,,-0.011727363825321841,-0.038873686860114616,-0.02100448485908392,-0.022154970585493625,-0.003085626708132567,-0.04458470832054116,,0.033715366984214644,0.0809711536365853,-0.031562616085527045,0.03236640102420823,0.04917781155762952
CFC1,,,,-0.03375473185753708,,-0.023938985816631352,,,,,,,,-0.024135547149137477
CD70,-0.0016743721736615657,,-0.01993318174063185,,,-0.04465459035874746,,,0.10780550616737501,0.08309095165596664,0.07727117559280695,,0.054344981858726035,-0.047917364266120824
HP,0.04184073148652815,,-0.038133593938211065,,0.018395290307574703,0.009603422985584,-6.895759309284163e-05,0.10832906738259948,-0.026085057392003203,0.07906355800725287,0.10126406313899401,-0.0005464272493975322,0.02379437382955216,0.08551575698834529
CXCL2,0.04680920578688089,0.0005832250586078141,-0.003638862761253026,0.0419061283074441,-0.01789168972691359,0.00522424738861994,0.13050805329159318,-0.06312615630815965,0.12219679437015166,0.07939852434748464,0.0068274120173698665,0.07720030365432524,-0.009659355379129344,-0.0631737012847757
NPPB,-0.040927740456336056,,-0.03668093162965124,,,-0.02096194954818617,0.05643186125044789,,,-0.013750680981278783,0.07312020826523676,,-0.010121993526880098,
CCK,0.00024881650498216764,-0.03184370858889487,0.007778673533160563,-0.04459759421530192,-0.09316423738011807,-0.03555800443421947,-0.015979422177102114,,,0.06459799365340681,0.060907268364146276,0.021927121453414113,0.0035057618024511377,0.023751703385869335
SEMA6A,-0.003968206329914109,-0.02460801494720109,0.011456895099901184,0.08018383655088525,0.035126474837280916,0.016442462595512013,0.03557600186991097,0.07372204653092378,-0.06271414446228844,0.03204572920414295,0.01672777201485351,-0.0024607575156781717,-0.022360768544687173,0.1349810407249029
IRAK4,0.024602353794275753,0.004655536337028714,0.04281540009303385,0.058835128761997056,0.0032312147183110383,-0.01160220281721059,0.0006936466074658004,0.02878623442015692,-0.03681045844348854,0.06598229460433395,0.04777548102294321,-0.007712286623392889,-0.026452882653563534,0.051012681339773734
GSTP1,0.08023014531811364,-0.020304801520503245,-0.01901287333339614,0.024949889754960503,0.08766320743422885,0.005093925684206727,0.0490215002655185,-0.12322593290239332,-0.03973180334832871,0.0013038576700364157,0.1560286811560392,-0.020758116802734254,0.013672379470486717,-0.048193350829761034
VCAM1,0.044337347432905044,0.020388353369877876,-0.002035478049250457,0.05153376878002962,0.08083360058697901,-0.01643931102149188,0.04491481812894247,-0.06075478625958254,0.0077865225040253385,0.042660495037965214,0.05209981542951964,-0.04014328845998077,-0.010696796311127039,-0.03371229431406582
NXPH3,0.015897513902705745,-0.05863622423514879,-0.02201903463173301,0.03646882722509211,-0.006176144859979819,-0.011574975961712773,-0.03347973978684162,0.0443881602782655,0.08914281152069753,0.043337670565026666,0.051861972224472766,-0.018625406252046138,0.04028744731002356,0.11175563702153034
MTMR4,0.012351172785223304,-0.03843228929258055,-0.017989247023555366,-0.01641612662412891,-0.002827699551211502,0.03661436972966016,0.006447763501458845,0.014741923515032064,0.11722858302057382,0.0014506103079359456,0.0708260620047929,-0.0059150985797067675,0.05790018608785445,0.09209180356410589
LAMC2,-0.0321239967241692,,-0.0230159888649546,-0.01307713671245406,,-0.026388755878344123,,,-0.03667713555128696,-0.026483285319156735,-0.04119638606488639,-0.030617362280337047,-0.016336768930983615,0.1299365877763459
IL10,-0.008483071539815304,-0.020294542300949514,-0.02585769143811557,,0.022933191682016036,-0.009660444068069724,-0.022444013988164955,-0.03908419915594317,0.0773916623905681,0.0840055948549616,0.07409697010601694,0.054823820274414216,-0.022414681867899463,-0.04569244302055668
