,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,-0.018047267569134644,,,,,,,,,,,
BMP1,0.007118477781934678,0.013409055615387648,-0.03795876690562055,-0.02372527255074803,-0.0012434323911960374,0.051755673772558464,-0.09872121961223418,-0.04915057253095924,0.03277581567616698,-0.11357797715688049,0.06952367557273842,-0.06468561478749121,0.06216311913959605,-0.03268587323752795,-0.026980495398899525,-0.0011470796276515324,0.019659005288646322,-0.021194827772260463
NDP,0.026120338058588047,0.043651499049379344,-0.05107087369631238,0.013507991161066322,0.12227379642516777,0.0035816327976965364,-0.041571555651337105,0.06897998898433776,0.04065630272118321,-0.0408344226357179,0.04377226008471345,-0.01758271976018354,0.07061866002759982,0.08433165857052413,-0.00549197018940382,-0.01883772986359974,0.05387380716869859,-0.05651748587553311
TNFSF18,0.04323187083344323,0.0016528239581569079,,,,-0.03751787284407996,0.00724187219059592,-0.020702782476699204,,,,,,,,-0.030078518882387936,-0.030906820885189572,
IL36G,,,,,,,,,,,,-0.01883486719735866,,,,,,
RTN4,0.04277661144120794,-0.02093689069671186,0.019992500161471402,0.01167622159132745,0.0821571263078462,0.023834142377170013,0.1603073401107977,0.05761250751484441,0.047369350672207,0.22914577671169903,0.0024068565408250646,0.16303668836889973,-0.04345775125640817,-0.05747792570281386,0.07017599691473089,0.1396725026058938,-0.02963859402017476,0.026894075195487428
HEBP1,0.031022923814994007,0.025398583215367122,0.04994382545397267,0.06211770007274906,-0.03313209052126611,0.0002743891574675792,-0.04169599904389629,-0.04991006680070449,-0.0017580418553628792,-0.10484133290472177,-0.0019836804369439296,0.00029299674887577445,0.08198739624969467,0.004754399101017483,0.08251396148571093,-0.11208237026598288,-0.01322010452110489,-0.00915568509303731
WNT7B,0.008846224008929603,-0.02463099766839657,0.00778389075916459,-0.026126254581754292,-0.0007683343435358101,0.025240939325321326,0.17842858045762014,-0.019387570578425765,0.0008604300387704729,,0.029184573743057076,0.012207059707249784,0.031531915467317144,0.005836935680714421,0.04929154794314154,0.0037922542010152154,-0.035531777324932276,-0.0014949878497316346
PTMA,-0.06374629374819653,0.030745447862033082,0.008888567350939718,0.02191970724953223,-0.08276935369769269,0.01951102154856585,0.04783063419604921,0.054293812055307526,-0.06851833753139837,-0.2775797466981117,-0.015476018227093104,-0.15053064142710934,-0.017523314794970206,0.039313087947147614,0.031188031023429975,-0.11180692243648732,-0.017072923439242018,-0.1557825480927895
CEACAM1,0.01881383340578527,0.007810668430712607,,0.030516541167342082,-0.018590616709684527,,-0.045824951634623357,-0.0325605447283926,,,,,-0.04064637308584935,-0.032507505855052514,-0.02065788501727694,,,
