,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,-0.0228749006308246,,,,,,,,,,,0.08097890928659998,,,0.05887863131214266,
BMP1,0.0472300653833117,0.015989733718404165,0.05196713702847733,0.0042978236312929945,0.09303290153355696,-0.036288845883502424,-0.036128563357810416,-0.033232814554133315,0.036924814896126854,0.012586472542662219,0.04934888773899193,0.07523599999192836,-0.004967255153630031,0.05206747372566037,0.06029187564174778,-0.06300601957108239,0.06617171286242116,0.0375457893583803,-0.06087721350286741,-0.04019470038765122,-0.007807026073476145,0.05042242507574827,0.06895389770295543,0.07646047529246497
NDP,-0.006358603388290806,0.023442587556311165,0.059752624657246914,0.030839436721305916,0.028903553977302734,0.020685023451493697,0.01029838675252693,0.039261055529151594,-0.04659748663867138,0.0004913197465854151,-0.007339834105437969,0.06250407523398992,-0.017661474421256013,0.029442624281385384,-0.009086273144133688,0.10077667871552577,0.02584113537967184,0.005824734929693376,0.10417523351179613,0.055663912136917806,0.03560147456197487,0.010790806203583823,0.08484220278955416,0.0026452641083391628
TNFSF18,0.037234996145293436,-0.0016905164567000111,-0.004944318995775751,0.020434985635776663,,,,-0.013463314741125524,-0.010714059450873156,-0.02397248837699451,,,,,,-0.032274382169058216,,,,-0.025833186050353025,,-0.03642675536025562,-0.03317813989043365,-0.04985833318963316
IL36G,,,,,,,,,,,,,,-0.017456439723896943,,,,,,,,,,
RTN4,-0.00032463876649621186,0.026360989086749588,-0.0025170538542686645,-0.014703651453654548,-0.02107997079230219,0.02484546265791945,-0.037250886068125454,0.07032390794108623,-0.03888553038055833,-0.03752701435622534,0.034357293235173565,-0.07560932760270897,-0.01676888371861504,-0.08153867784341048,0.014016134718766563,-0.07270161480438629,-0.005112399868248746,-0.005430023919235559,-0.013494387165093914,-0.0016346460795145274,0.030501447510308352,-0.04847460536947316,0.006878175939891155,-0.11108206222333981
HEBP1,0.04258318672014766,0.0513276466533869,0.02604186614673759,0.0030497167248291425,0.04803525011644036,-0.004598384788900918,-0.013830707336308205,0.023325011596053432,0.006369658840088302,-0.007564658640938513,-0.023600477146772082,0.03651021089413709,0.03697651640957605,-0.0002954436011317054,0.10764557107383216,-0.03612735343419013,0.0834422739845051,-0.008156807588742022,-0.035797894710253395,0.08846881761845256,-0.010815081290162685,0.048600031344721274,0.03459824943597378,0.04786886168745888
WNT7B,-0.024743161574575234,0.03580852241921647,-0.06750403722255498,-0.01373617119322769,0.005361714355683063,0.002302113762485164,-0.06307015001918506,-0.010477479116203251,0.10146531091398393,-0.02169037600139602,-0.01514816719803013,,0.050337736318871874,-0.01918663896110655,0.03341011118297717,,-0.029509574935334723,0.08576140019405448,0.030889982770395594,0.04021852866671927,-0.028125672661448803,-0.009391172177893923,0.029821179123173176,0.05337032833462669
PTMA,-0.03416992528949282,0.053815105519456174,-0.005796074164113977,-0.044154566831985397,0.07775670945162323,-0.003211780652167116,0.0016597316838036153,-0.03289569565990559,-0.0403607757348201,0.023416573625800203,0.04897231403741859,0.09582307608522571,0.04566496172083896,0.10566872356033861,-0.017917515683913726,-0.03258616993893197,-0.08102769501202457,-0.08699783183239806,-0.014033598039564714,-0.022565917259835575,0.03959900371778811,0.012267483212069694,-0.034716679456960026,-0.07949439294424605
FASLG,0.013948993872108472,,,,,,,,,,,,,,,,,,,,,,-0.034526959619357644,
CEACAM1,0.1622867095242074,,0.016778208971640347,-0.020268158456136744,,0.010225158308690686,-0.023376155737510694,,0.006101235674645469,0.00613497333734142,,,,,0.12672456115359063,0.01715185322121351,-0.02646465946714605,-0.038373849186520946,-0.015503892841779436,-0.03711959133322959,-0.01866741799676163,,-0.03852823862366658,
PDAP1,0.07572810849594916,0.0064179609881802255,0.026199536770449786,-0.024866270855820348,-0.011677090567772629,0.060768612204901803,0.05102695364659897,0.035065644638971445,0.05657625915104298,-0.05275526161305849,0.01019884761181306,-0.008551789755203773,0.01690164895720609,0.011801332926985686,-0.00538055029246341,-0.008774663724898452,0.03267744928706585,-0.05273393259007728,-0.06805411685996976,-0.049689237713404576,-0.002392990146922766,-0.05044921097200608,0.00024520786479456045,0.03682944906794487
QDPR,-0.04675034072749522,-0.008990705044355589,0.02275791424000819,-0.006932182840871772,0.08470475285981978,-0.05498152449772593,-0.03961133450465631,-0.020570633892998992,-0.06514040336973734,0.010674877730273544,0.009214487757211632,0.012295731540580184,0.06720999988795476,0.00016998479799319575,0.015332219480842157,-0.09058774581032583,-0.04341899055460594,-0.07273210617343734,0.09067751366427843,0.016542416768953138,-0.033685253830126105,0.07487401321974528,0.047095078275155605,-0.06861827189930966
