,MGH258,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,-0.016297898826985582,0.038531816753717654,-0.024352334889797912,-0.07741614258230982,0.048024123387939585,-0.05578930943218534,-0.08075929406680105,-0.027271055408134546,0.08162553013182243,-0.06284035144679691,-0.03833954341739223,-0.05827398372022262,0.006162832075796544,-0.02562293796025318,0.02527477898733266,-0.10803574038124113,-0.026042446212108487,0.1441855675387504
RARRES2,-0.04320016558445506,-0.004383079791703013,0.030937174847084355,0.046739953926031946,0.09033704057018534,-0.03664777634674939,-0.10577905426345208,0.0438108281248185,-0.008947506663209275,0.03551338772898278,0.08950107104721595,0.11195524336399841,-0.004989262785862914,0.11151848085394356,0.04673775671093459,0.04614444672443848,0.08145474407629612,0.02609318426104959
SEMA4A,0.004503719800572666,0.05963532241255897,0.000732627431292855,-0.028152361462660834,0.016004703033463092,0.06261371427392148,-0.011442179878427399,-0.004545916669229382,-0.023676040612300654,-0.08044538942224634,-0.06667285733555282,0.042155664582790346,-0.025452344758841495,-0.04605861397107726,0.032691192070281164,0.0369916212024565,0.08039110489658706,0.04211121897830293
GDF11,0.021274944411061678,0.009415624177245507,-0.0050480051183155765,0.001443956559382854,-0.014473730660306815,-0.036586375182023685,-0.06084213038537681,-0.004804751787355082,0.023048891848960907,-0.012974116931385582,0.05875838649643667,0.048047091467857676,0.009861091785540238,0.06171784281849111,-0.015204196426152151,0.0592509991575572,-0.038230748700494095,-0.04940910573303016
GPC3,-0.023607690525209644,-0.028319515503170436,-0.03521941241987033,-0.01978895070543216,0.04654835169538067,0.015881630751063698,-0.007808356270914715,-0.022504673520089176,-0.009320073411549588,-0.02705110863953339,,-0.03279147598658039,0.030918322613098796,-0.04050595850240708,,-0.02093252238354525,-0.021754472195115497,
OSTN,,,,,0.08005143140872169,,-0.024353286917177835,0.05015302032269681,0.010955585144176763,,,,,-0.0029726023374618826,,,-0.010126814975723071,
GRN,-0.040715324431198546,0.0028320157751443083,-0.013414116268171346,-0.001042150524961,0.006878098701274877,-0.06154803588467061,-0.06791126363777975,-0.03199199795297784,0.0413258462480456,0.16977398631692409,0.005715308140720466,0.06234200579437322,0.05793251838012886,-0.05651427783245019,0.051302912200062195,-0.11190816681703446,-0.08198369514816047,0.06061690819218099
CALM1,0.009763948910409815,0.1122079780276924,0.009562187843064235,-0.02547669798270949,-0.03498746601912827,0.033321935697559917,0.05435299324692315,-0.006866949333376888,-0.018832036445490263,-0.20889062427784827,-0.05151346756978881,-0.09371792650723716,0.03406734101772454,0.005343708349075674,0.0031301605627853434,0.1278748079088704,0.035736471060068005,0.08801584154877169
ANGPTL4,0.09259056009918475,-0.13320061635362365,0.06045543688724757,-0.009401864891080606,0.018948427269884285,-0.009358733037278969,-0.02671645124837062,0.018482682887267614,0.07128568488387742,0.08174618909087669,0.08410377653496955,0.09081303145417087,-0.03789655874230953,-0.020642939833488232,-0.0674562012989371,-0.12138141740026942,-0.03166224668203005,-0.03686298007781294
BMP8B,-0.039851741992736,0.020868602219485277,-0.05079716678119874,0.028007053792397183,0.036072261153306764,-0.04429370776418646,0.004167191853049911,-0.019334671209377718,0.04929543831595004,0.1285743641305647,0.02692791291385619,-0.012612725152609562,0.026485006505696438,-0.009818545540790032,0.019398760759377832,-0.08096770423095455,0.04224835751136074,-0.041967030741874294
TNFSF4,-0.029671243371177686,-0.015340560340126765,-0.03068097973052407,-0.021223025651198917,0.026384026427244064,0.015356229645090648,-0.026173793758073563,0.012165114974449791,-0.026663474172687336,-0.04473681436960904,0.039238192901056394,-0.007346650729236772,-0.027053757019936616,0.02595279393603753,,0.01150231077794426,-0.04088043679325131,-0.010931775484385394
RBP4,,0.04955028903204594,0.03139156324215648,-0.03125224790427607,0.011411513810482209,0.01329114505342808,0.0848382316641595,0.013105615716830525,-0.030149235605478504,-0.08330463109606778,-0.050449076351176715,,0.02531386600353845,-0.002543173278187462,0.0012124639991112844,0.047913914199660915,0.024102550122822246,0.09109624197968381
DKK3,-0.027617735304803447,0.09849173596188285,0.0007885704674451447,-0.0031919418839727984,-0.07662174097738325,0.0395687127551078,0.06291034257571676,-0.012336108510140246,0.05306695323846937,-0.24535042771840773,-0.023097294110782214,-0.011851276301469257,-0.02607786725849527,-0.03646249347459309,0.0017085751468705495,-0.01986193622769548,0.050974720268979874,0.12212476044085252
COL11A1,0.11254477446919443,,-0.001871660660575447,-0.03119878884421487,0.008248820750372834,-0.01886747241531442,-0.011981892986493277,-0.01808342536343988,0.07140533727350541,-0.0754402678923958,0.055818482276150876,,-0.007104223083159825,0.037690494556611776,,-0.044505277171609,0.00535652934329406,0.002982200966874996
COL5A1,-0.04444790407242971,-0.1288090855414649,-0.014419344182887383,-0.03365900921856578,0.05715608424276205,0.004416001952495673,-0.06785126456314881,-0.06792135841313639,0.0196486299701212,0.07337453524499409,0.0234016624996266,-0.09732513718927117,-0.008008377084099273,-0.02122946489182973,-0.0622820611040656,-0.17497540805428569,-0.020994967256635612,0.03602711084608963
KISS1,,,,-0.050262988678617566,,,,,,,0.037341656027595614,,0.056780026826533145,,,,,
MEGF10,-0.007766195917242566,0.023590863520827253,-0.03450197578812965,-0.06516543317291218,-0.005033516637449615,0.023799914455898425,0.06396303866122177,0.040663884111089434,0.012561854196462286,0.0537588850146056,0.013337581872407458,-0.055446929714698216,-0.006055427304625847,-0.03016934726053316,-0.06380422228185023,0.1872930548927074,0.055476332855043727,-0.1375553056959382
CEACAM1,-0.005640193770017016,,-0.02024223484606632,-0.021729825846780078,0.03368545107911597,,-0.006004093133873848,-0.01744647904907204,,,,-0.032791487486117696,-0.016055734438426776,0.024576353416207238,,-0.009134821175800592,,
EFEMP2,0.012580482535646148,0.02601323796768746,-0.033008670098831204,0.04828515256722578,0.009128492397453633,0.014037745896590735,-0.11214461475418264,-0.00365240134536873,0.030111722682023938,0.06888875699577071,0.05941639452411174,0.002594572468978673,0.01843725668653322,0.011345251956002318,0.09642008011510754,-0.0651889883923244,-0.09434494891531757,0.006477072987807084
IGF1,0.020471607894852674,0.14544557172979994,0.012123712934050453,0.05920142509567855,0.02734448492446007,0.0008157044828389094,0.027409740233939384,0.06675662299055107,0.008208483365602516,0.03061095043182291,0.02880297313124851,0.016541182970078366,0.03439761491902631,-0.032577178015337445,-0.02276030864846337,0.03870326698886399,-0.05062594242065159,0.0540558975897921
COL6A3,-0.022093868013964558,0.018128381706244142,-0.07496913220169865,-0.01953948874506037,0.07678068039711836,0.02435347709092393,-0.015905180143955668,-0.032837726648029544,0.031266485491072186,-0.01245344320306964,-0.06942769305466766,-0.02288319426560658,-0.0012528146301953352,-0.035852644066711396,0.09452162252676578,-0.13612787311727845,-0.03855461000581188,-0.07992212305080584
RLN2,,,,-0.020909822072493908,0.021549589004962344,0.014396786057673968,0.031396008317252595,0.05093331708460597,0.02903098027512926,0.03244663663600651,-0.007840226165877227,,,-0.002736839606211527,,0.009758684522622805,-0.01137763777997465,
WIF1,,0.09590994465569568,-0.01770274265903817,,-0.03926836115156499,0.04932258384416126,-0.0007081398809107171,0.01452761723390975,0.040743371371676176,-0.09339378479437607,-0.04593048386629984,,,,0.011462722787880514,,0.02570792292973161,0.10657345986683159
IL13,,,,,,,-0.02320254888154659,,,,0.029930670440812043,,,,,,,
PLAU,0.010187026227197582,-0.029944201011936383,-0.04198511299823381,0.027703025756299307,0.07138240824530188,0.01855706510712639,-0.05791285829648118,-0.015920706892853343,0.019465060335123595,0.18447995789155341,0.07742067372915991,0.1040911925342479,-0.022225688046162814,-0.032243977860398974,0.056670352577031124,-0.04469910024123929,-0.08392524193161978,-0.046435377146623415
CXCL12,-0.004464756620780957,0.024841394863289172,-0.035344387862325244,0.08235145593566932,-0.029478157392655066,0.03220337233809794,0.006600479707313395,0.00569371014695269,0.01093866119641227,0.08389572351330372,0.01722420679837738,0.15395753202181817,0.04846203203196558,0.027311088741639886,-0.03726823194193198,-0.10248575757610293,0.0880197814077022,-0.04123470300446653
MMP9,-0.03972914873513813,-0.023246341335887166,-0.02123151124394313,-0.019766234062058366,0.058783042102671816,0.08446081128140588,-0.07578815430575579,-0.02644758217346459,,0.006791674618527472,-0.01704213311159702,0.08774882666595671,-0.056910974482483966,0.02134794929250105,,-0.19819004669311127,-0.042540821203456376,
TNFSF14,-0.03088062642801078,-0.03024331999292184,0.04275890004629617,0.049906369925171064,0.022585327839926922,,-0.035733612385622844,-0.02538014760182089,-0.017204076337239475,0.1315798747692529,,,0.0647020045213816,-0.024863890375888636,0.0010911161581861493,-0.05975290479158958,0.024865071461152275,0.08899387734863747
HBEGF,-0.042760891339563185,-0.007780002297100561,0.004965261277789851,-0.022709777655058067,0.03795294503342244,0.035960778122065294,-0.025151566339317224,-0.04023374573372361,0.031809442983937404,0.17589767119735197,0.0407439054280443,-0.018674276861938618,-0.03786936269532219,0.0961253363850654,-0.008779612581730366,-0.05710624138913542,0.002608514467214408,0.08002617072578089
NUCB2,0.042187384515570775,0.03358649500315968,-0.002629022841343388,0.008911779329079923,0.029243892790489907,0.015837290813187608,-0.050425338855324006,-0.03647148210830312,-0.005843291128683164,0.012170631258780847,0.024907730272327712,0.018346088040632733,-0.0115020930607109,0.0224133604259047,-0.07633293818112728,-0.015871142546973235,0.005647416789723337,0.11057360268314076
VCAN,-0.02346900310760778,0.04518122914040191,-0.0148633834853272,-0.02605306886144402,-0.03697167030881935,-0.02677768916684989,-0.06838155558647942,-0.013267067878164396,0.03427692831094521,0.05640682777912907,0.05482073496953999,0.06417985997934958,-0.005118930998292624,-0.02591347618829143,0.028195251109859765,-0.14761766603590432,0.009228268383642182,-0.16137635053695598
VEGFC,-0.021052860406049763,0.0011020927661750995,-0.030680968777219954,-0.030541430771214073,0.10614267627367774,0.050399493708309956,-0.03824325476056273,0.025326489477602528,-0.028117066735011197,0.05957759175278743,-0.03811285925464558,0.012979368381274354,-0.014287748342719864,0.04261022064564307,,-0.02879132771623477,0.05803428126576071,
LMAN1,0.02821666140830893,-0.05174722906550707,0.004720208532362952,0.016336685837987534,0.0006327747645261028,-0.014863756094210655,-0.13344289882755542,0.017502385594769927,0.011857609181836041,0.07191935331308506,0.06708207168336179,0.03600014261656064,-0.002834439761034701,-0.008002436898508592,-0.010323354682222159,-0.04124151860545357,0.035305790089403766,-0.131064909489421
IRAK4,-0.004421150131850082,-0.009268013017440829,-0.01738652264787067,-0.01794366094812361,0.03556010349777854,-0.07444440446597834,-0.013332007504050511,-0.02083411226091612,0.03180245906589417,0.002925689048018599,0.03920790514747803,0.0016902931435060565,0.04751722524197865,0.07828984619363064,0.020610711856864524,0.05493934262687489,-0.023530143233636558,-0.07284338271348081
MICB,-0.0317424665492872,-0.03996895408803318,0.06674235135809706,0.05341675221732741,0.0222245234527404,-0.040299272165932334,-0.006144056571491263,0.013201374445423946,0.037893829225055554,0.10751951339852461,-0.008405895588480641,0.050728197527699734,-0.004795779337694753,-0.021492553133276672,,-0.01886863832992931,0.049954098474839705,-0.06475307738046347
COL1A2,-0.02603026732962759,0.0788226025590602,-0.07381393817345652,-0.019541568360062187,0.0744266740267253,0.00881182364985821,-0.059419022703959413,-0.01820170861865453,0.053409441949948615,0.08366580379825904,0.04219997229980938,0.07380247571102129,0.0021783306144192785,0.009159872304429457,-0.01972526138018161,-0.21562209028639998,-0.03045989998356295,-0.032714994019258516
ICOSLG,0.08210942122323252,-0.0005478989844062468,-0.037521043478028655,-0.035349820861334744,-0.03668509186961451,-0.009214063785414062,-0.06970594149620217,0.007635457661338645,0.0355278496946008,0.014970266583447817,0.1192627705976998,0.022928661467557437,-0.001777298422589783,-0.0452419379807685,0.09765417400971677,0.017367550633519774,-0.012374135641940981,-0.044505050896362135
GNAS,-0.050341854878387916,0.15196730324152977,0.07381202836147774,-0.03224348699704239,-0.0948219039303802,0.0826205707784168,0.0712129073336223,0.022864456801804187,-0.044747953815911644,-0.2611548587255647,0.07065935099624138,0.07174753178554143,0.012338104760882497,-0.024952692369296068,0.029271412468249033,0.06832871574436297,0.0333949278383897,0.09967780521004717
C4B,,0.09159966903760783,,-0.0230348983466446,,,,-0.020807157413839768,,,0.026001587963572454,,,0.02009486908236711,0.024153033865116788,-0.014118690570609495,,
COL2A1,-0.019774018726337127,-0.023246351025582753,-9.786637005276461e-05,,0.04370877545866979,-0.010516651301559227,0.002607104042892455,,,,-0.031032105042463565,,0.040108071897568265,,,-0.0367933474898932,0.03188075277812888,
GSTM2,-0.005997841563896409,-0.0013965849272978765,-0.012721305623155621,0.04162409287852329,-0.03602477506830679,0.09466078335434655,-0.0683521287032173,0.026430228216240113,-0.059723088844549986,0.06577832124705905,0.028846548724112853,0.01579305035034611,0.10810309374425554,-0.013456386762753255,0.07507283805983545,0.05274796506536152,-0.06458397400389188,
NLGN1,-0.004038799036354141,-0.06926127221111342,-0.027775977733201947,-0.053486975148728105,0.006048063159179479,-0.03756149372149143,-0.06629123323017924,0.015074553225485416,0.024295263728692847,-0.004521389778718918,0.043044496683701396,-0.11625308948809875,0.050294285345747286,-0.06739304541294162,0.01731360297429609,0.049686418144755086,-0.13518493896497907,0.05524199574949729
SCGB3A2,,,-0.025793230379713004,,,,,,,,0.062489473088204565,,0.00696050976515442,,,-0.0315616021258211,0.05373397022803956,
LEFTY2,-0.020844699210951338,-0.0046075293740586816,-0.04993313784186912,-0.021996703426785044,0.057598063521694595,0.018532672139629253,-0.09229867424629261,-0.03891647563694036,0.0014885452561153372,0.06180966749443982,0.019165265649824875,,-0.017546144544247928,0.016835336057194797,0.1294267529191115,-0.04144708095953395,-0.038903654160303495,
ACE,-0.04447011365122295,-0.022028421901957945,-0.030910044832714145,-0.03324678291125418,0.06582514142082271,0.009581688925298955,-0.04815642357057477,0.01070255577206121,-0.011681753736197386,-0.031491328017315266,0.014463310294827912,0.03201944660571661,-0.03969308249511893,0.050304423635909715,,-0.06356371649141727,-0.050489517359666516,0.06657006595305374
RPH3A,-0.06904646591104183,0.10394304287290096,-0.06449136069923189,-0.03883593291699369,0.00025721556315818885,0.005589540232830221,0.024139104556632256,0.033235138593220366,0.010676335889041077,-0.21256648038656292,0.013297913646677095,,-0.0365616506057114,-0.06037145247613881,-0.03772918704403838,0.04170451603049307,0.02450717556591829,0.08482325317364481
NCAM1,-0.021801434942109805,0.03449330241146643,-0.03999418522412848,-0.011356784830579456,-0.024992297739633053,-0.07101205961582512,0.04543621715261796,0.05261644661698663,-0.045758086639118754,-0.0281910030664973,0.052887325026284814,0.011964556252160958,-0.027604477342630176,0.02018302236493616,0.057742528651294554,0.13658549876022155,0.03047099544740608,-0.05779333504622695
