,UKF255,UKF260,UKF266,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
CXCL8,-0.11440148111302982,-0.037636694738764805,-0.03177805240248261,-0.011272851046766251,-0.19183395352353236,-0.2098558650600709,0.06625784756158681,-0.04804058945440343,0.0002557352339439287,-0.002399877856686277
GRN,0.20535792945709347,-0.03747659275505113,-0.06641305947626432,-0.01768413400755535,-0.07413237290270581,0.009725354829574893,-0.000524291697545835,-0.021363818508612343,-0.0013505323491815138,-0.016759015091437453
MIA,-0.06249403519319562,-0.0016164198226849822,-0.04039611075925662,-0.013767069816661131,0.1510629535357396,0.12337047746738473,0.004500367143481478,-0.07666623436287386,,
COL4A4,-0.05553427004075138,0.012231591951887581,0.04803482565952338,-0.023127582433247824,0.02968362672682442,0.04702349478498585,-0.039615204600510136,0.012974122018284033,,
TAC1,0.13932476852164116,0.06373943886092942,0.0634071525883858,0.012258885298093996,,,,0.061914269734419866,0.031097180262347344,0.10132189215731273
RARRES2,-0.112558650975665,-0.04084049757014811,0.034057174165994575,-0.03136400616457694,-0.10490401891032003,-0.09922047555128856,-0.09933994439500517,0.023496239613615768,0.0013944189661282387,0.01905624023090983
FGF7,-0.038672465872892026,0.0020838781707286508,0.027067593221001548,0.008108074397307988,0.08445747231562234,-2.5219362482153502e-05,0.028795750472430416,0.003172640355482765,-0.0436873314940105,0.01179002055744808
EFNA2,,,,,,0.023066627660371923,,,,
HBEGF,-0.01593201532740367,0.0341323991515257,0.02324013266594394,0.015003884546570052,-0.0410308711507311,0.08568156754435013,-0.004690852692749418,-0.06225767424546556,0.06140199955861577,-0.033849099964474626
CSF3,-0.0496092520542389,-0.06229547504553217,,,-0.15096526013442746,-0.07610801162395783,,-0.004897757147560812,-0.03548313893849663,
PI3,-0.08248453070889424,-0.0673632468563522,,,-0.21254474187927747,-0.1687547685717051,-0.021850920948910002,-0.04916054730464625,,
PCSK1N,0.09397654243274287,0.04584737674263066,0.027899367046734222,0.005165549583005317,0.002994259410401032,0.05496324414118377,-0.01422455960175785,0.04741382560947926,-0.15861864665174225,0.051858693812560946
NTS,,0.03675470801034412,-0.012018931259649203,0.05179577540766202,0.013417080146232442,0.06112628687849866,,-0.05243675578811565,,
SFRP1,,-0.025052116488953946,0.0025216338931688988,-0.01650301326117283,0.04485761542668815,0.028537430390218478,0.025280338238413802,-0.029245462939388643,0.02740421541171188,0.12346649615000722
CXCL13,-0.03602218689660155,-0.009648668356529213,,,0.030768406420001646,-0.04938463296348105,,-0.04176212408867766,,
MICA,-0.0066007633057531484,0.01601684882006713,0.001854293872379259,-0.025691866864396187,-0.02652803938080957,0.04900680479888205,-0.03903490442660669,-0.04624611219535941,0.008560350063400472,0.028525941966849672
TG,,0.08014604571676348,0.07472002664207164,-0.011943158910499284,-0.0035792913076552577,0.003801989304275726,,0.020801490465889666,,
ADA,0.032629118600491454,-0.013601223591206487,0.07653096006683963,-0.019396650540129692,0.06543669900323949,0.10568509081616759,-0.038472506075513516,-0.025499919931227463,-0.04367463941204349,-0.016823925852224336
LAMC3,0.12738075363298568,0.0026809478554914367,0.003661640144220571,0.05158945392313075,0.025831181064492476,0.09708380103696128,-0.0304336934598471,0.03482027015204693,0.07978141772106631,-0.06951478568431535
CCL7,,-0.03291597500237775,,,-0.048727627136548185,,,,,
NGF,,0.058208219555302684,-0.028582073836008488,,0.12141636487096942,0.12730485146851103,,-0.0520031597827678,,
TNFSF15,,0.03472101018235804,-0.0347049037723536,,-0.04750396481752065,,,0.0012112193852992766,,
HMGB1,0.15290408237818484,0.025574657080004812,-0.01160394793132298,-0.021441392983568137,-0.022596970001945205,-0.010090296701412328,-0.032002292721233366,-0.040888582267290634,-0.02903809112687498,0.030997389815787067
ITGB3BP,0.014544342196219627,-0.033528362480609294,-0.011950542397031867,-0.04074297789046237,0.029850536843989594,-0.012468047582078581,-0.04254418924527538,-0.04257066342326971,0.03985650207378862,0.047590505854988606
AANAT,,-0.02195961696940751,,-0.013767070582420705,0.0656341900200231,-0.02732722530338813,-0.01571529415948782,,,
RELN,0.0708473154785281,0.04583243947986733,0.06402616264798155,0.039414329907740325,,,-0.02626648343039764,0.026799570351597534,-0.04806886122289499,0.128995333893703
IL15,,-0.033079073575540734,0.12904841744291398,0.0010051713819718801,-0.02887116387494427,0.038598586707350696,-0.03961519958021847,0.017471994871723646,-0.03752881186543796,
UTS2,,,,,-0.0002133103160646684,,,,,
BSG,0.06909053982847022,0.05439960549872826,-0.013666054598596555,-0.06659612176441737,-0.0670241689000349,-0.026524258793289412,0.014822222435632323,-0.0014922542171616534,-0.02653252979911952,0.05465933784458979
ADAMTS3,,0.10230090578564725,-0.021285054719347624,-0.024580902535696322,0.13563415497330564,0.02631704772567331,-0.004999577827250698,-0.02294845031732495,-0.04314715588833348,
CD34,0.09978975070560604,-0.004824629501844765,-0.008267549266732389,0.018422754833503103,-0.007849219243618796,0.10677417391347449,0.054959368115958536,-0.04256284798102209,0.03195397845326017,-0.04819573438029864
PLAT,0.09414775479373229,0.007388542518390612,-0.06700533037671837,-0.009733848515783123,0.11415724692037627,0.15077467902836586,0.01700478863998061,0.09353684743434602,0.07312783736491335,0.1746017479412269
NTF3,,,,-0.02222333611697862,0.15516917413719455,0.10626038704538225,,0.07215719315928518,,
CKLF,0.06173555882729597,-0.023780456952673047,0.014542297163165163,-0.018753037297502047,0.04198891917063286,0.13541418160810673,-0.09653398509973553,0.03697681969337178,0.05462946023996086,0.03958305767089002
CD24,0.029878556262389885,0.026344468521493733,-0.04410822384564038,-0.08137427600010701,0.0981650709526409,0.09536866336241658,-0.013643934236076979,0.0046869114325530205,0.08665508659000828,-0.05575531759280368
HSP90AA1,-0.08831848426309843,0.05460630594164943,0.024851617174013015,-0.04985568029850109,-0.2423517569307396,-0.18135404777700323,0.0642011030859003,-0.01634133565654411,0.032515547743419464,0.17108450088802246
BMP4,0.02806128388061592,-0.023915402619644845,-0.03902937156119393,-0.011406723782853624,0.04368608467730727,0.06130357529174757,0.0022436815584099944,-0.05230220689408424,,
SCGB3A1,-0.013016267008160144,-0.026151192904581493,0.014834330637399164,-0.01161265868771409,0.0885091947453213,0.03580598236252747,,-0.00025524797099592055,,
IGFBP4,0.07513650609783232,-0.06983988628816394,-0.03694897234660801,0.006213613281575319,-0.04052024144026493,0.023569746481758403,0.0051152705751961475,-0.06290167373893843,0.045137638958451194,0.06415194129977132
RSPO4,,0.046833272449044734,,0.08719563255261902,,,,-0.02630722128570687,,
LEFTY2,0.05241414207094195,0.08224482065608864,0.05181539205302224,-0.01273342041446374,0.04292248214546692,-0.04411704464699715,0.011041172954194317,0.0200568952269321,0.06204854983120448,
PF4,,,,,,-0.010262817160822802,,,,
ANGPTL2,0.05021289449424804,-0.00025754302367596467,-0.006054911034006851,0.025484036789908533,0.15626388862811058,0.15544056677158674,-0.01482746069641791,0.024260062179642775,0.025867074855489267,-0.007427364482456089
LRIG2,0.06943189140854747,-0.03547563379298587,0.007829994731093096,-0.007814207301819925,0.09441503379045602,0.06763167001902844,0.02320251965385135,-0.041861713443347714,-0.01743523925042364,-0.11703512267258936
ICOSLG,0.09105310539210078,-0.038025199003765955,0.007760358868931205,-0.02203865439565825,0.1011133120767269,0.09513871309648429,-0.014408954682395026,0.05115619439138411,0.03152535758960573,-0.04775069736562133
WIF1,-0.009302001661124902,0.05674157236912006,0.045150372562664916,0.005066929233795962,,,,-0.02445511035266185,-0.03818881788468663,0.0851688443666867
NPPC,0.06007271939850321,-0.02369418430996975,-0.033475008433925396,0.10548110990751494,0.0028821563094953446,0.08110338300046567,-0.03017964689498119,0.0021837393832749093,0.0065769538946927,-0.029144490766939184
LYZ,0.006137801792041208,0.001152567793858966,-0.06478333745320851,0.007055048372034924,0.030495579482221574,0.040751309675427866,0.036361699703853015,-0.0037087950422388396,-0.06061774964995213,-0.05959918630814467
EREG,0.06967726770399209,-0.03351512332288285,,,-0.07659133301359303,-0.05255983482906395,,-0.009214098337557798,,
SPTAN1,0.11531965771499035,0.027760814161095194,0.004489452988910929,-0.06911431266056109,0.07776399789414744,0.12766979893044703,0.0761752787688948,0.04514977459156378,0.026929033400200236,0.06794941488387667
PTH2,,,,,,,,-0.022229148924760255,,
LIPC,,0.06017331559022331,-0.03829499601175515,,,,-0.008413332224290674,,,
COL8A1,0.033025904669683484,0.01705603144041845,-0.02131805840301589,-0.050013123011466945,0.06705417737545712,-0.024847249536959656,0.016656124528078565,-0.05855304426780847,0.013499335226596148,
GSTM2,-0.07575448926934711,-0.03237930518326592,-0.02088261136690939,-0.01776296714282684,0.04596049782263995,0.05863775232790053,-0.0050577753906749495,-0.013064046941316129,0.04839242451529059,
SPX,,0.04849370179106477,0.06999010511034608,-0.03843032244563621,0.0007379546590924148,0.02277299334994479,-0.01904431049933685,-0.01245542074520634,0.09044523378620525,-0.10906473937582611
MFGE8,0.059575602547295436,-0.058320090725192564,0.012016305623578544,0.003171077681302316,-0.021206795904720646,0.030921256193134825,-0.010857894494031028,0.03378763209358241,0.12438525702103488,-0.04938271235014668
TGFA,0.07389736065952808,-0.011956995359447505,0.014583862363968,-0.006719024197885109,0.04593097214689761,0.11281195105220478,0.03034740321512055,-0.014691166205944926,0.00506028813628509,-0.05386985595262539
SLIT2,0.013204504726654763,-0.010247937024413779,0.07354309658029616,0.02413774173449052,-0.029354275388488997,0.058929357536349126,-0.02057695670651693,-0.006405622848451196,0.06418520404023781,0.09354518850462008
PLTP,0.10119083776938856,-0.029928271703538022,-0.005607023866801514,-0.06572475131867538,-0.03738366697486591,-0.0018838193903297712,-0.05567262941077016,-0.0832980084908597,0.04609809558030861,0.0995462647366573
APOD,0.18435959708609787,0.02934516980084064,-0.0008377021226934614,-0.0009878793514187362,0.23730608511389734,0.20241220508293242,0.08305447708456677,0.03603052627362864,0.024512786133078862,0.05598141624728297
B2M,0.1630086269904138,-0.0428636276215463,-0.06368515613255055,-0.030387863551701116,-0.011598390783806384,0.06354664271416934,0.0041855124023012875,-0.08493821495288026,-0.019645822787471852,-0.109343764865037
OMG,0.08887935765540766,0.05085525582416991,0.05540401879564888,-0.01088826039462571,0.22916355239049482,0.22449315251694288,-0.02972562455907584,0.07695201633766544,-0.03333086391771639,0.01655368115107429
CXCL3,-0.0239522159109831,-0.056708811752240386,,0.03406475019238879,-0.14494620324467042,-0.058251725500506606,0.07036603290000912,-0.05145296051382621,-0.0128527507207778,
CXCL10,,-0.003608855990261667,0.11307244173949867,-0.018871580445345332,-0.010243465161271106,-0.0190516093333942,0.03606754626569778,-0.01375143358815188,,
RSPO3,-0.00338457634670681,0.021024456297751064,0.010940736612983323,-0.02084457298391266,0.06423112758989283,0.1597085039028699,,0.014979117943308893,-0.03143367873218714,-0.038812437338504646
CORT,0.13695644559049466,0.06906071004317478,0.030284411778116548,-0.0338255575720426,0.022869537031444166,0.08579911758827799,,-0.015396042281331238,0.022290067500050702,-0.04144539666876373
NCAN,0.1906834016594814,0.11726236916075472,0.010228273365409738,-0.0339845813406131,0.21901319954990997,0.1951093276992499,0.08080884777172137,0.10144335090410592,-0.011337768194717358,-0.07376650991325777
PRG4,0.054322003421017756,-0.002849764845171333,,,0.0059365707477364894,-0.030420943088101168,,-0.006148676307762553,,
TGM2,0.0009227674064062644,-0.03818422191312587,-0.04168983811677475,-0.01876746522095882,-0.10565091188307985,-0.04604262359926964,0.004066441850761389,-0.005477165013089815,-0.0005351756921272066,0.029514116210137147
VEGFC,-0.06696006213754443,0.0033871452484083605,0.01482617280409894,0.0026452997788137256,-0.03278798087568734,0.0184357497197628,0.07506858991418706,-0.04489897434663893,,
WNT6,-0.027290413059930775,0.021551898481433903,0.018941868211463226,,0.04586684411950339,0.08807410964379357,,0.055470427095159994,,
NRG4,0.06166589211720756,0.008616833705623345,-0.007128200801634609,0.07626940685881334,,,-0.002731924434902713,-0.023733637032395224,,
PMCH,,,,,0.006530994853541858,0.21368079540143378,,0.036356113169298133,,
COL9A1,0.019827686224303323,0.04379568971566923,-0.0013761259724606083,0.0002637588985314005,0.16017716223850334,0.1983557880585709,-0.024135108911376622,0.03230870271902159,,-0.0631477918017422
GDF11,0.12002355016959251,0.007649937657570264,0.0006451928205611875,-0.04255488165463907,0.05391687937084608,0.036251329774144365,0.040749041371622725,-0.040541552395074926,-0.0250002845758728,0.03892403039947717
IL24,,,,,-0.03692709118913089,-0.03460678854908251,,,,
SORBS1,0.09657402558076786,-0.025289625155245042,0.009600697529461865,0.009064441458069311,-0.04730186791326521,0.009286559927538247,-0.05985376278781397,0.000776140922293402,0.011460493002204749,-0.005567775234788337
DLL1,0.13727448543230827,-0.01793761140083713,0.0018780596508165281,-0.03648921738651619,0.1849329417366411,0.17796574903557483,0.015404464255263449,0.011993903956921634,0.026405753680567957,0.04725125393486051
TLN1,-0.0735888284120895,0.025586395601453583,-0.056619879690558234,-0.0017752624749385552,-0.09257585282308425,-0.03658242253778568,-0.025953123234407117,-0.005306556945633253,0.08976660704379091,-0.0077404043823491395
COL2A1,,-0.018687167842635157,-2.8235235083030496e-05,,0.005520775746409313,-0.017636248213898333,,-0.04213636929509361,,
SHH,,-0.04737323481927957,0.009362099645515314,-0.013333403203102018,-0.052007193725156574,0.004380369361096,-0.023423764019194885,0.045558886288185524,,
PON2,0.11037555804578837,0.033677810010051025,0.014916986877043008,0.028159629193857835,0.09702274916927053,0.1808554576900939,0.034211666937996515,-0.00374457402085024,0.05875423379914748,0.03191399375381609
ICAM5,0.07168082886037862,0.007388956987619558,0.03677394316199551,0.029012759695641904,0.036646784871175446,0.08097416237519231,,0.04229082850368665,-0.05456774307999614,0.039054217106944816
HPX,0.009581334747106417,0.03875827333839015,0.004325620600676896,-0.011612657503831504,-0.026599547474663646,0.04417584170469845,0.10325211674074947,-0.012700570517327446,,
SFRP2,,,-0.03847344823828765,-0.015528191092063588,-0.004329506858403844,0.002985051358143752,0.009468430369471552,-0.02834060996244631,-0.033954765362777625,-0.09577435803735508
CFC1,,,0.06010440292919688,,,,,,,
CD70,,,,,-0.05895155116171928,-0.023700928255208926,,-0.0344846906684262,,
HP,0.1741091294596628,-0.035260547305129654,,-0.0014898199005894993,-0.027534752782354434,0.014124223557132961,-0.030387678863800723,-0.053013832969253084,,
CXCL2,-0.054853701648961035,-0.055111992119238756,0.010225799967198633,-0.016138750087980273,-0.07653578843567632,-0.048523430745646946,0.048318040614854216,-0.11573123819470982,-0.054692663540693985,-0.032511746289421564
NPPB,-0.09447109525967584,,,,-0.024909095933019158,-0.0010974810861683988,,0.020622934969442824,,
CCK,0.18556700218433764,0.053330827406855304,0.027521212420231117,0.03024909120864769,0.07582403261186293,0.14905075608839916,0.07570606021294514,0.07761055441307146,0.09543479458078216,0.04994278224662621
SEMA6A,0.13122515256995687,0.07047650659177589,-0.08364515503620505,-0.023051667037387473,0.1495345861936511,0.054603307895454894,-0.03416379155474456,-0.0019074936780211274,0.07827570705254179,0.0132523734668057
IRAK4,0.13395034529956218,-0.03923087515592376,-0.04430894171131693,-0.03627635405666564,-0.04862416313111144,0.01114465371087286,-0.055987681267421985,-0.03332041357736491,-0.06996508476995741,-0.05819262939335945
GSTP1,0.0581833492412586,0.012559193429475791,-0.05059972360062518,-0.05615524395199085,0.05298090637785212,0.1512171546502754,-0.025776365911206234,0.04708166105547475,-0.04013346083285261,-0.059616963003877664
VCAM1,0.03616837242586472,-0.050726298899674005,-0.004631221769697108,0.008562219960026072,-0.06259062035780498,-0.02238929922317391,-0.07075537476581184,-0.05408154224985027,-0.004359430449842287,0.03594275253623926
NXPH3,0.0822051041329203,0.039522577714332284,0.012777994461206631,-0.05155545486277075,0.0895610606681265,0.08351220927375705,-0.016794896826187955,0.022381690929838473,0.022758877682762812,-0.10514003358729933
MTMR4,0.10181522416488427,0.06709444934392464,0.06142871595929746,0.00783588143666102,-0.007079736601826209,0.03935514848948945,-0.049118204168208515,0.004421904591232784,0.07985676649265096,-0.054678276095333454
LAMC2,,,-0.03470490036143639,,-0.025938641063849792,0.004863130079441224,-0.0012254189335416724,-0.0194145696595728,,
IL10,-0.008538597681275344,-0.023613225650186406,,,0.008420833944620846,0.04013984095473524,-0.02212779886241266,-0.031450739132412774,,
SEMA4D,0.11478167619223269,-0.008995269224367441,0.018069388942673837,0.041644397790820714,0.14307119809741456,0.16283956669027852,0.061359668895697946,0.10169466389052852,-0.012842778800770225,0.024419512828674914
TRH,0.045276482226500325,-0.018389589951390464,-0.005317943651300589,,0.12310975218106658,0.0780693987155772,-0.0068836596518883925,-0.03497835819859018,-0.03947959190014105,
SEMA6D,0.11886117474460495,0.014331382228726253,0.04758433353372081,0.007238353706701677,0.019863917269558717,0.04650637274832298,-0.03583421728230723,-0.003198682806903022,0.08499919615194991,0.038066472952201905
CEL,0.10297430371250546,0.034591987442673444,,,-0.0077059399109798326,0.0075571434428184205,-0.04471721037700623,0.04223659136438069,,
PDCD1LG2,0.014019298473098022,-0.021941909261970323,-0.024371539450112768,0.01712958687060472,-0.009201391148926064,0.03507691723378438,0.06361708892788573,-0.02619153087445238,,
SPINT1,0.003034300252255675,0.010201405105908506,-0.031523106118011915,-0.01897763720678049,0.15319875268548452,0.06771779106105809,-0.03359172433031751,-0.015888568730098078,,
CTHRC1,0.0029974065422220058,0.0075701092957631815,-0.0186395032906035,0.05930712325686709,0.060925471712546725,0.05970733894953931,-0.0236195878259758,-0.0065809106061926696,,-0.05639524025274288
PODXL,0.05389396474021895,0.012386493827116705,-0.007144068543785235,-0.01903326510595869,-0.09854161443003133,0.05345194949547326,0.001849601261798619,0.030502652679664045,0.08863947814967713,0.09402545293467879
JAM3,-0.01967133744830111,0.026819230496658027,-0.028230877370208716,-0.03030889246099574,-0.09122295630023078,-0.023021378201568844,0.06344624763208821,-0.0220287358679385,0.04832151941894285,-0.002393471687260646
TGFB2,-0.013227184104519916,0.06209482006336393,0.023560228023233144,-0.0026209539021388516,0.05944165974638529,0.07623007653431108,-0.01010074411650172,0.03915818621567854,-0.035454448378355964,0.005299113180023487
COL18A1,0.18254942375439037,-0.03120772579147654,-0.03120977297193322,-0.0027346238476869656,-0.03259469419575183,-0.04096092808239641,-0.0260143938336508,-0.06354828223710554,0.055575715016938115,0.09133485564463902
NODAL,,-0.009451103611337601,0.0226372379142435,,0.04847714274306965,0.024242631873765005,0.02542567148553107,-0.022202016525357936,,
INHBB,-0.027145273693770858,0.007162685352256699,0.05379777455884228,-0.04655327808016666,-0.12954818977024762,-0.009864405023920192,-0.0014110259807743801,-0.09451365264706242,0.08131534276932714,-0.043458323190249386
LCN1,,,,,0.03604575820574146,-0.018155178140381575,,,,
ARF4,-0.09997578418600715,-0.05215200086612823,-0.016012192161174436,0.03536136794861355,0.10945802858352625,0.1576732882906445,-0.059188359449126975,0.03674491230419953,-0.04322809744690387,0.11460663782473218
CXCL14,-0.011862339595488628,0.0029751736816947313,0.0677220560372251,0.006548315994080707,-0.12447604967052389,-0.08857651092432131,0.013528247454033466,-0.03611784036824456,-0.04764722626477544,0.10051852304973213
LIF,-0.09367078366907403,-0.07451430596242499,-0.03074665823073488,-0.013767070582420705,-0.13937249364970955,-0.0937645495365321,-0.00407960676093834,0.09587602689845022,0.01611199097454002,
IL17B,-0.03831435120132898,,,,-0.016705348133245836,0.1208064177410121,,-0.027621371613858095,,
MMP1,-0.13286365176930245,-0.018389585939754458,,,-0.05125064171798393,-0.03886980598861219,,-0.020001492357539896,,
MATN1,-0.025388384029441654,,-0.029682540271409163,,0.013651532653919243,-0.009729474890598834,-0.023204882770597107,-0.028466788741899517,,
ADAM28,-0.021076832099796373,-0.017177247102531257,-0.0030280947731368903,-0.005889393990967146,0.03559803900868161,0.03775317741182894,0.010117072211841539,0.02747006704619124,0.006117522959233927,0.027553218572334476
TCN2,-0.017920065512496784,0.007436222441621188,0.03302941415021889,0.048626034722223946,0.0791511048353779,0.053770208458026464,0.0011799802414624793,-0.010653605463878883,0.0068901362123866446,0.08401648328543465
THPO,,,0.024076488290500398,-0.014325944298987708,,,,0.02324704218753672,,
CUBN,0.054591135688389414,-0.0296937364356769,0.0599067010875374,-0.005947805748513789,0.009901691679354554,0.024837484613864973,0.010000254094267169,0.03839354290361232,-0.02899396022270248,
TIMP3,-0.004833371495158471,0.009680207233282393,-0.02558298753235808,0.02110250565215774,0.014983021612900363,-0.022146102963831557,0.016394014737401107,-0.045568648711218636,0.03270762393925012,-0.026878229414573945
PIGF,0.09890344415172526,-0.002908793040101414,0.005162830593089254,-0.0019445711205172513,0.1370596967664325,0.10646741674763946,0.04661054876233838,-0.00832370867826516,0.02613699450059849,-0.14241635747618128
CRH,,-0.018687171271429978,0.01880363038659024,0.04251011906161261,0.04257802504016859,0.04951365498726541,-0.012988243741304093,0.013010114026085286,0.13326266803906878,0.07773113104479167
BDNF,0.0015563287846537392,-0.0026569531716968513,0.0361249868510491,-0.023304807034334272,0.006361529274720749,0.039593266906628885,-0.006554108499907216,0.0663865493460871,0.049715281000313014,-0.030425053760477133
CCL5,,-0.02797642438052765,-0.026615329730184944,0.015660562460264427,-0.017041805229727484,-0.0038624106626515015,-0.03733794885531475,-0.03433603410323353,-0.02200615760255184,
GAD1,0.0332037343450931,0.038107288437053556,0.051295382153325284,-0.007220250962645194,0.03317978666101774,0.11458581103138753,-0.015381008971734037,-0.03973364105405425,-0.0913094712273783,0.11551614582117632
COL14A1,0.08703911464294474,-0.04926233585357444,0.04264242655015103,0.043789987221021405,-0.03994963417490909,-0.03503630817216465,-0.0006303535452633407,-0.07349817560928568,,
HLA-A,-0.010843690170920425,-0.015870069439933174,-0.024346312974056164,0.040890148719681434,-0.23707496574653783,-0.16459116600505602,-0.027997783578295566,-0.03185874240780008,0.05262182879093831,-0.017764653962638
FGF18,-0.038314308415247675,-0.02549696634982736,-0.024279568861489367,,-0.06040753739160114,0.02215847409382617,,0.044891762325627034,,
ADM,-0.13505536164123683,-0.07635705463381277,0.05336721897072449,-0.00023650251806107682,-0.192610848807922,-0.1984552481695671,0.04037472779490366,-0.04102792763819691,-0.015791018291980458,0.08092730581927964
CCL15,,,,-0.004288147132445164,,,,,,
GNAI2,-0.003616979172927144,0.0334604774224153,-0.018174528208121914,-0.01412232707561441,0.017131941276634616,-0.001276090184413915,0.02856190954250823,-0.043063818597539064,0.0860801606859583,0.060777634259076826
HDC,,,,0.0948847624256344,,,,,,
COL11A1,-0.07059157656384409,0.024527112525316967,-0.021568768670871888,0.01493296059522012,0.03873840914276187,-0.04790289673753232,-0.028399813584701655,-0.06718209621061302,,-0.047550350829407464
NUCB2,0.012446335416881393,-0.015997041594923163,0.10273051738160247,0.02158450923181591,-0.03822847890681863,-0.04241338677099889,-0.03519360256368063,-0.03358814165513151,0.043192049314510574,-0.002370156310470771
CXCL1,-0.007564379745344745,-0.03925781931522758,,0.00894902206172321,-0.12904049609622245,-0.033092624960307494,0.0851835239830368,-0.02828636718508558,0.03252520920616596,0.05828553595626668
VCAN,0.16608440802622243,0.04493599472119347,0.01552568038664283,0.015089631338484885,0.1919792037860917,0.09815581234309378,0.013518036080447417,0.02804888751719694,0.02019333068669616,0.020245541085033233
MMP7,,,-0.030746649600300303,-0.025184070205227973,-0.16959423465471143,-0.046332500364070786,,-0.060446192157716766,,
PTPN6,0.0713146471809696,-0.018427997903551607,0.025105612891064628,0.020276525705936955,0.02957849667249449,0.105989287557853,-0.01945398032371915,-0.013768864378597064,-0.05302098844332834,-0.05232696443093928
PTGS2,-0.05839034218430599,-0.06882098901046926,0.05923813699509823,-0.027803295021843956,-0.14996893657029634,-0.08772532371284553,0.1141589784665059,-0.05029516720646863,-0.029735462114521417,-0.005793064424588642
XCL1,,-0.019553973647367936,,,,,,,,
CD58,0.096759757540921,-0.06306304959904638,0.004424899829189385,0.002037074767268907,0.03877780995131159,0.049417717951071326,0.009486068530478852,-0.029699295901932786,0.041678274706300124,-0.07817028262091022
TNFSF14,0.059152687821907246,-0.00905852942319487,,-0.01273342041446374,-0.04832285264917426,0.0016286674986401171,-0.024775188044848698,0.012376661478329273,-0.0023246303651142334,-0.048583616300151955
CNTN4,0.043272776037643144,0.012755389234224798,-0.02069173332425473,-0.043604586224095236,0.015973093206812044,0.11616455305403076,-0.029120332973057755,-0.06494749819267792,-0.06686888298363847,-0.030042407463762535
INSL3,,,,,-0.0213072036799232,0.0022120306596959158,,-0.02888110247273288,,
BTLA,,0.05202953556668412,,0.05344867591734238,,,,,,
MFNG,0.06975696534872255,0.045203010815216466,0.038760860630295026,0.0599746704130242,0.05496228814685001,0.10290316622704448,0.037611751572359305,0.015426285171192577,0.10577353654713102,0.0600144599354406
ICAM1,-0.031640146669081354,-0.040557451301757134,0.004918626734611036,-0.020175630120316097,-0.10826677499658732,-0.06415685301477046,-0.013465316261807426,-0.027878059126258257,-0.03093701284237656,-0.04444852992887564
