,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
AANAT,0.0550057380849637,0.03855759332174826,0.01810912088837485,0.04589983949579651,,-0.016298061537205033,-0.014897784423744178
RELN,,,,0.1447485037384478,-0.029186535798286804,,-0.0213019397251336
IL15,-0.08760802638363245,-0.03070087259127864,0.04938218333947809,-0.03609251899120987,0.02304633902821496,0.07663374749818654,-0.006532141633113241
UTS2,-0.019791807293926374,0.05382534267009869,,,,,
BSG,-0.007535180158270194,0.040455687152959885,-0.017636076832773736,-0.022799383424737595,0.03447980427448128,0.03212535435587582,-0.0064674185119290364
ADAMTS3,0.02126320082944812,0.009305691765335298,-0.0274110272606195,0.0033545271250736094,-0.0002549153815893983,-0.0036556026855817632,0.010154922716832677
CD34,-0.019723839073379223,0.030487249488163212,-0.0225483780248269,-0.06548501629928068,0.06534331300195725,0.004498655468435503,-0.0662114666848972
PLAT,0.0115182716067336,0.08692702987800555,0.034763279654062944,-0.11061305265227753,0.05854640366759772,0.07714419085459176,0.0021373769198766526
NTF3,,0.07887455510989394,0.02356529336947127,,0.005853797763514156,,
LTA,,,,,,0.01671269675878875,
CKLF,-0.03060051711730554,0.0606536994339466,0.023825351351249167,0.0747028638528477,0.010147783446074215,0.016781648714164894,-0.017519284964708413
CD24,-0.010442107123754943,0.059358253734327834,0.04327735624145829,0.03695036327222371,-0.05594233923660848,0.010731913634795982,-0.005726432479976059
HSP90AA1,0.046678679849551145,-0.05774071392853082,-0.03899831135071665,-0.022687106499342687,0.012003507028842696,-0.056309819150961324,0.037346314429441876
BMP4,-0.05744592112378407,0.050019114217016,-0.044002052686968246,-0.040374456331106985,0.01807473830544276,0.09936072926616538,-0.03854877703872849
SCGB3A1,-0.025423305637345635,0.03703323263324579,-0.030734801303687668,,-0.02633703154851606,0.03373566097623995,0.06526144843106117
IGFBP4,0.019696507330258645,0.03000480236233283,0.01603466447984787,-0.023701249593578087,0.023269321713641544,0.015830265077825985,-0.06631148759264695
RSPO4,,,,,-0.03379366143112611,-0.028929618945428042,0.039644046115677206
LEFTY2,0.04784518736530066,0.03952784909532174,-0.018461209682213583,0.004047578368362846,-0.037915604260616395,0.03462705643141146,0.016218049949594946
PF4,,,-0.014716192016681184,,,-0.021934729576395577,0.035512087048804285
ANGPTL2,-0.014449017226845213,0.015680480378233344,0.008355010459494742,0.02519467219391978,-0.0014253712607838645,0.039230153152996154,0.024039922617948455
LRIG2,0.005042002509558926,-0.009136995975838938,-0.0024865465896950767,0.013262633494416242,0.018301677526717342,0.0299905529027973,-0.03379092205637111
ICOSLG,0.007528721055610357,0.03727630653844702,0.007153441611244974,0.0319753453059556,-0.025863522449418194,-0.023375848593091806,-0.03217137008281436
WIF1,,,,,-0.007476010427728434,,0.013558237110807258
NPPC,0.031061559368532592,-0.003506548189839361,-0.027844021869155598,-0.00841884809016854,0.09033614040491426,,0.004747782106456401
LYZ,-0.07138274329265047,0.04704488512267824,0.004837283807703861,-0.005968110948599772,0.03657571089740204,0.007064158259839382,0.03130750469349951
EREG,,0.06205646645939873,-0.010635992320134173,,0.1443600810806015,0.01861226628761434,-0.019367032692529096
SPTAN1,-0.02380543174897183,0.047892145344275064,0.0014327853053158568,-0.03145018392679394,-0.03638690189881857,-0.0023706252806572972,0.04080552724492717
PTH2,,,,,0.043362484473338,,
LIPC,-0.056634160521422366,,,-0.03374995148062257,,0.033501461666589696,-0.012513605658163106
COL8A1,-0.10043485707902423,-0.01376418270136737,-0.03756320246884089,-0.05163020642482359,-0.027103352865356294,0.019013839539327986,-0.029923565480671842
GSTM2,0.04108061115539042,0.011765097584263227,0.04763477834255718,0.10033261377060575,-0.03298874139401566,-0.01914562829273255,0.07947931775551681
IL4,0.10781542255416632,,,,,,
SPX,,-0.03090143574293698,0.0047263329289704845,0.028004543433283288,-0.04832779669469692,-0.024344253411901363,-0.0387180364006005
MFGE8,0.04856186109866456,0.09037134685352563,-0.03576411953797687,-0.04723278810453325,-0.031803708284171256,0.02010596049936856,-0.0476261408180799
TGFA,0.09498164473617862,0.019484705630876765,0.046281290265647056,-0.022740183590121303,0.048178867095762586,-0.0037593932441433637,0.007973213031924985
SLIT2,0.045497908860309806,-0.03990800487024556,-0.02712061701445629,0.02797264924650729,0.010400997398101594,0.016202666018317238,0.08527358222165705
PLTP,-0.03261637982672173,0.016583464463105956,-0.02370012726212802,-0.06004672447064438,0.06163621598041448,0.012492791501543496,-0.004066422800751689
APOD,0.14513570097404016,0.06968461749712762,0.02550682358568429,0.08859760823162005,0.015938220071634993,-0.011178867658509083,-0.09312344192479104
B2M,-0.05810845500478072,0.017132630406549974,0.027233583105348864,-0.06552189334587397,0.022266736786236804,0.0008933359251055708,0.07985455257898749
OMG,-0.03992026264293458,0.04209052773721477,0.044541766827058724,0.09480785159065634,-0.032871482166941995,-0.02114044977063266,0.04912181375967508
CXCL3,-0.019181364040753976,-0.005856198559720136,-0.061345323994659265,-0.02040953401348485,0.013461606811835555,-0.06269352799328759,-0.08007724470618104
CXCL10,-0.014598106328073141,0.021675338646408873,-0.01973867966675968,0.10424388198328094,-0.028844512193680418,-0.018810128960825897,0.06829322876841261
RSPO3,,0.06675935845440396,0.02285044546986354,,0.058147925216741406,-0.015632035576466675,0.012888704163381422
CORT,,-0.02184114869962379,-0.015399746978751705,,0.0058854382899933486,,
NCAN,0.002536688547957941,0.10555831650554548,-0.00486551183906605,-0.06460102325307379,-0.08136800340615848,0.022952320090521255,0.05476851938885643
PRG4,,0.11296606986549168,0.05193406106761171,,0.015072549996959738,0.040325172201828574,0.10913453365204806
ZG16B,,,,,,0.022231400109703946,-0.026000181630978877
TGM2,-0.04695428811711427,0.026858358482490744,0.057178085501569505,-0.07353292226699228,0.02605336857234064,-0.0345518785081251,0.01429424888798301
VEGFC,-0.06136791462003655,0.031007054801570837,0.07953474424467599,-0.026920511675135213,-0.001473024772240345,0.05471764025948896,-0.027989144069418596
WNT6,-0.05047701346461282,-0.04575299507538117,0.030483894970535424,,0.007749522311531398,-0.006027334922785244,-0.026865988242173032
NRG4,,,,-0.021616782035460594,-0.00032154725958363436,-0.01563203732844491,0.06481108629543303
PMCH,,0.04158874683469954,-0.02160666888862826,,-0.010682302562633151,-0.033708610937281065,0.09450959929152902
COL9A1,0.012610868513421065,0.08369414289821175,0.014709010446357583,-0.0244803693532269,0.01857384409052531,0.08675172061957849,-0.023436906652916107
GDF11,0.02524749472558346,0.07667327971104855,0.014641976811585737,0.08358700597228706,-0.021405705893823655,0.05459384687143618,0.050895119817331885
RAET1E,,,,,,0.07804702004360062,
IL24,,0.05202780225038594,-0.014481549816962326,,,,-0.02106588200631902
SORBS1,-0.04367089451594389,-0.003128271713176979,-0.011070388448449119,0.004941140711023633,0.006133537473810962,-0.08022758939414523,0.07663903894738108
DLL1,-0.08631580027351593,0.033356439616318775,0.04345753877528439,-0.005632930806149973,0.03747060596059737,0.002015318035307949,-0.049943299840777104
TLN1,0.0019325833702143142,0.018672442598679402,0.019436783382066555,-0.0670924994500959,-0.030734932373850277,0.020573630338840597,-0.05711221663602283
COL2A1,,-0.022430835726380965,-0.037743348837574166,,0.07657669298980631,0.05306391769558237,0.035478066350813825
SHH,0.007988719096680294,0.010398814462259159,-0.02437889539267754,-0.0544385071110184,0.017039956525765763,0.007630544496615625,-0.02921788072862322
PON2,-0.07007204055560852,0.03732301041877025,-0.005322423821812072,0.05187495398274268,-0.0987525592791632,-0.029879470769476054,0.005040165799149535
ICAM5,,0.01676202421602294,0.05337705693155466,,0.07375149584510102,0.018110413441689233,0.052351378615738
HPX,-0.008377619397525448,0.05915476194236419,0.05547642464143687,-0.028982549983168418,0.016718210045967744,-0.036074678048259694,-0.06447743033697861
SFRP2,-0.054136884265704635,0.06361506677724564,0.007869518781638322,-0.02688418996807359,-0.016546252727571466,-0.02932973570942137,0.003225685649236991
CFC1,,,,,,,-0.03574970118692432
CD70,,0.03912256986733571,0.06998162916913814,,0.020944203092782197,0.045163455601634254,-0.06308980413816188
HP,-0.13299187192784018,0.059028473591908555,0.06019318981688071,0.046148242516992614,0.04661204000722866,-0.005654842416149257,0.08113645790802824
CXCL2,0.025655086075903954,-0.0045590568335151785,0.015812521676985554,0.05580955253939163,0.07264536986865668,-0.01776930948194732,-0.04119566308375838
NPPB,,-0.00041261348302108715,-0.019662623395545743,,-0.008585097229990818,-0.015856960926264603,
CCK,,0.007870821814326304,0.018952421995152454,0.1511299500273782,-0.00438488601198249,0.0636630602048454,0.05988548614743737
SEMA6A,0.025906379398602138,0.00561104772222989,-0.0017228036192665152,-0.0014859648538760543,-0.030050411214611654,0.032501457319163506,0.005014319396828008
IRAK4,0.011097023153444007,-0.021698617295737188,0.011062798288963931,0.04288403294091209,0.015144158560473193,0.037248186179952694,-0.05797023264896029
GSTP1,-0.036426921763106086,0.0007739012915646615,0.02015291373348571,0.06500969895785319,-0.03609829720135764,0.05790599731818387,0.023516796844528134
VCAM1,0.00048570216151080556,0.00612040638359169,-0.012322251982168173,-0.06860535130641822,-0.0066566493698632795,0.026057392682096784,-0.06627234803334647
NXPH3,-0.059260590391313483,0.05611715334138321,0.04748144455726018,-0.02243973978383285,0.0011520250917084916,0.07023829500486109,0.014646728742284601
MTMR4,-0.06706455687852411,0.03643228375840598,0.026640431975712576,0.03961145293547724,0.010415210662661257,0.06177376242813085,-0.009945818624872852
LAMC2,,0.07932653490707181,-0.019018338354576034,-0.0209000867267698,-0.024939517054318475,0.04005040138234994,-0.0259099939449364
IL10,-0.041884119207649305,-0.05435053368226843,0.04515039804552698,-0.02016014078278428,0.019056452498191524,0.005386044298548762,-0.06767989034563247
SEMA4D,0.03917833300231722,0.015450910007975174,0.03973443380462941,-0.03471984385510475,-0.017249345647566906,0.03261130163725687,0.07833622737305419
TRH,0.0682246520193687,0.052338264289128675,0.013971101848963352,-0.04619537863913784,0.09548876763163927,-0.017760859628590368,0.02588547677727807
SEMA6D,0.008085568006347141,0.010975446650442035,0.008921872234567918,-0.0317212294969386,-0.09817594881552501,0.026859268849034557,-0.0018349695723364843
CEL,-0.06934334732222609,0.05346351390983972,-0.023643050376852402,-0.04074084648994021,0.015274033517135395,0.03282828970364193,-0.017192906860182787
PDCD1LG2,0.001218477719810102,-0.004254686430672838,0.07196800592231035,0.06125544248216637,0.030158843206479262,-0.01459424012944616,0.04152291434523024
SPINT1,0.027034637631496543,0.06533378340176743,0.0030689151636526333,-0.04129466189121253,0.027185197671256673,0.02551500300725578,0.020293397329113238
CTHRC1,-0.027644777713800753,0.08639374551519279,-0.020798865650023,0.07919283763340895,0.025058019578832066,0.005014148858703507,-0.08895088035794384
PODXL,0.03141085657950857,0.00034755760142754245,0.05385741638411857,-0.02819451263481127,0.0010461889109254746,0.09473120146038629,0.048105768859596346
JAM3,-0.06957254669731361,-0.01317768894329489,0.0018582455424007158,-0.01851091754007125,0.015347807031703605,0.06353847947018311,0.06330749692842431
TGFB2,-0.0021488085923295473,0.019963308799842226,-0.00682881999148547,-0.025468655618025103,0.006459974253894225,0.06667864049899808,0.03523436950082248
COL18A1,0.034339061971977385,0.0470914625934241,-0.0627522208167366,-0.02408411173231803,0.0503710443529645,0.006595046863228987,-0.09773494769902226
NODAL,0.10786552902889371,0.11280295559409861,-0.017888125335883482,0.050517510134284634,-0.02852020824996276,-0.02430735156519651,-0.053463872609815166
INHBB,0.024373929049883315,0.02062017988967798,-0.001270709062934929,-0.05998419851546708,-0.012098541357962431,0.05136181139457938,-0.00506782379646175
LCN1,,0.011337347658530433,0.12836324838163277,,,-0.017960747959938492,0.00951905937856386
ARF4,0.10771814667800497,-0.0067169408150901146,0.015671253732100515,-0.06219553792376592,0.061233949338100294,0.03617258712712576,0.0036292725558508964
CXCL14,-0.015032824524650087,-0.0026111006635583687,-0.014755236604177444,-0.08362765600580886,-0.010303258393168074,0.09241487254124074,0.09991114729716966
LIF,-0.027893341437136586,0.03844855425526641,0.03130666795934331,0.01307619835063626,-0.014041306206859528,-0.004924212480501652,-0.048477548715146916
IL17B,0.11586070830864219,-0.005780433703165252,-0.027048450974233217,,0.03076581248684002,-0.030338216414256373,0.055771888673221914
MMP1,-0.03842906473967443,0.021747741291229687,-0.013406650937535887,,-0.025693464676757767,0.017258188922657083,-0.06904930493981024
MATN1,,0.019735160618675907,0.04292960134470727,-0.021141447751402594,-0.025532411966238427,-0.021601000578832106,0.0477734149642378
ADAM28,0.014873528591589764,0.038652304952617074,0.04026578347751462,0.003661555335208855,0.013098597775639863,0.00905464344378986,0.027401021475649334
TCN2,-0.011282207434231206,0.012455358720118246,0.042805834941428915,0.023377908222107998,-0.0154609239900442,-0.005922776654341682,0.011592913181824031
THPO,-0.05160973804692321,,,,-0.008034443797554138,0.10378339712133251,-0.04213697550344946
CUBN,-0.04533192836480274,0.007378381135518401,0.04243678057479257,-0.049444003447607354,0.08936791315905501,0.01878508245967771,0.010534384353685968
TIMP3,-0.015427016480484553,0.029327592909072945,-0.07239218746919143,-0.023663909584004578,0.04197546834109736,0.01722104135253628,-0.06491427952943139
PIGF,0.042154473665989164,0.07789991551910509,0.008403837511898058,-0.03800075727978012,0.051229247224692236,0.05191749241269442,0.03790814756915947
CRH,,0.03287281990517174,0.007493794365348743,-0.03563364511638479,-0.01981219430419819,-0.026633490476476628,-0.0017906561593814573
BDNF,-0.05733500137956392,0.012658961442006218,-0.011773636132110665,-0.04529573546484747,-0.009190232377192456,0.030608712240511895,0.014502479482987435
CCL5,-2.91333693488936e-05,-0.007510927674399207,-0.037836133951602624,-0.05796874984634807,-0.0393008467200366,-0.0008719759481872567,0.0037469719487953413
GAD1,0.036653657995566004,0.02790556792334541,0.05282124449918079,-0.036981026869389436,0.053148754841621675,-0.0002330416422167648,0.03039089293297114
COL14A1,-0.03101707926675344,-0.005801180676178186,0.010610264403612572,-0.04211568269737774,0.03319491380006199,0.09029495301750644,0.049661789178008744
HLA-A,-0.11271439576637983,-0.029490137299037038,-0.018205313844242118,-0.11962565353102438,0.006673156854869012,-0.01662850357726092,0.004832442971602359
FGF18,,0.03501396740361528,-0.011206723639402004,,0.008167985295072134,-0.0177608610535302,-0.025071744334108585
ADM,0.027149063892247007,-0.09271575698750252,-0.012889692673873045,-0.003170021845222292,0.011874747254352737,-0.024614227890792362,-0.074273875056715
CCL15,,,,,,-0.015403993412893419,
GNAI2,-0.05204249686094721,-0.0004440240781469361,0.012589146435637709,-0.033663725583862325,0.022114598640600055,-0.00020498945166360055,0.05202975760598022
HDC,,,,,,-0.0004538175709160899,-0.028117717681584616
COL11A1,0.021871576090014087,0.04790957515612834,-0.03144108337829254,-0.04422985594631718,0.08770053941424848,0.04093557874368332,-0.02788956843682021
NUCB2,0.003961124999737343,-0.019581250853249015,0.040179035779786924,-0.034191034225894625,-0.013687755460983253,0.0439275688710731,0.03308541158196136
FGF16,,,,,,,0.1009855319197984
CXCL1,-0.05153511593565889,0.031033602326315437,-0.025981971476422814,-0.0317786832027318,0.017711789040426723,-0.0387505872429443,-0.07537837927025172
VCAN,0.027651330642853862,0.05421780623144135,0.05207856259718396,0.0005867366335757824,0.0007400518062954127,-0.045260914882201186,0.01710239686494822
MMP7,-0.019049150647442142,-0.001786445389758034,-0.017238377416307276,,-0.04111850323049938,0.02587675403082926,0.014107587516486523
PTPN6,-0.028706860011669638,0.01595800812206584,0.0531961356609842,-0.007744963721081143,0.022952055858647,-0.0008551063387919708,0.002818445545254054
PTGS2,0.11059894834660655,-0.0628105972613855,-0.0489308306538957,-0.026136213892532095,0.058565543418977246,0.014511564667460931,-0.012273109537967699
XCL1,,,,,,,0.04415700972818055
CD58,-0.11915591152151572,0.10407718213340235,0.021324435601120757,-0.08134772187239576,0.006973757988380939,0.051979737895744296,-0.02652641870762083
TNFSF14,-0.06653277466009765,-0.03039410948064772,-0.028748932576737912,-0.02101735340586422,0.03976564664567335,0.03433884549684046,0.09814299216278294
CNTN4,,0.02028019916772699,0.025919509456021658,-0.007267312164151175,-0.006228170268502742,0.0416608554326815,0.07213403289147137
INSL3,,-0.006011065870864688,-0.016687429812302916,,-0.016455265020413567,-0.021091561003952916,
BTLA,,,,,,0.06449959564556099,
MFNG,0.03564576309942077,0.05695968446696789,0.03751011162124422,-0.0064704546860753975,0.040027378795065086,0.01281999069798597,-0.06035039598683754
ICAM1,-0.018497855725727288,-0.05328318208768037,0.016859507740452806,-0.013834621788801764,0.037829973102775645,0.05315605751038908,0.03592224730108911
PROS1,-0.0406390523878199,-0.0004503629743865198,-0.0162778308081113,-0.0475348277662589,0.03571857375320683,0.02697357355809996,-0.015524053455665108
CLCF1,-0.055339621998662505,0.0824267328634996,-0.014826701731434792,-0.01171252953569737,0.025663884681233585,0.010583662840620399,0.02754103161553327
PSAP,-0.12271416153333882,0.041161590679595725,0.007858152185866111,-0.04043849922565674,-0.004958008863211679,0.051570152153326006,0.03889044822322113
EFEMP1,-0.013605249228207135,0.0063975629652303296,0.03951824045546355,-0.0767562505016098,0.008156041587623083,0.023581837659766042,0.05372430738519719
C1QTNF1,-0.08361695944662771,0.013377374976960272,0.021055444124509957,0.010812351245858831,-0.005618966245604074,0.07736025902030011,0.016703932352343964
ALB,0.045759964942055385,0.006572845062746077,-0.03825813454863395,0.024351116751822284,-0.02878180631307505,-0.023849504881847953,-0.013593299313392175
CCL13,,-0.022562489483806625,,,0.02479506578180095,,
EFNA3,0.05446842133824703,0.008562654994107828,0.030637328636331375,-0.027573460532119152,-0.010474640037912295,0.015445555177780075,0.051401297944811096
DRAXIN,0.06294829146521448,0.0053461319221437195,0.030240821394321042,-0.04422642743208887,0.024866183776975855,0.015614125398109276,0.06333878859030045
RAET1L,,,-0.01689306075580744,,0.042606116994038865,,
NPTX2,-0.002960762013096701,0.01579393613509464,0.00863197508096053,-0.056597854130719855,-0.00455960432547738,0.030966166328850634,0.08144436233078507
FGF11,-0.05781085265474568,0.04648029383209507,0.015681199832145616,-0.07238927090361105,0.012527853154453409,-0.010494357764582657,-0.038241120166524895
CD59,-0.08870879009055281,0.04616873240099565,0.00584479574274355,-0.020224903304871457,-0.025951729884089916,0.021740184281893046,0.09820505794838935
COL9A2,0.02495658308586656,0.07960799277990828,0.045741853131821,-0.0402085040888658,0.02506276241672726,0.037417879795916764,-0.06126471304534417
DLL3,-0.08057353393155643,0.006621821988998742,0.008163358979505143,0.051641168963335246,0.007958762871634736,-0.027582227827195948,0.07798761853728622
FGF5,,,,,,-0.020049744984884037,0.040659172304832826
LIN7C,0.06932843014615461,0.0040949542650855425,0.01899587693188296,0.01468887255712303,0.02409313475971936,0.007490977609879765,0.015042875162646002
GDF7,,,-0.01448155440501053,-0.0038688211492606058,-0.005225736015249446,-0.030086102908675555,0.05520849063998828
PSPN,-0.01871936414047269,0.008311258093005635,0.04491595847087885,-0.015388448326844838,-0.025184446716003017,0.041258267441183334,0.062208212919036915
ANGPT1,0.06497621921834124,0.058622000807022734,-0.005965232996793601,0.018074627503139533,-0.04209250941606988,0.06048299212313746,0.00173532216000097
PNOC,,,-0.01539974865419725,,-0.035756081865667984,-0.021768448968065023,-0.036389579438623997
L1CAM,0.13448665206077495,0.015374301044142108,0.030126417163284073,-0.03374995530514093,0.034086429668819945,0.06739880170589271,0.06359709503727656
APOA1,0.06630819439775522,0.01711791706677901,-0.0019411797064083456,-0.011020159677866289,-0.03494269542345236,-0.051543101766068265,-0.014090480868561402
PSEN1,0.023194387432753635,0.03171545554706674,0.0043062872644853934,0.07068343911431445,-0.026961860605836007,-0.008046105137675817,-0.020759169699676894
CALM2,0.00875853824818062,0.05711274730676367,0.06715412257288639,0.07602635694743962,-0.02404301901953704,0.07287289713118718,0.10461743606866881
CLEC2B,0.004121706434900512,-0.06957958511155109,-0.01044520912393083,-0.0020591082526221806,0.022565662663736576,0.08592810994345589,-0.05375333451313467
NTNG1,-0.0004709218219748004,-0.02661380256895337,-0.00023854313264699183,-0.0003186936453749736,0.009609108010797127,-0.04075745420869568,0.028249502004230983
LRIG1,-0.013768825667371615,0.030908287176571382,-0.02447245063561951,0.019072069187910778,-0.019164643120623652,0.009935239221448185,0.05797842239270604
CPAMD8,,,-0.016268856836189477,0.012574064571799267,,-0.022099903843609343,-0.030477232429891185
GHRL,-0.044567356027768866,,,-0.04252203425364794,-0.020369920350100174,0.02712572620257265,-0.026865997503894765
NPY,0.1232318768113561,-0.03897411487561753,-0.0017856041839810247,0.09541852824422499,-0.0036880840137762353,-0.02663348303079418,0.07722156837248226
MMP2,-0.011802670403946267,0.04259130941880826,0.027793299784574114,-0.027984886073254406,-0.027835920913145615,0.01932644567658681,0.06153832379433831
PPY,,-0.024319987828473385,-0.0056662362330523915,,-0.028874875073951742,-0.03224850769039773,0.005774425455408409
ALKAL2,0.014396465820221254,-0.02514267655611532,0.03498908558533698,0.05066314912034059,0.014883820246121122,0.01682239845938939,0.014459404414158827
CSF1,-0.11788551071968145,0.017887130044480063,-0.008317291154589701,-0.030366543425252534,-0.02852799467605657,0.014287440719761794,0.03757015831771618
SEMA4C,-0.10408376101342466,0.010626525265730815,0.025240562231977067,0.04825156197771555,-0.0006240222174919537,-0.03614370769753401,0.07445543292831837
BMP8A,,,,,,-0.018930811343030783,
ICAM2,0.08097437522181065,0.010783305700237106,0.026779572762741868,0.01763958294605471,-0.050365520217410635,0.06476268058012018,-0.035235328849845156
SYTL3,0.05067001934641467,0.0037557221914777798,-0.01885585897685471,-0.0511695963968621,0.04052192652030854,-0.008677551400924294,0.05917787156517923
IL1A,0.0990560841688489,-0.03983254218471639,0.018571050911027127,-0.04087977877144284,-0.04810697393016233,0.06040943181674048,-0.025689223926787484
HLA-G,-0.06136791462003655,-0.0046587260520926784,0.012899672819429482,,0.018047458519315107,,
PGF,0.009369268441263545,0.034124053489175576,0.01733659524038741,-0.017425674479751067,0.007442380372534818,0.07790731682728176,-0.05331510625121111
LGALS8,0.073144033941472,-0.013987134930866502,0.05895641514939903,-0.05388449214309673,-0.0022849462646412784,0.05370326965164989,0.02952108466492079
DKK3,0.025232564122023248,0.059310072817614606,-0.0002883393962534529,0.006391581005430155,-0.012806071190791019,0.05102054011279266,0.05778283103186075
COL16A1,0.007093681383736751,0.047408308616331406,0.02484083036198009,0.04923118280976551,0.028168614000628315,0.006050905496739675,0.0032267244628412417
TPH1,-0.06549775315642505,-0.03796824673746896,-0.004134690466100962,-0.027372658625995867,0.002488706919171882,0.1104949035097254,0.04015507507168236
