,UKF248,UKF251,UKF259,UKF260,UKF266,UKF313,ZH1007nec,ZH916bulk
SLIT2,0.018919561807899134,-0.009469121145288837,-0.028957250478218545,0.03793890844135348,0.04089011214381795,-0.08337174433198967,0.010841297507482476,0.045663390276078714
PLTP,-0.05701406433899113,-0.0229233346899053,-0.04568215091279054,-0.0483965134843892,-0.015251845325610216,0.006957623174903718,-0.0640749850460827,-0.035371049106365404
APOD,0.05808739941990881,-0.03558371417500941,-0.09134098281349534,-0.05890788416588056,-0.015128085909624202,-0.041188742963780986,-0.022941799154360565,-0.09183825847077333
B2M,-0.09175448066724393,-0.05198575980879463,-0.005251701755049942,-0.0891208014427667,0.05797818572759574,0.014459992013454529,0.05659841105398181,-0.12536756076966635
OMG,0.08035666502564089,-0.025895586737691243,-0.03928210824417187,0.041907292722737986,-0.03435729057436881,-0.002582629300247503,-0.017260867490352202,-0.03851166948016179
CXCL3,-0.002633685473132377,0.03539018859841662,0.16201532275130962,-0.037319697485554575,,0.049002288920195966,-0.08940264531826987,0.18275838516029422
CXCL10,0.011443620602181747,-0.02353040010390947,0.023042836756627588,0.0761498434927608,-0.0051417233504467185,0.02238154826343238,0.09777005540701496,0.05958597408029268
RSPO3,0.08677747496619446,,-0.009880528579696297,0.21134040775767562,0.002893858981483833,,,-0.0195628369934506
CORT,0.027378896920911354,-0.03430116169912504,-0.022157844017724367,0.12385849678033926,0.05262960307622431,,,
NCAN,0.06763995506564034,-0.0331934838515441,-0.08204296839849098,0.14041751224242957,0.028835318600183447,,-0.06469737313733691,-0.029527775963469408
PRG4,-0.030705506692996515,,-0.009751655610588618,0.08343557751099487,,,,0.03377289307627766
ZG16B,-0.02831293038437248,0.005882074506229456,0.039435952426289736,,,-0.03972620902889778,,-0.019579481553201286
TGM2,-0.08984808031614405,0.01701999870412537,0.038608016666013635,-0.03052371180012577,0.06577725803354123,0.12914811668685688,0.007747989452940769,-0.10096364461462846
VEGFC,-0.004135018451269758,-0.02967619816114039,0.04874611475062336,-0.02274309492300461,0.022502720090066188,0.004004471045661152,0.03541999021565689,0.1045620883045221
WNT6,-0.03294321177039503,0.010002033565545092,-0.013487795360550283,0.0719016738221782,0.05180234717138153,0.012675699919925381,-0.055938306666868734,-0.020231478712802575
NRG4,-0.01880524965794599,,-0.011868210976086507,0.08204555602355718,-0.001926390117349701,,,0.03515399588517791
PMCH,-0.021674062252724377,,-0.01644456255030962,,,,,-0.038963643565838216
COL9A1,-0.03009904868454083,0.015493838316547607,-0.012395480154521398,-0.05152386674522812,0.08154091755757249,,0.06918530724004888,-0.06639736448507268
GDF11,0.024745407987381795,0.04807025736321619,-0.01806986540894526,0.00169856345942395,0.031223785182794995,0.07052463998276072,0.0675379935787056,-0.01778266870278549
IL24,,,,,,-0.015105515415884719,,0.2561135099666612
SORBS1,0.0031817596356831343,0.025863482049357133,-0.04710204597845201,0.028204802069218597,-0.01479041314250649,0.010559407156972758,0.0280081515034553,-0.08980903244899519
DLL1,0.06382463772247625,0.06164808039427784,-0.043445745778329097,0.04495732544642257,0.11990159473525669,0.017716427610791154,0.14895323898412818,0.00489624924897137
TLN1,-0.04495431412424184,0.015019623635358494,-0.050895112323192576,-0.10823271152058223,0.07966508491671863,0.06429312254047446,0.05507301801635697,0.0013463754019290039
COL2A1,0.013314556153853256,,,-0.013196011175526653,-0.01777908477490273,,,-0.027411328803892878
SHH,,,-0.010133571265372721,-0.022553997474137142,-0.0006019786607098184,,0.06286330556532535,-0.055437797124496827
PON2,0.07506182013677523,0.0391278992882431,-0.11284505324522026,-0.0878988524421094,0.005245028062817791,0.04934765146647227,0.05300848663168312,-0.07502439246727657
ICAM5,0.04083591743474381,-0.01510785946105507,-0.015793890059260043,0.1874918272513452,0.03321504652553656,0.009557327766184552,,0.005295226975431179
HPX,-0.02262401035380351,,-0.013070904707091071,-0.03743608875829549,0.02806332605509684,-0.023585538059720464,-0.04004051271649721,0.00489050398943425
SFRP2,-0.027145140104241135,,0.16114352071942992,,-0.02948222695961705,-0.062123569058001614,0.008058379822607941,-0.018009747544437925
CFC1,,,,,0.07789507946638441,,,-0.02692137404485855
CD70,-0.04959349904860363,,0.30130794299132474,,,0.06984507769041579,,0.14044180751243523
HP,-0.026044820377739128,,0.03405282759972932,-0.04202021046794147,,,-0.006602088185381882,0.021430474176212567
CXCL2,0.023826311529716246,0.031408796787545275,0.13067886480869878,-0.03936337068084203,0.16659228445922789,0.04393123029430381,0.10518895051285485,0.11225958003583011
NPPB,-0.026340569966354598,,0.14199194224250244,,,,,
CCK,0.07060770053937578,-0.03270779188089527,-0.05781861063367995,0.18667206418960336,-0.01297502069278482,,,-0.04100199228441189
SEMA6A,0.07888636940211922,-0.015299998863326341,-0.04313001110839444,0.04207941857058652,0.014925367214546395,-0.009664368190388873,0.04303020875061623,-0.07413833727412174
IRAK4,0.06445451304020976,-0.0027969360421921108,-0.019992928564577468,-0.018962705334151,-0.014624175235903801,-0.004000181222469953,-0.0488210777955682,0.0032234339926541645
GSTP1,-0.021046537927496004,-0.05051324016041692,-0.006290085917710961,-0.08641922659249882,0.031286417472641145,-0.11223864682947689,0.0737274625807688,0.018353377788367365
VCAM1,-0.07212469763135437,-0.012310277411184942,0.11879691657113785,-0.08844843833307925,0.004604056269236916,-0.003010181956227483,0.09618768223029302,0.15232704142748815
NXPH3,-0.0006431080600982912,-0.008438826839898841,-0.0036283234090022398,0.05666093113073351,0.03204145632922323,0.049519614442551124,-0.04820962153811443,-0.003695819988441752
MTMR4,0.10857273264656456,-0.0068911644655411325,0.006638742732530706,-0.018203273986120767,0.06426425462417631,0.10368533615582723,0.02881121220711776,0.08682678425814057
LAMC2,-0.0206745931702401,,0.1310734924321427,,0.07681966989890772,0.05114943356413368,,-0.029298182743869992
IL10,-0.03556340727339753,0.033095172354241066,-0.025446864499809683,-0.040905709972621114,,0.03087258487652115,-0.0802648637673868,-0.05096645797912863
SEMA4D,-0.04106941182650888,-0.02082094043500677,-0.06982172986576607,0.03524384149334476,0.0008037527445426385,0.015150986332452699,0.05166293523942955,-0.029857488214180494
TRH,-0.017569390880774097,,0.027512711318476216,0.042748446352557964,-0.030760573375382957,,0.10536298406420522,-0.0002801491487483584
SEMA6D,0.006806988303523382,-0.012321398659185464,-0.051241132104148206,0.07832849729433274,0.0461645112324399,-0.06560217579123792,-0.04977970296603353,-0.05264187273189804
CEL,,,,-0.025619779609329863,,,-0.056503919548522824,0.03301327745978018
PDCD1LG2,-0.011839955255284891,-0.031275913184830195,-0.05024773262050718,-0.02887296855125387,-0.01579044549710157,-0.019370911246658674,0.030746504757296317,0.022861515274795314
SPINT1,-0.044968927533228266,0.028986152473365254,0.012293769930347942,0.0824169741551174,-0.0021400118292899607,0.00246469544321521,0.011977181386028985,-0.022654433554270045
CTHRC1,-0.04491704180288414,0.022884546036439777,0.055585564223883034,0.04079160148145643,0.09291005416548218,0.06237477517838114,0.10238727638598565,-0.03341283431590827
PODXL,-0.03853391250279512,-0.007344083891851406,-0.07244541217715814,-0.11838124626293729,0.08056307147940463,0.03892909171264767,-0.03574738580232435,-0.055763614176694565
JAM3,0.018508595553836306,-0.00045427118958004997,-0.012347270873707355,-0.002271130798913634,0.008120277379630024,0.11562297802665761,0.03694422284752087,-0.030283388211933614
TGFB2,0.08360974162985686,-0.03426161236443131,-0.06677233378830533,0.07221019299210085,0.03899148895816662,0.06645915906035547,-0.017016561679107884,-0.011889574442486648
COL18A1,-0.021105499025938022,-0.024711785400428548,-0.08596928225820911,-0.02319031185652634,0.05877936858007304,0.11227322999836861,-0.004192331012430155,-0.06732552355249052
NODAL,0.10557035960914753,-0.02058630423939632,-0.01995713851230272,-0.01975083587416455,0.1516969605863453,,-0.0676200533520673,0.0006922200427803495
INHBB,-4.0985279082848385e-05,-0.028169575099583417,0.009382149409545829,-0.02102195148468267,0.013934947516807074,0.12996358314439546,0.07679673301589338,-0.08006940323930002
LCN1,-0.020674597822107742,,,,,,,-0.020550175533628593
ARF4,-0.08068131904244881,0.051635685681361655,0.051788693833573346,-0.034325286094283224,-0.004939649189920635,0.028011625429024856,0.08555390086574269,0.11288155662408664
CXCL14,0.006578632711979034,-0.02661705178828089,-0.0016763855379593425,0.20453236803588057,0.03858023668770839,0.11329109938044128,0.04781958797615567,-0.0702468559977132
LIF,-0.07027175246037179,0.011651264794745415,0.095281903027658,-0.05654827067647025,-0.019920917675480775,0.11148063984851259,0.08226355985200624,0.08207072426270944
IL17B,,,,,,0.024439045708129527,-0.058174487962694275,-0.023234798638212525
MMP1,-0.016404417010655866,,,-0.012985872638263188,,0.01745206392716289,0.0319725121601139,0.23600597792765102
MATN1,-0.0003472903195284838,,,,-0.01923147018802869,0.024491053425192116,,0.025984798543467167
ADAM28,-0.03252097915048011,0.047143677299325976,-0.0302989980555771,-0.011073106265962678,0.0012576685356032512,-0.04189318871486569,-0.020378497119523643,-0.044283194412534525
TCN2,-0.011691528617546635,-0.00894718134368793,-0.016147985932291206,0.11956972651814546,0.0970750748723169,-0.07068250926563904,0.02294719336695459,-0.04901094739587938
THPO,-0.02536373247798387,,-0.006525241631559408,,-0.02734798915187179,,-0.03487067584079998,-0.0317313219687082
CUBN,-0.01910540414461906,0.022419971313522597,0.00851124953452458,-0.010588222185235443,0.12922732970148884,0.1294137022229419,0.026311168383935404,-0.01970278180939586
TIMP3,-0.0757332568564226,-0.05469355935262855,-0.06071240282462633,0.11349386190889213,0.04216181471528156,-0.01836245122788305,0.012285770446981752,-0.0522938874468896
PIGF,0.0030188963790499304,0.04719976626510233,0.012857206970483832,-0.04197649582137774,0.10372166013145671,0.06398318634377764,0.0963543172157365,-0.09613043410194066
CRH,-0.02422275283535866,-0.025835757537748465,-0.011430027029579124,0.20679108574545013,0.02851791117912235,,,0.036950846269542266
BDNF,0.01629907987416093,0.03486574059628999,-0.03065466579166122,0.022984956575652297,-0.0031893826363650073,-0.02674473544443891,0.10298692651508395,-0.0031531518616637138
CCL5,-0.03826678232297342,0.02885695957772025,0.05793266425401373,-0.029657416536181834,0.08461439098998615,0.05911756086862075,0.03439380615060911,-0.0007522100404784032
GAD1,0.017452236314002903,-0.001548481484340168,-0.007893159522783301,0.22505782134528615,0.017248787265117763,-0.06420131047668173,0.06613475523109406,-0.0021538335541491
COL14A1,-0.0489902681890954,0.04443371318329347,-0.033973937057424956,-0.04190446147676694,-0.02508890470173358,-0.0894842966434055,-0.009451303181855478,-0.059759995790726946
HLA-A,-0.151815376833822,-0.009912613846985826,0.11622326649712239,-0.17286748692830226,0.03768263548150614,-0.13174985689093383,-0.0157751099775177,0.06625919457961715
CD5L,0.0050112676097065845,0.04226114254394051,,,,,,
FGF18,0.010666612104097292,,-0.009081070998629525,-0.01800477502678134,-0.006305498728937393,0.003881275817868044,,0.05788519533077747
ADM,-0.06986137766629733,0.04133674886186764,0.13056367272418526,-0.050516726672645,0.11513032329308466,0.027530454514549278,0.03634095672249782,0.08052619282874852
CCL15,-0.02205293096204106,,,,,,,
GNAI2,-0.006346858434057013,0.012806585427941802,-0.09671223841959146,-0.08578676146945252,0.011784170792110919,-0.06058176934281637,-0.021724090780387877,-0.0559236628022827
HDC,,,,,,,,-0.021174095722806718
COL11A1,-0.005069126974073843,0.01795883076426394,0.008600563027847586,-0.09766371373574997,0.07193847145941411,-0.06167613953398155,0.08355401333470068,0.02253059912656758
NUCB2,0.053816126676000234,-0.028700204667422374,-0.003848590266638267,0.002662753032877705,0.04016221657247935,0.05610011168754252,-0.07322528649969938,0.1043200141514669
FGF16,,,,,,,,-0.020864318719586505
CXCL1,0.005315197854734957,-0.02771558925944284,0.05800247609565429,0.012230642898560398,,0.05457280734137867,0.06011403670984473,0.034253050594260745
VCAN,0.03447978324691963,-0.014119622822228155,-0.0880935657185211,-0.10046660121690672,0.07793078103162593,0.03785024376053329,-0.12399112563786642,0.020376683482193424
MMP7,-0.019218593106123484,,-0.018053786865572526,,-0.019920912083777914,-0.06820368159848512,-0.08004681008911681,0.13393548229864607
PTPN6,-0.00629901924408104,0.011376108795018708,-0.055010025286212356,-0.020397027338965666,0.019067158186067978,0.07528132786352933,0.08510627241012375,-0.049662203584657394
PTGS2,-0.052402416203748185,-0.024734709560181277,0.12883101008017556,-0.022035403428324093,0.09818297803273705,0.031226155477184128,-0.06653279366562777,0.10501803865339221
XCL1,0.05518732800944436,,0.07742513858618001,-0.013808109230330238,,0.04203963114043299,,0.016068487146822304
CD58,-0.024138321307510497,0.021086389447354977,-0.014591985905534954,0.014379476761465922,0.06414786036284957,0.05939941457365687,0.014620996548252484,-0.032671995004140086
TNFSF14,0.05071665447103184,0.019265223954128937,0.013251478227245397,-0.03886521664508609,,,0.13090164393624684,0.04830459166058075
CNTN4,0.009576182936463364,-0.02262787361858688,-0.017757090454031392,0.20475167752477133,0.07706011942083976,,,0.03423463455686313
NTF4,,,-0.012498438065367082,,,,,
INSL3,-0.023778347292159965,,-0.009081069217430451,,,,,
BTLA,,,-0.014414416625482368,-0.014395413543198775,,,,
MFNG,-0.014990329026129262,-0.020734601457219046,-0.009043106193425594,-0.03609464065973733,0.0921829170242113,0.01322803109118158,0.1088478709899215,-0.013248478949590952
ICAM1,-0.007913005168171118,-0.0057571192835312954,0.0538254327368775,-0.06813948149860023,0.11300741976006624,0.04983443383460491,0.08747216838287718,0.09616453679103848
PROS1,-0.027566593740703436,-0.011803644025769361,-0.030512137112607383,-0.07780275535766765,0.018435161894177838,0.08691264702759746,0.015945731027162888,-0.012470669781217388
CLCF1,-0.07253364366277418,-0.036107769715490054,0.07622690848651352,-0.048089495872138954,0.19828570603545814,-0.06949833862858198,0.04280661746429588,0.024969532678343665
PSAP,-0.08339367489371395,-0.02109990010685603,-0.005490799854720486,-0.0007634251693895872,-0.09074663889395362,0.1078494458660079,0.006646783962300943,-0.03200248132445947
EFEMP1,-0.08547141918244729,0.038927944619381115,-0.06481692112586156,-0.1619664267042939,0.024268915436052904,0.02793569170986654,0.08924444745209648,-0.0258925820256898
C1QTNF1,-0.05579633194178526,0.005286074241652875,-0.0423484590171754,-0.00771988578860733,0.10051453754265084,-0.009458293439255644,-0.06036788652766703,0.01994786597736603
ALB,-0.03676194540786148,0.004636521293134012,0.1793200869849665,0.03158224515357181,-0.01905553469764593,-0.04393417952270147,-0.02609877145808423,-0.029978718259873624
CCL13,,,,,,-0.023693567599463925,,
EFNA3,-0.01541444519498755,0.021061558917924078,0.06588567813873077,0.05547672185062843,0.008818825519262937,0.0027737140566751824,0.1285908810685754,0.10190861807984876
DRAXIN,0.0018923715863202125,-0.025028292442643554,-0.005518831887783239,-0.02068185642227001,0.1105727092282051,0.005754809081266153,0.007159408235895863,0.03500001641125605
RAET1L,-0.01852356347321413,,,,,,,
NPTX2,-0.0006913744176812461,0.019418073132043936,-9.189398895469709e-05,0.13282973995532643,-0.03937142264530498,0.04848116122388148,-0.023352389585063867,-0.021753487596851112
FGF11,-0.05820892185624343,0.05536951585445859,0.016910242866531335,-0.06649519530702717,0.04103091866421501,0.037482041330965436,0.05806355360945853,0.05744180052994154
CD59,0.02150080941191935,-0.04699542385708133,-0.08249658172804684,0.11610217539376098,0.029596528511314737,-0.03539909783762744,-0.014656518072701928,-0.06685626997262656
COL9A2,-3.758251283183905e-05,0.029461874328750155,-0.06080753333820459,-0.02307780574377579,0.016983551400622427,0.057500222277220306,0.10650380680168275,-0.030595423356611987
DLL3,0.044391865071685334,0.053437849130623404,-0.08992744199686238,0.04818347134628235,0.06072572532013081,-0.033407144013618044,-0.02512423945656415,0.018907842939674263
FGF5,,,,,,0.013571264048241797,,-0.03579056225663482
LIN7C,0.0023478902520890576,0.06705137613893353,-0.011600037912118265,0.019831306408831392,0.033107210842069516,0.09045375254356831,-0.050446666356854436,-0.05091146917585828
GDF7,0.039904050174570674,-0.02428131856568177,-0.01620327870917256,,-0.027219554189634773,,,-0.0006583291557801905
PSPN,-0.047184440034401996,-0.026920628461893033,0.06283171733177828,0.029715169721551533,0.028700624863688885,0.0011074583243969155,0.04486769765013848,-0.019505929257198313
ANGPT1,-0.04273422579511948,-0.056432807502998686,-0.016220107671446007,-0.0009709452544940729,0.06127090701803606,-0.030551631606676954,-0.054800077097634806,0.020112241791658016
PNOC,0.005865006330368373,-0.008890183761539841,-0.02773537862574088,0.19463647172212994,0.04516529164757273,0.002407019402448561,,-0.007815218905430486
L1CAM,0.01714971237058007,-0.0255391090736216,-0.03176891245655076,0.02410204859370821,0.02897182280473663,0.13493435766517853,0.04667124571207862,0.03238884151463656
APOA1,0.09410113532338046,-0.023981600920031803,-0.01414226490863353,-0.0013954888466441108,0.019844453544852078,0.046988904157363,0.09279526442865123,-0.055507521044991584
PSEN1,0.001092889750953085,0.009074164066332756,-0.04320052142568996,0.05189420655207243,0.03399362482669906,-0.020090682192424218,-0.0834487483935234,0.06833818592691157
CALM2,0.08718964909239485,0.04191002649199475,-0.1245300534759297,0.14129731493509096,-0.07217499810180517,-0.01420444849593592,0.05069952241961008,-0.0946385918158274
CLEC2B,-0.028315600368824263,-0.009192625109730386,0.05461061220637122,0.0008445378646103822,0.06211659027977503,0.1521225826053147,-0.027268915626896328,0.06713512707173042
NTNG1,0.009214086019665124,-0.0027277091907010956,-0.037330929209484214,0.03928697889195072,0.07383402808019765,-0.061951407221759305,-0.023129542200959634,0.03351653796757009
LRIG1,0.041223884020200975,-0.016221906631559025,-0.0626200683435683,-0.16721805789877764,-0.07127990797766268,-0.011120717036018737,-0.017453859058124025,-0.08520591839809406
CPAMD8,-0.018026313901010418,,-0.010741284495062283,-0.01753164593188732,-0.018719336050726884,,,-0.02295093236743732
