,UKF255,UKF259,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.07526570075509369,
BMP1,0.008926691333488796,-0.04126594033185943,0.10329562530413118,-0.08435535182583365,-0.06731900060537846,-0.07927714858239597,0.058340785867493514,0.17209169307319372
NDP,-0.03917867697414822,-0.014680023918439644,0.09611130927068677,0.09586732643825013,0.15985007225734957,-0.04201186527181621,0.17025169982414046,0.03333261109497647
TNFSF18,,,,,,,-0.029013871781058034,0.09021131069925939
RTN4,-0.020231164744340575,0.037967167550633854,-0.014977435779474408,0.2248026878428807,0.1583642304303621,0.3775778348342216,0.01192085625997017,-0.14067132910580746
HEBP1,0.029464012604450175,0.0648568580438754,0.029042163853934013,0.06482035300714424,0.07988647129364565,0.08366669862148463,0.08398206250705516,0.05133363604381463
WNT7B,-0.012900434730322392,0.16904754610737147,-0.00981028535710393,-0.0464178349789373,0.032856795626089765,0.03767202443269647,0.024486821067826577,0.11486416808443405
PTMA,0.0723857609176216,-0.014719423056602489,0.1595860650930174,-0.08298756616756248,0.0416231161280738,0.06341404655224207,-0.10855609983187042,0.03838817152454975
FASLG,,,,,,,0.004166435184931334,
CEACAM1,,-0.008859907386474164,,0.10172074112096116,0.0977059920972366,0.061377724542448144,0.05938630624462792,
PDAP1,0.005884431527399091,-0.027641659105909922,0.09759816304218742,-0.04464856974274361,-0.006255180651519036,0.12240588962465014,-0.08341509215034165,-0.003732836141924328
QDPR,-0.03543394789954279,-0.05639172727736338,0.030243270473217728,0.11220055311255493,0.1297395669598914,-0.015528683232788882,0.12046333207593568,-0.15612177205147312
POMC,,0.014814760422441607,0.01399679300018879,0.0929724213229984,0.06819423652826961,-0.0075308748528991,0.040939844982496566,0.030103902882227633
CCL18,,,0.04053697287427303,0.00970899989117276,-0.042850634600804974,-0.1571518499699114,,
CCL17,,0.050407394670885806,,-0.10345807862913904,0.004983934562688571,,0.009331814713378767,
VEGFD,,-0.019481268627616198,-0.028892889726017404,,-0.0408367651934511,,,
TNFSF13,,-0.01206141037476399,,0.11546707127882566,0.022236223961929584,0.015440644970521498,0.010859014127985874,0.05402017844418452
WNT5A,0.05192136708746109,-0.00549599316707419,-0.0025859689987092083,0.019800635013746876,0.045712957682949744,0.06535037733182437,0.054883171080888575,0.07435843226028296
CXCL8,0.02725879793178019,0.0053954985842132736,0.034814641338237515,-0.23066201765060326,-0.337288455402805,-0.1600224413029516,0.01076111298149363,0.04576690024092522
GRN,-0.0689933782501761,-0.01836570708492449,0.028622060129509977,-0.02044122204653998,0.03754745548375145,-0.15863086510782295,0.09116408855988148,-0.06886227216361908
MIA,0.03018162504441041,-0.0027161090778421255,-0.0007316309049000459,0.14537783123608825,0.09474492338878251,-0.038072334329910425,0.09049465339533386,0.20684612388610737
COL4A4,0.024173955152759607,0.0037878514033575466,,0.09517417230157764,0.07762460746841054,0.047596377537171455,0.02331618037429225,0.09491325050245512
TAC1,-0.008496264604081715,0.02200027044395194,,,,-0.04769529050891434,0.018094066019281905,-0.04611205601317193
RARRES2,-0.07996609916019014,-0.001525234178209383,-0.05511793024798516,-0.13812353937757454,-0.12158441514006395,-0.01638722425870797,0.058600784612407635,0.11597983052853478
FGF7,0.029891335219122173,0.019447053339673413,-0.030975514216793548,0.14020334726725253,0.05106731933896144,0.07623223110376383,0.18495110437988554,0.04061063087548626
EFNA2,,,,,0.0254558335558732,,,
HBEGF,-0.027953306243096252,-0.03930148163005076,0.02621998222391088,0.03971899117585994,0.08328723782695226,-0.037461470920497425,0.005086409842447328,0.14658525593085536
CSF3,-0.0050314780648910455,-0.020841716362857508,0.032113895902470026,-0.11652863082641603,-0.19319453615340262,-0.06470296952776303,0.003823071290992285,0.09221496652554871
PI3,-0.017967884533243186,-0.03596651013231164,,-0.2648602523204111,-0.3096569935820935,-0.19606807933133397,-0.13388006189540225,0.06919174277427793
PCSK1N,0.028141070949842494,0.03495522644500839,0.14024269575708603,0.2638324091897523,0.20703245059790182,0.39866179260645573,0.1532313951628483,-0.14031326971979247
NTS,,,,0.19248980296756954,0.04567432719079154,0.14963543017626055,0.051691246816679734,
SFRP1,,-0.015257158936066753,0.06869366135846623,0.19722910849484188,0.1318659262876489,0.11505244633600185,-0.03292366374378973,0.02101364601199831
CXCL13,-0.006409382829165526,,0.04759808112004689,-0.06858486310407161,-0.11404950937088243,-0.00033572582189778463,,0.10387613037222122
MICA,-0.07133809643924079,-0.04062812736399842,0.03983849655536029,-0.004387933243148091,0.07088172808624565,0.0047557050185063395,0.08825613659394066,0.07851576674252389
TG,,-0.016464891748450856,0.016439795135584745,0.06852014781328465,0.007518154391399782,0.06580538242675593,0.07390585515011495,0.02886497816050203
ADA,0.011487358954431265,0.037190491309333135,0.08663321708343627,0.010965912733732437,0.02153582643305845,-0.0648022611067888,0.12405258394283455,0.0650796783978789
LAMC3,0.008116872740868605,-0.039086955554875645,0.05482955918857352,0.02447377221600887,0.12249019785777507,-0.02638771591668664,0.08058047835325244,0.05593693038054002
CCL7,,-0.011904090427689903,,-0.026945807698079118,,,-0.02150503203942678,0.08302827269313998
NGF,,0.005368540063387385,-0.022550287990205767,0.05964768273167295,0.07890122073212225,-0.01045229093132331,0.04321484190478771,0.07521985948580387
TNFSF15,,-0.013255786912837362,0.00020411457857935376,0.026993851638192567,,-0.03441669265123314,-0.01726429411430315,0.12893085064668344
HMGB1,0.050784137077005916,-0.04445006544880577,0.13206629723982882,-0.06711136282978343,0.13254259007454974,0.018661714703474035,-0.04472226006162199,-0.01554624270948264
ITGB3BP,0.01620658053625397,-0.012699175628454351,0.05365488054798049,0.029696644500174202,-0.012009212101296423,0.020766786442973043,0.06518721017954617,0.0581214447223698
AANAT,,-0.012061411662055363,,-0.0012822902240181423,-0.004584981019163166,,0.04367903796151784,-0.016075461269868745
