,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
CCL7,,,-0.025245945104826542,,,0.010352201098053983,0.04365881246242827,,,,,,,,,,,-0.020291306898482634,0.01941835861056692
NGF,,0.0858344383143455,0.023351707555119294,,,0.015130448903715897,-0.028457513509664596,0.0664009761506283,,,,,,0.017884049791744232,-0.02923218338275761,-0.021741639697910504,,-0.04731766394766622,0.029616430471694526
TNFSF15,,-0.03689440040097466,,,,-0.023546717202038686,-0.019739485663738142,0.10230421042237232,,,,,,0.024163832175733212,0.13970036755490378,,,-0.02260109474051454,-0.013936650310986365
HMGB1,0.05163164877680293,-0.11458512730552121,-0.008468890586643615,0.007024402431694214,-0.1959262425182731,0.010779429860795576,-0.02109938284451094,0.046692360290199734,0.011124548234380494,-0.023932565506220003,0.032115522853482105,-0.043168275155965,0.02278163907075113,0.0897810740138318,0.044026338789633954,-0.08248829803864811,-0.03490322207649738,-0.012305280635919054,-0.08499063261793802
ITGB3BP,-0.013711238657297155,0.10877248110763595,-0.060546136355098694,-0.028944964868975295,0.01078517380576112,-0.014273349777679833,0.01398006617503712,0.09995171026575503,0.0938441693573111,0.017160368319464575,0.013017617792962618,0.07635856851938044,-0.02753716423502398,-0.02396756887532045,0.04617203061221641,-0.015241555397176376,-0.01841432929910969,0.037344134668216324,0.005595052161098704
AANAT,,0.08673291627795314,0.03947466871455359,,,-0.02974730587450214,0.024672332700569115,,0.10038168144144538,-0.01853298907496999,-0.0008799101330879179,-0.021967674626712022,-0.051955826948249566,,-0.020488055743774897,0.01118550563650877,0.06488998083304479,-0.02146904889029074,-0.03208694615377821
RELN,-0.014823910454520594,-0.03874303645615098,0.017537888395511615,-0.018884204308811936,-0.029890424840017023,0.013821993352318382,-0.03845624792745633,-0.030200522566673684,-0.03907050460338963,-0.020365156127550396,0.03822130037297996,-0.024320111919532098,,-0.06659437385518498,,,-0.01386932560104957,,-0.0567741304268632
IL15,0.122433237424673,0.008094986635296798,0.022910807124294125,0.014001193188296228,,0.0012897996997178539,0.08233540744942125,-0.01497192683835788,0.035847618533478044,-0.007011925968333543,0.004307481574253262,-0.02037400288687063,-0.039874701561922105,0.08350686818289299,-0.03463378812981991,-0.03871279708408254,-0.003969883852384708,0.043325407493341475,0.08376340754920719
UTS2,,,,,,,,,-0.04392158005565328,,,,0.0834975678440487,,,,,,
BSG,-0.029059093123497543,0.20494594565349072,-0.010819746735347786,-0.012010274849439322,0.008612111404081399,-0.07248597114562702,-0.018799810296162688,0.05691239832614086,0.0063840396352420345,0.00026046779513151647,0.060376171851110445,0.06143606255380635,-0.00941737836574109,-0.012178817679087338,0.0318687174045588,0.029050214664167386,0.10561784774694967,0.07177058248614684,-0.015775801467133834
ADAMTS3,-0.04246073271141023,0.06689443922436099,-0.013993985219346462,-0.02576490909634824,,0.03701841662786335,-0.0172260193775448,-0.024115442946679153,0.08622173573776211,-0.05281258037036686,0.013559141934990073,-0.033855017244558076,0.08172724526164453,,-0.024532360982636642,0.023905190360863755,-0.042950730336142565,0.09989340216032158,0.04045006988093268
CD34,-0.007955429438448113,-0.0763297393095213,-0.056828008498385936,-0.011666781958184078,-0.08451607418770138,-0.03832653816051763,0.0005384826817928003,0.06072131703939899,0.09425287391301647,0.019275756931541346,-0.03844255591946697,-0.03297118510839233,0.02968579566144044,-0.01765853182447551,0.014910351006323755,-0.022086632484371697,0.06953081314201676,-0.0096401200161625,0.012505701268367224
CCL23,,,,,,,,,-0.015150401708767611,,,,,,,,,,
PLAT,0.026241482395908587,-0.037151615710561796,-0.05039452087345873,0.012535015597107336,-0.17167692305157298,0.035096747085441506,0.0017060911278783271,0.05978762274090506,0.03745278593969319,-0.037179061389392656,-0.019761282527210208,-0.016344839117917686,0.09657207150903575,0.06746959639263188,0.08709754505987974,0.04583014097460496,0.09004244980898211,-0.0013401802148849393,-0.02650654581560837
NTF3,,,,,,,,,,,0.04576399290791171,,,,,0.08420673200682945,,,
LTA,,,,0.027383419819282717,,-0.03762904087277254,,,,-0.017849199918719496,,-0.02037400540184706,,,,,,0.0006047798056540645,
CKLF,0.03967244919807932,-0.04230997268526305,-0.029663315037533035,0.023530954524937305,-0.050475594868351126,0.0035102745509935805,0.05501094269334096,0.08072949279688962,0.08351665253790541,0.008247603274502042,0.02778628196345481,-0.024514766044463423,-0.01334118114335366,0.11644984936764198,0.06945960857252204,0.06838779069714196,0.04476373031294929,0.04850438948389552,0.020365915479005525
CD24,-0.0021546014407321,0.06729452697830086,-0.03700678186782318,-0.03352269771752844,-0.006654187562126205,0.019572364148251874,0.0002143583906527225,0.08947869031896377,-0.022379913309913728,0.039509134285213805,0.09750820268242481,0.03046387626199199,0.13734994690919378,0.01588688628784599,0.09937185921765271,-0.037541016700005043,0.0013288292607978732,0.035716938071353906,-0.0005513439607403825
HSP90AA1,0.008941924380656337,0.05631607364660894,0.007269370568457185,-0.013013496774568617,0.12426923355819275,0.02358012873330881,0.017064665317723927,-0.044806177488258665,-0.11597360042294672,0.022630591919983758,-0.08103642370974161,-0.008406838849571016,-0.13263211899617447,0.06492175097678858,-0.013717130948076348,-0.15611208504981605,-0.005896017703742488,-0.07946371607771444,-0.08241370916012042
BMP4,-0.01840225336703007,-0.027339414193206766,-0.009935411258533294,-0.01592192989832594,0.040803352958363924,9.336181192657353e-05,0.011069924102571571,0.1600286160478082,-0.010882548854626004,0.024642701638324185,0.016551347413739786,0.06062312985095273,0.016541620806336414,0.07544816962687384,-0.01615739245601293,-0.013283909379817369,0.03087215272395067,0.00939808433905147,0.03665751773631303
SCGB3A1,,,-0.025245942580265763,,0.026486291305539582,,-0.021181474696336147,-0.01911192940735712,,,-0.020535261031053926,-0.014216711534455933,-0.017381955367383368,-0.027963043010372363,,0.04735961062464348,,0.03426860602885684,0.1029870089717698
IGFBP4,0.04757698023403943,-0.01639978810970158,-0.10188467251696535,0.05626616820356602,0.0027623467255595644,0.0012214408336032865,-0.043315798918503415,0.07283003643138489,0.0980101145003061,-0.017320125110215287,-0.043770519868196966,-0.01819457420122918,0.051192418257237526,-0.0272284301432697,-0.02519002189947347,-0.028547020134371742,0.05687265394509284,-0.00027040836986432984,-0.0050074340870741
RSPO4,,0.07897723446744671,,-0.01127797132894723,,0.03240713791032063,-0.009160790918053361,,,-0.020759706137103255,0.035028955639826914,0.03308058729849864,,0.003548625140913786,,,,0.04247313306775803,0.08839111334070923
LEFTY2,0.00885440619924566,0.02120603518262591,-0.014737221629173616,0.06926573943985082,-0.05263890959203002,-0.005415463958736298,0.015017462999576181,0.11184179416051375,0.09357261164475808,0.004512121524405544,0.02893724899988267,-0.025151482139137885,0.12323164885221828,,-0.02618199888124301,-0.02533958606167706,0.040587643385870904,-0.030285066483212383,-0.06490499508448466
PF4,,,-0.026188612860462535,0.07880252775220375,,0.02531750751340428,,,,,,,,,,0.06008712276969318,,-0.014264052705945916,-0.03169489577556315
ANGPTL2,0.06082685847452488,-0.05490409527499693,-0.013502808387890662,0.002916403634294669,-0.11023646682174053,-0.04816353553882739,0.025855935609450945,0.11279617880407644,0.07418724449606609,0.03502371804492749,0.006975823963584511,0.04029418271341162,-0.01003978439765836,0.015476341572259739,-0.0007335729491235838,0.03615215159756462,-0.04634568047306869,0.0052718163920242,-0.0350086061083123
LRIG2,0.05298000708468096,0.024516083008641998,0.04034809988105365,0.05657329612755463,0.012537214620445684,-0.0349885968978475,-0.008297976727345908,0.07682187053310974,0.02945392630526545,0.0018233752977874407,0.029921805676344736,0.022241325831182834,-0.06399398207977688,-0.016160866235478306,0.06204978097373442,0.06345469806657815,0.015065128831094326,-0.00971813032991422,0.00727003124606361
ICOSLG,-0.027626643557215294,0.11977284817718371,0.007938404641659359,0.07658764807980459,0.031124059109873148,-0.0005920086594203378,-0.06817889259960061,0.03428535297550648,-0.004899270625497522,0.004727577035026093,-0.024151415505937697,-0.014332704924055951,-0.08631687737498517,0.12899832066364483,0.08138303318641882,0.02148897459965644,-0.0019713409686388738,-0.005142755747629294,-0.05316611198136824
WIF1,,-0.07608413812159846,0.028484575950397766,,0.06484089672869495,,0.06322589680892264,-0.07057936189155557,-0.031246793675008714,-0.016019773518192712,-0.007794640149883196,0.011066617750345975,,,,,,,-0.00572049757274187
NPPC,-0.05720029557145292,0.06947430186526067,0.010382227051735513,,-0.03349199589769327,-0.00011755793641855735,0.001539295101464992,0.01599631260462668,0.07244234508383463,0.032533062365320234,0.01358721347769094,0.08745957878082095,-0.03387111139910845,-0.07621813491905222,-0.024532313866768338,0.04059788477580904,0.018715415475522298,,-0.0028182058123475888
LYZ,0.026792967135673404,0.08411778390777205,-0.07303374692358075,0.0531136374931554,0.0923949107146341,-0.006451881625329632,0.005105994367792382,0.011534894387758062,0.04387697854068521,-0.023569470417369662,0.06063326513688781,0.02520468805406947,-0.06862798428229616,0.04598411214226321,0.08016910887556314,0.0028240738604780775,0.01697043317571821,-0.024431575447513638,0.0014149236413566245
EREG,,,,,0.07976442424509537,,0.008463395849538043,,,,,,,,,-0.005441938234117173,,-0.004502120374835939,0.06947530001118118
SPTAN1,0.04415621590968537,-0.022691654824260103,-0.03963209904419469,0.026859013087321155,-0.06305646125395471,0.010850691987783802,0.02915986656915214,-0.03375612630197034,-0.035057263629006435,0.015487596606920062,-0.02673989098603086,-0.01995462893236962,0.050296337553962164,0.03027344861766769,0.06474075341582808,0.031233528345387142,0.04679804691315688,-0.018768372814856014,0.035870121442846944
LIPC,-0.022893167620922233,-0.07640897033496392,0.03641337559331059,-0.020562946538892287,,-0.046032803083581195,-0.023668589002778333,0.04022898775970696,0.035426198543407804,-0.008335878043952005,,-0.009840417053342335,-0.0387122959366845,-0.04319284039216894,-0.036684076291515544,,0.05959632431598116,-0.03653307578824642,-0.029452908479679924
COL8A1,0.04807515992586094,-0.05441477097554803,-0.0009125996162343275,-0.029783064965904004,0.008579398494827075,-0.00690310194331059,0.019998031817014657,0.020666882552572107,-0.012940067534232866,-0.002599638470790997,-0.016235757062916426,-0.011830825999278214,0.08213799789838336,0.008387826128041745,-0.031522047008932984,0.023875127523763053,0.07330692546700775,0.007357476630237139,-0.026989318207849354
GSTM2,0.014965906737931937,-0.029717520018848895,0.05510114255974841,-0.018291824018363212,0.01799728001467549,-0.004646264393163731,-0.0024819406225075717,0.10455989539664746,0.008187846882017973,0.08604206214007762,0.0034529679364671373,0.049173415333628026,-0.039733480804251604,-0.08109520532832115,0.014891555909993017,-0.013956876200172753,-0.05507553008392732,0.11671177288448516,0.008121840989749649
IL4,,,,,,,,,,,,,-0.00616330290067471,,,,,,
SPX,0.005281714386802396,-0.042738330962669116,-0.022306729613988906,0.011346149724820216,,-0.021608298542631875,-0.04746958455242219,0.002549990927243,-0.03025009785173868,0.023690544204466236,-0.040787538508282886,-0.00442307386151015,,,0.03028260557398653,0.05721090115827808,-0.05505822785223154,0.07072469232801526,0.04389084913364449
MFGE8,0.051396647742495895,0.03617409088228521,-0.04568407756448301,-0.0079248269993254,0.017103936799234474,-0.03586173652047484,-0.06789282134135764,0.047557371955437654,0.05453447440225521,0.0017161677559037556,0.07148293114578094,0.003102120495475492,-0.03682589045632676,0.05307502046748845,0.008290463364283891,0.052399557688544436,0.04637729871454779,0.04402568362573795,-0.0013438105656389948
TGFA,-0.016441902783007098,0.11809610465099714,-0.006544055543212105,-0.017945526234224702,-0.046334223520011285,0.016442545958318237,0.013238102336712401,0.09049040285405106,0.03540844929381791,-0.0005043068187753998,0.005395240794531083,0.032122202842205703,-0.04605629524660733,-0.0653338931796112,0.03962530879330696,-0.03246234095548878,-0.0625787543231762,0.07571115923093434,-0.008342976854639892
SLIT2,-0.018402250422393567,-0.07383086355846467,0.005119305160055264,-0.01639202264174432,-0.08762606470456753,-0.0004079268685822142,0.03901162997033548,0.05461949649980776,-0.0442438376939017,-0.006280135634870333,0.016619221892467263,0.024257110321906573,-0.029535988597210582,-0.0364213831673202,0.12858969336825996,0.03177056762913543,0.030368673789267032,0.058660088880813845,0.00223893872893802
PLTP,-0.06724355687208321,0.040886588575194345,-0.003594082293880477,0.012709638761411637,-0.1299671321851724,-0.0774355080589661,0.0013630752213054102,0.036668423011200234,0.07112581971549271,0.05132420640501005,0.09641094791543521,0.0013786046404409384,0.005936033395372861,0.09674356965051113,0.06352618669382887,-0.024342732428947744,0.10239722595975047,-0.013103794754456763,0.06458682853377311
APOD,0.0256150543904139,0.012003073977959241,-0.03855549075540626,-0.0040485895061629345,-0.2804666948201964,-0.022634300301257806,0.007747617394294118,-0.03777413479435914,0.0181167809989734,-0.0002181386342244323,-0.04898991101444202,-0.020960100816344886,0.09508634830707773,0.003935247549601841,-0.13500828292857,0.10911442350932966,-0.06505681003377131,-0.042011799129185845,0.059806017249576945
B2M,-0.026339495872600958,-0.2065099899917718,-0.028751280439536637,0.003221908055066092,-0.19942956664233633,-0.015461472202705575,0.011969900704822038,0.06728215185076676,0.13777594751486594,0.07213160209143156,0.0221336721112369,0.047036798990923605,-0.0018331613755187554,0.008110995586806303,0.01403077327849352,0.018853727470710114,0.05472318326502862,-0.04019752842821845,-0.07739066256883784
OMG,0.046732551160583974,-0.08341040233321396,-0.02007616237821605,-0.04072563438828584,-0.09780356721063964,0.0010925138020531995,0.045359702867661174,-0.02521529591740982,-0.03397674943859216,0.07055770383094748,-0.05455924677143872,-0.05424595055377569,0.04070171414576511,0.016467748959066244,-0.12689608571065503,0.0897043382304323,-0.050811459135730944,0.07128706308652663,-0.02874213833812084
CXCL3,-0.014399710902052032,-0.0679321050319221,0.06117726772352386,0.06644626081726455,0.027822933898815783,0.09772904531960393,-0.017065027212665198,,0.06939148434044286,-0.019479262541846377,-0.021968385414392437,-0.014672973344402648,-0.07499754685365119,,,0.06383500235115118,0.011567396298769742,0.018710237408520503,-0.009004174518833707
CXCL10,-0.054741497405663586,-0.03715263887225365,0.032104313780978895,0.060828397028855986,,0.018576398385008706,0.046028375517178415,-0.020464927848662464,0.09898686205010902,0.043690599752375534,0.018584487432029607,-0.023317130334639686,-0.01428096013294696,0.09137234839650678,0.05753305043811186,0.08167042329262712,-0.021913249327990478,0.039674256283595756,-0.02818342534353738
RSPO3,,,-0.03429340524445787,,-0.15114106042280237,-0.029747303676513032,-0.023668574409932155,-0.020590882499208398,-0.02186400143074035,0.023204752333504497,0.0017054342341764831,-0.015332974351041124,,,,0.024326034225554374,,-0.020591708730502215,0.03796747740032677
CORT,0.008322919302858011,-0.026083703886392827,0.01064123028383463,0.05669682851192839,-0.1301137053367783,-0.008148643376681072,0.035753775819316116,-0.013320547393342482,-0.03784055297693815,0.04548928133291377,0.01825451686746033,-0.023803519824133014,,,,0.056537903938934174,,,
NCAN,0.06417807767960623,-0.010151792633009676,-0.013886461328125828,-0.014855665289601586,-0.11377712935516109,-0.052389515902415786,0.007785773324369806,0.060208239327401,0.026695139803744328,-0.06889953307091118,0.04203234145140485,-0.02095905203871337,0.08900670850362376,-0.025154221450598032,-0.030739227874437502,0.10666923425629371,0.07217705392689837,0.035185862704827216,0.05778687937279691
PRG4,,-0.012163767756382423,-0.03796688642764483,,-0.0641755121405823,0.013114511332392442,-0.016946614302964663,,-0.018940165401403714,-0.02653008031423676,,0.05678089471798133,,,,-0.0037948053572826024,,0.0575197467625,0.0017876806628646328
ZG16B,,,0.01510885924008746,-0.016440721212428608,,-0.0340750651056723,,,-0.02044895222110397,-0.014182809658698389,,,,,0.10232717416808897,,,-0.02567564470968914,-0.02703899671909757
TGM2,-0.049135460753108776,-0.0719457384591598,-0.042589106851855525,0.03738141851980161,0.13090760760979475,0.017931119839450723,-0.06633655472813939,0.013219185869436526,0.03184695580221036,0.008824001687447784,0.003420225241138581,0.01252414054958347,-0.05926516428412609,-0.009181547765615979,0.04387644303280361,0.018033223574957416,0.03546884495670486,-0.017413824166922744,0.034533237750025814
VEGFC,0.009147439585030823,-0.03999840399862447,-0.00897947365963452,0.009749051841133248,0.052026137698705795,0.00013155968403421583,0.001796312921059931,-0.030692630617589076,-0.009363866750145876,0.07563990413752668,0.06746126952765566,-0.018294995233429936,-0.04194805484738166,0.01001552591416948,0.09066004846906074,0.036409564076837576,0.052057812202846596,0.012974789101574269,0.06887995436004288
