,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,0.04161284490352765,,,,,,,,,,,-0.0177712222096842,,-0.012457575814224277,,
BMP1,-0.01310752606014549,-0.05384976649966494,0.037345710843030525,-0.014845880322906365,-0.048440563891756425,0.011871518826758042,0.09099972975151888,-0.11550667949871377,-0.03130118820228877,-0.02395267069867738,0.010678105289034644,0.043147041878321746,-0.08426055272278084,0.023961958217812246,0.0010702166349505374,-0.028072227403693126,0.04526101106827471,0.0004911867118871186,0.05088546103056349,-0.038430725884800926,0.023420328911006236,0.04291837707082305,-0.04443529523846767
NDP,0.06436795039958261,0.04196323828856918,0.03667407343817696,0.0068509317209096525,-0.07546038847702426,0.07039923631135896,0.08825777498359115,-0.02418259016531986,0.05217430495686999,0.0077405578451020035,-0.023464594499274825,-0.0183757734665107,0.01572427292338641,-0.008083813021471443,-0.03651950912355804,0.07335397998823749,0.09814862305932771,0.03279610365924585,0.05215480975987219,0.0034511290430091863,0.0029406985074646097,0.03410832697117235,-0.11875851451857938
TNFSF18,0.10951306671670191,-0.03545945717914755,0.0089188590290348,,,,0.012692406419056994,-0.030578668127175024,-0.007193926170684733,,,,,0.202155232219681,,,,,0.008588551935598076,,0.06109053480480049,-0.017735843065486076,
IL36G,,,,,,,,,,,,,-0.015442929207397645,,,,,,,,,,
RTN4,-0.004135524051914684,0.11820328414315331,0.01875398649808161,-0.012362638349015439,-0.03547741037326428,0.1369856901794414,0.013587744212959054,0.19731734837368062,0.05582162397623734,-0.0025044720878073024,0.16361298062267757,0.02006849968856555,0.10325182412362342,-0.0669645506939508,-0.029693046280279346,-0.12040453257797243,-0.015796228886455325,0.009357289650427491,-0.07767112790878489,0.03588741647670893,0.04552249136635856,0.026988500752799897,-0.020600893305662043
HEBP1,-0.0286154750052445,0.0778924496473382,0.03734340638826929,-0.021529311844953162,0.007239686819106029,-0.020298355361175267,-0.05530379652139672,-0.013320399808645128,-0.03750374143609479,0.00909818299586319,-0.019789712454846523,0.06114361607870633,0.009009082084890268,0.025912244560750836,0.03975677544400933,0.008325900473254948,0.03436101003013151,0.03492727467729833,0.005669270037061243,0.061693809634613045,0.026175431580110008,0.022095204677917816,-0.11429818051302693
WNT7B,-0.021587518570060315,0.052889103684576104,0.011830508199177707,-0.04712967580280688,0.04162296130289598,-0.04435759068797149,0.0958068153140645,0.18162722412002666,0.006136679464675761,-0.02692747962589232,,0.01715395827642707,0.02388407960616791,0.023670290222069984,-0.005696383304056054,-0.03230494509265045,0.03887607272797776,0.05919137338442193,-0.03832354864476237,-0.04275361904983683,0.05703601661192263,0.06029138848984354,0.034042251913185856
PTMA,-0.043762643911466795,-0.1220854199983658,0.0006329765834505325,-0.06936770256379055,0.024087935266778285,-0.0281741422443826,-0.004109044098121129,0.044344669393536054,0.09102007332746993,-0.0010623191057703358,-0.19648786717722366,0.007077643418028614,-0.0876023108072233,0.04221906187216253,-0.11058451830796098,-0.07529183062676138,-0.15317940301629468,-0.027996382683122996,-0.07547799761568746,-0.014305525500544088,-0.03238758322726049,-0.05810211265012568,-0.12873354310474536
FASLG,0.04360132963817091,,,,,,,,,,,,,,,,,,,,0.08687015879097895,,
CEACAM1,-0.013786175468226618,,-0.01573732925636263,,0.04431502520893132,0.031806124782494935,,-0.057562816688758275,0.010058484839765553,,,,,,0.03866066285967975,-0.02897159219864404,0.017011650034624494,0.02226263093626584,-0.026334197985991105,-0.028376198759205194,-0.0017327971778920998,,
PDAP1,0.06220349709030551,-0.08750964295563875,0.04599304948656267,-0.06091462709462587,0.009784702160973636,0.017044285002463064,-0.00045257204089213483,-0.08242123622924952,-0.05007227868507159,0.03499784297418371,0.026128369113897675,-0.0020463623610273624,-0.09323253484528786,0.1078318002696814,-0.08120204338544598,-0.00383844922754544,-0.015002781449167274,-0.022855242482009895,0.01712784052005804,-0.00037048357862427605,0.06885445129550821,-0.01987924550760939,-0.024874783286496015
QDPR,0.023390043789082157,-0.010978810186026028,0.0030363380614771038,-0.02384081158571822,-0.017021000480496148,0.03272910464729001,0.03179163382441303,0.027623831901775076,0.03434374536215522,0.08562747295622385,-0.2181721521379482,0.03997468929239453,-0.019264889298901553,-0.04312674256043744,-0.039085623971610306,-0.04676264647148805,0.0960098475121699,0.032568631099529226,0.004905870931519453,0.016709482646206416,0.004446796303387123,-0.04035207254679168,-0.011961668297252372
POMC,-0.04394654748252467,0.04337989711972672,0.09277800704386693,,0.04014826446792639,0.05799302336419806,-0.06175880533101693,0.08816854621191343,0.003474377450345944,0.01217053656799929,-0.04228361477809955,-0.007780733295310237,0.032550189087254204,0.08196404984736276,0.14279272360290976,0.05579368489031632,0.010137506719685274,0.06426524044733654,0.011122605209935037,-0.021765014263558466,-0.014137157996489666,0.055114073765562516,-0.06651630013749386
CCL18,,0.04724501550557309,-0.015543053947690368,,,,,,,,-0.03964712849540426,0.026756846303727048,,,-0.05539349185372101,-0.020541335207507717,0.01069724849466519,0.00893740347121396,,-0.04776857807898177,,,
CCL17,,,,,-0.043125924755777346,,,,-0.03422246357147468,0.0451269108500316,,,-0.014107554255569296,,,,0.010975240970588213,0.04005026976336981,-0.0012350743460102813,,0.04358770657473372,,
VEGFD,,-0.021056893198218865,0.07329824074060914,,0.059003108049117604,-0.024302441174722293,,-0.05253024634023858,-0.028621900201938093,0.026583881199994403,-0.036927974749504884,-0.016151549419447967,-0.01511950285372244,,0.009990240458214094,,,-0.012685200831207723,0.05705464407194677,,,,
TNFSF13,,,0.06195983437124291,,-0.02974729770983874,,0.01457412021780707,,,,,,,,,,0.051617617163348,0.16170794432125188,-0.005221838765885615,0.016005765931991416,0.009879059233016383,0.08205511525279556,
WNT5A,0.035888823001374706,0.028466155312058327,0.06378587483275595,-0.033773729208014844,-0.012509656758619293,-0.11659334671371582,0.10188563430756338,-0.08136107402202411,-0.010897844672001186,-0.06929126921649426,-0.022158567471376386,0.02309238468131816,-0.04662391410079943,-0.010994810590806892,0.10830476354650963,0.019542429494869083,0.07113257341910954,-0.028237017700479282,-0.015210072264101196,0.08153697805197523,0.015255024965743639,0.03324011689385966,-0.02613857571905923
CXCL8,,0.017842507945346343,-0.0014527565838021706,0.066002843446441,0.11970468922883712,0.022022268175266833,0.01171647740908596,-0.06674458318405103,-0.03417556768129018,0.013831044457755069,-0.0761474294025411,-0.031589559437672145,-0.045458559814506604,,0.03257459369214729,0.08851968284578769,0.014413838346824736,-0.0995251573351986,-0.03326596104693317,0.006093760219153011,0.022562963934202783,-0.002953588614075797,0.06217277769622556
GRN,-0.10118378085945498,0.028348761393185744,-0.009057365251772441,-0.09205883150517347,-0.01784936720888336,-0.06526558282189059,-0.0026901964522021786,-0.11334867872511326,-0.002657850732780203,-0.03815202202577989,-0.1070340445373358,-0.06364422605083693,-0.014795043296093997,0.08309261694713452,0.06509118855328086,-0.05353459573034813,0.03400449787034024,-0.010127812046884354,0.04528123974364499,-0.001994765904836948,-0.02015259547031324,-0.010319955913339295,-0.06105074477982387
MIA,0.0530763713457682,-0.02320998063159404,0.014588846334331624,0.0769239874400468,0.0637601634276679,-0.009333935236207437,0.10374750665830688,-0.01800662807045796,-0.046376471088531004,-0.0278032951543479,,0.049712260541855374,-0.020706852048100882,-0.04550125363791421,0.07230331719371587,0.04402652277705389,0.16857015413897677,0.06426198463697518,0.08397998234564488,-0.053461785498195157,-0.01893314153832339,0.05102380327835398,
COL4A4,-0.025000983996968457,0.030008936667125983,-0.028260729048580437,0.013015827711832224,0.02165028978880935,-0.02446686619009474,0.0316670749854261,-0.03509285118002113,0.05741259739924962,-0.040552554753083454,,,-0.020086414692199697,,,-0.025970665909675922,0.06879752006933992,-0.0027458928906539948,0.021504939795542063,0.03533767536770406,0.03319242852330566,-0.005861964994746604,
TAC1,-0.02158751292791258,0.05198456567383942,0.087841376344417,-0.032567805900810175,-0.02202112897255216,0.06533432780692246,0.04992327445155034,0.19247544733546224,0.029579937326636153,0.016839295999004574,0.14164045724912594,,0.05355413931439518,,,,,,,0.014545009941420552,0.0324022478948772,0.09586168544060529,0.04123123709982863
RARRES2,0.02932299371428376,0.005541357736856587,0.014071660786235254,0.025503888449841087,-0.057362341986746085,0.006046296337070896,-0.00398052565742005,-0.13764290152257477,0.08953327403470306,0.04898902726668869,-0.049789881570786634,-0.062324371431431116,-0.017050774987659452,-0.021170352537210627,-0.006688170124269904,0.035520495922450095,0.07065524635965993,-0.03543820058850256,0.024742677647485438,0.026004666798859724,0.0643319090988764,-0.0033464232074929324,0.0019820676001516954
FGF7,0.016154896405845463,0.005792433905081838,,0.014205998639358468,0.07063564684466857,0.04092999773135153,0.07627202986783971,-0.03633582787493178,0.01739488554336698,-0.03011225047762192,0.13174563690426536,0.07154912750205673,-0.04651736909666451,0.06934065171269768,0.03184550163532113,0.04054148262193983,0.03594599024035755,-0.01877994514599622,-0.02035533842276873,0.004897606138050319,0.06486819657756651,0.04000770076772282,-0.06418168461558886
EFNA2,,,,,,,,,,,,,,,,,,0.014352979273093753,,,,,
HBEGF,0.03951418860369387,0.07975658536979927,0.08410348030743693,-0.009229394982651427,0.05632318008223925,0.008540817618161852,0.054795826401428,-0.09036203746086408,-0.08321000752070293,0.002492523696818361,-0.09982483593984409,-0.022606745341396842,-0.05976936784302634,0.022305383251780556,-0.14263058593381298,0.06645471398352436,0.0428234222504544,0.023651205211243653,-0.019501279135221317,0.020570203256503647,0.05602123138803661,0.02040054968992199,0.020236270682062275
CSF3,,-0.03249991329221335,,0.09322486009229468,0.06994757238837596,-0.0026655544583505586,,-0.03712756109495307,,,,-0.024264896497321265,,,,,0.06372179290544659,-0.07358350480162505,,-0.022767105291506665,-0.029970999066982074,0.0377151030469077,
PI3,,0.0011679687955082991,-0.040324406212653256,0.1319585916704879,0.05876125127230345,-0.01032712729082979,,-0.041806123823682394,,,,,,,0.11801478713688611,,-0.062111173406048284,-0.10745493629764995,-0.019907886674720682,-0.048809460656406206,-0.0028107346039403258,-0.009644170146930645,
PCSK1N,0.01444912600271889,0.021921160080808536,0.08122658869709053,-0.0405980753986779,-0.10107754455705184,0.042466425858824874,-0.056806446677281096,0.14811992047126882,-0.07903443176297732,0.0016735007291595755,0.22216959933658187,-0.021356122527638077,0.10579393373585165,-0.06370035164779718,-0.025940543377173317,0.06616464444472485,0.05785879907593213,-0.040517472080125266,0.06761697389426741,-0.016695517214475347,0.014327413649722098,0.05228641910989819,0.1137368868496061
