,MGH258,UKF248,UKF251,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CEACAM1,-0.027404134403995677,0.004457768295360255,-0.0162464103737494,0.004133481500106034,-0.022913437401240966,,,-0.044493137801533716,0.014632387720207723,-0.00448381611172102,0.055244780877726836,-0.022362318709226742,-0.02176842882760316,0.015959237268845045,
PDAP1,-0.015136094687877244,0.005879809680320461,0.01468596553919743,0.01199090599596443,-0.032919998680134864,-0.03536583772653739,0.0001968506718105746,0.07762359423790591,0.043214777022390106,-0.05807065693586255,0.004948912167552434,0.010800308236538148,-0.02294829991360789,0.012302594960534775,0.031111807847377947
QDPR,-0.0697630985075456,-0.048153883725791734,0.02270482313883333,-0.07538564926844109,0.033985949658701595,0.03479417155976702,-0.04269188195907574,0.05810666043032109,-0.030914877949922467,0.019014955256205307,0.05002243594846083,0.01063573017966884,-0.006077099246000131,0.024778608080945102,-0.1019373420823891
POMC,0.038327467959226647,-0.008928547748982059,0.10667509282270521,-0.008653118677085438,-0.01690462051140978,-0.0266309648649095,-0.03636703982089701,0.07702900715916107,0.0801875390967402,-0.023890785207784402,0.09511888537949265,-0.04836512874340149,-0.035610289938558436,0.05326775173958376,-0.0019450099838763408
CCL18,,-0.009214602899297932,,,,0.07637240793058485,,0.08463649114533198,-0.02192263062549804,0.008064011561127966,0.045966762227862876,,-0.020568763890813465,,
CCL17,,,,,0.04188777287423281,,-0.015506257707426334,,,-0.016601530661897592,-0.01099750101402691,-0.019896429183136374,,-0.014296321757140094,
VEGFD,,-0.030803430651971154,0.003957608671822722,-0.022166780942196086,-0.005228107098264202,-0.01799295637828949,0.003298178453527706,-0.04298084734424235,,,0.08147973773434598,0.027363762793635088,,,
TNFSF13,,0.03479234820837946,,,,,,,,-0.031855843752019664,-0.053326005676762996,0.07390626460808256,-0.02444448659810988,-0.023294663037767515,0.04304707242515234
WNT5A,-0.05189607167823443,0.0973748115200612,0.010298707918874798,0.008988716872002199,-0.018304728453061355,0.003175705650436359,-0.01079117033839104,-0.0420603818443844,0.04480610029363839,-0.055744530384726945,0.029500071397954533,-0.024524140658386574,-0.018141349819987707,0.0745664385973931,0.06230902706525976
CXCL8,,0.004431867354085754,-0.02178838970761639,0.029979017605034075,-0.05413567910611229,-0.03661049890324072,-0.0018332099896376857,0.02893291693401165,-0.038598242786035755,-0.025571170752716754,-0.07778898932360237,-0.028248592324549744,0.01733703177879502,0.039620279186244396,0.09825236027583027
GRN,-0.047701435622889296,0.05638413523711745,-0.0014157130916436591,0.06428141783401778,0.022643120571426267,0.016669885578547993,-0.008697707725491983,0.023650860546619596,0.07679976283541362,0.0041549791623598994,-0.06543074416774382,-0.011797891893936086,-0.026505010673752178,0.06946649289471893,0.025538590447573537
MIA,-0.02583321727402917,-0.013655575594069564,-0.02069446463304148,0.004735288249759628,-0.03571392055563789,-0.024401681336100385,0.07037962914468349,0.009202579387299806,-0.003789833070153099,0.10927816715641848,0.06863483185696855,-0.031653116704616395,-0.01287090367208757,-0.005648879894824355,0.02937349619200676
COL4A4,0.017826161565792382,-0.007915615421923552,0.004765989255665754,-0.013038937117572836,-0.018970331754527798,,0.008318414343927388,,-0.0028925843628978052,0.039540816203847876,0.00158201398538703,0.05715673636023915,-0.04387090795299742,-0.02205490783510957,0.015339859597161193
TAC1,0.0043604633534019615,0.020805109712649216,0.011065484345451257,-0.01952354994794048,0.0033916103057522935,,0.01799376403222191,,,,,,-0.03755674117187493,-0.018793968660943745,-0.09451538345448944
RARRES2,0.061294507984937775,0.01972413826934428,0.031065239370110274,0.046550008381256544,0.09973419011049879,-0.06631546573094454,0.032662963656434056,-0.09382509703915161,-0.029047237248953667,0.016285166101970748,-0.02902492803098394,0.04716455064631364,-0.004014654316533425,0.004463399710803795,0.06561366212904364
FGF7,-0.04178471452646923,,-0.0008792659559250554,-0.012700338656824262,0.06491512493882118,0.000779476419429141,-0.0303095002666275,0.10590975735107276,0.00935604534530976,0.07665553061434713,0.0009857794293651636,-0.015266053060679264,-0.05220728749199132,0.06985333380322456,0.016072286149818427
EFNA2,,,,,,,,,,,-0.005314260884825012,,,,
HBEGF,0.004355180178524514,0.009211498472526163,0.020423942343133127,0.06533096593836145,-0.0220733961768122,0.02042050341703892,0.021724021352271753,-0.004979669566202848,0.12189849728218195,0.028147219917051512,-0.0019367233122959252,0.04746915682587374,0.016101760740378723,0.025513001331489635,0.15501161741812303
CSF3,,,,0.040582525354596305,,0.031241770898216392,,,,-0.034896772252133175,-0.05006779304233599,,-0.01950927773987874,0.03911101564930392,0.04308247875019356
PI3,,0.033189117017923056,,-0.015533289582830928,,,,-0.06106904040549195,,-0.047984032953138606,-0.0779468390408221,-0.016905261625362433,0.01987180631294476,-0.03270260729945702,0.03703582768779867
PCSK1N,0.0269813040077159,0.008250611437215434,-0.048756936633633716,-0.00789705626316927,0.03945243628966387,0.016111328179886777,0.007779982815907218,-0.018515616008689846,0.0005324907236618531,0.004915575134325238,-0.07584079488702564,-0.05600441834268716,0.06588782539449642,0.006635857264787501,-0.07062377856687682
NTS,,,,-0.016955646205680446,-0.021671398869752292,,,,,-0.038729642878554925,-0.005558152800898859,,0.03660966419317437,-0.022289694923305278,
SFRP1,-0.028716913766884813,0.05520175646850111,0.04032210825376419,0.0408537511486858,0.01924111470041611,-0.0345962443477589,-0.01807711012563436,-0.05706992459071824,0.05493841569196273,0.015972918120963017,0.059379120748516485,-0.006881354488761748,-0.03102201676092676,0.017522705069909474,-0.017280575509849436
CXCL13,,,0.028020426140147065,,,-0.034670553972821996,,,,0.02391215679548416,0.018262178744678923,,-0.019290958489737785,,0.10831827098496405
MICA,-0.025710254339788245,-0.017785967660156877,0.001635281508901192,0.004502230364222227,0.03720865945400781,0.00917666336198264,0.01699786253162078,0.04152586737876445,0.009108837772252716,0.0670752467093257,0.009737011611084173,0.01996401432056846,-0.0014747561587442918,0.044588275620818865,0.07877835468429077
TG,-0.02285712612550989,-0.008113709986516237,0.038390716809924195,-0.016649263808179698,-0.018305866838949,-0.03840476953140122,-0.023292587055086512,-0.06028109539807059,-0.035695168122354244,-0.022059283629116796,0.021155630170075494,,-0.025684676944710667,0.012898565311667472,-0.013079338824489873
ADA,0.1237369977280093,-0.06178529716036446,-0.018041361089255394,0.07211750806738353,-0.003908389441535718,-0.03207507381361641,0.03367082746723919,-0.09185871652972318,0.056091810644902415,-0.005681582106649214,0.03251639228335108,-0.0329595026203912,-0.030682324290866436,0.05162305060913942,0.06909219888235744
LAMC3,0.07271126134360259,-0.02972352322817604,0.06956930442747035,0.042378124324272876,-0.011615792148911138,0.06946384404872914,0.08948290589662432,0.1108433179111815,0.07720501755831062,0.021712321307753277,0.015444350443149384,0.04810886766194686,0.03325940628737321,0.054238742818742774,0.055038097700918755
CCL7,,0.01516237299436402,,,,,,,,0.045127078197931464,,,,-0.01577284972312072,-0.02106853500516785
NGF,,-0.03364120021693648,,,,-0.0018055875359461514,,,-0.03257841319826118,0.15665811134638616,-0.005759107388018049,,0.03515163365875101,-0.0105362042759717,0.1396058076491612
TNFSF15,,,,,,-0.017214057100678793,,,0.1417390621294511,-0.024257027111287178,,,0.07745965768510504,0.043533325898441624,0.03386978046126389
HMGB1,0.05469318914075692,-0.040178731425339995,0.12376248635117185,0.05256854215692486,0.020847862979666697,0.007739637303024065,-0.0323746514763501,-0.0005233638962790393,-0.06198784944001804,-0.046293417577158824,-0.04594222290296751,0.020320365485626643,-0.03607614202242285,-0.04048312526300786,-0.028566014635663495
ITGB3BP,0.052930264298257756,0.00821282564909124,-0.007352549838928744,0.07191831195813193,-0.01688776313509802,0.021240160621312922,0.02663153936814532,0.04842036507637976,0.0419049353760955,-0.030219364802516826,-0.005397725815138272,-0.0013125904855195178,0.007580739978718574,0.027912598846028067,0.022665014090728373
AANAT,,-0.02842730054587608,,-0.012443413258511735,-0.016462573028085632,,-0.02080016152494242,-0.004608590260738141,-0.022833338752363198,-0.021828418850177726,0.054243284610221626,-0.024611244580746025,,-0.01668833276925154,-0.02031848914383308
RELN,-0.01894916354965711,0.0646441237877413,0.059895578064598186,0.018445657634139453,0.003068797448833143,,-0.023027574143684375,,,,,-0.03077787889455682,0.0397497344017168,,0.01371885752649427
IL15,0.05487537471250208,0.015114096241457499,-0.02814467217704821,-0.03245749241693036,0.009857127659296229,-0.040476874488405645,-0.01929118844655709,0.025559909647799927,0.055412284053305366,-0.01782644444862492,0.037553257533639944,-0.030648836944236365,-0.038685332395468175,0.0836244606480026,-0.017033164629623787
UTS2,,,,0.07881148043119271,,,,-0.028795761826889074,,0.09738777341245382,,,,,
BSG,0.05020306348267858,0.04920813492041678,-0.022133765827573794,0.024241947555211512,-0.04523528830877212,-0.0813278076255221,-0.032339498283535516,0.041701752999592244,0.026887633768529002,0.026558210818138358,-0.02297656815143413,0.008652261205358206,0.10030968548122271,0.0431744636754189,0.06602017140742089
ADAMTS3,0.02581168025595513,0.04173814324525616,0.00635678589626889,0.027872008950010338,0.04067657707197354,0.0013167620284579955,-0.00041916208968370165,0.14694518206349083,-0.027340598625713825,0.030592244245008386,0.0010141157726592733,-0.03813350378417298,0.0028555364332059985,0.007759241479496744,0.025165202270058938
CD34,0.08076886614747061,0.009113413313982107,0.010278925999868946,0.07995286974373678,-0.0004462196515550664,0.033829314301508796,0.0019037504819846766,0.06387687105333564,0.060615557618189715,0.023635527431627477,-0.009735837877258855,-0.029062390172645416,0.024398144103157264,0.037783360775991065,0.04826146725422331
CCL23,,,,-0.014158629026341612,,,,,,,,,,,
PLAT,0.014074678970906376,0.022534819020096,-0.007905974346880507,0.07954391674986393,-0.07459216543864264,0.010001078244659425,0.014016532211662859,0.08124997081378295,0.01148050765296171,0.05422658782042733,0.03338161233111989,0.025810413934634013,0.015566926853052382,0.020719764224051043,0.02483096514617601
NTF3,,,,,,-0.0042056163796968865,,,,0.020841249229576735,0.1105493186919535,,0.06729649787772367,,
LTA,,,0.024358901759530732,,-0.01585517349447289,,-0.019291190827870393,,,,,,,0.08872429447976088,
CKLF,0.01123375038460546,0.008874085425484146,0.007770107715218679,0.03651183877135635,0.00616389948986496,-0.026971304303666784,0.030093581333871182,0.04816611620787938,0.09481596268972181,0.017128548611536776,0.026172623287558514,-0.06362038060296016,-0.021787897602987445,0.018283869617978968,0.06126264457091551
APELA,,,,,,-0.019521203890354843,,,,,,,,,
CD24,-0.022584393429004007,0.040805405379641016,0.08418935503623236,0.04848925335428844,0.04268345718349047,0.0460726504132385,0.05616672157137467,-0.03477851409773329,0.006355237738364024,0.06420547840981235,0.02025448075501557,0.004719337902210545,0.01174591423383043,-0.010657798519865392,-0.012868187844590638
HSP90AA1,-0.05958792266305603,0.005949871679706772,0.029886653961990153,-0.0073046224449525915,0.021010777339105297,-0.041967359217362374,-0.013229129774068994,-0.0594069215354272,-0.07926915561464384,-0.10306335872494181,-0.12450917841660962,-0.03227156370047333,0.0013193896567190513,-0.0938954792078271,-0.0959607899715879
BMP4,0.05919134628391182,-0.0031124691285389972,-0.017222149128143766,-0.028136569066105,-0.0020868353643965793,-0.006421360963475549,-0.01643808706490687,0.04411359152662393,-0.0014694668525715973,0.06795430280535279,-0.01733751298857681,0.09556036745972883,-0.0038600403212942394,0.016821563022159626,0.04299641614039735
SCGB3A1,,0.05164517653661291,,,,-0.0360390736861408,-0.013461137844358873,-0.017527237593215086,,0.03432057748366345,-0.0011682806229229043,,-0.021747867645350034,0.02242411725624331,0.09202288012153721
IGFBP4,0.014305210025772723,0.0035127265463237973,0.007897587328049686,0.09924315537674687,0.00455351856923132,0.013553965591322556,0.04603692712586885,0.06253478747216636,0.0362773991375052,-0.026773148370656502,-0.060241444917812886,0.01936690874036544,0.006980629920285638,0.06784235421092093,0.07445937681214193
RSPO4,,,0.01097990751452678,,-0.018440532012465625,,0.049777977925755244,,,,,,0.027735282055587486,0.028204672642870698,0.21351054120562718
LEFTY2,-0.022631131357038783,0.024994348058652856,-0.01644594269926761,0.06516392738583679,-0.01159527003039591,-0.01946375982102476,0.0055499432742696815,0.0936720527712661,-0.02917907180387572,0.0001068151414568215,-0.015606746029269515,0.011457338295751468,0.016280527037215494,-0.051680521708915045,-0.055179780206736216
PF4,,-0.020325189786371628,-0.014778319869563565,,,,,,,,-0.029605630317773732,,,-0.02245997571789805,-0.02007023020029194
ANGPTL2,0.036260045861519874,0.03459416459366124,0.09378484975035012,-0.0007314707610791114,0.046305758392353846,0.03679523350516535,0.03918473201707536,0.025140035613482985,0.06565068902498263,0.05540595782653785,0.033129229594534106,-0.016031339868826506,-0.019355876276231445,-0.01466774813767902,0.05936537435302403
LRIG2,0.03204200081054468,0.0231265161265752,0.0404153246820794,0.0672806690029313,-0.0401763539484927,0.016470945960551167,0.017230851068528317,0.10359553692810577,0.06756254029507336,-0.04202951939654289,0.007551728403410463,-0.02305378404819573,-0.04836221162608876,0.027143574310328104,-0.02888316255234286
ICOSLG,-0.02266507689934256,-0.02565166590032383,-0.0025981750012107722,0.02850749637939397,-0.02248490063120793,-0.025251540962999745,-0.04157129900938919,0.05407818675431534,0.005658867143175594,0.06673641162461756,0.004404439634317178,0.001103091359841803,-0.04594617300607654,0.09860180198786613,-0.041274142937932114
WIF1,,-0.036571879971723564,,-0.001653987677895918,-0.014230121777432,,0.028429488442199346,,,,,,-0.025195389417158428,,-0.023267033133530686
NPPC,0.016279181455544706,-0.03144609855304453,,0.04069211494230529,0.02276866956811265,,0.07185873018762023,-0.030029661981963277,-0.027340546116456966,0.03322230135465395,0.02039996830558644,0.10577441835029376,-0.01225297698923363,,0.004547398635984868
LYZ,-0.046097114589681805,0.020740029027949265,-0.04267821163683013,0.009714771872982402,-0.027149323040568007,-0.0358602465445169,0.002571415525617511,0.06977505615761795,0.0795963263280787,0.01343890493611106,0.02104554792807613,-0.02502161635130592,-0.05628206766302788,0.03021996027688689,-0.024985275804109273
EREG,,,,,,-0.022759829213620183,,,,-0.02481772523239847,0.03002632361262231,,0.01364472257276153,0.06278753620276553,0.01954227073734513
SPTAN1,0.004258993128319221,0.04450626431222282,0.022564795504342264,0.010139315745309626,0.03929368229819817,-0.003713071320686909,-0.012296934360034135,0.06091903727574348,0.02288571914578864,0.04310528942155315,0.010562154033420718,-0.012645947590327049,0.003592482655690783,-0.06905190050991042,-0.07075241376930488
PTH2,,,,,,,,,,,,,0.06381358072503633,,
LIPC,-0.02926396369901705,-0.024883374668797562,-0.02224216122469459,-0.03254557307251463,-0.0088921885937902,-0.02845824271800663,-0.030304656782040303,-0.008938754388545106,0.04521622238762967,,,0.04042773265536357,,0.045087364754495346,-0.015393327708610289
COL8A1,-0.013845470229389402,0.025645592033160063,0.030114694576412308,-0.0052442522315036206,-0.004099250745408868,-0.04615901576370782,-0.015701222819282042,-0.001397175231469286,0.0028619026142616753,0.10022924436751668,-0.022525511937417638,0.02098306698821232,0.054578455044629576,0.09290083851611382,0.06551667367571372
GSTM2,-0.018451389354361213,0.028035418359505754,-0.0019080284714043999,-0.012408178701335261,-0.011492903464029808,-0.0002542942986846116,-0.01768314805644121,0.06549153980245642,0.01718950634634194,0.016932093478587942,0.021425535819992597,-0.04125522990926657,-0.0007281275942415422,0.0034564221182032994,0.08874065699019922
IL4,,,,,,,,0.021711245512983198,,,,,,,
SPX,0.07879086832704957,-0.022496830652673567,0.004225387596003222,0.0219258032088071,0.005982708815042396,,-0.006907836082151998,,-0.05313828290136081,0.11078902179636177,0.019166040259961718,0.02281904682523883,0.043954654998147207,-0.019624317383785936,0.017996840746668585
MFGE8,0.02697212647183187,-0.0041854838552813755,-0.020691539098709816,0.0012988841005997325,-0.02848143982594482,0.0107129700469699,0.05347829573273611,0.05983682890896445,0.12059341173595735,0.015989141609443244,0.048988761202132296,0.06147495925288948,0.028516716560133052,0.044689459571396584,0.023501897969624107
TGFA,0.033226514272716064,0.03431018030653177,0.015546260868741012,0.014700151847752491,0.019244744223993363,-0.018000826363891855,0.005414892293288785,-0.0786754166532838,0.057225406757184676,0.04804233719362044,0.002409128708661058,0.005096402814658836,0.025732567704764606,0.09837482130517025,0.0611635856713812
SLIT2,-0.023523297311158747,-0.047946617442401196,-0.038534008772748686,-0.012923853435346326,-0.019664654068142988,-0.01684213648140191,-0.03459233034891322,-0.009223300074135542,-0.030919739732856635,0.02415009237939978,0.01960681800761715,-0.02060812597053176,0.006728936459010037,0.03837388463148533,0.03168022765983912
PLTP,0.023509716478436048,-0.017006927766827225,-0.010929366487088686,0.024997052568190972,0.006204285498189056,0.02776294969294441,0.022434467748490918,0.06875405226304591,-0.00862100410155982,-0.06506595629525797,-0.03758563444048365,0.028739200436577562,0.004730205943920151,-0.005493431890413994,0.048060821354173854
APOD,-0.07645996141955476,0.024193004971344575,0.027832162233951782,0.026357205980511146,0.03603295829797478,-0.013598033362909774,0.015350556889237171,0.10284701107580553,-0.07336403988603722,0.0929037181569101,0.07410809383123201,-0.014950265330294466,0.06633942088765533,0.011283585221341947,0.0403200172263278
B2M,0.037488103871512905,0.055861347714983155,-0.017900798333394266,0.06149254226836891,0.08568694325515429,-0.03371912210957652,0.015809278640934746,0.06549015228126268,0.0725192048012939,0.02852469315235722,0.01714716663599917,-0.02635733036380764,-0.04191340925069493,0.03395244248180889,-0.04604043192167658
OMG,-0.0383505700045817,0.020611351181798424,-0.01969430465074452,-0.007681749383380161,0.05284932964211627,-0.014413924892378083,-0.03135401969987861,0.02493492980506585,-0.05270277713606238,0.09515776409164149,0.14055984247525838,0.004987530453700341,-0.037861765615941255,0.03301208268077255,-0.10599451434594363
CXCL3,-0.01840691616344419,-0.005987684926284361,0.013936985234541434,-0.016337606781137246,-0.017185989564524006,-0.025739347768697275,-0.013893150768158022,-0.028943342819013958,,-0.0127391806328961,-0.024165209379015073,0.10182454163543735,-0.015079819254856026,-0.021472175492632955,0.06685511497998103
CXCL10,-0.0543959556057466,0.007479165379622547,0.004509124979955041,0.07037691729833609,0.028204450221857434,0.040529750360924134,-0.02207789788860469,0.0774831540407659,-0.016908760128417688,0.008432526187689181,-0.02831684558734994,-0.02334889097985028,-0.026536992958751233,-0.04335213328288816,0.01985756224042076
RSPO3,,-0.026615383324363202,,-0.020432744374699226,0.012559195398900071,,-0.014518074788473397,,,0.009057118044587536,0.010364490768823408,,-0.00500687414742314,-0.016006358238698365,-0.061210002924356986
CORT,-0.022857130908527847,0.015228802458413064,-0.0009646417250605954,-0.035363441976726015,-0.005585082038238455,,-0.019321235904100578,,,0.05213393759175456,0.06566844244958654,,-0.009931373243322581,,
NCAN,-0.025672784942101415,0.003239141527357924,0.10834046948019684,0.01931857452343793,-0.04520966051066307,,0.021684381795587186,0.05158452569203018,0.04189705085473535,0.08693883910017418,0.06255306487146892,-0.012110777178236956,0.025123844793090794,-0.032791330832547295,-0.048997694844615365
PRG4,,0.005990757127022467,,0.0261344638850156,-0.011959188904355362,,-0.016974029354019003,,,-0.011153985322378261,-0.008679406199313662,,0.09551681730701617,0.023451896799148914,0.11960423967120382
ZG16B,,-0.02717037608012904,-0.017783306062944815,0.060643233450875876,0.03131939263917138,-0.025676234133965213,,,-0.025383028288583017,,,,,0.061734726508697775,-0.017121964759878903
TGM2,0.010638581053638664,0.016619040972288595,-0.046373401235850216,0.04111767823173598,-0.029601673404494332,0.03171048396824389,-0.043125005486852504,-0.05607293264049587,0.07616839793885628,-0.04101977699130079,-0.07326195224429786,-0.04785289560364792,-0.04701839435638543,0.08290475258170898,0.03691782176753399
VEGFC,-0.022857132380226283,-0.03741345838369767,-0.022834449811484636,-0.023336744687368998,-0.03392431469436448,0.025041078625221824,-0.017322673538266567,0.06342561678786911,0.008920230698970365,-0.005512144397739109,0.02913525375800987,-0.0011985610773196046,0.0876494845379334,0.0042750371354094265,0.05109776788856234
WNT6,,0.011660323606994871,-0.016445943130883208,-0.01740593510111087,-0.028037233429277008,-0.01446233977985063,0.029775917791488134,-0.046925153927547175,0.032750913581838285,0.06199508300748385,0.02613460290375608,,0.0410230841002283,-0.02410363576736794,-0.01769212655705933
NRG4,,-0.01804637310764309,,-0.02204685641242885,-0.024203517561021924,,-0.0028704039725327354,,,,,0.03517561614228409,0.0594854256134564,-0.016006360032629237,0.011245079685143213
PMCH,,-0.020799416188855304,,,-0.018440531122510786,,,,,-0.025290705861925257,-0.004655138383182885,,-0.0027040251155674116,-0.03451579288901426,-0.018637471146131478
COL9A1,0.08363206593634347,-0.02625285727256189,0.08409338107976132,0.08726962139930354,-0.007197073720805892,,-0.023027582976222923,-0.01157237304739796,0.05218867527146938,0.047144354032945354,0.09302730779392916,-0.01589745093997797,-0.06878428195993815,0.05381925714561634,0.10187005251702781
GDF11,-0.00834013312071154,0.01246359653666035,0.010683167007339463,0.02904585424427916,0.009956878617865402,0.009099607872022453,0.061143885126844856,-0.04939088782982245,-0.004995552380149562,-0.01229395926034959,0.0430584134645388,-0.046982424942355466,0.03098468680677777,0.0528055195962872,0.038256935064936125
RAET1E,,,,,,,,,,,,,,0.0063084108537973145,
IL24,,,,,,-0.016191345345935106,,,,-0.018856140862274932,-0.029133583594412715,,,,-0.0297448965198168
SORBS1,-0.03695582853981728,0.04550794549598013,-0.022980362329785384,-0.002987443953136513,-0.03985184909813364,0.009362871461037625,-0.03671197612759487,0.03158158978857704,0.05786627883798531,0.025252733607360984,0.0018551372579262936,-0.05734109040191368,0.016254462445064732,-0.0070854162354319185,0.028725854213464883
DLL1,0.0009534448106004005,0.01044054402673077,-0.0031181490690210447,0.07264284429324232,-0.02829707853154355,0.007050720638074113,0.007655864448312582,0.11813046935950482,0.04013895263002606,0.04981125208427221,0.13057179205903177,0.01629570372280868,0.025152559135748515,0.0852818861891037,0.009937167991533364
TLN1,0.017845697100750457,0.016797253355175113,0.00597733019739214,0.04890161910162848,0.02125610907216033,0.006837900081157912,-0.017302289229834927,-0.046650120646328744,0.07185025596729007,-0.0003939534561544641,-0.024086309781819436,-0.012096909357243231,0.03529267740612413,0.030350048684396946,0.03205233426672429
COL2A1,-0.021468691427179214,0.010142500491368332,,0.07991597268023462,,,-0.014104400335439778,,,-0.020810919569500236,-0.03295592819685135,,-0.03472099924858429,0.046975233215573745,0.08383417443315407
SHH,,,,-0.01284334842374224,-0.053663675641668226,,-0.013461136667771626,0.000520743550067204,,0.05944642962309909,-0.0005660480029469662,-0.02019340388366403,-0.0032492323549029264,-0.04062071561149147,0.1423551570122219
PON2,0.02177456288792812,0.03459693035298788,0.012509195697312491,-0.003665163362655887,0.00016349476572385458,-0.010462628205089216,0.01878473363644777,0.10749808703089003,0.024128753083183224,0.07880150591658827,0.06602833613355966,-0.022559247933402908,-0.0834759711074719,0.00517974688012732,0.0766574485183743
ICAM5,,0.06491537668672397,0.08861195990466657,-0.03192529107272697,-0.005247918137646773,-0.015327097779882124,-0.026288872782297367,,,0.032407459239022954,0.07157982056075161,,0.014759915192100372,-0.010881524919780835,0.021693574356499847
HPX,-0.024385902506459025,0.00458707860332942,,-0.023790967323833036,0.020674020601152827,-0.030433652264150506,-0.03421552281371064,-0.06449199177658133,0.04709607821607962,0.009507082542478153,0.02108346950561753,-0.02461123450204862,0.06534547412827381,0.022176644087911427,0.028330676895904003
SFRP2,,0.0538134408806129,,-0.013038933278079598,-0.02060544504108095,-0.015979427666099513,-0.02640730525531583,-0.03700525664592739,0.04258032378426635,0.03045016083333132,0.015493587098894559,0.0009395056803957305,0.01810409817464988,-0.002461446504959556,0.07885653006314505
CFC1,,,,,0.07143627964968233,,,,,,,,,,-0.02354234030309249
CD70,,0.03016028663386129,,,-0.02957545176200215,-0.03895516866744732,,,,-0.018518485467966743,0.004823276553757294,,0.005894064063980366,0.04442839685332303,-0.0022616863010852923
HP,-0.020365770411101845,-0.0037582249140761747,,0.0167007421834144,0.028529996119433992,,0.044825611525293796,0.0414406744632243,0.06823984034879073,0.040316590687695573,-0.0557506717050325,-0.02350984027543577,-0.0037503953231446414,0.028841065452533197,-0.0029724680863093046
CXCL2,-0.041363642624704246,0.0018963113192629255,0.0010236861423929431,-0.02641671626545137,-0.020133744972123988,-0.026492972630488186,-0.0266428247755638,0.01750068546177151,,0.011689922313294413,-0.02093403741154166,0.0008094736898437035,-0.00042097141011586354,-0.005698060569634654,0.03837676846149484
NPPB,,0.06901423335000204,,,-0.01388343555991121,,-0.01732267479819429,,,-0.006188948058980111,-0.008544201842316754,,0.08160058732843568,-0.016236669621257534,
CCK,0.04531366931726069,0.01801482987783312,-0.025410158127414068,-0.03397044678720613,0.014259245243846159,,-0.029825644731757733,,-0.03159231606950377,0.10414916201843537,0.04924949698062388,-0.05139184368213717,0.014301071907464531,0.019277880469828392,-0.14585430014841808
SEMA6A,0.018858443282849656,-0.021199650577212743,0.01119458937374272,0.037859323620922744,-0.056656966361738455,0.009794747424115036,0.009682139077074749,0.14893726030748236,0.034292114513124104,0.12442293672730964,0.07517922961618864,-0.030375636012163525,0.01841481372820305,-0.04625324049771691,0.06323157734476258
IRAK4,0.03833723817389926,0.025662756462904116,0.07059203923362604,0.018673901073144445,-0.0018423684110698431,0.01391497307189131,0.010001069387672114,-0.06226588818855133,0.07321791341416484,-0.0630865795307735,0.0449390364101768,0.021603899346923465,0.006470527490775852,-0.0195181948399594,0.014665468395122915
