,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
TNFSF4,0.020491391700871945,0.10279579004772436,0.02292977892767387,-0.031436154629225305,-0.009336847545122503,-0.01239777944912024,0.06597691787868437,-0.018074003523648935,-0.0012547190953201735,0.12543921826395632,-0.007610441373903672,0.005853651894962025,-0.033063248560504306,0.014135675196707439,-0.042904459751470767,0.14612467047368075,-0.054538973371952786,0.06574977006850177,-0.010647889487259254,0.04343367980845394,0.019880760493874168
RBP4,,0.04603909241731121,-0.0025522597413827775,0.05412787692288356,-0.04165604195057783,-0.030498833574689185,-0.05168400133078033,-0.14403701012915143,0.0177171255792847,-0.009127028002874512,-0.05671245789927437,0.05943188508807008,-0.06323672367009117,0.056898810548019055,0.11544083058762551,,0.013723995829522953,0.07644519829204033,0.0915923878488159,0.0689775362939225,0.03075547655281858
DKK3,-0.005357599369895575,0.06159301294814869,0.026968232049028144,0.00042923998293104633,-0.03243711486607608,0.0386406044812213,-0.12233579776292444,-0.19831391923909417,0.006239170971839844,-0.00024261010347341233,-0.08631961469106157,-0.02187958848976266,-0.07663842830429556,0.01405924495708675,0.11367840899059435,0.05592891056368271,-0.02713066370927844,0.052603460896479534,0.0458013330225868,0.08963437435434628,-0.04700028691946939
COL11A1,-0.003647809197837391,,0.03224128176284517,0.015319213308730404,-0.0155128266757904,-0.028100746940095855,0.13792869840926686,-0.030476363559197337,0.016404249976364936,0.034930252012253374,-0.041894655647272135,-0.056446483819399824,0.009065207219030992,0.07676293548640306,0.032530529164393994,,0.10335990142858724,0.039387931601997564,-0.03431703975086862,0.011963026074022283,-0.013010973536577054
COL5A1,0.018436017476493597,-0.03513943637687019,-0.07210682415708619,-0.03983391584226057,-0.01585860135901508,-0.06319602185436142,0.13531771360284925,0.15389972421208895,-0.0011103902158973143,0.01336103800994869,0.03735082899212237,-0.08880140572675874,0.04905539149607681,0.015599745822395176,-0.1316540901325713,-0.06605359748939635,0.02629339554318161,-0.06741271850238431,-0.11253147108802335,-0.07828946110734168,-0.025745211800768598
KISS1,,,,-0.049555466592744526,0.0009067936027876578,,,,,,,,0.004299417230472087,,-0.01177272731179194,,,0.09799914254355314,0.017412949410112566,,
MEGF10,0.012006302964069055,-0.021115572652566406,0.014716323972604885,0.09487355089292249,-0.021718772380080405,0.03074457903102796,0.013416058612980264,-0.05154051986038217,0.09471621957995258,0.04286968682747251,0.09400644545424834,-0.014702556858178001,0.023209683990801703,0.024809621039765372,-0.0013078336666324977,-0.026259177997758808,-0.014145963363156999,0.1327149043757577,0.09309658028987994,0.12898819412361404,0.043468939302674064
CEACAM1,-0.004438448412335938,,0.0219565193835138,-0.02142394806050128,0.0074783079937872305,-0.0207194086214881,,0.02020499608920635,0.007038537626464471,,,,,,-0.09765347368006441,-0.06050722008452257,-0.04918711074381527,-0.040367669305058085,-0.026643223183168658,0.02356541015349909,
EFEMP2,0.031395369585929075,0.08717750958960258,0.025489668358468782,-0.009297535238296045,-0.004901216591776894,-0.001548224712602089,0.10261525908909289,0.16527355645490424,0.014651121981343626,0.017856044735615043,0.08981680200875261,-0.057714171514375634,0.08381450081317723,0.08579089858657186,-0.09304545645004937,-0.05957501920329996,0.01244297508333666,0.019035411156715084,-0.0157474427730354,-0.001537264122874585,0.11172031711975983
IGF1,-0.00017132664503122125,0.15640716070988217,0.04247888535163666,0.035856094171224914,0.02139474514698358,-0.01693133106635543,0.0029919047494759267,-0.0023818891602892674,0.00913401581478036,0.011150354720739284,0.053849656381770826,0.06426261486607338,0.01671802288909439,0.04154041202675895,0.09552813756014297,-0.06594028170154274,-0.05131377507298773,-0.0010416115891739926,0.08924745858040074,0.008638267200000913,0.030206446910909273
COL6A3,-0.02596701684890769,0.05086961290917596,-0.012697332989203738,0.09166388405628163,-0.00914860423453954,-0.016539378313830583,0.0923641725268966,-0.011786450128569367,-0.0494310590724537,0.013954592822820253,0.035995505903218185,-0.0652115981485243,0.022744850484423193,0.07346221258028703,0.03537415205004169,0.048876938047984216,0.016600587617924534,-0.026192736796216722,-0.07037245770485341,-0.04035735923642583,-0.011801338869962093
RLN2,,,,-0.020615486989823847,-0.003671464971163312,0.026407181217917606,0.015194851972984348,0.022719234454928638,0.008929281922127249,0.016858769102717722,0.04078059893244722,,-0.021009990479697534,,0.06924416599030872,,,0.11209231331198104,,-0.025023323660976923,-0.033032952544703294
WIF1,,0.005607406103757631,0.0006579456215199828,,,0.031924955795366146,-0.08355616103844556,-0.14859725081144762,0.02532527331453285,-7.276725826627022e-05,-0.053083532305160615,,0.006461399750487269,,,,,,,,0.008747754656094075
IL13,,,,,,,,0.041813233104850904,,,,,0.017017785623357484,,0.1083528738815523,,,,,,
PLAU,0.01779175050786133,0.014384622436491605,0.0008601998420724472,0.003392487558430945,-0.02039279541092541,0.01901578219383245,0.07543319223904058,0.1984188194078326,0.006629884157158278,-0.015772846278231337,0.021033632141352517,0.15660969970098781,0.0629310342968561,0.007893958336056432,-0.133825716042589,-0.017806240932187845,0.005082051033548451,-0.054622005521214156,-0.06952908889283954,-0.010815463687237823,0.006349526752577358
CXCL12,-0.057619132911415974,0.003551951644853728,-0.022313058528550752,-0.003726336575230672,-0.005606912649256529,-0.04631759447498116,0.061573893416977214,-0.04851557352262625,0.0008606061968874826,0.01991782327474053,0.04580357216718982,0.07786412618895103,-0.0018490080995221352,0.1368374649198459,0.03975562370996397,0.09337072304657544,0.0270153095426699,-0.00544354712346978,-0.02359505335804296,-0.030187407192498,-0.017697408349568566
MMP9,-0.005457863206714909,-0.028485921830127704,0.02759943685743042,-0.01948799658511757,-0.01803001056595751,-0.04225828236104907,0.17162556006387236,0.1446245202407441,-0.03705499528328361,,-0.01939239206606079,0.15351557734965007,-0.006027249085682147,0.08610735126854124,0.1425819188776463,0.14303190977846578,0.06262366586718578,-0.048951666012360444,-0.055717937659153546,-0.070651499205079,-0.009667689068032935
TNFSF14,0.004034159546679058,0.05127899080889161,-0.03610314696725033,0.01655082820581399,-0.07090820470192472,0.022506985748846138,,-0.019500739357579223,0.030908623543264343,-0.022040557876734524,0.05115874124396374,,,0.1003023234035439,-0.08559959798392158,,-0.031168025212500273,-0.04256656392942407,-0.02636055483629108,-0.010401796495183515,0.0056349471729443615
HBEGF,-0.028791114421549843,-0.05561642577894774,0.019301492059044262,-0.031385716069310704,-0.007370195281860918,-0.00027034034358025533,0.07981110358095857,0.13574952589552652,-0.012261399047598081,0.027913158176411847,0.014138548964383837,0.05477945852030499,0.03689467102373789,0.031227288517860458,-0.07471544815887567,0.00995935619402221,-0.019560099457923856,-0.011476763013812943,-0.009816989978259942,-0.03751170560890939,0.03856569118579719
NUCB2,-0.03714092613175425,0.012391962905972135,0.01697133789771485,-0.014998673343527918,-0.0013776244246995935,-0.04346207437233808,-0.0006408853393117389,0.14143989883453112,-0.028961281701950704,-0.04839925494248818,-0.039750911198806374,0.01475678034409721,0.034733603287766465,0.0665149520394546,-0.0015388520740526274,-0.03450596302375994,0.06633508365578483,-0.0004192334615498643,-0.06375968783611512,-0.0393143533467425,0.01093903516841787
VCAN,0.09730727578561751,-0.03140183775578668,0.02303583642767688,0.06330538880158586,-0.01967939159110011,0.02565068594897389,0.12161681564757004,0.11260707632863046,0.03872670424577772,0.03987427971381467,-0.018756019376121553,0.07028056949330817,0.1040798136080103,-0.09880778358083066,0.0034891190501841287,-0.011924572438992894,-0.05928048163276401,0.04931557412953179,0.09771183898288323,-0.12214996895959605,-0.011380465245613619
VEGFC,-0.028041386336169993,-0.02944493916928408,-0.03033263712352122,0.058770039219911696,-0.02455502505152523,-0.029073579123848198,0.010173524569673286,0.04004769452965573,0.027840795396215725,0.06083382597339396,-0.02693749973323947,-0.0022370329429585085,0.07050947447810944,-0.0499231741038335,0.1314350107743933,0.18480237245456238,0.07256074002165894,0.028970447174261657,-0.03173360981687773,-0.015735847666057803,-0.019439767879401323
LMAN1,0.009192964608949186,-0.04659900616501944,-0.004361067833354275,-0.019575041714932274,-0.04287068138560373,-0.04203413994605109,0.09323759328943995,0.19126363676946237,-0.014060109964062739,0.02611522732490736,-0.027226795158374152,-0.06561474680393413,0.06284321220568044,0.1164503582549985,-0.09142020107758345,0.03598323748969615,-0.09582985408930947,-0.09456434799414823,-0.06242049542168703,-0.10111044755176643,-0.01238941582799624
IRAK4,0.08184421196545685,-0.017615276537941326,0.03446768099620869,0.008352287939025307,0.024316092905831317,0.053652731077040376,0.17109060710736837,0.1605991329759823,-0.0315802968759423,-0.016890086656947908,0.039935059295183005,0.01212862280658053,0.1217570655514632,0.030308082672057465,0.07370609891883881,0.0323225624749118,-0.01595697574324409,0.052067836254924116,0.034423982206753564,0.10144499242316253,0.016925382487581322
MICB,-0.021378353356229948,-0.04897770730166494,0.026355148137740425,-0.02492123142053115,-0.022049421553871823,0.006532914458362297,0.00021951275019372173,0.06903007071529038,0.04496017010666231,0.015424593771247535,-0.042495638050364555,-0.018594024097226325,0.11386479004532228,0.016337766455797962,0.14578875728392093,0.12528359847969958,0.064809321905584,0.07203149882338176,0.004368183440175096,0.10895350236045961,0.0159011361340859
COL1A2,0.01808146507489592,0.07818279144774753,-0.021717677609493273,-0.01674952872350601,-0.007060780465960552,-0.014547688305158379,0.0677438731376327,0.2122460123251551,0.01898456221204334,-0.006805107889293195,-0.016297685987086398,-0.10456151195045196,-0.017941559131338866,0.00021910082532199327,0.07699487574221518,0.03776266533272945,-0.00506101657485579,-0.08998322079405523,-0.08948079588870467,-0.11215899874328561,0.01706645780078309
ICOSLG,0.03204278940559118,0.0725195009594054,0.017820640881186983,-0.026889288212773598,-0.017360655813194934,0.029429051092500137,0.10836500658595466,0.0991384322137178,-0.025874691508176558,0.047404532577036335,-0.017293007917410095,0.060280501318254825,0.012960578842744543,0.11096947096118959,-0.012365051759079017,-0.06798110035966706,0.08019767242976299,0.08767313885654666,0.13990354319942186,0.06075931904757335,-0.02971623318203581
GNAS,0.06463391289575442,0.07458787434882543,0.03665575435588329,0.07085456065216256,-0.008637656925485349,-0.010144878555389739,-0.11601464118913274,-0.1723184952406021,0.050909576407708726,-0.002420063918845947,-0.11068847501470315,-0.1733969872179375,0.07617638456795879,0.10441049308018087,-0.12657371663182637,-0.003264127192088159,0.018379357675512898,-0.06259394283110835,-0.013929235697633421,0.05136741913359688,-0.013039849919561558
C4B,,-0.03128377048738301,,0.007524183608314846,-0.005437265615465236,,,,0.03982776279240109,,,-0.025277630550391554,-0.036448809773792494,0.015058702063448382,0.14337138164831054,,,,,-0.020269299824651203,
COL2A1,0.046018249956127785,0.20249391726364024,0.09515463998714596,,,0.00473675308456965,-0.018503934397911037,0.010858503880470329,,,,,-0.020704266387753686,,,,,0.06517077333164216,0.019810744896966784,0.023428860298957667,0.005544471444854273
GSTM2,0.02547659576735585,0.0597387449910497,-0.00039105360139091546,0.02054882452562971,-0.02947607684323431,-0.023541770222145358,-0.014081564402984217,0.024302263454063423,-0.06201734612715794,0.03665977573182521,0.0820633264881432,0.05897975570633435,-0.0030125164792970216,-0.036430507620529975,0.04098500123438108,0.00019440899832780747,0.0059387949203348195,0.013492736304905426,0.07615533361349709,0.04630874010347286,-0.05843640951144843
NLGN1,0.055182278484933914,0.09383998234552865,0.05279218080350662,0.07673750995222109,0.023421250209986536,-0.030012384219380926,0.0715465099728971,0.18533716403679584,-0.019287587204185566,-0.014504131573414233,0.008993978484468403,-0.03375453843398076,0.013584528656316186,0.0186499927659676,-0.048975703443579384,0.006729284670681591,0.07382953234633965,0.04473372424007911,0.045585988053446866,0.08751580810352518,0.03278624190620157
SCGB3A2,,,0.006092349416610086,,,,,,,,,,0.12824350547370633,0.0037226747666519056,,,,0.011264841737562328,0.024712680578098396,-0.03090333191656633,-0.030854182430459284
LEFTY2,-0.027764125746427212,0.1187961558343626,-0.025484325739411288,-0.021687068964131802,0.04579168272444179,-0.004131731137174395,0.09076190392394844,0.19665521850987988,-0.05210888044859496,-0.022040557876734524,-8.722338936615722e-05,-0.0008170804852784637,0.06782872884923151,0.04306583428950608,0.15383854227512828,,-0.01622488277865285,0.02531940972613333,0.07095148995124592,0.026289038090009396,-0.00976533032662144
ACE,0.08588045433442107,-0.04570237159238826,-0.0060043891119386334,0.03537815628413676,-0.06351611398133129,0.053237337812858866,0.08386954787391702,0.11732665629055009,0.0044017669591193825,-0.00880765856903938,0.024946182431186816,0.13501921179277945,-0.022294441692814942,0.0579406301261648,0.12401482243766764,0.018213434197363786,0.07721076585547869,0.05408047059279249,0.005441741512986283,0.033425356094225846,-0.013567754956466222
RPH3A,0.04003843203506999,0.12200970107978874,0.0626335019654548,-0.013760650589694168,0.05667638296068275,-0.01197497352236108,0.0166657134879482,-0.09293920021469419,-0.018479790786295226,-0.032196614483939734,-0.08911713037083628,,0.018349836101703404,0.012816394734563585,0.03656762015348338,,0.06672399091027308,0.11807773147803016,0.0922737734696075,0.06939569860755822,-0.05300430354105468
NCAM1,-0.000538968814682387,0.1371674916708935,0.06165326571416202,0.04938622591728263,0.0034255319555572816,0.019333769694302515,-0.008214633860435114,-0.09871192676648953,0.025665582660644858,0.006664476395806101,0.03602639167983207,-0.029069536854747613,-0.015159227393082102,-0.02644843722337847,0.004541806243788871,-0.03324948892033811,0.012395990322225466,0.044689885665826254,0.040585915877181335,0.0494002175753989,-0.06785239333874965
GIP,,,,,,,,,,,,-0.007002149343457812,,,,,,,,,
EFNB2,0.04617904482175303,-0.025791254169434303,-0.007514734126847759,-0.034879174198225456,-0.010292088053079565,0.06360971789934983,0.0013407630425262703,0.09537913368149817,-0.010153456564453567,0.0042804017134493695,-0.03401299194013119,0.040191923603946786,0.023140594836339318,0.03549551070397785,0.07905857257909794,0.0843720820298565,-0.04778105201651231,-0.012336736026011952,-0.0033357444760906815,0.016651823765088523,0.05392893062464279
ICAM5,,0.008423147626316511,0.02833140121159187,-0.02791612905298807,0.020911504640160238,0.017299745085091196,-0.044440587865922504,-0.08269261469016968,-0.020245664352965303,-0.030870236559279344,-0.021899587044915316,-0.023045025086494544,-0.002767120213174105,,,,,0.045000599557089425,-0.0019509686580628338,0.05383851683533962,-0.017976509638012263
CCL5,-0.09267833895963809,-0.06921869915857057,-0.004444606156923112,-0.008513929695333475,-0.010478814918775526,-0.04857851382768169,-0.024638909381342302,0.12622516387753063,-0.0040880939738366425,0.012380508485966885,-0.007273376287370021,0.12465540148377624,-0.028087826889856282,-0.010407293374365653,0.02749747626121572,-0.02829822922951992,-0.009600231172910851,0.08860635462305404,-0.030403879155512042,0.07244831833172634,-0.0644232991523744
PSPN,0.025686301026579584,0.04582101414774738,-0.018435582526381583,-0.014861873542114861,0.04399280125853924,-0.030042474116154596,0.06832957934393913,0.07976411817565564,0.006658063872149954,-0.028757945211118525,-0.0008688966581631087,0.015308583019443508,-0.04174917677943905,0.07936481946113975,0.04216815057041154,0.07417533624275262,0.004870541020978534,0.02755696593977391,0.11147529923124117,0.1510535453006609,0.04207339236419385
PENK,0.11637850935732458,0.04563853368673986,0.04266223576129463,0.0732822193193062,0.019088774481928753,0.03270152836134215,-0.04595883915585616,-0.10752636387492275,0.04488285274628482,-0.019555410369819958,-0.022132156536827645,,-0.036448799640584756,-0.01133795525357093,,,,,,0.02608603737363732,0.03446166146123981
EGF,0.05847009447714556,0.10763864775883508,-0.040231839968295664,-0.02075940648653804,-0.026459068514545107,0.03793892925176009,-0.009201097433182122,0.0860332570717786,0.007405363417083143,-0.0022973572051744164,-0.033316077234465925,0.02081762856562084,-0.020249356791619693,0.14323696107402742,-0.0026349588410224107,-0.07628576799191757,-0.05678375322015843,-0.015800358434758688,-0.011662177320860589,0.07908782488914767,0.09146940131676891
SERPINC1,,,,,,,,,-0.0022856375198016883,,,,,,,,,,0.09678529985876032,,
UTS2B,-0.000915418137233023,0.02610357930008399,0.02858868014653341,-0.023450633110568418,-0.019827130241001294,0.01948057949738752,-0.015301054739170176,,0.004869367320158361,0.033592611702775534,,,,,,-0.06806192178898372,,,,-0.004648326768335363,
F10,,,,-0.004241247260702942,,0.059773289108926146,0.09175299196058634,-0.0013276994322193895,0.02561417776301138,0.06346565348090198,-0.03207966511532251,0.01659352101328096,,0.019315875419528263,,-0.031974357762280976,,,-0.03705078231046515,0.01871160057221544,-0.010631483980672799
FN1,0.06274079511640886,-0.05859904556779647,-0.052971823581661706,0.0545122770926589,-0.014079276996000421,-0.023191461867894426,0.10134561340930029,0.2246986859984429,0.010560264760828685,-0.018885007746041915,0.0883747706248012,-0.11694406697359068,0.01913379248252985,0.07248876473741454,0.10384073453566572,0.06640537417216855,0.005801148128519465,-0.08789832349354736,-0.12009326413307778,-0.11707904242358819,-0.025299486221914847
FGF2,-0.016823832492735287,0.11091726124268246,-0.01569870614867507,0.0025289253186686505,-0.016204691699435173,0.005201842950392864,0.016509499891649588,0.12739934690479365,-0.06416336516751484,0.006184966585155241,-0.046361783002593505,-0.008305897694802099,0.045358878224714155,0.01377166157760387,0.022230288373263452,0.06620103587888558,-0.018183399817502045,0.0226771891328992,0.013770250158334435,0.00308755451736179,0.09873395409297243
GDF9,0.21808056897636122,0.028343468330751003,-0.014736076504117715,0.01200641716340026,0.0013948714619093454,-0.028675473515115138,0.07683451509905903,0.13045785809925714,0.0179578931584462,-0.0026067106753330043,,0.0010972438041401042,0.022955410442021037,0.0013845163927577212,0.04415474931994254,-0.01282292516405482,0.040113749716938055,0.02474803852746579,0.03297670953257767,0.06342290685163468,-0.014792698776677429
CSF1,0.05503207630606094,0.012193299122550598,-0.03099920745587893,-0.014394852898326286,-0.007607671061734005,0.04100900886906675,0.05775225404520144,0.13030828839589023,0.019426700138908723,-0.055907665573250234,0.03971976938059608,0.10841909131270996,0.0724355394442511,0.04783016366567301,-0.1393439984687684,-0.04770468112587894,-0.06306939315272926,0.00970903790930472,-0.036498910624931706,0.014215218520420415,0.051996912330184046
GZMB,0.005781876064734882,,0.0247942879021883,-0.019775631860045738,-0.03621675438968223,0.021781983728116714,1.9207900093173485e-06,,0.018312161018181058,-0.025499892101421246,-0.015005566697291152,-0.008658386484319651,,,,,,-0.039267402848616316,0.06542836723197548,-0.024581796031833213,-0.08975526566357891
WNT11,,,0.045986707304806765,,-0.02659964784468158,,,0.1169569366216567,,0.02077490871183606,,-0.003933778966108105,,,,,,0.07965255025142323,0.0031641881650710207,-0.005191442867391737,-0.0326790585503965
GDNF,,,0.05486474568119369,,-0.019218692967187014,,-0.025237094847255063,,,,,-0.06321758936006251,-0.024916679692940823,,,-0.04544803047708337,0.06137878724503685,-0.0005050658349484542,0.031719975329225894,,
FASLG,-0.004070945077738448,,,,,,,,,,,,,,,,,,,-0.02890529746395453,
SHBG,-0.027201891919004267,0.020506261726084815,0.010385596250438472,0.018809440044740885,0.029444668278858374,0.0069920633093288765,0.023421531991128678,-0.00639888033395018,0.101188712842368,-0.02379938689159876,0.14509978673747856,,0.09606576735009253,0.01878625225492477,-0.06336191137587495,-0.029341501620257688,0.06414139152896171,-0.03434298366053568,-0.03490109327242433,0.010479010748067426,0.012899820818098418
EFNA5,-0.02777353258063033,0.03474774595278346,0.017183952829017014,-0.002950288073511727,0.06640735975448006,-0.0049975016324113036,-0.0038382341605598443,-0.0786846700544462,-0.02339305699901486,-0.036267941742825036,0.0011235928053743762,0.012021970912405925,5.2892503799016625e-05,0.03205920197967237,-0.004485998437803347,-0.028271186778469494,0.06541464988992893,-0.006627392190927318,0.04533690738253295,0.080268411690567,0.06767255258705869
THBS1,0.01450010616344051,0.03898090523555806,-0.020932071685136163,-0.04036554828503881,0.010395213473793304,0.01714369236332062,0.0835222229310152,0.12249424041909332,0.0052087563156502,0.055565273092355046,-0.010112037965449367,0.0730760702513678,0.03799897562954009,-0.00432725808973784,-0.05403729724910698,0.08126337357962578,0.05051843869249114,0.008988110617847081,-0.03218202736668341,-0.12754220069516953,0.0009010290680249438
PODXL,0.026246211828017545,0.044577475634076415,-0.007040756606775496,0.04603400364510332,0.019118178762618645,0.006841623206631706,0.11704518401259456,0.2131495964820135,0.07311466607042193,0.033532750865647595,-0.0029003659017734665,0.057123763107226694,0.015123069133639085,0.12165985112276066,0.09263842875260542,0.09904132156962014,0.022079567293077668,-0.013730788263981214,-0.027605246982620908,0.024582158930857138,0.031084085121134447
LCN2,,-0.02431193236678082,,,-0.030799797478586584,,,,,,,,,,,,,-0.06101948347853279,-0.03843712925988168,,
C5,0.000689452931436521,0.039537178756021835,0.0525981842036434,0.005840032236870455,-0.0159419384856846,-0.06605964758035247,0.190900483092051,0.163012854542794,0.011761479066214043,0.04561637335468432,-0.0014326318506802623,0.014313464353608606,-0.010491817704628755,0.04894352861125506,0.10167321734547317,0.024333864172285655,0.08611775017383284,0.08894559963925726,0.05652596324775544,0.04414416944507201,0.05329941659373333
DLK1,,,,,-0.05667417675522403,-0.015768338507916133,0.020499903136745816,,0.019874418770210883,,,0.04510849853453175,,0.12249660576809158,-0.12084928409785917,,,,,,0.015556757039007692
CXCL5,-0.01194567746082261,-0.028485915792662582,-0.008367647503776731,0.02113664741948229,-0.02849716046096434,-0.041209225795911714,-0.014333404773599734,-0.03980541727368497,0.04227943895749484,-0.02641142104367493,-0.03658674471967455,0.06938306635695662,,0.03834690520651115,-0.07180077095643311,,,-0.06472763692032169,-0.06334853893378034,-0.019782251330657162,0.0055861561864772175
BCAN,0.06861582363195082,0.09961013061040853,0.07343943668565092,0.0467345749435786,0.007225567057069569,0.024458119722808657,0.12195457971990614,0.19545451888681753,0.0739998474261484,-0.006215615653882734,-0.049790118696468585,-0.0170023258984794,0.12907449715293584,-0.09332537135941268,0.18951281768319939,-0.06266254487695347,0.046493569089270465,0.1313104562662164,0.12874213690566547,0.14833923186371556,0.041616902844998825
RELN,0.05748989757702506,-0.03785355557018345,0.032001248611704856,0.0021639535501314297,-0.035314370077607946,0.005956330276967046,-0.01623700249083975,-0.08926476978098905,0.03351184702061564,-0.03280250202240786,-0.06828682057468895,,-0.024028450753078846,,,-0.06870196056640748,,,,,0.006086032240328327
COL4A3,,-0.0007454587838548278,0.03775004976564153,-0.018651139849746826,-0.02437626345418486,0.02406511329414954,,,-0.046648988255507555,0.016555427180056197,,,-0.015508845395488599,,,,,,-0.022082022409657384,0.04730518082903304,0.047083587279450945
GNB3,0.11307763532340881,-0.015972412212714976,-0.05736225264707646,-0.0015959309447694946,-0.001753696218933416,-0.023686974542379006,0.07474800738009407,0.09509792872227818,0.03840647089118102,0.05551292920160483,-0.04852411159234744,0.09306632101689861,0.03149534118386513,-0.04948739248735529,-0.0057888912254362565,-0.07451062331220193,0.03367751439941416,0.0496297243018962,0.055487909253630244,0.08732750196182552,0.06971116502719625
PYY,,,,,,,,,-0.0011786624978022905,,,-0.02270918043469541,-0.0042659222865177706,,,,,-0.0064588280942178165,-0.006586107124591921,0.08692158636674585,-0.028117727378853655
MSTN,0.09539462137306692,-0.04032073696571233,0.019135728331616694,-0.02315126812701058,0.02788497953039062,-6.460857690398979e-05,-0.026607654436729487,0.1808014013905039,-0.022264453963989284,-0.03211762460737642,,,0.018510594971692183,0.1515432756715589,0.05512938383347116,0.05135222530790396,0.02350933518962808,0.1040811686590331,0.020292993387960003,0.08134996963460546,0.09635557936055625
