,UKF259,UKF296,ZH8812bulk
IGFL3,,,0.02909102575052654
BMP1,0.01931587001832148,-0.032035022122937205,0.07512602907768662
NDP,-0.03672931389477506,0.03068495799780989,0.024053865844097112
TNFSF18,,,0.025953714792460086
RTN4,0.004300507764313115,-0.07446756621549815,-0.04801185652024157
HEBP1,0.010314068428395851,0.04198531002106241,0.03071777195705903
WNT7B,-0.00013016678396881066,-0.04151328191582635,0.023913516835050854
PTMA,0.02508539139518041,0.05010117258484468,0.039078519285572454
CEACAM1,-0.028108280661035653,,0.001485662109943444
PDAP1,-0.03471108425966042,0.022380916807331078,-0.04103528412854215
QDPR,0.010815720853147267,-0.053264059838526626,-0.013678700901080783
POMC,-0.0038197258635799263,0.007824656067511277,-0.01894891154493285
CCL17,-0.016291907126197325,0.004419989426453563,0.09856093089750274
VEGFD,-0.018150983649333718,-0.010956314614456342,-0.01049705806138373
TNFSF13,-0.01123779291200267,,-0.029294449341964342
WNT5A,-0.022097247471939686,0.032292167242455254,-0.066091839957533
CXCL8,-0.02051174115696599,-0.0011517962223146186,-0.03878484671633411
GRN,-0.010568527378283255,0.03305974004688648,0.02855046579966604
MIA,0.0011140500363579424,0.06829298729229306,-0.020988807794353106
COL4A4,-0.039265696359196564,0.007227267687301275,0.05836861714814251
TAC1,0.006493700960415827,-0.04541446037351252,
RARRES2,-0.06271927337721947,0.03199771199861368,0.045610720434299666
FGF7,0.06853825619542254,0.059893334646828784,-0.05353483694690437
HBEGF,0.02280915284062911,0.09270675279006572,0.04805129194064296
CSF3,-0.0194185327535606,,
PI3,0.004069513481826932,,-0.0012196254375861802
PCSK1N,-0.027773412646078712,-0.05482649501477158,-7.956104744328817e-07
NTS,,0.0369860824675775,
SFRP1,-0.014215318708313506,-0.04095199828077517,0.03175352645144357
MICA,0.009659820211301145,0.039090080077657484,-0.013229834001122435
TG,-0.015340581079536711,0.005121468220414647,
ADA,-0.033664501785581696,0.01701512279379442,-0.02078466895351042
LAMC3,0.07151057393155456,0.017867035289478358,0.022641551344815807
CCL7,-0.01109121561040908,,
NGF,-0.025412807792919545,,
TNFSF15,-0.012350611046597137,,
HMGB1,-0.01767239888823912,-0.010479162957733469,0.025354494435174083
ITGB3BP,-0.018181762722487213,0.027688212409351144,-0.08192149781623288
AANAT,-0.011237794111390918,-0.04139066757935464,0.042048357241149525
RELN,0.06865914070257292,-0.006938801482437497,-0.02988411136565575
IL15,-0.007525686631829511,-0.008880184557586698,-0.042080342597569494
BSG,0.024774041240116576,0.025072623477765718,0.023172301835158247
ADAMTS3,-0.010045688130188907,0.008314114010035121,0.007355482566348966
CD34,0.0286243845534375,-0.010060298886057788,0.010247335660266014
PLAT,0.01448847475504259,0.006758199923532131,0.06565612142747503
NTF3,,-0.018296126751788596,
LTA,0.02595641768641582,,
CKLF,-0.05629908180411738,0.06243299051462312,-0.038733542974334
CD24,0.07404412058543382,0.10586322462872418,0.017944071150295025
HSP90AA1,-0.029224972989348886,0.023142221596001177,-0.06278657553950716
BMP4,0.00464482599343824,0.024701065714179567,-0.01864098943091093
SCGB3A1,,0.06825658784440758,
IGFBP4,0.06109956626460518,0.04141443726294696,0.021081278918645058
RSPO4,-0.021759034794707387,-0.014410133190642759,
LEFTY2,0.017318026775488958,-0.013449273593707227,0.016463043299768377
PF4,-0.009676867110105144,,
ANGPTL2,0.03353638489377622,0.0617238310140693,0.05106305593133861
LRIG2,-0.02202622889306025,-0.018409502262275376,0.03969153753407441
ICOSLG,0.033283720398255445,-0.036035860370291314,-0.025760828576144857
WIF1,,-0.04031246449966719,
NPPC,-0.01501120726538104,-0.04230585562892135,0.029225797552566577
LYZ,-0.011704989364080279,0.07291901597004445,0.03982782695842869
SPTAN1,-0.0229866378972243,0.01887900780917049,-0.039426101115077335
LIPC,-0.01739005090430376,,0.09928178387488813
COL8A1,0.03889817905716853,0.04388468349168804,0.054891915386028035
GSTM2,0.0018610887414286976,-0.039931945929786994,0.013749164159994161
SPX,-0.005737813038128698,0.034541676094045626,-0.02292417764215994
MFGE8,0.04564437540036121,-0.004665166550054693,0.029157715895447352
TGFA,-0.045100308815750736,0.024260467311510332,-0.02316400010280266
SLIT2,0.02424471047452641,0.024490851918491114,-0.04766184146919687
PLTP,0.06935885393657466,0.09001760541514621,0.057405076805461024
APOD,0.0005714609846190294,-0.03492547002190272,-0.03146496922887292
B2M,0.03372242244747508,0.14556277150352614,0.0775257404125877
OMG,0.03104115085412839,-0.07673806938087638,-0.00355586564887246
CXCL3,-0.044374589424062756,0.0014359961333597847,0.10523978849530827
CXCL10,-0.036196357701500745,-0.03343632590095617,-0.032057638385856214
RSPO3,-0.011237793281045167,-0.021546746768688244,
CORT,-0.013064842309537432,0.010874630234337091,
NCAN,0.0205965232430384,0.01978536071098429,-0.004019266793092514
PRG4,-0.011091217338810392,,
ZG16B,-0.012872714174698187,,
TGM2,0.017130472846995592,0.004200085285113508,-0.015709350738468665
VEGFC,-0.019767519079184826,0.03265226825963763,0.0015960082199077128
WNT6,-0.015340581716485774,,
NRG4,-0.013498518878753247,0.05651590675109443,-0.0252030509184107
PMCH,-0.018703512979796142,,
COL9A1,-0.014098217769650027,-0.01999927745180977,0.06383621070835219
GDF11,0.00824526997165947,0.014209721946619807,-0.022376760233090466
SORBS1,-0.03468867452721369,0.009620483163255077,0.010809107720271148
DLL1,-0.01283545912224187,-0.017051419448075707,0.050852701074702175
TLN1,0.02796720135559131,0.01954383063222661,0.01804398092989202
SHH,-0.011525595838365389,0.002511354125467068,-0.05422608826454431
PON2,-0.02334628509234186,0.021066700949408268,-0.004472608139786596
ICAM5,0.015463355484628917,-0.01927773776330655,
HPX,-0.028043342645744266,-0.03245721872921477,-0.004605566173253798
SFRP2,-0.013126404632687176,-0.054501461549164305,-0.04852532298156682
CD70,-0.00933058372919487,,
HP,0.031405006407486454,0.05034776968597151,-0.03227861908771442
CXCL2,-0.07359574086411425,-0.03616246269974578,-0.044556212926944436
NPPB,-0.016946426308764563,,
CCK,-0.053380835854941626,-0.07253157033913375,0.012608872875378577
SEMA6A,-0.03468950489994071,0.034521242260616355,-0.01606212952985021
IRAK4,0.07244596157813167,-0.013565910742738222,-0.08635217579444991
GSTP1,-0.03897112648524613,0.06981804883239918,0.003915454665583653
VCAM1,-0.05238341446579411,0.05734328035625576,0.04020754314331296
NXPH3,0.01933483707111879,0.01693758991732016,0.05572469202942541
MTMR4,0.036911822318162514,-0.0013694188610589395,0.01763421690530587
LAMC2,-0.025761730203209193,,-0.02436745437456391
IL10,-0.008254222099441582,,-0.023504749866901927
SEMA4D,0.07118401024033927,0.0156957496884609,-0.011816333582051535
TRH,0.015196429801543409,,0.019630969319814486
SEMA6D,-0.025152714381370025,0.02736309097190943,0.0075749916573617
CEL,,,-0.024632707899026367
PDCD1LG2,0.01367479265422114,0.03858183697860911,0.008754915159243272
SPINT1,0.013813947299425377,-0.041530243626436994,-0.007406632154536122
CTHRC1,0.03396137211218211,-0.02481899640075325,0.03405475008638319
