,MGH258,UKF243,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,0.06658925447841477,,,,,,,,,,,-0.00738192832744805,,,0.030988838559961554,,
BMP1,0.019143134648811098,0.04253517784931878,0.00174640218546047,0.05828343476843162,-0.05385132821265702,0.04041755635315279,0.07411599833155938,-0.022639841596513194,-0.03162732456383897,-0.03270112380524309,-0.0022805105503182653,0.061854240766535756,0.04031833260214556,0.06797490148441825,0.08867122788479005,0.02046254561442481,-0.026427470483788917,-0.01904822050467181,0.031470469148320634,0.08324895871329498,0.03997921671791003,0.04986312450383766,0.08085158684485462
NDP,-0.029691736281490206,-0.03894872902302221,-0.016325390694708015,0.028074305986978104,-0.006082412268395675,0.01773396139433405,0.04450423015829097,0.004166739633424949,0.06790435180119055,0.0541118622442199,0.028834361257963414,0.03811841596254242,0.05060770688310111,0.04166675364493854,0.03909712810074878,0.07332208045889325,0.05831079165590821,0.05250684621696697,-0.0021780647186436003,-0.0017966523829699107,0.09995672959142198,-0.05225097288366824,0.015184815754094645
TNFSF18,0.026349326351569623,0.08088226305582034,0.04125609869772613,,,-0.024372360796072166,0.012760140778340485,-0.01249094383208822,,,,-0.05081484492713903,,-0.04221140814911738,,,,0.10144555411232921,,-0.030386353288571283,0.00933306389240891,-0.023546362244999498,
IL36G,,,,,,,,,,,-0.013889502732420279,,,,,,,,,,,,
RTN4,-0.09817727499083975,0.13313963501465897,0.03640635464750366,-0.029198203620282914,0.0630646248983754,-0.0041609029376414785,-0.10833699369839027,0.05067443533635299,0.012657790395497127,0.17680697702810186,0.0335740574731936,-0.049322434820018766,-0.08409311290545231,0.05367415582424262,0.00810688673709079,-0.04836718927319023,-0.046684811458354056,-0.04199823674309972,0.1477008590177689,-0.04546808900233795,0.02923209998857611,0.043223068525221425,0.03729751150930993
HEBP1,0.04229769844183627,-0.06084218613691032,-0.030499704678154892,0.06101424068073363,0.00985695789908116,0.034212547817592566,0.042625663811775905,0.027425250155687794,0.09505422694472812,0.02258101478027571,0.029050541567152456,0.09952721446812664,0.051027763213276005,-0.03315928202200194,0.004227110442598734,0.034821697845405584,0.017592989561516757,0.005131986202824239,-0.002951276696717275,0.05487763434668275,0.11545561020485418,0.022857197817204997,-0.0831263677087166
WNT7B,-0.00838352663331334,0.18438926915711462,0.011745843101915832,0.06962959052633484,0.013903710304032231,-0.02102789370588513,-0.06311005513475106,0.0346864436358077,0.029178574279726945,,-0.028008528310510816,0.013006351153318524,-0.08579081524966073,,-0.007216949521635104,-0.015228435026780654,0.017387616413045343,0.013290257526335964,-0.0011815034747991668,0.13523394129610491,-0.04319433839998958,-0.02049126642138199,0.04005897045703519
PTMA,-0.0750882837370715,-0.017738674444640324,0.08237204753389626,0.024861554549682963,-0.03455428467724075,0.03473800694227409,-0.03961415343521503,0.017367058708171602,0.028374557963491902,-0.1404266970888944,-0.03335522203721657,-0.030129104415806483,0.053779441883841206,-0.13106665926027875,-0.1651711848413636,0.0037274390105178096,-0.034735734076698534,-0.036457730347211836,0.014885840576303717,-0.007521929791915112,-0.05881850931620253,-0.0071351546852866515,-0.06345089450948681
FASLG,-0.02217164270699475,,,,,,,,,,,,,,,,,,,,-0.022095797280531935,,
CEACAM1,0.11511284707293673,,-0.026724361181095516,,-0.018762222113323446,,-0.044013446244084875,-0.01964527887989447,,,,,-0.046484832104707045,0.0105190511357284,0.042256813742695604,0.01164922073518386,0.012831148004663078,0.005500718847892182,-0.06658713460264992,,0.09883315663557733,,
PDAP1,0.05612989645275929,-0.07868001323742971,-0.02151532467350396,-0.01944327464511253,-0.019016096115612266,-0.03814386858835277,0.10352915631854015,0.05658830953770647,-0.017002752374663102,0.017388083050571167,-0.043200156325558105,-0.006902515001097796,0.0932333005774128,0.005246768334853862,0.0063709499188788305,-0.018470111296533604,0.022037688985858377,0.09526756946242187,0.07828786822749169,-0.003988072188587197,0.03335812930470454,0.06778469265385388,-0.034639778104089115
QDPR,-0.07644064718899468,0.10465634043309438,0.017634874369153387,0.06417656273532744,0.10403312363443144,0.01564617911253193,-0.05930017137862119,0.05463993154015,-0.0012813627196152607,-0.12181220292197449,0.10523917686180798,-0.005310581664886846,-0.04999463801704217,-0.023994248898367855,-0.05804981335968628,0.026498440548036732,0.02965193723982726,-0.06322947394457147,-0.046991423310353456,0.08508335898768811,0.03701104135106754,0.02500377367906774,-0.0937115451596816
POMC,-0.026779134263697813,-0.02771843686525303,-0.0578894682727335,,0.0004743507200739327,0.07627929157860734,0.055252061479400844,-0.01449350346218431,-0.01032862859013334,-0.014525920543580028,0.03812118328120988,0.02393253930668565,0.010591338981035611,-0.0335169720895998,-0.02118273994707612,0.0031355563116912378,0.03556684473274168,-0.0018771189582273873,-0.012204257937213157,,0.0683478433619564,0.12244630979154673,-0.0549059447481414
CCL18,,-0.02960628532033853,-0.03334947772873931,,,,,,,-0.08108192856871203,,,0.07180759265909616,,-0.07480799369126574,0.01230233366850114,-0.025003090581538292,,-0.06471798360084137,,,,
CCL17,,,,,,,,-0.015578638870679415,0.013754760095464611,,-0.03135729535406008,,,,,-0.03976242252510319,-0.06233995047544945,-0.026809229720939815,,,0.008130643111736415,,
VEGFD,,-0.03335763009020331,-0.03334948831876048,,-0.017950631835561698,,0.15996089456844254,-0.01659772205730444,-0.020257403301195985,0.012438996030405014,-0.003212527594824706,,0.07221026000302651,0.04566911795927801,,,0.023549164876891442,0.029292605486692037,,,,,
TNFSF13,,,-0.025166594064139333,,,-0.023636105610919063,,,,,,,,,,0.03383621261532233,0.07828959267907067,-0.041153063484206116,0.057194310803719624,,0.034176220825316864,-0.010675188119942251,
WNT5A,-0.007063348408540627,-0.05832569895580189,0.06944206754057478,0.0005588158951666141,-0.032370984532637447,0.0401848918267241,0.046173944502965684,0.028108144205514832,-0.05882819201628356,0.0007258615812339273,-0.01703541398870511,0.0031961506509251263,-0.012680899779189072,0.03653048957840762,0.03954481099465503,-0.02284641211227622,0.023055042649654404,0.010058183452426261,0.06313784513282447,0.08426084899759705,0.07799967514246191,-0.05013669218570179,-0.003437371742067211
CXCL8,,-0.11398286730856869,0.007329913884659509,-7.385245420784516e-05,-0.011902112523073785,0.012385409051071638,0.06796801501398463,-0.015340922822239937,-0.018864574775252378,-0.09858773772609154,-0.034570681701146445,,-0.0688044137820113,-0.020641580007898043,-0.08029307957818406,-0.13560845289746834,-0.17335690547985763,-0.06737773767309371,-0.05970498657273355,-0.0866271884969809,-0.060232059801550435,-0.09262230927253258,0.13605321216531185
GRN,-0.09256896792449584,-0.10041115778455156,-0.011331824509586575,0.02692081252685969,-0.02390805300535669,0.010181383745396191,0.09516632270629669,8.298272708810191e-05,-0.00668931021459682,-0.09758735911821974,0.020953637347121013,0.011085506114724515,0.1311912837271158,0.011635779359163868,-0.028924548472309464,-0.05719993724341734,0.03928061162755321,0.07448839092204226,-0.06634522288419521,0.07927993780548365,-0.07015893297540182,0.06941451869389877,-0.0632982451827652
MIA,0.05327198387181132,0.05267265759722063,0.007118041721545031,0.03536618666587431,-0.04648530426451449,0.06898559621206515,-0.009300040456431988,-0.021242386642062655,0.026746886767603867,,0.007313957997601748,0.12714125311047936,-0.03200153409720028,0.07893719204045559,0.014923295602569052,0.16351726089823493,0.08617044447863148,-0.024236032429486895,0.015109995434863145,,0.1770035915281905,0.039910800600691396,
COL4A4,0.07877856591510053,-0.015010491579848762,-0.040052451795512964,-0.040808444235522455,-0.01484383489975271,-0.02248871023581438,-0.022194968136309997,-0.016264580963379707,0.014370007994269367,,-0.012572041728829874,,,0.03620544762519161,-0.07341008361444978,0.11578452525712345,0.04777752695070703,-0.07310274202639798,-0.004545909165526996,,2.843843782751783e-05,-0.05033079441913537,
TAC1,0.1498859783741046,0.15691490248757056,0.020665246010439724,0.019410089675785096,0.09906496763873082,0.026049848458332404,-0.07486793445693364,0.04658973474196135,0.03829920412797382,0.05352814353657085,0.0072453302745213236,,,,,,,,-0.042312998950084224,-0.04049943266032177,-0.018445331208162975,0.08241250927910337,0.0682720296187569
RARRES2,0.1269009292911292,-0.00947864433411374,0.10110445593687416,0.031708601966713386,-0.06711556820925138,0.05800691413444049,0.11984095138680387,0.03298585152405769,0.07069993171963963,-0.07119710563806457,0.006009282740484499,0.05900181677196281,-0.002149949017166324,0.02013806911243064,0.0850122870448111,-0.04660255375633012,-0.039203678569838946,0.027231386591903474,-0.021614500647737067,0.0577742752756675,0.052743893937908834,-0.054829757235567066,-0.02289151416972429
FGF7,0.0047018448438741235,-0.05949069060084032,,-0.0155606247552096,0.02163345652903675,-0.005932508696239036,0.06678216961243555,0.012565414914951372,0.030873724566085486,0.04886858225470704,0.008555703956633033,-0.03598411425010416,-0.13911249172319837,-0.03965592740690405,0.05476065131192307,0.038607028668974176,0.0753443394131491,-0.007388579553197001,0.021022735727392775,0.09745014331180268,0.1449329280982196,0.017534043645975068,0.1338280891304557
EFNA2,,,,,,,,,,,,,,,,,-0.049095097480330356,,,,,,
HBEGF,0.01854802924000002,-0.04243296375178478,-0.02527096878562526,0.01937824600047633,-0.04644693338611824,0.005683746226400897,-0.001127248354780876,-0.0020793748793762126,-0.04640736677439795,-0.06786952341193986,0.005104891429106654,0.10443742248873136,-0.0743285222942534,-0.007837376295426263,-0.039909383437576704,0.025927357318454025,0.0571994254750747,0.017918753152495723,0.04716926754144294,0.018107938206673415,-0.07273820146853183,0.0188066368387805,-0.03429493687350019
CSF3,,-0.033580249705936614,,0.047309405399076195,-0.0064912074259590525,,-0.02348184908812786,,,,,,,,,-0.03557853177537399,-0.08943168445685905,,-0.015610727957174116,0.02920598798701036,0.03456344004040274,0.004559364508066853,
PI3,,-0.03978081329653823,-0.03508505664311653,-0.002807322594195072,-0.025502247544762394,,0.03203862319912364,,,,,,-0.08867032394354649,,,-0.13178823261970277,-0.10461166707942249,0.00040254024688645264,-0.03555691592934018,,-0.05958243350012493,-0.02922800317962181,
PCSK1N,0.06426338792003758,0.1703170769256948,0.0015545031474226893,0.018336176960738197,0.020433217791016846,-0.04751713089222552,-0.017462268004768005,-0.015714521769323576,0.03509618757755994,0.16426922569828145,0.06781507929509772,0.02720103592072794,0.01066171277154757,0.13144019589029574,0.033548119789378654,0.04107262171898201,0.019270033542372632,0.11702759097650922,0.08613853547465675,-0.1231482340441766,0.1272481926789293,0.11907125655427,0.08942120900200205
