,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.03298696344414691,,,,,,,,,,,-0.0015066180585654348,0.07009934393505071,
BMP1,0.03797673228920454,0.058289348873613915,0.019863551297642154,0.04380773224644006,-0.020603076348603734,-0.0017613049796713447,0.05286310793027942,0.07323726743729028,0.20694454991081837,-0.05554416741833147,0.07152304447931805,-0.05208738051547603,0.12056426831623362,0.07363520063735128,0.050613456766708344,0.0752677026297786,0.0870307462861212,-0.06283350078870716,0.033879494131019774,-0.06068417973129992,-0.06173844891249308,0.11295622414460192
NDP,0.03193923029797149,0.05911529565953312,-0.00339892860476555,0.022031838125214483,-0.026863734716660412,0.04373454294376377,0.05171568790743718,0.02879814684527338,0.026857565896366165,0.05183006047195465,0.0335292476361683,0.055010498259842354,0.129561522467927,0.054792682918134536,0.1974598090595998,-0.0052472807085110285,0.08373024562679016,-0.029676107987690527,0.024034373404260314,0.036514352304373034,0.18754349335447473,0.00873557989730218
TNFSF18,-0.0011260548382611942,0.1305165319838838,-0.02944834068589166,0.03596847554760759,,,,0.019785368885437506,0.09182299594990873,-0.012324710452723634,,,,0.07539114899064765,,0.04918409977831643,,,,-0.033645056851428864,-0.02882110641692815,0.03955126883237412
IL36G,,,,,,,,,,,,,0.025532754206387953,,,,,,,,,
RTN4,-0.14751835839840652,-0.04271913965720836,-0.0075198725505286135,0.002736982322285189,-0.007654877433156334,0.027444906884971414,0.08319235440015436,0.034756499403436066,-0.22777340850793043,0.057965266509706126,-0.10124438130018466,-0.08925795661207102,-0.10996274679041806,-0.09926714131950444,-0.10542285248030431,0.004965014917340042,-0.06829856926289993,0.06476174853346697,-0.008523911506580236,-0.010407930324120301,0.0009758634840097043,-0.14851337962911612
HEBP1,-0.005457122415317208,-0.007593817329861403,-0.0272790324416432,0.0048091196713204816,0.01711540140724536,0.006920678072752596,0.018875526186050654,-0.014281308645927714,0.05708685363794848,0.06721828347932461,0.025401962634762208,-0.013627456915899939,0.06020561214986337,0.013020348008963968,0.04793917409062338,0.05227617721892955,-0.03719031237786694,0.001299363279626833,-0.04623946910691195,0.0003835162846362071,0.13663249875899638,0.04323018634803107
WNT7B,-0.013862995803512704,-0.05610551997445589,0.031500420730530165,0.00483524424916307,0.04858002079135458,-0.033369720313221544,0.019888121552342698,-0.022620411787842364,-0.006124715146885484,-0.01786655704617235,-0.06494737631359593,,-0.014642652918319492,-0.03768537062398882,-0.07193472353903589,,-0.055265967978274606,-0.03348587264768693,0.03473154651597482,0.0019245433502829612,0.062823015587776,-0.011113423857531344
PTMA,-0.03830503524531536,-0.1643784715310201,0.04309646180812165,0.10507440161252751,0.055780596202866725,-0.0003175238271323615,-0.037268891275208015,0.005522429941427604,-0.1363526553516722,0.03630122922319612,0.07455482372820821,0.0891829633277428,0.07768126970990924,-0.039422229973992355,-0.1452123840635682,-0.03893573280864809,-0.18314854450958573,0.06349221061990361,-0.034059486289349385,-0.02323317568277592,-0.24189887096799317,0.050793917889223925
FASLG,-0.03897764426895922,,,,,,,,,,,,,,,,,,,,-0.006625501325261919,
CEACAM1,0.0036701393827288085,,0.1279848782489128,0.024603791774941788,,0.03324298096979004,0.031988135406574435,,0.055255539934029506,-0.0032599534635495706,,,,,0.03993101386198192,0.06883450665168121,0.018927869686799187,-0.01876378603025162,0.167671273673584,0.01927640231796114,-0.00623793411514127,
PDAP1,0.10561065201265528,0.011417232110069953,0.00897173423205016,0.06001134361379988,-0.015447249945116837,0.024082496133209803,-0.029085442750150237,0.00013912114438695858,0.18493188429771834,0.007947251549588058,0.02403705646536323,-0.07662079625952944,0.022907385508924228,0.07007828333692057,-0.046884393299362254,0.0633007739172357,-0.026373852869258776,0.01376745670886902,0.050394740061522385,0.01096580279460837,0.0924989674932506,0.06586403260845536
QDPR,-0.10515540075746085,0.07826162268363296,0.055285542186230455,0.030652720139324324,0.03782397723592526,0.04050652653936928,0.06859041541304313,0.007382069188214281,-0.19654858012861748,0.07773959886044178,-0.05347688276760041,0.13681267549645118,-0.003705947846069152,-0.0309331699502138,-0.10521975537927117,0.005344423819074203,-0.15729056109795078,-0.007511841166548373,-0.025473712984420256,0.0648716508343041,0.14076012182437395,-0.06682003314628851
POMC,0.02745125657335841,0.055511275889978194,0.06017276262234906,0.046530227923479967,,0.06293399104880387,-0.005839866764190315,0.11463267480197427,0.023175760542727346,0.007814253224727676,0.0314863005608113,0.11909816638977172,-0.028719564570276433,0.013353562431890528,-0.04537165793501231,0.031128411141547196,0.030197454710819777,-0.034632964776920475,-0.0087086950765429,-0.05318322238475377,0.007164691052100555,0.031312371971363155
CCL18,,0.00029362864215682754,-0.023389570199284865,,,,,,,,,-0.03706014233208165,,,0.005620451422734885,,-0.05449185339005861,0.11901463767393756,-0.04320581416933993,,,
CCL17,,,,,,-0.005094807052620559,,,,0.026911674601436567,0.014645726211910912,,0.012189386434814134,,,,,-0.013311997995691004,-0.025541358120070544,-0.043013500614883314,0.05265979229403656,
VEGFD,,0.04117788022822068,-0.023389577626568903,-0.005068848315648032,,0.07052850982053063,0.1303442912171654,,0.043723521731962624,-0.005737932263270164,0.003561326912291419,-0.008950214501505677,-0.04074683930848514,,-0.05232749638502777,0.015064873189425863,,,-0.017693278383145095,-0.0010096356483286527,,
TNFSF13,,,-0.017650525844152238,,,-0.007846576960009427,,-0.011286924729436794,,,,,,,,,,-0.02554372466095605,0.0008778158060647656,-0.0006252882238220602,0.05270980943547149,-0.0005817442425273743
WNT5A,0.08425007065654205,0.0010326566665818117,-0.05683647419906285,0.03939904795311964,0.06699763361318967,0.03320507586320294,-0.033623793733841834,0.030951127517512764,0.14540566238104896,-0.018208893795089394,0.018900424526231866,-0.04011158010416072,0.08575627766077512,0.0502036251494187,0.06813511085837139,0.04694452340876656,0.07919797122196003,0.026831020323112405,0.09765213013659349,0.005948924288020094,-0.041573814980757344,0.02716076965982762
CXCL8,,-0.1685877812545989,0.022442721399541427,-0.00895999953106687,-0.06559012350693295,-0.07240050304519295,-0.0024161974390403654,-0.016054918367216637,0.13020424705197076,-0.032827637950360436,-0.03700760233308701,0.0006174608463462702,0.03278132722339372,,-0.14325013444904075,0.0007447565803510851,-0.010564381993237195,-0.08626904407788388,0.05077696961571541,0.027974704585121274,-0.0023336702230443737,0.016077362454217748
GRN,-0.11815025447392638,0.033350427347022996,0.006369038782109412,-0.06373419375674835,0.011363709524985941,-0.0002906222351177438,0.005640107858979543,0.01226091782528306,0.1326014109730558,0.02076440113302041,0.02061804747786138,0.11093888479334456,0.03278583240597467,0.026500614056809018,0.06862192083262847,-0.03246870488695769,-0.036819136482827065,0.015426131858912262,-0.03219451649913648,-0.0034909094153741035,-0.20224044025780127,-0.09031586312812027
