,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk
DCN,-0.023819460688633352,-0.02036756506165985,0.029346892912373693,-0.037071248424100596,0.03008340551871885,0.0915277787920738,-0.01673499990144856,0.011011354350734926,-0.06101584927267101,-0.06849597903705672,0.031448306704865064,0.0280472758768844,0.014711587513201632,-0.02629333160264898,0.0486080026270594
RARRES2,-0.044700208824178786,-0.00881907072538745,0.008939072406822603,-0.02618444990428217,-0.03731765914708414,0.16452545837196642,0.05054363915010497,-0.029055333489039162,-0.0005617046687709399,-0.0034118063550513354,0.06954287938758347,0.002261434229608986,0.1484603624411676,0.05941069432467705,0.0406902312891587
SEMA4A,0.04589831244285844,0.04049918491918252,-0.011506098079669569,-0.016445019995260216,0.03121603424473309,-0.04641477508775965,-0.028103058658357206,0.03027552117941774,0.04617748788708917,0.055456993548553726,0.017649169583277096,0.12978915589195245,0.08870821925999048,0.07458537948027004,0.004882698476948581
GDF11,0.014083158580032373,0.07730956668103078,-0.0010797652028800718,0.007099223891889651,0.027745899775150337,0.10694941876471074,0.006535814393899976,-0.016481564021058583,0.06892254975895945,0.013367240351892656,-0.039905134279774546,0.04289946570804666,-0.040242664764471595,-0.029827492222601858,0.01143266966857014
GPC3,0.013384190973940327,0.018450861103621395,0.1341336299950157,-0.015095694254963469,0.01463588010868319,-0.03246876718839153,-0.020103252462625534,-0.0007194703717888102,0.027653818891918647,0.12659906521258443,,,-0.013186161527945401,-0.022320273384837854,0.0412377492720402
OSTN,,,,0.06418948419800219,-0.01587745540184649,-0.024895878087025577,-0.012229967731260704,0.044466034332144425,,,,,,,-0.022407042224003845
GRN,-3.718024140784879e-05,0.039002872302776305,-0.02070115941673283,-0.07646916092837082,0.008029894735230251,0.09289070366390002,-0.04319345252445799,0.006400265172347084,-0.0481039131364043,0.007151212157405859,-0.03409975451031606,0.03481245279219974,-0.1617796466248857,-0.03352710120737307,-0.0075459364275209
CALM1,-0.047157011942809204,-0.028058307880123687,-0.0024879166242429973,-0.04140794878103366,0.048444533291083156,-0.12513141806623687,0.049681320776050385,0.014033239358832994,0.08289413876210475,0.07178315434061225,0.01402882850239988,-0.0014269230336931241,0.011291336611653872,-0.03238758768376684,-0.043511013433136195
ANGPTL4,0.014860774671037889,-0.005892873448618421,-0.0043145997251449,0.03610846898177966,-0.048170117560584126,-0.02984620660580755,-0.04423768989742457,0.0029228774398522396,-0.08133044076778002,-0.043417449307367774,-0.014933223401359849,0.0490024269630984,0.06928263138022642,0.013777270967080995,0.01806996076348681
BMP8B,0.01564862410095689,0.0042817826040633875,0.026146087194388393,-0.025979573779876513,-0.015504179189686811,-0.022853088580647503,0.03602914629688311,-0.009912035466673179,0.005135364992193415,0.005816643410885831,-0.010589109384424316,-0.03167328623536952,-0.05465090728977856,0.013365906979242852,0.039897208889507034
TNFSF4,0.0019060648569813863,0.011426294213151365,-0.027449368604258593,0.0045831801207288515,-0.03202387824158916,-0.02706656584857941,0.010105047333123122,-0.013415702400069422,-0.033033990002090806,-0.03375627966008695,-0.02667647564637623,-0.015186956966332205,0.046873402017160185,0.08314214922005342,0.07196975239126423
RBP4,0.013670085274329254,-0.013135298344692705,-0.019538118739764403,-0.033537010628884485,0.002843956541066002,-0.09501838257057739,-0.00982746614005349,0.09113417152831751,-0.029919362560952248,-0.022214497386890505,-0.016225454304688552,0.06213859044814864,,-0.017749345890271998,0.0353269205322164
DKK3,-0.04204787566584649,0.034990538548006045,-0.07136842120835338,-0.08709607993442811,0.037498652361748916,-0.10256907107920554,-0.001692070896634521,0.03713063187287447,0.0634514103120479,0.004519989947639462,-0.02140744272322102,-0.029688507892732398,0.010038072329857085,-0.012389183681348627,0.00212155983415717
COL11A1,,-0.025509459494715163,0.04173501429356655,0.04572448056721083,-0.0494871313275415,0.01934461033634952,-0.031363643471118245,-0.03664826458634938,0.03580197264778567,0.023861656320656625,-0.03080888278895141,-0.05016595281189686,,0.0584818714305371,0.011309797925854174
COL5A1,0.011077081441058238,0.04278453019175782,0.010685530322420624,-0.03099313516490273,-0.009257360118841445,0.07528988279698692,-0.08403940138927968,-0.021406178078510092,0.002727789992120926,-0.10276367756960457,0.03709794342585925,-0.1083271770668734,0.01987823764415343,-0.01807031233035465,-0.0007733051161577055
KISS1,,,-0.010947654476736995,-0.026467560197812354,,,,,,,0.19520943437655625,0.006313058857799007,,0.02891049838380642,
MEGF10,-0.06551969124357561,-0.021058511294020362,0.07857411707583882,0.009094153631914733,-0.05627385451516117,-0.04050110137756833,-0.0077192659036564954,0.03158857655245034,-0.038065964111951726,0.04036372830828425,-0.037653993288692,-0.05184526373846133,-0.01805470102466791,0.04502874604930575,0.0021038552506531605
CEACAM1,,-0.01306926824581374,-0.018706926919250966,0.015649286816389316,-0.016595310177059223,0.06302038106327397,0.021265773943573,,,,,-0.02813092776333046,-0.01413906452243108,-0.016893073170700663,-0.000985052114285028
EFEMP2,0.04544432299804846,0.010412630552657811,-0.010780981814766007,-0.0160819296712564,-0.002316702806787813,0.08061692958499986,-0.003969919434479935,-0.006295067246111597,-0.06293932404642814,-0.0343618654176428,0.03261247479312499,-0.032918469844305784,0.00512279878024796,0.023093365146234307,-0.003000594562647791
IGF1,-0.023663759100119856,-0.004587572175641035,0.0687987272156609,-0.03656650440073826,0.08912895884728968,-0.0038710835633288857,-0.004231685327562043,-0.029312376410179874,0.03374449064667918,0.03049859167270653,0.019221590632983114,0.10594028808859135,-0.020782221467992707,0.033032263352751876,0.047160312513507045
COL6A3,-0.01728490530482132,-0.014299930359867973,0.03893539450393013,-0.027599907031826344,-0.0015756611014004413,-0.03046553819016647,-0.009855727318354487,-0.03197451460486968,-0.0507130543930443,-0.0838089836495149,-0.010039624687793456,-0.07946653618926461,0.03925613012709412,-0.04543144702334577,0.06905234529632992
RLN2,,,-0.018000996241884105,0.031166717898843663,-0.021685643383967102,0.05519510554542223,0.01333534095120518,-0.03438916825457795,-0.02645226482774085,,-0.013464879681973988,0.01969487149733224,,,0.020239916465790635
WIF1,-0.03644444767971379,-0.003318143623853118,,,0.06760352964448978,-0.07010380303928752,-0.0155131981836042,-0.019214649116365237,0.036789598209404716,,-0.0007188834058603033,,,,
IL13,,,,,,0.07290232796338256,,,,,-0.018728134030948123,-0.042339888304757586,,,
PLAU,-0.043000704323279834,0.003557989810606892,-0.031064779285695288,0.03016810964246073,0.08958645285331981,0.14631305714229517,-0.0024412656873210297,0.014957330031032643,-0.029466941976904585,0.018240412492266773,0.03559337930737472,0.11323715513242208,-0.0003077926466094108,-0.015716603174503102,0.01594482379967773
CXCL12,-0.03974671344775146,-0.06623223639155205,-0.01463661561282766,0.027665056370373826,0.04222884698951848,-0.01605439630323723,0.028169976951508663,-0.04808456006053564,0.039773813229183004,0.035120659642085314,-0.0010404478631665986,0.11445100971864326,-0.09619075850312385,-0.04426359561968264,0.019244766706679847
MMP9,-0.03414375061579477,0.030909680410995007,0.020900912589354722,-0.026073975311035644,0.014346146418239664,0.10885941100775932,-0.023625422558766644,,-0.031245580298997017,0.12463344918275329,-0.0015841650094322712,0.1099141483151388,0.010888892190156938,-0.021623713297741896,0.04842882001882639
TNFSF14,0.0475914511874802,0.05874914323630545,0.025479398882507286,0.019566362617112965,-0.019657650198444582,-0.015197536785044548,0.023533179352202314,-0.011196288998412856,-0.026745270644033314,,,0.05485415754074795,,0.0014919204323890637,0.06066144507822235
HBEGF,0.016109542758324866,0.04873746753755553,-0.012083396259916094,0.00979694617572951,-0.033984127743972595,0.03467423141099006,0.009803505163886126,0.038935209583979544,-0.02892021429383533,0.0750753411854823,-0.016018673474449133,0.04706613453489148,-0.014492584779736415,-0.037725542281273367,0.04748465150541602
NUCB2,0.08819761431973538,-0.030192941409554766,0.08649955302932585,0.00509895470844101,0.0382234336910547,0.038343006010572604,-0.008647476808446127,0.0026403761517278697,-0.0015805427943160093,0.0008337352024362036,-0.010477001855849885,0.0924705412823908,0.06261884579193204,-0.03599049947844379,0.014042845597357741
VCAN,-0.01914342872924457,0.019145599665358583,0.01853654428603709,-0.09090066433326484,-0.03809288806958605,0.09445510366883768,-0.022094975459078407,0.023151041780777135,-0.04456529913354674,0.09474799985766348,0.039454494575603564,-0.07534115601958309,-0.048098217870825244,-0.016820203847905543,0.039277020642212765
VEGFC,0.029586307624912534,-0.006266539339235406,-0.02629272399489225,-0.03152189158351259,-0.02328662329759496,0.002028501792022609,0.017776138699556132,-0.008340259388189861,0.0433961374863245,0.026401868969676213,-0.01629659087129797,0.22585371726338702,-0.06718023954782018,-0.002270731619349329,0.1977519633059672
LMAN1,0.0411418420147096,0.011639461889610549,-0.05004071198295856,0.02210346812638524,0.0330045222132239,0.1485391816766395,-0.049648773096503895,-0.0016980295854123117,0.03341835171358605,-0.04356785890194689,-0.014579256906360048,0.011925029394602103,-0.009024414229998478,0.019538788928723943,0.04328070900230079
IRAK4,-0.04844768112998462,0.05942372925901803,0.03757577905413052,-0.017431957168194467,0.07438046514861005,0.08446993596790092,0.02595981246146988,-0.019927275425226123,0.007159462140632461,0.011549985263569451,0.012999169821440525,0.008356823261536436,-0.07025779299120477,0.02026589503301989,0.01944664170088724
MICB,-0.05870558214032497,0.010620433952631025,0.013934123862817146,0.034052696848510505,0.09560556453623478,0.10546550823173524,0.048018198935875216,0.008356871767084101,-0.03745770623571492,0.06427557574326975,-0.012051017073682517,-0.0069426618964802045,0.0013747094111225336,0.06480333696331823,0.004639650521255366
