,MGH258,UKF248,UKF259,UKF275,ZH1019T1,ZH1019inf
LRPAP1,0.06497303301271368,0.01196849657351828,-0.014923204034640754,0.00877220509760955,-0.012094177476287778,0.07712837369945258
NID1,0.017707114941497043,9.300070857391959e-05,-0.0434521935311566,-0.010371367725549583,0.03941787267076365,0.041989836345218426
MST1,0.0434598314455347,0.022167747353587414,-0.03537723535190433,-0.011725591468155296,0.056475985853130725,0.015377643397163519
DCN,0.11172944506111941,0.010952385865284924,-0.05437397130517079,-0.028172455757163716,0.08813527306097657,-0.002898229312414146
IGFL2,,,,-0.026381195295864485,,
COL7A1,-0.003516238188746894,-0.008878283079756405,0.07251986202621205,0.014767347205431693,0.027688116360000296,-0.0044128901148031896
CALR,0.04562245578810012,-0.03840727200557012,-0.006686559606965044,-0.03986061899542779,0.04739982026193924,-0.030552595737148153
PIGA,-0.024161576557580774,-0.016199074577090838,0.08127477760303922,-0.007172956478682955,-0.028222311579053007,-0.03350816208083257
CD200,0.019507995153797118,0.03728586797925798,-0.02975854799607507,0.051122974802494676,0.02289047346665638,0.0043502168072492835
GRP,,0.031072503020932896,,0.12227977559905355,,
CDH1,-0.04662413470424806,0.015696948399466015,-0.03794998499501562,-0.004763733396684292,0.046237505631329286,-0.01943435293261876
LPL,0.035838426865458906,0.03260662181131519,0.011306098151529326,-0.001388492704697839,0.06150703600246221,0.005550624686243842
SEMA5A,0.022494044250942393,0.03505784583943466,-0.03460693694118316,0.0017815423893558708,0.05233829417945845,0.01154971216556731
SEMA7A,-0.024042214621001326,-0.013388068531007567,-0.0319797483242311,0.006272082357256913,-0.005985655463201136,0.022598172892640687
SEMA4G,-0.04285974780532413,0.0014160960009192735,-0.021749458329492988,0.06115542048510543,0.0055450124168916854,-0.022564384006975895
SEMA3B,-0.07474158957461065,0.047432503051308854,-0.004869949764813282,-0.013727617322060187,-0.026656318852225403,0.026905126372194728
RPH3A,0.1227492746330434,0.010690534944045703,0.010453936497002452,0.08198930619363648,,-0.006883972942742699
JAG2,0.048522735347144255,0.005763179191643299,-0.04560445016521354,-0.007386641310077327,0.07116278896734343,0.016433980053671873
CGN,-0.03754658906614393,0.01743693617637679,0.07944732906105888,-0.022725206141015097,0.08349705245954864,0.011280929012801597
GDF15,0.05054141638455347,-0.06346810427675532,0.05830166889551424,0.021996700172352914,-0.04484734325283227,0.007928203930878371
SEMA4F,-0.020324093465690158,0.012607097801821732,-0.011915477747513675,0.020366928428488536,-0.10590194120234839,0.04859573768520262
NXPH1,0.06469495295504912,0.013135608798194101,0.005486586386363518,0.09492015780924132,0.031159089795253826,0.09969707136709806
ARF1,0.1133344664993257,-0.047452325812549254,0.03496767892898846,-0.08210024608540073,0.0061704325593380195,-0.044544759211945006
DSC3,,-0.015315094588995642,,,,
EBI3,0.00603949944802577,0.09905275098259235,-0.0359412815373244,0.011164843416729372,0.11078515582037904,0.01954227396789556
TIMP1,0.08753624214556766,-0.05282574218977992,-0.010507706266602496,0.045543705457226566,0.11838167309769919,0.06741042955576738
SEMA3C,-0.033998615315009355,0.0033451902118454744,-0.006885385158105977,0.06988776933009146,0.012208923289639455,-0.01624496301404107
GAS6,-0.05182668819378607,0.05678720217799317,-0.008227198059478769,0.05935947986850511,-0.01357256500525013,0.027950398112712528
MEPE,,0.01079161674336484,0.005149276693209148,-0.034212554530460515,,
SERPINE1,0.016647929378441256,-0.04635893138256414,0.06104180354362253,0.07926515575494987,0.0793859132072934,0.06218554194951367
RSPO2,-0.021587524614727096,-0.0049354223896145456,-0.011673570015428878,-0.006470823137387958,,
SHBG,0.11828858711368946,-0.01983757456465711,-0.01867898688148727,-0.026430388042711427,-0.01922354347664556,-0.00661280321458701
LGALS3BP,0.0668850278985064,0.0588553530070203,-0.03444962454293843,0.18346360194052502,-0.01255753054563861,-0.041839264792786476
LAMB1,0.02195923832114129,-0.024974502932945637,0.03523542139801529,0.006152918034460057,0.0736310317168709,0.06529467678811209
SPTBN2,0.043982164690250375,0.0444012274537007,-0.02037508721411736,-0.04038706024299842,-0.034036692516847065,-0.03868165497748125
COL1A2,0.010837311680797473,-0.0002610399968318877,-0.0749663231087138,-0.025044346993778475,0.10188260445293701,0.005732608597075096
DEFB1,,,,-0.023504091321592823,,
SCT,,,,0.06856608451943191,,
WNT11,,0.009381999833806248,-0.015777571000054214,,,
LGALS1,-0.04602800445148737,-0.07129645626151722,0.07724080008607245,-0.06615557067813882,0.008530262452831356,0.0406867835111257
BCAN,0.0619101077296246,0.06033359579171525,-0.06567427470644455,0.07292731880282079,-0.002053602801275019,0.0761627626532499
ANOS1,-0.012267394432778873,-0.008849863870415942,-0.035196108317817325,0.03945151754699926,-0.05411882989570749,0.08052540044784998
EDA,-0.030390724225364065,-0.01607061808657711,0.0627073641088352,-0.03385001923016217,0.0816945199870725,-0.051640151443750934
FGF22,,-0.02285248172495218,,,,0.07564817059153382
SHANK1,-0.006704594955651455,-0.021951502893097122,-0.019023168183541633,0.02085333264213647,,0.014799661017851455
TGFB1,0.026912789615918507,-0.02158144768317316,0.02250195893959097,0.00441994701835388,0.02374361604981895,0.057439469012303866
MSTN,-0.026559262784295188,-0.005961784999198913,0.008551170990657907,0.03286181059319316,-0.08109225423377342,0.027712265540259344
WNT4,,-0.014790874574115718,,0.0037737966576740006,,-0.031319562180907146
TNFSF4,-0.035235613907662985,0.007645415901734331,-0.021916352597544306,-0.021342309600935458,0.02854642279892181,-0.003973290745795966
NTN1,-0.011376997870966445,0.04543682575151446,-0.020047214456914875,-0.03888074161479103,0.06979676997899599,-0.029854526835733072
CXCL12,0.0496380262009218,-0.013621823393971381,-0.04880239858543234,0.0070911841007948225,0.06843675225658526,0.059399416371767114
GNRH1,0.025855497387651326,-0.007636973479206029,0.07351073895467136,-0.01405460554360174,0.08648020148355907,-0.006154720066178694
RIMS1,-0.027587672650932583,0.03674169743323414,-0.003527546480935143,-0.0307344352413056,-0.027169329876426777,0.1182140903791565
FGF14,0.08491445306008348,0.011711830454181784,-0.024900521134265437,0.09757166277629231,-0.0294143232327717,0.055919957220986236
IGF1,0.05445829432974427,0.038977716142320255,-0.03204266130865873,0.05456158802684216,-0.018791915748240365,-0.01369339098234928
TNFSF10,0.026617681751408242,0.047936326876298126,0.0015155360925219782,-0.011952027743813648,0.009428805033257088,0.03494156115170204
GDF5,0.0007637258209147733,-0.007315978075638716,,,,-0.03057862675434959
RGMA,-0.045749482688844434,0.017219329054201434,-0.061969618530123845,-0.07210225081685384,-0.10013651923747686,0.03688192043230511
WNT16,-0.04024289011187621,-0.008519873203229944,-0.018045461923972165,-0.037161192365966635,,
CX3CL1,0.01461252146875106,-0.09588923770980128,-0.05402104024344102,0.01972862190244654,0.15804944948987015,0.0849331620794658
FGF1,-0.07370972451763731,-0.013034463832621511,-0.05646053563214689,-0.1081638821046298,0.04363679193446693,-0.052530275176176915
ALOX5AP,-0.06786851205969525,-0.02714774425205896,-0.05422506186232312,0.05993412798874613,-0.010767815322366021,-0.06765151397680252
IL1RN,-0.019211522345997743,-0.02121998424710859,0.06774860627270701,0.032228444238321496,-0.0260386485618767,-0.04190240054832463
NPW,,,0.03073881490414741,0.006366487627432907,0.0004903524141529027,0.022865835711374436
CXCL9,-0.033049205006691576,0.0007395725616122649,-0.023248787806861626,0.011549386030210365,-0.06708859623345653,-0.03985651763359354
ANGPTL4,-0.037682700919552205,-0.013169835058440764,0.09651119982809106,-0.002878491767005432,-0.09550806175241683,0.08888700152315203
UCN2,,,-0.009067746142990845,-0.02554172300546154,,
COL4A3,,0.017267425549467016,0.011687811021173071,-0.024280210024911812,,
NRG3,0.01782219393918783,0.015149495396849004,0.04446394464549521,0.01379070940721697,-0.009578704467863004,-0.047874124109861735
IL23A,,-0.00992274387677947,0.025648399859926892,,-0.02683921487911097,
COLQ,0.09106708296608493,0.06406231824064515,0.0020335236148847973,0.0011201424458822183,-0.05525793489714629,0.006089518280845329
TNFSF12,-0.05832101199622257,0.03334338574455831,-0.004296925157003817,-0.031969233106789126,-0.04344411986148014,0.059007456688950355
DKK2,,0.029548082990672714,-0.009201428612521604,-0.034704712190846025,,-0.026600462705821785
FYN,0.02418578891498635,-0.0023382557871136347,-0.054302648890984774,-0.01756701526594725,0.00431176232818997,-0.0007504904947599148
ACE,0.08598341005746085,-0.014567761432594641,-0.04141658886670326,-0.011324395909242991,0.0833425170736084,0.01158188210953514
IL18,-0.08060293496963848,-0.0030439922315979506,0.030867898129672975,0.010873315290318533,0.1600831596742012,0.05119961077342221
CCL27,-0.021867511423447786,-0.016070618194543754,-0.021363447608358562,-0.036979015031447605,-0.06435351060269687,-0.04787413849924684
SERPING1,-0.06638809874235164,-0.0016676794347268153,-0.043466578327893295,0.1734614233195371,0.08335474153853523,-0.013315087992383269
AZGP1,0.034413596967300154,-0.024410383594567493,0.050529287794897494,0.19679016822879275,,0.040549671065239164
INHA,0.033950255601760106,-0.03082331581989297,0.026220315880268637,-0.04289195198482358,-0.007974167323789444,-0.020604714009099804
SEMA3G,0.038817203177802455,-0.005446741674051015,-0.01709502860784706,-0.012321806237788566,-0.039043610634117404,-0.04787410594623021
COL6A1,-0.02291092809835169,-0.010028961523919227,0.036344946233266666,-0.03518209264321758,0.030041528768212727,-0.015088275976280372
FGF17,,-0.001874159772195216,-0.017020017725959357,0.059790043996596764,,
TNFSF8,-0.02374159693556133,,-0.01156723802983838,-0.01788667121879802,,
FGF20,-0.016303607695040478,-0.031893819669035,-0.017268001228460474,-0.02124242710366472,0.08834666963397614,-0.026172691549342018
ICAM3,0.01956213712202215,-0.010208317426105448,0.007623209271495912,0.054906154062449045,-0.00913550251915272,0.06712744919841036
LAMA4,0.008081800440303207,0.010650630100404236,-0.05444902229408229,0.04059215444323374,0.07614240004878364,0.02692523940583481
DLL4,0.059622987290956164,0.004147794076627118,-0.0388620417205138,-0.0236492526155062,0.040718799685971384,0.030084894558506853
SEMA3A,0.03483159840941896,-0.0058645203049784034,0.006486648804392026,-0.04586904826864305,,
RLN2,,,0.0851147172017313,-0.00744231007231335,,
C5,-0.00020807181649156814,-0.040623163357716915,-0.01793910138875801,0.05373107542745024,-0.04136907500418444,0.06458244764832112
EDN2,,-0.01815725135257201,,0.031420961134295516,,
C1QA,-0.11711161166144038,0.030435376043240765,-0.08726069697927452,0.07494913841050933,0.10050036273011914,-0.009858030646133692
UTS2B,-0.02013336715611912,0.052450123349029806,-0.011673572580703218,0.009729345157366724,0.004322325132409905,
COL9A3,0.020042579538914487,0.013959603396843732,-0.04401978881894421,-0.09647902985014088,0.07865672343380486,-0.02772281352096057
DLK1,,,0.01041284008831176,-0.007063126624945395,,
HGF,-0.0221000539874702,-0.03476880782903062,0.040393966883644,-0.01781841121150484,0.03067801078600873,-0.01233731280222578
P4HB,0.010086354955676396,-0.03129465782969988,0.05632426544990423,0.029603961800912276,-0.0014374152953395146,0.01971637223838636
ADCYAP1,-0.02214419260409137,-0.022281308492151732,-0.02357019417396987,0.020507138645595047,-0.026275881781429724,-0.0058374000939364476
GREM1,-0.058678040429081715,-0.011695504765004435,-0.010089626447435227,0.05784639343916795,0.07887755861246178,0.0029011339238249295
EGF,-0.01204348747858366,-0.012670085849995355,-0.028478114871397772,0.0066893207423497645,0.04141527374064124,-0.03740723169164034
VEGFB,0.025148819349050385,-0.006210680202596946,0.017984460398205202,-0.040908225847598054,-0.08036685569139948,-0.03997015827423942
FARP2,0.051546718517087885,0.038667930520231486,0.004929945804533381,0.002801585658760305,0.017738557793887187,0.0326296197680631
LAMA2,0.058004145496701964,0.0057434296252204,-0.06893553111860132,-0.08332696508667208,-0.029412830374028615,0.09786680313739791
SERPINC1,,,,-0.026107088053211974,,
NRG1,,-0.012607958398439489,-0.02041524780035245,0.06269796195691003,0.07343196973907383,-0.01051202426581082
SPINK1,,-0.013624156029365925,0.20302828339005727,,,-0.028252492387181635
EFEMP2,-0.0026048663084260295,-0.0148862987418247,-0.04200822754530744,0.0010712558264149713,0.0259278678851762,0.05885761165139158
SELPLG,0.033955343451284335,-0.012239584660504064,-0.017608627308001435,0.020607505477934517,0.10250633810116265,0.11311601555060104
GDF6,,0.03812835385933347,0.009391201719601061,,,
HLA-E,-0.00438905665600574,-0.011023436515477651,-0.036383626635747096,0.15975893737456326,0.029436868414652408,0.005236822482628404
PTN,0.0918409576081498,0.10623369112385221,-0.03564564419730996,-0.05384569953511658,-0.0022912488049214802,0.13387477561777686
CD274,0.05796963767818369,0.0017141586572045858,-0.025009108508768287,0.09688201073765648,-0.03304051715550135,0.034075314512029796
CD14,-0.02275800731937532,0.02009827709440913,-0.0770598130388841,0.0022011326978541826,0.02102118269269268,0.016994803246249763
SFTPD,,0.07771541942191107,,-0.025541025554015297,0.013032343876752114,0.010918427703644058
SLIT1,0.01168628967498454,0.01432319422816324,-0.0620590484030707,0.06914363470843238,-0.042239105693595805,-0.0311636346535928
CNTF,0.044801360689610256,,-0.009201427666612597,-0.022254160584919087,,
BST1,0.0035773861639222496,-0.032972451066903094,-0.041953708213251145,-0.03925495416073554,0.0024896533231666997,0.0683435009017271
AGTRAP,-0.04232460804821703,0.00997864011396864,0.030332034419505955,0.05511630753648377,0.007718585824804188,0.04365818677950708
LAMC1,0.046092724814816535,0.028093882677708643,-0.019720991326015617,0.037611826101846144,0.08133344722112554,0.0589573730630013
COL6A3,0.0460882737649597,-0.07042363130471348,0.03214984539306833,-0.04613990291288135,0.02454623757885169,-0.04839461340309778
FN1,0.14107779677663446,0.003168111040739651,0.015041583519470693,-0.014613382271306229,0.08942507845650816,0.09460542128957333
MIF,-0.02191694449801027,-0.010968596371416598,0.03083151495623704,-0.04794508427032747,-0.041832435965352965,0.0482907142575487
JAG1,0.046534239274289305,0.027758615623474803,0.05501311706780699,-0.0528184367997881,0.03942584669899973,0.025576062208737226
NID2,0.08290981283224531,-0.010268805167659762,-0.0026301812550587446,0.001535853115136691,0.031174578071384056,0.053425920724636415
EFNB1,-0.07056164625332993,0.06931107423741423,-0.022292237859340463,0.02028796644721955,-0.02049517765501822,0.07373769967906872
COL4A2,0.08212355509852426,0.0006067248869787347,-0.04583795795911022,-0.05245631212638202,0.08240560325682317,0.03597927211445048
SPP1,-0.11976300042931233,0.01581515180917241,0.05634393542343574,0.11363808189077565,0.023558117671995005,-0.10385927710034745
PODXL2,0.09903621130972955,0.03579500935393775,-0.027159478405792196,-0.015627620604222018,-0.02125487563805649,0.06753279249143607
FGF9,0.11185441024649692,-0.0380629824393657,-0.00026417438760203326,-0.032294684967851046,,
ITIH2,0.09979171913590366,0.03633715044390445,-0.012293462574972274,,0.11879256376415338,0.01300419127648325
ADAM10,-0.03583940922468037,-0.04345995490757588,0.007128571884752361,-0.026833752252721332,0.03899555847746139,-0.005349046052876799
CFH,0.03933466917316348,-0.02571176904661888,-0.04538427515454885,-0.011716612376044641,-0.041926189500423074,0.012164267685987641
COL4A5,-0.07280678288239924,0.00017253312543483634,-0.03450128167996475,-0.01105174013551978,-0.056528569859521295,0.004045332873135794
LTBP3,0.011836939167481976,0.10011145248908974,-0.016207957479086585,0.02474500731858954,-0.09381627071462804,0.030368220954557355
GNB3,0.0419674962659797,0.02951528209862379,-0.02169116618618092,0.08042369043734672,-0.013348820902561285,-0.023328745873767768
COL6A2,-0.0053758670700852764,-0.04318671980987004,0.025799804147863224,-0.054475802637539296,0.04741858505827124,0.12933335122569078
GDF9,-0.006896613266180502,0.010378979147389215,-0.007716263154841789,0.06806490102779443,0.02275068143366796,-0.00035896678902052644
NCAM1,-0.028552049073963384,0.0745802352627995,-0.03237977813226388,0.004595200223854865,-0.13731143969718462,-0.06678758463856635
APOC2,-0.06516047987848662,-0.028922121699858475,-0.01759555216622487,0.0069998953158786304,0.10011755380682329,-0.045761396946750625
BST2,0.07644762018120303,0.03526578676873546,-0.0718162950667448,0.1273083136907123,0.009722892425124849,0.06115982338465288
COL5A1,0.09610257807770277,-0.053325320424979374,0.08205295860377602,-0.04083573630549344,0.04075030255543793,0.03647889151643078
CALM3,-0.01654351120925939,0.024038714046502974,0.003930940293019939,-0.05133086123694447,-0.05111775720147255,-0.01516027298565974
THBS2,0.04034230074021398,0.06957236993653731,-0.0633788697186962,-0.06605113724176367,0.018145205985271123,-0.04377274852058268
SERPINE2,0.03538137682745045,0.06036070568693202,0.06316241251950465,-0.04381345113096829,-0.02141672184795087,0.04499736395744768
EFNB2,0.04873651129188265,0.007886815285885493,0.042481938253845185,0.011243590364885217,0.050958583081727085,0.11238708265362023
PROK1,,-0.006618798855565914,-0.022338810964076472,-0.012036232420240265,,
MMP9,-0.005274031726191275,-0.07535930009325348,0.021931927251246795,-0.02940404077911818,0.028246302423847465,0.07799109187089129
DMP1,,0.040469834054821116,,,,
NPPA,-0.02140908153987884,0.07174501373920923,-0.04330421434096072,0.1120333370940309,0.051881573178632685,0.03389644220649251
APOB,,,,0.037306388284546625,,-0.03020210983022324
C4B,,,-0.015697041045941915,-0.010373921084400068,,
NTNG2,-0.028432751574299486,0.032673118458764784,-0.02947206262818823,-0.05646486768882738,-0.041682628722042654,0.050704776923604394
LAMA1,0.10185531403018784,0.04117640853906664,-0.010966796700750391,0.017170526999299253,0.0006416042155594655,0.026557208796176603
UCN,-0.03080208609944232,0.052595435627198796,0.01653391526409074,-0.04376015009969018,-0.03777520027532263,-0.054438903264696574
ARTN,,0.019965998090757643,0.020533471577179406,0.009448357767642612,0.05351998705240277,0.09170377847047886
PDGFD,0.08123870411360648,0.024028530616581438,0.018047114734704068,-0.028806612802323633,-0.023739043457128343,-0.011135423074553358
EDN1,0.10971199849594039,0.01215092703709534,-0.014498684511520884,0.08276941894272483,-0.024789581595709976,0.09089527054206122
ARPC5,-0.014503404080637283,0.044000905671574705,-0.017191067994074324,0.02679561323678919,-0.007095986518653957,-0.059373752402743035
GSTO1,-0.06300445677679638,-0.057874959394253196,0.005570416051350313,-0.040026279234733134,0.023409074625899553,0.036398102085846026
SYK,-0.04099856926939465,-0.010337544607253519,0.017586885651039122,0.03775210618449102,-0.09279827583070152,0.008154871380387877
ST6GAL1,0.049178721171261874,-0.003940565378739829,-0.01360903982542427,-0.010602499834698699,0.004770822072179033,-0.03916388097485238
WNT3,-0.03559911306198024,0.055164816448938815,0.013937019894116326,-0.025072930112318384,-0.02840070439416851,-0.03925610861531336
HSP90B1,0.015456849670682307,0.006726265116414063,0.05928240395882967,0.003427768993696807,0.02237991179152745,-0.017976447814055916
ZP3,0.022424127511429713,0.010040086840383877,0.01849072153356631,-0.021243069515807816,0.06284651367501268,0.12807374559684195
ANGPT4,,0.023478222150041497,,,,
NRG2,0.03455239838853978,-0.02334377426615767,0.10089227383790278,0.044916722807394775,0.006395373778632768,0.013019734581514966
MELTF,0.0010409892774009728,-0.02324375423208853,-0.011336073574275444,0.035578153488936684,0.05876062599651334,0.1605333010205502
NLGN1,0.01341612274037975,0.012096593180497682,-0.030697669536197396,-0.0338588816807721,0.0020812721169205617,0.05683491421259442
SLIT3,0.0014704087088921113,-0.02055821552236724,0.049123291066455986,-0.05974450490039914,0.012529223862791093,0.029584203271522305
CCL8,,0.08514719698067572,-0.028482346834500433,0.10739537029698774,0.027977904377835414,-0.02825252355202961
S100A4,0.016993607398309015,-0.00855881551829367,-0.03770545073021339,0.03773610016575861,-0.02168259790757644,0.06542180064769404
TNFSF13B,-0.025094564260244225,0.002554934675786839,0.011528737963105353,0.03680597139607258,0.005253911620363101,0.06739384061947874
HSPG2,0.05591714571217698,-0.01652906057017443,-0.061995919681203736,-0.009921331071309708,0.0660633445481685,0.041498407112108025
FAM3C,0.07825261391637639,-0.035572671685229526,0.01212356800160424,0.00011091190838088582,0.06654053436584663,0.04445532024016659
FLT3LG,-0.02114670476832128,0.0794387389020778,-0.010778759635844393,0.06955952519894631,0.028783682756431384,0.012310283529108262
A2M,-0.08373169823507857,0.01695032821859159,-0.07386867725625676,-0.006718847848576606,0.09187476277920889,-0.018847086405566583
VCL,0.08638786649399732,-0.01522790789248897,-0.02671946259164243,0.030180165980917065,-0.02919241466466659,-0.006907197270259302
FGF2,0.05932886255508844,-0.02406523206674766,-0.0067427381387288425,-0.007296836081395154,-0.004311459684184317,-0.0430717909616266
AGRP,0.004565018286519678,,-0.018609502321594536,-0.026381195295864485,0.07826307533716581,-0.04761527318397171
CNTN3,,0.05420439625381199,-0.02203770817799601,0.013262347141050096,-0.05561715748689703,
RNASE2,-0.01901826322794392,-0.013642161846707666,-0.017910232327526587,0.07982222985428425,0.10958562995445881,0.016981461226484716
ADM2,,-0.024230195887369865,0.0677853247698718,,-0.03659159428000527,
GAL,,-0.008698895529102335,-0.02203770840830734,-0.019093932089481097,0.10849577244389315,-0.031942202087509294
CXCL6,,-0.018157248516655743,,,,
PDGFC,0.009373687278884383,-0.045267635128480026,0.06539965361775425,-0.03516311311037236,0.016604607696452618,-0.04928362540340277
COL8A2,-0.03846738983952712,0.02312800341428614,-0.012652459005860409,-0.008048976430547463,0.03852924730072865,-0.044705285457185155
SPON2,-0.06517054546462761,0.020778607996072455,-0.031893454472870855,0.0412935701332789,-0.008003301634461883,0.06233422504839329
LCN2,,,0.06792990184801269,,,
SEMA3D,0.007626518201184809,0.0028374418479336096,0.006043768790427192,-0.06619837634757697,-0.02131201175943656,-0.0361309462509645
BMP6,,-0.02082315310800505,-0.0098436845953399,0.023848312822687897,,
TIMP2,-0.012893155054800522,0.017671803821121542,-0.039001317793860145,0.12233120956694234,-0.013940133273122844,0.010947024004589741
EFNA1,-0.016343142053881505,-0.012738329685414307,-0.016097108579404117,0.020541661588730744,0.022391744428393805,0.0537816537859241
S100A12,,0.029017738677983573,-0.011351765534036223,,,
TFPI,0.015752974605052424,-0.0200466013994356,0.021303653036138525,0.004704293399716995,-0.032111438425649556,0.037745644523027734
GPC3,0.20615749018130636,0.02238728452947211,-0.014266230051265923,-0.005549407632166892,-0.03721340103204342,-0.027022119545644756
NMU,0.019758669943041228,0.033093506444407055,,,-0.04694127705318304,-0.0055901197635707545
SCGB3A2,,-0.02843555893755199,,,,
LAMB3,0.051604067746945856,-0.007892646570875697,0.035072474119669,0.04646789714994628,0.07500428222436309,0.09585493976606227
LGALS9,-0.0074798980746554255,-0.020640007225794507,0.00047330683660109233,0.05816023511679327,0.04787948958280169,0.000742780750286247
VIM,0.08538436060484725,-0.04728850280850587,0.08868570658658868,0.012293981018185528,-0.019418039685384515,0.1078964809680936
PLAU,0.09228238617110525,-0.021457586924649715,-0.021782030210031632,0.029323196596224302,0.04466747002701802,0.0710094703100904
TGFB3,0.055093130983379326,-0.01576832142311951,0.009554566722300617,0.0474370425966438,0.11270279303163915,-0.030741396140155905
APLN,0.03272339436925349,0.036912575556625714,0.014021780123224992,-0.019145969381937432,-0.03183051691152341,0.07937064287604013
SHANK2,-0.02348232705491627,0.006542661200207628,-0.024919573098034407,-0.054594574437314455,,
LTF,,-0.025623838036559293,-0.046425227818904236,0.1564303386182741,0.027170014828814957,-0.0484662897942538
PYY,,,,0.018860078930559198,,
PENK,-0.02043194534220548,0.031111880961243493,-0.023583872867700223,-0.04745579739772265,,
CTF1,0.02803460199297028,0.07417409567834991,0.055126418894671084,0.029460613833605986,-0.027844086110982,-0.03290538567539959
COL3A1,0.02679261195955322,-0.0066826214907201266,-0.06727683987238972,-0.02783125960697777,0.060930862896485805,-0.010147956552592279
S100A10,-0.051729499210807786,-0.002448969378921951,0.06367788226160527,-0.031153780179340593,-0.05373876013927181,0.08119633640251775
FGF13,-0.030390723210175764,0.03789037349062616,-0.033867411896430256,0.008731018001772558,,
SEMA4A,0.023135343789323953,-0.01372062171091079,0.005893988853174038,-0.011534152899487574,0.026372883270549183,-0.037038282464510734
EFNA4,0.08673959192257365,0.036728097667283126,-0.01391440882190736,0.03611679735304985,-0.04971905481550601,0.031347098066254415
HSPA8,-0.016213766008375412,0.13074143570309266,-0.010454892479514704,0.15683505825393407,0.03719461772097759,-0.004589437974419448
NPB,-0.044043746452062084,-0.01582262274678036,0.018852409677107003,0.022345371807295105,-0.05428281421325568,0.05374142784798555
ULBP1,,0.010678132172354953,0.018081022913233647,0.024956688900134635,0.03252971972943572,
SEMA3E,0.0649891635781803,0.04816476714269998,0.01184617588580391,-0.02603517151098497,0.04379562062217455,0.03680290686352008
ADAM9,0.04666226386740473,-0.017376352252123254,-0.038150551401358784,-0.0827783001645449,0.06857804009020957,-0.0325741995527021
ASIP,-0.05827922174645842,,-0.00906774620694499,0.001327359740042991,-0.016801081149037635,-0.008413928311896374
IBSP,,-0.04698882410138262,-0.02514648581989011,,0.06626137627207551,-0.05139534136772526
MMP12,,-0.016070611446632427,,,,
FAT4,0.03219778835448156,0.05505566087395886,0.003808335243284183,0.018527415435662005,-0.022897319036880484,-0.046039319059472894
MDK,0.02545834635336256,-0.013553936812339608,-0.1096192966077183,0.12984955282817412,0.009876364397969432,0.0021002434867464326
BMP5,,,-0.014870399760266544,,,
CAMP,,,-0.001457851447672094,,,
HSPA1A,-0.02245487637733505,-0.05183362286952658,-0.054504795631896356,0.19376247998316218,0.010960256921412982,0.02010667060577874
SOST,,-0.011031473180985539,,,0.05443252161754366,
SEMA3F,0.00815237556265377,-0.0054445793977066234,-0.026705416617637305,0.00294331961922871,0.02533860472800049,0.0320588273291768
ARF6,-0.01875073026016628,0.015016455134293203,0.0838878056520837,0.03448004796046729,-0.006544660155234451,-0.015556226907302712
IL6,-0.02690439227439878,-0.025661206861231068,0.04277570108854382,0.13697516251441705,0.026486008667879517,
CALM1,0.02172689067604846,0.023612937975198714,-0.05118020338623373,-0.07274393559003643,0.08002641294924208,0.004521498102386147
VIP,,0.015692619444085915,-0.01537116453482797,-0.04266274454519928,,
NMB,0.01565357366341932,0.005538453533862101,-0.05561653290648881,-0.02901996146733026,-0.06914381142022645,-0.004324906414321935
CCL26,-0.015274974350992069,0.05418119901994797,0.057015512078965526,-0.022254161047489736,0.09486271839029199,-0.009734699424411845
FBLN1,0.024263561770512858,-0.04421130017957383,-0.01546247330753987,-0.01165068457471708,0.062376064774734175,0.02955933860393637
SAA1,-0.022417728427236664,0.011477232279161004,0.027969315872990022,0.11691177448243208,-0.028424820216978498,-0.019611604916585364
MICB,0.011279650466130171,-0.035589841010648354,-0.0037945407076824533,0.10962265990358148,0.11098135799369378,0.04605268113927766
MMP13,,-0.01901486535947116,,,0.12869363441896683,-0.0023965105148724087
F13A1,-0.01570757419855478,0.024631044414173634,0.02057958029124407,-0.03937241471562037,,-0.041326244227314714
CXCL11,0.030968548268556318,0.013940711044128135,0.026823723587849343,0.11228128085935304,-0.04182454736235434,
COL5A2,0.04664691999074897,-0.012276478117813877,-0.011847896036560706,-0.027106038325733942,0.12187188551499839,0.040158080500591775
EFNA5,-0.04053097332414002,0.037963605602611174,0.003285156358057116,-0.031232086201005767,0.03603382591663694,-0.027022143215885964
AREG,,-0.014249027405949202,-0.022577398114924596,0.0615614331322804,,
EDIL3,-0.07931012728652351,-0.017346890182268968,-0.040590937562550555,0.034343424958669065,0.06789264604538488,-0.11207701043483997
CD86,0.03772890667668923,-0.01794597031299588,0.01841647367367376,-0.021653325233727285,-0.03895559788046374,-0.03206076339423645
WNT9B,,,-0.008932141209344824,-0.01606112037392542,,
HRAS,0.0469590375475795,0.048474697598541824,0.03775714062162081,-0.032479986014051755,0.04585621565232934,-0.004270889281310651
C1QTNF5,0.024804508400788745,,,,-0.07496882209547003,-0.04735540164652561
RLN1,-0.02043194703923959,-0.016555946471750932,,,,
COL4A1,0.1015799470943447,0.004215963955794987,-0.06287140477109497,-0.06490143640341117,0.09405938403207235,0.04525225789918796
CCL3,-0.01021738498903464,0.0556285609174877,-0.07367727037702447,0.16517528647047852,0.06334616351736394,0.03189473962101357
