,UKF266,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
BMP1,0.017969835966992424,0.036429133637097405,-0.04194622900401234,-0.04769763631106238,-0.0520050269029678,0.036691475822649214,0.02298771843933608,-0.0003694957319012588,-0.020542853232924787
NDP,-0.004185898054594941,-0.013976043088875336,0.0746604191063141,0.008061936028796098,0.012484603809477744,0.022521930701582833,0.04557921383422071,-0.01833622494203165,-0.026533126888109687
TNFSF18,-0.01476970838306087,-0.011674764661574738,,,,,,,-0.02430873417830757
IL36G,,,,,-0.013552783487374067,,,,
RTN4,0.05271475352931451,0.043394905547057466,0.010247550418108577,0.161124869907184,0.10965807669969933,0.027705509477627913,0.02527906398805821,0.07495418986749253,0.028734314511827477
HEBP1,-0.03187020412057604,0.008464188073693306,0.0014804253349031589,-0.04182241363277243,0.022299325901113266,-0.020816381797724767,0.06450782628019042,0.013674062905011459,0.016926137313505354
WNT7B,0.02743272589637009,0.00090494991978407,-0.014651217711456202,,-0.014896070894360104,0.022599050943716267,-0.03132425383673825,0.015029248395715159,0.013944031954995037
PTMA,0.004972818204835639,0.027016823992272797,-0.05040328239297482,-0.1490846719045165,-0.13770950478169777,-0.01191471805184241,-0.015691579641515855,0.0023123041578961435,-0.03406789164927064
CEACAM1,,-0.01836162348633581,,,,-0.018763785934444076,-0.015175142644200086,-0.021128841335586204,
PDAP1,0.06474532068159003,0.0115912534561142,-0.025656146279293822,-0.02417067159002016,-0.03605606224274036,0.026436712238520656,-0.02612558324401748,-0.02908686473190769,-0.015974199984253562
QDPR,-0.038644751697846105,0.025960768217472997,-0.04000647970190445,-0.11255660149054582,0.013416051175606698,0.022901883405163033,0.07023908240329339,-0.04743970046592975,0.015402593740638619
POMC,0.002012985587101118,-0.013546473694648937,0.00021463603393934145,-0.050945287797047455,-0.029036983882240568,-0.0032183605357004232,-0.0009387270721227796,-0.01089743719761201,0.031178648848725742
CCL18,,,,-0.060791348821063663,,0.09500679894885769,0.00722177088052476,0.012670398949119893,
CCL17,,-0.01456070453984554,-0.0181341003808394,,-0.01238085247910896,-0.013311997927720188,-0.02190627109376727,,
VEGFD,,-0.015513199125871216,-0.013301581932738444,0.01274924374332292,-0.01326894307817429,,-0.015175142644200086,,
TNFSF13,0.03648479070000899,,,,,0.05977406415351887,-0.023811367727344306,-0.02372627271135007,-0.026444435395783682
WNT5A,-0.01760291045379181,0.01567281218645909,0.05121287153344379,0.10507138415352127,0.028965697197347713,-0.013211903529544109,0.006166070000300262,0.023762312548964895,-0.039906499767510595
CXCL8,0.03402940395960129,0.07478897043538232,-0.012387011467776609,-0.06080908261831437,0.02534936186619608,0.008880130192684323,-0.03956021228291474,0.02636442305820186,-0.0716881251732385
GRN,-0.04164030005712346,-0.017092900701460623,0.02164504829163683,-0.12286617288783926,0.014148533321423368,0.000494029706074987,-0.07818764124955278,-0.025253420908643454,-0.00021616357636842538
MIA,-0.025899715536362243,-0.02861925738073749,-0.015127748161418488,,-0.01817242562884808,0.08916086982718892,0.06975346646991072,-0.022619129098955918,-0.048442202350846175
COL4A4,-0.013628211680981833,-0.015201826028453276,-0.02541341384128111,,-0.017627927040589342,0.015761629689176843,0.045645904955245065,0.0020612908471518507,-0.029555660714268704
