,ZH8811Abulk,ZH916T1,ZH916bulk
BTLA,,-0.01566460299672345,
MFNG,0.03197737358067588,0.059085247435089645,0.07211385962005899
ICAM1,-0.05612483017377444,-0.006719379909717628,-0.017852810810308938
PROS1,-0.006818853365723891,0.04731873549460193,0.04896000473870244
CLCF1,-0.0036684835085377286,0.042271262937633676,0.00700818489730377
PSAP,-0.06481635611056476,0.11684140169170233,-0.02073881898645762
EFEMP1,-0.0011722732052113383,0.022956644290037347,0.03718376322355145
C1QTNF1,-0.033045098942764146,-0.03379215993522737,-0.03383431156018826
ALB,-0.031168982348609077,-0.035686210677268446,-0.026215962442667284
CCL13,-0.014035222410511299,,
EFNA3,0.03059408962561043,0.06446090199705796,-0.03368243401930783
DRAXIN,-0.03191261607992736,0.09038193146257634,0.03539584151704245
NPTX2,0.03975011747199559,0.0035666104976832527,-0.07190133562673633
FGF11,-0.049642310139176526,0.09879702438578157,0.009442488965095083
CD59,-0.04199010561031439,0.0404964856884028,0.03203947096184352
COL9A2,0.06260140013067049,0.13015246385713888,0.09444888047590733
DLL3,0.09850014274230519,0.04248822701684955,0.048010240585160235
FGF5,,0.09053179811956005,-8.913220099135892e-05
LIN7C,0.015373898761626835,-0.0039101695329670436,0.051944567442135596
GDF7,,0.0544176975114846,-0.02830485509854531
PSPN,0.020201665167560317,0.1274431223515373,0.04771263317384584
ANGPT1,-0.0407187033277132,0.04985469140125228,0.013625429605721386
PNOC,,0.0006513640976537725,0.010904159789459645
L1CAM,-0.07035755729793924,0.002479161788328787,-0.04167401303265613
APOA1,0.01589186793579023,0.14745378723175143,0.10758205779150688
PSEN1,0.05162515082178598,-0.0035062178858147005,0.006882175880639638
CALM2,0.0822753927337864,-0.05475127726294103,0.017240716836475063
CLEC2B,0.0010522646785732957,0.08672426834247834,-0.011759808128399713
NTNG1,0.03313973271063299,0.0621964648579102,0.03485873325832172
LRIG1,0.07439743713087951,0.03285759723420048,0.025944004073366157
CPAMD8,,0.09373247809464949,-0.020070263703511323
GHRL,,0.011176257631817644,-0.017692146286622988
NPY,-0.03273432792558893,0.017576041763521646,0.01839097210925871
MMP2,0.033570283947033555,0.08220934032965438,0.09374573588965184
PPY,-0.045336700813857926,0.02713957867650682,0.020270421187011996
ALKAL2,-0.04129394998446076,0.02127502275253766,-0.06840687322348406
CSF1,-0.03535295198429342,0.08516929514758789,0.08108942786827679
SEMA4C,0.04937724834492614,0.10119327583773928,-0.0406585660329097
BMP8A,,0.08740445448902369,
ICAM2,0.07521868528099569,0.03574836000479315,-0.00965463786618782
SYTL3,0.061378184551365206,0.04964435694488713,-0.02748485440762247
IL1A,-0.03545820642417902,0.0478602397254024,0.0625026089211156
HLA-G,-0.030959045679266516,,
PGF,0.0312807452653421,0.047441063128785065,0.0014636340570644201
LGALS8,0.020552256250558194,0.03871828412113256,-0.0373492313464767
DKK3,0.035615852725496285,0.03533832369481167,-0.009429348729886504
COL16A1,0.023251853847452722,0.06396951829560794,0.12315817575500952
TPH1,0.057881730583424135,0.02970694693262672,0.008105316883250582
TNC,-0.03971134457306829,-0.01595346599754223,-0.014456118031254654
TNFSF9,-0.006105690863936072,-0.04917893283726565,-0.05018172945214389
C4A,-0.01562563545313651,-0.011155607794285096,
CNTN2,0.002146554243436866,0.057021103209108324,-0.04744455579612738
F7,0.023664890648720984,,-0.024807980123449674
LUM,0.01275006511777649,0.04580971332667036,0.016979198523315638
BTC,-0.014243140682505805,0.03997967785665281,0.044692922874723
APOC1,0.012187857980737809,0.06446059710549214,0.07270782577744048
PKM,-0.08522987233846045,-0.0011539318904086162,-0.04222169157339013
TNF,-0.013824373800101245,0.07793549000486323,0.006002315643546636
GNAS,-0.09985189477048087,-0.010022551215893552,0.0755463486333614
BMP8B,-0.00787236983866889,0.07778323591033458,-0.023714207573441993
LIPH,-0.014035227572324682,0.08446218119720182,-0.030787743114461898
CCL28,,0.04612697605771802,-0.029211917890208716
PTPN11,0.031569671800721955,-0.01424322810053138,-0.054462209926583675
ADAM12,-0.006038501794429372,0.01977430645813998,-0.02322413787452142
EPO,-0.015242615585413155,-0.014504597770053078,
EDN3,0.00444162061002564,0.02737951655916256,-0.030787734450201137
CCL22,-0.017251357851356282,0.011641470284066034,
CCL2,-0.031040557835404433,0.002066668320364317,0.02022985805024618
DSCAM,0.0399975292263034,0.056329703613485646,0.017361740294519732
ANG,-0.005920440982324856,0.09885050448187763,-0.07610092428538845
FBLN2,0.057242683823028696,0.11984295859211298,0.042745627627775167
VTN,-0.017423352717246113,0.04138375188320206,0.0020148587964710024
VEGFA,-0.0896029476498436,-0.13549673353762268,-0.06361252205676585
F10,,0.05172258986511225,-0.025419757532818197
SERPINA1,-0.03361604184422213,0.06856349314215454,0.061586574080652746
VWF,0.025957902000843424,0.00668507258619276,0.036713136644840265
GDNF,-0.026735933776296603,,
VASP,-0.020304335303411813,0.03603362851590227,-0.026511659870151947
ADAM15,-0.0642485558117503,0.10496107049059053,-0.028193309390303702
WNT2,-0.018906951447520637,0.013115225191353766,-0.025452233153673773
CALCB,-0.016547040691883796,,0.003098389566175803
OLFM2,-0.002462306355687758,0.03768416426447804,0.018714111604120003
MFAP2,0.007654510395579879,0.0745036466898656,0.04202737224540535
HLA-C,0.03673438079583079,0.06738243379713878,0.03750257564600537
THBS1,-0.0035169884547931367,-0.07081977779099835,0.04205385879094604
HSPA4,-0.021241067746179426,-0.016589336737194513,-0.0149570686871733
LMAN1,-0.039496772602242707,-0.06226415029476003,-0.026930572025152408
LYPD3,0.021473272372780575,-0.018485903341558196,-0.02812047695409235
APOE,-0.013191712801300387,0.08145640775102529,0.05023201996816471
SOSTDC1,0.02284115588468612,-0.0026001908924317054,0.08026635280440877
ANXA1,-0.0366905203053165,0.04188847303156912,0.015592312020099341
WNT2B,0.004233626989267708,0.02029436213326714,0.018956069321447135
AMH,-0.02734584442982831,0.02341992705310204,0.01826211606045242
GDF10,-0.02350420295198361,-0.033931393551928035,-0.03112891899024757
EFNB3,0.028808535920904252,0.02116304203436621,0.012599166980659743
LTB,-0.04389114194218934,0.09611038994704971,0.003806929564656044
ANGPT2,0.014301096449278164,-0.025962174593851587,0.05470104323919615
ADAM17,-0.011050207052096571,0.023414613883756645,-0.011770934109152675
LRPAP1,0.05328254904000396,0.057890955810330144,0.10627388137104547
NID1,-0.006231426402143882,0.01468577457236735,0.0939057279460005
MST1,0.03295620471612688,0.09228321984119806,0.041361612537925294
DCN,0.05852650550199864,0.06991778469267095,0.06367358560984913
IGFL2,,-0.014661520880819947,
COL7A1,-0.051120862210962716,0.07602396270289714,0.08096205738712796
CALR,-0.04177100921318439,0.0410100838528163,0.08467619942846989
PIGA,0.02963160047595325,0.034338588424779284,0.0774833534616015
CD200,0.09744275669616459,0.10145921046898478,0.004817638880591663
GRP,,-0.011931218470213098,0.0791179796339504
CDH1,0.05062607887291066,-0.007413680628444102,0.06981522048931652
LPL,0.07251506176242069,0.004556865738878132,0.10142333088969928
SEMA5A,0.08525152674160819,0.03096781006270318,0.10217771142857261
SEMA7A,0.019778274952009497,0.022416010258354564,-0.03389538955592428
SEMA4G,0.07216776571419727,0.05895390921925266,0.10902373879127512
SEMA3B,0.007847079207493933,0.09850891708862605,0.05743455082632569
RPH3A,0.04443403477598537,0.007317821257242506,0.019029141264191328
JAG2,0.009481556299629046,0.1119014754446407,0.10735111473900268
CGN,0.024646884238302764,0.01604388395600715,0.008333218784365028
GDF15,-0.07043377358318285,0.1539944655304235,0.0270519760119177
SEMA4F,0.055304606636009154,0.13133833919238042,0.028437436114639145
NXPH1,0.0707729507495304,-0.010279595587100867,0.05220729083809678
ARF1,0.008294380655324082,-0.011191076669955426,-0.012796653357092137
DSC3,,-0.029551153439465436,
EBI3,0.037855264261368544,0.05760900288570747,0.05366680921368357
TIMP1,-0.07173921814293463,1.5723263614136578e-05,0.042558473979997576
SEMA3C,0.014756409260364929,0.08272694039652362,-0.016596793553968647
GNRH2,,0.10012331524594252,
GAS6,-0.013938601857327234,0.10234656976688614,0.05802552915445743
MEPE,-0.026379073382420338,0.03456930347371937,-0.010990857530483804
SERPINE1,-0.08278555986012331,-0.05156458848176948,0.054468476935870556
RSPO2,-0.021314456009151692,0.09352018192162931,0.0246771125522367
SHBG,0.07335753291688492,0.04757316542127294,0.0952311434555014
LGALS3BP,0.024798949162325633,0.12129036458869862,0.06806293938891236
LAMB1,-0.004992527338662767,0.046599544404159324,0.04395737972398014
SPTBN2,0.048574566206147946,0.016141656485597743,0.05666223643021381
COL1A2,0.042270410324022276,-0.031150259307915276,0.060134098508365416
DEFB1,,0.03934530935574566,0.057687034729483826
WNT11,-0.01704153515112318,-0.018199594441521753,-0.021520246385904288
LGALS1,-0.09561395853906558,-0.0605911811789976,-0.05974289961773599
BCAN,0.09783136178220739,0.05572277993742936,0.13170858617220885
ANOS1,0.03643932394106437,0.09527802572900898,0.05400183288930847
EDA,0.0388657483873172,0.08636217286854424,0.027503879670613872
FGF22,-0.0232402192887201,0.020830480404678588,0.03862960214591462
SHANK1,-0.027320116791514016,0.017875028902078535,0.03047077364428986
NPVF,-0.017251359007700414,,
RAET1G,,0.03180250765837895,-0.019819129020302917
TGFB1,-0.011743900742045246,0.07805572014784903,-0.0010659546146092795
MSTN,0.0030939495829052834,-0.05348298685948907,-0.02679956868371316
WNT4,0.036196812652888384,0.07218855414367663,0.07894264729985885
TNFSF4,-0.027383488817021812,0.10743985332235231,0.016871608241300948
NTN1,0.06688425059222998,0.10258684917134071,0.0981462399749221
CXCL12,0.012365113093935178,0.049258290353060265,0.020497420128328028
GNRH1,-0.03649743438215434,-0.007537508170120596,0.01187314417323107
FGF8,-0.02601907666686983,,
RIMS1,0.05360107853666125,0.05474920002069893,-0.04355241487433209
FGF14,-0.017465621186469802,0.008858373359919942,0.04923349891442545
IGF1,0.07080888866888427,0.07533614280553923,0.01286811629640736
TNFSF10,0.022082967328548104,0.13822600282171743,0.018047396634726837
GDF5,-0.03430002964603213,0.035455139290983984,0.02650434244974689
CHAD,0.08352167219315512,,
RGMA,0.03433550985939795,0.013932791597350842,0.11365944203598213
WNT16,,0.08048144510258079,0.03554691160120192
CX3CL1,0.005222769133798236,0.07397932017687522,0.014753767050631184
FGF1,0.0665112462001073,0.0895641371580163,-0.011406524607237619
ALOX5AP,-0.016725002097477366,-0.0016897394107694074,-0.01520714982433556
IL1RN,-0.039326204129277,-0.008983186349172405,-0.024346842984021826
PCSK9,-0.015047705154733686,,
NPW,-0.014741565175464466,0.08617972109467274,-0.0650603556039533
CXCL9,,0.046593559992999814,-0.046286830154453174
ANGPTL4,-0.09400366476931078,0.00884783515064448,-0.0033219999085519884
UCN2,-0.026019081047736602,,
OBP2A,,-0.03319366974890169,
COL4A3,,0.0053201541445990945,-0.023757430565554013
NRG3,0.032366738975556336,0.14691683833303015,0.00644347377061268
IL23A,0.013829669578857036,0.058092865675277695,-0.007921663008836436
COLQ,-0.002422238473225633,0.1034762367042283,0.08132143734501936
TNFSF12,0.05489600474325119,0.053495655953099935,0.00892544893802517
DKK2,0.15341908099663878,0.11437878769271673,-0.033596872719721955
FYN,0.07723093819856931,0.08013717543821894,0.10830496841503957
ACE,0.058501672928998605,0.045831222521432576,0.05692567761435441
IL18,0.032703680790469085,0.05973290004248542,0.052763732605437944
PPBP,-0.018424461419386896,,-0.0222127423034816
CCL27,-0.03420228381517545,0.037824093521724424,-0.0038723497059384403
SERPING1,-0.03235206275785626,0.045373923663185024,0.01157888326178086
AZGP1,-0.05656059693906319,0.11697552047637841,0.02853169840258441
INHA,-0.02279526831028053,0.005047229687799963,-0.022153003267265
SEMA3G,,0.05692412337058667,0.09498741358259202
COL6A1,-0.06692322873014567,-0.018665814072890318,0.058208626538551356
FGF17,0.006683557918514881,-0.03162338655331759,-0.01837795127084565
TNFSF8,-0.019991927504579544,0.043064643315535486,0.057373058088699774
FGF20,-0.021739530900395047,0.05871269851710856,-0.018516458179829526
ICAM3,0.0065972566255688096,0.08852433008101956,0.03145682845442369
LAMA4,-0.028932544251571577,0.0054472493639628194,0.09412886639280212
DLL4,-0.002108968736142632,0.04585367874285039,0.06181973633026193
SEMA3A,-0.03998323639865341,0.010951491557284532,0.0781689592918911
RLN2,-0.013824369311990955,-0.024040256791446214,-0.021753297345442454
C5,0.03828876728489983,0.07161008987347245,0.03200141158770038
COMP,,0.032892859170805824,
C1QA,0.034873838416777256,0.04724956119937541,0.032446241462553926
UTS2B,,0.061249713920106884,
COL9A3,0.020990015029221373,0.06649795730517861,0.07795182441931765
DLK1,,,0.0028354813308080692
HGF,-0.004438071984602871,0.05761002309684485,-0.05726848807681265
P4HB,-0.046795678618337215,0.01812753185751123,0.005303618679591471
ADCYAP1,-0.008605138948324117,0.06083330470927248,0.03815775854186139
GREM1,-0.01295396310684915,-0.02191115648862257,-0.0346110144589974
EGF,-0.01690257150846091,0.06121743689261187,0.017768160741084144
VEGFB,-0.024769763421889662,-0.004639158900320107,0.019458798725612066
FARP2,-0.022576753588917493,0.07454632660915762,0.03450656177230207
IHH,-0.01809637063185777,,
LAMA2,0.051047540554124575,0.04655125285041667,0.06963067166949057
NRG1,-0.0291286609741108,0.09339566964964606,0.012104297655486991
SPINK1,-0.038156564360161155,-0.05087524142714481,-0.0225829321182539
EFEMP2,-0.04318830149292969,0.09313858825348124,0.07614366851558046
SELPLG,0.005246997666900105,0.17563849324794475,0.03437160975868091
GDF6,-0.04296736453092563,,
HLA-E,-0.003280870020516331,0.05986206289813456,0.0362960498044878
PTN,0.03576710859498638,0.005877427529150529,0.1458791361351905
CD274,0.0607481789157132,0.023071167393529053,0.010401134105613236
CD14,0.013169787546743065,0.0650197448728712,0.041360454630910946
SFTPD,0.07835490108869853,-0.03221584134530959,0.044550294199708816
SLIT1,-0.021441098289336394,-0.006329940542613351,0.04755907055011775
BST1,0.00031748034448711725,0.11682842860621212,0.04363710864008914
AGTRAP,0.009225311989321732,0.09576984078224786,0.04279921958259209
LAMC1,-0.010664986988845918,-0.010066399123431716,0.07020068287072591
COL6A3,0.01585875260243509,0.006753252112389228,0.03240193554285488
FN1,-0.0803298031060617,-0.05352003704307622,-0.04042876612100228
MIF,0.010161962144558926,-0.009253513331949768,-0.06410370032319662
JAG1,-0.011168301772439848,-0.06659707416984897,-0.012105130343424062
NID2,-0.033894082665377204,0.030839145071763042,0.049801950378054356
EFNB1,0.015045520146982377,0.03968130952552084,0.0558078223855712
COL4A2,0.012898943713842969,-0.02175835269485159,0.08290374502013435
SPP1,-0.06038642914093327,-0.11842678323730654,-0.017990979430221276
PODXL2,0.016898836014278367,0.07313429277156411,-0.002870713528961291
FGF9,0.06060492954813785,-0.03520309980770059,-0.012544819240848545
ITIH2,0.04509926226489296,0.12687821111309047,0.08165052794860912
ADAM10,-0.020761649821791184,-0.00023478818063895498,0.03945854482355753
CFH,-0.012278393225231443,0.06397220442136337,-9.168955295789888e-05
COL4A5,0.06593754723571062,0.07190659573580786,0.03672494253692883
LTBP3,-0.0665266855878188,0.05150238665253149,0.03277426844287214
GNB3,-0.04150164237745551,0.11663908958909032,0.09281317635726567
COL6A2,-0.04529343548679643,-0.0029364364873305164,0.0312673671952997
GDF9,-0.02834864844339994,-0.031016711332227498,-0.03438775776682657
NCAM1,0.06975497749495957,-0.057901573224380276,-0.03880588433485122
APOC2,0.0841721842217426,0.05925431346228204,0.0640988248658066
BST2,0.029851335016181847,0.07901219751447659,-0.05954792047051072
COL5A1,-0.02746124847926678,0.012686281964531735,-0.0455097436570405
CALM3,0.05128175638789404,0.010303412922777628,-0.031313486538116254
THBS2,-0.014481111056065693,0.05331761220042429,0.03575907938420838
SERPINE2,0.004291961404889042,0.02814968500119571,-0.007224412961896029
EFNB2,-0.008370994279516956,0.019344048613892623,0.020485694080080618
PROK1,-0.013824372378865845,,0.01620020487447703
MMP9,-0.03889190588220258,-0.03223017671374538,-0.01829950581140221
DMP1,,,-0.021047081283237415
NPPA,-0.001812232810638748,0.0036918324381835783,0.08482108053563552
APOB,,0.029011041505526684,-0.024807947696635448
C4B,,-0.00789403798385768,
NTNG2,-0.059089007524207586,0.10714473772038,-0.0027062234340282797
LAMA1,0.0037142976763163095,0.050802147263250615,-0.01361853117394891
UCN,-0.035171152988629224,0.03004371806354686,0.05304845052058187
ARTN,-0.02601908036721346,0.03274377678784875,-0.005882115500094346
PDGFD,0.022443886888893594,0.06307279399535572,0.058383381960990584
EDN1,0.006723559037898048,0.041840421487011455,-0.01232250223715778
ARPC5,-0.007647597730055989,-0.010050780681912556,-0.012972847817614838
GSTO1,-0.06714669155839066,0.017057190064746014,-0.018535361627169008
PROK2,-0.012012298769939027,-0.02733147437518491,
SYK,0.04761306224761365,0.024987849565867117,0.006392176095834682
CD40LG,,-0.006969690438724023,
ST6GAL1,0.06058599717860585,0.1358542528284311,0.04363305742002174
WNT3,0.0008439839539523144,0.07064570731302935,0.018464887142987777
HSP90B1,-0.06595792351824446,-0.11640715209765115,-0.04438216346646468
ZP3,-0.0030090624575259827,0.044969595595541485,0.02301629140462953
NRG2,-0.006203327198496957,0.045763137147376655,0.033765148866455895
MELTF,0.008020914782179664,0.12491314396980703,0.023528919780343598
NLGN1,0.008874601287595428,0.0015873902871443395,0.05785848285238229
SLIT3,0.06346606983380425,0.09215238950077613,0.04496278929417819
