,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
NTF3,,,,,,,,,-0.034208207075209676,,-0.04354483575376147,-0.09249992222949527,,,,
LTA,,,,-0.018885048071943505,,,0.0005833340406555918,,,0.0036950524225984444,,,,0.035146822561187695,,
CKLF,0.0028817432322382932,-0.08818915792073416,-0.015906919280946837,-0.05971785499045553,0.04035326023186579,-0.048120519689927234,-0.029493624033540593,0.005052221991478448,-0.0003222459653798242,0.07159517639784849,-0.10792824846772704,-0.07232456935695862,-0.06259149226721496,-0.031244157025388967,-0.03285642321441998,-0.051459456651960916
APELA,,,,,,,,,-0.029605277236154692,,,,,,,
CD24,-0.060082148920156585,0.029639949778820483,-0.01371708977899959,0.031173783469436205,-0.09205574315154982,0.009335507482404378,-0.013871761504286982,0.02911943242115449,-0.008177245780517976,0.03594718571736058,-0.12669669056005345,-0.07974734921842129,0.027240220398549484,-0.052913101396212914,0.07189030791114791,0.04205768225521998
HSP90AA1,0.04465340701076121,0.03710310117823847,-0.009805331234454309,0.021972009924838692,8.69624922640457e-05,0.026374440812679364,-0.0006815361599640026,0.09947153382627882,-0.021586082873910006,0.03517652118552595,0.17079151615697374,0.17646068987382602,0.008813878266526133,-0.06584247997456157,-0.0720029190490544,0.031398923029823625
BMP4,-0.044771884833149506,-0.016961466276218327,0.006069963902731294,0.031729449338191766,0.04566964125657543,-0.03573092355067301,0.03899538349520631,-0.052209863613940186,-0.016488722089299378,0.02629500376676853,0.05844713997318744,-0.06580750695085291,,0.1407020696510195,0.0824147113991445,
SCGB3A1,,0.04294000322204437,0.035151759476928675,,0.0011487514601099158,,,0.09081438547586042,-0.03362242217049337,-0.02135240364977336,-0.0498315790115856,-0.0027052408007053807,,0.13586691266264478,0.019148286768322777,
IGFBP4,0.043030716185039654,0.07597098407676253,0.05204253599909645,-0.03528094042175863,0.0228722148240842,0.08606291533358842,0.12357966670976565,0.0023682619370982336,-0.03678641767934853,0.0952893436218276,0.042482560208548334,-0.03608287455089535,0.03360760399187854,0.23521796003848705,0.14939320692641844,-0.05947886156599948
RSPO4,-0.025271379760118184,,,0.030767240786062175,0.0167150139440593,,0.02302667752532457,,,-0.03458097534691034,,,,-0.005049971835879162,0.04942782469748678,
LEFTY2,0.043263136302500074,0.12112405466160205,-0.010795339356241235,0.014500829373726957,0.020605462976243282,0.05707494238678091,-0.03675618031856389,-0.03481690543758657,-0.018158589630433382,0.017653478569973638,-0.027792505042833444,-0.02483261046856063,-0.023257978700990427,0.05367416897197274,-0.045337404105458355,
PF4,,0.05296030464601182,,-0.012855716629308662,,,,,,,,-0.019795098491453104,,-0.044558930900033995,0.020895499046533813,
ANGPTL2,-0.007042767318299651,-0.01192859132995535,-0.012510162574516872,-0.03953279900484558,-0.045200252353455275,0.031252509142749754,-0.03818893243334685,-0.09824504857390293,0.004413339488299564,0.04798952254788298,-0.05797107588397075,-0.07338055850810032,0.041026908740932885,0.1618790297831004,0.002941290266371902,-0.03170884941073682
LRIG2,-0.03961932860631726,-0.02127842474141208,-0.030805123433467783,-0.007887330111158596,0.009653360387654877,-0.011498261077749155,-0.04360624421972175,-0.0070138725839283475,-0.04568497391926122,-0.012866218625187312,0.04126198384186982,0.0578067981446331,-0.06367096782617253,-0.004074604587875212,0.03607146201812575,0.04795461058453267
ICOSLG,0.12474220953912131,0.03931282416949671,-0.057590668327419145,0.03241122087894539,0.06622463394210443,-0.005320111119450713,0.015797439109867438,0.006528212543213563,-0.00695657286021332,0.062393811512306045,0.04193464373173395,-0.035256830898002155,0.07846826388921256,0.11190514542024607,0.0777684883168639,0.050964035460168894
WIF1,-0.011757496186717306,-0.040216392956542654,-0.049107446350214516,,-0.016513894720039442,0.07103948094008375,-0.021019021613504243,0.025923239163110495,,0.015572170885377212,,,-0.0443287748889518,,0.04442624131271493,0.18013805909557995
NPPC,-0.004470520111834899,0.02217831895757144,0.15121255634334066,-0.0199423867943828,0.12993482165713563,0.0246873456283215,-0.0410014326522418,-0.005031611694704769,,0.014372763564243187,-0.0307043552802773,-0.026045099308020403,-0.034539187177788,,-0.0037180570355452715,0.04659801159190212
LYZ,0.0447316636834146,0.06131529147021121,-0.06266907447221776,0.015913466400279675,0.14160923842813788,0.07439269277478719,-0.014972635040095947,-0.010369023843079212,0.03480275137467888,0.11252890468586349,-0.012151531251467177,-0.053642359361641745,-0.021036626371675186,0.09595234850259286,-0.04197621936600776,0.12049773925488388
EREG,,,0.043415182111330934,,0.07995484370776189,,,-0.03581642085983924,0.04986959121750439,,0.1255090201268532,0.11532702477185827,,0.03460627315849739,0.13928998216689967,
SPTAN1,-0.06387805044953988,-0.09678011231687142,-0.021568707623563423,-0.13616141589798977,-0.10043594033420354,0.05593813009343084,-0.0983238849964893,0.16440116376917013,-0.0498488983814015,-0.02141857839206302,-0.04135317859111993,-0.12289366264045785,0.007104821054258313,0.021711782266039748,-0.09147230229481809,-0.011219942954805037
LIPC,0.0406532295150754,-0.027363088103181263,,0.06490759211469069,-0.029761273648199676,-0.021403684738427287,0.028392306226452065,-0.05606147003352517,0.0616011184193483,0.031217417475431566,,,,-0.008114329716949826,0.0068935673782434485,
COL8A1,-0.01437488543644758,0.10899101683082425,-0.0225231385532547,-0.03572978235107687,-0.00734455769037055,0.01582090785183491,0.03923091950536246,-0.0285717135553028,0.09367078074582375,0.08410570133578972,-0.11283615952759941,0.046356918403134356,-0.05221705582900914,0.03400464001957038,0.061591652894249616,
GSTM2,-0.031526034846602005,0.004415704906209317,-0.04890378702853784,0.03374093084934063,0.012138669053223826,5.501225376153162e-05,0.018424221897725624,0.012598911324209086,-0.017469078830872342,0.002012519048669558,-0.038626832548492564,-0.0369959050762174,-0.07810353955905312,-0.04621662382704798,0.020354788450852323,
SPX,0.018986004245535232,0.005268233993540401,,0.0004528203132201075,0.000932713078235565,0.022397793923109467,-0.05189031892821551,0.06507653489414744,,-0.021237843004942882,-0.03300991979693299,0.04235174381755274,0.12383061838029458,-0.058755299843726246,0.014050224734714695,-0.06760263683623674
MFGE8,0.005172831844777456,0.04997395121081161,0.042138540491981395,0.017064766423847414,0.006145012170459111,0.05609193875404356,0.02109213645654064,-0.015732523041490525,-0.03308941812601488,0.05545771361737877,0.08875753638949892,0.008036328134100532,0.04243412191182158,0.15251794186913942,0.17568761834728175,0.0985030439694881
TGFA,0.006359714742293114,-0.04025917795270956,0.04490802997610986,0.07416706063982517,-0.05147733569073639,-0.03357427209048542,0.07247788226555966,-0.06343580854591266,-0.028616394492367206,0.04356694048925091,-0.053840507995806884,-0.08274993851481695,-0.02893592712607413,0.03864503068480444,0.05578768918027778,-0.033580464018943094
SLIT2,-0.05121415818004049,0.06950236167993046,0.05437399466328728,0.023658547742665594,-0.025278809891546475,0.053859904078834155,-0.051633880127376026,-0.01038659926384886,-0.03516847653969306,0.03102939512193319,-0.013941086946197946,-0.017745098029232305,-0.10141607518248467,0.040292319260251695,0.14491243587372163,0.10984469465864388
PLTP,-0.05701001822246071,0.0011002950264414615,-0.040822409584435754,-0.06429676311642017,0.057669678705713434,0.06020798883949126,-0.01615571479443122,-0.07812014435091404,-0.04913267949869533,0.017860654699304385,-0.0327811471871339,0.019646416975669715,-0.007005290562982815,0.0970065539810184,0.057976974570871496,0.025156455968903615
APOD,0.0016196719328644017,-0.0692070433922316,-0.01386955404937816,-0.06142598403992037,-0.13773130617111018,-0.14936639619977007,-0.08252383738796706,-0.04988843380589542,0.003396988087851441,-0.03314483703427497,-0.1017537936558772,-0.15415342701366105,0.0773663299057253,-0.016255928937183108,0.05357199277354655,-0.10932754159216723
B2M,-0.061766709020774066,0.13477489174943486,-0.07753103188850415,0.007572557243306554,0.08499906695731728,0.024446552300867952,0.05124302428799902,-0.09617127506002489,-0.04167009326835521,0.08349110204541217,-0.05238098182490748,-0.05849649920869713,-0.007226529027386399,0.24236575346549138,-0.09025567142255952,-0.10052049839015977
OMG,0.002531799483515029,-0.12032564797541886,-0.04156094498288131,-0.0895295335088766,-0.11480028020778338,-0.11731387697286802,-0.06061921786467207,0.0001489768060718891,-0.013447378589302892,-0.03784570212606728,-0.0950470840306416,-0.09957977901344323,0.00095431737189728,0.029413034986646817,-0.09733738760766884,0.018518945800905854
CXCL3,0.052698291677056454,0.08234781959819101,0.029274644263415646,0.17034960472087612,0.1723991536408831,-0.03127142002315432,0.04770365297090386,0.0036673470799915365,-0.030258852168862226,-0.006205130159571872,0.161964173723759,0.06977576465665064,0.145591900329057,0.016907014359587257,0.22328688151403556,
CXCL10,-0.0149328220752929,0.028461982577174836,,0.08522528160081408,0.07742526103123169,0.008260534818616029,-0.014400323909026843,0.0065702809983537004,-0.018323430895791946,-0.014623127652910023,0.07035069493221138,0.004331056246204383,,0.0951089240297437,0.0822002324268008,
RSPO3,,-0.02926769734804963,-0.030668350514192838,-0.014929406833437003,0.04740688653554326,0.013372474111998909,-0.04113908155460854,-0.01816875726459078,,0.0528303648722021,-0.04349261341515651,-0.04030985453053932,0.04591101168316185,-0.04263324293586326,-0.04053772860573965,0.005238612002656245
CORT,-0.028333669236080324,0.06375838574940931,-0.012085814706362337,0.0189513797816729,-0.03611977681439163,0.05345594818514291,-0.057321021070195176,0.015066189177417005,,-0.035452433328909516,-0.03733220049345304,-0.020714564463572095,-0.07096304073355969,,,-0.003113888730274877
NCAN,-0.041908724300910055,-0.055757075833475105,-0.011721043894488583,-0.08592375781595378,-0.10616672882411952,-0.10783173835614719,-0.012513998567826482,0.09051915260135011,,-0.030291983094419148,-0.1703017170112254,-0.16111346834109974,0.00887864248657697,-0.057574679650414816,-0.10786500228629718,-0.10015688218092392
PRG4,0.0644870376450547,0.03171588857446015,0.008051499830104034,0.005430825026730524,-0.021308951945628124,0.09222835895510761,0.021395233221207326,,,-0.026924642665478744,0.013866778649839342,-0.030565607474005514,,-0.026771524694704337,0.0740865161355365,
ZG16B,,-0.02987799703106211,,-0.01710139901654666,,-0.03657861677854719,-0.01860880133029681,,-0.023954477612797252,,,,,-0.03623793487131241,0.07550907091018755,
TGM2,-0.0022576739245924876,0.04970092492883033,-0.0019321567050060253,0.04064441145985157,0.1724307899860481,0.06268774863049972,0.08919568392552729,0.0292344821351781,-0.0601104754924345,0.04657786123626273,0.16105467764520973,0.11005436354345129,-0.058202208610680525,0.14282271792918297,0.10735970833833838,0.05745342948699829
VEGFC,-0.00641754291136378,0.010972117115954395,0.06837599854146996,-0.026261146387045034,0.02271521198846866,0.07258432114151704,-0.04442798879900098,-0.04047239962222735,0.05162187028217281,-0.02747767105269786,0.1428134982354519,0.06489418588500377,,0.051220534663071846,0.14379943204290424,
WNT6,-0.03518886368187092,0.0772852883051347,0.04757360338133971,0.036392982674572576,0.009531557829719728,-0.03331628155422616,0.008483600619792718,,0.01798365473713118,-0.023981123756861965,0.024600799125830995,-0.0384989439185735,,0.05047220585021101,0.04548112110254886,
NRG4,-0.026223989491141513,-0.019844755940862137,0.014583019911335286,0.09313782255054379,0.033341978258631735,-0.03236257520414556,-0.01876473064783265,0.05803415842444954,,0.035282804207459766,,,,-0.03247448000189901,0.013465391243484353,
PMCH,,-0.022872149185779414,,-0.02484761442985685,,,0.012400756769296023,,,,-0.006176561004473955,-0.02906364215945239,,0.11370293698425782,0.05412358545543614,
COL9A1,-0.011844838484332071,0.0291960514950103,0.04388549569034001,0.08873043163309076,-0.01383388365579051,0.02112331166087264,-0.032612753372407995,0.07915245114625205,,0.03295254086771194,-0.14789163210609393,-0.1570746516241005,,-0.02423936673301869,0.06677130676481215,-0.10792586688641975
GDF11,0.032478311408465445,0.015086133043645715,-0.023287058319409068,-0.01393305963878418,-0.04289204818784459,-0.041556907169747054,0.03191749651746761,0.11111809274980321,0.04081967676203845,0.048146379228777056,-0.00995716460334547,-0.049882277094066424,-0.0918950161613882,0.04084741962924944,-0.0021770476128482913,-0.05132129021633865
RAET1E,,,,,,,,,,,,,,0.010071311918740578,,
IL24,,,,,,,,,0.08551810884930139,,0.39031198918263227,-0.019479475710205002,,,0.23573334131142745,
SORBS1,-0.030384886738574556,0.05233893153619559,-0.031479754302250335,-0.07552637692969223,-0.034931168494872177,0.0713924711281531,-0.059957433198478814,0.027945615294096532,-0.024896192059366423,-0.03418183843796302,-0.0020486944535576513,-0.10672756354218942,-0.05491996403656795,-0.048392632531985794,-0.09886056982688879,0.025639074681358044
DLL1,-0.0060538136185986245,-0.024580426531007282,-0.01902881361445502,-0.0268118457196641,-0.06752359223308657,-0.06545057150326515,-0.04476909496152224,-0.07287603270788852,-0.02099564805365934,0.04628186965201348,-0.12289895824048204,-0.10915788785770002,-0.03263838643078961,0.11067559339190985,0.1990628965713581,-0.046866140633632945
TLN1,-0.0008859187239803492,0.06699836788113152,0.09919070610447782,-0.03525217286585661,0.013947367558046023,-0.016102085019068187,0.02944809574122426,-0.07567472891808094,-0.07085036864018038,0.0905994915195422,0.04957770197344685,0.06875163417922672,-0.0218193082630655,0.15373830099282557,0.13030784642489998,-0.05565198259830812
COL2A1,0.016507189469697633,-0.08377503318909395,,,-0.0190321266936905,0.1405800744002093,,,,-0.022372763185581408,-0.046095603658806036,0.019470140050895382,,-0.035671363272848956,-0.0007022495676067121,
SHH,,,,0.0603365593679917,0.1472995298900323,-0.024583144180349983,0.056379123667787245,,,-0.021352401783440354,0.02946690827694302,0.01721299924427986,,-0.052547462139424524,-0.05313815628151198,
PON2,-0.06975125667856716,-0.05837406920894795,-0.07785646989506093,-0.15920516623455702,-0.11040908766515128,-0.0360770537135128,-0.06951102542514999,-0.08603949062852972,-0.042876602647558666,-0.0339804460955613,-0.057299197587592894,-0.14443181231509306,0.04743486615686743,-0.10792933588507912,-0.06587207747419833,-0.0571039266543924
ICAM5,-0.010898971759007505,0.026014145424893935,-0.017508880148383758,-0.023864453027523887,-0.03425490472123205,0.0804152306422118,-0.0011772560903131374,0.1539206143621797,0.09246909202711669,-0.025156314372882366,0.06368165203456137,0.018806498347185334,-0.09222915704120047,0.039988941850691136,0.040341552796841644,0.010766424870764537
HPX,0.07472483585816875,0.018118687879065152,0.02365161609696772,0.042456184376521044,0.01929952207442656,0.04502279277827422,0.018054888959774428,,0.00035169497769806893,0.044295626280341886,-0.06283573806287242,-0.045445091187155257,,-0.011849132214894278,0.07326709063535126,
SFRP2,0.03236495977827096,-0.028645654279923712,,-0.01743842675521017,,0.06851038486670154,0.03452174170270665,-0.0018550330073858737,-0.014907904340478955,-0.03382474513905859,-0.045484624893769275,-0.10949587131112107,0.04445383688157431,0.04891269425154861,0.06589484780700794,-0.011363521506128984
CFC1,,,,,,,-0.02341935365833275,-0.03679078153358836,,,,,,,-0.02893443471758318,
CD70,,0.015504467358295287,,0.10159001987888729,,,0.0699115426974706,,0.06645246280935657,,0.12617738455935054,0.11947697900775572,,-0.03040815386106682,0.12738670684235517,
