,UKF248,UKF259,UKF269,UKF275,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk
GRN,0.12300895453922954,0.05499154232415417,0.08435661990141242,-0.0017635970218771353,0.03009713461576182,-0.04400440897537497,0.006079870685744271,0.073261200589611
MIA,-0.023634420737518858,0.0667799436370225,-0.014724416306877559,0.003032687108691139,-0.026795592375642673,0.015084919749548311,-0.025552616375387385,0.03357933641151667
COL4A4,-0.03855034376684104,-0.024199754618174144,-0.015306911807120325,-0.01941103258114907,-0.038793660483373744,0.009091551657779435,-0.023933028676729428,0.02482140559444513
TAC1,-0.07238445682884548,0.004039054158360419,-0.05292285548207234,-0.05754193064886105,,,,
RARRES2,-0.02461159300479577,0.03137044170112143,0.09283086377318997,-0.024474323985930562,-0.044912830462966194,-0.00473746005917971,-0.047560352027550094,-0.005501549993402881
FGF7,,-0.003664108997430997,0.05029456016375428,0.00644454130180401,0.07124098264730053,0.05673741248823433,-0.048597220515480724,-0.011424111852801642
EFNA2,,,,,,,-0.014206446458953664,
HBEGF,0.03274939405213691,-0.0477937147614559,0.03505177440694589,0.08207159980551314,-0.024875153496345837,0.05309624159516117,-0.038372030878088305,0.053393717345856725
CSF3,,-0.024051411944595,0.10095473712863268,,,-0.0607346875258113,-0.05029196571047249,
PI3,-0.0337692434305047,-0.026925162243265976,0.06838899668972162,,,-0.04848585262510957,-0.0349067821622301,-0.019907882201814355
PCSK1N,-0.009093482931977712,0.02601858657967624,-0.07906435503391004,0.0346915531679809,0.10062188969157289,0.03217913646625515,-0.003006847373407113,-0.042715998901023004
NTS,,,-0.01990488785725484,-0.022174848335977868,,-0.019477497683699798,-0.01730785914631456,
SFRP1,-0.01849032136351976,0.09694299326438151,-0.029885296355212032,0.028453189340067186,0.03562953141439695,0.06312161094355383,0.04475412961714436,-0.0189914841067494
CXCL13,,,,,,0.06970019356179825,-0.036500410785490635,
MICA,0.024291076740250103,0.06385645456840883,0.03652085265504705,-0.023669002830097277,0.044277072352385045,-0.03698680996618407,-0.014313057228317144,0.015962548740013016
TG,-0.0433935773947644,0.07179498526054102,0.019384602195133896,-0.0039600979419502115,0.06366176599412485,-0.018687490956099298,-0.021316520571991487,
ADA,0.05311403955658889,-0.028137413783087397,0.022237808907941255,0.015193081989573112,-0.043730078888345514,0.023881806379930638,0.05700455571655105,0.028099197855858637
LAMC3,0.10771129431702596,0.000568508940951477,0.05910850991770952,0.0460037643609887,-0.004125792360432458,0.03525512538501366,0.03310278448921034,0.08065131215862566
CCL7,-0.02041751970871856,-0.013737361055940655,,,,-0.021078639147271913,,
NGF,0.04703584016690235,-0.03147580286591166,,,-0.035245025864014456,0.05061589323871885,-0.014015487917826053,
TNFSF15,,0.02275648066335471,,,-0.05574889540834195,-0.02054930624155467,,
HMGB1,0.04353259889327707,0.03948067322463643,0.042575302617271264,-0.06095680886371172,-0.010035667803085567,-0.032202174372240586,0.03961652745048151,0.058314667915927695
ITGB3BP,0.01096966423318069,-0.013814256555009284,0.0635783917644905,0.003201086030954839,0.00783050598162025,-0.03102051322304146,0.010069435997638734,0.040795498046954176
AANAT,0.01592108292829857,-0.013918910298310114,-0.014607803351616011,-0.01684501597297819,,0.029558171877879843,-0.019118029179749852,0.11601024688085713
RELN,0.0036716995143895037,0.08915318660286509,-0.025412992002901744,0.008760924755964704,-0.0740102629693098,,,0.08633040050907881
IL15,0.04778521123990928,-0.04831212350721817,0.05561244207693845,0.034415126331063105,0.04914318333526196,0.06719952764334886,-0.02131587113130274,0.01830439749809306
UTS2,,,0.005654352498890769,,,-0.01574721830699235,,
BSG,0.06951050141801272,-0.0007384136270850108,0.03440246486514861,0.03237981789013677,0.006224837986960653,-0.036153982052765626,-0.01822684127810876,0.05662035606862528
ADAMTS3,-0.017920352733798706,0.04046291582789573,0.09881662656745081,-0.020074057229392126,,0.03841067054032345,-0.01505685149474603,0.000442399763664668
CD34,0.13968139650026326,0.03632090657208331,0.06924661400395542,0.03405297188055759,0.03783629013405438,0.024792715838875982,-0.02115323040402357,0.007719483083415937
CCL23,,,0.028848430960406263,,,,,
PLAT,0.15966514858386235,-0.0008277469981462117,0.13592378682530762,0.039840305969565934,-0.0704150121414849,0.0131088630923574,0.09684474039833295,-0.0224075513184981
NTF3,,,,,,0.05472884617726946,-0.01140390959397549,
LTA,,0.015084731025477097,,-0.016223505907192563,,,,
CKLF,0.06412641703900036,-0.013267949901123267,0.07517090468198881,0.01309473944156322,0.0066064868403716,0.0145814065591108,0.02551599410793427,-0.021930419232935462
CD24,-0.015380791682007818,0.010285257763496413,0.12996278104386616,-0.009316013152845318,0.03625359395834081,0.043587672782869374,0.04456552141813279,0.014227669184555898
HSP90AA1,-0.051047439183373754,0.06843586656528279,-0.07394434082678927,0.03289774173270476,-0.07915427009539318,-0.029656776511896497,-0.01300874443949807,-0.012127300000884467
BMP4,0.056493809905038425,-0.04107880776964281,0.01726261441676978,-0.03461485935231597,-0.05953755883454408,0.022523833503855895,-0.038232377772592446,-0.01839132856719345
SCGB3A1,0.048850200021745185,,,,-0.05315922762429208,-0.03208257987918715,0.019447087902451178,
IGFBP4,0.10181715529716077,0.006839584175494854,0.13761712156588202,0.03611222935441608,0.011444736396937548,-0.04909140663071991,-0.012874723158721917,0.0035283443702896445
RSPO4,,-0.026950311643310135,,-0.018868925031965137,-0.04860634212373198,,,
LEFTY2,0.06599159736473692,-0.009960669639882092,0.10273123213077258,0.00332052442166646,,-0.017893377668648826,-0.01633486099598458,-0.01220439044130989
PF4,-0.021179897088513772,-0.011985576879157646,,,,,-0.013021191737738911,
ANGPTL2,0.09541883976091271,0.04816227584001675,0.10465535092962977,-0.018128232626860526,0.023289440251679745,0.04385737367718386,0.023360739837106025,-0.018032101983777995
LRIG2,0.08384980002736754,0.023033703242034596,0.05658393566572315,0.035711893846205385,0.03740805016415797,0.0071960469993534604,0.03951024084649003,0.04519468984722949
ICOSLG,0.05386874949615668,0.08125504705468817,0.07347914550369757,-0.012882680007060067,0.020225284302487243,0.02960282996902385,0.001848748178078747,-0.03114940045796675
WIF1,-0.03810978703155616,,-0.05288283391736182,0.04161053674463873,,,,
NPPC,-0.020101225805396576,0.04436341856370064,-0.0006566977520439802,-0.028403304153571753,0.013440599409137742,-0.0314666070590489,-0.008048410710318732,0.028483808621409968
LYZ,0.026770508673539018,-0.02048985910209765,0.08954264632112541,0.03053007609047917,0.01077064427898751,0.008885082889388484,0.006182312068963305,0.015242644499177185
EREG,,,,,,0.008731055734212333,0.0071855974144650284,
SPTAN1,0.0816029602430517,0.016680001916303956,-0.03773080909488475,0.00735151028871142,-0.0973022641007129,0.002051447042622431,0.014556520865136287,0.008633176119754006
LIPC,0.0004207913270731486,-0.00770280247756311,-0.038206505042636875,-0.00415185090110096,0.09620631996739035,,,-0.03374994922623426
COL8A1,0.030413174950966786,-0.028319847259475367,0.04778451422156322,0.05380817216639539,-0.09269724937541925,0.02176493960468011,0.029279494877900603,0.05599492988328902
GSTM2,0.021288503199087733,0.04054254574930165,0.012891600426929122,0.07452723408023068,0.04413210682925905,-0.010517653062583395,0.10467165664210872,-0.0045314412025208705
SPX,-0.006961293321422491,0.0008497011926864444,0.026434841499575146,-0.02701470512888044,,0.12242867218137708,-0.016167473892733014,0.017798938529631093
MFGE8,0.033662400215413495,-0.044553735254192615,0.0201255751010772,0.014561079112884612,-0.00974640158635346,0.01309185946546804,0.02345129587931973,0.01032975195592486
TGFA,0.02824104948329185,0.05535530058274679,0.07096389474893462,0.005328355971148658,0.11923676798809607,0.096295480090378,-0.04791870225883672,-0.004282338058281676
SLIT2,0.03290137747854382,-0.0113140645265773,-0.023906108662446246,0.027001025839823015,-0.040477235385996325,0.03775692296763751,-0.04712447904429657,-0.04087979558360699
PLTP,0.04815179180078355,0.020358504243831888,0.13102372459624953,0.06554044796556849,-0.05559804759768481,-0.04927674284904439,0.0654864096246646,0.038005800116436825
APOD,0.06664271415692694,0.023656146127411178,0.007553205107822016,0.007553331322356454,-0.024098799963717627,0.06015590982381497,0.012364005535653044,0.01625115398421097
B2M,0.13403028974791567,0.008030517402683476,0.14702730356433952,0.03796134950584689,0.03413921688262817,-0.0360112534535405,0.01486383397796674,0.026433550094300404
OMG,0.034093358664571784,0.034597791314384264,-0.026479241753551683,0.02064783276707978,-0.03599886845666632,0.05015510009538371,0.02804462859848907,0.02833013242601241
CXCL3,-0.0034836844591873938,-0.02517396397624832,-0.01917934750994721,0.00623827864618722,,-0.038929507533780994,-0.07814350724217711,-0.02040953265019356
CXCL10,0.04366260702265558,-0.0011423343350131054,0.12702344190859716,0.04774370366528233,-0.05960991821161078,-0.02176639904743767,0.006249431273693454,-0.027495993937916928
RSPO3,0.049077916426138055,-0.013918909269860232,-0.023986787673010487,-0.018551410437287117,,0.07007508388310192,-0.02267814883800603,
CORT,0.017857444863915533,-0.0028183795919216386,-0.022814909745848693,-0.04916736985687604,,0.12513741953854304,-0.013626015337098988,
NCAN,0.08920488452593772,0.00556112899901488,0.014561759062830902,0.03220164637046946,0.1032342118762253,0.023205727246830506,0.04177537972379111,-0.06369617660477139
PRG4,0.014968418582263441,-0.013737363196704454,0.03427399220669035,-0.01261948227030832,,-0.023086942918626972,-0.020106019460895103,
ZG16B,-0.028312934603897697,-0.01594389006573751,0.012073931473347092,-0.012891048188505476,,,,
TGM2,0.015888794001799177,-0.027189569961684246,0.13091906365821104,0.047953156517322744,-0.005628011191040676,-0.02653022115803783,-0.004109513563357528,0.030044564998439622
VEGFC,-0.0034889896224723858,-0.0005443741460233846,-0.012727787711599388,-0.003049094262168084,0.015515627688476594,-0.027126997666484774,0.0334239130944071,-0.02692050987693154
WNT6,0.03957200537606762,-0.019000542163272776,-0.020433499380412654,-0.028688567950377664,,0.025912165651414423,0.04253269689577222,
NRG4,-0.018805252460525022,0.10234836494888656,0.07826114443307192,-0.0020076897930109464,0.08532060554653964,,,-0.02161678059152902
PMCH,-0.0055316896622040835,-0.02316580254528615,,0.010367140922858958,,-0.021424985734544377,0.001953096048994763,
COL9A1,0.07775069666129905,-0.017461774664735558,-0.00589524709730412,-0.0345496927978324,0.01613070319841516,0.05478954867958727,0.0004633162059887777,-0.04455014961405916
GDF11,0.007724902636642907,0.03190541453955682,0.03725553645869966,0.030395983680956966,-0.06280122494868964,0.03936008864096704,0.08117396288777047,0.07186335343835323
IL24,,,,,,-0.015973953087288238,-0.012813575455697957,
SORBS1,0.05845748049202209,0.04735939423116097,0.02602452613673875,-0.004433304716495931,-0.06630607182972063,-0.07451308221906087,0.019414857937054084,0.0452878242560983
DLL1,0.09614075663190597,0.011989111741213365,0.03191669542186477,-0.006958866618609513,0.022668892521347718,-0.02690067979333996,-0.006855278930003774,0.024914063018056553
TLN1,0.09987187529980258,0.00811347131009022,0.08036983293840377,0.024140865106759203,-0.0586957520975366,0.013069524141020552,0.013273692482331899,0.007628394573568016
COL2A1,0.1342533833191473,,0.02212407487380418,,,-0.03492115551332381,-0.03339609740626731,
SHH,,0.0267073290087384,-0.0150773026863815,0.054557242186164055,,-0.0026333015258114896,-0.06057520178684664,0.08161845747115166
PON2,0.12071277743611725,-0.0011804330346633445,0.10890512636130036,0.005394850334804361,-0.010905129307461332,0.028514745704333506,0.003830128630346022,0.02865423602654767
ICAM5,0.03646246978445251,0.03039241469225608,-0.037478332049648205,-0.007552739785185893,,-0.03507699137602966,0.03619896195206263,
HPX,0.08179243618977074,0.061583354388621815,-0.027929135277537282,0.06351942352673236,-0.05046685668647582,0.0803002795789031,0.04748598400418988,0.04367856275083128
SFRP2,-0.027145144149728538,-0.016258106066963835,0.15763994742264817,0.05921906192110962,,-0.03299465900215777,0.02563984132994269,-0.031067005413898063
CFC1,,,,-0.01622350688766283,,,,
CD70,0.014015188889806025,-0.006428612524412414,,-0.020670242074089885,0.09779974732944088,-0.04646912953694248,0.00903281770729769,
HP,-0.002340181927577537,-0.01489927241220303,0.05696347775636354,0.0262654418662309,0.10011241894443214,0.025369435860888613,-0.0138638393511055,0.04869964476368655
CXCL2,0.004601765682448808,-0.02289802202499921,0.03850348972813799,0.04637059081653009,0.05730604474468009,-0.003097531535862889,-0.04308708590135281,0.004561273817923456
NPPB,-0.013310368264076583,-0.05085221930117378,,0.005309485464760063,,-0.04208540361267778,-0.014839691212639764,
CCK,-0.01518298583439658,0.06125290522956635,-0.08440870372187854,-0.10913962960129343,,0.032941363060203684,0.03780594719049224,-0.052426780845326586
SEMA6A,-0.02337545772810989,0.02678550494841174,0.04692382458711735,-0.04163405605929924,-0.00592323314571502,-0.015180439328765753,0.014030864508215606,0.012885102374742555
IRAK4,0.05658690514297581,0.026610034751309776,0.002324381522555143,0.011764328851426815,0.09147707252726431,-0.020208103401164072,0.009663697527553985,0.012113425400385774
GSTP1,0.05042064100096794,-0.02255985195486099,0.07508900437655405,0.01781884359268986,0.004127554706194201,-0.04608226292435394,0.08411074152442587,-0.05299400429344415
VCAM1,0.04368332260429697,-0.005864321596827992,0.10720724242428391,-0.019208582709377572,-0.06548957496452941,-0.0573262446799797,-0.03211558229485836,0.04668685128060332
NXPH3,0.02248265568016264,-0.0174757393131677,-0.008963709654346811,0.02382566266185203,-0.03685779591342326,0.04425714229223811,0.04024336300077529,0.017837097883274675
MTMR4,0.05176867485644193,-0.020394377280843676,0.019341681787656585,-0.009731416234254596,0.09616347257296412,0.053378758458446175,-0.00032146859832053444,0.005446735275487906
LAMC2,0.046930868535131245,0.03427357045382315,,0.01290184916988972,-0.014024523257986626,-0.019638518136503892,-0.016827819993611152,-0.020900085330711166
IL10,0.02757829981086504,0.0665476065991764,0.0363043402523368,0.09258503833444177,0.1425959292703203,0.15222917225856925,-0.03927388615700711,-0.020160139436151657
SEMA4D,0.0764917452920937,-0.024840192207355265,-0.05407124673066096,-0.006766081376834567,-0.030234985992089312,0.041026474639213995,0.03780698839937887,-0.027117383237715734
TRH,0.011510449407901049,0.0027523165394543986,-0.0199757617764598,0.0314969984551694,,-0.01828768628436011,-0.004760515774652886,0.028181432487390214
SEMA6D,0.002044706624128079,0.00721663976312038,-0.02617568130526755,-0.022436699114388968,0.07252648964616727,0.02062777601473303,-0.021508910130629957,0.043607273734148064
CEL,,,,,-0.03604693403048358,-0.024190110261899118,-0.020919861053256664,-0.01373464095918776
PDCD1LG2,-0.033453921693424066,0.03313208458400877,-0.03764346958358946,0.018373999945910633,-0.010366589554166694,-0.04270445398004582,0.02856331757879122,0.026972192643133552
SPINT1,-0.04589434783259335,0.029336599071539377,0.09622771493190502,0.014609960978722872,-0.018776544694088525,0.0031168305756729513,0.009480818156751163,0.06730278158458054
CTHRC1,0.06407973813578124,-0.029288066872597888,0.05765647916136101,-0.0020080587258845973,-0.03457182756875399,0.07974625223870861,0.007195244314643513,0.07801545275164673
PODXL,0.10816006951008493,-0.005162995465960431,0.09826784337786243,0.040017350778335105,-0.03917328728712784,0.0010034185629312156,0.011033132183016985,0.07874687909910866
JAM3,0.07103649615333577,-0.0069201935273684265,0.08427005061003441,0.027396857027802684,0.009152424288469652,-0.05769929630371161,0.004115890406254553,0.04226369417438489
TGFB2,-0.014038144723134553,-0.01894455911054447,0.1457421879597735,-0.007230146915442362,0.10099742735288356,0.08921820592394117,0.025663563273096168,0.029228455484732317
COL18A1,0.13586420274463007,-0.007403181326057299,0.09228474129041923,0.015204180848732334,0.017173481910460073,0.013614135210924607,-0.016044744191451188,0.04936515127169834
NODAL,0.012272151871436956,-0.007936872320618875,0.08663661751167338,,0.08621049514403199,-0.023879466218956206,-0.015827784087297715,0.0007129278501127139
INHBB,0.03630738587200868,0.05994448762728383,0.0763711125258222,0.006975242644924505,-0.03217977244844668,-0.039040536197456496,-0.014130996755943445,-0.03437123646366778
LCN1,-0.020674600903278984,,-0.016830995667829956,,,-0.025399672140056805,-0.014947340116727926,
ARF4,0.0038494660374981944,0.01134596369037118,0.051139459247155065,0.0027012374892144758,0.04872067044043276,0.04539665290521546,0.05649281659935593,0.009755493233215643
CXCL14,-0.025032203344444632,0.02223124586242175,0.006999512022481519,0.050595142472793384,0.012903716951444827,-0.08762642277125869,0.0038805828047866475,0.0019089902236831438
LIF,0.01180696781104487,-0.008242434598420485,0.08137491650177109,0.06213757448608604,0.030139638018787586,-0.0545969608920609,-0.014206903019872034,0.1096924339388159
IL17B,,,-0.0277966393877865,,-0.037043115595657095,0.01832112895064559,-0.005720143699159528,
MMP1,-0.016113466561698712,,,,,-0.03492115882854226,-0.024636966111321233,
MATN1,-0.0015350200545363052,,0.004616276502964983,0.061482499680820285,-0.04047731517157697,-0.017343085976815387,0.0055136829701925944,0.05257441255965077
ADAM28,0.01026221941625028,0.03953525198227533,0.06173292561046915,0.005664850556654864,0.1060431525572954,0.032508037873297015,0.009851681681598175,0.1257439217142228
TCN2,0.11372038402297159,0.004143100712919578,0.10179193755429222,0.03556411291313326,0.05582233713411845,-0.01051243730269706,-0.027510067007661954,-0.01355338285279947
THPO,-0.01567916322297645,0.09627339276069781,0.022917237668055545,0.008567128132204607,0.057781379033470075,,,
CUBN,0.05299756130135322,-0.007764672609549501,0.09416972853756272,-0.02493166405071388,0.03243353945962558,-0.03921596565813868,-0.001534500301730864,-0.049444000144906804
TIMP3,0.014474223245832743,0.01017911230886517,0.01095825955546482,-0.023063702611926695,0.011272237624984093,0.04323193529083147,-0.05603122165983153,0.02437283982523031
PIGF,0.06550789536103664,0.04071464000427669,0.09192520789409872,0.04909298046770637,-0.07279497107886373,0.027686064479438024,-0.03859728606765403,0.01596213879468163
CRH,0.06359176172138602,0.020458520742680328,-0.025881645395103847,-0.022644368932388623,,-0.006576483908538479,0.07460125755403614,0.09922653955559226
BDNF,0.03641268332829098,0.0361525591516284,-0.0016592642722414429,0.10023304810287936,,-0.05156717456735503,0.04367934981325876,0.03611997829363768
CCL5,0.010071622216997573,0.003734935446819009,0.05052021298309639,0.06829549146818971,-0.07491870239003158,0.04290150121753162,-0.04169304244297513,-0.05796874597422185
GAD1,0.03322221236625675,0.06925654441498841,-0.054316000303051164,-0.02107255775371594,0.045222853120458796,-0.057908675814718195,0.02622442481633386,0.03159883833666855
COL14A1,0.07867781919146567,0.00862232108681008,0.0620635949968479,0.03973568308120979,0.10070870739938242,0.0009562863074525584,-0.08821290172825955,0.08516507375827351
HLA-A,0.04548206425870222,-0.06568335902762432,0.14967639299687033,0.07873407705732507,0.047175036560980564,-0.05650226466446752,0.001296765110683587,-0.005657055232625955
CD5L,-0.00949132377039597,,,,,,,
FGF18,-0.021917213928895313,-0.012792696492252705,,-0.015413427907155315,,-0.02613114484078478,-0.023332852223214236,
ADM,-0.0642887389070684,-0.044863668334535055,0.09006794382167818,0.04449055442412894,0.0038238296344770906,-0.04685599160593211,-0.02431397007035564,0.037671923991003615
CCL15,0.002116069516585582,,,,,,,
GNAI2,0.11569789872314824,0.04576785382166814,0.12339875886685049,-0.0008589497519345752,0.012228452839390544,-0.019957626552431766,0.03546159526224234,0.022047482652432775
HDC,,,0.030232698729854544,,-0.023491063721233545,,,
COL11A1,-0.007294956046719026,-0.03257156123566087,-0.03060016686745366,0.06762936397654082,,-0.00879944382901277,0.024282377161191734,0.011576633765506142
NUCB2,-0.06978188991388067,0.004765461666643482,0.03965566558220914,-0.03127539865108375,0.03776090607087817,-0.04477924861128216,-0.038873170621759,-0.013132516840793217
CXCL1,0.028322627090425764,0.05701909300852254,0.039752785505071865,0.003492601423028826,-0.024881832233896194,-0.06977272166590114,-0.007939524228996067,0.10184681040387993
VCAN,-0.02786696960315251,0.05112139320134624,0.04748096501839691,0.05056372760573887,0.022290905644058223,0.0824017525781944,-0.020395464513523955,-0.03191989482486816
MMP7,0.02404451581485395,-0.025432750822225982,-0.012285238794930344,-0.014205962341960386,,-0.033209297553936805,-0.021752811312356082,
PTPN6,0.04899175313904419,0.02309333253280346,0.0664934628858961,0.015074799806361122,0.016902477569845045,-0.05074848875776615,0.017763063135716715,0.017856831623855266
PTGS2,-0.0294447234221878,-0.016525395604735992,-0.05526608859881506,0.0005046814741730953,0.03188464341692264,-0.012800038577632917,-0.051235921692122294,0.05368649443989575
XCL1,-0.02654380550755287,0.007073650605090127,,0.023809893634012258,,,,
CD58,0.060106531360601415,0.014171606279522408,0.11077681417705332,0.03766460545359833,-0.021213765767776026,0.027694920697929896,0.05007203882306089,-0.0015843166877422276
TNFSF14,-0.026745620464312295,0.032681888067053744,0.14584375419830503,-0.005650670341220882,,-0.020903541448968905,0.005919242663403043,-0.04398969129826841
CNTN4,0.004359343794842458,-0.02501478832157391,-0.04362234558804812,0.011928403377470548,,0.02453960660159419,-0.012381185434921569,-0.007663138422149661
NTF4,,-0.017606813648036544,,,,,,
INSL3,0.1327119964852083,0.1435331173292836,,0.050887093874890224,,0.049361088264428275,0.09410699482485348,
BTLA,,-0.020305893107818017,,,,,,
MFNG,0.07768595752683985,0.030215758614843578,0.08575502443869264,-0.007820724044660788,0.11948065984294597,0.07870902248727818,0.08301723221278252,-0.018609122702513792
ICAM1,-0.006684677347867016,-0.01916844080894103,0.13959637042575662,0.09225211732052775,-0.020981299527543122,-0.0286565869283648,-0.034902485958987955,0.0600180912703335
PROS1,0.04048033390072673,-0.03572486458322525,0.08566818945434843,0.07457161163515261,-0.006229438866369409,0.02334900261307631,0.026327121978391526,-0.0009632963976850109
CLCF1,0.01640800403678194,-0.008212045075867152,0.01918620217191851,0.0584903329361671,0.02371253377171801,-0.029626343796380777,0.0020145997396891417,0.05303509652232043
PSAP,0.051633222981523674,0.005002497582055103,-0.04469633475860053,-0.0006479509676349831,0.020311955564711354,-0.049351343849229685,0.02977096764543966,-0.007821560784208427
EFEMP1,0.04355667168189375,0.04159551884698602,0.09137114653225964,0.006280432853196776,-0.027762391766551296,-0.043027859694140067,0.0009995018196987213,0.020395813206651736
C1QTNF1,-0.02882801712042714,-0.003368200624525978,0.04337821463868543,-0.014919230624407382,0.04795271563836385,-0.07936767207179363,0.02575546728169522,0.061383438337238555
ALB,0.057333239750933095,-0.02271160178260166,-0.020606942407345986,0.058364897858679016,-0.05182694267494106,0.0688794347960068,-0.02165515324905559,0.0025589457237370442
CCL13,,,,,,-0.015517346689067268,,
EFNA3,-0.047151126484281644,-0.002365931350805838,-0.07096223320239407,-0.07159752359950537,0.06354322659508678,0.010307522168603029,0.02082319605323606,-0.049886907826740254
DRAXIN,-0.033410058681555034,0.006521402319321007,0.07532971509334414,0.04891957996688518,0.041310268510272176,-0.05180017223548063,0.004860531173117094,0.07313821189299716
RAET1L,-0.018523566233812985,,,,,,-0.014947330320867116,
NPTX2,0.047275134094144675,-0.05708751686304236,-0.06250038090790055,-0.06937775797103414,,-0.013571484377306074,-0.003949035738338238,0.027514649725181382
FGF11,0.0014727438342297776,-0.031855492568000146,0.11983207278117944,0.019815634561448556,-0.002426054956536251,-0.07606219864353722,0.025371356290064595,-0.047607934395344
CD59,0.09157531455923318,-0.038952490522682424,0.004705288029776131,0.007525663225185293,0.04787454373571312,0.011803245185854665,-0.017154727840363527,0.08726255332211863
COL9A2,0.09113439005072876,0.0484022040838967,0.058306748234756206,-0.027659664566425754,-0.07226185754923531,0.0340810484501833,0.024344433857636565,-0.027937419587617186
DLL3,0.06798294310891834,0.017210331264754783,0.09413932138990519,-0.041965816613593665,0.02199886999391689,0.04503492193131699,0.06943176867317309,-0.07579375226950776
FGF5,,,-0.016409192233136832,,,,,
LIN7C,0.043143229088703876,0.04806499590154993,0.044388409218646716,0.0474830432366596,-0.009562947312841689,0.0868953818234657,0.016103066418557552,-0.02308732331939655
GDF7,-0.019268456823913527,-0.022825900902779753,-0.015652094760647422,-0.016326421398109383,,,-0.012813579515298112,-0.03454461124658756
PSPN,0.033842791793370464,-0.017284497280715586,0.00835882713235487,0.07228727657492136,0.02335600499739744,-0.0035109843569255082,0.012311580089775887,-0.06166034976136112
ANGPT1,0.0018251047397212046,-0.014187363600368378,0.023540819791146604,-0.016870993433954158,0.05582382018278504,0.03139902292269425,0.04797283922613313,-1.5467231276695738e-05
PNOC,-0.04223128733894605,-0.022867202363036885,-0.06565365567883444,-0.10039137499898523,,,-0.013626016819567932,
L1CAM,-0.046911841754071065,-0.010506288064789739,-0.0607444534410351,0.002192594880246125,0.0910843895164961,-0.04426879597680687,0.00416288626404384,-0.018060622456265395
APOA1,-0.00954447110462278,-0.004980613431960374,0.07787928703264838,0.030021991710669986,0.0625422288921104,0.004067950957379113,0.12033122133611648,-0.012314389156599466
PSEN1,0.035300942843187,0.03008985531582957,-0.020605278018814455,0.003178482736089419,0.08976329814004287,-0.041533656905654796,0.004433082337428824,0.09681792306084962
CALM2,-0.06017381274115975,-0.008184226707338729,-0.14599125584512465,-0.08157425801880545,-0.031002273823357403,0.03885095420763936,-0.008878088850285891,-0.02230767046496807
CLEC2B,0.04260357953815338,0.012018052583145167,0.03824062284301066,0.00020488056590937134,-0.11635497659974238,0.04498255974041688,-0.02153395335927113,0.05070338469047844
