,MGH258,UKF248,UKF251,UKF266,UKF269,UKF296,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
CXCL13,,,-0.020727647681917236,,,,0.1109896940364586,,,-0.03071589441890547,-0.011218599283728007,0.03333414545680752,-0.0367599245046008
MICA,0.022288728898037454,-0.049609460534325904,0.009285631063577006,-0.014554021654894635,0.03519149205469941,-0.04060955695127106,0.0362471307558813,-0.0431656294989063,0.01772735506698043,0.030918112747848035,0.08513044169557779,-0.06557958393962789,-0.02003047213985383
TG,0.1447545072084656,0.04281602227180126,0.032350735681339275,0.019222219059087508,-0.025221149858561404,-0.010074172233886458,0.050248937195477426,-0.02167494500574543,0.07963151664299851,-0.025263608779692456,0.048364988411550014,-0.04559060416322143,0.012261304422368249
ADA,-0.022413538875372372,0.017479151213242693,0.0033527428934062038,0.047572325024897284,0.02681077403117764,-0.016361265873301892,0.053640742640448644,-0.0037277041050594838,0.09003244510573197,0.07692285445615128,0.06995086573375792,-0.1124959041192922,0.014538653193157293
LAMC3,0.021626943479893197,0.0630632023234335,0.05862791429780894,0.10346576777059643,0.08837465668753003,0.05089539307796319,0.05599692919315896,0.06914697776159909,-0.06540173512514558,0.03671443276755146,0.06098043298805425,-0.06707945023678286,0.06266082768160768
CCL7,,-0.03748086653054319,,,,,,,,-0.06023846160858722,,,-0.018638287275804563
NGF,,0.016832810092507627,,-0.0022162913615647387,,,0.04314811604314668,,-0.029232187394038937,-0.0006305466956088003,0.050899224778328034,-0.0639621102581839,0.011702648139195183
TNFSF15,,,,0.05024156983777011,,,0.10682013370346059,,-0.029522037730700182,-0.0027008236076444697,,-0.0053886201679870654,0.02513044570158161
HMGB1,-0.021175156940830962,0.06374182244287922,0.015238432037535998,0.07480289180525948,0.07627957207172935,-0.008398776982044807,0.12976722574850946,-0.001159982257889081,-0.0074714984738045494,-0.022745380133725523,0.03835371452117334,0.08293495280365008,0.04129200328079986
ITGB3BP,0.024600584421983783,-0.055465685016925864,0.043439236950714374,0.007290301802292891,0.08130327279183551,0.003367136133403549,0.05472458435182634,-0.06540513543593396,0.054309340819514086,0.049696750339518106,0.02117340795087561,0.0007906318672979487,3.19513647962647e-05
AANAT,,-0.008531251956052184,,,-0.018849913975820823,-0.011612659702740214,,0.17551138095287286,0.046044658267483274,0.10334012090112354,-0.029635704009696725,,0.08109100480027742
RELN,-0.02884380955910183,-0.03696121451205731,0.006340632210872391,-0.009599087322100094,-0.007356486633857842,-0.006859894863150195,,-0.021428336921084454,,,,0.004161558840139863,0.014281539715830767
IL15,0.011273929711498131,-0.027064686205684755,-0.04020276471873139,0.035210919115139204,0.058177993258481775,-0.013791909294283358,0.05407985674414536,-0.017951438699604912,0.05168160425743505,0.015477650771535848,0.07298733421224171,-0.0327575199814763,0.0269622147155023
UTS2,,,,,-0.047065984570254134,,,,,0.03143422594253575,,,
BSG,0.14745183618749078,0.13379082817323443,-0.02654200071898631,0.021822741446950993,-0.03017881693276507,0.007320695356610971,0.02807497034544722,-0.03421961725364329,-0.009338310722832005,0.09242155714030145,0.02942608502815376,-0.11955782502236584,0.009705295638866126
ADAMTS3,-0.018328824810207926,0.011029688416101044,-0.018927210484787897,0.034375263715021226,0.04125220704474501,-0.043886757044097544,0.01414018742240226,0.04143405924931166,-0.02453236434900173,0.035128915821256324,0.16312458433886207,0.02476749912955098,0.03924664502881986
CD34,-0.01795374697382728,-0.017588542849365316,-0.018695702285363946,0.0982079599674209,0.051877680739140765,-0.021726970995816507,0.0732180483707587,0.08450412996590156,-0.06799197198696556,0.03964808019357772,0.13578635345557863,-0.11866260541037577,0.1121347598988616
CCL23,,,,,-0.021448209877586253,,,,,,,,
PLAT,0.09766585529188343,0.07234742026629348,0.06275016268999051,0.04974649835152303,0.05377545002285047,-0.00652233226732392,0.06242446403355883,-0.023107930137261423,-0.02873132539962863,0.05634255320243212,0.1277299897571234,0.12562404522469214,0.05839781919108797
NTF3,,,,,,-0.018745603012715235,-0.03460882616645848,,,0.0812147949785082,0.10830831806139787,0.003623548262090931,
LTA,,,0.005247053013352836,,,,,-0.017951440915538887,,,,,
CKLF,-0.03380673174808541,0.07129960836244717,0.013823353166280881,0.0018902776271937907,0.08756925874346078,-0.03429066745228093,0.12285868160463953,-0.034507315595628925,0.00585711908110425,0.033533003392745994,0.16033241751893504,0.07030152793785385,-0.05211428304803944
APELA,,,,,,,0.018729732496082483,,,,,,
CD24,0.027628224815643875,0.07857919564630546,0.11315727925512592,-0.01497712404869976,0.004259669819320444,-0.055929949053737195,0.10925278022398524,0.049932803866386356,-0.018189145825738672,0.08923599811069677,0.08762364672975477,0.18256576303651087,-0.014336905147142913
HSP90AA1,-0.09854467550288973,-0.026175873634215148,0.05467727723425444,-0.058436972019581174,-0.05766476967677129,-0.04381650536692297,0.05040428124256434,0.05826538721619977,0.028319045832768265,-0.1354272835769506,-0.2520275218362289,0.06352643918617741,0.022321443453419656
BMP4,-0.02173141277871184,0.11933767730537327,0.05906067968248609,-0.027918412739224786,0.014480382568919295,-0.015717663209344535,-0.003390597341366837,-0.015296481764300455,-0.0085709422528192,0.024727942372216215,0.08756182728519679,-0.03021220378097947,-0.062330586512963686
SCGB3A1,,0.022953692219008667,,0.04652580832935549,,-0.0097953920390798,-0.03278434882117925,-0.012526278072985545,,0.09189676341473457,0.05888503786606361,0.043219394070251084,0.04075299634453272
IGFBP4,0.0532342404966517,0.00659525076839192,0.08827260550674679,0.08547016949180211,0.027919508250919562,-0.04313871478061371,0.05108386756878589,-0.032844498744751184,-0.0448502454773403,-0.05933118382586529,0.0002037949973595972,-0.12652091408070565,0.10032910631112023
RSPO4,,,-0.02829671406637131,,,-0.009795390606282128,,-0.02490147467802916,,,,0.04302282561397523,-0.005503536697224742
LEFTY2,-0.03444838297262237,0.01551121891575319,0.03198365550226259,0.08905142870787129,0.07000936450295,-0.010740765600047678,-0.026838621543892535,0.008913889945865089,-0.02618200247397373,0.004311994832175328,0.0437393534373337,-0.062053865688797276,0.07696218285706248
PF4,,-0.038880378578316936,0.011234605673970657,,,,,,,,0.031093740064324943,,0.009419260843652312
ANGPTL2,-0.004983246814354573,0.04361687011943129,0.04347219377383242,0.05186474864735255,0.046154614149055535,-0.04211834479510836,0.014257299545355854,-0.0641265657371084,0.07416799003930857,0.1665571575596626,0.14179928210611004,0.058795272807557884,0.02345138957315058
LRIG2,0.09462476315940778,-0.07254781326835563,0.00200586779821279,-0.002085139347760843,0.001540666752940865,-0.0641708443713331,0.0017426028034765344,0.029519592283960096,0.006291502658028648,0.08917016401376593,0.06454495002005586,-0.020246198064815552,0.1175038301080338
ICOSLG,-0.10338032027116353,-0.013551852148881091,0.005576418339826524,-0.03937620039325877,-0.07099244425823374,0.04424852675545559,0.04207923803196521,-0.00918970822955125,0.09030012104620852,0.055780527250290285,0.13883013892319038,-0.022001586241590286,0.035148940624341415
WIF1,,0.013058071828828736,,-0.07186645246164428,-0.06273953676674512,-0.003243901704493513,,0.06803422580884128,,,,-0.05259523055676349,0.021159081445049122
NPPC,0.03669180545117573,0.024720951076389993,,-0.02390680007409299,0.04046146752509672,-0.013613195802611689,,-0.048681373939665616,-0.02453231723312696,-0.0017387653282263688,0.010908593750112465,0.006816072594505445,-0.06568911363846398
LYZ,-0.02744588803067295,-0.026494886507262706,0.04097045077576795,-0.015999468264473377,-0.016801451826980958,-0.018643446877982025,0.062446532174917996,-0.022298795283120947,0.10950802341878749,0.07307056327527389,0.08597949107127326,-0.03814045082997518,-0.005676246017330888
EREG,,,,,,,0.09446595124863227,,,0.02336792851690049,-0.03241469538289965,-0.007072924851372371,-0.03146914694042661
SPTAN1,0.09338836907164824,0.02863830562641219,-0.0006946577996329227,0.05501111574268385,-0.02948184526158337,0.004094722865413876,0.017805302423066622,0.05605545181775596,0.04194300124227422,0.07492540039856722,0.132247888687292,0.026805283815266097,-0.04099564907335112
PTH2,,,,,,,,,,,,0.06221708953406608,
LIPC,0.08187726536767796,0.015299517032175339,-0.021654298055989788,-0.03916154749841975,0.07605090834554859,,0.000417254256835836,-0.002765056206074178,-0.05040592781529415,,,,0.021560446756828253
COL8A1,-0.059351471239198456,-0.06152849016446501,-0.03249306961693917,-0.008824987916458454,0.03883587485370777,0.007475997328163944,-0.06992210000135093,-0.02431929642059614,0.06654956862028989,0.019615419722043947,0.08107291577864545,-0.04389218385274018,0.026941684079029915
GSTM2,-0.009355454742837251,0.009382577675890144,-0.016185341986146334,-0.02135514981344375,0.03976136658403192,0.0013987295303654712,0.0490237196696328,-0.000392641797398124,0.013873948163138217,-0.02733261558721068,0.05111308578872338,0.07220231119179799,0.05842634768787011
SPX,-0.06019763305573103,0.03503431363654066,-0.018409877387822977,-0.06198434791365291,0.052921562583413094,-0.049122709485429114,,0.07707161850102545,-0.03244231943644595,0.06094983953457216,0.07343545242279811,-0.09410438639090982,-0.013172745937802615
MFGE8,0.017375080056529095,0.030827220515992366,-0.017882527774352362,0.021391051323646923,0.07881403307596009,0.04155547495994684,-0.02369084104546593,0.022368739726981664,-0.03200196868759476,-0.022961304218636285,-0.010564994980934885,-0.04291929061655136,0.08716073203476897
TGFA,-0.02974084716165937,0.04135490108752538,0.007576011887608941,0.004741787373903804,-0.04310012094321902,-0.032687403028832634,-0.03255401136772245,-0.009979776903121068,0.03605092501379146,0.14013988227900095,0.10302597621888321,0.07359534497430283,0.03268623989442278
SLIT2,-0.035806409399926936,0.019410357176797365,-0.04877077551810243,0.0423498705530072,-0.0003895836789904453,0.01897075402041731,0.02769708291870582,0.06093455652376425,-0.02774388121807044,0.07889013957533408,0.11507924548060805,0.05939456774109516,0.009057522181940095
PLTP,0.04443234509194276,-0.056507314536827113,-0.005748874591595466,-0.008079782433435729,0.009145618983554066,-0.0953072917529561,0.038328818268694644,-0.0321912081265824,0.025465657907466147,0.020104667513273125,0.10672206178834251,-0.09317161095227157,-0.0381089190341674
APOD,-0.15772958745445267,0.025234792065933924,0.017374045047350836,0.06915092031500149,0.011673031544295002,0.0011480432102100784,0.06821055322761944,0.09310443904258527,0.04728033462936649,0.1581883739800307,0.1286296718861382,-0.09089502263863496,-0.028717796648244302
B2M,0.004938828152746874,0.03491477228369917,-0.01590876309465471,0.05712625736615651,0.06888612474880515,-0.04727603072961262,0.1251067303410718,-0.04629414318411154,-0.00914446331601912,0.06515516861216761,0.19045384050675826,-0.12160368358113907,-0.007663223512806559
OMG,-0.02750897168144327,0.04408134546487482,-0.01416357771585876,-0.02456062471943329,0.047817105150772574,0.030840949590144523,0.020040228233848798,0.07481581655114061,-0.0053189343806869975,0.11909006545210121,0.15193839926511907,0.0047254429535818435,-0.01238102304287761
CXCL3,-0.02801841796327442,-0.025797530631908223,0.01865436473809953,,0.08307900444637263,-0.010478997431499042,0.05052154422416034,-0.012928288220805216,,0.010731234804707149,-0.014595741225869945,-0.07991890451447117,-0.02224200623600578
CXCL10,0.06861306028152277,0.028187069760262504,-0.006066138692013345,0.06303157542659328,0.006803871411284945,-0.015918364074091085,0.10118803599048694,-0.02054461453535576,-0.03309114703731805,0.11433240335239168,0.024364687264074435,0.03869033652331933,-0.04722248764987427
RSPO3,,-0.036852399083964524,,0.009274648451157245,-0.03095255825322343,-0.014435301450237033,,-0.013509812022393717,,0.04130222594516531,0.15967809764457094,0.06056803473169167,-0.022633988281855484
CORT,0.01865938440466404,-0.016853651453367258,0.008469342996227489,-0.012369658262085564,-0.05357033679599445,-2.0053962930666972e-05,,0.03560262979026567,,0.05647296949804604,-0.02547671399642271,0.0003197620821100237,
NCAN,-0.03162024802382152,0.14209800134103281,0.04317587298324778,-0.018192558997163804,-0.027410451122684334,-0.024046666101263124,,-0.009066076905542978,-0.061409629493815836,0.11715233861488505,0.13447523704895664,0.013568939323501842,0.038275229100089965
PRG4,,-0.01729626784216469,,,-0.02681332485134145,,,-0.015795203508488252,,0.028051488020406527,0.0836713724003226,-0.030852979826060476,0.0012329178452824894
ZG16B,,0.017862328982423875,0.06913574119050495,,-0.014838459250711838,,-0.014090075230637855,,0.09807022701151999,,,,-0.02331842061613425
TGM2,-0.02318471993522811,-0.008891310910558142,-0.0047472925033372184,0.06665944623285996,0.036197476891943144,0.014760513216041311,0.045697686111742075,0.04529562777380549,-0.013923355998522883,0.007695484521530977,-0.005285028182683064,-0.09056890442714632,0.004056119231336286
VEGFC,-0.020703601550447516,-0.06641090562052644,-0.011959667937888002,0.11088932920061063,0.02941559788532756,-0.013575845890073842,0.03114780721880213,0.025874141788933894,-0.005572585702768956,0.042209444757910136,-0.04818931849232998,-0.05494108015397038,0.024442706393943657
WNT6,,0.027814242028554138,-0.02349191982444606,0.031990387419956134,0.032820784130514036,,-0.019451009739635754,-0.014068403239666242,0.10733397674309215,0.014190813545097608,0.08235327433914287,0.033568409027642764,-0.024094924527476164
NRG4,,-0.011331454492378013,,-0.03170908954819867,0.07014853399978664,0.011788463267191811,,-0.0009959898259849775,,,,0.012243063882090675,-0.021937655872373955
PMCH,,-0.03978753380068842,,,,,,,,0.004395036469537219,0.1141970912348114,0.02381474150825998,0.0814719457632632
COL9A1,0.041111865094354855,-0.04393151801018297,0.07159870252184099,0.03572907204252273,0.021128922872456667,-0.02074970774802047,,0.010432754337292377,-0.01635193362312771,0.0650179700561999,0.09497184261447554,0.044619823654274866,-0.014980503623612943
GDF11,0.004545883511483279,0.03552483797014081,0.003916256673348603,0.06263047488566062,0.08630251432682916,-0.03858622733572087,0.014517439059080022,-0.006044470427582309,0.060293478430903075,0.013966400442689628,0.04545568599849145,-0.016975013601987093,0.004314792886962099
IL24,,,,,,,-0.022326281973363307,,,-0.04154890812803153,-0.05361205470209737,,-0.013859265342799023
SORBS1,0.009391245022832272,0.006408524209526692,0.004432882259385899,-0.01339327740793151,-0.0587084011087228,-0.08029558017488171,-0.011234983695049949,0.027347585190479404,0.08773726815757588,0.0223665248188466,0.029915494269150827,0.0013040334606910103,-0.03236573175150596
DLL1,-0.048502460831282006,0.06054187377810989,0.07036156461525189,0.03235265233859001,0.027228874790233212,0.09534426890744348,-0.03837391568498645,0.0008083256377341225,-0.01452158467266537,0.01318601066093957,0.15448386770946998,0.07978446477419271,0.06284017400704442
TLN1,0.07967134267903128,-0.015316160612354808,0.08905059123200734,0.004055852091911416,0.07147940430828006,-0.021211326069226755,-0.0008128862404902189,-0.03646051907560671,0.007809993530297326,-0.05352149865883495,-0.0006133234402884248,-0.011316966388749962,0.049058387852786586
COL2A1,-0.03267895415995207,0.03874872390137391,,-0.02806181755784057,-0.024749044398056346,,,-0.013124866760685338,,0.13786840338538126,0.04259870162474129,-0.05289835949321854,-0.001965366448056982
SHH,,,,-0.030629586943093794,-0.019455756063026595,-0.011246856994745268,,-0.012526276978110863,,0.022952349405238964,0.0689980319376919,0.04278830608597556,0.05434746065353582
PON2,0.13481118987258475,0.15786006600527086,-0.06750425191805358,-0.05905848913793805,0.06055940766615275,-0.0385422974040357,0.08213427372707888,-0.03553282800429085,-0.05120508724756782,0.09357797703241305,0.1841630509142334,-0.1319075244164289,0.016510703868591554
ICAM5,,0.03568398824339197,0.014204592098803372,0.02947380910541057,-0.039164780815936266,-0.03496499715870813,-0.021134569089582708,0.045445191052174476,,0.09432839355156206,0.01615314577240824,0.07498054047986205,0.008614170840113886
HPX,-0.024232804388018947,-0.028084058465450642,,-0.02590220863106812,0.019187521149352158,-0.009795391040463173,-0.021584841428762748,-0.03183929606342526,-0.03732618557306098,0.06257194131116219,0.07965709716645795,0.05274021611469008,-0.0114644144011474
SFRP2,,-0.00043273331155630623,,0.008048403633164395,-0.019752037927386504,-0.01499048686050248,0.06443581798525416,-0.024573349787434202,-0.040872995786681375,0.05550646362776234,0.06298453705431936,0.02057930191744766,0.04046286943743836
CFC1,,,,0.12952577625790745,,,,,,,,,0.11388170151274522
CD70,,0.06097670701578632,,,,,0.029878522144081376,,,-0.007318694405614484,0.04954213978397156,-0.039466202461156695,-0.05405647602550696
HP,-0.06484231825213978,0.012875451214619946,,,0.026045838416534302,-0.007506079699334794,,-0.0090976685550971,-0.07678032057306808,0.07538281242215616,0.06730484037963928,-0.000428001558987184,0.04082122367927089
CXCL2,-0.078378600412199,-0.03185576845036639,0.03423754331518199,-0.011720739669287961,0.027159272590428135,-0.013613194737200952,0.0914386880852179,-0.02479251276134867,,0.04107531056875489,0.07084919871476215,-0.047145044953086634,0.006690641650303925
NPPB,,-0.048353940560173364,,,,,,-0.01611963594749261,,0.0655264717072428,0.10390136702934634,-0.009221069715424385,
CCK,0.08733857055740289,0.08356928010900624,-0.06081261315542983,0.0017469914317558414,-0.05457560941951259,0.03778520808113403,,0.09047107589460392,-0.02834737523694778,0.053076036641354796,0.08968866346225299,0.06307834328717658,-0.017412574705308218
SEMA6A,0.016696335987907467,0.04046707291647971,0.025292637781587548,-0.038671285811193196,0.028396988548686854,-0.03971895503884376,0.03984336539661435,-0.01837134032785458,-5.6804256186648854e-05,0.12074033506390543,0.05077615948394749,-0.037297590455679853,0.05967865595190339
IRAK4,0.07103280868396561,-0.0046007183240332665,0.017241088854707085,-0.016322448570964702,0.06111854000783679,-0.018368747009086604,-0.026868160301926583,-0.008682946052771697,0.07051103070634951,-0.021067124374923328,0.10309666744159092,-0.01312442361755882,-0.0064141112635775965
GSTP1,0.08536668616166188,0.080326938065709,0.005083429207662807,-0.008265142820863962,0.03303449742547878,-0.030160982029404405,-0.00817154650527352,-0.0584002264708712,0.03045054562578671,0.037698536680598846,0.21235971882094143,0.07785238727809647,-0.02077883818040246
VCAM1,0.01319144073614657,0.025981076688617384,0.044800400362379256,-0.02140495398474977,0.058996309974845604,-0.03032930947047177,-0.020366569123120862,-0.00742065241270208,0.051871712139105845,0.0492655170578202,0.03470999348711053,0.039808171630447635,0.06299075614594223
NXPH3,-0.0756369214210233,0.011995591283104505,0.008097569731786275,0.05173961067835183,0.013243526834446916,-0.03335228191517231,0.023045013893906695,0.06820331472237874,0.06998979391350292,0.08037034021079074,0.12728310579306232,0.04385598900560065,0.01858364028896279
MTMR4,0.057524544300344684,0.030144268105205544,0.03202710170498517,0.014564116489721817,0.08628281602905126,0.06068456900691553,0.057390350745397556,0.006141605944243944,0.048312057021919236,0.0723776040457959,0.09204546345545236,0.05738639730963188,0.026892762103744267
LAMC2,,0.03455097020187051,,0.09424970371914382,,,0.11557794616739814,,,0.01819454992318709,0.009983816600217462,-0.021044756665080006,0.02463789839214676
IL10,-0.022353552031912752,0.08271415165107443,-0.02381063174363004,,-0.03247627211327302,,-0.0025897809569310737,0.07996755281198874,-0.021342541753644893,0.04126643570380744,0.04767484368997593,-0.014702207109040646,-0.03505887100340973
SEMA4D,-0.06325489474224677,0.026038024457019075,0.01565514666047825,0.048720559050656434,-0.006976068493631698,-0.047406167434963155,-0.025859859555532223,0.027483664628786555,-0.041773568048307015,0.10660023027802515,0.12306757828596503,0.050697763807442994,0.04495424609594652
TRH,-0.03194609461104719,-0.005013457552194352,,0.032050319066178536,-0.02799268815658375,,,0.028743170927484605,,0.0193436941985121,0.1068907922541886,0.07671714135592428,0.042752276777346755
SEMA6D,0.022503270299169768,-0.026874158341094224,-0.03212682105879042,0.02160325056403586,0.062064820001537985,-0.019140086784073446,0.03566557032023945,-0.023567499710639147,-0.02698868688231387,0.10783233866705924,0.03848819115799144,0.13743148907693906,0.016988595404219896
CEL,,,,,,,,,-0.03148644663684465,0.12579934727649947,0.03226126457905854,0.06752366176637692,0.01669629529155266
PDCD1LG2,-0.03417614541832482,-0.011596759370213894,-0.043600793009883725,-0.024923026483466088,-0.006212960916230449,0.006843220587557291,0.018856643162912645,-0.02468314430801313,0.05699117847970919,0.031000778284483232,0.1242289226855625,-0.060381539818126516,0.06569933910599658
SPINT1,0.022387064811424953,0.02093550399778401,-0.047668399443719166,-0.03223642110210185,0.08418881891673499,-0.016007823997489304,0.014442247854736637,-0.0211792027834101,-0.055419352837210965,0.1429182070420483,0.09061390785028837,0.04976140388110047,-0.02633411939088945
CTHRC1,0.025639172661651662,-0.010871565486582926,-0.03524053073889478,0.022146551846654587,0.121773604348142,0.019866229719536367,-0.007209749780701888,0.05566026433194937,-0.050896512231198544,0.024999309424135894,0.12476968074780427,-0.06686400998055565,0.06528262100995483
PODXL,0.01956275858118439,0.05101693954163608,0.09957816497052938,0.06967351388831208,0.055925122521307664,-0.033234610410975134,0.0695004012685461,0.003982961599288718,-0.030190794245789337,0.013036803770918953,0.17128898820872468,0.058262338614558026,0.045074808966872035
JAM3,0.03615443621476228,-0.00711138076554119,0.06263792152166363,0.0013715499806664399,-0.035095739005993346,-0.054461179922916644,0.007101702849637845,-0.02663116304720484,0.04940737185209049,0.05830685575842497,0.003487027034004989,-0.004436293197209005,0.016026051785636014
TGFB2,-0.038883803792104564,-0.02874186449532018,-0.0024019058602897927,-0.011373581609872424,0.04335166861659489,-0.02212246378126118,0.027796660811002582,-0.03375522631350052,0.09631051086111993,-0.0276038952038526,0.07219685465514106,0.018624491142980395,0.03577324581829393
