,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
COL4A4,-0.021052854788868786,0.04324239353109827,-0.014002959057586736,-0.037151069560855114,-0.010182393314340578,0.0688892994421767,-0.01969974304387647,,-0.02686521675844411,,-0.031252857477947614,0.014420534966015395,0.010087978230994197,,0.08903798679689993,
TAC1,-0.018178435495950072,0.015077417970168388,0.03782842584821698,0.07478027902840305,-0.005846023541273922,-0.10760666730915376,0.024967384949101473,-0.07686696783568307,-0.04818643563389453,,,,0.046882656682749886,-0.05075029315359361,-0.07993620535933864,-0.06976108164580587
RARRES2,-0.015766355309992753,0.05267247637458696,0.03176683939586866,-0.12305521859395613,0.04592203538853871,-0.006943081653505133,0.08567728169408417,0.004120287568942023,0.050307092959269085,-0.07571387196434004,-0.044846645740733784,0.04300078938888776,0.05740571273425856,0.07767437350574409,-0.04850596520424886,-0.02902178401069804
FGF7,0.010509471133460326,-0.0303992593601611,0.0993050167873278,0.007022726783303603,-0.02918445161384968,-0.04378301175399331,0.02306380778570147,0.016872053029631226,0.04727009934868017,-0.009719758652442852,-0.12368890096922247,-0.04390087816004284,0.017586993425161814,0.045620359397772925,-0.02135705278220715,-0.03034235041373961
HBEGF,-0.019339783821979456,-0.012257270966781426,-0.025242003559878858,-0.06980883082045695,0.005242985436999558,-0.07136849271203102,-0.048121275204708616,0.07335312545780796,0.03226536330539023,-0.01661476659014694,0.08302979117808713,0.030650533117989737,0.018352737259506247,-0.026602897286617307,-0.07113049289448256,-0.00793536262223081
CSF3,,,-0.018668238038443294,-0.05067217589187521,,-0.044195986717562835,,,,,,,-0.03660194219302961,0.06552239059155654,-0.03573733076300372,
PI3,,,-0.00530070336264208,-0.0690469208978622,,-0.049765264367861106,,,,,,0.016548217344693483,-0.06675567209380907,,-0.03335583375142862,
PCSK1N,-0.009934914572571011,-0.006844394215812289,-0.048131788265788865,0.04732066335402617,-0.007910717525828823,-0.07210728396134747,0.004384921822111782,-0.18188433332152115,-0.0446039671141195,-0.0032027073338496545,-0.004164648756642272,0.05980378229541554,-0.052805638705340135,-0.04922204978484118,-0.008920487602203531,-0.0003039255761003546
NTS,,,,-0.06451415225680922,-0.012430388713779668,0.15113273459889764,0.0029292747087406997,0.10740080402627537,,,,,0.1327393465140249,,,
SFRP1,0.08167294196745789,0.012922007188420048,-0.013666066165090326,0.1275429158334182,-0.00745217374187642,-0.022429993421128343,0.0013515090249764871,0.09817251562116444,-0.02625270229661678,-0.0004035854027695568,-0.05964124110480668,0.08166589749497291,0.028230656258280955,-0.0006560002184158511,0.04253790950086804,0.10948891173899562
CXCL13,,0.008593047179889488,,0.029460102368511643,,,,,,,,,-0.024717243606805158,,-0.028987829769306108,
MICA,0.04748385918637654,-0.004480313118032851,0.08197319551650889,-0.007204065468411059,-0.02638390776892477,-0.07074239132590035,0.019081554812892147,-0.014578238573163977,0.05130080823803047,0.001088008439445459,-0.016179948481655403,0.02898515691306882,0.029704983382151516,0.0500860701722347,-0.015171396479396556,-0.05554904207927498
TG,0.06777539197483269,0.04734579298281604,-0.014747850564987692,-0.023783030428011186,0.0633199647569004,-0.04540462349493867,-0.01900972938107117,,0.04880664916730234,-0.060119717170359126,-0.021954008559380095,,-0.01725384753533056,,-0.031944738416027,
ADA,-0.06881687612015963,-0.02328135316517,0.07131966615784666,0.013547774910120627,0.08669991291223789,0.05564956213955367,-0.02189609354802707,0.08639883086400077,-0.011386048971667583,0.11107405181750137,0.07689558086316897,0.022974142920963395,0.02087881034145612,-0.019837634824213513,0.11917891912770491,0.01614239341194291
LAMC3,-0.03651472878412147,-0.035967189198708394,-0.07149286402415558,0.08826538432378664,-0.01652553656910793,-0.13112098435852895,0.0017567123028799335,0.010867028537626229,-0.01661051709852007,0.056511437658880136,0.06997152868712175,-0.023140204105544935,0.059270803520731635,0.08980738685979703,0.0102092941098364,-0.05520690990803907
CCL7,,,-0.010662672395413055,-0.028347302546878277,,,,,,,,,,,-0.060514944910298206,
NGF,,,0.011991067247686282,-0.009869969066719962,-0.013691788266394108,,,-0.020041866046517556,,,0.06433112516510239,,0.039409578560585676,,-0.04050136440249794,
TNFSF15,,,0.10827801842316058,0.04711400729283136,0.07504384979360208,,,,,-0.041131506069630806,0.0009686805621015636,,-0.022729177724056658,,-0.03955214358815282,
HMGB1,0.008650075754450856,0.009602897624913679,0.01505704491910774,0.03710628720947511,-0.0064729886344686545,0.036364707935599865,0.018794583106847323,0.061064848852154484,0.025429630725102594,-0.07536152974677718,0.025803492871264395,0.0713565599593557,-0.013102374272346728,-0.08757098398904693,-0.02219924704827565,-0.005153773406687871
ITGB3BP,0.059978626494112106,-0.016366011133834256,-0.02573587312321739,0.008778435119886522,-0.03841168568104862,-0.014849696578111806,-0.03839894358546628,-0.03828918056131512,0.07555627492345292,-0.029668687241125723,-0.02920446978828019,-0.03924996467860925,-0.02923445111149588,0.09465363806836156,-0.03638638119191611,-0.06490991155552378
AANAT,,,-0.010803587385354578,-0.030088741304904455,,-0.02968661918031543,0.0483723117204957,-0.030274253336722137,0.04311777460324097,,0.1447558968702128,-0.03179557229714474,,,-0.021821170148054524,
RELN,0.009498593579650268,0.026294990690234603,0.04204357181902416,0.013742806378648748,0.008829962039889816,0.007599559437725307,-0.037638906252472036,0.006751532513023604,-0.03738172641118198,,,0.05165694082768605,0.0813588314706077,0.03714330129107754,0.020801913638623375,0.13964037586802
IL15,0.015999584856264678,0.009991718851598398,-0.029281776878657968,0.02204688184224955,0.1773141668626358,-0.05343578218539814,-0.042033391064261266,-0.025339351173527373,-0.00022569139733764475,-0.04383546836735159,-0.026460652105985666,-0.04139948674061091,0.015369514354456791,0.026640214193743926,0.024745879651987792,
UTS2,,,,,,-0.08905585020958835,,,,-0.055603090451094496,,,,,,
BSG,-0.0484495590798542,0.00725903935771635,0.05234017109588884,-0.048945030692114797,-0.05080215380552088,-0.21321665417853758,-0.07902740757555789,-0.05508381623870828,-0.03404721844007439,-0.04234521916470009,-0.024560384646263186,0.014677363415722521,-0.020505366017782172,-0.012371490800206508,-0.08914227788390718,-0.03223300716549553
ADAMTS3,-0.04582296509664948,-0.025655233354123834,-0.01653453374451954,-0.005209415001626298,0.02110179314791455,-0.09108624637639574,-0.032556721279931804,0.014842656260445923,0.04682190302495653,-0.025346529872626877,-0.006432501416418663,0.00580736227570522,0.11062548476307686,0.0348496581229319,0.09350725757474164,
CD34,0.02016726877076695,-0.0007499265251784707,0.05161487204430353,0.018501779694526484,-0.030061323231131077,-0.07672551831222722,0.0008653893196958249,-0.030897420494918372,-0.04909803620497798,0.0450694809148548,-0.03828546869098821,-0.019088454758827974,0.10598883536611049,0.033569068416456044,-0.09141882192052868,0.02438471974780391
CCL23,,,,,,0.01269699241785404,,,,-0.008602284965216958,,,,,,
PLAT,-0.0016235378713480549,0.03331302392045306,-0.032181183985776705,0.005811837909019344,-0.0032794072890114947,-0.07304722399247159,-0.07818781784317513,0.009341472390522642,0.0383836908531224,0.07609112306778956,-0.09203550902847582,-0.0036247032760056614,-0.0693130063376127,0.05326657725988117,-0.024695445998598783,-0.07442991950881828
NTF3,,,,,,,,,,,,,0.04742209857776569,,,
LTA,,-0.011669364125005414,-0.013666065525770271,,,,0.09852047269124659,,-0.037782071424134124,,,,,,,
CKLF,0.020883053523052784,0.023833557714175814,-0.04654487078151625,-0.012425913009446066,0.03350524660701035,0.01038481374608532,-0.011397585135387309,0.08974943102202387,0.046194909338974896,-0.04952970536649709,-0.0327690572880966,-0.005823839350396337,-0.01869317835569696,-0.03989126308957248,0.043172175723741296,0.07884913428347963
CD24,-0.006403377310443213,0.01615187408240729,0.028126797747469713,-0.010466377507408453,0.00764581692550397,-0.04131768232290056,0.06653788625358903,-0.015380241466724117,0.02802525442820521,0.04189547348068961,-0.04715614928100179,-0.05115446827371961,0.038461573358732314,-0.029225078443509793,0.043139046844830824,0.08074214918330395
HSP90AA1,0.02362718613838121,0.061643781587416145,-0.012716583718111085,0.1254209688829787,0.0031923695762256974,0.017191958330804828,0.06967850187684521,-0.11015833187476888,-0.018701573922439613,0.09690857236485509,0.05348605761333729,0.06491375198058279,-0.002984158677292989,-0.0558827259412489,-0.051371185640265785,0.01591451363688028
BMP4,0.0009028276571694899,0.01663516213149443,-0.03188457141500509,-0.04584504930272411,-0.010319691866761602,-0.04321368376969757,-0.003098753009236319,0.011339472581802068,-0.032194227152902384,0.10484702871711328,-0.010224275239242376,-0.03996793113062534,0.00398163235042091,,-0.060514965412644485,
SCGB3A1,,,,-0.015098790964774103,-0.015100638430417928,,,-0.025175770714144008,-0.026363829792762788,0.0331585788606169,,,0.04905833648551203,,-0.0042998762447603945,
IGFBP4,-0.08797672742856266,-0.015130884101798534,-0.08467911626045792,-0.09542725407131546,0.05491394770533908,-0.16249814261042506,-0.028820890951967954,0.029754983017272196,-0.013090718869663153,0.16629162703984415,-0.09789190090116572,0.011441250464949981,0.0065921181273308725,-0.00312836720333415,-0.014503977113633871,-0.06385268800799263
RSPO4,,-0.04991270824699701,0.006605652336529957,0.03410960264968989,,,-0.01914957244494397,,0.021623397287735133,,,,0.06404049997046452,,-0.027515631200446068,
LEFTY2,-0.020844694655903495,-0.03539961659984416,-0.030535634885370685,0.0015233654254869044,6.258214926517397e-05,-0.12559794757253356,-0.0471587074777884,0.025687462942318107,0.03846227272948255,0.05262688846639373,-0.011325371717397394,0.01832096290766521,0.00279610549678517,-0.021010283217854423,-0.022696512465264797,
PF4,,-0.021271194476914876,-0.009302971597825872,,,,,,,,,,,,-0.021554550882742093,
ANGPTL2,0.03307642461043294,-0.021795116447430707,-0.006114872536255653,0.016001072071307413,0.021098795484497248,-0.029350813410632094,0.023562265093142423,0.14269713122205435,0.06689438935137457,0.023337461048103518,-0.011708928228568666,0.10676723435340944,0.026015873812020026,0.1363433627405703,-0.035215356775512595,0.0735117790824867
LRIG2,-0.028781090922541865,0.023511862245211006,0.00878829425058934,0.08160460521989524,-0.0003643060940494664,-0.06304907012441442,0.02102080303991091,0.012152377667185391,-0.001797795184371898,0.023269634402731876,-0.03910882315851725,0.018781697068597322,0.03005593424620881,0.08679051250417437,0.019514615984019015,0.033552268366754706
ICOSLG,0.01505521412812431,0.009673479750951128,-0.010409961092108934,-0.002851077298858668,-0.0020079077109464477,-0.015131017188281122,0.03395070758193968,0.10363963685165846,0.08047827173375903,0.0337915597489016,0.05841993281373494,-0.034127761193445794,0.013288052373168347,0.02355819800215563,0.002147954091386322,0.02530287774787209
WIF1,,,,0.09130174172201261,0.032696274244734105,-0.1474320092148463,0.059271249341369195,-0.12029249588481017,-0.021968238344069618,,,,0.010324531171622476,-0.053442261249019206,-0.011782219153737148,-0.015644555799812918
NPPC,-0.000646773923064073,,-0.0144312031208001,0.004200295426358236,-0.015761034149684883,0.03208834332628701,-0.028825761385091134,-0.039254911143678774,0.02227522559551895,-0.011716063501716544,-0.030828318303449363,-0.06392759758753137,0.012528086399425011,-0.09122150901279662,0.013139826483100138,-0.07766821556975133
LYZ,-0.021783929253743135,-0.0014994949498248007,-0.04649173718935877,-0.1235357535570904,0.024933899551897756,-0.01930506719759591,-0.05169789763655897,0.10309719557661418,-0.007217910554960951,0.1259587723241788,0.00963224881247275,-0.027700695828145726,0.06236975184196806,0.10820861144477735,-0.014291442398432481,0.01024316808791304
EREG,,,,-0.05819759967408304,,,,0.05003775619387494,,,,,-0.029524081497242796,,0.06050926400119464,
SPTAN1,-0.011877070045506935,0.0018724723121680744,-0.023694073419684165,0.10787265451636285,-0.02438173659702339,-0.10521116087469222,0.03983788074507,-0.2066143712700679,-0.012333825969311854,0.020806430914530747,-0.05299424681962024,-0.0003146091889757047,0.08723293106271894,-0.07061903195930366,0.0059304412434410545,-0.02676759744454555
PTH2,,,,,,,,,,,,,-0.05055364832020981,,,
LIPC,-0.026953950207077536,-0.0469933564642751,-0.016718132821989966,0.019734057629833112,-0.018344609284256925,-0.06641586578481595,0.036116173910888075,0.03925973777216838,0.0015059384377894324,0.009793149550446177,0.007658420458672056,-0.014118053189386153,,,0.030923226777124217,
COL8A1,-0.022829965073779008,0.03924686909038107,0.022482064192642086,-0.09645468001389512,-0.027414129009477893,0.04017081515863586,0.026880684086219683,0.09912329627117607,0.0385180180770794,0.08192482475798556,-0.02651353705791013,0.05969613379008796,0.07164239939334403,0.013558868705658563,-0.00801282112546275,
GSTM2,0.04506891727066047,0.03494292213581495,0.024650357747971346,0.0017515892154724784,-0.010003483124618755,-0.04897959420381589,-0.0059444376057177775,-0.012848184783575129,-0.0023791027833864114,0.07613843145053793,-0.045571808175072344,0.030842615199629702,-0.06748737073449955,-0.010561364037414547,0.0185622685000972,
SPX,0.04409230119163742,0.0141851345094158,0.01488259166063224,0.1799182792922106,0.018317734940164795,-0.02614706174366913,0.07304204042649183,-0.009346868760908945,-0.03690196979930687,0.05809445774823656,-0.0727779367086645,-0.06116873628567923,0.06558048967626459,0.0374132033716334,0.10220940005837283,0.15594131807448686
MFGE8,0.028474418318363073,0.050066646409114964,-0.008840793675714387,0.012766119618736993,-0.016241279052340026,-0.013450362694719907,-0.030779544901961733,-0.025806567417496012,-0.009018691209666394,0.06507070769379031,-0.06107067801606316,0.03293772049978891,0.08197256570981404,-0.04334505666842729,-0.05062735932630392,-0.001993087127780535
TGFA,0.08159125974906718,0.0228628454014497,0.0019364234867974839,-0.04652687414532706,-0.017776955355953916,0.19286415924899838,-0.04320442003312811,0.06585877049765122,0.0799286392542941,-0.053277797566744965,-0.003531904838313428,0.08156625873199042,0.015132817016011447,0.09276038182914649,-0.026933898916479994,-0.05545504875347378
SLIT2,0.04375379145635357,-0.024344752228259072,-0.03166249258247225,0.024819720608720616,-0.013159712763860814,-0.047364264888190795,0.006147436395347031,-0.17194652270390873,-0.06387921203483364,-0.01716318045964807,-0.034864101627090666,0.04969652423718876,0.010360697921043877,0.0436175726784888,-0.05353483833610001,0.010920219922346808
PLTP,-0.020982866453241704,-0.013493846513638599,-0.03854550612977211,-0.09022565717993003,0.037592426048489544,-0.07391628208302639,0.08715104443444652,0.1263225668077462,0.0023426360991085854,-0.022716586286579556,0.000447320960280987,-0.005369506316734854,0.052087472998819544,0.1374726026500989,0.058867854559678266,0.02080990638140839
APOD,0.05604329190593131,0.03870415243654301,0.028642157501485105,-0.0021103452668689722,-0.003182197433822052,0.288508777803795,0.08044918467157662,0.2516418961329008,0.04894717084719071,0.07103732710122382,0.12897563087678798,0.1406279304243921,0.10459855304154497,0.12499546325946158,0.03610338032681614,0.022785378750239494
B2M,-0.05542634069095383,-0.016600460046733406,-0.012197879428667992,-0.03370168290475892,0.005627924854183519,-0.050369260178341126,0.018051328454698666,0.18251963924062167,0.07126328096477058,0.09839445325290597,0.04888137021800658,0.027779871180971645,0.03995133557247991,0.0963578570541375,0.03741397390655767,0.11956172350003136
OMG,0.030956306096448793,-0.032469396210943066,0.029467035625344095,0.10909481115260573,0.005676874068136319,0.2455039573584043,0.046970893026730104,0.1265636598911681,0.019603594587773693,0.053455324482801166,0.0640317030980523,0.05749899231374777,0.051562984348638874,0.09771663625111003,0.08520369277504752,0.09122160622629967
CXCL3,-0.016953926912914755,0.05267887449416043,-0.035777382510330635,-0.08365404100608977,,0.015943179242410177,-0.06306244447875146,0.009436928380293473,-0.027209933244269124,0.051668698374865304,,-0.0020425125095064243,-0.01560106977665178,0.020367651532656492,-0.0685123540605307,
CXCL10,-0.06931354274047313,0.0695140119146085,0.002016150818899357,-0.022145524276158082,-0.016169663949694178,-0.12315736242951378,0.0065973828796128675,0.0465906472430262,-0.004021429152102239,0.10554666410047837,-0.041583695669610246,-0.03891838491962797,0.04149838218237113,,-0.02863029907790807,
RSPO3,,,-0.010803586587091789,0.07935960373119419,-0.03926600221538509,-0.05867642985077409,-0.010157848363831047,-0.09213472708992661,-0.02843385582016844,,,,0.0018265260996930565,0.016951067638212833,0.027768190760319132,0.002868352677786786
CORT,0.08839087357260952,-0.011669642685373604,0.02567691376367032,0.03614842548473412,0.0310873483215618,-0.04504062269605683,0.06898445889772094,-0.015468654722036426,-0.012870693446430588,,,,0.01759202935392441,0.014198672253852407,,0.040221150246711294
NCAN,0.046387750436095956,0.009752890067710514,-0.03916975476213512,0.10534078281478415,0.034393471688986606,0.03114341801053372,-0.041314057249164794,-0.08262736254613635,0.11797312397202173,0.027415237075959612,-0.03272074650860306,0.0040035938874744366,0.0569516499783683,0.06413314589959716,0.02835518436188201,0.04497506512715281
PRG4,,,-0.010662674057032267,-0.0013383992628092669,,-0.056707917481702896,-0.024472393375533055,,0.02143696480550835,,,,0.12827849984447898,,-0.012117685155306026,
ZG16B,,-0.022310984309877983,-0.012375337285462274,,,-0.015476244044649824,-0.013082783505624002,,,,-0.02862108431385285,,,,-0.018388242533658554,
TGM2,-0.01860692052348842,-0.009605365037669051,-0.0033324563920173506,-0.07831445992155389,0.03835357577104581,-0.11590538986944955,-0.02890414682397308,-0.008181408659190528,0.004968841039351826,0.1662320177892047,-0.032277751920101766,0.027841410899072723,0.08654994859435816,0.031581124475604704,-0.00439570423969893,-0.024246680673081757
VEGFC,0.024414066572192226,0.024803525167495618,-0.0036911061698526692,-0.010338953070995674,-0.024250734060171447,-0.019711369275805645,-0.03522870823063358,0.054104973508853786,0.005488308691168645,0.030671834539240685,-0.01819418129921139,-0.012341105719232467,0.11711113553736434,,-0.045421245236072806,
WNT6,,0.03393275016084784,-0.014747851177326271,0.08226237448860953,-0.01213348029472367,-0.004702637909121948,-0.0002385263309352223,,0.03191826260067938,,0.025536065243506337,,-0.042187979271134046,,0.03381658097038233,
NRG4,,,-0.012976962100742681,-0.02328916046727389,-0.014853622894873903,-0.07063330867516329,0.06308332275201887,-0.09782061230362266,-0.03957945545585426,,,0.009037919927508386,0.011982371174091457,,0.06433528685210331,
PMCH,,,-0.0013507962311458174,,,,-0.005049506738616981,,,,,,-0.02416861983280905,,0.008152244815374056,
COL9A1,0.031413767697069356,0.019121407476798098,-0.013553489781218371,-0.040412512131135274,-0.0012267287406987392,0.01561575614113115,0.04208509398683178,-0.06617071652612859,0.0030678739987096953,0.06538030019154949,-0.05290158594803386,0.07979165059329456,-0.02313313470477903,,-0.00677610099125587,0.0018689725074838364
GDF11,0.05070346782665871,-0.0030445709027678547,0.039896252538923364,0.04021193434891453,0.044809966233653416,-0.03918011583832044,-0.026818424483520415,-0.005526295834919814,0.04113278399407727,-0.04883395561482911,-0.05349764733174274,0.03211608458668488,-0.029305700483035223,-0.07924576125692419,-0.061069100524867595,0.10410658820849916
IL24,,,,,,,,,,,,,,,-0.03194472007246651,
SORBS1,-0.016296263751792363,0.013068099180872237,0.012796962214008377,0.03987396722663335,-0.006055798480119903,0.01904149731886205,0.01559838247261761,0.07189834384765002,0.060596671163374374,0.07964896698484535,-0.0504995612601042,-0.001166777561459772,-0.043053246752183846,-0.132502841896944,0.072183197746269,-0.1047787112235069
DLL1,-0.012122779366436482,0.020517642085024188,-0.021168597416363944,-0.042417324917738516,-0.03655485595119417,0.029806919166622998,-0.007817491645662441,0.12686028859736612,0.03246136870305676,0.055825919524762666,-0.09371503204987049,-0.021241930253125606,-0.023132624563720245,0.054854519170917354,0.029424589360967177,-0.013319918402757935
TLN1,0.017830982003029513,0.005660589901613245,0.024414671930950555,-0.10064760858105995,0.024694110925739903,0.06373704256885662,-0.060553018674193895,0.1399972746374998,0.04322459868255923,0.008184963614137317,-0.047591687224958275,-0.027424152379528565,0.006643470085414353,0.09067297542864253,-0.10905749551920108,-0.018919481243895343
COL2A1,0.14949463009132566,,,-0.025604880072439145,-0.013145115854409452,0.024703517205205677,,,0.02393413922040925,,,,-0.03634648160774485,,-0.0257435908528145,
SHH,,,-0.011080269007762397,-0.05939034643811316,-0.014347946925026561,-0.0411472808942251,-0.0183807157081958,,-0.026363827488399945,0.01059363194111264,,-0.02457512532441965,-0.04746857740827657,,-0.03101299304073354,
PON2,-0.021079624760014445,-0.04024308228801101,-0.02995485150631953,0.01671158332345017,-0.007697591720302702,0.08580331354962416,-0.05270857700214399,0.052257265086582544,0.051905752518077906,-0.01409925846750688,-0.1042854606145135,-0.030439534703890027,0.059507219173485705,0.043128543033534215,0.08076180833549582,0.03284199406061374
ICAM5,,-0.029824831318682295,0.048331649666579025,0.10993964412042737,-0.014430340630055133,-0.041310591200216566,0.0003280500316415227,0.024195370646972376,-0.044395503793869785,,,,-0.02428029852474099,-0.06634048766719189,-0.04007521357016449,0.07603601521683329
HPX,-0.0015321989108225892,,-0.02695980188350683,-0.021383005123605976,-0.01213348111321255,-0.03488566147063056,-0.02567415178672869,,0.028222967374857237,-0.015885505682178867,-0.015833093211681488,0.055247496977822205,0.03500407802733367,,0.028924004024287443,
SFRP2,,,-0.012619225632636793,,-0.014310117082627508,-0.023532565277608823,-0.008482161548097828,-0.004871857714024609,-0.015509683343161197,0.061291242284531214,0.027727238729561687,-0.07095152716009999,-0.004524206475822613,0.0479034185618869,-0.0021587434069218446,-0.005456321382550179
CFC1,,,,,-0.02050261370939641,,0.17040287790062109,-0.09530481776161705,,,,,,,-0.025283445525924046,
CD70,,,0.005914088817098392,,,,0.03646982559752948,,,,,,0.05148437079765516,,-0.006697697294702241,
HP,-0.014410563522897605,,0.017903914214398402,-0.02741238261247793,,-0.0941423149141843,0.0159728923545531,0.015142210923111327,0.04120021924623003,0.04744120448374762,-0.0700318623058029,-0.002090297318417913,-0.02128691905884797,,-0.02979242063179511,
CXCL2,0.0013484730657399534,-0.003078965305286154,-0.015378929671853298,-0.05818686158763034,-0.018752820326112016,-0.05078778110644422,-0.04099871956893656,0.0036701740160370614,0.04774143626555587,0.09640259980843156,,0.05381686719416457,0.002946731939133955,0.07758174757523945,-0.023769398675645242,-0.07192420039046461
NPPB,,,-0.007826967848419693,,,,-0.01441725514532394,,-0.03392670480128548,,,,0.016108118343592968,,,
CCK,-0.04523952248626879,0.009951931150753972,0.0011200926485824356,0.16754302759098355,0.0009905530302552752,-0.09959146140000956,0.07257254896703424,-0.1933094309804496,-0.05377197156005577,-0.04899067585174216,-0.014867738904730714,0.12382136556315403,0.07098381441110171,0.006968985157619715,0.0918426944581727,-0.07575807733480833
