,UKF243,UKF248,UKF259,UKF266,UKF296,UKF334,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.022832335986527397,
BMP1,0.018527921080078273,0.043646303463896856,0.05350962632070342,0.033383147674998705,-0.025051086753636386,0.03792100609714157,0.24739092749332056,0.15539262947303026
NDP,0.10605606509768556,0.01458135753668437,0.0067489955352769615,-0.0022145191256443845,0.02623001909512997,-0.024773081223242302,0.0020168415805708693,-0.025896092695449017
TNFSF18,-0.0426988438859704,0.04401342900684794,,-0.014453489313614398,,,0.15981759110181445,0.07979753318502424
IL36G,,,,,,-0.021214448526982153,,
RTN4,-0.07156004096961299,0.036179587536992866,-0.06145117185092422,-0.016633335641899404,-0.004807804388410163,-0.058786620065983404,-0.0738362064676962,-0.22397829655283963
HEBP1,0.12034663512926697,-0.026976246085696355,0.021869025213003157,-0.007991753640223096,0.016858515370618516,0.008952566943374065,0.04609620063004284,0.04986801513203002
WNT7B,-0.07538604884927712,0.07325262635308528,-0.008957783482930309,0.023573997401780424,0.07700089669786456,-0.023317123713890938,-0.028271534535625198,0.0021357020369944693
PTMA,0.024133678163404084,0.012603600945571643,0.03468217303487137,-0.007469202249529283,0.008071682201290923,0.08685757567793265,0.19592972478949347,0.12413238005044945
FASLG,,,,,,,0.05987139160989729,
CEACAM1,,-0.018743062263176583,-0.025892616067957192,,,,0.047858492375257584,
PDAP1,0.009434467889078636,0.02005013187945983,-0.0029561559322658446,0.049016471099652126,-0.0016439430615175492,0.06598407036580084,-0.04997151279355801,-0.07338487104559573
QDPR,0.016356982532712692,-0.030320805464398283,-0.006246810089797751,0.00025135608602861516,0.017754137171374196,-0.016469261889357777,-0.018303285561355624,-0.18373437005558624
POMC,-0.028373011504558742,0.00551969433573783,-0.024112254637149867,-0.03813121993953096,0.010343381535354955,-0.0008007195321600833,0.06722387801108279,0.0834605535509451
CCL18,-0.04325521851116035,-0.023389570784440282,,,,,,
CCL17,,,0.06392417820503345,,0.052255233968720824,-0.01938000100738767,-0.04847729171644718,
VEGFD,-0.05123237136207768,0.006608921426119506,-0.016720213397451188,,-0.016779515310113485,-0.004100722376022906,,
TNFSF13,,-0.017650526285729436,-0.01035196214349223,0.08925699582604706,,,0.02339251893132558,0.05680175719909091
WNT5A,0.02474584588988598,0.054749685522882584,0.017495276273553767,0.002701926305858789,0.019848203087899592,0.02169454386433903,0.19231473687593892,0.21230766512472074
CXCL8,0.07838746561736729,0.07744491778343632,0.024078016525345535,0.01799015494215006,-0.015625814254359036,0.0779470357832892,-0.000448548646839124,0.16921542141985543
GRN,-0.004415866305068683,0.015348416163631239,0.024790140355504982,-0.05606414814332955,-0.04936799877335269,-0.03471093302193209,0.19167662976734323,0.08446956637201325
MIA,0.0019430969192341947,-0.03029111048931929,0.03224746105911582,-0.011023763330995874,-0.019083164932233332,0.021242202478374536,-0.04282160072717953,0.22464212400105832
COL4A4,0.04884388614179582,-0.003972788511013369,-0.0007109716347130782,-0.013336432026014367,-0.03205819945238925,-0.0037040502920839113,0.1467817633668266,0.15331409117381925
TAC1,-0.0552252766687847,0.02268662878865099,-0.03695689066946558,-0.003715842762283713,-0.04069268644171713,-0.04890119787648035,0.061812777281712035,-0.14128317104565696
RARRES2,-0.009290495809197311,-0.08079936180232233,-0.013622595585490357,0.08651857093502784,0.05756696355596522,0.06094602530551879,-0.020327472383213606,0.026233329443459845
FGF7,0.032238749932595276,,-0.026602506183832537,-0.0064831191931093044,-0.02102837019018998,0.028717682523884267,0.04080715202114519,0.02855446088722128
HBEGF,0.06386244908697407,0.03804360726931185,-0.008498750963856959,-0.02136245767277894,-0.009007999492795652,0.027337236575570967,0.0742364574559539,0.25976637535652336
CSF3,0.031351076805877474,,-0.01788784661909202,,,,-0.051039109672492707,0.12743427547780725
PI3,0.048030723102762865,0.0031519255370525668,-0.03086902275560002,,,,-0.10689186805721271,-0.04227164957601429
PCSK1N,-0.06515437317514122,-0.023804719132449595,0.04511423516888162,0.006508059787717521,-0.026879604758326875,-0.001621742575655809,-0.09760700014808985,-0.19971234720874828
NTS,,,,-0.016280753357345107,-0.021272175877887687,,-0.02140377835664563,
SFRP1,0.00463973899134854,0.018661255623638472,0.03133342073882171,-0.004428244090918368,-0.02287558123375403,0.012559607174898435,0.09267494844691798,-0.029450470618826368
CXCL13,,,,,,,,0.16209970787088462
MICA,-0.012508092041618669,0.033620138310287255,-0.004313020445058481,0.10991188785321056,-0.0005559412386606689,0.01449499060491924,0.09736881342651148,0.04315960010244628
TG,0.04503242361408979,-0.03683289967362133,0.06962571864719629,0.020613668101513466,-0.016554958632163365,0.05588698661533516,0.050469581026413225,0.0019503003795420448
ADA,-0.04444556573272787,0.03409766144751061,0.013978198213017223,-0.03671256725657682,0.04796698859616367,0.002751412429910473,0.2787468173633287,0.09657292767706957
LAMC3,-0.052294503621602116,0.07553273319775428,0.08549006695949574,-0.006217611708239648,0.050311125365393686,-0.05451765648841845,0.2875198747197581,0.22421926604524234
CCL7,,-0.014877742917573442,-0.010216938950853445,,,,-0.044833926032599794,-0.003724001475501204
NGF,0.002004815723734034,0.031631806676884894,-0.023409616665134445,0.002224303778095883,,,0.18479619106775624,0.01646263991573455
TNFSF15,0.030933312159890272,,-0.01137706122585827,0.11505467223729815,,,0.09725958743099108,0.04409718857679219
HMGB1,-0.06526754007621458,-0.04273604849110958,0.01157864455543158,-0.001687118894892603,0.010383813234681016,-0.08188079686841412,-0.13263230887358166,-0.10594624103731759
ITGB3BP,0.05814760876566221,0.018642040383201924,-0.009696204271967108,-0.06071631125272504,0.004438067394161306,0.07061972044531582,0.0002668825217273057,-0.012431943838218325
AANAT,0.05166336527095205,0.01017504338050907,-0.010351963248337445,,0.011199650242581044,-0.02599641763429175,-0.0035343596023443753,0.03712395048032303
RELN,-0.039942653635717036,0.041961502925010274,-0.017968689928273086,0.002010220151691368,0.04705390343094502,0.09736526453095057,,-0.02005852640336747
IL15,-0.008655597904988915,-0.007257928394545731,0.05930899293367217,0.00848030479708491,0.008667608365146592,0.04494323936894297,0.1284196493370574,0.05170201964584882
BSG,0.0271859635269399,-0.025980709551780085,-0.06391334274639118,0.02114993977935711,-0.022892673451340675,0.04367423814983647,0.042993949291355645,0.1578163993884105
ADAMTS3,0.10714411639539839,0.025443113140341797,-0.012128745577068497,-0.024956047695099157,0.003160299536980997,-0.0044942529253185325,0.04633546466807616,0.00017631802131771456
CD34,-0.031489062148618054,0.07012873645494755,-0.027516160949224547,-0.005612217283357731,-0.01969493460016007,0.02788012868996133,0.2293736673854537,0.09445121125775979
PLAT,0.025504226827754373,-0.0010654028466039577,-0.009126570883809998,-0.05724958914155505,0.03872398448293032,-0.012515584425580236,0.16683126822299318,0.07116083267262328
NTF3,,,,,-0.030804782289366932,,,
LTA,,,-0.013094780745136914,,,0.07228856835274756,0.04658191722719307,
CKLF,-0.0425552529013126,-0.030731408141904854,0.0037232948295865993,-0.0388449181309769,0.02013050217296446,-0.003902288622770715,0.005296833566663437,0.08255380251812992
CD24,-0.0559736617906569,0.008314876032105966,0.04999252771463659,-0.037805873322537695,-0.06203835508546566,0.0778681390133983,-0.09957582476593264,-0.08006851549461984
HSP90AA1,-0.014550566546473118,0.053545288019998326,-0.049822253191734014,0.014919023936085792,-0.0446182046811622,-0.05332904306375235,-0.1496068196991982,-0.2179288910018175
BMP4,0.002206377504603736,-0.036641433493422255,-0.030551695441883114,-0.015454019377526697,0.018761394593136933,-0.02054461817211062,0.1612434595598966,0.02229623194027331
SCGB3A1,,0.03210014473284888,,0.053404977632971994,0.05626504167001941,-0.016823973256894786,0.13379729916540498,-0.0022410879914295328
IGFBP4,-0.061116443997262515,0.03087788753916506,0.05108807832564596,-0.02403307799474238,0.007418214497324662,0.01599870828872734,0.340772377451804,0.21355184416321712
RSPO4,0.016355933214732814,,-0.020043856141285652,,-0.016096834807669606,0.01785910828450881,0.029417008658136467,0.02869723748355315
LEFTY2,-0.021946969870682273,0.07220706365754319,0.009813987418570605,-0.035496212186259264,0.014616477665382368,-0.029764116818054038,0.0900291916065476,-0.015535941888693583
PF4,,0.006221165732676303,-0.00891407794892009,,,,0.03435017219311011,0.01914589538195376
ANGPTL2,-0.005774810164553333,0.05089919494505463,0.001631291194270111,-0.007042938498825755,0.03985097962073453,0.08281389852075056,0.2054570528169659,0.03730214359227683
