,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.07209360279962172,,,,,,,,,-0.016113804810950733,,,-0.027584986243157927,,
BMP1,0.020118788938364728,-0.021962875216454937,-0.036382980445247556,0.039641837493930646,0.0435193425940351,0.027373544143672476,-0.009354354878973231,-0.14062566634083667,-0.4259802904876082,-0.1454814555679132,0.032709530558375555,-0.15494109498922568,0.04713516797651206,-0.24372092680319002,0.05239293914761285,-0.07826794441415881,-0.04808590341235246,0.0163627537118854,-0.048478127214312175,0.04563269375852849,0.1370813783936231,-0.1009517578346581,0.055825778407463514
NDP,-0.03517362174741122,-0.026793912130126444,0.0443020056056961,0.009711412039996538,0.039805541287191576,-0.024611405804232035,0.0417983456220134,0.025310519247357745,-0.08278838622379069,0.028980626994117804,-0.03448761457125785,-0.07735876893503188,-0.04155274734262604,-0.022147890129305382,-0.021105414187375403,0.0643058518178377,0.14295622346941608,-0.010031580945650638,-0.05383370315757208,0.031061343589559375,0.056562871809523976,0.009168510423590804,0.046538556320321674
TNFSF18,-0.028677277204801135,-0.05890914724001875,-0.0032697015774622484,-0.006185756081912544,,,,-0.014650535626691615,-0.10355894083879241,-0.011664971650827936,,,,,-0.025257693635846682,,,0.04298570507136503,,0.1048469836937148,-0.009824052713492452,-0.03236214543239554,
IL36G,,,,,,,,,,,,,,-0.02735731865962419,,,,,,,,,
RTN4,-0.05540154694022183,0.33132215094863476,0.1697363506326745,0.011212682348696691,0.021092603256068012,0.11844511086698647,0.14566843191124915,0.32483187854064416,0.5668083530897045,0.21740915663477162,0.0610998738143885,0.4506826946423083,0.02162258566260074,0.38176312273469837,0.03176426249479462,-0.008679580498427517,0.06494874321885345,-0.04426565424435598,0.15426143437020537,0.004317377479048271,-0.07513903040531848,0.2497659343865126,0.002177026953226
HEBP1,0.04244658840134653,-0.03239332734066444,0.010093250337232004,-0.013847566802480914,0.008019922050865777,-0.009702893454350502,-0.04847854337064589,-0.132594409938326,-0.20899849980814758,-0.06948123872368092,-0.03890706236895601,-0.17202709396205212,0.033890152235161536,-0.04109007551213877,0.12124928350765536,0.07309954089980698,0.09427344781419567,0.0068115774978898804,0.04492420173978977,0.041380314068015976,0.021631034267140904,-0.030267732026180043,-0.06316025504876734
WNT7B,-0.02526378302013074,0.3642592089375658,0.1254717671478338,-0.029031960328935878,-0.029571990195239727,-0.027666428552913236,-0.00048218388479073874,0.09549433632675584,0.3507215016518794,-0.034780076088559375,0.06050780272465823,,-0.0025858166322314945,0.1776141459420305,-0.02780625540552766,0.020649303665841237,0.023706867438706897,-0.0206292887695496,-0.010917058275804407,0.12960149870823634,0.045348257729234336,0.0616864327690042,0.005795868386941574
PTMA,0.06879072511846039,0.021712566189094996,-0.005342825062188724,0.0608276841864713,0.1327574240456574,-0.03400734800804718,-0.059344569663663645,-0.350825416088663,0.1558089216752056,0.1329915293336538,-0.07846527992307781,-0.5418728705317376,0.08466347704702645,-0.4038657272517,0.02223742372960929,-0.07715853401004706,-0.029282507817758582,-0.07781317387339573,-0.021340669993075757,-0.013221591943124856,0.019648504719812488,-0.1698210293373326,-0.14069229913798476
FASLG,0.050304765893734234,,,,,,,,,,,,,,,,,,,,-0.023924449157936824,,
CEACAM1,0.018939037363849193,,0.03725124154926627,-0.0368810839536999,,0.09107097941064934,0.04326106165608509,,-0.119797213576076,-0.06446881122592918,,,,,,0.0558898842143643,0.023094485868813863,0.017246375742457708,-0.0039676038925815565,,-0.02033911215458291,,
PDAP1,0.042608951088812505,-0.10970591493421841,0.01052782065267457,0.05869157328061956,0.04741386201824631,0.051270390899894706,-0.017630760521516357,-0.14333339726646713,-0.3259877931636119,-0.01077371373152978,-0.06653800753072184,-0.0037399379339738297,0.04863692154491363,-0.1679272151944947,0.028786381606516323,-0.031311607107173324,-0.09772918329726178,-0.008977357119317228,0.06281780693420179,0.07269688548142134,-0.07104757746126739,-0.030714888805201214,0.0617553821431894
QDPR,-0.01819255598372841,0.19717007379217974,0.046587001563745296,-0.0017743268176828011,0.018434632665157612,-0.006785934150465275,0.08168885867387626,0.08228320966541766,0.22139135769500987,0.14308126152837333,0.032935391080820726,-0.4096932648396383,0.06793944377443432,0.1105521072286523,-0.06968153553361275,0.1452613445140394,0.13111816520635836,-0.04725520199640149,0.006682606081277349,-0.0748110452278592,-0.0042246069206127775,0.24370133348218728,0.05621637754858962
POMC,-0.02544221121489846,0.15289985966322678,0.031181996377231458,-0.003399509620247946,,0.04980555465677612,0.02375721643151445,0.018589000800592833,0.012906372829567591,-0.04665498048844155,0.0016125246075773514,-0.06940486873942489,-0.02831156139691543,0.10265201937877348,-0.004118655697636026,0.06425787374722515,0.07725836618935852,0.053195115208302994,-0.007877736019048278,,-0.018638282389891313,0.0821738197714366,-0.037800920124043354
CCL18,,-0.005997083591536438,-0.0655717492319671,,,,,,,,,-0.19105953059895928,0.13237602957596256,,,0.0026995778767234333,-0.028138836207629556,,-0.05807335066732803,,,,
CCL17,,,,,,0.004640907623110704,,,,0.003972824873693421,-0.015963687987019155,,,0.022514392582492933,,-0.05804242888895459,-0.06008722602956088,0.07125527270146846,,,0.09505791107913811,,
VEGFD,,-0.04124837483726176,0.04278953801281971,-0.024716007230993653,,0.016108194560813947,0.008907383588328184,,-0.09474296348578773,0.024001700114523437,-0.0257816029759193,0.09781775056773452,0.0012032477250079627,-0.0022116571615113183,,,-0.01037897309927887,0.0004007003895524849,,,,,
TNFSF13,,,0.031772180607976146,,,-0.013602113721790468,,-0.00938877825853395,,,,,,,,-0.00494147587373559,0.0555921867503042,-0.02278264460399266,0.009693924885272171,,0.025664761592849528,0.05726908609403214,
WNT5A,0.03868010605510844,-0.08281836340093562,-0.019457063343330284,-0.007764977456214081,0.04656471817435138,0.006785111722542603,-0.06480091707303956,-0.19888433535090078,-0.33469719645649865,0.0088798008074815,-0.018328897704310693,0.0796895042738709,-0.024859008665024575,-0.1191373406033027,0.024221453592948583,-0.0008084174923679462,0.07418230891132897,0.019535463943650112,0.03592188509678871,0.030292158909601023,0.03459148032243437,-0.12691626995570848,-0.012698150723713837
CXCL8,,-0.10940714348329911,-0.0660962233072676,-0.011536584782756716,-0.07870676966166551,-0.08252852320419439,-0.009870709556027453,0.025332008872767358,-0.14025758278330822,-0.1216015867432248,-0.010680011645666055,-0.1833827305059375,0.0389089284018256,-0.09256845620009216,,-0.13481650948401905,-0.27710136018625353,-0.030163440467637765,-0.051337527081239856,0.051329263481484096,-0.01781117492588413,-0.17323285081787435,-0.002100657803936936
GRN,-0.03301944380429959,-0.08217730468138022,-0.05376963618145813,-0.02743943865195799,-0.01265910331621767,-0.031182194026594594,-0.08876980382502052,-0.17775644368499147,-0.4335884256536481,-0.016969117546698335,-0.08026071351403977,-0.30112368981927906,0.022087852839834,0.05588791851059283,0.03437830231160004,-0.03242729109183792,-0.08144548923474186,0.07294344842878325,-0.010080136758468018,0.04793978775894927,0.07350761204136998,0.08174963647570753,-0.019300034390607
MIA,-0.004836245426786043,-0.06712629635940481,0.019624306884115345,0.018115071623715572,0.017101654402307764,0.05925089435391115,0.0013534944380033406,-0.06688640593406231,-0.17510730381116266,-0.06919202354088134,-0.00029831253606741297,,0.04680127595619895,-0.022609582568575363,0.06004806840810274,0.20254726927298558,0.2230882046223184,0.095327829068042,0.039714794104740894,,0.0405395172139842,-0.047113690772039,
COL4A4,0.03499584165538803,-0.07148920700494786,0.005483758553327349,0.01793798598094942,-0.015576151017047471,-0.01861483738556634,-0.0010233725894433269,-0.07681682171374746,-0.04536328903469088,0.09002203779120173,0.020058092589699022,,,-0.044989132669399606,,0.09838350786627487,0.05396653757708941,-0.03272639128717559,0.0037418308039232034,,0.06498451111770889,-0.10454017194649633,
TAC1,0.0861297683189459,0.4052109880292748,0.17385988009573938,-0.006546472359825682,0.1751780420098642,0.2368226628294535,0.14745772286514056,0.223801015778146,0.514965333232875,0.3572510912015536,0.0549235998891299,0.2872308527262382,,0.38625982840579715,,,,,0.004293083732773056,0.022050781216003894,0.01604307132759292,0.3099863826216836,0.15893857228072206
RARRES2,0.04648303473576404,0.10522186338577008,-0.06002139326889306,0.030091681362671888,-0.08007473666726274,0.08606613976685384,-0.023000340567687495,-0.13221637055301608,-0.5085429580101507,0.13028480994863673,0.06196138636457657,-0.10416774842099166,-0.024846114242284705,-0.21861907067469197,-0.00230978977392543,-0.10971022993684788,-0.06685192505180934,0.026492674088735357,0.035289792552321064,0.030434431226474677,0.0012627125687011422,-0.12138495056296401,0.07038700298970459
FGF7,-0.07590823482063953,-0.07813928237118575,,-0.0015574734056983512,-0.043882558221209296,-0.0123091746745853,0.0493971133311204,-0.010045292680999345,-0.09330255961820746,0.05017959081970616,0.0008017666779888648,0.0461037116048023,-0.022066895857446832,-0.04488737772018411,0.10315528469655756,0.0015100503739898254,0.0814765415056575,0.004397670699990809,0.03343288966764222,0.06729000629028345,0.008515599348202315,0.07828836325795772,0.057700902178589406
EFNA2,,,,,,,,,,,,,,,,,0.028155997121274493,,,,,,
HBEGF,-0.008515927229763116,-0.03447460932267429,-0.03046438140960579,0.06533939419628602,0.011253281891491305,0.04002259324568419,0.010576019490037886,-0.1962727691648559,-0.159590395859143,-0.24893826483764125,-0.020661890520325996,-0.17433178452936432,0.08832979923342671,-0.0842144778229518,0.011143205295400709,-0.008259853208455263,0.04234940739128898,-0.046229365583947295,-0.034069196253175386,0.0430413980453154,0.02712688705826268,-0.11017929989052519,-0.04950404035040216
CSF3,,-0.030500985838654973,,,-0.06083443813161542,-0.06204862693334449,0.03528052442046576,,0.011300997059149628,,,,0.02679571876942804,,,-0.07158366057443157,-0.14386834372404783,,-0.028575351719292662,0.018294865488198288,0.014199632803232574,-0.07332875550914898,
PI3,,-0.017670502211966334,-0.06908401312771226,,-0.051124353122506495,-0.06202253037932465,-0.025985073923740554,,-0.06615965966658438,,,,,,,-0.17500027258871914,-0.2811834465450863,0.009168075393969658,-0.011624973090969784,,-0.049603692496464444,-0.09700160641625535,
