,UKF248,ZH881T1,ZH916T1
IGFL3,,,0.10573838845353684
BMP1,0.04077112777883268,0.05577562509987868,0.1776205458934629
NDP,-0.0009465232658447884,-0.04497915522189665,-0.006497923759838882
TNFSF18,-0.014062233969412577,,0.028934854819955537
RTN4,0.0012881734001963106,0.07139581298649622,-0.08194257675659294
HEBP1,0.0133845413196778,0.01790699763612565,0.007254924677815614
WNT7B,-0.040300559410326425,-0.020069967891384394,0.06915667595319842
PTMA,0.0073685436529814154,0.026885235196598602,0.12904089548370612
FASLG,,,-0.01734249833310472
CEACAM1,0.02122984863049063,-0.013320729581112816,-0.024129539281147534
PDAP1,-0.0031740123626592736,0.011447911368334266,-0.014442363084245315
QDPR,-0.033494947954391736,0.013122339395008412,-0.02917820856303983
POMC,-0.01618353915947233,-0.004448762719118817,0.021073367436590117
CCL18,-0.005975757822042948,0.04798904158498787,
CCL17,,,0.03644983601560844
VEGFD,0.026508063037286256,,
TNFSF13,0.10691521474090193,0.010027959675648188,0.1072987062172815
WNT5A,-0.0036814351519390926,-0.021977071575938208,0.05460502809581462
CXCL8,0.04933503072035724,-0.040768385386194136,-0.036982157341353565
GRN,0.03816912786186135,0.0035061567251338755,0.1047759410701626
MIA,-0.017617778193427833,0.04734947269439569,0.020698341342570967
COL4A4,-0.025976643243815215,0.03208083239275216,0.03774881790174649
TAC1,0.05171465987719482,-0.022982053370062917,-0.02066425915405096
RARRES2,-0.030129209128746934,-0.05312359579040218,-0.04012318527115529
FGF7,,-0.05140217412720663,0.003954977301062768
HBEGF,0.07108761237250588,-0.00905922474532069,0.04662680819996174
CSF3,,-0.019097085448414642,-0.016549710312368803
PI3,-0.022754961525461206,-0.04400157466627691,-0.03595702240652796
PCSK1N,-0.023763791948494508,0.010314218463290475,-0.046880954211369064
NTS,,-0.04415510932272283,0.04211911638699201
SFRP1,0.024637805895299944,0.0047537379341959455,0.25488057805261405
CXCL13,,-0.031151320390963445,
MICA,0.05458281636417921,0.049203520746202906,0.08417617253216239
TG,0.006567890152331805,-0.0157171947809522,0.020596271737558607
ADA,0.06072211488260682,-0.03413982668470093,0.1430384793244977
LAMC3,0.04879592489742148,-0.025941576460556982,0.14259265413846564
CCL7,-0.013758077712737585,,-0.017342492166319314
NGF,0.07827471382768478,-0.0327855224504758,0.04880593877781849
TNFSF15,,-0.011858962206961088,0.09974705344182701
HMGB1,-0.07307364021334445,0.0052144029179930496,-0.062410925124082514
ITGB3BP,-0.002483964542075948,-0.07235831773773889,0.012672480927384048
AANAT,-0.002051171238010897,,-0.018349079931664517
RELN,-0.012174208888387418,-0.01432434116266738,
IL15,0.01269364458283096,-0.02892765866630784,0.03759496378743838
BSG,-0.030627244427477152,0.04157636349514833,0.055907694677435796
ADAMTS3,0.06897345909126143,-0.032735232385817305,0.06170627345007646
CD34,0.039784614925706806,0.029578625472064836,0.13956121344115913
PLAT,0.032872971614253704,0.11038773652436666,0.03994987674930028
NTF3,,0.04639601890432713,
LTA,,,-0.02469509631530797
