,MGH258,UKF248,UKF259,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
IGFL3,,,,,,,,,,0.0704887985296611,
BMP1,0.016647333229178902,-0.01656303792222567,-0.00917347027819034,0.08298032891675979,-0.005053045533058134,0.07485515779378994,0.018587012744112143,-0.006760035007920102,0.02741867777527037,-0.012174362090716463,0.04515810262613952
NDP,-0.01640795024952832,0.02673411448549008,-0.05209860033902079,0.08758830034805357,-0.05283663345343391,0.10015434209917912,0.02223155376666912,0.08509630650804817,0.0798634079659375,0.2164661144292199,0.07421781296969214
TNFSF18,0.035436033080120846,-0.033197021099566765,,,-0.011568055575610896,,,,0.03197081586899134,0.027708334764451305,
RTN4,-0.0023620486260884396,0.008518744550845076,-0.05778891123802893,-0.07036746372035338,-0.09909654380984224,-0.013616303910146009,-0.04845098543455365,0.03489921019959115,-0.06718270519437042,0.013770616695574209,-0.04085603720842126
HEBP1,0.055780685656540555,0.004372978319939234,0.02419566199797068,0.14649442858972517,-0.005746129597442641,0.06568271236578731,0.0963715247436193,0.056637164605901416,0.14499071683800133,0.15674276604638218,0.05897094305529248
WNT7B,0.025258179522415474,0.015643073054472104,0.07680599137944952,0.022428117158465523,,-0.026008082436761632,0.08884253001513576,0.009132100291867408,-0.08933543636458414,6.117305312931165e-05,0.022646555942999805
PTMA,-0.0072140488119988785,-0.009877546954359545,0.051583319762346466,-0.1653165807053049,-0.011603635215898796,-0.18331165255712248,-0.05794338939519826,0.07589845140170437,0.03151962883241615,-0.14307989805778798,0.012445994657682672
FASLG,0.06013579588591097,,,,,,,,,0.028999483009954908,
CEACAM1,-0.02244468616544209,0.010502400384399695,0.0029498736910962935,-0.09149835946944475,-0.02311343899976855,0.043220514677934516,-0.018763776162082264,-0.009261268289598399,,-0.02997631071354265,
PDAP1,0.0346726686756963,-0.019660037670886078,-0.07537659366111311,-0.0022380996983381173,-0.013917680847805989,-0.008697295925544185,-0.0032283815497071533,0.1295794760651249,-0.06215195027246457,0.07401923799926252,0.007539093701697216
QDPR,0.048798187256271254,0.05146402201178867,-0.03737594732733522,0.06475626629843398,0.02401040835064182,-0.03218459628748155,-0.027699726457974826,0.006490381097360364,0.09403063540365372,0.08919839440531743,0.11225652592517726
POMC,0.02413925855767569,0.06622576407909425,0.08522593315224339,-0.015155046721005752,0.043961482375460534,0.00748278557283251,-0.03563776581272997,0.02979540987800536,,0.06900379607472609,0.07070439174108997
CCL18,,-0.026366988337222414,,0.001091372679665691,,-0.05393517376153285,0.033272628093791196,0.017963782849378593,,,
CCL17,,,0.07430318540884616,,,,-0.013311990994702478,,,0.030271744840021368,
VEGFD,,0.027875603516892063,0.0714368536720346,-0.044681011187036074,0.10410079359178163,,,,,,
TNFSF13,,0.10325843481241244,-0.014820283253134982,,,,-0.025543711227110636,0.04093646730303628,,0.0008468112996465591,
WNT5A,0.00594215413635604,-0.014524064502789947,-0.04845206707058785,-0.044349944958995115,-0.018890014258537605,0.171866242917001,-0.01627479466710808,0.003575618465323229,0.08205663727558433,-0.015658367404627622,-5.816703995803263e-06
CXCL8,,-0.0204106885076513,0.16946278377876703,-0.10837800516626846,-0.022013087238215292,-0.06056416700883064,0.060176861937612035,-0.0783021928131356,-0.05830106524809462,-0.05162494019845939,0.0121312502973847
GRN,-0.05281653670450135,0.03454602372436911,-0.07644247086652917,0.005470814558910644,0.004233090943861907,0.06204496900306573,-0.0052913958796633,-0.027719354390854947,0.004798608888878828,-0.06680474038213757,0.030299597494052793
MIA,0.0695938365002771,0.116625318344642,0.07323380921475818,-0.07537084094615862,0.07940219835382967,0.053830439487612354,0.07048161051224101,-0.02988748856131508,,0.15118530466274682,
COL4A4,0.05763746182426665,0.08227496964154192,0.009615584083272012,,0.11437966872242755,0.028967973504045483,0.018823413448147946,0.07771642160961591,,-0.0035088693610863387,
TAC1,-0.04991348029900245,0.027509769139364912,0.00019342774011528913,,,,,-0.06215272305308373,-0.03640557093153967,-0.02335531867537857,0.04696059160316071
RARRES2,-0.03445235609516892,-0.013432432184660345,-0.04159476954267611,0.04711004716638804,0.010767285237274502,0.010431248435369743,0.06731376972625973,-0.02824184173772129,0.028814968200610327,0.09445224294666581,0.04081125350453628
FGF7,0.07864632721352816,,0.008142019891654178,0.11373073742236914,-0.012594127356912146,0.10564859806230387,-0.024389769805232418,0.10353320283971858,0.059065395077106043,0.13087026186122147,0.0049785085835547084
HBEGF,0.02501764925889879,-0.03316635905513264,0.042095984736717884,-0.11487632625698975,0.16103622274500515,0.046641944001266616,0.04172031496375433,0.01755946879470044,0.0394571678237789,-0.0693647777110408,-0.027255879736417934
CSF3,,,0.25350612171828407,,,,0.09417520677447823,-0.011145165718809658,-0.06649773328791433,0.03958608250129282,
PI3,,-0.0277391834092393,0.12600709308968552,-0.002980616989695683,,,0.046474597452589424,-0.043127053108528005,,-0.06977350645167989,
PCSK1N,0.002930734355718924,0.07119104789773244,-0.09164442235257693,0.03797727336525185,6.554429593024489e-05,0.07496609827182113,-0.027900268819445777,0.04726311408233115,-0.009374694009460055,0.15489018609209854,-0.09158860875562667
NTS,,,,,,,-0.003053005818777541,0.029461489951120783,,0.051660428540225636,
SFRP1,0.03843838901352485,0.016241523341831023,-0.018747012998057727,-0.012396557682920818,-0.01140306588503828,-0.01637152884640014,-0.02644399281447624,0.044867022622464274,0.025437436331712675,-0.06584188935581992,0.10051861136668207
CXCL13,,,,,,,-0.015554482648957266,-0.009976317344616835,,,
MICA,0.00707328281975365,0.013588612700349582,0.06357928516982053,0.04908739039513636,-0.00980108134432921,-0.046960799186864466,0.05637913257962753,0.06364459484850093,-0.06879617346005867,0.10870486026009628,0.14890909747869355
TG,-0.005402830130271241,-0.0415216099975003,0.07765872450570607,0.135855985465241,0.12170755176050223,0.07202646843254168,-0.01768830784346637,-0.00920287664210586,,0.08312955928957168,
ADA,0.031699230502089275,-0.0023177109880959056,-0.013868355424822829,0.009702647691205527,0.03534426549863662,0.04201304266144788,-0.023184910424407554,0.028839005645238645,0.0920297553718222,0.02693376270344079,0.0549499112777578
LAMC3,-0.024162054643881978,0.0023484585345397786,-0.07033275483508637,0.05304349311654735,-0.06024877873393138,0.04027337701661172,-0.05822365990490352,0.06100459837013492,-0.017865576256995513,-0.017798602167875533,0.12662036758994377
CCL7,,-0.016771632006723873,-0.014626978647407904,,,,-0.019951606078856526,,,0.02685248710056885,
NGF,,-0.02879605929162478,0.027357575053572666,,0.07757407783204705,-0.04241412630367017,-0.023042507774245796,0.07236547233728985,,0.0089309338647512,
TNFSF15,,,0.0012818310277634456,,-0.05657080004318283,0.027801959664640916,-0.01945057555474825,-0.043878891232719854,,-0.031687003857359765,
HMGB1,0.08737070578276994,0.015468746705477794,-0.10844295853683178,-0.05371458338114744,-0.028860923690540646,-0.09111684869697309,-0.10856577341453837,-0.055643300587306745,-0.011714233058815023,0.03315042103995058,0.07766650843778498
ITGB3BP,-0.005606366142434906,-0.0029039354288032146,0.026379376998411818,-0.06186104917082908,-0.0015710025493685473,0.08756299424187046,0.057372203884283816,0.0003203521980875072,0.1255294957038796,0.08981547323618899,0.061931567416134835
AANAT,,0.046431010530633546,-0.014820284834875602,-0.02138067623221137,,0.02493108406955662,0.031756081558216444,,,0.05670670900249792,
RELN,0.02505108710444808,0.02919970733749623,-0.025724695544039573,,0.0016519640671169955,,,0.03295668319522943,0.15155178741140954,,-0.07453758390423167
IL15,0.0878507048597608,-0.012268274773308963,-0.00927977281851847,0.037624215633950756,0.08880731282516953,-0.04016156141245879,-0.03206655787102485,0.040639226487832025,-0.01465950921737166,0.08515766214657491,
UTS2,,,,0.18758861718798472,,,-0.014905245746831436,,,,
BSG,-0.04066215515256253,0.028470078368734185,0.010415512206642866,-0.10754776935335066,-0.025393935371017144,0.02205383978329109,0.07515138576633063,-0.05338809147760397,0.0791030332971584,0.08151321783631649,-0.011133273602177226
ADAMTS3,-0.0385533942552069,-0.026055564807105462,0.0493586108272012,0.06426009330720511,,0.017986848843146726,0.037701286271968525,0.08492078091346222,-0.04572170388923997,0.1115967665748035,
CD34,0.04882438022764617,0.016244278885556344,0.010592192048432711,0.03649344149422138,0.021076038332645864,0.0793744847231276,-0.0018320013458992222,0.06579854558747339,0.01294103981953283,0.02452390076238844,-0.004671140533030955
PLAT,0.03655365000885145,-0.04443868046968199,-0.10939841129338379,0.020647350290441204,-0.1375158889739808,0.16667296186243538,-0.0576982411498563,-0.007123856322720269,-0.004878533201598418,0.03042416972804373,-0.016523756910448214
NTF3,,,,,,,-0.04566435982529795,0.045409712342216565,,,
LTA,,,0.0422964071834304,,,,,,,0.006392717352754246,
CKLF,0.012995933818145304,-0.010983973738569635,-0.015657431794534025,0.11539590958194591,0.09307865559680746,0.13214116883773594,-0.04210816153013466,0.0343228360470981,0.01365317878145137,0.13956408514810362,0.060454212394847384
CD24,0.08699510532789845,-0.003825859175908306,0.056790311328454274,0.016624388788304235,-0.06518483248481444,0.0330976110023218,-0.04378775345322408,0.08448884460616679,0.11126570263492479,0.0621656777589748,0.056423791260960025
HSP90AA1,0.01771570739503486,0.0018990636524388537,-0.003956748230742759,-0.12408673093258797,-0.07909326827088817,-0.11182118014325793,0.05069920416307355,-0.06412316247460073,-0.047233274694797496,-0.15043315725993892,0.04566337663382978
BMP4,-0.04201554897642823,-0.0037392055068396937,0.06243671455534767,0.0035406846282433333,0.06994306510725305,0.07163012432759694,0.051262405792430514,0.04893216198409198,,0.08116736829283817,
SCGB3A1,,-0.01677163032958308,,0.11213996440626157,0.012308985350943541,,0.013489118909366991,0.03275445713518848,,0.05416595889993132,
IGFBP4,0.02202256204060106,0.03825482908653616,-0.03674099018186335,-0.08949311365197905,0.01098017647089359,-0.005551809085608339,-0.01963698947479964,-0.02077065289044822,0.013550542704337719,-0.03939754058160399,0.01095787852971234
RSPO4,,,-0.017918028357285076,,0.0213596366816104,,,0.033835955164240074,,0.1159244897020047,
LEFTY2,0.04333591267955024,-0.007561747967182704,-0.013138292198526955,0.030058359730992884,,0.009796575613047073,-0.016936654219980522,0.019814800085041086,-0.008824444050774944,0.07938766337533239,
PF4,,-0.017397874226473792,-0.0127617507012012,,,,,,,0.030178925572759502,
ANGPTL2,0.0042284418485607185,0.010660945796345741,-0.03964050782607884,0.15776263839571555,0.00656456191880578,0.06252926691365987,-0.05277746432085249,0.013432749896846194,0.06863787179099805,0.03957603540928515,-0.04066754086196642
LRIG2,-0.030396670868142215,0.013677589877632271,-0.014466936765936555,-0.004037222723889275,0.008615445109027883,0.15533373609727594,-0.026527452973212903,-0.015415165535501398,0.0229511205452245,0.1400420684959643,0.04076704521681247
ICOSLG,0.07766865239312634,0.014463965898427142,0.016805453065338,-0.047177133858530014,-0.07607762484318538,0.09712418868780553,0.0677522195731953,0.039519080560937114,-0.01940167810660806,0.1496530266337052,0.010632003318442159
WIF1,,0.024669004533506417,,,,,,-0.03759413428987779,-0.021781907018679603,,-0.017030778024902
NPPC,-0.021440544744226204,0.07400060755309737,-0.019796622467286473,-0.056090655018445464,0.01759685562999314,-0.053283452719689324,-0.01477122768343755,0.07869373742523597,0.08466779351846444,,0.08123609304639569
LYZ,-0.010180041677269795,-0.01496324936618418,0.0001787017581203176,-0.0028826987746038237,-0.18943247007503464,0.017859454870863815,-0.04380579892441756,0.019430056132754035,-0.005587224439682653,-0.034064969042304695,0.0924820095040703
EREG,,,,,,,0.10612510452410702,-0.047106735416982855,,0.004740160820143092,
SPTAN1,-0.024753916545480103,0.05939084024100748,-0.142554234614082,0.061161312236480726,-0.0643275120445847,0.05507501454473581,-0.007834765831971924,0.05474067742001544,-0.006452120632373799,0.04681650252528067,-0.07555585407861458
PTH2,,,,,,,,-0.018718456793042938,,,
LIPC,-0.008226758216386522,-0.021299570993833596,-0.022933816471466632,0.06977724556222863,0.07101144826832076,0.002687612219666883,,,,0.04870270117063203,
COL8A1,0.01648691820675323,-0.015180159599532665,-0.014271944662987939,-0.06933663054563073,-0.021595133102526805,-0.03572414251919845,0.0018460879092333212,0.03794058352444412,0.08057132674432219,0.0022939470779641904,
