,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH916T1
IGFL3,,,,,0.12162500894899747,,,,-0.02982764320403084
BMP1,0.003935772001583609,0.09152560377166036,-0.01213375441873225,0.04846053285092353,0.10717393808116848,0.016781839736271977,0.025807294209764575,0.049071354103458566,-0.004955096520510988
NDP,-0.06031335764828752,0.06059691737036789,-0.0107004180215211,-0.0065563060146030545,0.0646832081731628,0.0394469788037891,0.036834303333211936,0.08444622082795886,0.12702060356090034
TNFSF18,-0.024469139356747407,-0.020472446298530206,,,0.0108153906880653,0.010333503719403529,,,-0.01595439879302626
RTN4,0.043036761107436254,0.006730046766334621,0.00835988340008195,0.0008852307281312081,-0.030912778798121404,-0.04837026581938905,-0.07872548480674252,-0.0396001061315351,-0.03782915948763395
HEBP1,-0.04241562019318958,-0.003372690930822615,-0.017567733200695487,0.02315264168985539,0.028982484393074,-0.007419369876386283,0.03287809376223544,0.07208245139831324,0.0883310369710721
WNT7B,-0.015097881615742001,0.032174374534120406,-0.03462999793072079,0.05072304105709785,-0.05779348660783054,5.5686050459023195e-06,-0.036448415386961266,0.06544105490356616,0.026682396346169184
PTMA,-0.0706348011331125,0.037251020160991404,-0.015838898787210957,-0.04964602739408702,-0.05267926798749501,-0.01841184290874071,-0.026840664151905197,-0.006538088490708797,-0.08666920070914402
FASLG,,,,,,,,,-0.02586950477500843
CEACAM1,-0.015573936606749413,0.07231946753752876,0.006492360666678176,-0.0175285116811105,0.014589285838058486,0.039790715173222475,-0.025733316400590366,0.05130749224062146,-5.770507259995666e-05
PDAP1,-0.08466900519844764,0.05274692233868334,-0.0013300528183397928,0.06481116324526008,0.036658437089900596,-0.02604366169845583,-0.02195433836909795,0.023418446670218685,-0.0006773005062028608
QDPR,-0.08542319711501864,0.028899750779123556,-0.017836852961314185,0.029400881372803243,-0.05505738954207024,-0.025441102832358346,-0.030197705496377663,0.028513762427526734,0.028811082253969736
POMC,0.016594545566164055,0.02257781653279368,-0.011385169922568123,0.05569224506268295,0.025974153343160354,0.04406788725229626,-0.024053575278107822,-0.016883556768569157,-0.015991548187251917
CCL18,0.01580465080475205,,,,,,-0.0470916533529319,0.018430092989953885,
CCL17,,,0.01400193327069722,,,0.020852131729228125,-0.01825654245869418,0.02099819062504573,-0.02344780042562711
VEGFD,-0.01943480756843351,-0.006045053643704024,0.03798917744448909,-0.016770287544433195,0.016106340010484072,-0.016243876483890224,,-0.021930869789524566,
TNFSF13,-0.014666129450456523,,-0.01917156025728901,,,,0.0030306423650976067,0.09870683143339981,-0.03820623368517914
WNT5A,-0.008362968191300758,0.02646941496986854,0.02146638734219022,0.05244963390342406,0.12301396749501728,0.06606241317985553,0.053534269151241515,0.11697865103626655,0.01954779262575929
CXCL8,0.10093014105714945,-0.019760636057464854,0.058778017146229135,0.017832454169939334,0.06464665968158466,-0.010469637848267611,-0.051593956905620096,-0.04391448662650481,0.03352687750558384
GRN,0.029580186989969098,0.03527584378860487,0.08399217072676766,0.06864101804793372,0.04244086645798654,-0.01813426860358354,0.03108950689996165,0.036628925095085016,-0.009397437677753591
MIA,0.0006518204177731304,-0.01876851798160477,0.03134429331328404,-0.03297236558792146,0.042031331588162565,-0.020890690223413916,0.028975839174111385,0.046504400536668246,0.028128932784790388
COL4A4,-0.023341038574551817,-0.03156305710702047,0.004758406965629489,0.03807155594979685,0.001572374908652364,0.018359753573381668,-0.011805417612975178,0.045560279000611006,0.03521084728926877
TAC1,-0.0063956855906123905,0.016104955739565847,0.01205661446544419,0.0011571431821366344,-0.07575425770460884,-0.07225026290604404,,,-0.030824517932188353
RARRES2,0.0132242854898812,0.048641811070904054,0.058387619439939,-0.015860757831337197,0.053898332327032825,0.020180121807871692,-0.000848405741006984,0.003375720158829668,0.04769576283357144
FGF7,,0.02977777445392669,-0.037052165278052246,0.015038076871447594,-0.000595195020310772,-0.036286745974414884,0.00972235191655789,0.023818812828134805,0.09054590701421707
EFNA2,,,,,,,,-0.020843824053651608,
HBEGF,-0.004938270748175073,0.10851208458662559,0.025008471094877534,0.021314829098480342,0.10524291397277877,-0.008695844042161567,0.024545303488687952,0.002838813309626212,-0.0026705153435418834
CSF3,,,0.0018964330651035043,-0.011769766836014533,0.09617296291727503,,-0.025015897773818747,-0.003846018101949816,-0.024686916598030028
PI3,0.15135081315810944,,0.024230931853582882,-0.026210016618935475,0.16372859774300397,,-0.06531137329890027,-0.020883187218779287,-0.05363646834349928
PCSK1N,-0.035652244522348116,-0.028597456578797437,-0.09007634130531839,0.006773524479891035,-0.026776135963342225,0.0581638482862041,-0.019155914718917037,-0.020097873283621056,0.08329452169393216
NTS,,,,-0.009619936519255214,0.11801565150517315,0.04267760636770202,0.0004126571130689706,-0.025394244213956398,0.10718679043496955
SFRP1,0.002963051834047583,0.029381842526442953,-0.0004766405585329822,-0.01913199386299794,0.00800506220541178,-0.008311990163003855,0.009610727942829992,0.03791354314724788,-0.024373335438482358
CXCL13,,-0.00011629328431622412,,-0.018960050244953598,,,-0.008555230231595698,-0.02184447573438683,
MICA,0.035220193771958695,0.03058473539773259,0.02718591600632193,-0.04129345383680008,0.11570840587108062,0.006114059565955163,0.06170083220036319,0.060468896621880014,0.09774102072534148
TG,-0.030605097315753144,0.045661187914522144,0.04329676718934413,0.07271820035705633,-0.009075383938861398,0.02089684753979607,-0.02425838053039597,0.08773069669452789,0.03836431393953349
ADA,-0.006190459494863636,0.02000181724561779,0.002253470206255044,-0.040620434645591744,0.1039105697757334,-0.02233639784415483,0.14039790882863123,-0.02810354460743952,0.015964796115448005
LAMC3,0.024189964676249263,0.03581941188359572,0.031337093718138954,-0.015793296609095796,0.06475023964414413,0.01692527977792365,0.06939080393642852,0.029142676526754143,-0.007863835458895749
CCL7,0.15356703023642565,,0.04435253606184684,0.003673008824915644,,,-0.02736234900119281,,-0.025869495576121313
NGF,0.04431216816788641,,-9.217222343382344e-05,-0.026831692749295293,,,-0.01811744406062235,-0.020563647991023552,0.0008141870977058385
TNFSF15,,,0.00763406660561285,-0.018611739011515048,,,-0.026675217749366945,,-0.0009154258210156589
HMGB1,-0.11011586187425614,-0.008120712381229847,0.002473557764266464,0.07162659706167265,0.014226088081843913,-0.03114675280147004,-0.05220782356338378,-0.00529816274851684,0.019053305184873075
ITGB3BP,-0.010330366765636326,-0.00028451322828385294,-0.022654833027193556,0.05723086015660547,0.044712540846998904,0.007371919753077508,0.03898758807599217,0.018126787733793358,0.061334948999317435
AANAT,-0.017935635872550856,,0.010279790201629804,-0.01677028993848625,-0.018352668424076166,-0.013813599431121136,0.05047468221972054,0.003223646909540752,-0.011752765890063816
