,ZH1007nec,ZH916bulk
BMP1,-0.05862735466553307,0.05517280155393365
NDP,-0.15394145789431674,-0.048172397297867015
TNFSF18,,0.06506828812064555
RTN4,0.07103138963430067,-0.09425596303366608
HEBP1,0.09706852148073851,0.0339707604019038
WNT7B,0.2369200383950292,0.028775941058237137
PTMA,-0.1107283617825676,0.017930303523683376
CEACAM1,-0.03063799852072065,
PDAP1,-0.14665516034743667,-0.022395954939842696
QDPR,-0.09490612306167377,-0.05568702763967562
POMC,0.10664658680500715,0.04055815623927104
CCL18,-0.058683554126677126,
VEGFD,-0.01059678739700286,
TNFSF13,,-0.025267180998237732
WNT5A,0.030154020287720868,0.07775398460752406
CXCL8,0.2137385723527876,0.074635413970204
GRN,0.06105737398550912,-0.047436503428659134
MIA,0.011828711452399833,0.042955579449844065
COL4A4,,-0.02823990066768452
TAC1,,0.006352146866735268
RARRES2,0.048402994233442506,0.016809515346282885
FGF7,0.034478929199752026,-0.009312005387906885
HBEGF,0.08811172524479784,0.08166004652275406
CSF3,,0.0038462270559739002
PI3,-0.07065993427925855,0.028116228714540805
PCSK1N,-0.0060361677151400325,-0.03595635727802929
SFRP1,-0.047103837586338626,-0.03705955938076128
CXCL13,,0.01907906426262085
MICA,0.07713013122207929,0.05336983751879493
TG,-0.04123149959814211,-0.02655271245784534
ADA,-0.05828862128295322,-0.01791510669333628
LAMC3,-0.13180688142658054,0.08141601481076928
CCL7,,-0.039876947336028944
NGF,,0.07395030675277259
TNFSF15,,-0.0009979910628789223
HMGB1,-0.11497657920626386,0.006447495782752657
ITGB3BP,-0.01837776831395969,0.018032488741972705
AANAT,0.06764862842058228,-0.018137924589932273
RELN,,-0.01793627055298571
IL15,-0.0372802720650932,0.10116410770357445
UTS2,0.0230873351033144,
BSG,0.10411882350787863,0.07472187254565789
ADAMTS3,-0.16044517609695924,0.046977126009750965
CD34,-0.05556239513784926,-0.04711252108193782
PLAT,-0.09134068166823558,0.045273802930859045
CKLF,-0.02462668587250097,0.010918430515546456
CD24,-0.017347279621249743,-0.05105389305405887
HSP90AA1,0.07410824992441174,-0.033310327434804665
BMP4,-0.060401132970834936,0.009502276178878081
SCGB3A1,-0.011795336766035057,-0.006395589544841306
IGFBP4,-0.1198460669420931,0.04814642326717813
RSPO4,,0.20171817864037697
LEFTY2,0.061002919768411004,0.00251762712716756
PF4,,-0.017916308604371056
ANGPTL2,-0.06419092548369239,0.04537540449612462
LRIG2,-0.01809321688003775,0.012106912284234118
ICOSLG,0.13488414361605594,0.0357105634727844
WIF1,,0.07946396630955663
NPPC,0.09282958303915256,0.032983358550995455
LYZ,0.13349882571952063,0.03838867405232158
EREG,,0.07782685963679044
SPTAN1,-0.05541579981768071,-0.02023643413385344
LIPC,-0.017339351947767256,0.04785946362925277
COL8A1,-0.05126223630997377,0.020768774108050985
GSTM2,-0.028338230776363278,-0.016929675380796507
IL4,-0.017611232112780945,
SPX,,-0.06070472378102931
MFGE8,-0.06116885285983233,-0.03427683107818349
TGFA,0.11911791455662536,0.062076530338323596
SLIT2,0.07795730263916198,0.06264948865281869
PLTP,0.04294001249014143,0.07223895701909146
APOD,0.045826935910860636,0.012770886335493331
B2M,-0.0005102855613280331,0.03403344339085448
OMG,-0.08894875225631756,-0.04509601264834544
CXCL3,0.20203778936955616,-0.06736633576051611
CXCL10,0.03582124181215065,-0.017677908811382686
RSPO3,,-0.027127650495754798
NCAN,-0.0914385152009932,-0.020613880773104967
PRG4,,-0.024937060708422797
ZG16B,,-0.015284448732765117
TGM2,0.17756172658088018,0.04216443096428687
VEGFC,-0.06452488703454716,-0.042300742456366794
WNT6,0.07317394851507983,-0.015793421206461943
NRG4,,-0.023750883116490172
PMCH,,0.0034696172577949164
COL9A1,-0.13662990370872083,-0.02250339506456352
GDF11,-0.03695053376960399,0.021726646453052202
IL24,,-0.026552697210536658
