,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03998169118051822,,,,,,,,,,-0.03248968570666783,,-0.030633310576539008,,
BMP1,-0.04585427718781588,0.2039431975994731,0.01376952041765899,0.00817007509061511,0.0018096224681631353,0.007525107182621332,-0.05155280307638188,-0.16425965408508506,-0.08978956351464688,-0.013731481765264928,0.01522666197084065,-0.16121449314569206,0.14972634238682794,0.09917191328514005,0.10754231558371967,0.04102771985364548,0.008056114093569705,0.1734166856268929,-0.055910930404167655,0.0329260367928425,-0.044436086174363724,-0.02665720735738775
NDP,0.08080629744118707,0.057901734615335536,0.026730289593556052,0.021005225655013577,0.02690837140774553,0.09058835062447755,0.01843356561985876,-0.054111189300723186,0.013265663377868808,-0.008456374107793325,0.07054684652921782,-0.008499985319575382,0.10277719769610522,0.002326920130191015,-0.03826717085567883,0.10535581882456757,0.10342321321340431,0.15103190889843154,-0.05501761556659056,0.05039059552500867,-0.07246208001975796,0.05926476193561563
TNFSF18,0.04503326380966286,0.009628070293645017,-0.03725538729647345,,,,0.0027624707569761054,0.04621029821565721,-0.022388188072530547,,,,0.05022722773463642,-0.05182695654980271,,,,-0.003118240739220804,,0.009756522757292186,-0.05885144090609643,
IL36G,,,,,,,,,,,,-0.020265304678151602,,,,,,,,,,
RTN4,-0.01513889001640962,0.01064710037598057,-0.0010856114698571226,0.06947903502674264,0.007742858017049596,0.07383750700233405,0.10109944590984547,0.19351447822176282,0.001259458435821737,0.07984464910500486,0.1877776737745115,0.17146799462367454,-0.01053342323726097,0.07450050430096407,-0.02957139668738905,0.129773567550629,0.13621760322957177,-0.21110443712231047,0.2449763837519121,-0.0519005233079949,0.14965659313776314,0.008752640835667224
HEBP1,-0.06847768595318987,0.07110877555429074,-0.02802721061598561,0.01992699656728509,-0.05173053698236101,-0.028932095055093948,-0.04180558843626314,-0.050916079033424023,-0.03077103843371071,0.0007141875726674926,-0.06998351284230024,-0.012421957005790855,0.08174863755942795,0.08764490148831623,-0.047155169555710204,0.08377631071636595,0.09537109958306371,-0.033956556148752745,0.020637108598194263,0.06369022572955729,-0.03642680135834025,-0.03638556602399423
WNT7B,-0.018408448961110217,0.00835616315704261,-0.023141891717890405,0.01876044730133891,0.0057117783222438955,-0.003324973621723111,0.010804204669091698,0.23649822751009772,0.03001835068587953,-0.007805744592759494,,0.13189259148907656,0.070415968191253,,-0.033189178885040097,-0.0005059747391311325,-0.018990304158744788,0.0016838180961244928,0.045470029703138924,0.010987066234875522,-0.04188653143054984,0.053548614492328485
PTMA,-0.04604297813596729,0.09290981546491861,0.036773301895249494,0.15855814420486916,0.014413473249985742,0.0023182279735379746,-0.10389954132146126,0.04678762990413186,0.05794596788678205,-0.09313940198633061,-0.16267111828065522,-0.17659817152224738,0.16066500744933349,-0.00401420039706208,0.01863692192114887,-0.05756741974214183,0.018397076315245425,-0.16802828076679305,-0.000265038690892291,0.026798180790519915,-0.06267417164902328,-0.11008172308658119
FASLG,-0.018408454165131583,,,,,,,,,,,,,,,,,,,-0.026568259812327365,,
CEACAM1,-0.025560299713318028,0.045387572875263016,-0.017760010002419443,,-0.007196743824705688,-0.012168958271146784,,0.018269041565189388,-0.02724205830634387,,,,,-0.036443146233903795,0.019834714291372763,-0.02880495253452815,-0.02461005697802104,0.03048198331958232,-0.02265716746598228,-0.03696583136176771,,
PDAP1,0.06035315638663108,0.010610726823912972,-0.01585443010525441,-0.054340202988628745,-0.025706820364554937,-0.05166371677701829,0.011874324580249519,-0.07804461092155829,0.05011757991887869,-0.05927035343159922,0.05391587919278641,-0.13841840644639877,0.03843676106656462,-0.08264709099813755,-0.06912062546629286,0.08835087001971713,-0.0333272659878503,0.047933141239434596,0.07856962413581194,0.04854902420349407,0.009643439597645827,0.003529597720283628
QDPR,-0.008011326644817426,-0.0737363066745834,-0.00533576883079005,0.05500003068259723,0.008143784965007323,0.08090288338690393,0.08727538816385715,-0.015911536455319952,0.03412291505389494,-0.01903917887950307,-0.14855828576203045,0.0314889548013375,-0.07415452283651781,-0.009815529971917158,-0.0018297010396000008,0.048803985113436144,0.07305206109117073,-0.21627792824026992,-0.07236742610573071,0.026608198449989056,0.06531966362501665,-0.14330240969716215
POMC,0.026523731348961455,0.11981790502975416,-0.0315567042961706,,0.059879540492898446,0.0602429284412367,0.08105213358187302,0.08931863573962892,0.017020969322340346,-0.037721898306203844,0.025861168181610012,0.02369793125714534,0.21209855914551323,0.017883062449424874,0.043327795194846294,-0.005624893058344988,0.07654260502494675,0.04829265482798523,-0.03729029540076881,0.0694914935464349,0.03514519367682785,-0.026897465629393085
CCL18,,-0.04738511764731946,,,,,,,,,-0.04468381722012072,,,,0.11393482475945269,0.05652590320630567,-0.049314534692830765,,-0.07720018456103346,,,
CCL17,,,,,0.027065366211413148,,,,0.023119808265532716,-0.026639801891448694,,-0.018512931155296234,,,,0.03567930130501299,-0.0030667556017461156,-0.030788634122708478,,0.010214957674161284,,
VEGFD,,0.035395722456110564,0.024597688869641438,,0.020970095192176713,-0.025522999381767743,,-0.03879058154005501,0.028663255165104273,0.023169295037172164,0.03176995857948382,-0.01984088172638207,,0.011913514591779263,,,-0.010071522374171521,0.04718440273327212,,,,
TNFSF13,,0.05869231505300743,,,0.051536796426316055,,-0.02512391638143638,,,,,,,,,0.06555034738267079,0.10144336701563851,0.12338084417487552,-0.0261224528414702,0.003983806038535071,0.04511396048879793,
WNT5A,-0.027629592616387307,0.0890797087902243,-0.030206189905090584,0.10301162962579395,-0.00907040337819042,-0.0320752013653239,-0.10338150334705311,-0.12284800109652472,0.005608869792177161,-0.006135178565419439,0.07352961731562105,0.011180661895021706,0.036956129471048656,-0.029503315024020607,0.022481308275447687,0.038565671760422644,0.10314471287891253,0.08078590832582752,0.056480761914717875,0.04639990068194632,-0.16389751878781544,-0.06786040985669807
CXCL8,,-0.02266149031547797,-0.02381830879817765,-0.13401021578849912,-0.051970330973052904,-0.03369013102862766,-0.009082217206241012,-0.02806297410087628,-0.0234914991763168,-0.01819707206856199,-0.07482081043003598,-0.05965393951489827,,-0.06819149264225315,-0.0371561782351079,-0.09245408331673591,-0.2872301512981431,0.07682564566580219,-0.043959419459424325,-0.010831305897186084,-0.11896476950298923,0.06064036934972843
GRN,-0.006741380045219535,0.18484595390991562,0.03759731798677452,0.08562603226277063,0.07863630804227154,-0.04768331545574751,-0.11897991318473607,-0.17213752233707205,0.011918597068220653,0.024937419214373042,-0.04869929941112829,0.042656292137332984,0.028305945595736057,0.1628746195671612,0.037449083141833435,0.06653670710069615,0.09557084422618307,0.1993722166275397,-0.12363239070766198,0.00045895317298166546,0.13349104683941004,0.020406733336602367
MIA,0.05174391742922271,0.02031690968718949,-0.022622468005079163,-0.03385833687646305,-0.048014291301458074,0.02782580107431926,0.005216049621877258,-0.042957075288918095,-0.03239905773165102,-0.022223336455649507,,-0.027172996783483,0.15746577802823303,0.0394355488722435,-0.0043425337229161046,0.08312186767476833,-0.025150037451182723,0.11537855980530097,-0.11850503448420514,0.08921740367480062,0.020655526373072042,
COL4A4,-0.02131923298141447,-0.028600884706217904,0.01899388361866567,0.02925997601124678,0.03692068318396626,-0.033887810619129696,0.008292060670883101,-0.03939898901069064,0.027836744164548972,0.039988972646226105,,-0.026358814973660206,,0.013278063384105185,-0.026681521177881338,0.025070783832781295,0.04164731719391296,-0.004126581336620915,0.04342839018321294,0.05377874112175746,-0.07155424906980991,
TAC1,-0.018408444149849105,-0.030860019895684987,-0.024359991527308236,0.09933004477577939,-0.01980461377774698,0.10833647552320222,0.12378201706502273,0.23582037210835005,0.046923412296187274,-0.023129442049786366,0.12782171496885772,0.17014253447946254,,,,,,,0.030840837441047483,0.019691776334658618,0.14140025471646628,0.12590216708603813
RARRES2,-0.006036041650113608,-0.06962008923762338,0.07783353418891373,-0.006655466273835283,-0.0010238282101778014,-0.03355529651988787,-0.05486137055758819,-0.1477330406705444,0.07674906567203373,0.011307375473518113,-0.052722654751216964,-0.11849951317176058,-0.03452921610870776,0.026335890900224913,-0.07406287865645929,0.036585890825341534,-0.028585326989785432,-0.09520062472063931,-0.07200727826550193,0.009636042531535514,-0.09078330682110634,0.017015812152502804
FGF7,0.14874433182152583,,-0.005930335435582591,-0.021840928891358746,0.05108200457412197,0.0436595810894099,0.011665992780265498,1.8405547465816933e-06,-0.05264416750230494,-0.003027332576224423,-0.002397834966226679,0.044367695324354514,0.04369769480992279,0.05335073548598215,-0.05492639384372922,0.04964849679997477,-0.006470038665133526,0.06586670767038483,0.039384874046467455,0.05802018665770839,0.02616334567286798,0.05532877052543416
EFNA2,,,,,,,,,,,,,,,,,0.08157797126389246,,,,,
HBEGF,0.02235140935152486,0.1763338986348854,0.035848628631599634,-0.06875480728665125,0.002341611384486344,0.00895464674121223,-0.023358715326762595,-0.056038430278501326,-0.07205934300488685,-0.050182177685948196,-0.025452596825320833,-0.06358541716175489,0.13360516941970776,0.15382035363495497,0.09438941056993748,0.017403477008928244,0.043216064656795485,0.007295837064553205,0.007849545621054858,-0.07655106683819608,-0.042227287930396075,-0.04895269074528972
CSF3,,,,-0.0348725096461448,-0.027074203722068688,0.04682862469642922,,0.05775157831763859,,,,,,,,0.00018952367259200833,-0.13253593276792972,,-0.09107717297276863,0.10901701539198663,-0.032081880278144605,
PI3,,-0.0023672516934276034,,-0.02968500602931019,-0.020331285816314822,0.030057949252032277,,-0.012870191379259072,,,,,,,,-0.047101428690409806,-0.19994344399945344,0.062258723360526784,-0.08649259968714806,-0.05508523022607017,-0.013542638974935689,
PCSK1N,0.017118380581429827,-0.05244652611802609,0.0450122452182121,0.13041604775896104,0.0304669849418886,-0.006829746117665104,0.038743630359569986,0.11592520566831094,-0.01441167120590446,0.006026111249516709,0.17884966114454018,0.17971213539159758,0.017838663089585375,-0.04555638470989958,0.028951498162121808,0.12198978833102325,0.1473159317320367,0.12799569118330104,0.20686579821563222,0.04228718538222062,0.1429418717563158,0.17189644702676182
NTS,,,,,,-0.04896239807101398,-0.0417655407655078,-0.04390052616832718,-0.03330263438017055,-0.017716218757170173,-0.05538922673628224,,,,,0.04618375143864999,0.038856754911317695,,0.07727197633517265,-0.026576501828383153,,
SFRP1,0.007498182338602139,0.0164419495149731,-0.03870665166498033,,0.02343714899364961,0.04849305933854858,0.00015134281939825175,-0.059164313408838536,-0.007736720371682032,0.03818955968995916,-0.037398141662263074,0.08037315102936206,-0.042738832934974075,-0.0025529470190059594,-0.015030003621198969,0.06856547653532469,0.13729924768455207,-0.023958977269682498,0.09721934869468009,-0.03667295508906497,0.003946711713231032,0.006682516067047539
CXCL13,,,0.014270777064360985,-0.02532156821581495,,0.07525983120194342,,,,,,,,,,-0.006360875113386736,-0.05413570627376787,,0.01953496228358641,,0.01873893635079368,
MICA,0.03300402935615719,0.16878313201830414,0.009070987891784328,-0.04710251855943759,-0.05140995406906968,0.009736937239392082,-0.007082965891977195,-0.017213185365680343,0.0053182969817115264,0.012450731612478049,0.0784323532190857,-0.1004839934844781,0.10426074548400632,-0.0321351728665891,-0.047661869405301566,0.034059206200901075,0.061512084961583176,0.10984124420624987,0.04425005490990672,0.0574363038992081,-0.07082385632851886,0.014396995084122979
TG,-0.021319228177043233,0.010903684813937506,-0.024150035240014942,,-0.02796227603603769,-0.00012639640849252437,-0.014289390252037147,-0.0428000103646312,-0.0074078584849099505,-0.019279108942274862,,-0.02780903482424658,-0.01226798543691803,-0.03996550828292773,0.0278221306371317,0.03526745398726134,0.022892627865050003,,0.006926480261022785,0.026092799161142464,0.011267544758656486,
