,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
QDPR,-0.05978539656619123,0.1831394779669276,0.10818388642700491,0.012245355736507911,0.09255891372166405,0.01969813335131973,0.25305680167868266,0.19156308424775742,0.26178799906797595,0.1958522039560845,-0.00702572094562063,-0.48237797948139816,0.13503120978903999,-0.0159941490381335,0.06469411498024522,0.11092015263231149,0.0906759276262638,-0.10126785580505382,0.3411407277801145,-0.019046225783456522
POMC,0.05938120190553406,0.11467413223751488,-0.01308542806877013,0.04295254395246381,,0.14521531145190877,0.11403488899049105,0.004792195073866661,-0.0287095419327326,0.024579211603228717,-0.016515839501647752,-0.08755281382900443,0.15175214372287085,-0.012359079441392983,0.012962939377227083,-0.009936298268585674,-0.025424263870977966,,0.012928499138091055,0.05276343546657203
CCL18,,0.049216174087929915,-0.006589093365927596,,,,,,,,,-0.24541428091074466,,,-0.03703762388029754,,0.0044794270526045295,,,
CCL17,,,,,,-0.025732291079545777,,,,-0.0030967062891906496,0.0009235685862871365,,-0.04459247211965497,,,-0.023727228962406775,,,,
VEGFD,,-0.05409646736109751,0.04589041310764437,0.029875532267167795,,0.0035494532565294046,0.05419350237322412,,-0.1093766287635792,0.044393041481826524,-0.011493940176004434,0.038831267898682846,-0.0033409497102512395,,0.056203023783523674,-0.025024903162282813,,,,
TNFSF13,,,-0.0343420813615945,,,0.024904626322293403,,-0.0027890693481135865,,,,,,,,-0.025444384583131807,-0.024726632771537495,,0.014660617782931698,
WNT5A,0.06133609443779799,-0.07870425077463741,0.027136064800123216,0.04124128726756444,0.03635629131097546,0.06186750540554984,-0.0768273833937018,-0.24441856381886895,-0.42072696529917947,-0.02982531132685801,-0.05413243030124381,0.06272126080753745,-0.09920646758902517,0.006874836163119339,0.004840556036832951,-0.012270908669538425,-0.09446194442531072,-0.0461402645437955,-0.18277374201314223,0.1461383138296652
CXCL8,,-0.15212866214724374,-0.09331231700360557,-0.0350910177205084,-0.10163250562401865,-0.06614318400472202,-0.19603676006163356,-0.08652640805358279,-0.17307702400757385,-0.1461475997644683,-0.0645219847664084,-0.21686549493493634,-0.13713925991933434,,0.0667561329622619,-0.0024345517247382504,-0.029668639229080054,0.003738913114510783,-0.2483253514312412,-0.04544800340876907
GRN,-0.09523931738839385,-0.11668295816590783,-0.057629957868938035,-0.04071461309120472,0.03182082548153192,-0.021327976856773408,-0.14622946016738442,-0.21462890615800204,-0.4952170722602819,0.021556919315142177,-0.11062607761136066,-0.44915222832141566,0.060117888839594714,0.12747538573048323,0.03362113536536296,-0.06875532941857523,-0.0068692085009197665,-0.007856023311243817,0.08363296363273003,-0.01014853439132493
MIA,-0.026112527543646277,-0.023758998788218442,-0.01583002479045803,0.008567023903962816,-0.05874415523287329,-0.022753397878885407,-0.11348668660314526,-0.05651202575066859,-0.19796046462498487,-0.10522292896238593,-0.004815309092738146,,-0.024722430093039295,0.052985230809081,0.05102577290576349,-0.0003367882653624244,-0.17472024761977453,,-0.11792139087791136,
COL4A4,-0.0029983788637412065,0.030207082010427152,0.018010858311209604,0.008949567434466654,0.0009169035450537212,0.03882971031795877,-0.046272576990049656,-0.060938968250584,-0.04572695828953452,0.008130514927227822,0.05452981535129038,,-0.08256895759013655,,,-0.03654987822541982,-0.011711635062468747,,-0.12606451961392226,
TAC1,0.18929874781036665,0.3718831548474606,0.18594374513204598,-0.0004292750207127759,0.15572033562939563,0.25443459953747805,0.3246346096275566,0.4093055417575334,0.5789418603254481,0.3955861087702025,0.14285608878797063,0.45012746593185776,0.4649361234946384,,,,0.23328473909997077,0.0649658903741211,0.49446274002045426,0.21985208369039097
RARRES2,0.10626640640091639,0.05420411683978002,0.040335230655939636,-0.011282234691365793,0.026540281281916826,0.08694605256108918,-0.30378485446217185,-0.19912899605746123,-0.5516515209787727,0.26458119729356977,-0.029628415868193963,-0.17465763666945988,-0.21159542683202245,-0.03951253779950628,-0.00375657153269621,-0.043654688588418394,-0.045432760279324684,-0.0962686986577695,-0.2244837920264816,0.08055899768134323
FGF7,0.009488698843925643,0.010198871283650877,,0.015656986095011753,-0.0017068193669771989,0.02430115056268839,0.11971321684792617,-0.04699125571129987,-0.1338203418665875,0.04229948591044084,0.02409233786683401,0.023564663488841738,-0.030072771746198674,-0.07188731219381181,-0.01610295365389637,0.05305514869449265,-0.07369898578897396,-0.053382348816611684,0.061202988496754374,0.0008521876801895577
HBEGF,-0.033274216706332155,-0.05883642836293657,-0.08564287472658257,0.06042399931158648,-0.03175413797783883,-0.010725118674109343,-0.1317446066517249,-0.20907720364616847,-0.23433139640642728,-0.33162988694133816,-0.0067854156383452885,-0.2626898401480046,-0.08784715714690396,0.05485182828544007,0.016611191601387673,0.030595722176959935,-0.0922403801736524,-0.11941735292527869,-0.2396278408903782,0.06919377742074263
CSF3,,-0.0634718187775027,,,-0.07059994670034293,-0.057996174440650486,-0.065275741940744,,-0.0318921898728799,,,,,,,,-0.03156822928388912,0.03739573978851958,-0.12597237897167354,
PI3,,-0.037292405854104614,-0.010669296921138705,,-0.051115476453608526,-0.03946948604864235,-0.08383400675606391,,-0.05729658138781618,,,,,,-0.016332360931259664,-0.02016015082718142,-0.12195113113575849,,-0.1084405806273983,
PCSK1N,0.03770871182116801,0.31244412676351513,0.10049917920120593,0.02949901132047197,0.09601151779408514,0.01823597755151055,0.08552900723363978,0.17386707120236167,0.29729311245738876,-0.1580838348308427,0.2136413837198958,0.6615718126734357,0.4920456754777772,-0.06071894216212867,0.0015304731839961834,0.010425424461858481,-0.15310712098678375,0.17603750691065698,0.45703097286508365,0.2451090826334916
NTS,,,,,,,-0.09164050317813748,0.01114598572258485,-0.09885798332647919,-0.012776141175237218,-0.07239273762296118,-0.1109594754360839,,,,,-0.050195626433150904,,,
SFRP1,-0.02902740273315319,0.042497958017371266,0.002525814862522793,0.036314921025108624,,0.011367403309177834,0.11852097359229373,-0.07281189971852116,-0.06010273214226227,0.07784397540556737,0.041497606819764464,-0.18544444867896415,0.06153473424450167,0.07655189052185701,-0.12940138432662124,0.03507021939776701,-0.06037988499557373,-0.07925681018357411,-0.01773644835012611,0.015426909122589403
CXCL13,,,,0.02736476566272034,-0.013025111474112266,,0.009796282438268791,,,,,,,,,,0.007883503315143595,,-0.06497859043911508,
MICA,0.007100638311511697,-0.09665477118462915,-0.05029215695258955,0.07715648439464053,-0.015090133434618071,-0.02047397595689525,-0.025884839255111085,0.056853717848601826,-0.21139052054631563,-0.04581330567279368,-0.006773205030257474,-0.04159687610811755,-0.1975214716194135,-0.031719200054414115,-0.02850642888834061,-0.02325826864722158,-0.06396199422579375,0.008637735527454518,-0.06223378147647857,0.058075636938294255
TG,0.01814141979846317,0.019821695669208772,0.09368203897517002,0.062298544971676424,,-0.02862518283253083,0.02678471757723123,6.847157320535799e-05,-0.040065994150038094,0.011442665898363394,0.030996930182695615,,-0.03906473598730863,0.04545087555112927,0.0866979754476204,,-0.025981137796387343,,0.03838494203495969,
ADA,-0.005288946085962589,0.02384806749556565,-0.07997392251498228,0.07340145504801587,0.06981067707866445,-0.009248135768438895,0.028446473443614492,-0.04446023827101279,-0.39541681415356433,-0.022721055383021622,-0.040280081339206276,-0.26336326565920126,-0.08404759976084311,0.06174700313440792,-0.02208718732942563,-0.0311066419763848,-0.05031164008711794,-0.07168259337144936,0.019793929221419846,0.13881549796281187
LAMC3,0.06259099617803902,0.08810417766921873,-0.0847612125172112,0.01999042444510438,0.10943349979965662,-0.011253259724883892,0.060118875016188233,-0.13715853527275768,-0.3272420879069432,-0.12155268743549062,-0.09254609383173583,-0.10056058930490212,0.027580429678268233,0.030149521122069232,-0.022383529126111114,-0.031435425752144835,-0.08360247029130166,-0.03052621950693387,0.06908204623847736,-0.02674483101995185
CCL7,,,0.05265307246695818,,,0.025562564070763336,-0.04830044081399933,,,,,,,,,,,,-0.1493515097050158,
NGF,,-0.036567919079278755,-0.05171894345498089,,,-0.027742638307809014,-0.0009711959733689941,-0.004958404045481939,,,,0.15347603584944122,,,,,-0.039248757747141594,,-0.034748899712696533,
TNFSF15,,-0.04523907970193088,,,,0.013850226752651447,-0.0066672623140253216,-0.10722553910950545,,,,,,0.033759667971552054,,,-0.019603328425668302,,-0.12048226133442867,
HMGB1,0.0016820357361005244,0.04453000118238948,0.09616454828548733,0.01727936531086853,0.13008614335941548,0.017009893700345835,0.024654591563991305,-0.17373060445456046,-0.484545918625427,0.12774852580577503,-0.0610322476431474,-0.24652635668857698,-0.019794529041586892,-0.028374985423111145,0.013104021201354274,-0.049410326607066284,-0.06052390967848169,-0.07208903228645439,0.06864499136556663,-0.05730802769845663
ITGB3BP,0.051902513385208106,-0.18053486907705668,0.022036163733869102,0.0180622200512238,0.08541016642453232,0.025654349914421202,0.008338979189525645,-0.21420512323275542,-0.38139158746956414,-0.07133601034120975,-0.011490601915148816,-0.019520212815565242,-0.26250168647049227,0.056126295522224486,0.10114901779688368,-0.022171388845246696,-0.09425255723889422,0.023916561518131266,-0.05195674089190851,0.0983977366979683
AANAT,,0.02019041048627342,0.005222371951615002,,,0.03368060359943932,-0.02101729016228779,,-0.02386187482153525,-0.011848382004507288,-0.003922674269661192,0.01352256386654832,-0.032466320004418084,,-0.005771379632834386,0.16443741034689993,,,-0.02613313512315709,
RELN,-0.019154043024169728,0.04960957486630871,-0.02152108507562202,-0.03690910024144848,-0.050150678440151794,0.07652587848636044,0.14751749621015808,0.1031264641477159,0.30880841557951977,0.08779967008551252,0.01738556004509063,0.09867546888122371,0.12054924315250735,,,0.03360259784735074,0.07435183902728924,0.02942280048072874,0.11024649477177785,0.013190572634847363
IL15,0.026905599923972574,-0.06430657090579543,-0.02594126026917149,0.02504669159718642,,0.05909539131443411,0.025133503023570793,0.05930902583303646,-0.1561921924181591,0.032229259307076694,-0.038662069145659644,-0.08323271033371737,-0.028222696695021726,0.0009233944623964659,0.014960251387019645,-0.03654987359358589,0.06348566154286545,0.13872684180172776,-0.08844151750632594,
UTS2,,,,,,,,,-0.22777744198862238,,,,,0.010430767174425917,-0.05469687930898146,,,,,
BSG,0.0946432401417615,-0.1517708793964693,-0.026362284108426687,-0.015299143555975411,0.05310660817099038,0.020997964981936033,-0.08883678083457124,-0.04360818614309426,0.22542676305089734,-0.22398692819106142,-0.001447183539918482,0.4470864369262068,-0.32610940904964614,0.05984683043693244,0.07045829216836252,0.02112928320227565,-0.050528595365071115,-0.0586290252181634,-0.11311134259937658,0.25537258420303816
ADAMTS3,0.030592712353123833,-0.07837429425028533,-0.020895052206729176,0.06199638497303601,,0.017326303606518694,0.02183902068531419,0.07539298526021816,-0.507271572142324,-0.01652781067883945,0.00549034659124416,0.05575487767162112,0.022708944669444318,0.05932177245461508,-0.007494833867203078,0.003335245866319422,-0.03961864816769991,0.01886447922823246,0.04835926831186692,
CD34,-0.0016313455345231195,0.17372465553917435,-0.044819809073755934,-0.020264279455210664,0.08615597316697556,-0.012875150613059874,0.048978068496597284,-0.039265806776494765,-0.2856081659106795,0.04380591874970306,0.034128668285270204,-0.012334764113672982,0.05424106601381341,0.03571036055390295,-0.047512713569907924,-0.04932340542683002,-0.05579819027359759,-0.08841149867934897,0.028242348887853815,-0.034061794313569684
CCL23,,,,,,,,,-0.07368029397455982,,,,,-0.017586337925209652,,,,,,
PLAT,0.0870043864472893,-0.010667524886822743,0.08205964800114882,0.00016454441234285764,0.006992324832608321,-0.01725194017733491,0.016808951246962682,-0.29503342238049735,-0.46991193996017583,-0.36220515384929386,-0.003154337898508663,-0.018426144637036505,-0.1902043249523361,-0.06640767137273312,0.018652098260901244,-0.017630973183700663,-0.24567179526858549,0.0050999351265917725,0.04505639924734537,-0.08318576255126386
NTF3,,,,,,,,,,,-0.03337473972112142,,,,,,-0.057047601624411526,,,
LTA,,,,0.023167228282288017,,-0.010985172922537761,,,,-0.05351402545147107,,,-0.0721469782130354,,,,,,,
CKLF,-0.007881519773505645,-0.047263145242376306,0.028756781117974112,-0.005246745953853242,0.04282975793539109,0.0026591604525919594,-0.042120403962979704,-0.28555845477358466,-0.5767984396936626,-0.028572682904946613,-0.051737212803902255,-0.34701357085009493,-0.30336053214619063,0.049179620153178234,0.004773629200472124,0.022116055911733754,-0.148070918947209,-0.03593533263066135,-0.1452012092398665,-0.004296551779517122
CD24,-0.0029567516246004275,-0.09648414447446618,0.135260544703458,0.09463132060767289,0.06063374409242479,-0.05740798730425229,0.07978510048558929,0.0003145102069032377,-0.06690980971165676,0.22544614078107722,-0.25085529239973425,-0.020498474042200312,0.045351154869933824,0.05021715617360053,-0.03251934477010522,0.027710259940178117,-0.06321555535154756,0.10093242036403573,0.0496968997962917,0.040649923930696066
HSP90AA1,-0.08321031604034007,0.12645087678727865,-0.00566606646916558,-0.02393622750250573,-0.09448711095500818,0.012807362813940498,0.3092237143665748,0.40631638091404815,0.6036941268645242,-0.028646076398908107,0.024791356354851416,0.6498220154546618,0.5221633821001936,-0.03775758102924518,0.037907281079833106,-0.04091823743268781,0.07871739473245484,0.08104202612907195,0.3063411748150688,0.1707709290000896
BMP4,0.016369438135612306,0.10936283394587427,-0.02766979210244032,0.04057409193490084,-0.012242262779580619,-0.019782328517429396,-0.02621874745937335,-0.19650288860085618,0.05257564252094063,0.09762497500882611,-0.05294208657995933,0.0945753855044868,0.014272686171375082,0.020423891674441644,0.0604576415450005,0.002193112682294093,-0.02188844556581181,,0.044728285684640164,
SCGB3A1,,,-0.027698201111467532,,0.048169262162408286,,-0.022195804417092024,-0.01688076258403284,,,-0.02989085599496281,-0.035225542561510295,0.09593055300469468,-0.03938513512579774,0.06710579524459181,,-0.040709927426938415,,0.03537061346714318,
IGFBP4,0.03560947163297537,-0.0008620487659133563,-0.07256200532362347,-0.0007253220625917629,0.041027964443035345,-0.0872237030806708,-0.052546529758618996,-0.2611152611485947,-0.3380721131937195,-0.21339244869811386,-0.021484832450069866,-0.2243866538247699,-0.1074129924160795,-0.018775341785857977,-0.023729034092247914,-0.04136157998803687,-0.19439967765112945,-0.13271458849061968,0.11745888468441164,0.16308861084432388
RSPO4,,-0.04467146223644658,,-0.021445791165719437,,0.038400530646040036,0.0012757326596386184,,,-0.03481881695778239,0.010967488143863615,,-0.04746502031320352,,,,-0.027416403602765368,,-0.0813694814089277,
LEFTY2,-0.022875820484762315,-0.05721843492233311,-0.028370862778322802,0.01586590466726042,0.025132077233432373,0.0253841911679224,-0.05562207200736368,-0.11394887920292614,-0.3841452068224552,-0.09768034367066251,0.018367949103279504,-0.0553637164132002,0.00221067204711422,0.019374636366064617,0.017935945832559128,-0.06797479107686902,0.01643156287669606,0.006086612823177324,0.060045685300261366,
PF4,,,-0.03336479191230666,0.05861472905504905,,-0.035332799912697214,,,,,,,,,,,,,-0.008184008480026359,
ANGPTL2,-0.035649314276423386,-0.02563043518655492,0.006448564978085354,0.03979663543958716,0.07478093060318308,0.032634792073581095,-0.07245993281799476,-0.3998387044820116,-0.4339910359586114,0.0642455988619081,-0.058152039708392854,-0.33593123013676,-0.4400265373502622,0.012321260844600803,-0.12200920328066416,0.00829190737981138,0.012148552420763506,-0.008840438705221726,0.03181523963375273,-0.00011491302043536746
LRIG2,0.06803415269643498,-0.05984544334909013,0.03686613462175768,0.07011019617406558,-0.03670787918690368,0.07948273762144678,-0.03109875179084639,-0.10845878945483037,-0.2049861725996009,-0.017360092875360777,-0.07816306457956913,0.04256054473890348,-0.09033178227454584,-0.008247058638303795,-0.008352549854102905,-0.028463769949612867,-0.011860656698506838,-0.027620948253715912,-0.009589779373479584,-0.11064772636993102
ICOSLG,-0.0019398167656186909,0.02179148865190922,-0.018806191014915884,0.01768131554621902,-0.0015322101445991883,0.06434581742114501,-0.030449783278119553,-0.10516053786918375,-0.25263867480582347,-0.04077364881803633,-0.0012874066912265478,-0.17852863776913908,-0.1485144513401671,-0.007795689599545902,0.033779755921128654,-0.011460888825745657,-0.015205273336097575,-0.05623289770355583,-0.09752207939089189,0.01650734845402572
WIF1,,0.42386355194539244,0.04838556422179523,,-0.028981835864305944,,0.17442263987750456,0.3409408304204693,0.5253251892994089,0.1050101717758362,0.09340089417841228,0.35154171098138765,0.4031433820939109,,,,0.15660877894665767,0.15597447137848414,0.019978425546354116,0.28323737613546784
NPPC,-0.02104107274791997,0.12308872486978951,0.03438108572672433,,0.1469760943294058,0.07981911264885375,0.13654376066900104,0.13258665937641684,0.08942632705904381,0.08431552430917767,0.03591054969756501,0.21629950690658029,-0.3222795215193997,-0.05087155209405005,0.001351971762790483,0.10126724551579323,0.004077163887867621,0.08605408496412872,0.12657889197276948,0.19658982870350794
LYZ,-0.04170361932030486,-0.04580264173663951,-0.018846354821935266,0.039743014696688846,0.01890893026651947,-0.016099932014623567,-0.17571324517197143,-0.04771690453445196,-0.3420073070617762,0.053341633913498394,-0.10661532843370622,-0.4849383529410093,-0.08652811370851357,-0.05802295851816131,-0.02082939407381421,0.02642842371496298,0.004831412112205485,-0.017294676560347225,0.05158473659613442,0.10832979980857996
EREG,,,,,-0.05103113256197777,,-0.05530884835671945,,,,,-0.05470194054549134,,,,,-0.03414759292974132,,-0.022865828626618234,
SPTAN1,0.06406982537228477,0.2743379645381059,0.12038751079854751,0.010146059553401233,0.06308450390315255,0.06873552249582657,0.15325255522179743,0.20642261672250506,0.36141144908030903,0.16285610515028348,0.008249355722557207,0.6003323270902918,0.32358731024417314,-0.010315981846259257,0.06877178342980632,-0.0009975845703292447,0.02595387718256639,0.14590198986165326,0.4189598394625463,0.24993006900633025
PTH2,,,,,,,,,,,,,,,,,-0.0073430983771896625,,,
LIPC,-0.029580367401433744,7.447649814602071e-06,-0.006078163966112866,0.015661711373144132,,0.09778748611657417,0.028372844596439604,0.08307544262194656,-0.1188635326833097,0.019520823698105712,,-0.029576595723936203,-0.06041296166505303,0.022836809441346487,-0.003962183499611523,-0.03417762170345709,,,-0.0351871078692348,
COL8A1,0.009407186715470297,-0.22352839591224988,-0.10810021436987323,0.013946810923601841,0.002948196418275747,-0.019146863205816354,-0.10324813797608634,-0.18548283760847903,-0.18523657710910207,-0.09451078097069679,-0.012608179543641832,-0.31038657976792067,-0.30292916850134227,-0.007852709494993972,0.021687398202615955,-0.04652085179515309,-0.07044889407056759,-0.07953396346225176,-0.18619386212108216,
GSTM2,-0.051659388820372174,-0.05210388410747473,0.06818381292656607,0.006604929752201418,0.010323767374885873,0.01627377237615829,0.05524936272296168,0.003299346678346551,-0.1733820883095809,-0.1014747777883716,-0.0163155433276486,-0.021590479777322737,-0.10049992019012302,-0.017794693086697646,-0.034705088451059476,0.013754871159624064,0.037260935855474846,-0.013793351570549912,-0.010663145650891435,
IL4,,,,,,,,,,,,,,,0.03786879248079859,,,,,
SPX,0.007422458289055351,0.14171410774119636,0.013960220968369207,0.01297100568234265,,-0.030068675708858253,0.241169544805612,0.047938029842038536,0.19366683234079818,0.20905667038619247,-0.0052129496612054555,0.13830512679749687,0.3617420658886319,-0.06744000085492101,,-0.021088936650039764,0.24353048685496664,-0.06524364077396894,0.06292431624137376,-0.06931755030607392
MFGE8,0.046356803045714975,-0.21013013684867882,-0.07474821067232558,-0.0416859526637043,-0.04238654169025228,-0.025312182777510323,0.07858622769316437,-0.060293358661000586,-0.14699829309844858,-0.16306056993755477,-0.010380808563497827,0.16312418185088434,-0.11339496947423443,-0.044086704525084085,-0.02414097883760966,-0.051599059463286544,-0.026862985390700807,-0.03044315200949355,-0.04101726226345625,0.16413192317755532
TGFA,-0.018303970601458806,-0.2534626708320893,0.09577709199999615,0.013676999120246258,-0.0720315671224623,-0.029859865471845614,-0.06314810008591386,-0.18665430336857167,-0.31056366457149687,-0.24838169771649207,-0.042993750861745575,-0.22914986678023255,-0.16972037217601504,0.11967278690944795,0.026729814544058532,0.0179209563298413,-0.1289705810235624,-0.043334940933402934,-0.07253924457468446,-0.06477615069239986
SLIT2,-0.023777632589826046,0.32525958625764506,0.04970339504599697,0.0028854123303228814,0.13348564545005934,0.10679808614522712,0.13583305422049985,0.16846409543525565,0.2330786176458033,0.16288027550356815,0.046697671166267045,0.3192465165656041,0.42303717331021856,0.0109620752462418,-0.045400751164061136,0.01044049480445888,-0.08925483776226344,0.03098216989127524,0.008218284615201604,0.25421641665295275
PLTP,0.04351570613538545,-0.1153123446235828,0.006132624293872401,0.0028974769629508783,0.056451195533981376,-0.007296371382106788,-0.19094329857733316,-0.15678763219150427,-0.5755754114028762,0.07669730965246258,-0.15359891661783187,-0.6114233217130703,-0.12163872397637981,-0.10353984333715772,0.04360576107176558,-0.04231599616005962,-0.09311913034355394,-0.0710787426817966,-0.07646996861421305,-0.04094139901860876
APOD,-0.1197918635472049,0.14382619676280792,0.07135235191290205,0.041124884393507866,0.09765285221092232,0.09915280358913849,0.06046703152245091,0.006292749594210086,-0.5082801162931105,0.1430100339319565,-0.1088433589853393,-0.41107455659559483,0.31142738425428473,-0.1331480149119437,0.005666929227085607,0.05708771154597852,0.04463353069604497,-0.12588933487533177,0.20399473567714096,-0.19821855419208487
B2M,0.062389524513224215,0.06897323083191902,-0.02750582589189726,-0.04508714434952006,0.014565941987700467,0.020885297529548822,-0.1810869303960572,-0.35839436872402497,-0.6727435704492652,0.05604783114508383,-0.21914832425824,-0.6964863115092988,-0.47782970952011117,0.02824675395177491,-0.0020491321754809205,-0.09852972144948256,-0.06457030622106129,-0.0656701295410991,0.03703553472078093,-0.307787106540035
OMG,0.018373537343018144,0.23066299271745005,0.22927120531396064,-0.007357764667039756,0.097262399947264,0.0338842496681251,0.18205655978198962,0.03228785279855107,-0.007675678357870153,0.2886536098418126,0.027660854481732503,-0.059168415889038505,0.3465691680324931,0.019572147124239023,0.05047143113536383,0.06409624887709132,0.1870556245006684,0.01114075535318091,0.3694127224932964,-0.10341953020735176
CXCL3,-0.018605932827218383,-0.055728335651074795,-0.10110645229114511,0.0190132862199299,-0.017715448702079188,0.005592570465690312,-0.0724476504508956,,-0.052418370445462915,-0.20527915345552494,0.02204448132813652,-0.05416179804474722,-0.02273341274155116,-0.052428235968387964,0.10371346303405882,-0.020668158087789296,0.013860758217196742,-0.046141763373854734,-0.1919016411972049,
CXCL10,0.029227478598391896,-0.015774615992135463,0.005252036830616515,0.01281679763940924,,0.055787265252540685,0.002168734045530034,0.011198803560475219,-0.4605837375536613,-0.05887155655363008,-0.03534495930991083,-0.03722234429626416,-0.07843961662122954,0.05117762835008572,0.011759350212741427,-0.02784441756849212,0.02705987039076845,,0.013881305292521955,
RSPO3,,,0.030364696565034405,,0.05166915758395502,0.22987373019784768,0.1813372021905176,0.18526977083884938,0.19360829917801517,0.13571355095468438,-0.016673330056916548,0.2510730741769781,0.13522659271204385,,,,-0.07366837040014708,-0.041441983579912044,0.21761811395440192,0.195673489651047
CORT,-0.0028181194679768587,0.07970101765349485,0.05707086987261967,0.0011772829850544824,0.11282291310085918,0.1501411472183332,0.1841361386865673,0.10923245987315802,0.21135636767905414,0.05158600369728972,0.017726645128935566,0.04713454351836386,0.10310367479615853,,,,-0.045597156190677904,0.005462845920955128,,0.1028719476644206
NCAN,-0.03966726451120256,-0.034284107637752775,0.17342995129490363,-0.007646713377352933,0.010604161421407864,-0.04679740848278551,0.34002539605516374,-0.15249204974772532,-0.2612426592060611,-0.10804986505035233,-0.01602492178056259,0.40190897879277976,-0.3736324925736566,-0.07483716541072265,-0.016883052608202935,-0.022316286582901478,0.2254434408147937,-0.04540692389145045,0.3286752746342844,-0.02395314053547785
PRG4,,-0.03983390517620353,-0.015461375358210995,,0.06417115238699095,-0.02492937023013978,0.0323695482800235,,-0.0489752554665762,-0.022699554194988453,,,-0.022837627868898532,,,,-0.042231456711490804,,-0.09602536930184971,
ZG16B,,,-0.00038629488271200833,-0.02748974617846863,,-0.013946399468581781,,,0.1268225029270243,0.006045788952168378,,,,,,,,,-0.09707338330895947,
