,ZH8811Abulk,ZH8812bulk,ZH881T1
ADM2,,,0.04091215062554877
GAL,-0.03159839851155431,,-0.028012813602491384
CXCL6,0.007673986201425349,,-0.014058035761726345
PDGFC,-0.03073845530088505,0.04152326827659471,0.08349372060098485
COL8A2,0.010410656714825672,0.0028114246208868388,-0.01161546419873987
SPON2,0.02455880856479029,-0.02554960381189736,0.004983884515968645
LCN2,0.00398882674027722,,
SEMA3D,,0.012393878459182136,
BMP6,-0.023939064707411094,0.03176836119596568,-0.040408499733190016
TIMP2,-0.0648167269816918,0.07145602503103063,-0.007396601593409311
EFNA1,-0.018340958363684795,0.015890082123831428,0.03469314862452914
S100A12,-0.014501359386583155,-0.02711351459715429,
TFPI,0.04749025783259951,0.009449007110701159,0.0542596444885272
GPC3,-0.006584822215214422,-0.009051261335612973,-0.046496465729244874
NMU,-0.0020853680691993747,,0.02421421747212208
SCGB3A2,-0.016412420059658636,,-0.01418211901794459
LAMB3,-0.03397359070816206,-0.04914488884967696,0.03343898746009218
LGALS9,0.04818174026941397,-0.021467052418014818,-0.0016655226387723061
VIM,0.0354821653918406,0.05139168421497416,0.06355809338293902
PLAU,-0.06580598668724322,0.03486048538479733,-0.004591699249265417
TGFB3,-0.0727323363023857,-0.032260916776584596,0.06056509498865688
APLN,0.05655954655327484,-0.02344704265738155,0.02163812364765021
SHANK2,0.04273753367455573,-0.026413999958049238,-0.011526246205058257
LTF,0.03206345823190222,0.011582289901368387,-0.07161765396912532
PYY,-0.019163117487978963,,
PENK,,0.004028199354761345,0.04839586938274406
CTF1,-0.051881519363685805,0.01837651148389463,-0.053165225946741376
COL3A1,0.008000511882153066,0.013820682977960916,0.07178797795000648
S100A10,0.004615807538407989,-0.06677198401469235,0.05802948362793105
FGF13,0.0923792147098057,0.016139752439402338,0.013865213300448417
SEMA4A,-0.016507315631270125,0.021472728552091227,-0.005188231756285235
EFNA4,-0.03976828702459545,0.028536155211588577,0.0011639324307538446
HSPA8,0.021228487499981945,0.0056572232252108,-0.013146067932339973
NPB,0.017751566592808864,-0.028726648023861302,-0.04316500352073818
ULBP1,-0.017682685138039462,,-0.038413802088337015
SEMA3E,-0.02746204162098918,-0.009702691855706262,-0.018521898148257703
FGF3,-0.006170655166002437,,-0.01692518185815554
ADAM9,-0.02721648615607,0.09916240095288062,0.0134441868849576
ASIP,-0.040848475255057214,0.00922139754031802,0.009756325367055846
IBSP,-0.027516947590364656,0.11186300429477596,0.011379496247909657
MMP12,,,0.05401471434888319
FAT4,0.05648769370346916,0.04392955214499868,-0.010844258665034471
MDK,-0.06923581990166745,0.060121638494436004,0.027408013565869242
BMP5,-0.020718930358220127,,0.0013181086043048066
CAMP,-0.028439051015950605,,-0.030176791895046448
HSPA1A,-0.02831322661898295,0.0003849629939437411,0.06186904932782069
SEMA3F,0.012181757287421649,-0.007309348254673597,0.023266355580590602
ARF6,0.005582235425892118,-0.03869094301397836,-0.06679510289402847
IL6,0.005706540996166478,,-0.03032693347473139
CALM1,0.00031147375611870475,0.008278612050422978,-0.003065611733043089
NMB,-0.02044612884627851,-0.03264547091453344,-0.009441233029651592
CCL26,-0.03858927185213528,0.03934064158619806,0.06027358820858922
FBLN1,-0.0502816730789318,0.002499684460965271,0.051259494483680695
SAA1,-0.01849095789189574,0.039521353083273765,0.037932935352173715
MICB,-0.03577996415780425,-0.03760139029466889,-0.016232571329539414
F13A1,-0.045761866882469256,-0.05822049947866035,-0.0014576292952034533
COL5A2,0.004443935520472898,0.10681039153516834,0.012542002813385252
EFNA5,0.009451548577742577,0.13192618325813318,-0.006136616740527224
AREG,-0.052167526642757554,-0.03393926055856268,0.07813327530661915
EDIL3,0.028054987985219403,-0.05357003417981929,0.009437354214666127
CD86,-0.09568908986788718,-0.000514863711450179,-4.24687986581436e-05
HRAS,0.10179186970711798,0.003552657112323556,0.012438502558220606
C1QTNF5,-0.036473615821412814,0.007823880552924406,-0.024189374255605366
RLN1,-0.014684612036390206,0.017310104830877242,
COL4A1,-0.02632639884240936,0.046848011332044595,0.06269582469378009
CCL3,-0.050875442733723394,-0.0031327577155235093,0.06082873904371925
BGN,-0.0397760642214683,0.015918777547028206,0.06682649137923409
RETN,-0.024290987839588503,,-0.010915981876615367
S100A9,-0.02320256475647584,0.0584543881352326,0.06475563929264133
HCRT,0.016606047126239264,0.0020335324831958416,0.005069590329708322
FADD,-0.03372668664520187,0.044514627350588226,-0.018511409283358152
ACTR2,0.03467831107897711,0.01853235525425521,0.015674120918741603
BMP2,0.007288508482903044,-0.0429367081787965,-0.01572853337521879
PDYN,-0.027607068929122337,,-0.02217500933025556
CD55,-0.021525776870120233,0.021715300840108955,0.04926540465856445
OSTN,,0.06267901204303038,
PDX1,-0.022110032792854735,,-0.01639133558929119
CD6,-0.017216324903118398,0.16133637345447033,-0.0024749875149709237
IL16,-0.06717614282906505,0.030303544643508342,0.006341878105273204
LAMA5,0.06395301388518519,0.03059021829827423,0.01699585329278181
RGMB,0.07605338113422269,-0.007758618782721823,-0.06292397489278599
IL12A,-0.03178812235486912,-0.04363221840526724,0.03816846427757242
S100A8,-0.04257748896392438,0.10402610736166873,0.025186768163935815
TAC3,-0.04015063530273477,,-0.010651533796420183
MFAP5,0.028037222892390766,0.012259327068899973,0.024406730623825
CXCL16,-0.04073788557397811,0.0019381683665158562,-0.017024431479561942
AGRN,-0.006210854369124718,0.030996377687745272,0.02090110431570838
COL4A6,-0.04654594184086871,-0.005090124492567418,-0.00956120949065702
FST,0.025524330415973427,0.10180611644220684,0.0275622286811439
MEGF10,-0.03010240183121807,0.054439561067398105,0.018585094853020387
C1QB,-0.029909175696439045,0.009315616929552661,-0.018170193890129492
HLA-B,-0.05735132537453912,0.06206350915492296,0.0486729088372181
PDGFA,0.012977421435222363,-0.0008722571726251183,-0.006822794014152391
LAMA3,,-0.027796732607656315,0.008015549495846618
DKK1,-0.032193143696767554,-0.02496064307091932,-0.006952903211068735
INHBA,-0.007344393604860581,0.011634870005543668,0.0320384003750903
IL7,-0.027607071154932276,-0.026057720289467685,-0.0013551353434955147
FABP5,-0.015779042723499975,0.02884097634019528,0.014915864476761898
CCL4,-0.04971558620335744,-0.06913745167169096,0.11253706975859114
FBN1,-0.058359564397581914,0.013741784494795375,0.06816376013139527
TCTN1,-0.05812117121956941,0.056817216821100316,0.07723850719300301
NCR3LG1,-0.023342793675015953,-0.026057734125209637,-0.01369809333087076
BMP7,0.0677259829484474,0.04205654140548922,0.07669184249438597
NLGN2,-0.012456400376668265,-0.012863488306314967,0.013390384495317362
CCL25,0.009783764888247752,,-0.04639207610262575
NPNT,0.041524568951115504,0.0738262619885653,0.022977270541583224
KITLG,-0.00014412210485653632,0.04622578579096663,0.0006848785640848762
MADCAM1,-0.01768268259505411,-0.03449934627147218,-0.022049744753784524
F12,-0.05075796449741201,-0.0022913727001248013,0.0007296823405304986
S100B,-0.08231757029549547,-0.06477465532988856,-0.017225739586418456
IL27,,,-0.020606960832427572
CD99,-0.02151653550682761,0.011711702927744328,0.07030382643879733
PDGFB,0.036032074306933476,0.055121509824684015,0.04963300775624785
CLEC2D,-0.07755102518431152,-0.011006954012783298,-0.019294402925346132
F8,-0.07866900438753346,-0.01287954528612491,-0.05042400616432329
C3,-0.02180971175243932,-0.031860405734277245,-0.013951895014096952
DLK2,-0.04258013608815582,0.08105521464523026,-0.025540087130599413
TSLP,-0.02334279002226913,-0.01435873843488768,0.016268039426205097
OSM,-0.023849029230476843,-0.02244505612680642,0.011828869889310461
SLPI,-0.0046293239538248866,0.038412776201987284,0.009045903282082065
AFDN,-0.004454697945165023,0.022516943090522965,0.01627620336150702
KISS1,-0.02014154250486174,,-0.027103567208817708
ULBP2,-0.03480710623995948,-0.011628374811861311,-0.043500303512037736
ANGPTL1,-0.005051034219109305,-0.018628039384161355,0.10348841833748108
LTBP1,0.005915851854071647,-0.04252794782507373,0.06872579630604417
NTN4,-0.07702481932586334,0.009197924784913419,-0.02978782817744582
APP,0.042163515896029145,-0.003058707603048952,-0.006929637554869465
RIMS2,0.058919661182160174,0.00872050596699828,-0.04656660303244411
WNT7A,0.019192925026488093,0.07086990002793273,0.0863695333450798
GAST,,0.0725283476103382,
GPI,0.046707385077008313,0.0757444570073213,-0.0019336610152106302
IL1B,0.021396914145001875,-0.04048479223382339,0.06218263905663026
SFTPA2,-0.014315929897730176,,0.0637856416434364
HAS2,-0.014222392841351154,-0.011592334284155771,0.05004518821694102
IL11,-0.03320898974059632,0.08106465312480284,-0.018977641378464104
SEMA4B,0.03090723378116501,-0.02263957574239394,0.024605002019462807
FGF12,0.015067040078403985,0.03883064974370085,-0.017729817704461078
CP,-0.04890667871241447,-0.023436312991712532,0.028851610378450826
NLGN3,-0.027181341049531245,0.08743244664102034,-0.04123031181294753
GZMB,-0.020548290493608377,,-0.001927755628456098
PROC,-0.020277910830827934,0.0945856644580035,-0.041375990328807476
TNFSF11,-0.013550487013710016,,
AGT,-0.039472928952539114,0.07610653637527676,0.010858303916055983
PTHLH,-0.012408149786921417,0.04843743814472372,0.043023536728662104
COL1A1,0.005065611169065661,0.035792037010169954,0.0706748951094444
LAMB2,-0.06831059595072662,0.06366350980119985,0.02175246824598728
DSC2,0.04107032798069791,0.00537455044475561,0.0322604809641383
WNT5B,-0.05666955079525603,-0.06027025940362031,-0.024156390490612294
LEFTY1,-0.015773994490590436,0.057252572222754865,-0.018360861813720444
FGL1,-0.01986632627592376,-0.04069463429176464,0.01578530208878056
CXCL5,0.0224681463430182,-0.009828503728485448,0.04636925718565714
S100A1,-0.017164833129698236,-0.0755102691985124,-0.030188636325867744
NPTX1,0.0012367359784015448,0.01578819479487905,-0.01886574374076214
TGS1,-0.02361626098871272,0.08082535077334517,0.016219040670611397
SST,-0.03724395485917913,0.024261776087227266,-0.04018448300869664
IL34,0.06377082947423439,-0.008456586640921842,0.014528091085970191
DHH,-0.025892016875504475,-0.021062179406765105,0.0043290748660233915
TF,0.003481584643908389,-0.037819874010104754,0.004426917638327125
IL33,-0.005291369549109514,0.001862085508553186,-0.02196822144858465
RBP4,-0.011266380615116546,-0.016935125650905093,-0.010650815587837899
CCL20,0.020694137949828755,-0.027796747733588832,-0.01915672836619186
NAMPT,0.04759018092957463,-0.03122646393267731,0.005825414345400027
