,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF296,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
ADA,-0.0017150750054830816,0.073797970675892,-0.023892761965919013,-7.594509564062983e-05,-0.009133403118536457,0.060817890326253024,-0.01513706247997274,0.024228293861509306,-0.111622750113919,-0.0337066925275623,-0.020997799838875134,-0.02234253716860406,0.03782733554280173,0.004471017972244184
LAMC3,0.017788956716544426,0.05843262090487919,-0.025407723195948247,0.019655009537605815,-0.034461600554180835,0.04066918933111231,0.013399973556797052,-0.047979652616673564,0.036018704625344775,-0.033381499827974545,0.05239370015894912,0.028677181355815824,-0.005353831036938754,0.019153693087353603
CCL7,,-0.013591042975044406,,0.09012890146354312,-0.027632918544371218,,,,,-0.007877747441595294,,,0.031259391116019504,-0.007115014134380347
NGF,-0.024687103873735093,-0.02333514586937614,,0.019739697063964178,-0.029495264475296774,,,0.013154709731433437,,0.014633522917880207,-0.015839916054821976,-0.039465953717592456,0.027595837960385207,0.01829186577915616
TNFSF15,0.0489968626581878,,,-0.012505806427258188,-0.020459319120082455,,,-0.016646265197379516,,-0.02471260157942039,,-0.01427536359396378,0.020530630735746402,-0.04293771868751749
HMGB1,0.10545232992189033,0.010747985228976091,0.014949484580993084,-0.04592699850183362,0.018365396872538978,-0.030558257913598126,0.02066372980660376,-0.04347272089477396,-0.08867325398169444,0.013331451686305012,-0.007685865201931271,0.009036849967465564,0.02787395317285384,0.03573787802194365
ITGB3BP,-0.04261442520795796,0.02592231806235268,-0.032486310753835006,0.03623838637625459,-0.024216353430486687,0.002464376831763609,0.02400671525717325,0.007915966950395292,0.0683753276789876,0.04182623120538992,0.012661268650545522,0.006915944234862374,0.012109552503392405,0.03860821083505002
AANAT,0.009143882082791979,-0.01971853562396539,,-0.011379006050486704,-0.018435070112229567,-0.012262063240318059,-0.010743762545041115,,0.12019044089077172,-0.022238381301975103,-0.021606666790081074,,0.004661647079401337,-0.0026919042901319052
RELN,-0.01464587414499507,0.007981426133820609,0.010854286968331519,-0.01975140623166111,-0.04169843425063521,0.046246821797986636,0.05184925630730756,,,,,0.02517731137879531,,-0.06058974583124052
IL15,-0.014990949911424044,-0.015528713260553103,-0.024766376031329293,0.024559097948897747,-0.01683420644601271,0.007052360038265077,-0.02309186665079805,-0.039141777162367865,0.0267396084028583,0.0702711302134251,0.06204754218102984,0.10776144710096948,0.059721220233074045,-0.026582373035980166
UTS2,,,,,,0.09905107534282136,,,-0.05078944746071844,0.0033297038857832777,,,,
BSG,0.005708374593484796,0.07502394992379376,0.045544779302933665,0.010280585307705384,0.05171143257855245,-0.016001018796373504,0.019857627465196603,0.0022173938574581555,0.07330111505183338,0.012509470995894608,0.014546014356256798,0.00847133230120961,0.01431048311728782,0.012869183650701053
ADAMTS3,-0.015409225810943351,-0.00036791933308019995,0.03586450156274927,0.021103762800437697,0.04503753755929852,0.03133472763730094,0.02326715514320857,-0.032659216887387224,-0.06309184064468769,0.012248308416163662,0.006820319907626106,-0.004205719148752231,0.028081198004691183,0.04019750928906622
CD34,0.09507312941084377,0.027322235366327382,0.03652508363346545,-0.03661575819446503,-0.02723843599927159,0.04286542055402087,-0.02010128800613749,-0.0014898052376797742,0.0588974743069134,-0.045371106736371125,0.058837512784692104,-0.013158293926129314,-0.018651945043346378,-0.0070723771517777695
CCL23,,,,,,0.013275832410825682,,,,,,,,
PLAT,0.10477233677073615,0.0264697304437319,-0.04130445302812726,-0.06521138242927883,-0.02697543344187874,0.020781121920843453,0.03819655013541605,0.04803089869330709,-0.06802456346137623,0.03745456591575627,-0.029313418893357642,-0.0010997272561736116,-0.011880505872712636,0.095046696731935
NTF3,,,,,,,0.01544958281528982,-0.03545753214711326,,0.01870999063101929,0.018948072372630773,0.02124970872185568,,
LTA,,,0.07644781890570014,-0.014393944970065504,,,,,,,,,-0.007776475246571715,
CKLF,0.059450348193345603,-0.00033042383274524086,-0.00556513466114145,-0.0012822590899453882,0.01715745463457345,-0.031391664880433434,0.005236931891385472,-0.02842948801088355,0.015181726815446312,0.0076617657739121445,0.018407162726910987,-0.002896284556174962,0.02047860907151072,0.015034534508434578
APELA,,,,,,,,-0.030686497746497905,,,,,,
CD24,-0.027436851521960296,-0.08585105845009354,-0.03711152769078757,0.04803773694433408,0.0313201482780698,-0.02879965994647928,-0.043438532613814085,-0.0013742892806527399,-0.034160153549746615,-0.018735476651889068,0.013894112552279618,0.013419870459351245,0.038583583945789056,0.03948878405232037
HSP90AA1,0.044567220182424185,-0.07697641225307482,-0.015730659221144597,-0.05326472020738792,-0.05963424958381457,-0.025945816135140597,-0.04779119157986325,-0.04025970865196634,0.06818964319481392,-0.022235070716132753,-0.08850002252356996,-0.037024336500212376,-0.016251225426052694,0.0019162474532252083
BMP4,0.10694315035111299,0.035747542479813536,-0.015154918795716897,0.1063451173831522,-0.035776231525310176,0.025677069408070737,-0.011263440929725121,0.007566144723565593,-0.038681571561924734,-0.026439953378104012,0.02096950110911262,-0.04119371706429929,0.01966404518550286,-0.040161662561037356
SCGB3A1,,-0.013591041615958265,,,-0.021953892701590583,,-0.009062468788147331,-0.011392647984427203,0.009112631866694886,0.0068428815507884985,-0.030734797228652966,0.02543099743663371,0.03578934043396029,0.09373650255816851
IGFBP4,-0.012382719793089393,0.048724752391794086,-0.038447951446096806,0.01564228983836739,-0.01944520513042209,0.062098012790569534,-0.032990507238130205,-0.05209902022704216,-0.04743212310787258,-0.014695693684829309,0.08615687507098553,0.03079462463786398,0.0027678489493797942,-0.029455455639028457
RSPO4,0.050406871579903555,,0.08858082958917728,-0.022032454601633628,0.0033461705847757208,,-0.009062467462556264,,,,,0.07394450299796489,0.006790217055821966,0.07216478912244889
LEFTY2,-0.0028715843616178263,-0.009551839353250048,0.07360138319140942,-0.03216201820027968,0.0567447412140571,-0.0019232014557450242,-0.009937106409105273,-0.01882176327311602,-0.06834238971739921,0.018614778820405003,0.07102685195545322,-0.027150989274334646,0.017698096376335976,0.14422263835409635
PF4,,-0.014098523995257354,-0.013004430277192978,-0.009798464743541504,,,,,,,-0.014716190065505624,,-0.024456064974590973,-0.02339957226783988
ANGPTL2,-0.0036174196724689865,0.051051596067769545,0.0052857949590981775,0.0001273076957088015,0.0780899307032116,0.0034326667409366684,-0.04394591803264477,-0.009873863618610168,-0.04276152260077263,0.035255856853863114,0.06073111378282916,-0.011034205711327832,0.06748902493040616,0.0729312984931414
LRIG2,-0.06853200229512359,-0.025716326479415567,0.016822178979223314,-0.027387313151618166,-0.024212380809026303,-0.018356014046475532,0.02461159804149977,-0.019814344694940193,0.04849394685220685,0.06734808108184945,0.04951110192055875,0.007022856197674468,0.06160914155970916,0.11191407374414648
ICOSLG,-0.008559415613746816,0.00710863025974978,-0.02705537666583929,0.061911793983309545,0.03667733644119147,0.03306859691149365,-0.017198870901520835,0.08086415424714875,0.1503900434192639,-0.01947098465398977,0.05040902632411488,-0.0019033016763758768,0.02624058931287106,0.02450950532630092
WIF1,0.017681687237958092,0.041754276887888055,,,0.026566730760157437,-0.0007550565834804569,-0.017053687423574777,,,,,-0.018559338651121485,,0.007084199182316942
NPPC,-0.061547743270712184,-0.02446787541137595,,-0.015199835181598563,-0.027338139432178384,-0.033015120045698794,-0.012594611994692178,,-0.05289437440263131,-0.0258954856144204,-0.02784401817740063,0.03282754812036907,,-0.01917094789770953
LYZ,-0.009278710283569701,0.02215286561230056,-0.06490296184105035,-0.010817813395626775,0.012007139539065901,0.04111257510682973,-0.02324514166812469,-0.004506287221365019,0.013537746042825137,0.015774453748165853,-0.009663418630296737,-0.032775353948320866,0.03772394430977439,0.002911745924391668
EREG,,,,,-0.035657085801070416,,,0.11809285914589727,,0.038037798358886446,0.033504978042555526,-0.009792531358399074,-0.03693432302731076,-0.026939839400861452
SPTAN1,0.021137001001888138,0.06013820599604131,0.008780053158524086,0.003969316053066859,0.031978496527072464,0.031954377403116574,-0.045157266509872666,0.033612886804528286,0.005490392632706127,0.0626830355082974,0.028714727363886874,0.024267942450231672,-0.021712968788024686,-0.022910714161751843
PTH2,,,,,,,,,,,,-0.03175089391854905,,
LIPC,-0.04451324163347267,-0.01726029909379991,-0.01957236258340428,-0.017608570907858733,0.005911913600553953,0.056094198278381094,,-0.02751957034676344,-0.038134967465112635,,,,0.036303885523474966,-0.03649023227750347
COL8A1,0.07249538812475283,0.04876380801348177,-0.016432926744616504,0.03714312274294008,0.00015337565819951025,-0.006505921301768646,0.02503360568916574,-0.014957516698876282,0.012762730381265757,0.0184051472425578,0.0003831116819363933,0.051951492424353374,-0.031091512665864365,0.05921050109575544
GSTM2,0.008134604927986481,-0.008076651991593268,0.01659594295221808,-0.021813651289874832,-0.006838149194863202,0.03259353590587923,0.004305792904442574,-0.04034727711596607,-0.07537565642678853,0.005465329395510774,0.015950285458159477,0.002335628605724181,0.015736884839089162,-0.019320388075490278
IL4,,,,,,,,,-0.006968416020150819,,,,,
SPX,0.0819121090690714,-0.02791580685039878,0.04870635931958442,0.026504628426794075,0.006977279914937608,-0.0019974011882304098,0.0037226600297414494,,,-0.008446660986915747,-0.018272030968946768,-0.025599396144131367,0.03410996319466703,0.010209337683397582
MFGE8,0.0795058780563894,0.030928848725432233,-0.02689089685641477,0.03359388383076115,0.0001226122442213668,-0.04013960687193664,0.02150826202613653,0.01769584645204109,0.04779836486391958,0.011278058852167755,0.042874922708344816,0.015355094576258483,0.03291562735383631,-0.002045793506865795
TGFA,-0.002998697639354259,-0.03605475803010744,-0.005392067685658566,0.0325760617078484,0.026818059444646006,-0.01717649885075385,0.015567041715600988,-0.02966149980958526,0.03617144485128525,0.01801446250370398,0.07779585366229268,0.010120591529809767,-0.017878322597643177,-0.026622337717402283
SLIT2,0.017925631041098615,0.02462262056747164,-0.033908646910398195,0.034515428761367255,-0.010035717531815582,-0.0005641613111216099,-0.020370775379838668,-0.025212202951719685,0.01825518362603043,0.028173354336090355,0.06463939864152804,0.012951587526884266,0.02331490737238754,0.030258857802473293
PLTP,-0.014674719177102934,-0.0036140582229851996,-0.05102953491503977,-0.00395688388225277,-0.013084107103054783,0.04277540169756324,-0.008736909166955466,0.0005859916308464514,0.05813842295871867,-0.0008492885840928778,0.04070715801998422,-0.03973749209927698,0.020517141098033223,0.02603848560726978
APOD,0.052062911438148764,-0.023704788511486986,-0.003112788001087,0.0009229692535131365,0.02570390640696128,-0.05149916674235541,0.01629399564537786,-0.006937477098785007,0.035843097308613424,0.04371833684805142,0.019805750643202242,0.08818335677491601,-0.007334947751181979,-0.09762245825160151
B2M,0.055841102547490896,-0.046971324328548315,-0.038469354669148255,0.026173564929201438,-0.01783652327796411,0.058721089111484576,-0.031236606899477368,-0.031335941550938114,-0.04561342425197093,-0.01296474926085963,0.011564865579460407,-0.05181613393694713,-0.033227704435007444,0.09770645228805126
OMG,0.03892551120644827,0.0011316669315383882,0.04738649813399942,-0.041581919578958126,-0.019657641393433057,-0.09278220856590125,0.0347044209472373,0.04054384076346937,-0.018816594469692638,0.008169584476569307,0.0571805168571302,-0.044149792740497656,0.07245614838135223,-0.019390298471020584
CXCL3,0.024337918523237394,-0.015603047216222556,0.045262583989656636,-0.024724412900108253,-0.010636323457637814,0.007319137185021327,-0.009694924590578961,0.00676402098161221,-0.07387908518536176,0.046545947769729104,-0.03309983131097278,-0.04088803345333198,0.004220947481088631,0.017253115162797376
CXCL10,0.0005611590448846178,-0.029319754129586865,0.04124703827922494,0.07629959006885477,-0.00019746459739128334,0.06505832455584076,-0.01472730004110875,-0.018992624740739025,-0.06306378477715605,-0.02617627773682481,-0.019738677049667617,-0.013700856790930901,-0.01382699152489073,-0.04484546327292659
RSPO3,,-0.018461703156794632,,-0.011379005209706989,-0.024531688678179883,-0.020134958028853664,0.0536320640465371,,,-0.024486403109533095,-0.010026894696278106,0.006498784588470521,-0.01742889404730048,-0.045998247134371194
CORT,0.07079181220868774,-0.00046784451575176186,-0.023225088974815865,-0.025518292921258918,-0.029772908132954762,0.05647578371202739,-0.03185278118541184,,,0.0016484305285177174,0.09247002811096694,-0.0003032500201838962,,
NCAN,-0.011220430656982435,-0.008357283139660053,0.006163664136024843,-0.007935341861970577,0.02758995003869676,-0.08477393045240697,-0.025288685380616047,,0.007607986521572783,0.04619166683287498,0.04083066474820884,-0.0268021884942984,0.03803878805861825,0.030790767571367596
PRG4,0.0032085984897825427,-0.020439305517150154,,-0.011230587422638381,-0.017564601020290654,0.02680541474858092,,,,0.03399650906658093,-0.02272326602715909,0.058115563551921254,-0.028692786011599913,-0.032569016703133176
ZG16B,,-0.018846672683111434,-0.01564871824637117,0.009038749786396403,,-0.018831813381015687,,-0.008814422652836988,,,,,0.1325329105726831,-0.01996223500019278
TGM2,0.16024024500349918,0.03877207576874376,0.02950251502520786,0.027864972742068856,-0.023028998891334546,0.05638101887203643,0.031387426088576455,-0.02731229039780845,0.1702193717557277,0.021497222149821527,-0.03975985628268664,0.006805384824862094,0.013518861984882282,0.025428605409095962
VEGFC,-0.01620038990683772,0.07212917146878484,-0.0200935568530419,0.010026156559939428,-0.013365478758206858,-0.006200850272108909,-0.032273805410103926,0.022979746506874645,-0.041322470499967574,-0.032622935173454645,0.050306668865031844,0.0878226215570533,-0.03328930273305658,0.003615736491561839
WNT6,0.02543140825205184,-0.02192884738309365,0.008377746018106364,0.03957907176235735,0.05201745448895134,-0.01715226140389558,,-0.027764259693307588,0.14951069586695492,-0.013463684079839448,-0.02862111427591994,0.002566510183748588,0.12026342863041599,-0.02062697785786518
NRG4,0.005874149603743628,-0.012517827728037782,,0.007709736422726678,0.06811465131991669,0.013990173450640422,0.024221226599442255,,,,,-0.026364211442557108,-0.01742889600066368,-0.031019810954458577
PMCH,,0.08163591279854679,,-0.01893853769279592,,,,,,-0.008623624166270022,0.016462143924185227,-0.01517942443260792,0.00852269927577546,0.013293339556213634
COL9A1,0.027304273842558586,0.03970968642296978,-0.016391046095756017,-0.014275373237112188,0.01146907178442118,0.044720383780880175,-0.019197146788958907,,-0.02661564667141195,-0.008894886423456731,0.02671353619839201,-0.044805218518581456,0.07695372862632269,0.05110991669927451
GDF11,0.0018012969574003842,0.06320138228812627,0.044136227762828224,0.011615376000369984,0.04320111663100153,-0.014626980619368866,-0.002957905670885199,0.018002848283293515,-0.0776728135976173,-0.03450754415548437,-0.04378736948030493,-0.024454205952046643,0.033407866267392713,0.009101019759669546
RAET1E,,,,,,,,,,,,,0.066921875380089,
IL24,,,,,,,,0.033447060379400186,,-0.01921028056393601,-0.014481547896897267,,,0.07263548545876576
SORBS1,0.04924702990296122,-0.011357440247922764,0.05731622604387781,-0.059573325470176824,-0.006898345586460388,0.02391212707390916,0.016979254621015245,0.06644684880400645,-0.004954661884915724,0.068098822434622,0.03407306881793168,0.01796390686128192,0.024650415686987774,-0.04419386202563107
DLL1,0.08500516715524786,-0.0005600147053698816,0.009238829425044325,-0.03867106474868001,-0.06915394625134794,0.003526444876591241,-0.02847602797618429,-0.016858762120501358,-0.025285832160637338,0.019440206305097362,0.0073940131342706775,-0.008415317765162855,0.07820821091746008,0.11390719300119123
TLN1,0.026928074216763322,0.009396187305977433,-0.015664409811504538,-0.030119997015532748,-0.001923801999307666,-0.013303594171045735,-0.019522010938687086,0.018385041541237095,0.15381520714989286,-0.006922056174816537,0.0369493671930262,0.019882534208522627,0.0008890842555811725,0.018375745412486075
COL2A1,0.11505478955688403,0.04336372829354566,,,0.007927290652817241,-0.01609950835508741,,,,-0.04199619163534646,-0.01570171182999414,-0.03197790302308896,0.008192229054214559,0.007664458352641171
SHH,,,,-0.011670424238088443,-0.039769769507054256,-0.012656169759663062,-0.010405330391371502,,0.116272321701285,0.022293679284766586,-0.031037329975814737,-0.024640675964377013,0.04578699196079028,0.15017890151750551
PON2,0.01005283474970139,-0.03579324609597469,0.051637253873831786,-0.05616212539477466,-0.01292739774308024,-0.008515245062496507,0.020145003444464606,-0.017097545625877127,-0.04088608777577816,0.10860049110442462,0.050168253261618674,-0.04380536215452311,0.03326552286726561,0.03864311777061864
ICAM5,0.0511298003682285,-0.036630686256209986,-0.001295962477833215,-0.018189184497190487,0.026271317387416136,-0.03146001261603687,-0.03234880177988465,0.011268931553057852,,0.013722564857249465,-0.036802945603787704,-0.00035318448819118923,-0.015544203540776463,0.012448165711595295
HPX,0.04882844067004091,-0.03396179196757845,,-0.028395729845089653,-0.010542416103968043,-0.006882067010047087,-0.009062467864250464,0.025328208869848146,0.018109612388412067,-0.012996303889015116,0.0853825168805806,-0.004937521345976773,0.0049487010047692325,-0.016053451837113656
SFRP2,0.14120364001426852,-0.0180693260477274,,-0.01329134848493829,,-0.01284890416483863,-0.017786710917506523,0.08356845255506117,0.09425089733695699,0.034628880234537036,0.03912375932711725,-0.018423518857405213,0.016469017661015696,-0.015499901117330586
CFC1,,,,,,,,,,,,,,-0.027447651959083105
CD70,,-0.00019340362307159785,,-0.022591510664680504,,,,-0.06337170219039534,,-0.05183936067478724,0.066054364010358,0.002889393962786699,-0.026590930010830845,-0.023883729174525196
HP,0.09432248211941771,-0.011126937967702017,,-0.0005033587780689595,-0.049955012039413875,0.09823860477462826,-0.011753846406581538,,0.09050140589656713,0.00980881352581392,0.061364397760531965,0.007101855182229517,-0.026071722143899936,0.05755444775902082
CXCL2,0.04580858354412527,-0.03825051932616868,-0.036735959250129395,-0.01938045182063061,-0.010178643169433415,-0.03674065186835241,0.009969184588445664,0.020377788502976037,-0.051613295147516176,-0.010469569710782197,0.010763606322565355,-0.01612714668062475,0.024335413172323437,0.019354900241661886
NPPB,,-0.017533759088267663,,0.07037418753636902,,,,,,-0.021768079761982636,0.021927381250474467,-0.02268721867873337,-0.01767967393268417,
CCK,0.01771920834624902,0.019271530035806148,0.002604167040939698,-0.042567298801539956,-0.030241362674132855,0.02438745984319889,0.0122698422379094,,,-0.02868077397494559,-0.016720830482902505,0.03280556954818581,-0.022935309814266634,-0.036824528409492296
SEMA6A,0.03982887623460805,-0.013814549517295507,0.005149120161986799,-0.005486848663148013,-0.04663687042720989,-0.017009263869979935,-0.007852482483302387,-0.02280205667760965,-0.09527999145579145,0.09734280573387172,-0.017189606183914883,-0.041943963860840545,0.048445852608352845,0.05649513847209533
IRAK4,0.06667694267639518,-0.03160301642752984,0.0050036008674413665,-0.02420889635498807,0.002409853959382249,-0.005501356324737602,0.01613508033943947,0.006911242580576212,0.002846276194161425,0.012472339111837562,-0.041603076621618634,0.026461181678580362,0.08664352640732054,0.035447223684415004
GSTP1,0.06969379540687726,-0.028926599067744717,0.02302335421314076,-0.0019641395768961478,-0.03734273336484479,-0.043282138260072045,-0.030552199035379708,0.0018304354777400529,0.06802228905085997,0.042218047132122564,-0.019431634431976572,-0.04155447672823507,0.04296443323958033,0.041932450507536786
VCAM1,0.020064514382491207,-0.052696368375433296,0.03893870844153638,-0.04386429651788415,0.013924473340312488,0.02574542086953113,-0.028383581444452657,0.013327250667346394,0.051951699642535765,0.00015344774982942107,0.008737236602618272,0.020897709167891482,0.0835863019395673,0.03578876586253804
NXPH3,0.03516401674512101,0.024217532744829337,-0.021468242837962104,-0.019174965052086174,0.04225086449657899,-0.004147484164060703,-0.03818552149596623,-0.029545841316531183,0.0032011173337277024,0.026077575942310634,0.08470415744596123,0.0227994529875764,0.03960190303496234,0.028415083804546278
MTMR4,0.00701508069699598,0.008162480477529255,-0.009581267728395737,0.0019246767580893204,0.014237421515457704,0.02133560495024889,0.05259985960574493,0.023959105986015347,0.07375494629831868,0.06979227758636734,0.057963579115552104,-0.010960830539341965,0.04941282784187532,0.0332712789150543
