,UKF251,UKF259,UKF266,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.06600409854175225,
BMP1,-0.002886616924775781,-0.006370340236194905,0.024239102448838878,0.06086696445837151,-0.014433823011537646,0.053808729070496414,0.02105652166516475,-0.11403627936999257,0.1471754408422694,0.0646537828961815
NDP,0.06673285822555865,-0.02650175638710911,0.028137013313737518,-0.05439138232955875,-0.03177192786906753,0.036935334425717836,0.03667826605780129,0.05222241957785513,-0.0011383281047840001,0.027254180365208734
TNFSF18,-0.021182966513426296,,-0.011638505758609299,-0.020868319738425414,,,0.0012692439750310535,0.0029338827123775034,-0.029785758069029156,0.015461941239113717
RTN4,-0.013436259125721123,0.025825289975974944,-0.05349650054198788,-0.03913493722371027,-0.031887010998660516,-0.01587564919543361,-0.0008561394697546079,0.020387189009589978,-0.06455684128743004,-0.0024939256260562816
HEBP1,0.0021995296500404876,-0.040099534329892744,0.020939794825259886,0.012650307918230472,0.02162422106104827,0.06809631290191491,-0.04527088007677028,0.05170996006339634,0.052596373914589135,-0.05142632356243321
WNT7B,-0.023919794310671698,-0.01776493742868275,0.049358498445023345,0.02421325741889241,-0.011407976996636373,0.0718742129503775,-0.030160563155418624,,-0.08819828750442067,0.04620465642894396
PTMA,0.04293044559594007,-0.0045877720420013065,0.07097673633495098,-0.04077966997539993,0.0481517040399527,0.09365397716025463,0.02374286750202345,0.0428945339037921,0.11309838618575342,0.029567719902014396
FASLG,,,,,,,,,0.05847596346486585,
CEACAM1,-0.00023930067492464494,-0.01470312594329751,,0.0001283428381396749,,,,-0.029222858975276565,0.023101612458381594,
PDAP1,0.015076816635368822,-0.004144286058544788,-0.00917348392718392,0.056170135381399096,-0.021065679517809223,0.047873912442431076,-0.011705200332900408,0.105440969226575,-0.047308497586362235,-0.0753310971969972
QDPR,0.009745435231466622,-0.011189712407335725,-0.015535225912464526,-0.013790225309311507,-0.02387635840773562,0.08233781275266341,0.04553940370978337,0.020223786950928437,-0.004325133242672424,0.02362566677293164
POMC,-0.01202582859480615,0.037680369626508343,0.023013789794701006,-0.024213947996616192,0.019945656407006098,0.0458101695086348,0.06940118159509205,-0.01211499189880435,0.052859581331451536,0.07359839894479926
CCL18,,,,,,0.12657404654051924,,,,
CCL17,,0.1577572261576505,,0.01765218050366315,0.16832295873475922,,,,0.11314019633166411,
VEGFD,0.01086383917302745,-0.020887833713990077,,0.0015601606308879381,-0.010357100938367812,-0.015037429264765274,,-0.03972783639218867,,
TNFSF13,,-0.01873310130286584,-0.011286922656590257,,,,,,0.08422725632184207,0.03309544993196423
WNT5A,-0.05191431966174841,-0.035728352891716386,0.07447216566434421,0.0035887759183561886,0.003977730460495758,0.018766351042074914,0.009181208718425747,0.07826637236040583,0.04274460394302916,0.04163977229450338
CXCL8,0.0016634546679860597,0.05060742385940399,-0.016054915418726882,-0.0191984211791466,-0.009644982735528641,0.034796601465898754,,-0.08667772340345349,0.028521522595979995,-0.011645073330131135
GRN,0.0029353991408607154,0.002212734955961438,-0.005551866643780119,0.04729569781813115,0.018000956132348714,-0.026928277406323326,0.009497347280087994,0.07562391684164103,0.14064802254935616,0.07145839734622733
MIA,-0.00909651116562776,-0.011661457050198984,-0.020408932972705424,-0.03443290917648401,-0.011779021132245373,-0.020393455601087587,0.17644715654215937,0.008232686308653236,0.00020569474994186477,-0.03715444164815814
COL4A4,-0.022500139822780717,0.009472208344096284,-0.010739008246808927,-0.027172844623909582,0.009664700879608051,,,-0.03110767830428763,0.02039905032441611,0.06836101470133638
TAC1,-0.03481357021284191,0.038658213943184534,-0.033983815446775006,-0.05035813036592312,-0.03505912948874395,,,,0.04255638636787904,0.0037118696862037093
RARRES2,0.027837044834677565,0.028621835609310507,0.022298206157164692,0.019545773864601414,0.008378609454510381,-0.037213652014167285,-0.011446335439558957,-0.09172108962477549,0.009153800075467452,-0.011167801999120592
FGF7,0.0699035387299893,0.10888462031556616,-0.03077980361633917,-0.0232923711736922,0.058117933688016335,0.10716752630438618,-0.05343481327321324,-0.029351845529262944,-0.019661075553683852,-0.008444719759131487
HBEGF,0.018437306018435955,-0.00041567496720252325,0.03524688688075995,0.09413684252213851,0.049116643206170534,0.10872590329905699,0.01287496007811961,-0.04427019169337238,0.012202635750786079,0.0689505881912293
CSF3,,0.034588702617219365,,,,-0.02259112455526822,,,0.047198368806210665,-0.007105602135263588
PI3,,-0.04560378914094956,,,,,,,-0.07665263410709318,-0.08784175538558987
PCSK1N,-0.040820036660846194,0.003844356566017892,-0.007257012089900478,0.012605997526966659,-0.044334273132395935,-0.024681880068645242,0.08539039990398328,0.021120638960748693,-0.06671489291881076,0.033868684307758655
NTS,,,0.014474975352571117,-0.012894472160965398,-0.008534273228380771,,,,-0.026680939324050246,
SFRP1,-0.020865359739393942,0.11395835399288409,0.04498163155078645,0.04254400539852818,0.06764341642693152,0.0952852930909294,0.0155830138741564,-0.05934698710009704,0.04136221586710404,0.06699459123595981
CXCL13,-0.0028906275717791607,,,,,0.09412491211224551,,,,0.06660222350489597
MICA,0.008155860968906881,-0.0248144342366798,0.06539706792050466,0.011682810884683552,0.05728402231462337,0.01123048833838919,0.05813475608969017,-0.028830477289443643,0.05651068313162555,-0.0020368961150484723
TG,0.07007049366529891,-0.02557233984093548,-0.015132267937796628,-0.015381695364621304,-0.010218494063441446,-0.03209639333950075,0.04960264281179039,-0.032732572902021626,0.05873837064331841,-0.01898397333588768
ADA,0.002526318745390085,0.03692774859907587,0.009001787785272598,-0.07239945304103976,-0.01659565613086845,0.061296330741570294,0.08160352950128544,0.02370616702814514,0.17880883313595605,0.0317873027857938
LAMC3,0.0007252973220043843,0.007521530229326491,0.016115190063635616,0.046108159176210986,0.014246929175853918,-0.027312085985982452,0.01927271694100549,0.06694176992972087,0.2052214350190536,0.043189303250586196
CCL7,,-0.018488760847319565,,,,,,,-0.006621176411487317,-0.0395403930795121
NGF,,0.014551653657905863,-0.014440242344526864,,,0.10983415629391968,,-0.031137500897251955,0.13266779609495058,0.02843569067890683
TNFSF15,,-0.02058813947719978,-0.017533619984737122,,,-0.014386472159929506,-0.00943867868265037,0.11871390701024782,0.04691659320005601,-0.044126314774039804
HMGB1,-0.02176353171045878,-0.014917484670489001,0.03192491415972579,-0.06496315435205835,-0.04373511625887696,0.07100719185185773,-0.020803245720683552,0.03208211821224224,-0.15108785491649457,-0.04289683753139423
ITGB3BP,-0.014812602494957196,0.001073334333167293,0.02885563264765872,0.03262406278958071,0.0409838476577913,0.03899874508406937,-0.009842349061198196,-0.06311103599143841,-0.0184596510485911,-0.09135561511320046
AANAT,,0.04405420184260767,,-0.023580765206974656,0.10846290106313967,,,,-0.010459867611367388,-0.029578956218056136
RELN,-0.03165664857809599,-0.023100288171744844,0.017203893283886204,-0.029608289724093354,-0.04606468439671422,,,-0.04403049651918822,,-0.014393216789160352
IL15,0.02054670795967181,0.0854716654059691,-0.01247621298080399,-0.03437145126359079,0.05684301630588311,-0.009718211995877612,0.03800806070974485,-0.0026731861496389403,0.0927432977446624,0.009011229756949344
UTS2,,,,,,,0.05717145953506608,,,
BSG,-0.013683436721962186,0.030058691441038888,0.07493594957807789,0.027707157410669158,0.02169165859577049,-0.035430645364957734,0.08851729222288338,0.05491328134950927,0.012426016397421446,-0.0445668585988601
ADAMTS3,-0.012906513364737401,-0.019003199656812443,-0.002085593701889018,0.018199424581655178,-0.045911576763453844,-0.014927463873397473,0.042842412313510575,,0.06419816467726747,-0.03700882090013236
CD34,-0.027941946419853893,0.014748322921739518,0.050990685443335786,0.012873927066935263,-0.022038229939182283,0.08920986794427956,0.008035777447880725,0.0045955487375785135,0.16486725769160712,0.03282967806340637
CCL23,,,,,,,0.11273400529519588,,,
PLAT,0.016879797345040318,-0.004694845162414853,0.035769291682122346,0.07662217454847427,-0.014695226220990653,-0.024198659272799194,0.024029072565114426,0.0029262740309184657,0.11193061063467101,0.0012743526083556496
NTF3,,,,,0.011330831978628398,-0.030644038950824397,,,,
LTA,-0.018357005338446017,0.12327490042469562,,0.061600289625631445,,,,,0.01787635200878706,
CKLF,0.02227273537603082,-0.02600344923887781,0.052455635766667674,0.04780450357902539,-0.007628176065732264,0.051151425757664036,0.0550739754970189,0.00465516513097674,-0.011703031337467753,0.001443238968702566
APELA,,,,,,0.046092464510481726,,,,
