,MGH258,UKF248,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,-0.023564785842688216,,,,,,,,,,,-0.014031537715202684,,,0.0357467821646925,,
BMP1,-0.01398061762378285,0.05300032984034193,0.009691667973949667,-0.002257439653002161,0.035711206580153566,0.04296856113439355,-0.013119212637854715,-0.046717641730894564,0.009673253524292448,-0.0061387443407568635,0.024150955674220237,-0.03714128219435414,0.01337911114360822,0.059090011771001746,-0.06261570441548779,-0.026616450581075122,0.11223604461163983,0.017026403364179703,-0.028557765781272195,0.044174870168814655,0.1429703731674507,0.04325303268626388
NDP,0.03377998985690665,-0.0021665207741270506,0.03802288628060379,-0.008759806358877622,0.009707405971922333,-0.013349880856499767,0.03318248494637144,0.03318118534409779,0.03291018917946887,0.001956332737254259,0.026612705931114936,0.0019761872781494994,-0.07560015462372256,0.002395494616708447,0.020474294857672656,0.041625157844859845,0.030528818858986135,-0.012079841962109575,0.030832562012460225,0.06958332419001773,0.05378758924953763,-0.021433438772333963
TNFSF18,-0.02748430000260697,0.0029419862103309173,,,0.08702324462132235,-0.01285081982099803,-0.01720122360770799,,,,,-0.024507793190574216,,,,,-0.03180169389000296,,0.004125068282172821,0.10376385437393786,-0.0012653368018599007,
IL36G,,,,,,,,,,,0.015982063478713834,,,,,,,,,,,
RTN4,0.0172771268446676,0.029222004521191832,0.06878275379106909,-0.03754279249466311,0.058370013088454464,-0.10106454379050911,0.01005689711071105,0.008952256687130107,-0.014610463539584518,0.033472988922442916,-0.016107581027328937,0.011002342950138449,0.08436784247170166,-0.034790949469301134,-0.06687968753490064,-0.04803092258541828,-0.02759652405017288,0.06411544683146207,-0.09943939887774005,-0.06520456291539636,-0.16823950992008335,0.06839112361981356
HEBP1,0.005481773092071841,0.015430284536351152,0.01787793228599927,0.024033122317318648,-0.00021844168772313725,0.008692905746940933,0.0435252228123438,0.015213431954403285,0.06557467300518147,0.03294828620288831,0.08153992520228988,0.010513670533763937,0.08829426441095756,-0.04709520322784419,0.017231356618751387,0.001583345726089003,0.07734200127734786,0.021135887504852922,0.019738900834946168,0.06001677680314397,0.05964735810061899,0.0032653108555398083
WNT7B,-0.024212807470082698,-0.025402305563739666,-0.024477816854389794,0.0501461392080443,0.020027737255619318,-0.0778229051696656,-0.02265012295906814,-0.01218291867353473,,-0.022843898751053453,0.06222017581952528,0.028131362856611792,0.06595498802967831,-0.032304967134535206,0.02916247466451807,-0.03821936050749619,0.0587847607490582,-0.02108332425908215,-0.029541041980332566,0.055009814164827614,0.011045411865322973,-0.05345083372664674
PTMA,0.006800217510006926,0.009406942502514153,0.051478154248480734,0.01753046694371779,-0.04524798127353702,0.02053331868207009,0.029747570502869008,-0.01741587493167821,0.06837063539713535,0.010524257768471618,0.02125510610284359,-0.009700387665349414,-0.10892346275952414,-0.05248129871258163,-0.030074894722472486,-0.03817186259392282,-0.0879591526626654,-0.00048341834434326923,-0.030453602812855488,-0.033100038744636844,-0.04827226474585687,0.093974912956565
FASLG,-0.024212814314981342,,,,,,,,,,,,,,,,,,,-0.028033369339363654,,
