,UKF248,UKF259,UKF275,UKF296,UKF313,ZH916T1
IGFL3,,,,,,-0.01754461752152961
BMP1,-0.03526462039856251,-0.0360900653196012,0.022708901948790848,0.04439764091692296,-0.04993938793484362,0.04912289018966064
NDP,0.02960032734937586,0.012735373615232203,0.04826415712535144,0.0537360454342619,0.0390070261554873,-0.018783627780830058
TNFSF18,0.043423768409776145,,-0.02021679132004614,,,0.013025827723715739
RTN4,-0.039080157211599895,-0.032390818157051623,-0.0056549839935520025,-0.04861752874917341,-0.0026128251523979016,-0.04633366803498401
HEBP1,0.02276485809044787,0.022184147497992236,0.011351139592156582,0.020781465851865327,-0.07751595585104494,0.019172289608506143
WNT7B,0.02135494599825783,-0.017468871862532445,-0.0404597577086553,-0.021307682664107104,-0.0016338054256152138,-0.0013991271469041588
PTMA,0.023587957729689107,-0.03238805310973791,-0.024980499375332095,0.051865931119382896,-0.030571907389885786,0.04597064967538626
FASLG,,,,,,-0.015216440790989874
CEACAM1,0.012027338727095117,-0.03011867249772193,-0.005239496136129191,,,0.01876460395849373
PDAP1,0.03216675473272028,0.003762685841773356,0.046682141123077246,-0.007995576760260891,0.04372126087858627,-0.022786676061315802
QDPR,0.019746232355921614,0.002079918643189092,0.001032817568166318,0.035489849048855555,0.021607350966696182,-0.04330200184572017
POMC,0.005316577006147461,0.01113030228875262,0.0019253835960765253,0.01406542464477596,0.033716472302097775,0.10289274150029042
CCL18,0.022139046131034727,,,,0.018708220794506045,
CCL17,,-0.03270147135404914,0.0615497966069985,0.05885338573557226,,-0.013791994472201327
VEGFD,0.04464069170950358,0.05557159877495103,-0.02949758097106364,-0.016973798623768275,0.0799269263065208,
TNFSF13,-0.01906589090851871,0.05850227944995552,,,,-0.0040386018480859315
WNT5A,-0.028185875765235572,0.026326789867395717,0.05761886657983163,0.06805464711057152,0.04136207257466447,0.05701417258924263
CXCL8,-0.002894215428383545,0.016141108960370555,-0.050786061246489544,0.032287252093411635,0.014766154439455675,-0.004900015429996484
GRN,0.011314914807683596,-0.007839822009299889,0.0065418583097148165,0.0550605431729009,-0.012051378881624594,0.11446544351631602
MIA,-0.01867478044528144,0.03159623990176465,-0.01141275755503752,0.013592163052302387,0.05315003006009502,-0.01827008207611842
COL4A4,-0.022374731444100484,-0.006858349290342444,-0.004485780114296385,0.011013026744467658,,0.011762013685181354
TAC1,-0.01221887908246301,-0.03545946722038379,0.02112258063657435,0.01571945472653349,,-0.01813097916273494
RARRES2,0.024299620785120463,0.032622594729102165,0.020562848365001947,0.04276873324869889,0.1526799041145941,0.031561012990559016
FGF7,,0.06912442074058951,-0.021283138483608327,-0.013478401786146316,0.030719342935734462,0.020272491987648612
HBEGF,0.017758010020368524,0.03483322665713362,0.08228546836890857,0.1114018468939892,0.12320055857446857,0.023501969569543382
CSF3,,0.02479891639931788,,,0.01204958197964707,0.04171304080227934
PI3,0.03685350458883459,0.043477966407304044,,,,-0.03154896670365015
PCSK1N,-0.029007888798193476,-0.024094563054994984,0.014905579304016805,-0.06755817342266694,0.02554413613159029,-0.04181276664678919
NTS,,,0.06456328868486386,0.030974964089426765,,-0.021503387681922045
SFRP1,-0.01908817716596847,-0.04444154899909394,0.09482856430803276,-0.037931897339551664,-0.010231857161207418,-0.0007512174602675237
CXCL13,,,,,0.02196288559509199,
MICA,0.000566012883606167,0.009612126122228863,-0.02421395424682609,0.058800141598142286,0.06591831986163317,0.0704770344742431
TG,0.056068584851531746,-0.04199908103708886,-0.044198572836805776,0.0161301280619726,0.03830972275934485,0.0006691725295427523
ADA,0.025333677553944108,0.0023368714402745056,0.08736534222155262,0.03117009787864801,0.06325696566851877,0.03398261490803899
LAMC3,0.0012216713500838264,-0.014276957749569623,0.0548469496023907,0.05660729484277153,-0.02822010238987251,0.08254299684214984
CCL7,0.03570742095778305,0.026704310337695766,,,,-0.015216435380205156
NGF,-0.02332776523315784,0.07751772504206206,,,0.048584380835175606,0.042234193567279754
TNFSF15,,-0.022868021644378587,,,0.07326665506719338,0.04742326602654581
HMGB1,0.03604814178874341,-0.007768804777360594,-0.047245806897260004,-0.014850904357885697,0.028088370677686898,-0.05747142443269661
ITGB3BP,-0.01752947964081117,0.03644523013173066,0.02131590836729585,0.03818291543127063,-0.05083477730637818,0.01683376574344424
AANAT,0.06584781535555527,-0.017459914345042883,0.028179696759734734,-0.031643379286821934,,-0.01609962319075679
RELN,-0.00396892391953526,0.035484512680078184,0.027821427836195355,0.012663379591488517,,
IL15,0.04553928211849841,0.04060564709152553,0.023797181527917502,-0.010827770507860221,0.06642025284234208,0.04419766610550472
BSG,0.025689124571124093,-0.020791100514051378,-0.042705813642606685,0.018467647017238645,0.08345798820765898,0.007223364292074964
ADAMTS3,0.016210983459321066,0.03432977071848581,0.0303136601968724,0.008993713293402036,0.0404286558776639,-0.01588993459135296
CD34,-0.00812488221825154,-0.048355793190876066,0.031213799390208272,0.015166517525216555,0.059190578742823595,0.06508538842567746
PLAT,0.002452742777696551,-0.02633874492740609,0.03593365281600734,-0.014663604222020406,0.08721530434191684,0.04117966298650029
NTF3,,,,0.006995846436226921,0.026042239472407348,
LTA,,-0.004452814507982833,0.020752359694130976,,,-0.02166766654331308
CKLF,0.004840037555669711,0.011039030318004224,0.06356458833791012,0.036493332175334674,0.0516090065558395,-0.01943711739306201
APELA,,,,,0.048129687980363836,
CD24,0.009628308023415256,0.025651390062851463,0.07194409763083577,0.09142207668342196,-0.03010923278437357,0.04646286091186612
HSP90AA1,0.004351514732896644,0.010588996671732524,0.10059571114392654,-0.028873189878128643,-0.09017378211372426,-0.07756899813764813
BMP4,0.011638911555277732,-0.046530955493908156,-0.03896599086574851,0.025473382410823066,-0.01995610892416768,-0.037883683041208024
SCGB3A1,0.010847497642061311,,,0.02064208687884085,0.04498202753484613,0.06681789621377787
IGFBP4,-0.014274085872561293,-0.00625753768692531,0.09436934997037268,0.01379614563239828,0.0748834860394283,0.08750954015828669
