,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.025326641421755423,,,,,,,,,,,,0.027560830211177403,
BMP1,0.017841512736374722,0.03589691812503635,0.10046758960309415,-0.05202022736209846,-0.024995044552250257,-0.012519524767865541,0.11636343887479587,0.038557313569345136,-0.00872238901815166,0.015963927813431478,0.05516595552086809,-0.025352331163942768,0.006259976424699259,0.06401767739883034,0.02502084377384891,-0.033953957319256704,0.013787010718158691,0.013896510056467231,-0.04588966906811278,0.0586110037827584
NDP,-0.03298899519248504,0.002515683115191983,0.024821543238231162,0.03311614143112814,-0.03941442383581589,-0.04215774590874688,0.01075517075616533,0.023909458058972852,0.013472360309578572,-0.06828259594574723,0.0631124057004057,0.052763221925105123,0.08107769788877801,-0.057213461635899965,0.006589638717639631,0.030087843543997808,0.022705344587413436,0.0397873366427696,0.10854392282288756,0.06266053600694234
TNFSF18,-0.019279987219288242,-0.026427553767191046,0.00708412018757513,0.06457194709146936,,,0.12930970934388467,-0.020199133059749123,,,,,0.15298956379068018,,-0.053999507618241925,,,,-0.015327631096084685,0.029087784003867957
IL36G,,,,,,,,,,,,-0.026924648927885774,,,,,,,,
RTN4,-0.04904586046836464,-0.030740815727426977,0.017748034625398007,-0.03989708423674575,-0.018066035349551937,0.028955715569471456,-0.09807833695182011,-0.001147804993733753,0.0031002150181110833,0.03617945457163794,-0.06787054970679156,-0.06089563631856975,-0.05321817278108847,-0.01953949731035706,0.033471945694646406,0.00666267358454416,-0.01005152072837513,-0.018038181993901087,0.01593105773144856,-0.10892849697204073
HEBP1,0.03718269630644767,-0.011055952956543977,0.009709859891833003,0.018166239547975173,-0.03208760306450076,0.05060293788922062,0.03206647097569781,-0.006560865530951469,0.010310186406960863,-0.016918924880021644,-0.018042890932020415,-0.010730058730194164,0.08457795728743854,0.023532410137088098,-0.027323832254984182,0.022411386490072193,0.045959529953055835,-0.025722453469293822,0.020496975791880954,0.03474879578643935
WNT7B,0.09162484446521604,-0.032151607642733594,-0.001726343008837125,-0.022175836709742224,-0.03159404710902352,0.0056374980472791185,-0.07779933061924575,0.01548674696469716,-0.021344428065236187,,0.06891109739859012,-0.029593292005969565,0.02665604424246347,-0.008545083408173733,,0.010831149661221647,-0.030870238394534805,-0.027464030079571235,0.030993467823628173,0.05110550501353457
PTMA,0.026595318727669938,-0.027455968101918915,0.05925872803565222,-0.025535474241793164,-0.010361636207648498,0.03948618219329422,-0.08459786173184441,0.06355203154092208,0.0019237800316496358,-0.035512128866635274,0.08301967711713142,0.0015139724922714857,0.0008409069394856268,0.08720551623548996,-0.06066262195625979,-0.07407960730979586,-0.03588224524062623,-0.04579281051718029,-0.09711305561851302,0.014463634473976474
FASLG,-0.0169850696758353,,,,,,,,,,,,,,,,,,0.014501279504704553,
CEACAM1,-0.02358391789291431,,-0.029716067447038585,-0.017018620887961897,,0.06168568599021572,0.013801339144259989,-0.03176842418196416,,,,,,-0.0530390891413371,0.012732807996094078,-0.031479764985889065,-0.029879151717166794,-0.018228276192437977,0.04643603330931213,
PDAP1,0.034062603068665626,0.028400806296887824,0.033401803630850366,-0.01832290470870746,-0.041541688818744545,0.014361362007829432,0.07048038331230455,0.020626871264041925,0.03549919533207863,0.00580240339914502,0.05447001709614167,0.02746526890279047,0.07095957937385731,0.056187154308642594,8.73658072623627e-05,-0.005738920964577338,-0.024439631016581916,-0.04875486795787063,-0.004289430886503991,-0.024504848992107864
QDPR,-0.08914200303478567,0.01923404750317224,-0.04375810934836583,0.01870642669278403,-0.024866495908604597,-0.008105258781105119,-0.08522211051923566,0.03703783746246868,-0.025879122913955083,-0.05145173270856707,0.06422243418787661,-0.013394432859198195,-0.0306412347861268,-0.00024054379525324327,0.020166046665206067,0.0342462011346042,0.08952694855923608,0.031420322224569135,0.059938380957513526,-0.047941342435464177
POMC,0.07550811934990799,0.01174825492710578,0.0459014090654723,-0.030239374122924684,,0.0006624080388522094,0.020037999233117918,0.04728811371129631,0.009259183371818566,-0.04691733361135133,0.011067079350227476,0.018522065987846354,0.0663717632071107,0.016497018465813196,-0.01589031534347641,0.04510446164147931,0.10069120194573428,-0.017147789371546512,-0.02851740044564659,-0.0282113383313768
CCL18,,0.04422625607691142,-0.01880389796115912,,,,,,,-0.041516085789163985,0.16227266188267192,,,-0.04547824606194263,,0.06202108871782075,0.04736875947176557,0.02546412308579127,,
CCL17,,,,,,-0.023481352092084535,,0.0413963275431637,0.005891575857465134,,,-0.02459643118614755,,,,-0.022333369594033876,-0.043132431299960264,,-0.03112352027451823,
VEGFD,,0.01893854200477904,-0.004883002445054074,-0.011255793128219999,,0.028819166645301226,0.014154569833833223,-0.005238414970531078,0.023822011969970445,0.07173310732743078,0.09254015316341882,0.15626379252467143,,0.19350987905953906,0.022700326134054313,,-0.0027940886523566038,,,
TNFSF13,,,-0.016810768480361213,,,-0.022561399683152898,,,,,,,,,,0.039858844184661915,0.007680672915892333,0.052628281284641205,-0.023865798391969284,0.009024355280128652
WNT5A,0.014415104969391152,0.0006618885954408039,0.09094704483759534,-0.09086076074303238,0.07191765455270614,0.028596895042904674,0.08560492214236705,0.09549539417913691,0.022493065689754038,0.050955891303269864,0.052892202920367885,0.09240208189305507,0.050101064828077226,0.04017639012696807,0.03567576659060446,0.012010347295926043,0.029873363103781445,-0.009725900915036527,0.05307509472159387,0.0069651127210417245
