,MGH258,UKF313
BMP1,-0.021473242291876207,0.0624046854371795
NDP,-0.04026950425224205,0.026182018553991628
TNFSF18,-0.019279987219288242,
RTN4,-0.01086513293449004,-0.06282863540676546
HEBP1,-0.025453606511357134,-0.03170125009732837
WNT7B,-0.01698506487420097,0.0543697159462506
PTMA,-0.014826969543030798,0.0028030416456443605
FASLG,-0.0169850696758353,
CEACAM1,-0.02358391789291431,
PDAP1,0.04966823818729997,0.037438743971690766
QDPR,-0.005654671878304959,0.010683981943505012
POMC,0.09120684340292164,-0.009438151863768817
CCL18,,0.04360332583348457
VEGFD,,-0.016786418366544598
WNT5A,0.023798465927236282,0.08076084180604333
CXCL8,,0.01308099442097296
GRN,-0.053777081650868565,-0.0048742647952150315
MIA,-0.02223199120683366,-0.006249251173959316
COL4A4,-0.019670780304333193,
TAC1,-0.016985060434957754,
RARRES2,0.004948674315916586,0.03829063226317768
FGF7,0.03863407214607863,0.04904619053903451
HBEGF,0.051815052789062205,-0.004665361820555906
CSF3,,-0.010133212743546885
PCSK1N,0.06581234456936977,0.09785612349360473
SFRP1,-0.02471369197187137,0.09258525084814889
CXCL13,,0.028511059280021997
MICA,0.00022672350438587616,0.04247457217044498
TG,-0.01967077587144711,0.05158035772819551
ADA,0.031201298754074486,0.0015166685970692247
LAMC3,0.012650224509513485,0.0017890753731368563
NGF,,-0.006263213618714492
TNFSF15,,0.15056960467893832
HMGB1,-0.013182042037235022,-0.006294242235122149
ITGB3BP,0.008492578826662732,0.07431880022885545
RELN,-0.01630759471203579,
IL15,-0.04545316374813166,0.006295907737349895
BSG,0.01657125752865919,-0.01798073878383878
ADAMTS3,0.045614650409148624,0.020551616153136353
CD34,0.021280525679366852,0.048885995058049504
PLAT,-0.05355305689402907,0.07166880130342909
NTF3,,0.03252206673132554
CKLF,0.03163521477402379,0.048869666869140106
APELA,,-0.029605286680618185
CD24,-0.020644026143287742,0.055088783901228476
HSP90AA1,0.01803183521415407,-0.0018290427569632292
BMP4,-0.020244084084183545,0.007222830575599977
SCGB3A1,,-0.033622432896477664
IGFBP4,-0.06001505380643051,0.003503147796864306
LEFTY2,-0.019476285434884603,-0.018158595423256582
ANGPTL2,0.03049113843056257,-0.005362651989628127
LRIG2,0.01298362353881274,0.030197217228132674
ICOSLG,-0.02957972569555254,0.006365251148111733
NPPC,0.04153175087220517,
LYZ,-0.0111667864050298,0.06679636355211604
EREG,,0.050393800433381396
SPTAN1,-0.020874871766798336,0.023110217006543844
LIPC,-0.02518448154298258,0.016228758366258318
COL8A1,0.049581366451024476,-0.0642658815466579
GSTM2,0.019243722618172764,-0.018943573994795397
SPX,-0.04095231289018493,
MFGE8,0.022507796535980642,-0.0507382044420981
TGFA,0.0037399555474607023,-0.0015923217465542846
SLIT2,-0.020244080844826505,0.08151419235507305
PLTP,-0.002889460500671556,-0.0034592343456012957
APOD,-0.0054968919803218734,-0.023031986996480083
B2M,-0.02849356349766304,0.06679278920027049
OMG,0.038853694428558065,-0.01344738287918929
CXCL3,-0.015840938197892136,0.017909767226947534
CXCL10,-0.00866901349329736,-0.018323436741201623
CORT,-0.019670779987698374,
NCAN,-0.03880316046949514,
ZG16B,,-0.023954485254583123
TGM2,0.028943011487303244,0.12398861672084788
VEGFC,-0.01967078125423774,-0.04133189426370337
WNT6,,0.07137184825462048
COL9A1,0.04817767504847982,
GDF11,0.030630321050164493,0.03971270806982125
IL24,,-0.015105616396759685
SORBS1,0.038258144591951454,0.005194002303052162
DLL1,-0.031756006357207905,-0.005306813303655016
TLN1,0.04942841847713094,0.04037465275100446
COL2A1,-0.018475893032150806,
PON2,-0.02587791871623395,0.01630278787361229
ICAM5,,-0.014299321927356183
HPX,-0.02098643635221289,-0.001279500582449709
SFRP2,,-0.014907909096291817
CD70,,0.01099094947832105
HP,-0.023354992427776916,
CXCL2,-0.00015851907740174745,0.04259024130400526
CCK,-0.017951739317533157,
SEMA6A,-0.07190509846719448,-0.03352406635889097
IRAK4,-0.009115462541617722,-0.018308907168378845
GSTP1,-0.07541410938218927,0.011218570202281113
VCAM1,-0.031071736879304993,-0.03258620130168288
NXPH3,-0.015889298125496505,0.05214005206177181
MTMR4,0.0020357899399750003,0.06398893008368498
LAMC2,,-0.003937136744883943
IL10,0.024956170102063593,-0.013091964187139166
SEMA4D,0.013436150875376347,0.055101784877683704
TRH,-0.01806155190706822,
SEMA6D,-0.0655705688591991,-0.001883262448674949
