,UKF243,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
COL4A4,0.0307522417073075,0.0832579927699254,0.06610001407560502,0.02465799812871958,-0.015007881076409126,-0.016099504415854005,0.04291700196093997,-0.02406644536930533,-0.019618147163080645,,0.09124816567054271,0.11448120456749665,0.005842900362619073,-0.032218803929935286,-0.02644334272536024,0.06285889141124136
TAC1,-0.0440187645709177,-0.004156690667775902,0.050698263311865735,-2.4398397324980523e-05,-0.02184754890999155,0.053428625956621595,-0.016543640455941536,0.04705251193041447,0.015494666700712019,,,,,,0.07684330105790399,0.02601900647966203
RARRES2,-0.02453757450314357,-0.026785318789113065,0.0034259417134629693,0.05431321973991254,0.020669642255331667,-0.015665888186362397,0.03771740794537408,-0.05359637132473734,-0.03473391050194641,-0.02208777881082949,-0.02951891226481862,-0.015358741391096477,0.009272084759359464,-0.032527881586102356,-0.03411733057544912,0.04359316807776237
FGF7,0.06443825223966708,,-0.021373544886746424,0.0005594241854251547,0.016497923209482793,0.0527277228904127,-0.024038972542195235,0.024440177030476275,-0.011071838336899823,-0.030404269791920797,0.027767471367734824,-0.042755908232715925,0.02241612820307852,-0.029005262037931693,0.04470022755314404,-0.01491107384284401
EFNA2,,,,,,,,,,,,,-0.022755960930999467,,,
HBEGF,-0.06169485050943213,0.025912184440864596,-0.03810805409678704,0.02767370707796501,-0.06309024595566166,-0.004622866357866042,0.001567421475612757,-0.03234919434966864,0.05753594799310645,-0.11780285603356053,0.06546001604956349,0.007969892127659856,-0.027266107228390787,-0.020359335627978446,-0.0031662623697063376,0.005553612958314057
CSF3,0.09708729628140135,,,0.037447910933183476,,-0.017032965794993186,,,,,,-0.03010478193659671,0.0026787156990004495,,-0.01881074060964248,0.038717583307557354
PI3,0.005216281441816346,-0.028284040229390416,,0.015152042669627653,,-0.01917934429597717,,,,0.060979611563642976,,-0.08680198925368884,-0.05656978180322143,-0.017771220541225756,-0.012869295084706089,0.018963078725774025
PCSK1N,-0.041244079772357056,0.014187820074640816,0.033083772635424606,0.005335541928361071,0.015872145232565235,0.05406781396677623,-0.03040486341346211,0.03175203004199776,0.04816972167989926,-0.05674934191155128,0.030731081044839334,0.05900914046472218,0.029789333303581852,-0.020852724276396617,-0.00887859710170409,0.030910693314371906
NTS,,,,,0.06330859070598742,-0.02093556388074863,0.030673620111390094,-0.02227405053309587,,,,-0.01057820354098444,-0.013416626148237059,,0.008306565029659924,-0.022289696252897475
SFRP1,-0.03258970783748801,0.02873785165653344,-0.009116580524507567,-0.007019886128238484,-0.029289147276191647,0.06094552434995166,0.01588251316478717,0.11614565612555593,-0.004508767565369095,0.022355671913652404,-0.03618920434479088,0.055565998026623965,-0.036091833534131756,-0.006492436195103185,-0.017976947011771563,-0.021771740181630066
CXCL13,,,0.04901138949033334,,,,,,,,,0.015497007499860752,-0.0215517382421146,,-0.03068423237174787,
MICA,0.0386069652699542,0.0364394359429135,-0.030623274661506043,0.04562511490969909,-0.020205094914405766,-0.05356419589379193,0.0531766442673224,-0.019682537060434397,-0.03686313638760026,0.002370352205232118,-0.0033816685887418344,0.02068175695754632,0.023947392748346185,0.06778511591980177,-0.017862942090395774,0.0410575576235528
TG,-0.02801767487473104,0.07791936980087864,-0.017978133511229146,-0.03796963942066959,-0.02114750937958296,0.01645528579952813,-0.020863554059678997,-0.01242799078918251,-0.02069750624944528,0.023002608581208887,-0.03250749878420553,-0.005097694594381516,0.01537549256853084,,0.03162686218696238,-0.02935392438873683
ADA,-0.01331659378695979,0.0060072960362827655,0.06978812851129704,0.014482877522252755,0.08338099156714143,0.016091406557571658,-0.014189488801380318,-0.006012137261860644,0.04825486086732207,0.01750370473762729,-0.0035678604925065065,0.034669768659564795,0.01625976661130495,-0.03861567171192081,-0.05064442169491031,0.01694528242724026
LAMC3,0.01910544585699191,0.08296249048371604,0.10530386461931211,-0.08691430914482322,-0.0038505479409650972,-0.019077402245027717,-0.028078074841601346,-0.042342664606507915,0.05173921083631783,0.0663071273898948,0.03576589469606897,0.006646732463387432,0.015863514533747243,-0.09456067844066417,-0.04534359099611422,-0.009330404222983276
CCL7,,-0.022940726234082057,,0.02429216448147962,,,,,,,,-0.010858340508028426,,,,-0.015772850663979623
NGF,0.03573455898135895,0.01431345451548089,,0.03040859251368481,-0.02018039607014769,,,,,,-0.02966907800528305,-0.0007144778355808116,-0.02245008253178853,,-0.03229393093691728,0.11281426201831808
TNFSF15,-0.025050685963377707,,,0.036773307726432454,-0.0245034250390931,,,,,,-0.0067841344097242925,0.039521674860493135,,,-0.0116811469780179,0.01888077830412579
HMGB1,-0.017595627095503455,0.0015190167985349291,0.011358909304508407,-0.017933177891222764,-0.045845508594230915,0.013891169048373907,0.020134421097215652,-0.04906713345372354,0.011112992213107225,-0.014304727240802815,-0.03255267076094509,-0.03472604125139515,0.038105016561101344,-0.04645016341999977,0.03125440625078611,-0.08190478175924625
ITGB3BP,0.06762222167225956,-0.002880864085850846,0.07055715867080913,0.002070958350563422,-0.009953429582386816,-0.03776985328077946,0.017054656769161188,0.0264033474946465,-0.03875879216858115,0.07687915008623163,0.06320249045286574,-0.048532111320517816,0.032443455434712415,0.07723852945988519,0.0791184380657959,-0.013707360521172733
AANAT,0.06071937956018021,0.10250647357407137,,0.0490598963654265,,-0.015364196091851186,-0.018762716092858758,0.06643657824531723,-0.01848276759184438,0.07832709666368028,-0.020794263503327214,0.054089696005034923,0.07780772012000374,-0.02587193649711458,,0.008284400722645408
RELN,-0.03491385838412451,-0.0023057210024517486,0.027538652393735007,-0.030222170612128736,0.04426624849012584,0.10469419753101368,0.0417375567112794,0.06291936651807102,-0.02046201903727098,,,,,0.047207991648128236,-0.014109559636354317,
IL15,-0.002947464162625097,0.02764055510487353,-0.02290386704389696,0.014062965726104572,-0.017435643627100903,-0.002116155506029462,-0.01412225899374429,0.04035777658206314,-0.017141912681813906,0.11509326474538287,0.04854242797992047,0.021145199868468557,0.1177065413468785,-0.01598134475141538,0.05080350750752871,0.04366372180938966
UTS2,,,,,,-0.011769220145444135,,,,-0.019195658093917198,,0.11045813123636175,,,,
BSG,0.007242038587075123,0.04768343889515775,0.01432311202754713,0.031401403968620456,-0.06564998482002993,0.005247925482709777,0.037651265223462634,-0.038248238212530185,-0.0388813817306013,-0.038876622923984416,0.03012651926102571,-0.009249816985081849,-0.05045026519095769,0.05650011321258239,0.027402151708854548,-0.019961833825009656
ADAMTS3,-0.03552184324743455,-0.013685290477087384,-0.0012586362862387508,0.037423990673862595,0.04945232339462522,-0.08181922980811483,-0.013926193270156052,-0.041081551384522436,0.02178504410398508,-0.0018870419932200178,0.08669762029634587,0.19644743016533944,0.02717511160871205,-0.040086862941032794,0.011208766373120859,-0.0384304952527833
CD34,0.021519744529466946,0.03305114173211232,-0.02915088124339396,-0.010178649373691085,0.020219433775562047,0.024859198617188317,-0.010509465969995406,-0.02680345234763497,0.02714396866839492,0.04629938473878431,0.08091624109451265,-0.040904847421128036,-0.019293742336615124,-0.03530540676905388,0.06633970606504737,-0.014675357741536863
CCL23,,,,,,-0.017482016246923752,,,,,,,,,,
PLAT,0.006698414342296929,0.03700441342951185,-0.0013109675795672756,-0.029317911884350414,-0.0422058155389017,-0.048275598414927234,-0.03472584524632363,0.015164860428633168,-0.004426515520356181,0.05020986946203002,0.03747686691265128,0.03830834718193469,0.09760965053921006,-0.005424285006247402,0.015370990624841895,-0.03555676571224031
NTF3,,,,,,,,0.11642946746434264,,,,-0.0006934596077282189,0.046197183457328116,,0.07340384691987006,
LTA,,,-0.013221175893784128,-0.0011437450861242467,,,-0.018070450978245875,,-0.01714191479781961,,,,,,,0.10788177439372057
CKLF,0.02757265158245612,0.012736028774489584,-0.020744135067625378,-0.019506280014182496,-0.03380228133970771,-0.03713398548088709,-0.009303897342094868,-0.034717594869493044,-0.0429651807677279,0.041173804984202235,0.06542837529810208,0.05378992224224168,0.06301663682147367,-0.004111114816707481,0.00667328135435177,0.015773838453113205
CD24,-0.060225826938747264,0.03862305128975096,0.02742656924527865,0.03459438494365052,0.004906550576918127,-0.03955874291060586,0.03737865681998147,-0.05790815092871717,0.03341043854683583,0.11823654468273793,0.05674125972734197,0.03004402193415686,0.012032359538448794,-0.017621408952984207,0.07176661757716454,0.0836399891015101
HSP90AA1,-0.006092724452096946,-0.008153526841019667,0.024861014865428726,-0.014142066547798145,-0.011315807297782003,0.025427878340022532,-0.018874495890340504,0.017669660010719995,0.0683560587665088,-0.0949980460308105,-0.07396131019457985,-0.1127881182118304,-0.07219742860779169,0.058555079317989304,-0.030053391346656484,-0.08883598697968344
BMP4,0.04283550866467215,0.024033573894023268,-0.014015221472817339,-0.005314887588005644,-0.013915727953529184,-0.02754127517242524,-0.04019199668463022,-0.040601941025958314,0.0784164102860488,0.14432013185239081,0.03457171346697685,0.010730813351358226,-0.024105005252384154,-0.04575826733803617,-0.04047794244826883,-0.011408612914831391
SCGB3A1,,-0.022940723940040087,,,-0.022256907462255338,,,-0.01208407392804234,-0.011961401453576204,0.07557053001153938,,0.03775100226147393,0.005680174529636577,,0.007779490533734849,0.030875689879298063
IGFBP4,-0.04987861393606007,0.025724601806986314,-0.006573656315183386,-0.05866602120646788,0.026669223315834795,-0.06336039963168213,-0.006694970952415261,0.0636149467502991,0.04577145600115284,0.0031021987121133084,0.06454813911901956,-0.02501837092634469,-0.03590517269183324,-0.07398549590640964,-0.0985565489054733,0.022741416883327342
RSPO4,0.04649843045780532,,-0.021373540828980287,-0.010730424144713447,,,-0.021017034588754094,-0.012084072160473167,-0.02377853450757518,,,,,,0.12247199660388705,-0.014674818997296168
LEFTY2,-0.026683604434741645,0.011914687535517693,-0.013383552049426598,0.04674251543011712,-0.01130605331684186,-0.015337233595537311,0.05218986694713384,-0.013250332915408575,0.07574812959494233,-0.05280501989635431,0.08026420908840834,0.052109396522389384,-0.026165266571898924,-0.07877144578204558,-0.022216925980519116,0.046982894852871285
PF4,,0.03408979499566623,-0.012026456421144366,0.0369863784479074,,,,,,,,,-0.02085741366183022,,,-0.022459977057647587
ANGPTL2,-0.02630310969866356,0.017700707248418216,0.05883479885053086,-0.025886705588640754,-0.028641127985889688,0.040593790631322735,0.011934010903851001,-0.019896011626398404,-0.06704448898710406,0.053064008750083304,0.04315047106630748,0.11334223932757512,0.034956809291502904,-0.020366546757647323,0.013847185685267747,0.02404041154763514
LRIG2,-0.030322631557518267,-0.037610608003735495,0.027571575970784037,0.055928533149453494,-0.010811846887138325,0.03745667497166102,-0.012337966079916734,-0.007914959861530207,0.03444142433038575,-0.05527305367545935,0.028361537854260002,0.06975196530337376,0.06196293683673898,0.02810509906188258,-0.02570845361546478,-0.016929121843089964
ICOSLG,-0.04962292096137791,0.054148879143005285,0.009628144190163989,0.0053659538367719665,-0.010834245059488625,-0.0562463910294309,-0.059421410763525626,0.026884863350143885,-0.03987032555910059,-0.025374043070748697,0.021430908297186194,0.005336392104229957,0.033622492517265914,-0.006703955686914402,0.03206904070938636,-0.006932185696130632
WIF1,-0.05756549457646123,-0.02591845349999889,,,0.05401998202365683,0.037777092574552994,-0.01621834778933164,0.04059632021714056,0.023115439358912363,,,,,,-0.015186608815359931,
NPPC,0.053942146249748635,0.01922222056137694,,0.05959717186761291,-0.005894178184026735,-0.030689986141075966,0.02393448808485533,-0.016793903073952832,-0.02636315214217391,0.06197007905163152,-0.024898965781411812,0.015236636382606323,0.045927187198651964,-0.024544922480889016,0.00028960803978317123,
LYZ,0.051727640154694644,0.043373166967477714,-0.09966302253560555,-0.0017541863171078955,0.0345216298055868,-0.039151741078988465,0.04242876924203112,0.0037027516968569187,-0.021730814412385984,-0.0029373312622759545,0.05982466970287506,-0.001452421382247035,0.0006993525457370328,-0.03105257377932044,-0.03587864818227359,0.04854260363625973
EREG,,,,,,,,,,,,0.0032843778594381996,-0.058838553003190866,,-0.02034772071846441,0.01595712924112957
SPTAN1,-0.049404713993934334,-0.029583014753577577,0.03262898705690789,-0.014644469505388582,0.0269208570392703,-0.007089972799306191,0.042773001691891896,0.007591114858228305,-0.002472631525168963,-0.025220228268373945,0.07944088993897118,0.011334467540543932,0.03975559362933662,0.004812148749413469,0.049430449237192274,-0.0709791743511023
PTH2,,,,,,,,,,,,,,,0.07325323615938262,
LIPC,0.07472025985098721,-0.005760339037762017,-0.018100459662655558,0.013910574692061044,0.030296845235077984,-0.019841051686846956,0.006697859003432257,,0.024225987427625235,-0.014523890772335905,-0.021283099505180734,,,0.004108659686837213,,0.06269407688681285
COL8A1,0.023244392520214357,0.017289007350612805,0.014143128909718056,0.018797730721783926,-0.05495555307476859,0.01173922811943323,-0.0230269432281487,-0.012880610848693857,-0.028750478371611408,0.15263167629449656,-0.007778819758114976,0.03905927859213309,0.025554337449797043,0.016810911308125356,0.028866078991873004,0.06421873094348055
GSTM2,0.037974676220518866,0.0021666663277853412,0.036884174065304934,0.0005059041518341759,-0.014744184441658106,-0.04117516406582685,0.02309809027240111,-0.010473978264114529,-0.04763501337074681,0.050463195175559535,-0.013722659557563634,0.10908465202248314,0.06620733605721701,-0.04336849706582587,0.02025166650485198,0.027596900607085053
IL4,,,,,,,,,,-0.03966560445938839,,,,,,
SPX,-0.013821451007252267,0.019642878785596708,0.0152536466632616,-0.04105510259228999,-0.0001729433467262925,0.11810459136776918,-0.04396342033126073,-0.05291915655925521,0.038171779121921184,,0.014124540800145304,-0.02692671834438877,0.03641558064270049,0.04022308921636535,0.05351551409360163,-0.028134236325463274
MFGE8,-0.0011982022039677092,0.02676232383171013,0.03374785670933095,0.006415400707704667,-0.020359283383059236,0.025775164137643972,0.037158189096733255,-0.04885373082930168,0.028872979557154906,0.08707669786307305,0.026692940847517454,-0.008943489135102055,-0.07319714100465119,-0.011780124635807283,-0.023904106807217093,-0.014339040106890749
TGFA,-0.03317910531761782,-0.0036509872717346275,0.058902954498328115,0.06578033047419596,-0.019848555681720434,-0.035913834885761796,0.034612720515391375,0.08070856780822888,0.0027002691638610705,-0.009465957601258996,0.012335584459233809,0.07372350088027313,-0.0030582338919233547,0.0584713575330989,0.045970463108209764,0.04276264078702922
SLIT2,-0.02752604903570453,-0.008577827157951077,-0.010135017781875895,-0.03332102706687104,0.07148385502291628,0.016588800888870086,0.008802076779748811,-0.008405047387767968,0.030249621153036865,-0.012883157034215562,0.07132534893545227,-0.007541312633898157,0.03985224910564238,-0.03649227253968263,-0.011297227847404915,0.03379131475880091
PLTP,-0.02707932737169859,0.005013279978317024,-0.06711032313254883,-0.06378215014967453,-0.05800372022683786,-0.04066453576331831,0.042394273062385135,-0.032336538178243855,-0.04958096033050365,0.015200593233892766,0.09896383532898254,-0.02634407453797208,-0.005931963953723314,0.007229499044447741,-0.11911066238512427,-0.032551858602596656
APOD,0.06693609311733066,0.06693740922156342,0.05625942371114913,-0.020853282869106746,-0.01318213239582412,0.0008255717963677074,0.005327622409942896,-0.032097781859183834,0.05395916696118831,0.02884304338083527,-0.1006355321694588,0.08687026853153237,0.05941069340784501,0.03130081186495869,-0.03492282800980381,1.4595330970309214e-05
B2M,0.05775030310074751,0.07240497639503325,-0.040716897001454186,-0.044721706251060096,-0.04472276595380188,-0.04807812169959656,0.06001078757547273,-0.05528461783627816,-0.03847992628436896,0.09926935423216579,0.03840117165642223,-0.023620622599968156,0.059737800384053,-0.021583505295675685,-0.08917791947436504,0.02316932833317955
OMG,-0.004281111364744354,0.013340796861109205,-0.02672098560213216,-0.006135264614335806,-0.032005760095015316,0.013900531573772532,0.028464479687341445,0.020693069941922382,0.06099345002484647,0.18134284329478212,-0.036276879532802064,0.16270557701284927,0.05147284489477015,-0.03103717792408166,0.05170443586848561,-0.04422179437254042
CXCL3,0.00685709751050543,0.06392478407295848,0.0011541816808788119,0.05048770068359574,,-0.020172455020349644,-0.051050239917356105,-0.012927402920556922,-0.012345282821885673,0.11876505130644577,,-0.04102099978599328,0.0340755975587468,0.09418945157596179,-0.014400963122071652,0.08586904510598946
CXCL10,0.08246323801797319,-0.02373520777872361,-0.00906303155888588,-0.0027069117126981602,0.16403718436660944,-0.029236100171902403,0.03836925504654089,-0.019637671214931846,0.014390514096531987,0.09633398710407955,0.04850583922688243,-0.027577882062839194,0.01795841226289138,0.017538616973545185,0.026496104601330006,0.012096576755301585
RSPO3,,-0.008753627601858544,,-0.016676862095776675,-0.037815572468901174,0.035811084197256586,0.0496849375182635,0.04400069564333094,-0.012900582616851187,,,0.033813762729803666,0.022250521087369447,,-0.028803278847144162,0.03511215577685482
CORT,-0.027733832949304708,0.050794848703457796,-0.021478489597709167,0.00449308939826642,-0.022093234316246473,0.10934388492005105,0.004011668428254613,-0.04247312422876343,0.05091939074793137,,,0.11853886263797137,-0.021826223296030473,,0.07098229298673342,
NCAN,0.047635213948303605,0.06437417647718141,0.049243013568152944,-0.025685396275200636,-0.025868879434152888,-0.07555653257553759,-0.039195959013099996,-0.011758485369459845,-0.018206613204344833,-0.012951519210413825,0.030936026317842917,0.06788042194939863,0.12059689975021826,0.08938973852378271,0.0990556094334062,-0.0893753188711473
PRG4,-0.004511001944198396,-0.024458615826247608,,-0.0274519929139234,,-0.021855016496040935,-0.026858935859895627,,0.09720714115067507,,,-0.00012714704986599383,0.05817382203975314,,-0.03895698308939086,0.03505114296122538
ZG16B,,0.06777456496700013,-0.014471885659367193,-0.013550466724856325,,0.10664845200882504,-0.014358613710327449,,,,0.15629256987820866,,,,,-0.019958207311802534
TGM2,-0.010319740679881284,0.007724976991344255,0.029636563158820434,-0.060429138320863135,-0.010657774685009103,0.01608182385649148,-0.010454601579663275,-0.05730592565566512,0.1546821607013907,0.008257803667781434,0.07518943883156627,-0.06134641286473556,-0.03792717680283762,-0.08970078514150044,-0.01118083559880554,0.01062310552669213
VEGFC,-0.004736005625056627,-0.027042043059971,-0.018582458492065256,0.03903906829621514,-0.035743279753110514,-0.028814467065693784,-0.030866153583886752,0.005783882471704659,-0.015392714556242365,-0.044963741330180294,0.06100033711544822,-0.03436972467217988,-0.04373179673684592,0.02066984349549566,-0.013875639560638042,0.023328983814079836
WNT6,-0.03444389990217421,0.0012035354976778552,-0.013383552400671274,0.0722187839187767,0.06308517096046352,-0.021491546933279954,-0.03195458267460795,,-0.013433983979914332,-0.050298683460998486,-0.021983565285778287,0.029257709877912284,-0.030264777984198767,,-0.021681558064025493,0.045314560062519486
NRG4,-0.0029364311569523064,0.04332641274998603,,0.01121637655631657,-0.021892830013366272,0.02816364076560404,-0.027585221804102382,-0.00304334372335114,0.01971662873833646,,,,,-0.019296707273480835,0.03050378442035934,-0.016006360987417152
PMCH,,0.034297625270864204,,-0.010428960951835013,,,-0.007774984000225842,,,,,-0.02714531367809469,-0.030623358974487633,,-0.012420915703610131,0.04140334234758127
COL9A1,0.10441264262370849,0.08072743722975048,-0.03324145268395286,-0.03489465245236034,0.039314740632803026,0.0012484036730112994,0.06189448377607444,0.02111454934166176,0.09472994363370146,-0.016406302330306582,0.18969658445435392,0.1263064025706932,0.037351139851087865,0.006189737521450903,0.0367540722566976,0.01154084643621281
GDF11,0.00811364748343745,0.014461986674776484,0.03245532214374656,0.03362103114313886,-0.05349681635966329,-0.04300228626915951,-0.01954187310029755,-0.03372596349736042,0.046789800751582775,-0.08435465603815329,0.039167735713033065,0.03128384222111821,0.059931772101356945,-0.012489224090809468,0.029794632711152538,0.013610240982724505
RAET1E,,,,,,,,,,,,,,,,-0.017558864274934034
IL24,,,,,,,,,,,,-0.020238891759655566,-0.020524852805291347,,,
SORBS1,-0.036906901442171854,0.015621252476601644,0.01591941745305329,-0.03296825987493796,0.008572316656204742,-0.014272281622624314,0.018125124836485377,0.02038636436751717,0.05865359137978577,0.04822610417605518,0.021847561434358783,0.01595037275901101,-0.037169766412928344,0.06268422083396924,-0.005170629369801682,-0.03596591520033631
DLL1,-0.02491742745296457,0.07135109909643728,-0.025681763853805096,-0.05826802474445223,-0.04535947686317886,-0.006891192635834703,0.03516651306790865,0.027246802422272485,-0.030125428901875383,0.0013215942359004256,0.00611456764669475,0.005169046736024387,0.059969814059148426,-0.06647491636649483,0.04978187874545958,-0.0033751965906691156
TLN1,-0.009877863484354071,0.035577192516476376,-0.005633468493919183,-0.004268013700703043,0.04058348283132091,-0.012665823700714072,0.04383551457622683,-0.03458933445016499,-0.028263174612659685,-0.016301120729995074,0.030988368018779366,-0.06749473952299719,-0.005145218766217531,0.024417210915108723,-0.054552284355512584,0.06013779701420617
COL2A1,-0.026273723572169085,0.0392276536255414,,,0.05703564245796168,-0.020172461885259656,,,-0.012532996588015056,,,0.005631920571327844,0.01473615627712775,,-0.026166659980517266,0.012402837158343807
SHH,,,,0.015278480704415563,-0.021147511640329308,-0.01585800612411265,-0.006615926008390368,-0.013874671972331738,-0.011961400408075255,-0.07572521167872472,,-0.02398069394486721,0.07861510247248236,-0.004958236112348385,-0.01765344938948154,-0.0009622154628833329
PON2,0.009961445883670256,0.06591280363895599,0.04524062870289314,-0.05832318880355883,0.021258483956972277,-0.004454349489950031,-0.046431689482409125,-0.030116295249844372,0.017780819446811164,0.11639328338200511,-0.017285561573654986,0.08725820315507143,0.11386977647641974,0.071340622692621,0.01944089843227603,0.01597707273878106
ICAM5,0.02458530516888556,-0.01323957811650769,-0.017227637668192974,-0.008729158232286274,0.1161100118816223,0.043080973167162855,-0.016549044297734447,-0.0019532838581845114,-0.023359968878323926,,,-0.02354619771378959,-0.01350597274821314,,0.0012533974415542277,0.013594155006538438
HPX,0.06299241411013067,0.06332413347757078,,-0.029531231366321468,-0.017883599264770986,-0.02937530720746255,-0.028177889490220327,-0.012084072696100108,-0.01922628109085703,-0.0007606534046753054,0.062222783628229285,-0.034352591857697824,0.02085187378846999,-0.025871925902143714,-0.022454786924867142,0.02290614765754308
