,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
IGFL3,,,,,-0.01710694962269478,,,,,,,,,-0.023153202347399194,,0.03348780758459875
BMP1,0.0007598177393514234,0.059877197237591405,-0.07771297059567683,0.006197808303633401,0.03777702092162573,0.005590557008424778,0.03517582782691436,0.04907643761634948,0.06712625599792135,-0.08814048979647122,0.036019555043651154,0.03138216351568915,0.01270886087185369,0.003766337227072594,0.07683404275413862,0.021464387894259224
NDP,0.013851431938752112,0.01825294830449091,-0.06009596742049778,0.022902593562406617,0.003555231872228284,-0.014552337660405533,0.012467633065056464,0.0058054161295481846,-0.017102683368920145,-0.0022824650670598603,-0.03069616867234328,-0.0020486354620850716,0.03966364329388899,-0.007889539241915298,0.0279355848902377,0.03746424909090714
TNFSF18,0.052364986758639175,,,,0.0490225022354202,-0.020702782069513453,,,0.20208892289194608,,-0.04602614082853078,,,-0.023877488902851726,,0.02015866740247708
IL36G,,,,,,,,-0.03204104109548468,,,,,,,,
RTN4,-0.007033920295259184,-0.019912583567209444,-0.020095036893432058,-0.013540005582496246,-0.09915788582445188,0.04178677136941026,0.04267422256676866,-0.08229348855496604,-0.10054010216834919,-0.04422128755008351,-0.003016458251827606,-0.06318302172549152,-0.025612473913400945,-0.05369479934843059,-0.06380875741336185,-0.044681438004284306
HEBP1,0.042942401555308395,-0.03655981622600971,0.08400775371723038,0.007167339954010732,0.042915131785735354,-0.03589396529474305,0.05052867712201952,0.008842334741772019,-0.01648638574183471,0.051407463329729966,-0.04443085443215578,0.029020229170966784,0.06069143469235352,0.03893523316274729,0.029888756693227485,0.008380193578567015
WNT7B,0.004733720504650141,0.051620552178544776,0.02145338302422759,0.028330655021614432,-0.005160532839923019,-0.003543303115206326,-0.008770914370580534,-0.03521679661835447,-0.03164321069010233,-0.016785681711302906,,-0.031939522510963936,0.0312088210820161,0.041959216352119036,-0.034654624613288804,5.96057811586093e-05
PTMA,0.02554534240582991,-0.002922943791839798,0.09375990489796764,-0.023165369112535618,-0.052400323763823815,-0.05120374360308839,0.05021156790485606,0.06536085737709602,0.03163374209612844,0.08055770765163252,-0.07589239348802611,-0.0674927536627561,0.017099664389673325,-0.011688918638965425,-0.01647616870727391,-0.005801608455615607
FASLG,,,,,,,,,,,,,,,,0.09959261329588218
CEACAM1,0.022940201338998274,,-0.0243702407773573,0.0057989019035945884,0.07942782820075439,0.01356944467397591,,,,0.014501467539092787,-0.0323641883000514,0.025201672531662417,0.07292857888065858,-0.03430945870981596,-0.006367996800235153,0.004421152947834596
PDAP1,-0.0743768124610409,0.02859767439083444,0.0766095808403688,-0.016383581146726,0.1115163092540208,0.004782347973448992,0.013573811318807583,0.06085596580706773,0.09822822228394631,0.11870142838803631,0.0231905247884875,-0.02223197054283683,-0.005559186199840024,-0.028187137504492133,0.0032803014924019922,0.009422896913034846
QDPR,-0.03684508613468559,0.022836830798683903,0.011506434456771217,-0.010436832909701264,-0.10038777195247076,-0.013888430592896444,0.0019479390562973542,-0.06849426538018671,-0.010997914040314931,-0.05498746687155933,-0.010469118620618716,-0.03203090544180655,-0.020444056981757632,-0.09224736857971179,-0.02738140136245619,0.05662540591215237
POMC,-0.005643791020181212,,-0.03104146992856433,-0.013128789415064662,-0.015720094400046934,0.02223969434500127,0.03964871463568653,0.033948187741285454,0.11472158420609384,-0.07138910768408982,0.12314400277360793,0.018024032862261473,0.02896712108033536,0.05737578694747496,-0.03762625188897909,0.0540032511299673
CCL18,0.01756438156399693,,,,,,0.007140238518245442,,,-0.04348963704419872,,0.01188607849414305,0.01329429229958268,,0.030690540708662215,
CCL17,,,-0.01932048539992305,,,-0.025820399948544837,,-0.029270400685573544,,,,0.036746447742325175,0.041080944456929704,-0.030526159849870022,,-0.02168482524184167
VEGFD,0.0027639699290395725,,0.03158765343769964,0.008043253690526952,0.03843121246016457,-0.02750945222569979,0.1588798132734632,0.014995614528560988,,0.065459233712578,-0.04399840477067014,,0.026444072419699063,-0.032195676763169534,,
TNFSF13,0.024392683987065088,,-0.01332683842363543,,,,,,,,,-0.022651936224171616,0.013926399281802402,0.03326840791583673,0.09312952145940065,0.0850375761019887
WNT5A,0.02457010374557903,-0.0245965060871178,-0.019866257662998474,0.050201540092345634,0.05109083350314009,-0.015406782513012914,0.0029936267314533455,0.08592702801461155,0.022014060882747426,0.020072416788209105,0.08893514446122185,0.01605879641269401,0.10254362836293308,-0.0008025483700722253,0.021155569200359523,-0.01435286685646657
CXCL8,0.025574719684377193,-0.020053700968115283,0.16294828826146104,-0.026228763189720363,0.06984424026412007,0.009369103256641614,0.0602218854060868,0.10843036009754607,,0.09882909791626575,-0.04171261247460968,0.06373911224905776,-0.05512485673960885,0.004686523340148957,-0.04616295760899817,-0.01631349276813737
GRN,-0.010459299930341373,0.03574241520099442,-0.04259802580050208,0.012705864556485114,0.07295747796067358,0.019892215400150726,-0.07603170703516121,-0.0012018426323633885,-0.06427391262493143,-0.05300380071225979,-0.10624700944638207,-0.0086239249557201,-0.00837094279582292,-0.032468512480991085,0.012983193923736982,-0.004948442026421769
MIA,-0.0002619011840600886,-0.048361393410505944,0.04545555838754426,0.05240171771620591,0.041664770606909984,0.12224217992584245,0.07504161612986472,0.060392184331112875,-0.037443723240718846,0.02303511099360173,-0.06718754610080746,0.08978286774025339,0.06516074423767093,-0.029938649305453438,-0.0508469409972003,0.011546683636009955
COL4A4,0.015020826160665662,-0.01947646965093733,0.022866709889397475,-0.03633100966184298,0.006083857528353765,0.016115948509229146,,0.0002919175546893472,,,0.07369894847975601,0.14188840491078913,0.05414709277791107,-0.00031852800679406525,-0.029821146931415,-0.05049225491165647
TAC1,-0.015593676085536912,0.002232419798344024,-0.022746536280741556,-0.058596048356947865,-0.05021942894443975,0.0288582561898878,,-0.04199058542644791,,,,,,,-0.009947132755862505,-0.02850690778624034
RARRES2,-0.014509785421392783,-0.022176199775618112,-0.04451886765379901,0.03329589763259418,0.06831408006703174,-0.010330787740399224,-0.04400911468344111,0.07027716147016275,0.05608069897963323,-0.04970641428715779,-0.008320297487128807,0.06776100022177689,0.04342972353307642,-0.007006440340485685,0.05159944340428549,-0.04614695893955584
FGF7,,0.017801886213006834,0.042946792233645635,-0.057008903170254394,0.049369723520530436,0.03171764405582389,0.02967665552337905,0.014032979724575588,0.042251639012407256,0.07436421905090944,-0.0038071590281904596,-0.04947130834088001,0.034908139168658335,0.038501038925958284,-0.014567051137635328,-0.014023934329102953
EFNA2,,,,,,,,,,,,,-0.027565605356437047,,,
HBEGF,0.11513689301586766,0.023267418201693944,0.06827412000257724,0.009646820633504876,0.01872541674853812,0.02444021630653781,0.015171510814931545,0.0083670538277031,0.004212640117489906,-0.06704167091454104,0.0010560077351489774,0.04698817928414329,0.04354417639293668,-0.050264357604028975,0.00625558893777337,-0.05742043243099065
CSF3,,-0.030964992991994206,0.014054624017729417,-0.04297051452732938,0.0033050509767624863,,0.00661189426003746,,,,,0.03335110712975871,-0.015395252585327758,,0.07314805360397773,-0.004277904046106895
PI3,0.07644312450489522,-0.014529865660410883,0.0799978531559679,-0.03706439663103062,-0.02008249843731247,,,,,0.015593391476709764,,0.011385109140975078,-0.03618710734751062,-0.02593695149665741,0.0043170364579311876,0.01672308350878671
PCSK1N,-0.05558667526558662,0.07521037960222432,-0.1286382954757571,0.04141513143931489,0.011765861021899656,0.020380450102459483,-0.02105556776027999,-0.08979356366125346,-0.06739534418219652,-0.04708750400572633,-0.014442478369976662,-0.007670156739981165,-0.05155991271268236,0.021092309267802426,-0.06552177897296187,0.042494707871385144
NTS,,,,0.018201793085812466,0.046507130824427874,0.006336397162467929,,,,,,0.0026469932755304555,0.04139518723685398,,-0.008616353859194412,-0.03380926558010902
SFRP1,-0.045503366123782765,,-0.01685787031756356,-0.022564547416479817,0.04878625956737639,0.04709556312216883,-0.02175185208332138,-0.027856925713028613,-0.010441889706919942,-0.1192016622851232,0.070589316016089,0.03529700760132187,0.048031415346278,-0.002839817991789472,0.03378294783742862,0.016783584046457287
CXCL13,,-0.022484248776620364,,-0.011871221564515309,,,0.00013870456469561795,,,,,0.025458366392500546,0.04327921963790067,,-0.02330903904732425,
MICA,0.009732553779445154,-0.0006809275816386042,0.04396618352659157,-0.06270490631997973,0.04842070903723034,-0.0042229794444566555,-0.010998961466627613,0.021768335621669913,-0.03693238856822536,-0.03331583441199211,-0.015249502836943684,-0.003175999881078931,0.0884787696429314,-0.019933580330931473,0.047199166621739286,0.025947704775423373
TG,0.009143513366169476,,0.013106262690206504,0.033113999455869646,0.04927990889233697,0.017458884989638837,-0.04066661204938908,0.0707278641036227,0.04449724219076626,-0.06871732324327623,-0.07027045566993201,0.14303865481632283,-0.04136170120780276,,0.0011368475169206134,0.022231413214801377
ADA,0.03854185729546205,0.08819856344812953,0.0055116601417955005,0.02817364566968607,0.06093447587296537,-0.0029321059003836803,0.056515508842234025,0.030942648963581773,0.037070029311415,0.03546847929260131,-0.03309738469985515,0.1008603024927587,0.03929650790125194,0.027595993530285252,0.06930654785657815,0.05453033270673506
