,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,0.03898804737149848,,,,,,,,,,0.0055997048148534005,,,,
BMP1,-0.019466136389135184,-0.040888240445859175,0.04857621742127198,0.0013222500985021711,0.0861662545136871,0.04911859446762013,-0.005245845387931155,-0.03751574352730411,-0.11288621039085768,-0.03988084818001403,0.01127854525615893,0.03210574217088707,0.05637554986776614,-0.024644457139720653,-0.008103717789502045,-0.011504851661686515,-0.07671556535337927,-0.020568673337670762,-0.04171363518683329,-0.014164162839735808,0.005932181294554984,-0.05691463104675464,0.06434157920625813
NDP,0.06741641468726582,-0.06503754168519221,0.06146537554500257,-0.02490611711415511,0.005607333029632003,-0.04419899189349139,0.11007000588002956,0.004150988401311012,0.05502619438083536,-0.007001417260293825,0.011009751019834828,0.024129874761194835,0.05687473456837694,0.02353485631642836,-0.012521515025329097,0.07727633700335942,0.032472378524235124,0.09831637970131477,-0.04055441442831651,0.08601217401457996,-0.022578850161057262,0.09278997904620698,0.05439854328362486
TNFSF18,0.10060988090927246,-0.019581133387333523,-0.02885237205902463,0.030880129629302852,,,,-0.02687877218915028,0.01784131820131523,-0.021438991329641027,,,,-0.036445435514087986,-0.039621213046383844,,,,-0.08296254495195966,,-0.024587245903008245,-0.006412901395380424,
IL36G,,,,,,,,,,,,,-0.04308048503453461,,,,,,,,,,
RTN4,0.016520792897831513,0.09613751874473482,0.06454031750692919,0.014118446197942678,0.008042499498204353,0.023662104102911134,0.02956509507476389,-0.0465503908822575,0.10673447029634246,0.0680997562097544,0.00427961821488297,-0.03219738309466113,-0.019005751647622936,-0.038227753592028284,-0.01980678365861815,0.0058503043543702594,-0.02477718414880035,-0.06714410071156696,0.03792026540205547,0.03404452876455976,0.10311638928618144,0.041139919533640594,-0.005446866015290533
HEBP1,0.04519785866471327,-0.025518449850879824,0.03281021683430699,-0.025560124347833453,-0.01959783743497593,-0.03261388587582655,-0.024364955374800323,-0.06556509738522097,0.031995822531381196,-0.041980220855210526,-0.04515189151672757,-0.027307409564696367,-0.019310173786940395,-0.0421206726701006,0.025429439140443922,0.010185718833759745,0.06437449561707999,0.04647959608956624,0.03486491204333792,0.028188746796907003,0.020747449634872246,0.10058549111807982,-0.062420890882198106
WNT7B,0.08307902157566077,0.06343924873351026,0.02355567535130303,-0.009799289256340276,-0.016265688806314748,-0.03417527999007639,0.0025679829186150685,0.006792415470334778,-0.04839148777325106,-0.011259628569599682,-0.010749565123159383,,0.009892164072970002,-0.0034520197237959214,,-0.048351733879185156,0.07536297104938917,-0.04123897845230881,0.011913245149072537,0.0033293659971631003,0.14154366509194435,0.049607763413214954,-0.021524905407545838
PTMA,0.07022217118823282,-0.0633788255481389,0.08197519908854187,0.04273102752101542,0.1915924548868047,-0.029304058606811546,-0.09310390415661614,0.030192240882484945,0.16155389762031994,0.021609729750754116,0.016375535952200305,0.09239170179434843,0.10823107203475912,0.05806254351885518,-0.0403842540601088,-0.1207627203828781,-0.015460400835244208,-0.05099030406354475,0.18079621991476263,-0.04217509269353093,0.05797288977824075,-0.06505630530385417,0.0782625429351884
FASLG,-0.004097333453561405,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.002419624943808651,,0.0001091671018465035,0.034911093118208614,,-0.010613938547623887,-0.029547446083080776,,-0.03013862641206194,-0.033718425864062665,,,,,-0.047233399078582664,0.020504030049795865,0.00840535905560813,-0.03253042700974595,-0.038737010158309965,0.07192355111880182,,,
PDAP1,0.03895035760313767,-0.016918563487990878,0.09162708170093767,-0.039793191522239826,0.015284035959073058,0.05379421115263674,-0.007278793422499426,-0.000120665058492195,-0.09262649921642763,0.030330266135789576,-0.005484494958101144,0.05937990573296134,-0.03438586074624141,0.02611951492080184,-0.07332848218326818,0.011667734492409796,-0.0641382280820065,-0.011643420504125706,-0.11936700259578542,0.006402516778028553,-0.08053600381206462,-0.07956591397937587,0.07994558890876355
QDPR,0.025277104024463072,0.05608380706246776,0.05151832786446931,-0.007481582167917887,0.0904479419077263,-0.03148873845531375,0.08339520134272725,0.0523715223879794,0.24738571289446723,0.02539059732059906,0.06819188064075218,0.0896399863562506,0.11527987418944777,-0.03921397517863338,0.006354132246591034,0.04104745142412315,0.08786071313897814,0.14934860205802736,0.13765343604003524,0.0183353800686416,0.13051868467387337,0.12068947855645362,-0.0001309710490281196
POMC,-0.04093036686943487,0.0625631498437687,-0.0023494468496859907,0.055467411073405755,,0.013466727094996167,0.14345264841647914,-0.04628170380388996,-0.05740675212223574,0.03195931803014417,0.06770606548090467,-0.014594270878048833,0.08877702582556786,0.10315900441845238,-0.00421603368467671,-0.01619136170694213,0.014096317091056854,0.08578191837550804,0.011817699404655862,0.014469381472754329,,0.04301829932009498,-0.010477423426948768
CCL18,,0.043128236716290326,-0.031999069370034675,,,,,,,,,0.010381671541581601,,,,0.012415499028790494,0.018236296015107283,0.09090180925155228,,-0.07475425256930099,,,
CCL17,,,,,,0.0029070643481767,,,,0.03954731964737115,0.008361752143805714,,-0.03935524613360281,,,,-0.040473545132349985,-0.01890541100833497,0.006191993984356421,,,,
VEGFD,,-0.029587243103982815,0.0442643007935087,-0.013980502231146205,,-0.025483092771606722,0.010129618598490344,,-0.032869929396111136,0.021516654750160565,-0.00975934042091308,-0.05975000061663723,-0.04217823624467392,,-0.04913790691000288,,,0.04473011460604563,-0.020180342376935688,,,,
TNFSF13,,,0.0034227516285680556,,,-0.015777311293825147,,0.01897137187810055,,,,,,,,,0.028129061038820468,0.06678484270474169,-0.00951203424767274,0.015908725700411026,,0.04592941471452913,
WNT5A,0.012821792734708418,-0.0409080183744155,0.035155337255291415,0.04354458899693924,0.03464534894395346,0.019210622376729,0.02197653710536175,0.06354571583144286,-0.062221571538097716,-0.00563641415353357,-0.05465779621889326,0.05482238891054592,-0.011345061188591533,0.03147737324469999,0.014306645934682326,0.06312369965560537,0.05392780476256328,0.049817210221181095,0.03268393475052997,0.03594290158254607,0.03723615676395081,-0.09822481028531267,0.060124924170041366
CXCL8,,-0.08367836670681911,-0.09194790892375826,0.011731676297186234,-0.22309047822250722,-0.015994241383589246,-0.045206464859193225,-0.026388041580432037,-0.07877449467444136,0.023545758766935855,-0.009088322150183402,-0.03775801337806356,-0.03406176389771274,,0.07618696496636651,-0.04104868436419665,-0.16717224681645473,-0.2062559473479098,0.003240323220301081,-0.0744245654738113,0.023832420114445946,-0.09706891717610085,0.06013369903522662
GRN,-0.06210163043946805,-0.033178717602560776,0.040656742392566766,0.03800856321006674,0.08957429742603472,0.0036579533058782626,-0.061016171888708615,0.04919066309122847,-0.04010788694153972,0.028741269784857873,0.048501144554445055,0.01371707340568393,0.02204990694218348,-0.025262548917713762,-0.012939626888560296,0.018485230749204162,-0.06392410745426069,-0.056492603299352136,-0.07297529632703521,-0.0068074423668196314,-0.06863983536507601,0.003784360429507615,-0.02745900493962264
MIA,0.06594872101006077,-0.03199512248036902,-0.023049219462847527,-0.029924786007134607,-0.016445574155392422,-0.009225216475872109,-0.010741337875802087,-0.013181657357541109,-0.07078415831248869,-0.002451183343529617,-0.011099194430833422,,0.007549730697312819,0.04282158090820837,0.0404585687136516,0.05597278231182185,0.22518391759378228,0.2408023909538099,-0.023392440826279365,-0.05983842427604905,,-0.051850199173310754,
COL4A4,-0.03746354862831584,0.11344368243182944,-0.001974000014012439,0.02863440192312204,-0.06502929839717272,0.008713265075424227,0.05321756169392579,-0.024801410266078225,-0.013876168851179902,-0.027915921722293697,0.059790307843457874,,0.0010936785737286783,,-0.05027986430067217,0.05649474156897569,0.16318997955126463,0.05157570960126887,0.03224288827614869,0.0026704697528327527,,0.03501896457312264,
TAC1,0.012495354178955653,0.11186509424853784,0.04202578330745523,-0.04774862419411441,0.12356285450514727,-0.0019002834055453887,0.10401583337076789,0.012134542035454469,0.04035444123661057,0.03514758235169303,-0.04045914200899827,-0.07594110073763677,-0.033803802297979295,,,,,,,-0.03998704063950976,-0.03369942179063874,0.06175137589781043,0.039208946084429305
RARRES2,-0.015748335397470996,-0.03430485778669041,-0.016620028179931856,0.030647756299382302,-0.11843397659509929,0.061893639668491124,-0.05360725334147408,0.03459774391745913,-0.08093671811062363,0.05698465367298543,-0.039178056550904956,-0.01357446089971303,-0.01843007911842685,-0.008570603962637455,-0.10453627572920043,0.06140744076139954,-0.12864883246089745,-0.0549793868568834,0.0038008283694722414,-0.0032864939968301984,0.15788228364134688,-0.029054189328289366,0.024508348076274243
FGF7,0.11666317446355792,-0.04640802170739036,,0.007544996465676145,0.070393014705222,-0.03252618375936152,0.06628681872874359,0.018367440902639056,-0.01245122633156875,-0.010000635090560359,-0.02955687988254393,0.011666116172678138,-0.04193254408801309,0.014221446572819384,-0.034441265649007236,0.007360618236165233,0.015308431685429658,0.03735065715782748,-0.04233308714265683,-0.013673440254151898,-0.028066065740883408,0.09075900874204186,0.13245124546141296
EFNA2,,,,,,,,,,,,,,,,,,-0.047545143339293994,,,,,
HBEGF,0.003190338077075595,-0.033619201143719045,0.023525893524316877,0.010514751653180361,-0.03934133509186838,-0.008574899915805232,-0.07672494916271058,-0.0590461820990353,-0.0747240005826208,0.030573158055400868,-0.0009692463969903932,0.001959905061619518,0.025429701337147215,-0.03626859845609063,0.007820952679629565,-0.018197213174105203,0.06342921999919877,0.0005277477161316586,0.006875955537925088,-0.0034228000463819327,0.09018275772473577,-0.09258090835006287,0.077242533711237
CSF3,,-0.029784700197685365,,,-0.03895475378281002,0.05017257560829458,-0.029544612048386383,,0.026115012944262713,,,,,,,,-0.10251647563823708,-0.10672074367153063,,0.030498988998764985,-0.043688585015023984,-0.033276353189477775,
PI3,,-0.035284418907939714,-0.050305300395736,,-0.10442133467936637,0.023627475152002992,-0.024810635050579257,,-0.04474418332698666,,,,,,,,-0.23475529432322031,-0.2055706643121327,0.02090366890682348,-0.06444595869450132,,0.006293562075009576,
PCSK1N,0.03236017232719125,0.1495077462485264,0.018689255850604252,0.003749290328460951,0.13714324568369873,0.08650347042054704,-0.026118177445392673,0.05817230410605403,-0.057323370064936256,-0.07012959412632959,0.04215501794024832,-0.03697691260024268,-0.02657248208179472,0.03315811142678877,-0.05521670227501668,0.02563919547200898,-0.019422285039139953,0.04659029347202726,0.07375491354465845,0.0018737610139886595,-0.05813029920089464,0.05238804950740925,0.04304466352521397
NTS,,,,,,,-0.018514074637367307,-0.030276886851649108,0.0018410058768203019,0.03147693489376079,-0.027573952280737352,-0.032485468789269924,,,,,-0.01383299904535219,0.007612912456525362,,0.015237990531347329,,,
SFRP1,0.006214786576408994,0.038113289806373206,0.08035159402734884,0.03835018860334924,,0.0709643533048951,-0.01000324403381209,0.03839630740265493,0.05348935741198444,0.06840784718776369,0.007741130002779065,-0.03698248199790061,0.014539104010309499,0.03396036192638154,-0.003966974210571868,0.0008650388945822225,0.06543191059365627,0.05678894732604001,-0.013533805614104099,0.05890631940999193,0.07146538211484418,0.03815395293959794,0.07440312500141301
CXCL13,,,,-0.008668043045264539,-0.002009375091805021,,0.001832219859310449,,,,,,,,,,0.0069936774833506896,-0.014474922182332565,,-0.03559619621891002,,-0.00775513404669613,
MICA,0.0025207379592004295,-0.07537461961530048,0.04702827472581434,0.010303951811419779,0.008738324569406002,-0.01434245994261315,-0.0057367094234394575,-0.02691345557242966,-0.1072145757529499,0.0512295484352979,-0.005934935853913323,-0.02729335179019023,-0.029290688136318334,0.005868738376084148,0.03287490099858069,0.023574974169596707,0.061973376640187296,0.09004678849766895,0.01985887992282168,0.004081569682444873,0.020764019010757074,-0.004866063179697113,-0.0010378949915461615
TG,-0.013042371193001764,-0.02374316004662538,0.09345065041419287,-0.011156466272963841,,-0.02153742509897191,0.06711897076106439,0.03914344517535453,-0.024006364073500878,-0.00601607124277171,0.0493962234531895,,-0.041942602321625305,0.01723536644949137,-0.03095002828854628,0.02349184162544278,0.07512700148165717,0.051711059374330716,,-0.03300140497582613,,-0.029744929892124038,
ADA,0.01461235503226113,0.03085428212651748,0.03536176897293314,0.009340898723383756,0.07139155317069891,-0.028640307586030696,-0.007990120714366783,-0.062037252181213524,-0.09406071447380555,-0.04820400200437558,-0.01563783713737585,0.034196697248518,0.06161957446029748,0.0736009076668151,0.04150430339150382,-0.03706944439679284,0.0724492712290583,0.10876461262997873,0.1078445217928356,0.05565673892360899,-0.0051517354590815195,-0.03466827497182888,0.06104494848192836
