,UKF248,UKF251,UKF255,UKF266,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.08293426595453689,0.04347977277838036,0.02491396255860103,0.1682677844705609,0.03949175448660776,-0.014267037339920793,-0.012040525761957164
NDP,-0.028011599567452587,0.014459603941461065,0.047472309219508464,-0.021241565782684022,0.02880511630119352,0.07317577102128046,-0.0042317316738395335
TNFSF18,0.04046459676278688,-0.025943229968050287,,0.048379265327150416,,,
RTN4,0.05361617334568909,0.05819092159404222,0.09447193314279373,-0.22333338038786596,0.038952421007464995,-0.03468754383399166,0.0691330383793881
HEBP1,0.03783858744795132,-0.007852323859615122,-0.006960156608444807,0.11921879336512785,-0.004895544669706274,0.050250869857841905,-0.026204906945635906
WNT7B,0.005701552091181608,-0.013101383993597953,-0.04226851765156387,0.03330102137776817,-0.00813687553017996,0.04064207988865348,-0.0047088638873276955
PTMA,0.06006992904931022,0.0788088562520476,0.11613067248677525,0.3013068355247879,-0.1005518291369733,-0.01774679224787375,0.01828773929742401
CEACAM1,0.0007379454141639754,-0.027643742265858914,,,0.09683954128435461,-0.0007392997813823062,0.05944846029494627
PDAP1,-0.042670062965604764,0.038671067320677974,-0.03355895894582936,0.07858482070873155,-0.02385263895196156,-0.05960302948682192,0.09333453671713839
QDPR,-0.08070443838635877,-0.047363542849475776,0.07057915520468187,-0.0920259513478397,0.011776585095209078,0.04406871043642911,-0.010304163487480294
POMC,0.016358828478108482,0.009588961154420043,,-0.008982759571962158,0.052752898198419315,0.07201868169284142,0.04610221684045919
CCL18,-0.026078277421474762,,,,-0.06243556110953731,0.03621605043751839,-0.027447102070425458
CCL17,,,,,-0.02420508500276931,-0.04295364098204471,
VEGFD,-0.01896217742247793,0.005037761344643463,,,,0.05223208537400495,
TNFSF13,-0.012673452071606577,,,0.059680851749727704,-0.007944804607462268,-0.037514401104000346,-0.028677797485834877
WNT5A,0.014693714546584353,0.03381579261009555,0.058136664465241406,0.25273769085339404,-0.04492995198685761,0.06375436511905182,0.006782214346202209
CXCL8,0.00029701038748675216,-0.021436492676042553,-0.0882518795633113,0.02443487594105472,-0.07099105513383212,-0.09169764790241666,-0.05840495611417766
GRN,-0.035888414182972214,-0.021801207863326934,0.0442380846222161,0.1217727311368952,-0.03387695831014652,-0.01340154901638205,-0.01030340717213161
MIA,0.0013918187776938578,0.06794438770213129,-0.04942104130682563,0.006694968977155025,0.08426103579499178,0.08939307086809307,-0.006370786550673142
COL4A4,0.03596901431728473,-0.03966732499195259,-0.01391707660053742,0.07807191874284813,0.0941198350159286,0.015408410842663643,-0.031043715739862063
TAC1,0.02319559696239103,-0.027381414679923687,0.12157051922120334,-0.20836685167185007,,,-0.004036817127009405
RARRES2,0.0030211624832758924,0.035711155519307015,-0.13465772116089383,0.12388294207436025,-0.004835370748812341,0.04151585544139329,-0.060612557928596336
FGF7,,-0.005500765227249739,0.011133053201668991,0.031961941309876875,0.06801730206143387,0.10239246727289789,-0.0031742651551887858
EFNA2,,,,,,0.0012050750189253167,
HBEGF,0.04477213759355981,0.0011264028279975042,-0.03939238754907499,0.1626429291532384,0.023711653535373144,0.008688208248054982,0.010036504679530748
CSF3,,,-0.0008268148366513062,,-0.06279543351396782,-0.06620365427486229,0.03871467512171872
PI3,-0.023923925731536264,,-0.07668337713442303,,-0.0911260588624146,-0.08913868103249034,0.008184578437621336
PCSK1N,0.08059895694897232,0.01588657984896924,0.07644118485814283,-0.13186638204314924,0.08087220430649562,-0.01308885808534861,0.052875363544928715
NTS,,,,0.02320696033193321,0.21391394056751475,0.025747661692296944,0.0430982083647219
SFRP1,0.006183249034241542,0.006948146770448973,,0.1847094777182574,0.03476886994916536,-0.06640154972492081,0.03167810920671673
CXCL13,,-0.04331568295300647,-0.003158475000560584,,-0.045761051152422315,-0.03852855940055198,0.03987838581186928
MICA,-0.028926467125422115,0.05070502175970043,0.08190865961678549,0.047547736996938594,0.06194080680327582,0.08145894237351459,0.035952158895523625
TG,0.04936036301802267,0.007563358164475389,,-0.010082238979046823,-0.00551944926363997,-0.012980069725294937,-0.03146863217247658
ADA,0.01465855192855579,0.017739595007068544,0.022230149142256978,0.0851195843822036,0.009877532911707678,0.013769736347624016,-0.01879243108431169
LAMC3,0.019201204443567394,-0.04104231700890304,-0.009033076107417472,0.13867914878645163,-0.03488431854720678,-0.0026878628978514968,-0.04240805748259006
CCL7,-0.0332290220729861,,,,-0.036277843132005855,,
NGF,0.038308092817359016,,,-0.037311748938049984,0.02037100032630078,-0.02790028321089694,0.020313872971649483
TNFSF15,,,,0.05817027019433639,-0.023295373467678675,,-0.004774948148845248
HMGB1,0.05855685978146363,-0.0022097631125096158,0.11622647632732125,0.17779040983224692,-0.08554851448202129,-0.023152283494866942,0.05669459974074273
ITGB3BP,-0.018514464062208223,0.044028591911661745,0.1195482388016864,0.19018430450533338,-0.05597609309763219,-0.00835921070673501,-0.043471156261185945
AANAT,0.043900627447068206,,,,-0.01851558485692516,0.03744148881461422,
RELN,0.027710730353707257,-0.0683015976475002,-0.022924510062048136,-0.05131415005688742,,,-0.026582117360074407
IL15,0.020661309593981984,-0.00598304087941752,,-0.009272805940805567,0.04720087633195244,0.04959173086901046,0.005823438188544098
UTS2,,,,,0.15207729365607897,,
BSG,-0.0008129991089544556,0.007222015835139061,0.03268164910818115,0.0945330894140351,-0.01938607305610471,0.037946346384837945,-0.0012232717768001888
ADAMTS3,0.03490399085327496,-0.029734915575041744,,-0.044964424086521355,0.1430905473727594,-0.004600841191397589,0.057824612829514795
