,MGH258,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,-0.01911033752363489,,,,,,0.043470298044672506,
BMP1,0.05718069680729884,0.007909430027688858,0.07046104528034304,-0.032729023494460635,0.0039950985901451,0.039264659759915735,0.049784575139907715,0.04879217694965623,0.010978118053149633,-0.01557702299564966,-0.020115078153575574,0.0496530238926143,0.059793353867601984
NDP,-0.03689234912168928,0.024472937777936563,-0.017108797092865422,-0.016459215913922135,0.043545110257030416,0.04888951932317658,-0.0047488359179523815,0.04798272216623911,-0.021875237760349102,0.11936809502278702,0.03890887451842092,0.082431814000918,-0.00504230225603715
TNFSF18,-0.02115380653898456,0.04514154370877628,,,,0.013690509871918066,0.14091113385315046,,,,,-0.04193520735473694,-0.025685328733381706
IL36G,,,,,,,,0.02896681386479231,,,,,
RTN4,-0.05928679133368696,0.05520236673390457,0.0071593878903323215,-0.032864551230389456,0.06297619275138486,-0.06273114016812999,-0.030281099579523352,0.04442046040778667,-0.050409916751920456,-0.01819562154100465,0.00902632476806589,-0.07941187003378562,-0.06987693534514758
HEBP1,-0.012802915907357874,0.048889821314038844,0.0512627969180152,0.02128653504797934,0.0240816376933649,0.03674901533868163,-0.021442186088467274,0.000911693327446619,0.025259842624646294,0.06195087367652919,0.037541282691583897,0.07626633861015311,0.038023154481704534
WNT7B,-0.018635841005200295,0.023327090658855125,-0.01411970980884312,0.029209308430200243,-0.028906785501876996,0.0315846530962553,0.10165657205148508,-0.031782399152095284,0.01820519740157612,0.013705939245752084,0.0975437598779855,-0.028880731064092228,0.002417316222322549
PTMA,-0.06697759468259713,-0.026969535174958977,0.05727446703551763,-0.03044070827878927,-0.09263025114618144,-0.03557121803780823,-0.0856225716238374,0.022825179868377034,-0.039135808268784184,-0.02632743673397525,0.04828394472114749,-0.028534148257111418,-0.02597056669493266
FASLG,-0.018635846273504803,,,,,,,,,,,0.05331035838779574,
CEACAM1,-0.007546307615425424,-0.026298932299713196,,-0.0142492023803252,-0.017345624752723506,0.026710012922022644,-0.022552082174129753,,0.016756977699186666,0.0007792843293177768,-0.018228275922378565,-0.029999656592459414,
PDAP1,0.008599062413268532,-0.03291291153372284,0.02553741183535729,0.036665518652158606,-0.01026745761769446,0.05979460919957747,0.03164448465196585,-0.02883500799341507,-0.031396568934277475,0.01417553396106197,0.009691887960862667,-0.0390057731823632,0.027134953065094537
QDPR,-0.06821600402507669,0.03352909158315823,0.0776034394139631,0.054444481438351025,0.07139656489456254,-0.07477587572574047,-0.02942785981086437,0.0808210522753364,-0.003555498982899478,0.05994370431502897,-0.05641738135722219,0.026567621965998833,-0.02254415521174932
POMC,-0.0002781694527914963,-0.007640277151143087,,0.024742440109960608,0.00654967145086753,0.15325309725741176,-0.016638027032781447,0.0028934307219951974,-0.0005174894151261327,0.11768471871605538,-0.02981906484003311,-0.04987007814009231,-0.05223565938576431
CCL18,,0.0763050768429553,,,,,,,-0.040748893265045175,0.0421438181424146,-0.023915961701682434,,
CCL17,,,,-0.015228930069678752,,,-0.0024564173821396947,-0.026415905115169155,-0.015797574454704883,-0.04075868398610798,,0.27686715412928725,
VEGFD,,0.12658709903579046,,-0.016966709824112806,-0.016595311686073623,0.019129097657415026,-0.019053595218888872,0.04616921339986832,,0.05702563548648,,,
