,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.011995241340309675,,,,,,,,,,0.001497870863819627,,-0.027873569518787316,
BMP1,0.01610376525179976,-0.043750831852043405,0.005183174518454403,0.00275513056882465,-0.0121054125844802,-0.00626459336385124,0.06469837768261545,0.07330038190575897,0.05914712753642102,0.010225822745683982,0.07708250965842864,0.0046788643563556356,0.1278319227187933,0.10110006799904195,0.05183947519369351,-0.020167974835176242,-0.005613121419653595,-0.019184274395526172,0.04446446101101502,0.03145686433709366,0.05103369449920169
NDP,0.011722757922949292,-0.024461606617336915,0.09720326964239367,0.008211134337977134,0.02598810508965616,0.06718032699403735,0.028095233289422084,-0.00272607847925574,0.022789573342926955,-0.005288464303058915,0.022983462031024568,0.023364574924854907,0.0328764636554063,0.09860268507309958,-0.016202517321068373,-0.03817269490789466,0.09689486262481128,-0.015487467623690849,0.014425213582305585,0.01895211274577979,-0.06619444351909173
TNFSF18,-0.024278987364657337,-0.020443928015354672,-0.04643186546416707,-0.004362930232569003,,,-0.01917867306779079,0.02839074925133943,-0.01398792085567874,,,,-0.027738305542031237,0.1532771147087101,,,,-0.033645073269784644,,0.09808246544013531,0.07467433305069507
IL36G,,,,,,,,,,,,-0.013552787509216431,,,,,,,,,
RTN4,-0.04338846218820025,0.05844774073623472,0.11094526947632392,-0.011029120648240577,0.03895577948642462,0.030790270961834676,0.14648757457585235,-0.030569073276961296,0.0699811912156396,-0.02804246971073325,0.05462537260254229,-0.012242566099640159,0.019224273320358795,-0.07385262830796692,0.019817479598571816,0.05840290573498338,0.009096178610177976,0.04412053651965794,0.002763743350509199,-0.05663379205494983,0.01976657077438607
HEBP1,-0.03379197597297585,0.04935537305176058,-0.010512856914785288,-0.03782657036484953,-0.038558449049460625,0.016437842756177618,-0.023351838152387724,0.07419607972672372,-0.017796528451934607,0.02174132065537487,-0.08105893332509997,0.04638604264791705,-0.09086861613336028,-0.0001768245200490774,-0.04817547834214219,0.012899540684142981,0.08872539884350199,-0.036585288942702576,-0.06192605263583653,0.04970292803270975,0.019780135726575814
WNT7B,-0.021389027429232616,0.01674839682455276,-0.013069255777733546,-0.02479455846059856,-0.03368017910372263,0.03511428440394411,0.09338703760944138,0.036523378148325625,0.027524285520870797,-0.013054820997783101,,0.007780080788029499,-0.0069187431488710975,,0.045960129333360494,-0.02695149895154642,0.046252506959840886,0.035900436542390814,0.06406487282894395,-0.017445050521571154,0.03521070278728344
PTMA,0.03150194592948045,-0.0757023687219781,0.04066094723690542,-0.05912961502616462,0.012893121762907186,-0.0002529783450953416,-0.10851893287391022,-0.04709670808952301,0.007208103827053965,-0.001524066314144665,-0.06821594678922445,0.0014513014384843572,-0.09307107556877273,-0.04647883856125318,-0.07703308462857679,0.012362803551818983,-0.04206181799437275,0.041995185462874694,-0.036728422894376715,0.025442747841525427,-0.07446484498350722
FASLG,-0.021389033475855877,,,,,,,,,,,,,,,,,,,-0.006206746147296883,
CEACAM1,0.03149411114728565,,-0.029552609870303906,-0.031880838580609375,-0.02693429924651013,-0.003229409876378136,,0.03598551816143861,0.028498288460672875,,,,,-0.012986215965864531,-0.03240280488846295,0.02303464077121893,-0.024966864370938955,0.015547249650462266,0.01678615414790749,0.015791605332916292,
PDAP1,0.01795609937765599,-0.05483517172144843,-0.07294655856020052,0.01341574197348213,-0.014731828233801019,-0.03348330852227404,-0.01049829092537861,0.059783450982732855,-0.06963178178156892,0.024128604713938427,-0.0077794765834297026,-0.00732229259838135,-0.040087018548124326,0.01141944996914761,0.006237192318171009,-0.03646102356385792,-0.03618165194216919,-0.03625939986324647,-0.015244023215917044,0.024550742428512247,0.006843639781375348
QDPR,0.01719571432867575,0.024874369196303547,0.0017630616578899465,-0.002940184381382558,0.052647408923688306,0.06348265628467449,-0.05387216188268515,-0.04297703865948025,0.04958159834945659,0.038930455798110664,-0.0654264555698176,0.015029872358485215,0.0662603261228708,0.08428075723226557,-0.0047034973457156515,-0.0405434388819163,0.027630177866009135,-0.011990504881564704,-0.004139088907912162,-0.009853203783749013,-0.01741556124722537
POMC,-0.03892947739420595,0.0948774748232099,-0.011653927266708082,-0.019662545620025694,-0.027929027495285825,0.004231141667724295,-0.03454340283446746,0.056684163498891986,-0.0162304772222042,-0.008865526225292313,0.006186936773180629,-0.029036992499080944,-0.04341686792682841,0.12335861805652439,0.016196887103960004,0.02637399874543941,-0.007497635989199039,0.025175989148427023,0.0423092115703189,0.07580993062320637,-0.003957150309355232
CCL18,,0.013655976360278831,-0.017649356179839756,,,,,,,,0.07319225636876,,,,-0.022974121419137575,-0.015792268252272534,-0.054290120428412116,,-0.07049931549194878,,
CCL17,,,,,-0.0072410221997800325,,,,-0.01744566067157102,0.019419236700995896,,-0.012380856153176141,,,,-0.023284900611276495,-0.0249668658627447,0.005467234732373581,,0.01646494218007181,
VEGFD,,0.0070206382858866555,0.0406476970871193,-0.0016875662128140816,0.024092285614642446,0.16187881785582267,,-0.019282864824535555,0.011909563260268352,0.035438803424275606,0.08696016841998376,-0.013268947015785886,,-0.014936559443954367,,,0.00933140422709591,0.009990273028029139,,,
TNFSF13,,,0.07294651522011425,,-0.023599167258094973,,0.06358485629502453,,,,,,,,,0.10216467065568831,0.07516119004822643,0.019629861063060226,-0.02298834261465738,0.048367397444736414,-0.03457246387816861
WNT5A,-0.04267862153407245,-0.022577593132498835,0.054273477050098405,0.011750623082858732,0.017738466182865637,-0.03545874389072934,-0.029324920294476566,0.10961505794436746,0.01321989467244058,0.012445383279943026,0.00088031276880164,-0.008102912703342976,0.009916244986552854,0.10529678805231592,-0.023010593379510585,0.011433737200815999,0.08833288519274313,0.05929426827324783,0.02253665783013733,0.05804913186621448,-0.0035069914055211554
CXCL8,,0.04335102507207367,-0.05252003468490012,-0.04275603774740915,-0.008853443615424193,-0.05819021311921757,-0.026456314954265165,0.014746718941916875,-0.03090446222981248,0.04058377705529129,-0.029573176507605537,-0.0035275800400318066,,-0.02113914552904943,-0.04044955787834841,-0.0861108791028922,-0.10515080724656221,0.011538251405996054,-0.05660146141308908,0.016703959576812324,-0.03798968324837424
GRN,0.009935610199145496,0.03901509415008644,0.02079190472711378,0.07975916854125815,0.01123305317805779,0.02532821291698366,-0.024667051569769328,0.055728694033266774,-0.009684164386300377,0.01956114830589148,-0.0066155849441605135,-0.030815077195331376,0.0028093624564084927,0.005105586020160621,0.021202383059822947,0.014080735215697852,0.01174461928566093,-0.016724510907961086,0.05334938835441141,0.07589130926082453,0.005153977234770221
MIA,-0.011110622765462144,-0.05836644681615381,0.021688387536537894,0.09199841493466399,0.06477646937238797,-0.05286565487672297,-0.03363114314364904,0.06839806472635382,-0.025710604036589944,-0.013479428688882132,,-0.01817243102158761,0.06446813770636566,-0.10841729705050826,0.10906946648359263,-0.04273438061580639,0.04910096525668636,-0.04385835661384927,0.02655867308503962,0.019806590892431183,0.07340578857273426
COL4A4,-0.02477110700488768,0.0050661616709277895,0.020927081284610686,-0.017451876254807572,-0.020873515086285294,-0.01999039852678195,-0.0176964236225517,0.031937829994430136,-0.018213809486684718,0.0032592722209860573,,0.001522580310144989,,-0.04041994005121238,-0.029046467813186705,-0.022441510648016704,0.1182398689485491,0.019014667392948745,-0.0412575432415743,0.09592343456775854,-0.01559770772667088
TAC1,-0.021389021838962838,0.05026465952796931,0.035201926166878714,-0.001774935733339889,0.042768879499785105,0.030955617827163488,-0.0021716669913652725,-0.014816924197822429,0.005763214723254469,-0.05847495212721859,0.011141141864748311,-0.031240385198943597,,,,,,,-0.035319507737823705,-0.028805136818515025,0.07133963776879824
RARRES2,-0.02204181664527288,0.0508243070785357,0.024080756637257276,-0.07842048486718609,-0.022000314585344728,-0.06671456130637424,0.04765601922984292,0.020174525699289205,0.021314916490464846,-0.0031950587607943366,0.05705282439926333,0.05745988070750498,-0.041246268620640084,-0.059203625998468026,0.017694020716716424,-0.04310332485652187,-0.06390597354852126,-0.06451766664822818,-0.04588015565122292,0.02692913606903089,0.01303751809769558
FGF7,0.0627685611697442,0.06369253641250672,,-0.0378327538578087,-0.007816482024850687,0.01188509419299234,-0.03395725436205724,-0.0037779993295473883,0.02480901668520062,-0.011848895882332282,-0.005664118751807169,0.002151160559431232,0.013832972674966418,0.03757669620017808,0.007382893718260291,0.05696678360814314,0.02986435294861348,-0.045710676619709865,-0.02273665668914185,0.043827427686655256,0.08307196724728746
EFNA2,,,,,,,,,,,,,,,,,-0.023729333725186298,,,,
HBEGF,0.05620810454880668,0.08538641568641013,0.04989678311873372,0.03381922886062725,-0.018137923185393475,-0.039665731892121386,-0.01677142558924755,-0.010457569948089832,-0.07215523871392254,-0.020652924293635452,0.003972026614897908,-0.014788006280447671,-0.008407547790680533,0.04610873813660955,0.006201635432303178,-0.037931860960281706,0.04625511009238849,-0.011504645048255402,0.03475154615364117,-0.023341572210036854,0.06940433382574988
CSF3,,-0.031097089977145557,,,-0.033565422345383844,-0.008379766067900076,,0.01543959140824466,,,,,,,,-0.07091679239223753,-0.048217911780951625,,-0.029348972713803895,-0.023069623077250183,-0.03978498506757815
PI3,,0.06111792600808476,-0.03879812071934561,,-0.009213224531290675,-0.048391498475179894,,0.12714370870961356,,,,,,,,-0.0651329631564769,-0.0771079737865536,-0.007778953338732449,-0.02904820490081677,0.005782867292546984,-0.029204903080443205
PCSK1N,-0.03348913799165505,-0.018201919767561858,0.040994171136259965,-0.04385713015124301,-0.03867279441930194,0.027217083438752662,0.03692633764960529,0.015315738086667682,0.0387777584558775,0.006180607169058067,0.09919811589169057,0.007098419466632468,-0.045723656361535296,-0.024678700597246316,-0.018792750119617382,0.04581900555945125,0.032215628006440004,-0.07924629586466826,-0.01823457674972642,0.003918630684063591,0.01915660009220441
NTS,,,,,,0.059848619253137725,0.11545340376699899,-0.001228983641579084,0.032210694123808274,-0.04479709128478412,-0.032112690308943884,,,,,0.12403931672721151,0.08696024832950945,,0.0023870132998881845,0.06744742802177615,
SFRP1,0.03328467712720721,0.014886660829349719,0.04968459190865261,0.027169606786415782,-0.01986101075156257,0.0895862655243003,-0.06574872844563599,-0.0010745911340332046,-0.01654469444632477,-0.016158208926669446,-0.007100382962295553,0.04571041399916007,0.05650871731995871,-0.028113686380251246,0.08488979572201606,0.03123722837246916,0.02303999612447348,0.05443432605511417,0.004928443815618551,-0.0333691051961354,0.027227928789816325
CXCL13,,,,0.011144941093919248,,-0.022411534953927757,,,,,,,,,,-0.016898683175710832,-0.038444268901393325,,0.03557561705431284,,0.08933397583406226
MICA,0.018567438369847797,0.031682816568219294,0.0812928657289111,0.049684648657557375,-0.051909807080065165,0.029945281596748304,-0.0009369923428443373,0.07430544830223297,-0.014481374445880893,0.0665859642689327,0.027080893989058136,0.048724277335574856,0.08901672380048166,0.014870915075124143,0.022214592416253814,-0.014919945192035348,0.018904856261155567,0.012338920473170121,0.030053403733102717,0.0777946939403738,0.00980054723385987
TG,-0.024771101422623343,0.020524735394546776,-0.011571644905603277,0.019244578864372315,-0.032214950174574625,-0.014883290143753428,-0.02493591751144974,-0.00019158830263201978,-0.01757584292186438,-0.011693625513486778,,0.017947124876254886,0.13033442169012305,-0.041210002285067146,0.0750182471184943,-0.030939811353589496,0.04895651827117447,,-0.024154655536821765,-0.04499016535543769,-0.02003315231660659
ADA,-0.011821309762855194,-0.005827567356999276,0.021053432553946448,0.04007050787979882,0.0311936233894477,0.09336993388009897,-0.00636295377803707,0.011736654995230812,0.007484606546910677,0.11429469691999179,0.01639558634525849,0.03428236881342722,0.018473381763355574,-0.08407633268125515,0.019902274001311702,0.05571099957100505,0.0352214781884291,0.09608226650453201,-0.03344101340181752,0.09768881361942289,0.004527017047599188
LAMC3,-0.014110390052781486,0.022560661588945718,0.0162156725707547,-0.011884374581173383,0.0035874881283640947,0.07416082061437274,-0.06310589235086657,0.12644388042776192,-0.051962629724536476,0.05169720650295321,-0.0048297982682445305,-0.04692963836772056,0.04741845187076493,0.0799018413470174,0.011690034319746434,0.03598106830685507,0.04302434731872722,0.014455111804978151,0.05747767398973038,0.06434653250411561,0.04239624240657474
CCL7,,,-0.023458073500482974,,-0.02329135750544747,0.019092060211472105,,,,,,,,,,-0.03489869883223259,,,,0.00962295109756141,0.020017088633097153
NGF,,-0.017915917517214254,0.07523353910702268,,-0.02057588601612829,-0.03171613008166652,-0.023795553543502476,,,,0.03332901115497288,,,0.11026952454438974,-0.03414099490364802,-0.007748715865116754,0.04715164921192896,,0.10204262928554411,0.07181330739489596,-0.026937051843339194
TNFSF15,,-0.022164225936327494,,,-0.0031417861652429956,-0.021999817195683342,-0.028893018773772365,,,,,,-0.03276619623486769,-0.007707392018696239,-0.013998806004895066,-0.03402231257553217,,,-0.01822520819557971,-0.011510373025432948,-0.049771921951311554
HMGB1,0.016348646408638492,0.0484482342788778,-0.009625414137225279,-0.026979839111149283,-0.003675426075176586,0.031344236937894066,-0.03948204842117263,-0.014759090639599147,0.008655141583212511,0.003278563769833736,-0.013979534785438404,0.03634479332937819,-0.014717107661014897,-0.000766859231704486,-0.019624203032691696,0.046325751048488635,-0.012374256306694226,0.039120342310275426,0.018282090539399137,-0.022489674996651894,0.0007314332256959867
ITGB3BP,0.013643638108896364,0.004635720523780428,-0.002594837053698939,-0.002377697025974044,0.0015567458046773961,-0.013476751900962758,-0.10040668792307886,0.043250989918711846,-0.0021464505918070754,-0.01521052964467807,0.0400458751476084,0.014882208455303886,0.03179260508128434,0.0421892657667238,0.005251931268603091,-0.022802901687508887,-0.028737273678646324,0.06962544729752912,0.012873205285889982,0.027372043623317834,0.016920364232181555
AANAT,,0.005142647596121142,0.009683458281775704,,0.02557283308178708,0.05674726015242061,,0.05196320160210028,-0.015806058253178386,-0.013479429438642374,0.09636410288252108,0.023012400466447105,,,-0.023928510490477423,0.024734736427480683,-0.03193325620765735,-0.03310185845617677,,0.007342482483077316,0.03746321838722039
RELN,-0.020535899814568777,0.06258101157687627,0.03794473454062844,-0.029266512754202244,-0.040962873815447644,0.08133075790727141,0.0695627529903901,0.024489857277515462,-0.0032585364047618103,0.02454935809077775,-0.03271489777383135,-0.01838619532893565,,0.03749849638045078,,,,-0.010462105172326224,-0.02201407639202049,,0.03624637971909295
IL15,-0.006161116195241085,-0.03150606458260201,-0.022773757434594855,0.0074459313253896564,-0.016931124040600303,-0.045945874337623586,0.01676649395579799,0.06625124067596866,-0.011298361258986204,-0.008329444840058842,-0.042364906708019616,-0.015402905954945513,-0.0414067909364898,0.12605280981402028,-0.04044966359685796,-0.039795615107711194,-0.026635864253607335,-0.02237010609233482,-0.026819122101604358,0.023233319058866147,-0.0005162693311817771
UTS2,,,,,,,,0.024522152898344595,,,,,-0.03234311656956797,,,-0.026071769875726132,,,,,
BSG,-0.10297819379566993,-0.06708284795970382,0.047545904948888724,-0.0014760473407119648,-0.0021567793990768538,-0.03958987007010042,-0.03205553416256714,-0.001194958433814333,-0.01472295006635954,-0.014929405196678795,0.09963181758688505,0.01761916856118447,0.0769604708307577,0.017308530281295555,0.002687766914339249,-0.04185865279085331,-0.06605116052058739,-0.012868479862180681,-0.02486794318860778,0.01002913003167947,0.10072543856160907
ADAMTS3,0.006484194692048702,0.04603376089971964,0.014764027128921596,-0.01869133286748304,0.040720012934671417,0.0004610977484831811,-0.009610365271748422,0.03359534673527885,-0.04562978144901356,-0.03566019514911285,0.07662307342988375,0.031393701342793984,0.01900965109548055,,-0.02865195528900107,0.017673635203431664,-0.0008865558637527155,-0.06356313276157163,0.0012135698526421108,0.03511399232771368,0.041959283412737046
CD34,0.00653461960523418,-0.01074817827619528,0.019735473144167816,-0.06188581656083962,0.020530369572141164,0.023373227299968154,0.03695312681866752,0.002508902062472231,0.01200914677037636,-0.013424480003284132,-0.005730666419123343,0.0023259792092348948,-0.0005249819349556273,0.049218607504968044,0.03157913896761269,0.06285460422656945,0.020872966373845735,-0.03747195601554437,-0.005061306467965714,0.06863549817291048,0.000582980774148472
CCL23,,,,,,,,0.0754134952933283,,,,,-0.006868936168802523,,,,,,,,
PLAT,0.0041209714220975914,0.009095103577497918,0.05531897029615292,-0.02483734751188879,0.0299985088717735,0.03332506149266725,-0.07630017636072921,-0.007040073568233884,-0.07743618258869248,0.02358797087859102,-0.048902723829431366,-0.00699032107190939,0.032644183367628164,-0.03246571836057674,0.01547771345264391,0.06575343059572825,0.07904091743506765,0.014805635589960241,0.04815090968617577,0.05620097435203409,0.07073055789858969
NTF3,,,,,,,,,,-0.02175901469282464,,,,,,0.06099582009656911,0.06572894134459388,,-0.04115790167256716,,
LTA,,,,-0.03188084185215446,-0.02985191761030897,,,,-0.01522288134669739,,,0.07003922964533442,,,,,,,,-0.010480095228266007,
CKLF,0.02892841203250383,0.08387941655172257,-0.0363036629169834,0.07444202846242556,0.048024393864078446,0.04499540339087868,-0.028070999649046025,0.05145643408871735,-0.018236482715509022,0.026903797210888068,0.02156363660114617,0.031777188121611344,0.006650724684032712,0.04423164939692436,0.09354791836295402,0.07195519636243103,0.05561488425261807,0.03615410427931016,0.05788728878604401,0.02633161721047705,0.002828946276697746
CD24,0.011848482989464946,-0.012871681131316468,0.0016595188723256393,-0.003928082057982096,0.011948084259868355,-0.03165194229631496,-0.12651176329090086,0.0580940651360276,0.06224293550687211,0.01947523180823982,0.006489148593237296,0.053862527542412476,0.04834271227790574,-0.0764879843478408,0.028643804185662116,0.07157602269864896,0.07043841301854892,0.013866265724179634,-0.0030661384516502813,0.0008885336173555926,0.09505855617159832
HSP90AA1,0.006065543040529788,-0.08142932342943308,-0.0321349458496535,0.036832015245497056,-0.027380928888495307,0.03714318032912897,0.03364336211522728,-0.03865243085388188,0.02012946553691136,0.029670537733146977,0.10507641911575719,0.010703881537567359,0.04236945323531297,0.011703279159110003,-0.055080085386662474,-0.08144764289555129,-0.14464103395460864,-0.010057906213327465,-0.04728032138475586,-0.058738797218494676,-0.016522426513609485
BMP4,0.04588884059102239,-0.03877442797175824,0.04948558098606249,0.0892671743590727,0.0010202906520622621,0.038224583256819857,-0.06957553950887933,0.05391809546624326,0.06245828630077535,-0.021062500246299794,-0.014673331393973836,-0.013124868374045386,0.07851121804824823,0.0020596134703343687,-0.01692075377769824,0.0046947852894053425,0.029390076903082627,-0.025549313878215737,0.04593366676413382,0.12503445251023418,0.12318238871644556
SCGB3A1,,,-0.023458071154706966,,,-0.023606925691605964,-0.026244055438253887,,,0.08898649877482477,-0.03257525669393032,-0.010747945407180028,-0.017909915101954138,0.0869006505073831,,-0.036290194928091976,0.0867127675017478,,0.10052058363798821,0.09313825795188306,-0.011390453467849932
IGFBP4,0.0537742321772424,-0.027898917869106,0.04915656185236581,-0.004066903851872187,-0.0014108361350690089,0.041330072356103864,-0.055807332515161616,0.03721820171065953,-0.013573625299510794,0.010767624678404654,0.037629569363147715,0.03921043555190748,0.04130914113556349,0.008934186920380767,0.06121958548159139,0.061947170246071256,0.024351002121984072,-0.014521650211465656,0.034933069375195205,0.0874749545614931,0.07554107682137859
RSPO4,,-0.021886130054773505,,-0.010363245906496414,0.03948989676258688,-0.027246229675766412,,,-0.001993975360362642,-0.011370028906484184,,-0.021366258104626553,,-0.050643981781301244,,,,,0.04802159798462861,0.03161722941516294,0.08365889912878303
LEFTY2,-0.02452618264761898,0.07049342302806745,0.026142957181135577,-0.03227238709595023,0.005774346555440789,-0.005678730095879989,-0.008983041856826817,0.055545849972587644,0.026199771647637676,-0.01246737575446878,0.0011075028840812945,-0.019014717734544148,0.014624632376547958,,0.060652406123010975,0.028415617851033442,0.0040539839826429815,0.018708207606911297,-0.023856644257177675,0.11999532381112687,0.04459598898982784
PF4,,,0.033526619110916256,0.03198658386249907,0.06788270671937317,,,,,,,,,,,,-0.021749577217440377,,,-0.03442395191597022,0.004309893024461007
ANGPTL2,-0.030070236287703743,0.007717210525497567,0.001365468436250546,0.03203069849701332,-0.019193054564757676,-0.011039498348633967,-0.08467591556134828,0.017550162905927192,0.01301117887651649,-0.010733629040151698,-0.011488133782154783,0.0564835202182254,0.06279022802420113,-0.0007750396843434952,0.04101984886151522,0.010482624840919044,0.05885374330900945,-0.003678210350705627,0.03547670630225537,0.03393270334476646,0.08292500602154805
LRIG2,0.008087974329835153,-0.043903799018886705,0.045466758693277085,0.053626089734025495,0.0070627997648941634,-0.02023405503339167,-0.05601730226871883,0.0023063512765304976,0.01417204312810803,0.031869336029993395,0.02437235379285901,0.020509926733051315,0.014514991458488967,-0.007690002819859615,0.009787563006156188,-0.010710750751772408,0.05388155068481408,0.004304785423276492,0.020478399687807236,0.06187147048278936,0.11233138019585133
ICOSLG,-0.013403321296784811,-0.02219085601826492,0.02633846004985021,0.08053172415487593,0.015753000450706607,-0.01947516960636376,-0.0430094783586896,0.09043157850483292,-0.05182384016895019,0.005817298563431357,-0.02556556540080227,0.054546061157233774,-0.001407533483002883,0.03172611587647554,-0.0045827986930609904,0.0019317218113136972,0.036509696984043945,-0.051128427554465075,0.0059300219823422975,0.04805835606434712,-0.053535260214835186
WIF1,,0.01905821057000327,-0.019014880131664576,,,0.039019950566159325,0.08501525861065808,-0.0011947247053372195,-0.013662635444665231,-0.02139604029138186,-0.02195480027381852,-0.044786627738219904,,,,,,,-0.023694514585392693,,0.010377399313591667
