,UKF296,UKF304,ZH881T1
BMP1,-0.031147091236449227,-0.02885122611984997,-0.022839655912013486
NDP,-0.007905836708185825,0.005813428081054008,-0.011264306809172822
RTN4,-0.05787536608779711,0.1105501406233308,0.0118143299219551
HEBP1,-0.014793647377077815,-0.03311075412910321,0.04915721224055335
WNT7B,-0.03553106292929651,,0.023153154446238694
PTMA,-0.021698028964025166,-0.14988482765921377,0.04130086681561406
CEACAM1,,,-0.01923877666423455
PDAP1,0.012829135047153504,0.012374333411637628,0.02419542483255822
QDPR,-0.026936112232312428,-0.11679188168732768,0.007233155988813917
POMC,0.02525338861420835,-0.007435851550713493,0.05869467603539934
CCL18,,-0.0467052256562916,-0.020910044142474517
CCL17,0.03047958698276321,,
VEGFD,-0.021687561230201973,-0.025007586526483543,
TNFSF13,,,-0.02160385676234822
WNT5A,0.0973529207568729,-0.024929749363630332,-0.020842017087499238
CXCL8,0.030008744247460823,-0.0569839279004163,-0.025283392012049957
GRN,0.028519886425953024,-0.1036042159733261,-0.007919533601158824
MIA,0.010254311175959782,,-0.005453138840941508
COL4A4,-0.0391837213891901,,0.0501602548188266
TAC1,-0.011515751596562372,0.14933956832398745,0.011523435092047977
RARRES2,-0.025186077345406104,0.00018299786078528746,-0.030306422675344318
FGF7,-0.0325639110380907,-0.006895852264722232,-0.004778806304473708
HBEGF,0.00960606045452835,-0.09087809861048236,0.008208265943136164
CSF3,,,-0.027581414339405853
PI3,,,-0.029106151742919254
PCSK1N,-0.040008991344960665,0.12337517418967338,0.08468315254246517
NTS,0.011343014812550317,0.025112729563827683,0.09325932600593934
SFRP1,-0.04108409372814988,-0.022106308963916202,0.030192745758998413
CXCL13,,,0.07838191901630992
MICA,0.028722762530327243,-0.048336235363504045,0.014854955643056602
TG,0.011210206239178682,,-0.022699927833363567
ADA,0.018391580224689934,-0.050950099515445046,-0.06232865842248816
LAMC3,0.036821698941442174,-0.023203990050356435,0.07323255123009235
NGF,,-0.022514875812801424,0.024875578742214254
TNFSF15,,,-0.017127584790311658
HMGB1,0.012915721929674986,0.01381308332393078,-0.016115714541413022
ITGB3BP,-0.016333322222175945,0.05131595247279686,0.032985523157532434
AANAT,-0.01365685512069365,-0.021167294441184824,
RELN,-0.024974065339917924,0.017073937321972755,-0.020688266270460335
IL15,0.03427343701669188,-0.029973894174565075,-0.005693042232777961
BSG,-0.025527885164405795,0.0872899057235056,-0.043568384862494695
ADAMTS3,0.0031246551562980024,0.06279889380614903,0.05578743022980637
CD34,-0.008559447295947655,0.03211674377344856,0.03937449314601529
PLAT,-0.006274358530194244,0.07773657287205307,0.01813873508736269
NTF3,0.021216395503865074,,-0.01906143615064202
CKLF,0.018445135062718634,-0.030944512597316242,0.028301060136682005
CD24,0.09968284545759475,0.041957625844635686,0.11893266820961465
HSP90AA1,-0.032375153479381656,0.12337773096843607,0.015608872428730321
BMP4,0.027343653699274946,0.03186875609450163,-0.034470744225775105
SCGB3A1,-0.027863763824422114,-0.037260361841492236,-0.035568589102416726
IGFBP4,0.016223166741912102,-0.03973554962347452,0.02788830170604099
RSPO4,-0.037203427898401774,,-0.02395393104453186
LEFTY2,-0.010426220762663089,-0.022514875812801424,-0.0325757636837806
ANGPTL2,0.03411874389223668,-0.0419650710844277,-0.028446866432730738
LRIG2,0.029396847687367767,-0.024683658840772147,0.028850538587840754
ICOSLG,0.06235701171767223,-0.06417666670500019,-0.01766195422954907
WIF1,-0.009553794093632691,0.11973443621056656,-0.022267499129311363
NPPC,0.0022456229085694975,0.09748112440132613,-0.0019395647663569351
LYZ,0.03718282682067517,-0.09149323267829441,0.044556898513235126
EREG,,-0.023161227500930043,-0.029835024980930113
SPTAN1,0.07607958238579114,0.1724531411093596,0.02708803046949138
PTH2,,,0.021577842824766536
LIPC,,-0.027772893301911544,
COL8A1,0.023821896114744483,-0.02777227963860321,-0.06104945739904907
GSTM2,-0.022768813117064808,-0.03683821768857484,0.058022400290837065
SPX,0.018852687601798743,0.03599960333032917,-0.045894122507240724
MFGE8,0.040569053547841835,0.028038977686737455,0.04659580521036905
TGFA,0.059481033275677546,-0.10009004479457494,0.018955164579071402
SLIT2,-0.007990572034794549,0.0251184865047596,0.04208241704344926
PLTP,0.0626749979217999,-0.12402304164452185,-0.02870678047275018
APOD,0.01094958346274304,-0.12815673872501826,0.07965072034405164
B2M,0.04947203668769262,-0.14431043092448856,-0.03691042202440903
OMG,-0.028413822494977214,0.012500091317544735,0.04498900180125818
CXCL3,0.012595894317513522,0.09732738029054733,-0.022153649062753175
CXCL10,0.04938871534760541,-0.027367627375056477,0.0015762780269760958
RSPO3,0.04106994574244141,0.07803584409734825,-0.012044996444390098
CORT,0.00041548996923739163,0.1400370071830524,0.07982430377767796
NCAN,0.019125745582326013,0.1511879376031238,0.038159629975279344
PRG4,,,-0.015101998468968763
TGM2,-0.051841694800509416,0.01483265654007755,0.07537963096969165
VEGFC,0.05621690017528813,0.054456672635840815,-0.0012436007491467118
WNT6,,,0.11609159677735625
NRG4,-0.02418433690077008,0.0086294824405296,0.017488396549144143
PMCH,,,0.06335094402199067
COL9A1,-0.04446092929894342,0.11776599737278255,0.034946976528217634
GDF11,-0.02073759673571173,0.04242439557160381,0.06985097956925726
SORBS1,-0.023029714548152985,-0.06204172802882818,0.024380965538718102
DLL1,-0.011894910646553741,-0.022478480790373668,-0.008793815331997837
TLN1,0.01686744377924523,-0.07077278141792351,-0.022145762429722653
COL2A1,,,0.003831278120316667
SHH,-0.007729044203649863,,0.0026930533773523247
PON2,0.011825106934935506,-0.008496378063282845,-0.018433918244520685
ICAM5,-0.019515679004771753,0.10842624506682548,0.02560590099190071
HPX,0.03386418872758692,,-0.004390601315688385
SFRP2,0.015074632253867437,-0.05993253940601432,0.015820491168972335
CFC1,,-0.0010694112227984784,
CD70,,,-0.04606387565276676
HP,-0.024843728569734772,-0.032966916192891084,-0.005569016801565396
CXCL2,-0.031456313023426115,-0.05291297504065281,-0.006680568405976076
NPPB,,,0.08414077594517125
CCK,-0.0748051535023881,0.1473651043352512,-0.04147256390517221
SEMA6A,0.01461227344241297,-0.13641159034165065,-0.04693438701550548
