,MGH258,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH881inf,ZH916T1,ZH916inf
IL15,-0.07078545095992061,0.018046851969236645,0.1827766277442443,-0.026318546792458004,-0.029355309173863732,0.020413305073494373,0.015100008035770175,
UTS2,,0.02591879091181724,,,,,,
BSG,-0.1954553199178823,0.1285203158071658,-0.046876893476305755,0.0076590317091044914,0.01639175121713134,0.012105567944996372,0.03467420403345034,0.050243154068264156
ADAMTS3,-0.13041274971776212,-0.0531380118752633,,0.015281902947966157,-0.022845577079244225,0.03662997998491389,-0.04696756606036278,
CD34,-0.09161683879060732,-0.11115626718454014,0.033690016149846486,0.08247847304698175,-0.0428227212299263,0.037617495364586695,0.0795850255229694,0.029091643460963313
PLAT,-0.04439117644874275,-0.15062335337665855,-0.03653902878735662,0.06653680069574724,-0.0009457042248579095,0.1024795224577621,-0.009759476051792903,0.0339788882541585
NTF3,,,,,-0.060403685940141526,,,
LTA,,,,,,,0.01862299915486502,
CKLF,0.031087266728564926,-0.059739014694841705,0.11435775039837898,-0.012588724115534314,0.01590676738699636,0.07746617447200937,-0.08349902441443594,-0.0022348857207243516
CD24,-0.008713177627011808,0.006383028995775464,0.015692818726693033,-0.04614448523100474,-0.03121098840901927,0.037305342883572026,-0.0029088438319057265,-0.0345211799935042
HSP90AA1,0.147763680579376,0.030337916195564453,0.06522477097229243,0.030145497739604784,0.041441292028908866,0.055343136213092434,-0.021388407047826304,0.0057103806706688045
BMP4,-0.039423689611391456,-0.055266548138147485,0.034776388889492374,-0.0441274150978011,0.02050478184929878,,-0.011282741190146321,
SCGB3A1,,-0.06049333532011216,-0.00784754829981064,,0.06383807542385538,,0.08382194683577138,
IGFBP4,-0.13980529612138082,-0.15467142859168356,0.024832694011622834,-0.08220828777671901,-0.013780492095493091,-0.02555410344520198,0.08855799973446861,-0.057413949990269254
RSPO4,,,-0.04912960043022331,,-0.016830643782214057,,-0.012846182146858239,
LEFTY2,-0.02949913248875248,-0.14865477919534403,,-0.09907108233301552,0.04049220401129982,-0.04455423066515465,0.027347855235316822,
PF4,,,,,,,-0.03279435531138478,
ANGPTL2,-0.004585342661986063,-0.047146737757138145,-0.0021854946042497822,-0.008390370237078587,-0.0478269600436637,-0.06251554045958535,0.017655699585597286,-0.13800948554588757
LRIG2,-0.06552269244819771,0.08962249945512438,-0.021873358878132014,0.05391970426562192,-0.05831201486461582,-0.07877356620958213,0.002772467230830994,0.03631598847302995
ICOSLG,0.053568663334581726,-0.036572495024743135,0.05510002268114272,-0.011914995172375927,0.00796658024866409,0.001806249106489098,0.019934964166843296,-0.0319681772667147
WIF1,,,,,-0.015645713643805206,0.006243186841813668,,0.11705948608375787
NPPC,-0.15573322967917128,0.0970893029376198,0.12875400119812208,0.01605788564283901,-0.04259403369437775,0.04107147248431179,,0.1293184350008067
LYZ,0.12696408488795846,-0.10355317514607426,-0.08544034461744222,-0.04422003604832302,0.005930870530481714,0.043093737884190964,0.050587037483223476,0.0438832012017961
EREG,,,,,-0.020962850596588,,0.06639766737789927,
SPTAN1,-0.12855525713303131,-0.05266199900495312,-0.03747320904468011,0.05147716774774359,-0.04528739246690668,-0.00607886276390113,-0.023552506088980442,0.0684240537619207
PTH2,,,,,-0.026766330607068085,,,
LIPC,-0.06544808090279727,-0.05448558396298169,0.04346232929910617,0.013769410036000615,,,0.011030916572155948,
COL8A1,0.06702243959097835,0.06851730231182016,0.048360762461166315,-0.07282170827225092,0.029856238333557054,0.06644849600701608,0.02328304945568019,
GSTM2,-0.08636977105430764,0.0692426638069074,0.05293058697591952,0.03752408752087578,0.05708078617092693,0.004542017708674539,0.0646238866374753,
IL4,,-0.052083018267807105,,,,,,
SPX,0.11648292847018678,,,0.07226660156828114,0.06725652349576844,0.0634593655933581,-0.009492454368465764,-0.07407721758611352
MFGE8,-0.06208771919479695,-0.047445836729565136,-0.0670247796011518,0.031452503173198976,-0.03760802492863182,-0.11105153833684193,0.07483410144982454,0.06649159618462355
TGFA,0.0027398785758989738,0.00015070860438614938,-0.004576960177159425,0.025600371876512446,0.056639428487123555,0.05506568203544641,-0.09276490033284501,0.04552409725984494
SLIT2,-0.010683930090666933,0.07944515205374846,0.0253914961790939,-0.05242304108269713,0.09121854521795353,0.06850404911562684,-0.055078534944208904,0.014884697720988922
PLTP,-0.20155787198414357,-0.054098457850449914,-0.02130807818728608,-0.05562886524187989,0.014054376046919318,-0.028981255464630953,0.029081200067808257,-0.00350781246035168
APOD,0.23169505650720032,0.1029634867700515,-0.08278526527202551,0.03653461749802121,-0.05956573961265586,0.024600736386522562,-0.03739412687105835,-0.14634766647624825
B2M,-0.11179553991684764,-0.16497076555373902,0.010048011875871486,-0.10484101824333428,0.018270910731755484,0.0024214078661020672,0.14125101385794947,-0.040637668361255444
OMG,0.1006295104126442,-0.040286082359996145,0.0203779458856987,0.08433353236178594,-0.02332193870535238,0.0028564080046089703,-0.06555664823618743,-0.1537129965975245
CXCL3,0.05293801320431862,0.032861884890278664,,,0.005664952870658892,-0.014311593222316227,-0.026056258977779363,
CXCL10,-0.12429260199852094,-0.006666789138717152,0.01533432835867518,0.04957493188745951,-0.022997525929178857,,-0.010900048260917693,
RSPO3,,,,,0.07117685035385826,0.0277560925513016,-0.023371271897809087,-0.043867389720864174
CORT,-0.057081822414428725,,,,-0.014200747571551327,-0.05900175554801262,,-0.021896393277189397
NCAN,0.1151500444569955,-0.06122890134421463,-0.060034465517242626,-0.024771000274670583,-0.05502164955783145,-0.0005138138116125177,-0.03806611544482406,0.05057624601103045
PRG4,,,,,-0.04013468768792578,,0.045130682157559165,
ZG16B,,,,0.05879522142043259,,,0.013084270283519476,
TGM2,-0.08267998388252285,0.10098045184262312,0.01704191789812447,-0.0005231352457485865,-0.037448252741516294,0.09111659373717576,0.04441037748651069,0.025135510129053247
VEGFC,0.06081253002843322,-0.059039749753125106,0.042017831425651034,-0.02043348684939708,-0.028725141101299777,,0.127515508787721,
WNT6,,0.007529594984429401,,-0.021851914814260118,0.04518949157252188,,0.05344084991680885,
NRG4,,,-0.03255918936746665,,-0.022225301797058148,,0.04790043385388884,
PMCH,,,,,0.04536719477608544,,0.03746950168958522,
COL9A1,-0.12289345844945149,-0.04627000383811452,-0.038551952411698565,0.032080113705897036,0.0032756385826112253,,-0.02422039088215555,-1.4977158642539154e-05
GDF11,-0.1094524682053554,0.01845930432147783,0.06940553174344256,0.05409867080485774,-0.026738747169385645,-0.001540623314456864,-0.019479249192793945,0.03759215658891767
RAET1E,,,,,,,-0.025638122087951895,
SORBS1,0.014853958779861136,-0.02664165452912374,0.05684485085131888,0.0999749938505942,-0.0009843346412299495,0.018235235960747394,-0.01679209679410118,0.11870301347502848
DLL1,-0.018448490653944466,0.01428892298954999,-0.06531671911509022,0.05343346103344682,0.009769340107720775,-0.07329162837133979,0.04235256330587253,-0.03958037001618458
TLN1,0.025729807137104,0.07171902413096502,0.016588935751479662,-0.012151824593074668,-0.017161218797496942,-0.054344760901415656,0.03745405961000519,-0.02481234067481457
COL2A1,0.036851039250731854,,,,0.017884329203994007,,-0.03401309988309862,
SHH,,0.10268833625479387,,,0.07140145779741028,,-0.04573055191369999,
PON2,-0.1310312590722403,-0.10359675070986843,0.05627667728590543,0.07218556800311172,-0.03600463208036074,-0.03143069876777291,0.002568116051536101,0.08870749096668762
ICAM5,,,,,0.08293820781552429,-0.03379316544497988,-0.00826968576244437,0.041370337496160585
HPX,-0.04192930233024791,-0.0026268285107229924,-0.004758853912686458,0.01857858070680284,0.0011535957267885708,,0.003548992949041,
SFRP2,,0.036971761248788586,,-0.07044194149893113,-0.057496532775723176,-0.0305859630309264,0.002451389588758771,-0.0771656923770214
CD70,,,-0.05637773998094458,,-0.006255881653512624,,-0.0006399574790998474,
HP,0.08649459294698164,0.043139554871243296,0.05289625743193159,-0.12234245872563873,0.00014393207144121865,,-0.03496087046117496,
CXCL2,-0.03826200465110547,-0.004855906109000226,0.005040169834455696,,0.0006565077116228887,0.0534126891491003,-0.027975953332638956,-0.04843558062742291
NPPB,,,,,0.057137265240280344,,-0.023707555133675756,
CCK,-0.07577485914528741,,,-0.01285443375042245,-0.059797703123806424,-0.07590603515291992,-0.03075509899107676,0.10516600135076082
SEMA6A,0.02807104498350316,-0.03607017155053373,-0.0018568594994260315,0.07941235397684646,-0.023401331295064977,-0.023634114701837478,-0.07876385039260561,-0.1468607361898983
IRAK4,0.07552877022908457,0.1075556864189184,-0.03797746975745373,0.06244294163013626,0.11776528607094659,-0.07480142504329834,0.025176952503792024,-0.047215033593227713
GSTP1,-0.1664869896528757,-0.09745485445803209,-0.020960884163540222,-0.09493333391468908,0.08057852193954655,-0.019638538148963155,-0.029438655157986004,-0.03532099477186512
VCAM1,-0.027805820435111185,-0.06853941023021606,0.0032781055298437426,0.01955970030802438,-0.023226951280551036,0.07382666626644431,0.0008208894258960588,0.041730903893233966
NXPH3,-0.0021763613634375877,-0.04824612440812049,-0.08048763410676192,-0.05568430791453386,-0.01788211591911537,0.05046101082859278,-0.027249596229449717,0.030115856530800025
MTMR4,-0.05686354034457797,0.11363510957317462,0.019667115025691222,-0.01525378749125099,-0.06440188260993422,0.013373131204065702,-0.034830079543395606,-0.005925667249297147
LAMC2,,,0.02201862035598165,,-0.012420912972012909,,-0.027155610411514472,
IL10,0.07295656551119337,-0.07628406253914871,-0.0031114017839922346,-0.07642153020928644,-0.030930614377386464,,0.023085711519419693,
SEMA4D,0.056108129679334866,-0.06800073752541086,-0.047520149573633944,-0.04807662940975922,-0.015932476146849953,0.0018803356097326176,-0.010837396422082288,-0.05657861843961734
TRH,-0.016579465300875878,0.005315654511564935,,,0.01663287847948363,-0.016332897190268807,0.01996027722242314,
SEMA6D,-0.02753679967880195,0.022040160425890673,0.08940004106264061,0.0011125322975235003,-0.016534523188282226,-0.01784036358859913,-0.02344505490448969,0.09160775169678385
CEL,,0.025472044417009353,0.08237054182702191,0.08601031087504431,-0.031442557032892345,,-0.007748635265896267,
PDCD1LG2,0.025881389001280685,-0.0015743009658177158,0.10532173627321373,0.03664489118723985,-0.023279992958639386,,-0.024446492554684993,
SPINT1,-0.016468491888663162,-0.03721138132353102,-0.002884598860914887,-0.0554980365223698,0.02148003875478647,,0.02025643992857887,
CTHRC1,-0.06524696354068882,-0.11665682205728001,-0.05172730637428464,-0.05566230687301929,0.020307050949242518,,0.03587425309544282,-0.0204925960808015
PODXL,-0.04979754729252691,-0.15261445432471507,-0.05488272788791003,-0.02473657968603144,-0.07655356181566582,0.026116345229689416,-0.011482688323680317,0.0775007143513915
JAM3,0.029404995320949808,0.04318537862010576,-0.09913543567823345,-0.005004440152838314,-0.06253574860316602,-0.01621272931921381,-0.031106087797262743,-0.02514156131467627
TGFB2,0.09428575309777806,-0.013554852306680947,0.1316143845433788,-0.038485556388013785,0.009558270740682969,0.005533779650507026,-0.07718535368723757,-0.01802967006997739
COL18A1,0.028320700803305548,-0.17303266264079903,-0.013591986712097449,0.03941042416661071,-0.009033055893586836,0.07107706300703046,0.09142532410478593,-0.00789357732189264
NODAL,0.03518406386847135,-0.0644284742281762,-0.015907402674722293,0.008144743713373814,-0.014204245569187212,,-0.03634163444465815,
INHBB,0.09212700085299638,0.01976798897121405,-0.056655735661359966,-0.04536005005954378,-0.010513248612342046,0.028219212272683234,-0.010104994069533055,-0.06483945205127253
LCN1,,,,,,,-0.011669163398545426,
ARF4,-0.02214369867136281,-0.0686180897076017,-0.028162586397233957,-0.0618223892129102,0.02378925301878928,-0.02118781259126495,0.024991506818982732,-0.027685858748038885
CXCL14,0.1374227291910512,0.03680291649209067,0.05643605571608482,-0.09600811464699623,-0.0065079146680262455,0.062197258879929274,-0.10507852172880693,0.1628995668878582
LIF,-0.06416094077012723,-0.006760099670601224,0.025063191527608882,-0.1123145995166727,0.032015258849428414,0.09204654099303029,-0.02452665093832091,
IL17B,,-0.03626681156683581,0.10219394782170999,,0.0037561290369179925,,-0.04535830930295426,
MMP1,,-1.152423729891175e-05,,,-0.012796410131135041,,0.09889851898681877,
MATN1,,,-0.05420172936762657,,-0.01821227623149856,,-0.019837762957108353,
ADAM28,0.1985618329366135,0.10751272407729204,0.01035584700436692,-0.026617446501994386,-0.00021567130555681858,-0.02447958637462918,-0.026111946047718756,0.015718713218548307
TCN2,0.04189942260713083,-0.1284881930646635,-0.03937992512604222,-0.040471541326121165,0.007973795196800446,0.15044603723540612,-0.010022029580308567,-0.06261587524813095
THPO,,0.04283571925167494,-0.012204529363970054,0.028166398752605407,-0.015798306077848302,,-0.03496088110402203,
CUBN,-0.029161094074033722,-0.08908213049566667,-0.051596932806805884,0.020436697575293893,-0.05026794789885453,-0.05623107634717579,-0.016462613942494504,
TIMP3,-0.10570760765191409,-0.13848664732940952,0.09694581065129693,0.04009443984504047,-0.00013020803143006768,0.05601905446356995,0.07712877716220094,-0.005276326096581046
PIGF,-0.10057414149577555,-0.0030688592064437832,-0.07263844253268688,0.035175120106290696,0.028170843189164466,0.0427067717356612,-0.040686622552882565,-0.15050871251656633
CRH,,,,,-0.02266776318290402,-0.017100353372404183,0.05838232986139016,0.08812009380007968
BDNF,,-0.002201107289033837,,,0.010720652814296811,-0.06095329504517218,-0.0036127947440833443,-0.009009955718470892
CCL5,0.06211950443276996,0.02990954255357722,-0.044423706416805285,-0.02555747579156699,-0.032199243434770784,-0.02440592968034375,0.02556425762312201,
GAD1,-0.06830846253676234,0.0990368635684194,0.048133356302833726,0.009053624761400125,0.04316907634952984,0.0420031741877195,0.003192659155892623,0.07743249989632221
COL14A1,0.02327612851821078,0.026097012387455994,0.08981314129259671,0.016255938744219173,-0.04215622870368766,,0.05171862421408929,
HLA-A,-0.23740166045059735,-0.04160693837277463,-0.03540275124371678,-0.021049343317971748,0.03547844099220439,-0.04997462254986077,0.055932646287708034,0.0024880941512830917
CD5L,0.12326097670505305,,,0.07036322918452538,,,,
FGF18,,,,,-0.022113107270991063,,0.08858879678017477,
ADM,-0.04770416269736178,0.126378253197796,0.001372069737270673,0.012600820395624884,0.03416096592815683,0.0526913043684525,0.0042266824760718545,-0.03550282144425222
CCL15,,,,,,,0.05174999268333359,
GNAI2,0.012293194295769595,-0.003160228682404642,0.038338489083296776,0.09428874808014873,0.015877107790427003,0.01450911484329153,0.06282143189488196,0.05631912954126223
HDC,,,-0.044193812974437995,,,,-0.020126786557484625,
COL11A1,0.056639889190918655,-0.009428935156263873,,-0.02613585893934396,0.026826145985645557,,0.027204552716803963,0.03535511837981191
NUCB2,0.09487991412882159,0.016902263176289813,-0.002351373571993908,-0.01160024271400488,0.06796654996147,-0.024260197712054014,-0.004673071097988171,-0.02183589048806039
CXCL1,,-0.04957998601024938,0.03431720312507727,,-0.03650204357524218,-0.04165545220495028,-0.033921119340620885,-0.011890421588282024
VCAN,-0.08679355441229118,-0.013910047631575786,0.015137369955740143,0.10094475970614175,0.01779323557392189,-0.0370286618376542,0.07846047838057346,-0.10553511549477743
MMP7,,0.012220571944393216,,,-0.009941506279862162,,0.0728711321383103,
PTPN6,0.07145441199269699,-0.0755901514906472,0.0007348318971136445,0.01520944074492475,-0.07218057604653691,-0.0014008245152473296,0.06964610084960783,0.017174461361051822
PTGS2,-0.026578069781524574,-0.034710453554322,-0.03557150290396057,-0.04579314501474071,-0.007876769811558876,-0.014578990076716437,-0.07222413267730281,0.059406274118399
XCL1,-0.007619674494868446,,,,,,,
CD58,-0.049266865262878844,-0.0915710182412427,0.04015789679604046,-0.12534604267941657,-0.04439949141964854,0.020717531387662913,-0.03375886150043915,0.0074730314627058795
TNFSF14,0.14139672772486314,0.015642455022562417,,-0.025838597060583352,-0.01847734465913267,0.020164596279899742,0.014015701663975122,0.03075427394868207
CNTN4,,,,0.004310944697620992,-0.01784417691583305,0.0782577657314051,-0.006243412525851558,0.14950667692926692
INSL3,,,,,-0.018477342873923656,,-0.005713423231681911,
BTLA,,,,-0.045197094253419855,,,0.009478595202446729,
MFNG,0.08214508166136152,-0.0015613076131852064,-0.01697574957024895,0.0022857490452427294,0.001879308463424233,0.04840423204474673,0.054517367235413464,-0.08828862623824749
ICAM1,0.03846782771964229,-0.006154050486764777,-0.06330968686446893,-0.048449236782365825,0.012021182438281134,0.051669394126917324,-0.08843062856560675,-0.06512391226751175
PROS1,0.04276494214631554,0.03138505169465557,0.027631041847292773,-0.006582188060346814,0.05532037006204008,-0.01965642742203641,-0.05161573539950731,0.013516278289836868
CLCF1,-0.08592518681519559,-0.029232871438442515,0.06374425564788057,-0.060777465477233165,0.007355388303951279,0.02885708629966556,-0.013942127531186297,
PSAP,0.23078413253865562,-0.08144401506514246,0.00045130864428592895,-0.10428716227347375,0.0374362470761728,-0.010294879770510846,0.0014672892108941362,-0.1457904583269092
EFEMP1,0.11385619308825522,0.0409016944372428,-0.021649806732417978,-0.115845979646717,0.013437595924921877,-0.07312788768039472,0.03048902184710901,-0.0777726768734354
C1QTNF1,-0.10796536128856664,0.03488558447701994,-0.003814118195889108,-0.07686275476291804,0.053170859324419194,0.09293225680158888,-0.0662752567703732,0.051123381397225574
ALB,0.024377061418378393,0.053343767016927286,0.014448089530462198,0.007819261830933701,-0.005127654631420038,-0.04124725050755771,-0.03565711327198642,-0.02788172617535719
CCL13,,,,,-0.020726179552823232,,,
EFNA3,-0.05050502170432757,0.11736561340910011,0.016796811380936222,-0.024006161145235065,0.04335272919919613,0.05053500246333223,-0.022165601660756075,0.10596628121730021
DRAXIN,-0.06197397306121688,0.08381962560429261,-0.03048863278760337,0.018390182763126234,0.058560119593994264,0.0016440126282010917,-0.013980084811964277,0.03936524511563879
RAET1L,,,,,0.07781855370898567,,,
NPTX2,-0.05442158567921551,-0.09613349228511921,,-0.049921942203280306,0.0034146414712062623,-0.04714540301486719,0.04726314500386568,0.117058047682147
FGF11,-0.08749328192797538,0.05199530079797754,0.09548714075506191,0.012362029844697156,0.005463337837699813,-0.06753270277623158,-0.017387293652890174,-0.00203430785904893
CD59,0.125517195581141,-0.16124802281541353,-0.005387523006662619,-0.07172859596578345,-0.03630999956035772,0.023867915190204977,0.04523333457775328,-0.03562151866781362
COL9A2,0.06498042457462734,-0.15932901148744688,-0.016940588845478707,-0.030935228870820532,0.008292545569269852,-0.032036747985384015,-0.04538061324855981,-0.0988885453364391
DLL3,0.09081668437235706,0.018704096303196124,0.06027213004944563,0.1117034971709409,-0.04407780895531222,0.09054725594411833,-0.03475462362568303,-0.05605843881901114
FGF5,,,,,,,-0.0002717059675930482,
LIN7C,-0.0453213598951869,-0.02679958295010885,-0.01838401746563654,0.025565224698195096,0.017300486728621927,0.002130518983514678,-0.05440532515912913,0.006089197807747449
GDF7,-0.034314877297307034,,,-0.004770355024278701,-0.015021001243565153,,-0.03565233407879039,
PSPN,-0.02771406932254474,0.05361546691842306,0.001629708694364779,0.06770450419911263,-0.007342060042635939,0.027162642617126535,-0.04311680100039799,0.08003739282519123
ANGPT1,-0.07005391595106174,0.13187108177312562,0.09108494822037703,0.0056513901621161634,-0.016972017577882102,0.06142687640240278,-0.01993476239243473,-0.031088738355191995
PNOC,0.012813258816972881,,,,0.06621084997918147,-0.06095332800210299,-0.03254575113634842,0.03090862560115521
L1CAM,-0.053698128215506416,0.0869583241332139,-0.02497158449359573,0.02246821753429093,0.0192068963603857,-0.08620520784416102,-0.029298177089709044,0.047336287536032855
APOA1,-0.04054630180566938,0.04272468255658213,-0.020448778407475957,0.027501045026631105,-0.02058620216405047,,-0.009410826666156153,-0.027263806541840737
PSEN1,0.09660753895055972,-0.05218860332218284,0.04878876097058518,-0.07635265201534196,-0.023889790221318347,0.0615683016754667,0.00505058297528941,0.006999710848981961
CALM2,0.04610976615284551,0.028303029282889188,-0.0413177536684184,-0.017902350326130072,0.024269733330066597,-0.09728958036024521,-0.059744391424534214,-0.04196769957202347
CLEC2B,0.13019406025788446,0.08990794154952736,-0.033703393664864176,-0.07088266388574403,0.05482648552293965,0.14237464338972214,0.0016573880932350396,-0.06128319091600482
NTNG1,-0.10835790578491013,0.09988863504221275,-0.04798430243475124,0.06470170877020022,-0.015680052995044526,-0.0022780098143564223,-0.004423785492767524,0.09850517667980219
LRIG1,0.016036632496104496,-0.11619828482387372,-0.05498080791907393,0.007652216130981357,-0.056811455403867034,-0.04606957593555295,-0.09335105992467924,0.005060781299213163
CPAMD8,0.11186496934362017,,0.004731753719102841,0.008121939043953428,,0.07890151287846783,-0.00788583420312844,-0.1281821292345546
GHRL,-0.03473432459482992,0.03579289643089407,-0.05647238599231042,0.08545706796431737,-0.016248129191679832,,-0.03588474605770295,
NPY,0.04551680454379397,-0.006999311112652868,,0.021209989728195395,0.032453742935706284,0.01656952239144273,0.014139629371972415,-0.09282426979772368
MMP2,-0.05939139637487787,-0.11957005440856427,-0.018433044996278625,-0.013223824658031586,-0.03062130898769684,-0.021957416016888765,0.03497145303567211,0.01988129451743679
PPY,,,,,-0.03294332815643175,,-0.04911091529719926,
ALKAL2,0.014667348267043655,-0.032462033640856335,,-0.06619282744674275,-0.019028660911315422,,0.005241716936929676,-0.0015494902879146023
CSF1,-0.024905726493025852,0.08515425516988193,0.03717865847816779,-0.025973758411686684,-0.006834389916324643,0.14375782860131184,0.006529664886891912,-0.036227357959327904
SEMA4C,-0.03487813006680272,-0.15062788556601106,0.147181805611607,0.048327244901953656,-0.0134726722277955,-0.04489845442144586,0.05696547270532649,0.06658215328061294
BMP8A,,,,,,,0.07543557739879342,
ICAM2,-0.044835533476789674,-0.18065517665063938,-0.050888488724240406,-0.03996423512289955,0.030742082083940914,0.06675248698895289,0.08834445708582345,0.08127743282691295
SYTL3,-0.05111722287298128,0.07999182190054961,-0.021215076354102486,-0.005841604260291835,-0.03838238291130846,-0.0380634724839549,-0.0027748772256793726,
IL1A,-0.04509207905959547,0.006903983572444988,-0.0063034120167299815,0.04854270811803488,0.0734745074251859,-0.07011912105528659,-0.007807390669129983,-0.01471896397406711
HLA-G,,-0.015144069762179854,0.018257969529248352,,-0.012666135852370294,,,
PGF,-0.15017671599168123,-0.15223248399276396,-0.09416779223659608,0.012326758783275124,-0.06221391878814865,-0.06588874979437821,0.07735780528808978,0.012382408662560759
LGALS8,-0.13646154853638068,-0.045687862588384275,-0.046322688875125397,-0.011608477875777122,0.010596339085575541,-0.08720074239876428,-0.02262245980388222,-0.06992491477696824
