,UKF304,ZH8812bulk
IGFL3,,-0.02315320268764443
BMP1,0.07898617619848237,-0.06706467105513361
NDP,0.12917004525105086,0.05746597531276608
TNFSF18,,-0.02387748925374063
RTN4,-0.0437840003898899,0.03535989376401372
HEBP1,-0.027291375065176576,0.01972326025568776
WNT7B,,-0.049929761668190395
PTMA,0.12249544657309325,0.05324610345415172
CEACAM1,,-0.018654679833944098
PDAP1,-0.026247386327871134,-0.041099227366114606
QDPR,0.06630089728779319,-0.030818184333379312
POMC,-0.008875656757293847,-0.035560684749222346
CCL18,0.036875672471521036,
CCL17,,-0.013220792288324717
VEGFD,-0.021584127003825077,0.033937368688860964
TNFSF13,,-0.03273535918210542
WNT5A,0.027052195943560602,-0.03929367580827709
CXCL8,0.007957146193985958,0.16662507789152903
GRN,0.0925738553806362,-0.04102644839962344
MIA,,-0.05960525510206733
COL4A4,,0.06768026491508419
TAC1,-0.02426748579025225,
RARRES2,-0.025918438705929525,0.018322515718602533
FGF7,0.056197608614983414,0.010677516086253041
HBEGF,0.10297025204724508,0.05624955677102209
PI3,,0.09223732747376993
PCSK1N,-0.09067003474965067,-0.019025140448433845
NTS,-0.019432647709902353,
SFRP1,-0.02119271731318153,-0.05527692225768897
MICA,0.08372003840077423,0.0222750471625536
ADA,0.03729931010419427,0.018031704660269533
LAMC3,0.041223140773828715,-0.03444570963885259
NGF,-0.01943266050501153,
HMGB1,-0.013540024976087216,-0.010354867782482811
ITGB3BP,-0.009321751108157568,-0.00924888164654015
AANAT,-0.018269558762180078,0.002922404524707313
RELN,0.018717609580349515,-0.0472210594239826
IL15,0.020996801415050146,-0.024541197562696435
BSG,-0.026622563429556562,0.03804637278729641
ADAMTS3,-0.029336618497249913,-0.02875638862795093
CD34,0.038323174746320236,-0.016089259337264638
PLAT,0.04422901891958834,0.058521998108631575
CKLF,-0.05172977670463708,-0.011671533193073578
CD24,-0.009504897014364671,-0.0782655468492189
HSP90AA1,-0.0872322893681833,-0.037671798194284296
BMP4,-0.029140342654559077,0.03847120550445013
SCGB3A1,0.01814931995745377,
IGFBP4,0.08729551592812419,-0.03973200714823581
LEFTY2,-0.01943266050501153,-0.03288865206705139
ANGPTL2,0.029917947014677024,0.009308630813301274
LRIG2,0.0026015591845972826,-0.03876601949610963
ICOSLG,0.033165853978423164,0.04963369271716665
WIF1,-0.044514713347059226,
NPPC,-0.04824578451510015,0.022423315037173385
LYZ,0.08684754419387654,-0.0019271055694680024
EREG,-0.019990528690769102,
SPTAN1,-0.0910668014014421,0.029893721664819878
LIPC,-0.006252200546815893,0.0541237790621069
COL8A1,0.028128544236046667,0.036242102126002776
GSTM2,-0.031795182167727615,-0.055012861733336256
SPX,0.058508101652995394,-0.03205529312945838
MFGE8,0.05845299088224797,0.005687101498693935
TGFA,-0.03225973647320331,0.09652536305456731
SLIT2,-0.03740110837726549,0.000817122168378852
PLTP,0.0892905348597198,0.02246458464442778
APOD,0.08978506757240501,0.008314472244576475
B2M,0.0970441110849791,-0.02214937019667777
OMG,-0.0678181054854787,0.01296742470919146
CXCL3,0.049988819401192854,-0.00785993868039456
CXCL10,0.03145589046830725,0.023463468309490046
RSPO3,-0.0429336857964955,
CORT,0.03455718598623275,
NCAN,-0.03379094289115852,-0.0008210919201057045
TGM2,0.03403076629252133,-0.0350736744450765
VEGFC,-0.022589210379186944,-0.019758910860868152
NRG4,-0.02516571701907001,0.09562905220164737
COL9A1,-0.019713404545124737,0.0005773053052883668
GDF11,0.005115857485503906,0.04762846963912639
SORBS1,0.0333155604617493,-0.023089616025874272
DLL1,-0.023254344997351427,0.07031135528750972
TLN1,0.08143886832301482,0.0076507484777567965
SHH,,-0.06311915532310702
PON2,0.08806259554123459,-0.07009899235951858
ICAM5,-0.03569618247214906,
HPX,,-0.010611210130571962
SFRP2,0.006251615588585981,-0.015999198722171766
CFC1,-0.020534357039223076,
HP,0.04651656575553013,-0.036070047858009734
CXCL2,-0.005044761372338651,-0.07687712201239641
CCK,-0.07497054423955019,0.06980170743151759
SEMA6A,0.0026577706588040355,-0.005604382940944739
IRAK4,-0.011379559076713163,0.03588550856882769
GSTP1,0.07326231874286711,-0.0046163066521197945
VCAM1,0.04190416522478876,-0.055849041252577364
NXPH3,0.012099601244832175,0.027776690626526383
MTMR4,-0.02643210212607069,-0.011779815960205746
LAMC2,,0.10256472741907931
IL10,-0.010888726365229341,-0.02626560480440096
SEMA4D,0.0523678131490274,-0.026399187828747228
TRH,-0.03197777553365632,-0.06018556974370925
SEMA6D,-0.011314128520008081,0.04139033233116519
CEL,,-0.05307914189842024
PDCD1LG2,0.008344110970064293,-0.059866366316966804
SPINT1,0.10424669370061776,0.006478319160263419
CTHRC1,0.04985966384383233,-0.04724297459162759
PODXL,-0.028438637928359864,0.03868361855167387
JAM3,0.07084729354301292,0.005725900041995118
