,MGH258,UKF248,UKF251,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
ITGB3BP,-0.028958998443125817,0.00486680391813098,0.008282588942625402,0.07068215308312766,-0.03525429203202874,-0.005074141762264952,0.02135992516570362,0.0618811586380008,0.029291654935459703,-0.00949015031465724,-0.04297032469484113,0.030203891384356005,0.01911655615966008,-0.023736916722916685,0.038076531576047006,0.020401235197209815,0.01027742278537833,0.03415419493624253
AANAT,,0.11396959452771085,,,-0.005872457364409181,0.009942642751934436,-0.008172668640417522,0.025140539902394725,-0.01166646086632602,,0.06077319098361926,-0.04429198696066843,-0.02011268710136286,-0.014099164727091587,,,-0.024135532089546365,
RELN,-0.0032910045650105814,-0.021261705825189988,-0.03992908782246074,-0.048054770467820064,-0.06321402763840418,-0.0251638060387872,0.0044734445114265374,0.01028193522635516,-0.0005800345639330766,,,,,0.009211991133388987,-0.021138477950331403,-0.03099250837939292,0.019399505937034444,-0.04254688196473258
IL15,0.011819078430376431,0.018704979474299954,0.01576746057767091,-0.021720278886566115,-0.03686208490070616,0.03558314070069037,-0.046159704382451365,-0.056461638354462454,0.048260428292072347,-0.022259368304993657,-0.11815903589117005,-0.04424605574860853,-0.03684726682035635,0.008091207455885232,-0.023936563098293,-0.019865847561317415,-0.003147877890980405,
UTS2,,,,,-0.09652234717187683,,,,,-0.02594685506625636,0.015512059345688146,,-0.017127425065873666,,,,,
BSG,-0.10703208126236491,-0.00561479959374587,-0.0202150583444473,0.07104324495959184,-0.24505780608604338,-0.03054644033185724,0.016240885017012874,0.05626885436822893,0.07004225337579946,0.10469324138014995,0.03248668636250116,-0.028466583126864103,-0.015116708288988513,-0.007243301032744159,-0.07147609339858566,0.05302419137261493,-0.03373980144983587,-0.131517573294319
ADAMTS3,0.006353563579419406,-0.01956619789607359,0.027854056266159694,-0.03498508588306692,-0.10278770262170674,0.03135574126934261,-0.01704383696988767,-0.06009576813206694,0.04922321250427238,-0.0027401474636807887,0.016005847692234086,-0.023172622178281158,-0.01862042886464172,-0.04266042091946154,0.049307336673668475,-0.008731249320934276,0.016275866999459643,
CD34,-0.005343997060038043,-0.008094416465346062,-0.012843472256268305,0.05370187675036217,-0.05841330890268412,0.011385534109840606,-0.0182810825137137,0.07465025528361585,0.08471105535948267,0.0011590831166882166,0.07863584477963087,0.01434389048593761,0.0101698647697419,-0.01653929046551111,-0.004049333786840398,-0.03293083888675918,-0.03934592600858929,0.007513223226483939
CCL23,,,,,-0.04808892762122099,,,,,-0.002668351644623109,,,,,,,,
PLAT,0.034229881095023874,0.03312184088535517,-0.04855613452478009,0.0914172134017556,-0.046622035010642326,0.040575319866964665,0.008324760904614311,0.049004087956025406,0.09267427941332565,0.07167728043596731,0.020647524919990758,-0.027539011868829174,0.03270820193071549,0.020569089201976167,-0.035179339791015965,-0.015997151871597903,-0.050051647198181816,0.1433761899512611
NTF3,,,,,,,-0.017543836690850256,,,,,,-0.007383318546981532,,0.05130855847624854,,,
LTA,,,-0.005672424032825893,,,0.025008957356856744,,,0.0036206138121877003,,,,,,,,,
CKLF,-0.02431966073775105,-0.003039006319136475,-0.005555003273322419,0.058386259371283285,0.05552047048930621,-0.04653226464292119,0.03934631986700018,0.015441152275403113,0.005548571529212318,-0.0007545799154439597,0.08033410627505104,0.019865479262142216,0.03507587735172149,-0.006152156691154284,-0.010171476487461409,0.13762577414815708,-0.07493690495545532,-0.040795861554935774
CD24,0.01865291647323122,0.08420363245151441,-0.006216842453211113,0.07498078263740614,-0.001674002187437314,0.028148131801087283,-0.0017385325435371865,0.0626922666821792,0.08225559501547515,-0.010334110304513824,0.007183163530225318,-0.08241648322700651,0.017303421955316197,-0.010653104285986701,0.1116128420297413,-0.03250808641302895,0.048055971554041406,-0.015971237711527465
HSP90AA1,0.011003104401457131,0.013329750311629866,0.028180771172950515,-0.0575318668281792,0.07992083909940938,0.06574916249827795,-0.01666107723111812,-0.02112201268530269,0.00671108055980534,-0.004067780854179646,0.023860989019202694,0.07324449737631182,-0.04503359766324599,0.136676752772362,0.009615348849926493,-0.01888958863456674,0.0983130417831064,-0.04616026566487836
BMP4,0.06701151364936343,-0.0488845558676834,0.013570992995026808,0.13586213659400737,-0.08371306598682639,0.018572831720544535,0.04128611358357918,0.0488347631253838,0.008669948075357776,-0.03862874649421297,0.08333198911120848,-0.06265021597660318,0.037932634638684744,0.030103800208827008,-0.022618730107017447,,0.008931385885149273,
SCGB3A1,,-0.01592352532473825,,-0.014197093656602211,,,-0.01811550735858836,0.06442872744289782,-0.03267645173732693,-0.03514026260317395,-0.02627948472970427,,0.07759764221509413,,-0.026053843015202728,,-0.0278760334929103,
IGFBP4,-0.01096584639006564,-0.017789929270249923,0.04930518697587753,0.07806839223001745,-0.17489584998234362,0.042034579670051114,-0.05177559372809581,0.024807426239740984,0.0035869279281722233,-0.03144412106112703,0.20175327731645895,-0.004416828217427563,-0.0020546814260140054,0.005418794076451488,-0.03610723520008117,0.09224595728980324,-0.07987966050405607,-0.040090480424025465
RSPO4,,,-0.023529196088560658,,,-0.016425541349156338,-0.002181281973381808,,-0.004935520021259824,,,,,,0.06755207341717244,,-0.030433949934701263,
LEFTY2,0.09213779781503334,0.0523350029019404,0.020070901011064984,0.06473710121192658,-0.13242971613778529,0.008645375511238517,-0.01986387247067399,-0.012199277665500816,-0.014656408013483082,0.01303371364221862,0.0008368342503653929,-0.003436446747459245,0.0025587762485998287,-0.03414388184147184,-0.03328466742174623,0.10806260726408602,0.07589262364328096,
PF4,,-0.016518101424714215,0.025829834448667474,,,,,,,,,,,,,,-0.023840635079442014,
ANGPTL2,-0.009187757677671663,0.0012439673091523668,-0.012151613110533399,0.134779220368066,-0.0628433320683437,0.046149302399578866,0.008002768986918787,0.09303382367709084,0.09577634493339926,0.004311294032556739,0.013152552296451073,0.07444689580137462,0.00678801011388158,-0.08808779593469725,-0.058325091121831235,0.0811146134211462,-0.05159950867029246,0.051647496393723485
LRIG2,-0.05496944959637814,-0.020081037149332567,0.04022885888935696,0.047814109718338396,-0.08034196234969046,0.07872293471729913,-0.016290630226024002,0.016998717019066346,-0.004181927972610447,-0.020579290809553515,0.02384761817010158,-0.0324039327901444,0.031623544403399956,0.04647398935148281,0.00844852469679004,0.014466064241758989,-0.025254188043254584,0.11536203831695852
ICOSLG,0.09391993382750888,0.011397939013331505,0.009401045349174516,0.06158256197197721,0.04659151047237074,0.010700543834345025,-0.016877503472207702,-0.01026050979759081,0.056887413737658606,0.060495919436757105,-0.008434432426758048,0.0017326667543656384,-0.01156200007553232,-0.0015136885298603256,-0.0493144632346348,0.1125147937759804,0.03405785582077941,-0.03143001307300097
WIF1,,0.10262261435484796,,-0.09137575445788575,-0.13966025738862756,0.006564169402738074,0.0002769031845260919,-0.01037798084387407,-0.00012406629548311819,,,,,,-0.022752077588350683,-0.04359886048932965,0.027114998223424357,-0.08063316343004333
NPPC,-0.06873438213807734,0.09140649341325333,,-0.053192847192041544,0.02452189801871101,0.03182437697023025,-0.025176118296464146,-0.030735938596486392,0.006166836104952569,0.08764614352135423,-0.07586766251275355,-0.053035043417044445,-0.03422458138157907,0.052565224671700446,-0.03805891402329368,-0.006174820149919089,0.033191460529095704,-0.006494180148387454
LYZ,0.04486332770733681,0.00562071024075607,-0.057556347709388424,0.06505159802793717,-0.060367609181423684,0.04631469102610077,-0.0028680633922042614,0.03185765832082531,0.0511315777808893,-0.09150748162754063,0.06088186762201325,-0.007606161856242123,-0.022712836265375746,-0.018565487620839385,-0.029713049068306987,0.024292198457684478,0.04587098150252547,0.07409366391868603
EREG,,,,,,,,-0.011718681205055708,,,,,-0.03730615637443263,,-0.030484285607222356,,0.010860802642421084,
SPTAN1,-0.04341972581333508,-0.015345438235599465,-0.04386462804792006,0.01279043972697046,-0.15311514195710071,-0.036277876146773455,0.008051619750086515,-0.034184724894161266,-0.014217602847160308,0.016058455929416085,-0.04771312470656048,-0.07885630767446876,0.010561358415501529,0.0076635240934699094,0.0473753499323145,0.070588850460617,0.057296617625466645,-0.034765587677909666
PTH2,,,,,,,,,,,,,,,0.09676677204785404,,,
LIPC,0.017403648342958433,0.012983021929769434,-0.01217902944399694,-0.03368258318298128,-0.0476807581223735,0.0005130441989737857,,-0.03411542035424398,0.03935632217000041,-0.04173824633013144,-0.08728114838271957,-0.06595062806861027,,0.04940864280183092,,,0.02041853539929157,
COL8A1,0.09827903499032799,0.025647226942957554,0.043467774239196004,0.09913417436876673,-0.07473709164353756,0.010602670165421987,-0.015044021998328086,0.03241609983023729,0.11585296135957042,0.02323407670901897,0.050648490866359065,0.00598205903134743,0.03567048974995949,0.04084092696446169,-0.029590695152882297,0.1502669272719175,-0.07046502779991588,
GSTM2,-0.0179821772375964,0.017068241218006514,-0.00840152915947857,-0.01836742049086215,-0.033683835657144556,-0.0213611158310859,0.06145779001483395,0.010635436916687072,0.019823409215734368,-0.061592028331901714,0.06165722983088115,-0.011295139400981247,-0.03916611759397192,-0.07122349179287943,-0.014776799214004453,0.06961547048671585,-0.0006600923654298674,
IL4,,,,,,,,,,,0.05059095551580808,,,,,,,
SPX,0.0019294279823007417,0.09849482274853254,0.028350481393801634,-0.01608523838507164,0.011759706204819718,-0.02511752646167921,-0.008756093788781734,0.028479246396690357,-0.03529442888872654,-0.06365489473221954,,-0.00716415173769106,0.08927750650029419,-0.06323056908846215,-0.0037963165188528887,0.052052067519058096,0.0976107113308729,0.0747231963761674
MFGE8,0.01183027782227218,-0.018657773669001926,0.02506511853711498,0.04376458277741223,-0.011196147751223797,0.014254978452527156,-0.0015845913516159547,0.035903457301682366,0.05012717833613964,0.03228910401980301,0.04599120463694081,-0.02082060591182338,-0.004712935187086858,-0.007976815206432307,-0.07431532676737482,0.07177535907261681,-0.056298056097495414,-0.0027754764388119133
TGFA,0.10846273651704795,0.03591923405300291,-0.01804547977144497,0.08537979254038684,0.10041036776894943,-0.03622663566526995,0.052435884181974896,-0.007038842907721421,0.051180868608889964,0.0279622422373444,0.023024537711000385,0.016624839527776523,-0.015649874844379786,0.10180089888201801,0.01766340221494131,-0.03389756440093343,0.04794879136420456,0.10080453311402932
SLIT2,0.1003973746112187,-0.023365282477106213,-0.06752103800914372,0.045856070269098825,-0.07175778533302155,-0.01854969963454224,-0.025337200343809433,-0.09132357138395734,-0.0334634069265239,0.0476810276830996,0.0016666500749804914,-0.05997794382712461,0.025395919011897288,0.010825145631964066,0.08045872331323244,0.06724989191566376,-0.01280681620610212,0.007268877384852358
PLTP,-0.08151296102788831,0.03533244304989975,0.07001795592064065,0.07771002174106792,-0.053192962085189956,0.005851776789203691,0.058237533604442,0.047798587316218145,0.05517338681454709,0.009869002454965418,0.010138785619737216,-0.06986674328844777,-0.009303421272246405,-0.01823820157523293,-0.049034750886398706,-0.01686427106346049,0.010776813014950861,0.12225118194005652
APOD,0.12141620160083526,-0.011458195489663495,0.004477743457967488,0.00561467458592414,0.31239909391129783,-0.010285309075798242,0.022231721215630263,0.03400798919324207,0.08365172626921756,0.08896014287062673,-0.13790363140451237,0.078381047629923,0.006116441392776645,0.057828461494128826,-0.05067664808122596,0.01739483667508156,0.032891097180706416,0.22703818812975704
B2M,0.04956668645912257,0.030382711058228366,0.06029711482934912,0.09544770986085446,-0.0618703765520022,0.08022203312088157,0.00930299454026215,0.08536600655796485,0.022385936836270486,0.012538859825151247,0.15196140696278007,0.042899226123617476,0.017202449386164102,-0.0062814820339195596,-0.07027666759786518,0.09974032129389522,0.041833187278265446,-0.028393671980272484
OMG,0.01624755250887926,0.01598999139557645,0.003163805760175473,0.004059594026666013,0.28064895093189074,0.03330010508637607,-0.016382952111506734,0.005299293075556321,0.06836768954188933,-0.015253208985564561,-0.0035743370555709583,0.02645346961240723,-0.0005467583037899587,0.05787164352291299,-0.042273816992043446,-0.022601830427757492,0.08252274338888752,-0.004476673220970093
CXCL3,-0.022414815032020915,0.009949651915687528,-0.014847014937893012,,-0.005719849734932373,-0.056019448279749244,-0.019379760843016004,0.08550899269966253,0.014480187204550632,-0.0330811825222553,-0.04316037739546738,,-0.03224504464409546,0.05125904016410458,-0.02416859133204602,0.012738671506615508,0.02123136474123177,
CXCL10,-0.10365575167261377,-0.00849463940322921,-0.020358156771879295,0.08536570979595895,-0.14176366041562383,0.026915381872233583,-0.029439275158197303,-0.0537512740424712,0.13539446337851177,-0.0681339619214947,0.0770376464122741,-0.028746365246762003,0.05228068926885208,0.013192745125136482,0.012185589784470856,,0.07674235603317377,
RSPO3,,-0.005274458647370547,,0.06905361068460769,-0.0566232438151656,0.033032583451236774,-0.0012278813380548078,0.024099420894867475,0.02635053179605058,,,,-0.03195582484976627,,0.06256921966027978,0.016366080104948513,0.06051903742775105,-0.08201304784550366
CORT,-0.027834013961275852,-0.0026854955447668427,0.08602974660415386,-0.04997174976767672,-0.07030195298912281,0.016984737188918506,0.016546485591631837,-0.053366637921793025,0.007173007838370588,,,,-0.02614185809165279,,0.10257361847879415,-0.027789222152228378,,0.01799344091214323
NCAN,0.03242976262074658,0.023561950745364414,-0.06484916324384377,0.07363559845167988,0.010632171360646266,-0.006183261573034839,0.04652754932058048,-0.017068588143319498,0.10663059207339301,0.056078900001725454,0.06200903198585138,-0.00303654862084612,0.028064880642185996,0.038863677120068704,0.01721024388517115,0.0019298315986441715,-0.03033744873371048,-0.019805632212967397
PRG4,,0.03300180541264799,,,-0.04565042763896914,-0.03467910076838727,,,-0.01121926267147358,,,,0.02715275129554834,,-0.025215238460214083,,0.030622196604785584,
ZG16B,,0.04075688972997959,-0.019704768179838093,,-0.04511902237658004,-0.018539223383689466,,,,,,-0.049237860926660944,,,,,-0.0203385068138083,
TGM2,0.10044092674875132,0.023535759640133543,0.03607247004076631,0.017796608191267962,-0.07413527866073301,0.032819137278947016,-0.02643573292108569,0.03890931836057494,0.013112100238247684,-0.03748668874840507,0.08225055218943284,-0.06617451848713785,0.010137788978081834,-0.035482342833431615,-0.03940356176470853,0.0048444348173887495,0.0002489585093247963,-0.015835981295243256
VEGFC,0.021623194569938903,-0.018571795590842877,-0.04001155869174729,-0.010698668317407107,-0.04063109012604028,0.06615186801152108,0.001044291912693354,-0.04453689976364735,-0.019466449532050144,0.014711591096253564,-0.039061700401214296,-0.052625418400984045,0.0722403160100403,-0.033661855729501526,-0.012498875301723354,,-0.020716006286312816,
WNT6,,0.054264348589191415,-0.016864490472791926,-0.022278313644805908,-0.016419761140148963,0.09987530745729052,,,-0.046307073394060656,,-0.04337809314814791,-0.046825211521961216,-0.03422458599908894,,-0.020464546952809953,,0.0024422776878948323,
NRG4,,0.008764623563909365,,0.06603481949981903,-0.053481748897094956,0.019509317233328917,-0.027241425778960594,0.022237344091041413,-0.020922061646053914,,,,,0.023855829150138414,-0.03232014866329817,,-0.031604509036899354,
PMCH,,-0.016903501014919026,,,,-0.017156921347408646,,,,,,,-0.023302835494626983,,-0.018608607177731096,,-0.015485581342473027,
COL9A1,0.013589435192964901,0.01385563679472671,0.01917178751220008,0.0802265508036413,-0.05435883571408477,0.00850561844617163,-0.030745397139874592,0.037063079483669464,-0.016006682081085872,-0.04702375100821451,0.0498682173935401,-0.011378930763235443,0.0188510560710076,0.05605214470908713,-0.021698507855637164,,-0.025346494033401612,-0.12391600790667864
GDF11,-0.016675834412168012,0.029719780710628616,-0.0564336208469947,0.07265040516430817,-0.04433779226525713,0.04973335233402716,0.06482889182039835,0.08580515791861253,0.03177529971793874,-0.020863846965378338,0.06434044824385161,0.0016591342540677456,-0.041867742892470104,0.024303936113143555,-0.019328894112788993,-0.013055279852220204,0.031017818858325878,0.1625829448220168
IL24,,,,,,,,,,,,,-0.017374032617991038,,,,-0.004487955327561643,
SORBS1,0.0931661211231265,0.02359594855363995,0.025207917731285272,-0.0019007097844335994,0.02920804764644982,-0.01852899575171354,-0.016809801926399835,0.008231284446381949,0.04937980279144471,-0.05535914638243375,0.05263496769060841,-0.0247720526908906,0.09859889600864218,0.08898354873886484,0.033181273049817904,-0.055935970636777826,0.013732397156257535,0.03681586080560661
DLL1,-0.0066898894735479345,0.010106688268247151,-0.05688656873195736,0.10018495099416999,0.04361559701464337,-0.002010402427995248,0.07667923902595486,0.001873076150487003,0.10971170642249914,0.030209176182154712,-0.006299011398378963,0.04644518787340917,0.04489125986510873,0.06878932421921137,0.012227377144938417,0.08002567230532039,0.058663404576040606,0.06456679603801195
TLN1,0.01650528534420756,-0.03409199618547834,0.00650833135723923,0.06752860722514455,0.07954486282662705,0.010063727646973813,-0.055695329101554406,0.04622534671677134,0.04295354742074358,-0.03299826027755826,0.045090303855737444,-0.02087871268966165,-0.04396040196696846,-0.014594372745132542,-0.04821209020543281,-0.007119460863077424,-0.08901301067469815,0.12020632315884183
