,UKF259,UKF275,UKF304,ZH1019T1,ZH1019inf
BMP1,0.0049630170823647315,-0.03248205166657349,-0.016151310853665363,0.0041927754517240325,0.05840043123737227
NDP,-0.017933033099827356,0.01774496733458516,0.0016877708248419139,0.042601887234665105,0.06393124011133434
TNFSF18,,0.007481106141915247,,0.005573456632798197,
RTN4,-0.03806122114296736,-0.03726308108134308,0.08219391035147987,-0.0341358036277241,-0.062084135736776784
HEBP1,-0.009481257345621504,0.03136500189076587,0.05253660628829431,-0.09811119495183918,0.05473379323339769
WNT7B,-0.028071514149326463,-0.03764811063096533,,,0.003213359039410653
PTMA,-0.05004261632707537,-0.027821342085478252,-0.040543954241363686,0.009120375974318508,-0.11011003057031249
CEACAM1,0.025395900807206353,0.04868019337445366,,-0.029222823814165282,0.04632112882323305
PDAP1,0.001982037081635084,0.03608220153434199,-0.023968422334851452,0.0507424330859519,0.12376399665835912
QDPR,0.012710819660979821,-0.010768419862142683,-0.01395507199113058,0.05056141686278041,-0.1254211287475201
POMC,0.011659664334706785,-0.015239947352104948,0.005419481712158795,0.038277848201819724,-0.026156695474916128
CCL18,,,-0.058852860238908865,,-0.03338664503095413
CCL17,-0.018787874597011357,0.06888363015177668,,,
VEGFD,0.006583768715593827,-0.01745253733703314,0.06438637988540101,0.1539381441166191,
TNFSF13,-0.012959455411968692,,,,
WNT5A,0.04198246404197256,0.0128369990163654,0.03547500957077028,-0.0009900271331611593,0.08373032486487342
CXCL8,-0.02036516564591654,0.011916480050199494,0.009965113826730883,0.04439052581015639,-0.05878244507833492
GRN,-0.015828912843878114,-0.005327256554883447,0.03611165501190555,-0.03800014185841546,-0.04031543148033633
MIA,-0.03236750711004838,0.04296263859680035,,-0.028472021871072863,0.1403588060074412
COL4A4,0.005689160495376492,-0.01710223882256544,,-0.031107640875350936,-0.04221115108558971
TAC1,-0.023259611240097868,0.011709143097852145,0.028290515350822668,,
RARRES2,-0.05176788400348043,0.047248545844576245,-0.062233786450196234,-0.007365976404276141,-0.00554449353937283
FGF7,-0.014408131216068949,0.06479223611384256,0.04282405469188664,0.030684522698100184,0.0383355081690763
HBEGF,-0.035578988061164295,0.03911604370384041,-0.038553850349985465,0.0351990556943977,-0.010863494889103834
CSF3,-0.022393508347786008,,,,
PI3,0.01013290590164957,,,,
PCSK1N,-0.022883339806249695,0.05757076351281839,0.06678144264267018,0.001966897208027285,0.04920054067121394
NTS,,-0.019537319846877083,-0.017289337362918846,,
SFRP1,-0.01639314680470324,-0.0030824721295165847,-0.02241820900710474,0.005222934016847379,0.10716915795140926
