,UKF248,UKF259,UKF260,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,-0.015200537446513791,,,,,,,-0.01929670457361628,,-0.024541698835495795,
BMP1,-0.014348866578432491,-0.07976867101087422,0.06061175030862308,0.09920867009721543,0.027414438811654607,0.018705609205552514,0.08173222719602773,0.051695971830735675,0.02187860993018195,-0.03346506502154259,0.0636916001653725,0.05207608414630252,0.004840340459951703,-0.012932385704438748
NDP,0.030674689172170973,0.0019848815703727677,-0.02828232597505152,-0.06794446333579375,-0.031226380549359722,0.008131313501596706,0.06252151440528012,-0.06949052068447269,-0.014786100869437902,0.09223482625052123,0.061037702839671706,0.046386255196540035,0.010037069354142406,-0.004532108172000439
TNFSF18,-0.03094006273769161,,,-0.02257234177543394,-0.012358478121367818,,,-0.011615360562985313,,,-0.019900350819932595,,0.01842849541091895,-0.02395308944107709
RTN4,-0.01496818123747162,0.041207855957649725,0.021234623381486573,-0.0920506678330484,0.03135355150566847,0.03816002651441572,-0.00541047210079916,0.03164229634436889,0.017609329643138487,-0.030098668006994022,-0.1224826510675233,0.07662525903507848,0.016947658167473335,-0.03998571521349062
HEBP1,-0.009686527351482314,0.07826336917248371,0.05093189651294407,0.023049257901865843,-0.016035493052258033,0.02081578911628836,-0.024926846363693054,0.00900754028521671,0.0022273662602467765,0.03878107149544156,-0.006320962092856622,0.01890497312028473,0.016482552902256337,0.0025548577098858344
WNT7B,-0.008009582170697726,0.029079465718360793,0.019099325123759316,-0.03702425986324028,-0.01817684836592749,0.00646865338992488,0.03392355214535794,,0.025892465380990146,0.029889206369840972,-0.0178013282278029,-0.005964655547803119,-0.01765001071384486,0.10410155414146204
PTMA,-0.08177628030776653,-0.004732041826620535,-0.010448406698772245,-0.01934833027555349,-0.0738442461967117,0.08806358630669668,-0.09202019157241588,0.13793163600448288,-0.062327186503924756,0.0055554971348165776,-0.14283695830357074,-0.02818604988603948,-0.008472668380729562,-0.09191489121588997
FASLG,,,,,,,,,,,,,0.01836888204952845,
CEACAM1,0.05174508490080109,-0.03155936612024051,-0.022230438784018928,0.04953458507643622,-0.004822687623386075,,-0.0524672388892691,0.13026991938637641,-0.0184898898645241,0.05878120145271803,0.02430941649178766,-0.015004845912469018,-0.015535614734038458,
PDAP1,0.005797679374826838,0.03675102959306269,0.0019411092116236657,0.0424983820788025,-0.029450547031230807,0.07215872773312587,0.04819066126652301,0.01713464991154401,0.03628255516828414,-0.017151855581561442,0.03600599305313071,-0.0369078758383288,-0.04317562279321892,0.0002662781138885755
QDPR,-0.05422834715903283,-0.03869987753007946,0.027782170216319055,-0.056916691347757044,-0.02807999808051628,0.08518649912656284,0.01324437154856989,0.004162872972733364,-0.0009096534983007873,0.06494107601830947,-0.12063946779443456,0.020755763356907365,-0.006891244777330904,-0.00437143964501776
POMC,-0.030763104752057374,-0.04237989825753129,0.014965825986118462,-0.016583701109216344,-0.01433980072660601,0.006700223964634951,-0.05922481835238278,0.06353682482347049,0.01496533417968224,-0.013569848619061818,0.09387570509098687,0.03847372982414653,-0.0026769772190084313,-0.009514207137098621
CCL18,0.06203017003109112,,,,,0.10169923355306887,-0.0449879143670519,,0.005970448116971518,-0.006223143307683339,,-0.051672873737250345,,
CCL17,,-0.026377623463681353,,,0.0029042280206487054,,,,-0.013117681923054394,-0.002410469248563168,0.013631430652283779,,0.06612394605115542,
VEGFD,0.004394444149540966,0.011710571695911994,-0.021268825182041817,0.03822989676067715,-0.016421704209636883,0.0056712733104272465,0.06224248680453968,-0.04954365869616063,,0.058962185159266184,0.011164215185232515,,,
TNFSF13,-0.018544623033139224,-0.018194694316602218,,,,,,,-0.025170861304288288,-0.005802476724117,0.028430920785982503,-0.016849436296888592,0.07517634226629728,-0.02605754465073063
WNT5A,0.06072810017886405,0.0540210982031728,0.0030591787307259824,0.04253861131739042,0.03963069016577211,0.042044112653018,-0.08612997710121548,-0.02617403763237041,0.008233894812931408,0.05434808245675449,0.019727508620461683,-0.019376330683594345,0.05671359842198782,-0.03697009413594518
CXCL8,0.062494895111791154,0.031451283186389276,-0.040720458590044764,0.07101621070162624,-0.05804642744606293,0.02445392936843669,-0.019552555590578623,0.042468898822367936,-0.04386071795939069,-0.07727356132872755,0.020527357277285947,-0.03852258090228253,-0.001942725483827649,0.00023340845436983413
GRN,0.049098454905704456,-0.023046183172298878,-0.050545020897045385,0.041214706308569826,0.025060493239792283,-0.01975724442535469,-0.060720340673823654,0.1594284985926136,-0.019223559168106717,0.02230992816358709,0.08633227028706934,-0.01265851675828052,0.04386486000760459,-0.03288681618678035
MIA,0.018789553855477013,-0.021344147722669928,-0.010119612678536812,0.061926266380433324,-0.030295297287982473,0.046749103316680425,-0.05138569639777995,0.05594267644101106,0.11445669666575495,0.027838878396905534,-0.0032800368763149642,0.006498740739954374,0.012624164279512306,-0.02419098655244825
COL4A4,-0.017444674189519588,0.05366471554241181,0.024715979319471098,-0.01497900139110689,0.053529439528287405,,,-0.038793660483373744,0.056850919460259684,-0.03299462757052449,0.016301999446968397,-0.03023995066837895,0.002243470526461869,-0.012270411473997656
TAC1,-0.06965108970377891,0.04240368749334176,0.04476723223873819,-0.08176677829043068,-0.05120892594853528,,,,,,,-0.025887633816910293,-0.02536191111937655,0.01894379719311661
RARRES2,-0.025101495572775787,0.05263350363084882,-0.010739003808950287,0.09723026856467586,-0.01861080375562397,0.04107772484130459,0.0008111471644099566,-0.07445537224580004,-0.009933206188393247,0.015874910077641084,0.022139498154856697,-0.0497176392805053,0.014292195551810763,0.062013522176745876
FGF7,,0.07459327352896203,0.042356876499906854,0.029854919583047642,0.03290804914216299,-0.037024680543698285,-0.09358465890023764,-0.019115522016199,0.023315771845577045,0.04340250944948698,-0.013687322789719583,-0.016470245413176758,-0.0224630374768819,0.024737242684019157
EFNA2,,,,,,,,,,-0.019585336078652447,,,,
HBEGF,0.04787187661659463,0.031087021074193862,0.005623825076481124,0.030880994934972875,0.0658135353286795,0.019400788978867673,0.09059714259002252,0.08210206853052214,0.0036397612923889356,0.014008297471368848,-0.039951224788205175,-0.019225031871178567,0.030942551298604973,-0.02283283986594352
CSF3,,0.02485711517854607,0.016383713273421606,0.08404266350815559,,0.005884746313960531,,,-0.06102446051911654,-0.0403846788697346,,-0.0034602553117335107,0.10364171307592322,0.07055920839659409
PI3,-0.025853285823449947,0.035423711748574276,-0.05974625536910958,0.004457744734256706,,,-0.00238540819334535,,-0.05545373840155456,-0.03262593045011218,0.21414843755409957,0.002586577403178747,-0.00517410361704944,0.02101620527227516
