,MGH258,UKF243,UKF248,UKF259,UKF260,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
LAMC2,,0.13088427359818547,-0.012702691400581225,0.011592975133169509,,0.07382991379203048,,,,0.010565516161406342,-0.021286414162306748,-0.011293960679258707,0.05768679581460715,-0.062001417708782064
IL10,-0.019211512969213754,-0.03104004369987369,-0.02683939068449943,-0.030710456698433246,-0.024086802297864827,-0.02246321736413606,-0.018639027404174925,0.13637097466955816,-0.03587702537319615,-0.037804321365880175,0.007500288318314468,-0.0016215788652254527,0.10985876701966639,0.07731268656462932
SEMA4D,-0.016173259624456454,-0.032512275252712525,-0.009211338519466795,-0.00431579849607762,0.07335192719524669,-0.02868371910879011,0.009277052663174967,0.02450941771996237,0.020419824984329975,-0.05715987732589199,0.022061288410548423,-0.0025355693339666223,0.08896526468309848,0.05417458832905677
TRH,0.037018898873583166,0.021361028693288334,0.04933080703494919,-0.01368638167290487,-0.01131480545980173,0.024142535452707822,0.04216133254599729,0.05668518404049997,0.012115052205900255,0.03934260925067795,0.0675881183900751,-0.007244366528018946,-0.05578663939019874,-0.13436134704836997
SEMA6D,-0.018132412535669596,-0.07100593510517554,0.010781353134282278,0.010507385483866804,-0.02799201809472865,-0.029711058085678137,0.0725163948643125,-0.026767620088209182,-0.09239043312113207,-0.02043352902204217,0.022791220225810743,0.04606548100363534,-0.040346166299104355,-0.10287467106769714
CEL,,,,,-0.022322932546813567,,,,0.03314297989957674,-0.03039410890970311,0.017875775775204897,-0.014558608146333099,0.0573765914339561,-0.025061645750077476
PDCD1LG2,-0.042829387320572086,-0.04075695423291545,0.0754893487247781,-0.014638458273872966,0.004047932759408367,0.009946513072593737,0.05581601945638581,0.030686723675060788,0.03529734390834242,-0.006905937710866352,0.04141970829682613,0.010980788457784727,0.10001037054095627,-0.027503313244895956
SPINT1,0.056610522910571025,0.051071650648710276,-0.03213559952249977,-0.006788800010444204,-0.03017998260937943,-0.006455612344948301,0.10883960982102686,0.04152537500513532,-0.0286387318730363,0.08832127854153612,-0.046949762252654854,0.009223387349446974,0.14111669107380675,0.08175625216991247
CTHRC1,-0.0406297869182624,0.011772290076510547,-0.04365574792372358,0.007146126537571934,-0.017853066314157486,-0.041282395167337546,0.07259112978899836,-0.05439845530449588,0.013478380403420481,0.0595523539426202,0.024970677021419647,0.04553839829992272,0.17174863329936807,0.09725581971507356
PODXL,-0.01038603787484127,-0.049581565831724676,0.0076058943891762,0.001031948244319007,-0.00847309994956966,-0.025170129498959824,-0.008353250469767594,-0.06814484087319118,-0.0810468552588965,0.04377907117274456,-0.013551641927695951,0.044827832517650455,0.08320022147476462,-0.07882650729692862
JAM3,0.031619259650303704,-0.04292886731938742,0.012916490862390998,0.04904950513885654,-0.013140347808139103,0.059433380395011774,0.09955029834028964,-0.06955036955782382,0.019366931643656257,0.06717914011022312,-0.015955553500910775,-0.013184803692059809,0.03392959257918862,-0.02417958123742767
TGFB2,0.015877487657597198,-0.06540700971682573,0.013563367080218722,-0.01856641768993766,0.016735740067884017,0.024578902988117074,0.06087807234260528,0.0074492144218522615,-0.03171476589182579,0.02283335631489194,-0.09229899248174474,0.013431978244572098,-0.04714940277955976,-0.08651962284098454
COL18A1,0.03440043815967342,-0.03502343455742795,0.018349798528449663,0.025703036043008685,-0.042903863945577395,-0.01099136438621019,0.04098875003355203,-0.05388559217535654,-0.17290592376124703,0.05383556840445234,-0.020479353727334403,-0.024828846662195155,0.15689399535520177,0.040411791978603916
NODAL,0.01008909959711847,,-0.026100473609465727,0.02340488719922806,-0.027251650434608535,,-0.028626116277126044,-0.10510536748086954,-0.06572751284713142,-0.030003794489010752,-0.031900104379565974,-0.01291549109943867,-0.02583009424973188,-0.03460303585273471
INHBB,-0.02728665973356581,-0.04594209103837027,0.042112725892430085,-0.039544448799000875,-0.01959853590914877,-0.009262251440548937,0.06069545605211457,-0.014222922417100383,0.07734347218882176,0.03008081986524346,0.007670950513685101,0.027969454557347288,0.0037887601715114873,0.05122051654911178
LCN1,,,-0.012702694258738512,,,,,-0.03532929507683354,,0.023096315328529553,-0.016472716946826484,,0.03700241264631349,-0.023424875219204937
ARF4,-0.0714404817461736,0.10845664521636333,0.022489742671336303,0.04282498453534203,-0.012234619988201599,0.04300820290851604,0.10363292501009413,-0.03527545447877394,-0.01874432699870205,-0.021077174544116412,0.05791073831565661,0.030852879271631366,0.041416031430860055,-0.20152402776347247
CXCL14,0.021374281421238605,-0.015209653291051952,0.019024756294239994,-0.011748102962294088,0.03281765778182537,-0.0054161946173117885,-0.037315820295260906,-0.06825960418569972,-0.07722635953074747,0.038042260052656394,-0.03703066621030708,-0.04556093615491031,-0.08658373176356915,-0.06320382441186133
LIF,0.05771989480286017,0.0677087447289577,0.011143884905244403,0.11358813763391015,0.0206229443727309,0.009613197024862453,0.004423492849268393,0.0677336038414609,0.11399499480132756,0.04610229889307868,0.00014198785774829364,-0.051171338059659725,-0.027601987652994178,-0.11139974469123519
IL17B,,-0.023384861892956157,,,,,,-0.04216822149927434,-0.01706085789724545,0.004256752981699153,-0.04823582086898414,-0.016068071061275856,0.08765018428648448,-0.03968604974751616
MMP1,,,-0.0175127616536675,,-0.011314802991509556,,,-0.06235111338003978,0.021034701871710765,0.07658799824306371,0.03218689159631971,-0.011635388894709074,0.09573408154713502,-0.047892378200759214
MATN1,,-0.01842509171782592,-0.01667826698788748,,,-0.01890979463060922,-0.016953948099549324,,,0.09103961803233743,0.06100990980947905,-0.01655987221726819,-0.014534452032215697,0.019510680933392862
ADAM28,0.01587414484260624,0.04586529819431606,0.046203200963908994,0.013935111619258998,-0.04081812561591155,0.03507772249552546,-0.038247454853083375,0.032426227140154286,0.059064567647665114,0.04474206728334356,0.0011717511024410532,-0.008199990083569923,0.1676346467878467,0.14676114628831569
TCN2,0.06380125938148809,0.04874190428993819,0.008692811348979777,-0.05424259774202947,0.014229361191403011,0.04211350862390126,-0.02670893139407044,0.041618088746063285,-0.09944387591725556,0.007301780950961871,-0.03761812011454099,0.07923352130089488,0.14488416268158993,0.10418544554080472
THPO,,,-0.0062953649282079215,-0.02401167440705664,,-0.008746167108232172,0.06285210729527316,,-0.045882596320305676,,,0.08769770638353305,0.12307545411177916,-0.011093497918171052
CUBN,-0.020222014665604894,-0.0030844788453295658,-0.01159225924757849,0.01140559830868458,-0.0008045621081165863,-0.013311923319507549,0.049700836176189596,0.019722985416191573,-0.07503149412699868,0.005913336208958157,-0.029322587465990077,0.032333360284158646,0.12868290838669905,-0.006123738557259074
TIMP3,-0.01450435254846925,-0.019685267967335357,0.03225322523193528,0.027949171350805886,-0.02958123644961862,0.03550992734269897,0.013340787976794128,-0.019957721841940543,-0.15486275220288778,0.046100540059333776,0.02090986802418623,-0.034030750764114694,0.18974162875727033,0.03168256588885133
PIGF,0.0027550963791050974,-0.0223416261360703,0.011691640332142898,-0.008740865792629744,-0.03976353987131773,-0.003602247043505453,-0.005309097669378514,-0.004495105555421891,-0.05056623151750455,-0.07623250948421886,0.00467602963371713,0.03716568373252244,0.06291045306468893,-0.010234233041136274
CRH,,,0.008422117229930358,0.04450515745576589,-0.011497902241927836,-0.029768430797084525,0.034358005396574555,,,0.058307481300684964,-0.0516659502701696,0.03136171655721049,0.027033186585835877,0.005229511384688414
BDNF,,-0.033376493903730466,-0.0031237561176941063,0.05039517464898942,0.036922083120845675,-0.020130604629305465,-0.019094502154863798,-0.03246607381201113,0.04702971455459296,0.016728875403236514,0.07263827003467475,-0.024487446120395096,0.0797008243467588,0.007589974866559841
CCL5,0.012553074469570331,0.052424970877499456,-0.026671758472910752,0.045311240156619234,-0.037903957806444094,-0.016779742725906738,-0.02300007204612569,-0.0025040765049703507,-0.01679120183647978,0.052127144140625664,0.03960037679904071,0.04622567425616813,0.19944827908223592,0.13293845726649534
GAD1,0.02718162178640394,0.010409668712207255,0.0074874692867148785,-0.035332136852301674,-0.007890435738493953,0.026230495946932133,-0.043639503782198635,-0.054466343261009464,-0.031004718190434134,-0.023475275054260846,0.06326792215263544,-0.0017488231964343768,0.06562835100505021,-0.09351978743987667
COL14A1,-0.0014456759715420547,-0.03456832903451121,0.01812408553560898,0.005402899617074228,0.06238622150597895,-0.04107616610302342,0.020225417794575876,0.049586208198966995,-0.08614984347238472,0.12748010243586,0.04089237381671031,-0.025189418896867596,0.2569706713798591,0.0315101963303289
HLA-A,-0.00540035520999824,-0.06074386224215492,0.02842652983705175,0.02333616151877792,-0.027232321492409436,0.04849883620490906,0.06192783149110075,0.08618522613022743,0.013841727101489919,0.10029361031980275,-0.05400825597627459,0.013181207377083774,0.1201924218250793,-0.04874392682947523
CD5L,0.0488909771966527,,-0.014882716966114389,,,,,,,,,,,
FGF18,,,-0.013466168892187267,-0.01746013271769089,-0.01568785464091298,-0.0064745403710671275,,,,-0.032832957503174505,-0.013233124887114414,-0.0019736774334604204,0.08337363441815727,0.0367220480595617
ADM,0.06124880847428114,0.02624826963973023,0.02619066195766276,-0.01031836014466036,-0.050887040543051675,0.021663388202444005,0.026916519339827732,0.021379518456570972,0.17274986304648612,0.0724686164472498,0.05405585995485308,0.0008448673909319978,0.029375475674579307,-0.128645622214038
CCL15,,,-0.024830494963738462,,,,,-0.026740674894891653,,,,,-0.017154283688089706,
GNAI2,-0.009277839087998717,0.028378823358236705,0.012312030405024259,-0.014406589899771,-0.06988013557198797,0.011940429012180434,0.03716577735745962,-0.12092386127905413,-0.07235683944354403,-0.04975848899848197,-0.0027655114837188896,-0.061171183161008724,0.05591616569740876,-0.10415731858570884
HDC,,,,,,,,,,,,,0.12449100425768128,0.074568829248834
COL11A1,0.06452729508566722,,0.009429449072349395,0.046771780685382666,-0.007063383412215419,0.0259920534300425,0.020103707450177016,-0.022433000647070107,-0.002050140260841604,-0.008454115324389042,0.02540580106537819,0.009396910224121343,0.019283774202348638,-0.04580940043224358
NUCB2,-0.017170869835172867,0.0015037721239266044,0.037781092755615184,-0.0261370871968929,-0.03984879483429882,-0.008438647738415392,0.05194457388008688,0.02516017567365426,0.08614173694002134,0.02940386240844358,-0.045869376486111745,0.0015057077858212757,0.05813969651207299,-0.04546467570125071
FGF16,,,,,,,,,,,,,,0.05127494204345179
CXCL1,,0.0972770959842794,-0.04592209707886614,-0.047403688556917255,0.037504194471011,-0.04278789730088213,0.007037109972808657,0.0231327272840177,0.020491328342845772,0.11006163348280051,0.023767964331225876,-0.010074686482035702,0.0918026122328527,0.11533019451499837
VCAN,-0.04353376318866897,0.026908247241181633,0.08003253161624772,-0.025634433947586285,-0.0014986926116863978,-0.012861336405703864,-0.003915816999957986,-0.05806959732950604,-0.12507592951392055,-0.10914873851370831,0.01223070623142975,-0.01887358106443411,0.03867574304994084,-0.09365793333999489
MMP7,,0.019495847001740167,0.0839632697198573,0.0009181821299823178,,-0.01867524805594255,0.026627517708145726,-0.042506939002785585,0.008509648544270694,0.12693847714414735,-0.05458342350262469,-0.0212898914386278,0.0892203518235128,-0.10953504309485322
PTPN6,-0.008452556640293022,-0.0475283925789791,0.03372629390196334,0.012848798672203187,0.02954071204190942,0.015282848922166295,0.03622504951382573,0.09609151047502397,0.054967556867239795,0.06008251424900685,0.01095687661453641,0.06201829178935303,0.14884027975205227,0.029321931217732012
PTGS2,-0.0368084140968382,0.030671790350297986,0.04596190027671138,0.05574683001968008,-0.035449827463691144,0.018930620827903293,0.048918397256275295,-0.03713434761647967,0.04943099126625998,0.09745695153859088,0.022723099781133918,-0.009855438845213055,0.07443983072333418,-0.04130503316012035
XCL1,-0.01658470519931468,,-0.01630879587002752,-0.01899724926532912,-0.012031231167790606,0.005598830688309236,,,,,,,,0.08305127789096202
CD58,0.023988452659030962,-0.008500557880102046,-0.004338591663124079,0.019808343167375356,-0.015026227360549756,-0.020044163120543496,0.030493591721419758,-0.013723964266308002,-0.09561023373140894,0.02465791761734314,0.06191290530529567,0.019984729090050397,0.06393967200341974,-0.023501528026207513
TNFSF14,0.048001950259460156,-0.025516912420133406,-0.016432793121754344,0.00889927553187,0.05356682577340899,-0.04354083919179801,,-0.01216947214456753,-0.045211358707890476,0.025044859247515847,-0.042887631515809446,-0.016800890925454774,0.025206726898898215,0.02347135704210705
CNTN4,,-0.03048046629815915,-0.028890825391671465,0.0005070521019891138,0.02573189827805451,0.07367762177134646,0.006319270524451924,-0.03180016819090822,,-0.014900657414719869,0.025858498362374048,-0.04611861216857422,0.06315235959101229,0.056472881251844596
NTF4,,,,-0.024030688386654224,,,,,,,,,,
INSL3,,,-0.014609671164070916,-0.017460129292987767,,-0.021534525190409663,,,,-0.029209554346186533,0.041377670602245904,0.06956972253904117,0.06295148606181154,
BTLA,,,,0.03720112031915243,-0.012542959010907675,,,,,,,,0.08887248626477878,
MFNG,0.0018334918581060123,0.022890478560714748,0.014810640043563191,-0.003079241430637233,-0.01765408339647709,-0.030909966664110562,0.0030265230947104024,0.07179613525897731,-0.09924834053941388,0.03796258945642266,0.007028976098129068,0.0044075059133941805,0.11869012866103835,0.03619782258516332
ICAM1,-0.04726533623100162,0.0731518599375915,0.04459650921414109,0.06389045155263377,-0.05101360646582472,0.03095294896522672,0.0019885952891195383,0.02109059708700115,0.10046667210231804,0.08412711160019466,0.01609840684349253,-0.008362709671439456,-0.004668266769070591,-0.17241874437372567
PROS1,0.025024086226273983,-0.05466719158979775,0.015187608104107764,0.027910253980495,0.03782863914388296,0.024061275050707643,0.0008775090921580921,-0.05265473097474603,-0.03194902259823797,0.009126005622925027,0.04205364880835136,-0.019068057429215492,0.06197671891019349,-0.17936287669151219
CLCF1,0.06645651588252707,-0.0003656959656086982,-0.04422354663002208,0.039822699826079874,-0.017999512144038103,0.023452862577118185,0.023944489404794753,-0.0750656296383059,-0.019127589255825573,0.09241882788852437,-0.022615604886735183,-0.03336116264838529,-0.019586130550797876,-0.06804091500547095
PSAP,-0.03356638992351782,-0.04389472558365683,0.044054388784039875,0.0039090858379051486,0.04004164790663221,-0.03388879872073016,-0.06696968791354929,-0.004841065480485479,0.035395603508243695,0.047567802650473556,0.0030551605524991635,0.011176714431841034,0.19351678386085827,-0.1136839548681183
EFEMP1,0.036446622427399177,-0.05366792948358599,0.038128908177371114,-0.025442614339483565,0.039154212359774496,-0.0107027033926459,0.0393029058069162,-0.04937736180137358,0.12051103944522547,0.034720837994448195,0.05025642831317192,-0.030052071114486184,-0.001070121961804003,-0.23290868121993488
C1QTNF1,0.014400852547633828,-0.04095989729906177,0.03505039454451533,0.02238051879377169,0.001454401930033721,0.019452574580238073,-0.005005747331599294,0.027003365429708076,0.07797145745911334,0.0761574527177437,0.004113277251354757,-0.004511624367987888,-0.11665676441652534,-0.17557962608071997
ALB,0.011694759521839342,-0.02607872214135692,-0.022586932857922605,0.014654957174815913,0.08667776190174889,-0.02351005334025217,0.08875055047408552,-0.03624115900710811,-0.024809861245501833,0.04318352730742706,-0.021351590031531042,-0.02812427188228853,-0.050616508315651745,-0.02781176867264008
CCL13,,,,,,,,,,0.07169543290916365,,-0.018845688511647845,,
EFNA3,-0.030741443955298875,0.054717950644779856,0.017765807315625798,-0.06265537468632464,0.039442380123170744,0.02944279420566987,-0.04472312033706567,0.02797812911587588,0.0437632100579091,-0.008477310691164692,0.030569158225524126,0.0654454226267266,0.0006656223796827699,0.0184619818238128
DRAXIN,-0.03781973767619675,-0.019526657296473893,-0.020921301970722752,-0.012661177437044027,-0.04424901050919563,-0.005005889594568445,-0.0005202027522333571,0.007180559238212042,0.004939928906021312,0.00841875647807665,-0.01284262267941947,-0.03902158996555781,0.09645465602685588,-0.06768858446127245
RAET1L,,,-0.01138107572428643,,,,,,,,0.09390352562102398,0.10397101278998988,,
NPTX2,0.04081864089401894,-0.041900373348350346,0.04213105898026743,-0.005049406851020928,0.018547244495359015,0.034170125692619166,0.015219041938965488,0.03826853247117724,-0.06687223922403288,0.03401428260401204,-0.04875025750425004,-0.027896297347789308,0.08651615847752334,0.0028519221902524768
FGF11,-0.07173694157534659,-0.015112619008511834,0.06471628856888281,0.021154625265705346,0.007023729281747372,0.015047202648309926,0.010142062108297035,-0.047957644120136964,0.0461564635217863,-0.006197854189427229,0.05203050928464404,0.020437975874220055,-0.015392389874491633,-0.052348808226311626
CD59,-0.024635644466599715,-0.01749331352339071,0.06610892322190791,0.014475676313911232,0.03029527096620475,-0.03964207840746227,-0.03566612654148479,-0.07684546236980261,-0.052726654255921844,0.08188263510341515,-0.022834717121110678,-0.027291161236801118,0.1613357910520043,0.024688475546131135
COL9A2,0.03457558806953454,-0.028047622581811708,-0.014416014305522815,0.01875994740647355,0.007405010864035544,-0.08467713811919678,0.019950377655021664,-0.04591401192202029,-0.09501336345428689,-0.01979452809815695,0.0014991514374104213,-0.01331234227028824,0.14359398895748154,0.10311464515608133
DLL3,-0.0015506301462141908,-0.009510814767222604,0.018967586450807036,0.013021520165181575,0.00596017610427177,0.00591541139883738,0.024955874701540225,0.05505073531490588,-0.11729252894513155,-0.07502622415735656,0.043263604324945186,0.022388576184306945,0.013327536579672481,-0.0460682369027401
FGF5,,,,,,,,,,,,,0.06410596713467526,0.02876502370452658
LIN7C,0.0019289925483809247,0.04897478037943582,-0.034548128976128224,-0.0008147978089641175,0.04717017748284313,-0.002919061683804217,0.03622481468509139,0.026569390443397806,-0.051936656313361425,-0.07208885954420777,0.048344530682068794,-0.02385409815880963,0.025979094224444905,0.12696110248101541
GDF7,-0.017178514241331093,-0.018425104256710227,-0.013789403378901693,0.06588931776910306,,0.02735189588240124,,,,,0.037066116274846087,-0.013658142343495413,0.018599976058024287,0.05960677986409834
PSPN,-0.013705050429651129,0.10020238613986968,0.0021210040758514524,0.0719563038130209,0.054013161807842915,-0.015015912531504265,-0.029043922268579086,0.016226411465029587,-0.022957147055160807,0.049963130385419594,0.030851178238050777,0.045539069607281595,0.07407970420568535,0.003343926234355679
ANGPT1,-0.00015600202195368328,0.057541427179875,-0.05863933521808303,0.03813801865556133,-0.01889139872649278,0.05574534009348986,0.12605511683414244,-0.059884321114244285,0.06258261686602166,-0.03601201575265663,0.014448622144615725,0.022108140660464494,0.1502141105290368,0.019937475401633997
PNOC,0.07495449126762764,0.03048942606302252,-0.013073125434752376,-0.05031067562067207,-0.017318825610724033,-0.029291477093440554,0.00986866530606893,,,,-0.027462552965375354,-0.016192285590601832,0.0970838665998581,-0.08265114877222467
L1CAM,0.06615594643463543,-0.05135997606910467,-0.033289343714420654,0.015131348736813032,0.03013952046001883,-0.07177893565820943,-0.08082328344580005,-0.006487622438811087,0.08716493504631224,0.008469273757482286,-0.002923767320251506,0.013094906545507849,0.01756679145345656,0.00622593599112818
APOA1,0.02917231938933161,0.08782759816191933,0.03827677356804336,-0.027191266566548043,-0.02461961776688362,0.011253059012716206,-0.03823082455217318,0.04036279216873411,0.07984253493850048,0.013703880780391586,0.025130662164272028,-0.02782333189348983,0.10919246519627711,-0.0031992608531024157
PSEN1,-0.014423554801375678,-0.022217465117378373,0.1022514725828144,0.01931642971597653,0.03068533284933751,0.01048024667053242,0.01923224817272071,-0.09165539784171176,0.0225483337258033,-0.021041532642698008,0.04664187550319055,-0.0044499374416059195,0.03390806443271097,-0.028859652414354474
CALM2,0.042956005732953086,-0.06166196906328729,-0.039696757808801754,-0.05366444872920084,0.017684976114383088,-0.028833253516942554,-0.0705061696550945,-0.0554725702594353,-0.11051294072602984,-0.07082788422774675,0.009202454042300358,-0.018057607137494984,-0.05393420897201913,0.10787065499212653
CLEC2B,0.065512335147824,0.06276975152424637,0.02587047939191848,0.033482879971079696,-0.03665543591088173,-0.00341551492540905,0.013586719516266806,-0.01279541790070945,0.03942644893770517,0.034822483792793124,0.03697486665414433,0.003964306176318522,0.17481890051971133,-0.04994682606512006
NTNG1,-0.0016623604899131635,-0.03722455484272401,0.06271347993861873,-0.02897966391531249,0.023444312104494932,0.018698041536926426,0.062268772130395396,-0.04009154879306318,0.13604906516805118,-0.007294727452073758,0.041514814795941206,-0.04054965317036049,0.015239256674302997,-0.12324224844132377
LRIG1,0.019846553651817995,-0.1055682428791562,-0.03493970481269511,-0.024960909303676414,0.005922759835423799,-0.03390557907377045,0.03414877164464636,-0.0999885531895468,-0.13754356045975127,-0.029923697117533888,0.020937588418670963,0.03608876458416831,-0.08503580945297702,-0.059115476511103764
CPAMD8,-0.015115618262470251,,-0.022865757939102095,-0.02065221743895254,0.032171660449015954,4.788153075340733e-05,-0.009973553158431755,0.10828557295372226,,,-0.029012443812074157,,0.13106979063581842,0.16806527707581395
GHRL,0.054786062527325145,,-0.030322924304832306,0.03894712364507843,-0.025870368634159258,0.07788212833881339,-0.021637830076691175,-0.038585221040687415,-0.022257267470888128,,,0.08634961802179772,0.11952209295476272,0.03840701133595767
NPY,-0.022175201925715895,-0.05354527017126684,-0.008167348073598193,0.005379311720091052,0.010650179287620366,0.029072360496154935,0.043575090125417576,0.10184740623659314,-0.01937961106045961,0.07847752437116967,0.05359770248768471,-0.014379039511745366,-0.009185558280826305,0.11527098295144564
MMP2,-0.006940908278522454,0.09688056050878924,-0.0400738596557312,0.0270372323726921,-0.018481227752910237,-0.06099175997971718,0.05114862494142988,-0.0329278011813206,-0.03476221984150722,0.05744035370332934,-0.04311133214894198,0.010939780491604916,0.20421185323201485,0.015867745804920157
LHB,,,,0.06195817902036301,,,,,,,,,,
PPY,,,-0.019190742757759983,0.08998945847847363,,0.015119808508343663,,,,0.04185071602616828,0.09337785034367307,-0.029954372410546003,0.010209138975777434,0.018562864179880345
ALKAL2,0.01916295121882029,-0.024083128544803666,0.09736034277156583,-0.0017283409819348755,,0.011520026368717844,0.12957392316448815,-0.04578008921679396,0.1762603034707494,0.05279200082831836,-0.04309146425257717,-0.023029115895520196,-0.08129831170292805,0.006946695006412841
CSF1,0.02088012872918163,0.009278754135412057,0.06048685062662658,0.02353011469824463,0.003510401214257242,0.034291248364618394,0.04113390088395027,-0.048046918450651795,0.10076013308143511,0.0744908929461131,-0.057572093355500134,0.03210239852385728,0.054105554765138834,0.02501407287319474
SEMA4C,-0.012877765641023765,-0.07497250187865938,0.01553461408166454,-0.0036988367892151343,-0.037386879295613545,0.006623089245436904,0.03970906466430532,0.0291313791823337,-0.09833297926326534,0.02699871720254658,-0.005037525451832983,0.0161463139980318,0.15018633701417528,0.006880125362758296
BMP8A,,,,,,,,,,,,,0.07686741038106178,
ICAM2,-0.027213877207980734,-0.0027955061310954896,-0.07645968590937983,-0.016849108340465116,0.012338426004887076,0.003454914005404107,-0.03639787721999235,-0.015046151540258195,-0.07139212069412948,-0.03381243911839869,-0.04339006004061419,0.005359992884176506,0.20506006525194131,0.12748528693758007
SYTL3,-0.04130640441625797,0.011444960781688253,0.05651505745870264,-0.014363942988029071,-0.02252211377331955,0.022977947518348512,0.040888131925144754,-0.04919246662904315,0.15853589579558441,-0.013125594429374188,0.10067522545111009,0.11416255182399968,0.11404026359301658,-0.008041812397798298
IL1A,-0.017564105487057984,0.07571839753918524,-0.00502601956663535,0.05517503463109363,0.04576958681841022,0.004500596867503617,-0.02220518009288519,0.034091973769239614,0.09001896875006467,-0.0098902390923248,0.013256390384928485,-0.021785436774177526,0.09185898746895284,0.054913928896930746
HLA-G,,0.05448068904648179,0.0024906012641480167,-0.018997247549717954,,,,,0.02962298022154445,0.011203453500979895,0.015462516176421342,0.037695077861922735,,
PGF,-0.04378564144448474,0.03544835865737199,1.2533847541726725e-05,0.05918913554868578,-0.06773864015227653,0.011008995575471359,0.03547269629642075,-0.038094451557155885,-0.04798176529488658,-0.03949647004520031,-0.07809088766208008,0.014674256321449461,0.13961293737670727,0.03133897814930404
LGALS8,-0.03686087070868581,-0.04543555803329839,-0.015845202582725905,-0.048290824206467804,-0.052594134116497,-0.041660419386192915,-0.012620036818942556,0.04288427495786616,-0.03398419251226574,0.0749626984531571,-0.021362408082734458,0.024782885557493396,0.04338542121968534,-0.12017916375725456
DKK3,-0.05869399698122479,-0.063809572498353,-0.05841992237985507,-0.05371016282040417,-0.029847036321405142,0.0036197179835515438,-0.08044983443664012,-0.046209763755287396,-0.09624351710070979,-0.05503831537196169,0.025250550248371226,-0.011506935658318248,0.1479812187243586,0.092346219215031
COL16A1,0.008026699565468127,0.008161324083105931,-0.04003097421191189,0.009705242211532137,0.03986123739587332,0.00396894116683693,0.05862975212795366,0.05666847815706456,-0.12749578886947135,0.049562384897233476,0.09828760464653621,0.07285022100154248,0.18008365075593033,0.1362690615147893
TPH1,-0.028159606061103036,-0.024538867200500115,-0.012858811985347903,-0.017539704318386105,-0.014994990982952738,0.004434358703948207,-0.020403336676977666,,-0.013223233835314289,0.05539224188927028,0.006107107921021293,0.061778443366990045,0.03207869321122851,0.009446015154058175
TNC,0.04307267712935209,-0.054946303282834404,0.06241986788729188,-0.007311264183120551,0.031544829408763964,0.001878698423282088,0.059585520121492826,-0.08075967373446058,0.14082677192420215,0.09818063517284877,-0.046096356683122904,-0.0635422621425563,-0.061730388713792245,-0.2098120902818215
TNFSF9,-0.015115611088351891,0.03434463849779326,-0.022865755565261596,0.016866291959253397,-0.01557498212951471,0.010536511872329667,0.01520360844592245,,,-0.017632736585989645,-0.02412079394031582,-0.021107924678273025,-0.021332796960672883,0.06763526294735463
C4A,,,,-0.021324065225833997,,-0.020694795935884584,-0.017935308019149967,,0.08812332731096312,0.01858792716262053,,-0.013802189938385154,0.00337787718489932,
CNTN2,0.02377513609666893,0.0612130238703424,0.04752525814415717,0.010679792881969543,0.048584097199963046,0.017534401545018827,-0.03392492429384487,-0.09229604332818733,0.034488070908693595,-0.03144385500994262,-0.0019426255533980805,-0.005891614363427086,0.013172101241762726,0.0970963112822494
F7,,,-0.012544740216619246,,,,,,,-0.027348786678512132,,0.04001439650958954,,0.059001629888616784
LUM,0.04402696127740354,-0.030228607655098917,-0.03826771583506303,-0.009369424931095601,-0.014518732749801744,0.034836884554953866,-0.037678122010016094,0.04221037524361105,-0.163355232277829,0.03330854443508968,0.022934124603838913,-0.025552021663620614,0.1632868972329401,-0.07182717237186702
IZUMO1,0.11238042285353608,,,,,,,,,,,,,
BTC,,,-0.011381070983702612,-0.011860688016139704,-0.01149133827021274,,,,,-0.019785885679887347,0.05224249121819861,-0.013217249238425788,0.05599513908554132,-0.06020676859705527
APOC1,-0.003835929753818702,0.06188438567829405,-0.027245637580165422,-0.04521428811858559,-0.017487892300464214,-0.04729154585845703,-0.010687223074530636,-0.02456010019116576,0.02880881364569803,-0.018443844826685825,0.015292830031178371,-0.011330966677942306,0.08675832310264404,0.08617443400745411
PKM,-0.03968561578646092,-0.0773441098480731,0.04096104309112272,-0.02959662964132252,-0.028865674832010208,-0.008055973728545164,0.029527909561273998,-0.011915882130412826,0.15407362709594813,0.0818438694692929,0.043939410069827746,-0.032552025857950806,-0.09336116524297364,-0.22977657695881845
TNF,,0.03502790471350408,0.02029658221334939,-0.020657071720763243,0.001990002467074083,0.01760140236511827,-0.026084350819243384,-0.028645232352870285,0.01714558738446554,-0.019204154877217095,-0.030125602222949188,,0.12044994523203502,0.07110173054106768
GNAS,-0.038004134044265676,-0.04410682650220981,0.005910395351422578,-0.011659151041340732,-0.002133435580928355,-0.02177444129657491,0.03572851603249591,0.010627547000219452,-0.040041397249126774,-0.03236547589911505,-0.0034833446337410017,-0.02202642627514037,-0.12356599283073559,0.014491546162023779
BMP8B,0.05897758443740956,-0.020035425625421745,-0.03097225031119251,-0.01654126065427087,-0.011366949311911794,0.005318690054367545,0.061309396801568695,-0.02988086644436912,0.0677634234018152,0.011659225471889906,0.0027783380299004757,-0.03915148006345088,0.08423149415394997,-0.016306203013194142
