,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916bulk
POMC,-0.03697248511666082,0.003105847814814365,-0.012807411750402082,0.02973465891762031,0.06657705634320171,-0.00999416774847734,0.01618428117570726,0.003658577477335391,0.0465071025890602,0.10512892049495902,0.012042500003395544,-0.027477242404125093,0.037990927937612634,0.025969198361824476
CCL18,-0.026259936515701125,0.004312958955307035,,,,,,,0.03521865506195788,,-0.05532191413318735,-0.019624301573452366,-0.033491044967830265,
CCL17,,,,0.00038747982856416344,,,0.05987236414103732,0.09589362880255836,,,,-0.013779726022122307,,
VEGFD,-0.029587273074113726,0.0029327344761233,-0.013757013903764253,0.028190696580806203,0.030786369921215317,,0.009987070157103742,-0.02199805015574083,0.0518300201234109,-0.0559938391807108,,-0.019560872183688426,,
TNFSF13,,0.0557320479596283,,0.05278594620353958,,0.0483838315386775,,,,,,-0.01744803447038985,-0.016446959805841134,-0.030398166548617624
WNT5A,0.0059840378289013445,-0.0037072701089228386,0.06269266202329539,-0.014797891761191713,-0.047982298044854065,0.03940810454288119,0.012196555845029388,0.024895294103526668,0.03690387168479794,0.005412932328850184,0.1174068837375189,0.06820276910686132,0.011970832311533465,-0.0077048224220094665
CXCL8,-0.030213439039295017,-0.04395640997352262,0.001297139783083059,0.03064465231369017,-0.04075930910602035,-0.0036215624608161986,0.030162062020974233,0.03610468611912569,0.06482825875152003,0.08489665518941195,-0.022937855111502564,-0.003918886183329597,-0.006638303761107915,0.0033576387933112054
GRN,0.08150408756270566,-0.007402528702947178,-0.05016247074959752,0.003770639771696911,0.004282044360416835,-0.06799545982900494,0.04396746322325417,-0.008842587956344529,0.035355085936239414,0.05732424993794459,0.0347946903708501,-0.08460525298861865,-0.032926880207120694,-0.029596314465441753
MIA,-0.04332845956894456,-0.012691930564234346,-0.02338290839589388,-0.015574500593252827,0.01683129719156287,0.06474908279046838,0.014932505133165344,0.09794972233758932,,-0.025553586727188944,0.08004332501118186,0.05886318840468363,0.017463271137241013,-0.006661865925182244
COL4A4,0.009403006817576607,0.10151376033669564,0.036636907140073297,-0.025638216003854564,0.014489502043786445,-0.02375663947802786,-0.018671161079281965,-0.021408408017890925,,0.050276151900667324,-0.036258616389612926,-0.017775243705500224,-0.02951761972388884,0.05477930332285889
TAC1,0.011958775838172937,0.03464728961366641,0.02940628559490709,-0.06793532354371545,0.007400541783474201,0.0036056127821715114,-0.06535587462426865,-0.047094590433284254,-0.03974074812072119,,,,0.03572056548204132,-0.0653676990359734
RARRES2,-0.042549923922642105,0.08658082153389016,0.03044159815416643,0.017441533620608532,-0.002135115174012849,-0.0393601075404794,-0.033711596875510494,0.011566292330048782,0.016688067121533392,-0.03659264005526725,0.10136257329682603,0.08244804123790296,-0.00012739056687141796,0.021506436112901893
FGF7,0.017377213574539675,,-0.007528715635193616,0.01535848778608645,-0.010826694407227961,-0.024233904953403936,0.014011790322331814,-0.05487605166731629,-0.013819529777375321,0.007005344612580709,0.10730417289969262,0.02640112523087117,-0.0036908358427190546,0.023894589489688887
EFNA2,,,,,,,,,,,,0.07026671758506708,,
HBEGF,-0.044608646829633725,-0.031248730287101848,-0.03637535751771204,-0.017373357962554514,-0.01190907113474266,0.05640773990812809,0.05860476450297882,-0.002213380455859724,-0.00976917073320357,0.08218130381627321,0.11945537184062684,-0.011981990698666845,-0.03456631151546573,-0.0020701884242740882
CSF3,-0.029784730367828655,,,0.012365387652764882,-0.04441853877130755,,,,,,,0.004161030146106245,-0.02099765879854645,0.006878866106123107
PI3,-0.035284454648973444,0.06522107801661269,,-0.002271613605254235,-0.023132781924849008,,,,,,,-0.02480114701446244,0.037623641169317795,0.000591682889931326
PCSK1N,-0.0120959253089331,0.07397828766444321,0.01628348524258942,-0.033941808748969085,-0.0035944762961410996,-0.053198935895827144,0.021434238485446462,-0.04090632345477323,-0.04970091707094046,0.044199109736680606,0.04237335807610596,-0.03890139544572963,0.013438915939905595,-0.03007130073957461
NTS,,,,,0.052706922699873315,0.15770948150404843,0.0327388213880567,0.025887072171490402,-0.020106751216858187,,,0.04835383377728964,0.012293891878053043,
SFRP1,0.02825784744348832,-0.03671847456432839,0.01872443763306646,-0.02110449966337496,0.003289623485030856,0.024704413461604267,0.04310121380226556,-0.029990030940794884,0.02548712605006613,0.012751207166015511,-0.016427749226353098,0.012328303045300472,0.06286423663595646,-0.033109940359852756
CXCL13,,,0.068119625689986,,0.013620986493782242,,,,,,,-0.04776634936058442,0.034465004567496585,0.03913068401584077
MICA,-0.024197724093423467,0.011222503954018285,-0.0210083383656015,-0.002283571139246224,0.0593055437047866,0.03238249640122569,-0.001733863351174363,0.0094120290615127,0.07283961370947566,-0.09236046724852182,0.0062048718481660155,0.03256676175516678,0.02970333643833956,0.012731082418471939
TG,0.14658477733469077,-0.020128389413623965,-0.012067134379467303,-0.02277509881222134,0.008745940106727836,-0.022055885774729302,-0.018017175074670207,-0.021703654937937616,,0.035935155552468005,0.019081536733554283,-0.027895915330316833,-0.017281395853424666,-0.03194474981864545
ADA,0.07104272149054261,0.1019317466340186,0.0009681397670553907,0.03818238408900096,0.022098151750530266,0.08855933640791809,0.029940870801938285,-0.0011938569692504322,0.03721878928569599,-0.038830795704428545,0.08953675999503248,-0.020628375881291235,-0.025521749047764,0.02488995368921913
LAMC3,0.14062097727001968,0.03226801355249457,-0.04438880554390403,0.00011354506180645985,0.042554686149258746,0.05748780297316258,-0.0015963666918813472,0.00083615491378916,-0.03440057537988893,0.014186123171556141,0.06338088297892194,0.08279727435193004,-0.02917599870388315,0.009829560383974775
CCL7,,-0.01563138350272883,,0.03617118312285881,-0.02480615123604486,,,,,,,,,0.016193677985525266
NGF,0.15042300959787402,0.026848647182045375,,0.1421470146031999,-0.05732973073755821,0.05225644509176654,,,-0.03230063712722082,0.03452848637581409,-0.009874013384940842,-0.01834140158795284,-0.036048391562510655,0.06291221474458705
TNFSF15,-0.021228851117912402,,,-0.0024355381186591278,-0.019181680548100582,0.030726030928585325,,,,0.13143157685453666,0.0008766237020734061,,-0.013039185628574444,0.02626871021791115
HMGB1,-0.01707945576053218,0.048236218196929095,0.049340235722413035,-0.04692214468777628,0.06090030923232633,0.12812702493962502,-0.08240587883071278,-0.0008873420728913219,0.09340149920306816,0.054738505439937545,-0.09282335663190898,-0.037994415806444644,0.025335424176176784,0.0894236768559304
ITGB3BP,0.06339953474053651,0.049090856566836254,-0.0018623569404107114,0.021059809854649798,0.026948225210302077,0.04190577363879857,0.003335527168912444,0.018654098446703668,0.03505078159512747,0.03153744861506074,0.12816111125338128,0.009389703932986878,-0.010784734603511138,-0.006767782104834484
AANAT,0.006891576344212447,0.03853719630222418,,0.0011871145326467717,0.026512422047440327,,0.1206649917532756,-0.002280827389010677,-0.012146797951949971,,0.06488557731926514,-0.025018854342559516,,0.0013759826097035639
RELN,-0.029587257717094466,-0.020373662953880867,0.10756293418508266,-0.01895535246607819,0.030630030193197825,0.04146897496555776,-0.020530159597145665,0.009138924666055271,0.027336903612663145,-0.014244921825545839,,,-0.015749923152416592,-0.014192220460096315
IL15,-0.030176445424117265,-0.042414188402446505,-0.031800981712647454,0.018819321718896786,-0.013066573107715487,0.028573745738260287,-0.03349480985897757,-0.020745349762562138,-0.06401562074703429,0.031211395267713746,-0.017337417037088597,-0.03631265218475125,-0.007566100416048923,-0.054257503370323965
BSG,0.04536779513049698,0.09700376752525587,-0.027339966958127262,0.03203083291679253,0.031224390399564525,-0.005454339445404559,0.020460175758422863,-0.0478812035431936,-0.05257901695264155,-0.10175347057508463,0.08877251920696896,0.08439612304225082,-0.036159912105215124,0.01985869345588785
ADAMTS3,0.015531708921706633,-0.011455834202811793,0.028350307885617834,-0.04657178583264335,-0.015632402872499757,0.03520462084936565,-0.008684545069694218,0.006542148332697229,-0.0015706298328576728,,0.11552503324626552,-0.04678651972547447,-0.04406738498380027,0.04625023052111983
CD34,0.009714428731864948,-0.01367990026677642,0.03515929574621576,-0.0008311071669474591,0.0017041339083503455,0.034638629471020047,0.025498202757779823,0.008514897411516459,-0.019717034449553434,0.024730844831436876,0.1193585050713027,0.0022878887180837006,0.020772680476274553,-0.00673986864069812
PLAT,0.014156879246609197,0.00875206111330704,-0.016408274333191877,-0.03460972897987798,0.0066050031758447154,-0.022447530856969097,0.056935285334262974,0.0004553402739160835,0.01229956517242013,0.054058059620352476,0.1496667892351282,-0.0034585711070915727,-0.02220544870927593,0.0909516472868038
NTF3,,,,,,,,0.03365901672013338,,,,0.08223872206796774,0.00852980261003786,
LTA,,,-0.018357003732693156,0.006632860181219851,,,0.019967234194913575,,,,,,,
CKLF,0.09543871529931378,0.012795779124178565,0.004805225258429463,-0.03407069556489879,0.02499943626153419,0.03667749767960076,0.08133140884786837,-0.016001397514284053,0.07192465108317239,0.11044053724833877,0.06949954081427169,0.013754343554777946,-0.04406333344147427,0.05536839670600286
CD24,-0.018374188296729568,0.058150443864903825,0.004990742924435854,0.055634191073663575,0.03964392075696746,-0.05554511580347937,0.0126170832366448,0.06119641620671788,0.023060711877206364,-0.09380522114086522,0.11595659220405512,0.01602310473503258,-0.0007865764392978777,0.018070411967208974
HSP90AA1,0.023721921640110336,0.008209372774344902,-0.03354286090217981,-0.06575195409027076,0.04298154132201971,-0.0494116084174406,0.052026400400351724,-0.0013204733127997461,-0.07939665312356134,0.01719303699947136,-0.1441959635337603,-0.017707678709934192,0.06937121974013291,-0.035595375852327756
BMP4,0.029978552509456864,0.05867845367306115,-0.0032105730662998246,0.014611573545169202,-0.04751054949503733,0.07451942366165096,-0.01282381991871421,0.031488361846523635,-0.05856597319011214,0.13214858314481273,0.055315115501037286,-0.0005920745817881992,0.00810021232827094,0.008020444354459097
SCGB3A1,,-0.015631381939611368,,,-0.04267162134713385,0.009975192326920575,,-0.021103054808106342,0.007783899377235949,0.06830109822070807,,0.08204695915205755,-0.027078274113419974,0.0027724329983188824
IGFBP4,-0.03143392842671713,0.009949085809096361,0.0469524579381715,0.03654854096493464,-0.03781158088335952,0.04331668312341577,0.025166846903281442,0.04432861679702034,0.0030930003565332277,0.03673655896560696,0.022725000540361768,-0.006210328190313097,-0.045558873003641476,-0.03369497748878794
RSPO4,-0.0209624914407022,,-0.029676193095874638,-0.02299256355124291,0.026261746320355314,,0.011766231215431404,0.00721035658220579,,0.05715672022847693,,,-0.018236065227386893,-0.027515641022102456
LEFTY2,0.03395848000714188,-0.04387486846339697,-0.018582455668222628,0.012553553678315437,0.048727511817401536,0.08434676731203672,0.02584416971682559,-0.010483246447609645,0.07134625760028969,,-0.03541820484348125,-0.0017706800335463898,0.08076597492064767,-0.0010935249782953807
PF4,,0.004822994736206992,-0.016698189872643064,-0.014366574739425406,,,,,,,,-0.017040213527767606,,0.06921890207479847
ANGPTL2,-0.020125337596736893,-0.006641677465226099,0.02617732799587244,0.047792313960010956,-0.019338365774115573,0.015289067308261595,-0.009966592172771616,0.004063408855092244,0.026246719519638608,-0.01716303085657212,0.02881146477669241,-0.03295370282038757,-0.003358920755208997,0.04423819028942461
LRIG2,-0.012497197558762808,-0.04031407369693042,0.026947543173088475,-0.01745823304899951,0.013204469821984477,0.0855390932372051,0.04130293076479798,-0.02915404270563977,0.013303016420604235,0.02453248868004283,0.117436646584878,0.034374632267963154,-0.05658528328564225,0.044080853633224865
ICOSLG,-0.04792121039009208,-0.011555043488221175,-0.010993886741364058,0.011277141815904343,0.060560758959811015,0.011007167054938509,-0.026743006516204943,-0.010957362455119947,0.015363188264452161,-0.0933496070358931,0.11312705370350348,0.013872970273667963,0.05374123596600565,0.05275133166542191
WIF1,-0.04878306788401872,-0.029176349762170196,,,-0.017648603255474616,0.00018415165861760985,-0.014005706348325516,0.013504876217355811,-0.06807079446702673,,,,-0.01695218900889338,-0.03955215446037264
NPPC,-0.028744265603191363,0.026224953997333874,,-0.022286100310491826,0.009070778741731752,0.04536945960647637,-0.005995721820665097,-0.029328077527664264,-0.06456772095840364,-0.10500134382847501,-0.05529854649029705,-0.032241226370546154,0.004763710491267028,-0.0008672651075876926
LYZ,-0.04338944102322439,-0.022130904838704377,0.011159726434002258,-0.006405279075101024,-0.02168796165351457,-0.020019716854614733,-0.04838875009246575,-0.0025967811691034112,-0.0013521101327119804,0.0339200669258971,-0.01381065442173388,-0.04672451742612973,0.0655966783662791,0.0026293123034331705
EREG,,,,,0.023757260141349296,,,,0.005443680534629894,,,0.04254651470342121,-0.022713326702055385,-0.024815682088692493
SPTAN1,-0.01666495209954217,0.0679970536453606,0.031807474119071276,-0.04966893133183713,0.03599317999788406,0.04657281900613361,0.006117512922801959,0.034237276860247044,-0.033488213350444454,-0.03981157230892796,0.16278124632102114,0.07958080046252616,-0.02043897410383471,-0.023081475682772638
PTH2,,,,,,,,,,,,,0.011418315803699224,
LIPC,-0.043965334513773074,-0.019851482700952012,0.002091433030998218,0.04216584937448529,-0.003223719681966678,0.004399002832463592,0.0010327874925002388,,-0.04072878534750442,-0.023887031263032907,0.05146015924639269,,,-0.003933109995075676
COL8A1,0.016813645402696125,-0.02974432048033483,-0.015109359097343844,-0.03342390830934839,0.04029755734951089,-0.043731302433349405,0.05648725096270178,0.019805822425797835,0.06087336638823676,-0.0005065572113176968,-0.03875670450723762,0.035650051310790465,0.008436618100630129,0.06535233588055073
GSTM2,-0.0028039927892731078,0.014022840715417782,0.11272388384517619,0.06840456648555922,-0.027912682567540578,0.010717302009606102,0.005005192378222522,-0.017629398893825917,0.04646963133461043,0.015333107038953367,0.0969223970112312,-0.0193475276257516,-0.007640031814832358,0.07007947720352332
SPX,0.003560967912645059,-0.020425480018876212,-0.04445971595510407,-0.015048419492959582,0.021799878834806462,-0.0031070080643165326,0.01810786473060297,0.06959134131585412,0.050241635033426546,,0.002866427200861141,-0.021157603150740327,-0.04487796346641366,0.002326163830061818
MFGE8,0.011245839141774933,-0.007820611502792015,-0.004355612349358905,0.046065681656849954,0.05436896158324566,0.002406179058035237,0.011424584839918992,-0.01036353047699476,-0.0012595357305194403,-0.006009923380108575,0.10585409163608576,0.06145635651098105,-0.010463332743138294,0.02292828142541942
TGFA,0.025464231526489283,-0.04552441621424952,0.006270618440203663,-0.030446171026908764,-0.01068932525652693,0.03616991586454017,0.048596367546096274,0.007640372216162522,0.0442538266601603,0.04549342285224212,-0.0025140035785697853,0.07847128496750956,0.024284587718016046,-0.00328672336305497
SLIT2,-0.04248190493287283,0.006344782189510901,-0.004222875064173477,-0.01710520161955535,-0.011704012063830573,-0.01568181606106753,-0.03311833665176793,0.02088455019470111,-0.055505083623197116,0.0850526651644811,-0.03155483952941491,0.015822020970822054,0.039996411364890426,0.02442645451352212
PLTP,0.03258208955367763,-0.0045152695151205015,-0.02662956333679584,-0.053510095785992105,-0.018460770407319763,-0.0693405380040008,0.0035482630652495704,-0.03935389246508852,0.03588298054567461,0.03574800132017934,0.09899207472031162,-0.0744708527244542,0.014864814984011,-0.07118278462561843
APOD,0.09801915174386794,0.07808406555790678,-0.043213432893235475,-0.08150544277220043,0.018870997782379082,-0.07626048071501255,0.014649943134025983,0.012076839800041901,0.01793623720467434,-0.03119259395992263,-0.19663470966883265,0.10792984392449542,-0.11328150039578144,-0.054204913982818716
B2M,-0.0016324658924447401,-0.03401648685774378,-0.0402743082631075,0.06806183044368509,0.0012465449056011998,-0.05298214791356965,0.03229629744024266,0.024538519767845067,0.06460367719423268,-0.01829297647907763,-0.14927448269393923,-0.05273640680429275,-0.015261285932496258,0.0063161088502752035
OMG,0.029780863872278268,0.027440215189445217,0.03817547244056589,-0.06981781980058893,0.058193070723480525,0.027783496207557316,-0.02157385497575581,-0.007803240036036531,0.02143674258876407,0.029722913346620406,-0.12601459099970758,0.02636904485825195,-0.04191055650517367,-0.03399012263346528
CXCL3,0.06381183188747808,0.013146180195821365,-0.005405633351590656,0.06217644795357213,0.023404989866097407,,0.00810462035345686,0.027960243417988473,0.022605047102269883,,,0.030783661508160268,-0.051155767906453334,0.1110011716884256
CXCL10,-0.027220175763987838,-0.04449003647158692,-0.019742482405494644,0.05422778627458845,-0.005926694297645257,0.030288816730773976,0.04377524440847929,0.00046729267598675687,0.06313357197770712,-0.029006750410025615,0.04525335878352049,-0.022855866238801908,-0.009202313741806545,0.011439275434398573
RSPO3,,-0.02123324624072521,,0.00044914530795350734,-0.016939868634287102,-0.00188162633170129,0.014559701342298092,0.05184689152331867,-0.05791771746734411,,,-0.01946784550763342,0.03361602217640152,0.0019246414083745876
CORT,-0.02350264625370195,-0.0061107101332054025,0.036267167508817026,0.01011828502309399,0.03584887329730531,-0.0024831473573730866,-0.03548924269641214,-0.014829952074762218,0.04820406571332162,,,0.004669244809155504,0.10787636237211254,
NCAN,0.09389904613734858,0.005023300345431713,0.062071894142294616,-0.042913357516174686,0.0441401665594151,-0.014298528720033137,-0.03175381342478137,0.029116911669589466,-0.07704307749421806,0.04831440569104882,0.07853268166093451,0.021119389863499587,-0.05173572772976796,-0.032420861604067354
PRG4,-0.03207559394481616,0.03749241695420854,,-0.016466362618830995,-0.013248592860038667,,0.02451359684887218,,,,,-0.010953323474038013,0.005100954947163245,-0.030001009004546043
ZG16B,,0.041577184911427874,-0.020093557577810547,-0.019111227651038076,,,-0.01239969260790987,,,,0.0020606798785036476,,,0.03481604061508696
TGM2,-0.08764536596657743,-0.026770615564160185,-0.005123118555179544,0.05578179642587488,-0.0035794866707692594,0.04996228531321235,-0.005619913393562732,-0.010862912006791774,-0.009842264428386769,-0.054464976099734885,0.09933157399643618,0.0051175913122193314,-0.013650249618912693,0.0011755813614742411
VEGFC,-0.023014879065997217,-0.02984774500132752,-4.826259476240693e-05,0.009499671916413752,-0.021643171227711817,0.057263706951864994,-0.017099633465608083,-0.012566905783438232,-0.009433998733516443,-0.017895193305140642,0.048029117930596436,-0.012192948626000491,-0.031123797376233525,-0.029419964577239215
WNT6,0.05606487154541226,-0.02522089171871141,-0.01858245615590995,-0.02277509975785553,-0.00022218703272659345,-0.0027603252903029302,0.08330744467446759,,,,-0.060915601381846825,0.01898495941590512,0.11555664638365247,-0.019000578190340425
NRG4,0.08807170169533109,-0.01439705298536237,,-0.02004031657525224,-0.02411714771967373,0.06565608533679042,-0.023821817188790582,0.007585313594993112,-0.03790895889105203,-0.011663326709502674,,,-0.02408119728003621,0.04388695364296494
PMCH,,-0.016593378356381704,,-0.027767811013283093,,,0.012399259053215733,,,,,-0.025018853455340526,-0.013864959138090528,-0.03659306206247683
COL9A1,0.033841053982952146,-0.001725344846749709,0.05032615580487371,-0.020930648005785393,-0.05696940579712022,0.08701279883886587,0.010889546633753522,-0.037802356547134,-0.04501202944034001,-0.016595556733159753,0.02869322543455315,-0.010669361142249355,-0.0017444508299176138,0.08995942818487829
GDF11,0.010119718843703022,0.018374050407923333,-0.009025318646899509,-0.039443145206180086,0.020118805938980657,0.03078299562970409,0.07395975228051878,0.04225662413200198,-0.01026518267196114,0.05714940710120843,0.009459509397673701,-0.059140022358633866,0.0013919100774474268,0.04171279303690594
IL24,,,,,,,,,,,,0.03302564016527746,,-0.03194473147507841
SORBS1,-0.031465718682618805,-0.039793280233371336,-0.03443735354442172,-0.03662655602609029,0.032699055215771704,0.0008114399077899323,-0.01570257876013097,-0.005654015906811224,0.0416937519264754,-0.03538261109624865,0.18837051092331542,-0.012006393801364,0.019939595626486978,0.013874555900593971
DLL1,-0.029057419224716226,0.05700051292363111,0.008340654034980305,-0.06830094861690506,0.03171073362996825,0.017110557331762873,-0.04564121656854629,0.01576172293399108,0.01940990587401954,0.08625080936537163,0.11330959797795545,0.03362648284522896,0.01920084060516766,0.003752575136412514
TLN1,0.010159061016021724,-0.02532607986976708,0.02024749438668165,0.002849707086474273,-0.06122711308860531,0.005704369837947756,0.04516778313116077,0.032564741816350294,0.02181097053303135,-0.010357287531166104,0.09071389465356505,-0.026328760502733087,-0.010433383987750542,0.028227028790754827
COL2A1,0.1579484075949637,-0.0061087426663536245,,,0.018209468781320626,0.017423336294568607,,,,,,-0.025260251778064558,-0.029208770115453968,0.07181003104767217
SHH,,,,5.2876077691470715e-05,0.008833204612258467,0.10246976427636542,0.083134616804323,-0.001000146666880628,,,,-0.0029920688966118673,0.04137786992554547,0.011505370271898607
PON2,0.013680729759799747,-0.001209129744189274,0.021659160309549917,-0.09334798874321866,-0.014187841319965306,-0.028658381304218338,-0.03555421993131648,0.03666032723325117,0.04243669544318262,0.07119023967573287,0.14732218060602612,-0.008720497846065182,-0.021343829771393822,0.05760935951253365
ICAM5,-0.018900744035290407,-0.025042546752193705,-0.023919794390541774,0.027811082314381633,0.004517121254933075,0.029030950777273225,-0.024967152851610674,0.00354494704560348,-0.009070131483869724,,,0.06238870458163045,-0.025924720243168414,-0.023106816707612443
HPX,-0.035456045224477074,0.007782193116617435,,0.025130616068723483,-0.0012484161555646315,0.010770161278050396,0.07859032991091713,-0.02110305265670073,,0.019960883019568585,0.09045689365425646,-0.012955960452098684,-0.028379295690261278,-0.009356278807740091
SFRP2,-0.028988128515625038,-0.0207819639454088,,0.009496988271080272,,0.0009922882389833063,-0.020280487892916695,0.0025687929222692665,-0.026105333363116708,,-0.022342973310662363,-0.0306370102135565,-0.03563739627874521,0.07058667306506504
CFC1,,,,,,0.14388726800065987,-0.015605131211029154,,-0.0006186405269112426,,,,,-0.025283454550805662
CD70,,0.019938257981177106,,-0.00737711372066712,,,0.06543822169268296,,,-0.01537143919414488,,0.008599163167562634,0.01222169299473634,-0.020482307595608883
HP,-0.03566619704336454,0.008890797546152497,,0.018918189906188727,-0.0135392650282329,,0.041227594872037115,-0.011743427733906998,-0.0024670619896182576,-0.09751339702983061,0.02401756614682474,-0.04691606388306313,-0.05529516204942286,0.04374778096536263
CXCL2,-0.08377697514498497,-0.006707958728042655,-0.04025474095165002,-0.02589579134249595,-0.010389053139305592,-0.018782460663410213,0.10934543115999107,0.029855057964925526,-0.03678340642799651,-0.03840940081160984,,0.0367892620187827,0.055910325992461395,0.017627537513461307
NPPB,,-0.020165995579325538,,0.04780581489877048,,,-0.013664487528588601,,,,,0.031276392845141554,-0.0207226144399679,
CCK,0.018604739499379224,-0.008005400054841075,-0.02640079495136197,-0.0280820150627435,0.09634971922773562,0.018702866033135444,-0.06565697990554847,-0.04862303387966874,-0.02929612295814051,,0.021346917343952644,0.05026484224041958,0.01536269114572945,-0.08666720355115091
SEMA6A,0.040156229952736364,0.0634146406534653,-0.0024056890206871967,-0.08048580904515451,0.02433250589647058,0.001495370035936738,0.00491626052443674,0.052722809344295254,0.03518045561889376,0.05177930523231156,0.0967685771712141,-0.016920588556857685,-0.010955449137589928,0.11067640260578737
IRAK4,0.003983123626800547,-0.04330133815865985,-0.0507601831995197,-0.010080549676229674,0.06488006007761532,0.027776264960302215,0.010596204167161059,-0.012627748148607067,0.02909803526073179,0.06366183486379197,0.03242699640594736,0.004154599882841031,-0.0009047026467538555,0.08071987144131453
GSTP1,-0.007847439766726017,0.045799970310888005,0.02866655286480427,-0.0013794913338243476,0.011530832640532698,0.02554040988145612,0.012450886591820549,0.018603044612175004,0.05044064948474416,0.011753263701013478,-0.11134163374404432,0.060259473426825354,0.03374124442077655,0.07027211103059439
VCAM1,-0.016943333491020122,-0.0013778342083089028,-0.005306329970306031,-0.061711271150768306,-0.011758440479569875,-0.01588419412460774,-0.005219994611129345,0.005780739512884539,0.006935937077146743,0.03244043318733053,0.14787257044769953,0.07980637817474237,-0.008706484042280528,0.030318160536713674
NXPH3,0.04977233152594357,0.029032910270021847,-0.032816924373840234,-0.017104495461226082,0.0076574784990554225,0.049376057229392895,-0.0248177436513709,0.005413310559044211,0.0340827813392431,0.032306155503610934,0.15888615141757156,-0.035642954154486886,-0.003919752510931797,0.030242592080168832
MTMR4,0.04494782719650172,0.018480017458006027,0.04631304859291092,-0.04824671189954227,-0.004333061374317839,0.04845797693147653,0.025786161772158915,0.03717764269440186,-0.010159275507430381,-0.023086616818286654,0.10258556393313509,0.0363119960597417,-0.01295932742775032,0.028206266292945554
LAMC2,-0.019864473248525225,0.04767121234527593,,0.10462079498481582,,0.07442904577530873,-0.017202065331075277,,,-0.008698847546434248,,-0.022021766645743596,-0.013458105469541723,0.04456576893813145
IL10,-0.031515679521064384,-0.022359948664736302,0.025415746447351503,0.032978486860720795,-0.026891563189032897,,0.04571928680635632,,0.009162651356581118,0.017485359872397313,-0.008445986960408302,-0.009076979807210618,0.0005954377248073439,0.07155719269640745
SEMA4D,-0.005503981650286529,0.07015628652659966,0.02914171567985433,-0.027821253261140714,0.00430663208710535,-0.033177601184569264,-0.012250493901255306,0.005727404493360427,0.11130671576508477,0.05114415717052001,-0.040234704997528806,0.017043822673855825,-0.0051016949981236934,0.08409520957457464
TRH,-0.03876477812423354,-0.04338415381718325,,0.05609389721272951,0.041541204671952256,0.009044249662848156,0.03604298697566558,,-0.025970899343779837,,,0.013807683734635654,0.03975195076698949,0.09944509687835179
