,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.008958237634331095,,,,,,,,,,,-0.02403121976250341,,0.0037237874041602123,
BMP1,0.015516159675495512,0.03219699835106642,-0.02276826897843879,-0.039971833028403736,-0.03177659696640278,-0.04413768310173785,0.08337524425452171,0.08284342128669733,-0.010711973670591977,-0.0005996815376566989,0.014485406571546414,0.062372845176474324,0.021652999037581364,0.02052453981928967,0.07489510321215131,-0.05356533179403809,0.04038729823471154,-0.03271755192663459,-0.03227453668339945,-0.06230526987465527,-0.011482130791277526,0.08484942816811174
NDP,-0.03371980659744668,-0.0019702127383715716,0.01928996175783622,-0.007608596021146138,0.017359365246561054,-0.007265662958599029,0.01437780049811851,0.004950334833576194,-0.007197732540995613,0.04307088089858872,-0.021430280314011566,-0.022368832977532435,-0.006705158018792589,0.019332342109347214,0.10723990809370017,-0.0803459685382046,0.10102522480304141,0.03381239655305728,0.032290538680244375,-0.006934722808698408,0.04221681370096274,-0.03983451284468758
TNFSF18,-0.023106339500534673,0.033097922858018235,-0.034080298348034506,,,,-0.017775832141555342,0.017525721383803834,-0.01768454069291834,,,,,-0.02670042708777783,,-0.04723474423985288,,,-0.02478297276513121,,0.032684328178646284,-0.03593494801254319
IL36G,,,,,,,,,,,,,-0.01729702064429087,,,,,,,,,
RTN4,0.029354390844938908,0.008895773954209022,0.0002981219230219537,-0.0015276846530932356,0.04006513202280996,-0.0026678606506472424,-0.050400706960226214,-0.13212619621670876,-0.011461524040106457,0.03378664985574506,0.05073638040853741,0.009294619718425096,0.05618270835222206,0.0005013210661041802,-0.016902756480266446,0.06509311014563603,-0.03916133176748611,-0.09573731230574321,0.021809848960233483,0.04019294426298904,-0.017778785580828727,-0.04710797740268794
HEBP1,0.0064343529687254375,-0.0034708699163764145,-0.051821777876761954,0.09961960109517072,0.006875258767394195,0.031500240031294556,0.06869087910338692,0.011572875788194104,-0.0033075595441086703,0.017501069615031443,0.007386408010642682,-0.006841421436636377,0.071111725174797,0.05741687781776675,0.020064088560114848,0.014226599379582013,0.00408627309124955,0.05520716054065783,-0.013253946520057347,0.06365219631762616,0.02995449716021712,0.0198724495855532
WNT7B,0.06570907398121145,0.008146912725152434,-0.021169624886929292,0.06297626602512998,0.07134388830696661,-0.01270175330067735,0.004861031770572961,-0.01149999568604665,-0.026207322851922576,-0.017327980808661683,,0.06051979852265651,0.034942436584792465,-0.02939456411751396,-0.005556752678472959,,-0.05432559350162608,-0.025037924336859127,0.02727976728852677,0.10159436834369305,-0.04159023729877409,0.03144278134733513
PTMA,-0.013236288355039504,-0.03191305190936836,-0.0331660592856562,-0.028506554521927966,-0.07812706962240266,0.034217109851491345,0.05710845778997231,-0.03990183892595681,0.0015675129430451915,0.02521343991924657,-0.006291519378266489,0.05676007883964385,-0.015224548929697138,0.10110680453312099,-0.14221228833386146,0.08489958136308086,-0.07592934298260891,-0.031605747201350134,0.026726299724422902,0.030537242774760047,-0.08598502434367646,0.02913652701054636
FASLG,,,,,,,,,,,,,,,,,,,,,0.05417823062018158,
CEACAM1,,0.03183432876222645,-0.01624641383351893,,0.06127322698802392,0.017899751311197833,,-0.007359733043817432,0.012506534844992825,,,,,,-0.06161383718881955,-0.033214041615579996,0.012072130140216158,-0.027182404659443934,0.06213834719526876,-0.005503310353032322,-0.0013836783705390117,
PDAP1,0.046634675825311556,0.03604011341577646,-0.06781000184593657,0.04828249054401219,-0.04174686446110499,-0.00180014483531597,0.022104242197819757,0.08657000898638866,-0.013401692500746779,0.018603295413378854,0.025999312954285557,0.0035833216289935434,0.023902459332206805,0.02918972505572966,0.02689962189436298,-0.05631352584107863,0.010507038483793509,-0.02313867012267907,0.007020890533341949,-0.019623152132867163,0.05189612064129995,-0.0072019035907031365
QDPR,-0.021811553644354643,-0.01141007543846289,0.00989840604969559,-0.025601693757686547,-0.023890577030944885,-0.053731463953128306,0.0007035218284542835,-0.10096935724504058,0.043231445946353544,-0.017160891872344097,0.04556886150452985,-0.06994159497162258,-0.0659307525693583,-0.05841856640703853,-0.03534984725127237,0.03410020538886131,0.02290843572345349,0.09281711653198318,-0.014576590093271566,-0.036368043204706955,0.12078929858894556,-0.008769996775751758
POMC,-0.02923966668998102,-0.018449732824242948,-0.02886728538709886,,-0.032933436508246136,-0.02907436978516124,-0.011533289739441406,-0.049519878121941606,0.006753966708326655,-0.014916159891787002,0.029027962960957065,-0.008546242262818684,0.00833361120237322,0.00626425958036541,0.05677643320768608,-0.04559095141156281,0.07637692185130922,0.02255057551414887,-0.0030905826769508974,-0.026411341660362655,0.0715366635953394,0.0878261295171315
CCL18,0.042120100343284554,0.048014927975955975,,,,,,,,,-0.046087175695525444,-0.008170301820269456,,,-0.05283064422593451,,0.03794448793829545,0.03396032505580043,,-0.02232562661817203,,
CCL17,,,,,-0.0253037855372895,,,,-0.022056065318384485,0.03210742439307279,,,-0.01580131942080931,,,,0.1849894282400837,-0.028328506551228115,0.016462260145611207,,-0.011762799552356054,
VEGFD,-0.03491385664568914,0.055979173845045756,-0.023269728308806786,,-0.02819121137850426,0.09237426585679215,,0.08458146038013999,-0.023498872069067492,-0.01573176789770221,0.01909180819121082,-0.029526548339403595,-0.01693476344286901,,-0.041556491439051026,0.04662733123561426,,0.09096560731119015,0.013329504135877588,,,
TNFSF13,,0.03907516221751477,,,-0.017453984948179572,,0.13330570954452406,,,,,,,,,,-0.019690297314910243,0.04636206118415846,-0.018856912310914666,-0.02514468543091331,-0.03459375171896292,-0.03909209768793911
WNT5A,0.08403443368135974,0.04003939841160862,0.003914300715323137,0.029389020321464527,-0.03511886398897697,-0.06886227461075023,0.0794399048698087,0.1295130971526101,0.04134352695913896,0.015554589566168044,-0.0038557723380106285,0.014048512015908064,0.02700094292746021,-0.05899854860616233,0.025164059024848466,0.05538886907091637,0.05467434298714128,0.005975302609103701,-0.03299033730642198,-0.02846815909041693,0.027838659775674107,0.030195361032993202
CXCL8,0.05591526202956117,0.0750476987244052,-0.021788394347583315,0.022865681106721554,-0.04554013878698328,0.03560497916471146,-0.02452114450508803,0.06760065134297626,-0.05966506432474294,-0.014650106306349586,-0.05641864977318197,0.02298721790403253,0.046858456627104146,,0.004322967814854282,-0.032070927222655816,0.026144234959767705,-0.07485913728855298,0.0023101548325763343,-0.012663693167354634,0.031145873943866257,0.08520929826616667
GRN,0.014613891895778776,0.06421728471744223,0.015624648767952899,-0.048824826466884755,0.020184442386084894,-0.020440625759488792,-0.03711796170021086,0.06472913915725358,-0.026723401658297185,0.015587404617965107,-0.007335566640587319,0.05920218995269327,0.037871503803254464,0.07476178248598547,-0.0318368274251538,0.051588549991220735,0.035246689592460606,-0.00282238506942574,-0.0015613703379022267,-0.06690039968024414,-0.00975966206897588,0.006686248839294318
MIA,0.009467885328604934,-0.038828745022139344,-0.020694469040050567,0.07166422818356008,0.043557597284734434,-0.008478525087075944,0.1184220776870311,0.05270538586988501,-0.01141962640336136,-0.01789157290416599,,-0.03015315804759052,-0.023192934613901137,0.042800513255640764,0.07344659397965729,0.03436929164511229,0.052011836376705506,0.10236829140739434,0.0042634682202689345,-0.12452149783407691,0.02610714880624383,-0.02150713214898986
COL4A4,0.1287125343138887,-0.02706326895732152,-0.015838155063615123,-0.0189674905347852,0.009772463296558707,-0.019940045076465067,-0.016402003136944298,0.009091991046849518,0.03770125743933438,0.008759711556771063,,,-0.022498007012447706,,,0.020671723251384146,0.09670071780125226,-0.024071093372717903,0.028561431426464893,-0.02802033828763671,0.007060373025388016,0.050199286733312955
TAC1,0.13873378661507774,-0.003699588542926257,-0.05404984488031445,-0.0848491633440543,0.004300805342215562,0.01166479039534406,-0.07074861936237513,-0.07859936615637687,0.011314478709659818,-0.014445032967248025,0.02857129509191995,,0.09957412554659022,,,,,,,0.061039536282929505,0.04954064119735952,-0.053358353738363874
RARRES2,-0.039294247119153816,-0.0009534888193291555,0.01621427247453535,0.08442983856814272,0.01775345861858691,0.09689767764996533,-0.005094066734463463,0.1132115764714519,0.04882840638807586,-0.019167607583989863,-0.023494590762770984,-0.005540251819466187,-0.04364675304584945,-0.013568969385139549,-0.007401084674993019,-0.001030084626956429,0.06806586576988019,-0.004306964726269886,0.018883003660642553,-0.019564147738592292,-0.004278649695835909,0.03691328700130469
